case_id,supplier_id,risk_family,risk_family_label,risk_type,multiplier,event_start_day,event_end_day,impact_score,impact_pct,impact_explanation,fill_rate,fill_rate_delta_pts,ending_backlog,product_availability,product_availability_delta_pts,line_adherence,line_adherence_delta_pts,line_nervousness,line_nervousness_delta,production_replanning_count,production_replanning_delta,raw_material_stockout_days,raw_material_stockout_days_delta,material_delay_days,material_delay_days_delta,total_cost,total_cost_delta,total_cost_delta_pct,inventory_cost,inventory_cost_delta,total_unreliable_loss_qty,total_unreliable_loss_delta,total_shipped,total_shipped_delta,case_dir,score_decisionnel_modele,score_decisionnel_pct,impact_metier_score,impact_metier_pct,impact_metier_kpi,impact_metier_delta,impact_metier_lecture,cout_interpretation
SDC-VD0520115A__reliability,SDC-VD0520115A,reliability,Fiabilite fournisseur,reliability,0.9,0,364,7.418e-06,0.0007,volume utile perdu par fiabilite -6000 ; flux expedies -6000,1.0,0.0,0.0,0.995714286,0.0,0.944382984,0.0,16.0,0.0,60.0,0.0,58.0,0.0,0.0,0.0,26581579.113,-31259.6826,-0.117461,2439853.5508,-119.6223,6000.0,6000.0,485308790.5279,-6000.0,etudecas\simulation\sensibility\supplier_risk_campaign_multisource_result\cases\SDC-VD0520115A__reliability,7.418e-06,0.0007,0.000247262,0.0247,Volume utile perdu par fiabilite,-6000,volume utile perdu par fiabilite -6000 ; flux expedies -6000,cout en baisse car flux/achats baissent: ne pas lire comme un gain
SDC-VD0520115A__quality,SDC-VD0520115A,quality,Qualite / release,quality_delay,14.0,0,364,0.000967175,0.0967,adherence -0.0 pts ; cout +0.4% ; flux expedies -2335,1.0,0.0,0.0,0.995714286,0.0,0.944372295,-0.001069,15.0,-1.0,60.0,0.0,58.0,0.0,0.0,0.0,26713521.2439,100682.4483,0.378323,2440096.4203,123.2472,0.0,0.0,485312455.2014,-2335.3265,etudecas\simulation\sensibility\supplier_risk_campaign_multisource_result\cases\SDC-VD0520115A__quality,0.000967175,0.0967,0.01891615,1.8916,Cout total,+0.4%,adherence -0.0 pts ; cout +0.4% ; flux expedies -2335,cout en hausse vs reference
SDC-VD0520115A__upstream,SDC-VD0520115A,upstream,Appro amont fournisseur,external_capacity,0.5,0,364,0.0,0.0,aucune degradation KPI visible,1.0,0.0,0.0,0.995714286,0.0,0.944382984,0.0,16.0,0.0,60.0,0.0,58.0,0.0,0.0,0.0,26612729.7983,-108.9973,-0.00041,2439946.4687,-26.7044,0.0,0.0,485314790.5279,0.0,etudecas\simulation\sensibility\supplier_risk_campaign_multisource_result\cases\SDC-VD0520115A__upstream,0.0,0.0,0.0,0.0,Fill rate client,0.0 pts,aucune degradation KPI visible,
SDC-VD0520115A__cost,SDC-VD0520115A,cost,Cout achat / transport,purchase_cost,1.5,0,364,0.001445327,0.1445,cout +0.6%,1.0,0.0,0.0,0.995714286,0.0,0.944382984,0.0,16.0,0.0,60.0,0.0,58.0,0.0,0.0,0.0,26766695.9384,153857.1428,0.578131,2439973.1731,0.0,0.0,0.0,485314790.5279,0.0,etudecas\simulation\sensibility\supplier_risk_campaign_multisource_result\cases\SDC-VD0520115A__cost,0.001445327,0.1445,0.02890655,2.8907,Cout total,+0.6%,cout +0.6%,cout en hausse vs reference
SDC-VD1095770A__capacity,SDC-VD1095770A,capacity,Capacite fournisseur,capacity,0.5,0,364,0.0,0.0,aucune degradation KPI visible,1.0,0.0,0.0,0.995714286,0.0,0.944382984,0.0,16.0,0.0,60.0,0.0,58.0,0.0,0.0,0.0,26612838.7956,0.0,0.0,2439973.1731,0.0,0.0,0.0,485314790.5279,0.0,etudecas\simulation\sensibility\supplier_risk_campaign_multisource_result\cases\SDC-VD1095770A__capacity,0.0,0.0,0.0,0.0,Fill rate client,0.0 pts,aucune degradation KPI visible,
SDC-VD1095770A__stock,SDC-VD1095770A,stock,Stock fournisseur,stock,0.5,0,364,0.075188325,7.5188,adherence -5.0 pts ; jours stock MP zero +1 ; flux expedies -32962466,1.0,0.0,0.0,0.995714286,0.0,0.89471267,-4.967031,14.0,-2.0,59.0,-1.0,59.0,1.0,0.0,0.0,22723623.0558,-3889215.7398,-14.614058,1537390.9978,-902582.1753,0.0,0.0,452352324.5967,-32962465.9312,etudecas\simulation\sensibility\supplier_risk_campaign_multisource_result\cases\SDC-VD1095770A__stock,0.075188325,7.5188,0.679197638,67.9198,Flux fournisseur expedies,-32962466,adherence -5.0 pts ; jours stock MP zero +1 ; flux expedies -32962466,cout en baisse car flux/achats baissent: ne pas lire comme un gain
SDC-VD1095770A__lead,SDC-VD1095770A,lead,Delai fournisseur,lead_time_extra_days,30.0,0,364,0.0004293,0.0429,nervosite +1 ; cout +0.1%,1.0,0.0,0.0,0.995714286,0.0,0.94439367,0.001069,17.0,1.0,60.0,0.0,58.0,0.0,0.0,0.0,26645764.2123,32925.4167,0.12372,2439428.9543,-544.2188,0.0,0.0,485415259.4463,100468.9184,etudecas\simulation\sensibility\supplier_risk_campaign_multisource_result\cases\SDC-VD1095770A__lead,0.0004293,0.0429,0.006186,0.6186,Cout total,+0.1%,nervosite +1 ; cout +0.1%,cout en hausse vs reference
SDC-VD1095770A__reliability,SDC-VD1095770A,reliability,Fiabilite fournisseur,reliability,0.9,0,364,6.231e-06,0.0006,volume utile perdu par fiabilite -5040 ; flux expedies -5040,1.0,0.0,0.0,0.995714286,0.0,0.944382984,0.0,16.0,0.0,60.0,0.0,58.0,0.0,0.0,0.0,26609718.2144,-3120.5812,-0.011726,2439960.8708,-12.3023,5040.0,5040.0,485309750.5279,-5040.0,etudecas\simulation\sensibility\supplier_risk_campaign_multisource_result\cases\SDC-VD1095770A__reliability,6.231e-06,0.0006,0.0002077,0.0208,Volume utile perdu par fiabilite,-5040,volume utile perdu par fiabilite -5040 ; flux expedies -5040,cout en baisse car flux/achats baissent: ne pas lire comme un gain
SDC-VD1095770A__quality,SDC-VD1095770A,quality,Qualite / release,quality_delay,14.0,0,364,9.8104e-05,0.0098,adherence -0.0 pts ; cout +0.0% ; flux expedies -3435,1.0,0.0,0.0,0.995714286,0.0,0.944372295,-0.001069,15.0,-1.0,60.0,0.0,58.0,0.0,0.0,0.0,26621765.6835,8926.8879,0.033544,2439925.5058,-47.6673,0.0,0.0,485311355.2014,-3435.3265,etudecas\simulation\sensibility\supplier_risk_campaign_multisource_result\cases\SDC-VD1095770A__quality,9.8104e-05,0.0098,0.0016772,0.1677,Cout total,+0.0%,adherence -0.0 pts ; cout +0.0% ; flux expedies -3435,cout en hausse vs reference
SDC-VD1095770A__upstream,SDC-VD1095770A,upstream,Appro amont fournisseur,external_capacity,0.5,0,364,0.0,0.0,aucune degradation KPI visible,1.0,0.0,0.0,0.995714286,0.0,0.944382984,0.0,16.0,0.0,60.0,0.0,58.0,0.0,0.0,0.0,26612828.9864,-9.8092,-3.7e-05,2439970.7698,-2.4033,0.0,0.0,485314790.5279,0.0,etudecas\simulation\sensibility\supplier_risk_campaign_multisource_result\cases\SDC-VD1095770A__upstream,0.0,0.0,0.0,0.0,Fill rate client,0.0 pts,aucune degradation KPI visible,
SDC-VD1095770A__cost,SDC-VD1095770A,cost,Cout achat / transport,purchase_cost,1.5,0,364,0.000144215,0.0144,cout +0.1%,1.0,0.0,0.0,0.995714286,0.0,0.944382984,0.0,16.0,0.0,60.0,0.0,58.0,0.0,0.0,0.0,26628190.6356,15351.84,0.057686,2439973.1731,0.0,0.0,0.0,485314790.5279,0.0,etudecas\simulation\sensibility\supplier_risk_campaign_multisource_result\cases\SDC-VD1095770A__cost,0.000144215,0.0144,0.0028843,0.2884,Cout total,+0.1%,cout +0.1%,cout en hausse vs reference
SDC-VD0956464A__capacity,SDC-VD0956464A,capacity,Capacite fournisseur,capacity,0.5,0,364,0.0,0.0,aucune degradation KPI visible,1.0,0.0,0.0,0.995714286,0.0,0.944382984,0.0,16.0,0.0,60.0,0.0,58.0,0.0,0.0,0.0,26612838.7956,0.0,0.0,2439973.1731,0.0,0.0,0.0,485314790.5279,0.0,etudecas\simulation\sensibility\supplier_risk_campaign_multisource_result\cases\SDC-VD0956464A__capacity,0.0,0.0,0.0,0.0,Fill rate client,0.0 pts,aucune degradation KPI visible,
SDC-VD0956464A__stock,SDC-VD0956464A,stock,Stock fournisseur,stock,0.5,0,364,0.0,0.0,aucune degradation KPI visible,1.0,0.0,0.0,0.995714286,0.0,0.944382984,0.0,16.0,0.0,60.0,0.0,58.0,0.0,0.0,0.0,26612838.7956,0.0,0.0,2439973.1731,0.0,0.0,0.0,485314790.5279,0.0,etudecas\simulation\sensibility\supplier_risk_campaign_multisource_result\cases\SDC-VD0956464A__stock,0.0,0.0,0.0,0.0,Fill rate client,0.0 pts,aucune degradation KPI visible,
SDC-VD0956464A__lead,SDC-VD0956464A,lead,Delai fournisseur,lead_time_extra_days,30.0,0,364,0.001127529,0.1128,cout +0.3%,1.0,0.0,0.0,0.995714286,0.0,0.94439367,0.001069,16.0,0.0,60.0,0.0,58.0,0.0,0.0,0.0,26692159.0822,79320.2866,0.298053,2446193.4156,6220.2425,0.0,0.0,485616944.9513,302154.4234,etudecas\simulation\sensibility\supplier_risk_campaign_multisource_result\cases\SDC-VD0956464A__lead,0.001127529,0.1128,0.01490265,1.4903,Cout total,+0.3%,cout +0.3%,cout en hausse vs reference
SDC-VD0956464A__reliability,SDC-VD0956464A,reliability,Fiabilite fournisseur,reliability,0.9,0,364,8.1e-08,0.0,volume utile perdu par fiabilite -98,1.0,0.0,0.0,0.995714286,0.0,0.944382984,0.0,16.0,0.0,60.0,0.0,58.0,0.0,0.0,0.0,26612833.899,-4.8966,-1.8e-05,2439971.9734,-1.1997,97.6832,97.6832,485314790.5279,0.0,etudecas\simulation\sensibility\supplier_risk_campaign_multisource_result\cases\SDC-VD0956464A__reliability,8.1e-08,0.0,4.026e-06,0.0004,Volume utile perdu par fiabilite,-98,volume utile perdu par fiabilite -98,
SDC-VD0956464A__quality,SDC-VD0956464A,quality,Qualite / release,quality_delay,14.0,0,364,0.000198117,0.0198,cout +0.1%,1.0,0.0,0.0,0.995714286,0.0,0.94439367,0.001069,16.0,0.0,60.0,0.0,58.0,0.0,0.0,0.0,26633871.5604,21032.7648,0.079032,2439981.915,8.7419,0.0,0.0,485430698.483,115907.9551,etudecas\simulation\sensibility\supplier_risk_campaign_multisource_result\cases\SDC-VD0956464A__quality,0.000198117,0.0198,0.0039516,0.3952,Cout total,+0.1%,cout +0.1%,cout en hausse vs reference
SDC-VD0956464A__upstream,SDC-VD0956464A,upstream,Appro amont fournisseur,external_capacity,0.5,0,364,0.0,0.0,aucune degradation KPI visible,1.0,0.0,0.0,0.995714286,0.0,0.944382984,0.0,16.0,0.0,60.0,0.0,58.0,0.0,0.0,0.0,26612838.7956,0.0,0.0,2439973.1731,0.0,0.0,0.0,485314790.5279,0.0,etudecas\simulation\sensibility\supplier_risk_campaign_multisource_result\cases\SDC-VD0956464A__upstream,0.0,0.0,0.0,0.0,Fill rate client,0.0 pts,aucune degradation KPI visible,
SDC-VD0956464A__cost,SDC-VD0956464A,cost,Cout achat / transport,purchase_cost,1.5,0,364,1.0738e-05,0.0011,cout +0.0%,1.0,0.0,0.0,0.995714286,0.0,0.944382984,0.0,16.0,0.0,60.0,0.0,58.0,0.0,0.0,0.0,26613981.6891,1142.8935,0.004295,2439973.1731,0.0,0.0,0.0,485314790.5279,0.0,etudecas\simulation\sensibility\supplier_risk_campaign_multisource_result\cases\SDC-VD0956464A__cost,1.0738e-05,0.0011,0.00021475,0.0215,Cout total,+0.0%,cout +0.0%,cout en hausse vs reference
SDC-VD0505677A__capacity,SDC-VD0505677A,capacity,Capacite fournisseur,capacity,0.5,0,364,0.0,0.0,aucune degradation KPI visible,1.0,0.0,0.0,0.995714286,0.0,0.944382984,0.0,16.0,0.0,60.0,0.0,58.0,0.0,0.0,0.0,26612838.7956,0.0,0.0,2439973.1731,0.0,0.0,0.0,485314790.5279,0.0,etudecas\simulation\sensibility\supplier_risk_campaign_multisource_result\cases\SDC-VD0505677A__capacity,0.0,0.0,0.0,0.0,Fill rate client,0.0 pts,aucune degradation KPI visible,
SDC-VD0505677A__stock,SDC-VD0505677A,stock,Stock fournisseur,stock,0.5,0,364,0.075237987,7.5238,adherence -5.0 pts ; jours stock MP zero +1 ; flux expedies -33082974,1.0,0.0,0.0,0.995714286,0.0,0.89471267,-4.967031,14.0,-2.0,59.0,-1.0,59.0,1.0,0.0,0.0,22699570.5088,-3913268.2868,-14.704438,1548310.4405,-891662.7326,0.0,0.0,452231816.3081,-33082974.2198,etudecas\simulation\sensibility\supplier_risk_campaign_multisource_result\cases\SDC-VD0505677A__stock,0.075237987,7.5238,0.681680733,68.1681,Flux fournisseur expedies,-33082974,adherence -5.0 pts ; jours stock MP zero +1 ; flux expedies -33082974,cout en baisse car flux/achats baissent: ne pas lire comme un gain
SDC-VD0505677A__lead,SDC-VD0505677A,lead,Delai fournisseur,lead_time_extra_days,30.0,0,364,0.001085076,0.1085,cout +0.4%,1.0,0.0,0.0,0.995714286,0.0,0.944382984,0.0,16.0,0.0,60.0,0.0,58.0,0.0,0.0,0.0,26725084.5805,112245.7849,0.421773,2440471.6372,498.4641,0.0,0.0,485324259.0177,9468.4898,etudecas\simulation\sensibility\supplier_risk_campaign_multisource_result\cases\SDC-VD0505677A__lead,0.001085076,0.1085,0.02108865,2.1089,Cout total,+0.4%,cout +0.4%,cout en hausse vs reference
SDC-VD0505677A__reliability,SDC-VD0505677A,reliability,Fiabilite fournisseur,reliability,0.9,0,364,3.116e-06,0.0003,volume utile perdu par fiabilite -2520 ; flux expedies -2520,1.0,0.0,0.0,0.995714286,0.0,0.944382984,0.0,16.0,0.0,60.0,0.0,58.0,0.0,0.0,0.0,26579307.7384,-33531.0572,-0.125996,2439846.004,-127.1691,2520.0,2520.0,485312270.5279,-2520.0,etudecas\simulation\sensibility\supplier_risk_campaign_multisource_result\cases\SDC-VD0505677A__reliability,3.116e-06,0.0003,0.00010385,0.0104,Volume utile perdu par fiabilite,-2520,volume utile perdu par fiabilite -2520 ; flux expedies -2520,cout en baisse car flux/achats baissent: ne pas lire comme un gain
SDC-VD0505677A__quality,SDC-VD0505677A,quality,Qualite / release,quality_delay,14.0,0,364,0.000516011,0.0516,adherence -0.0 pts ; cout +0.2% ; flux expedies -18360,1.0,0.0,0.0,0.995714286,0.0,0.944372295,-0.001069,15.0,-1.0,60.0,0.0,58.0,0.0,0.0,0.0,26665494.7212,52655.9256,0.197859,2439988.9312,15.7581,0.0,0.0,485296430.1606,-18360.3673,etudecas\simulation\sensibility\supplier_risk_campaign_multisource_result\cases\SDC-VD0505677A__quality,0.000516011,0.0516,0.00989295,0.9893,Cout total,+0.2%,adherence -0.0 pts ; cout +0.2% ; flux expedies -18360,cout en hausse vs reference
SDC-VD0505677A__upstream,SDC-VD0505677A,upstream,Appro amont fournisseur,external_capacity,0.5,0,364,0.0,0.0,aucune degradation KPI visible,1.0,0.0,0.0,0.995714286,0.0,0.944382984,0.0,16.0,0.0,60.0,0.0,58.0,0.0,0.0,0.0,26612740.2994,-98.4962,-0.00037,2439949.0415,-24.1316,0.0,0.0,485314790.5279,0.0,etudecas\simulation\sensibility\supplier_risk_campaign_multisource_result\cases\SDC-VD0505677A__upstream,0.0,0.0,0.0,0.0,Fill rate client,0.0 pts,aucune degradation KPI visible,
SDC-VD0505677A__cost,SDC-VD0505677A,cost,Cout achat / transport,purchase_cost,1.5,0,364,0.001550567,0.1551,cout +0.6%,1.0,0.0,0.0,0.995714286,0.0,0.944382984,0.0,16.0,0.0,60.0,0.0,58.0,0.0,0.0,0.0,26777898.7956,165060.0,0.620227,2439973.1731,0.0,0.0,0.0,485314790.5279,0.0,etudecas\simulation\sensibility\supplier_risk_campaign_multisource_result\cases\SDC-VD0505677A__cost,0.001550567,0.1551,0.03101135,3.1011,Cout total,+0.6%,cout +0.6%,cout en hausse vs reference
SDC-VD0519670A__capacity,SDC-VD0519670A,capacity,Capacite fournisseur,capacity,0.5,0,364,0.0,0.0,aucune degradation KPI visible,1.0,0.0,0.0,0.995714286,0.0,0.944382984,0.0,16.0,0.0,60.0,0.0,58.0,0.0,0.0,0.0,26612838.7956,0.0,0.0,2439973.1731,0.0,0.0,0.0,485314790.5279,0.0,etudecas\simulation\sensibility\supplier_risk_campaign_multisource_result\cases\SDC-VD0519670A__capacity,0.0,0.0,0.0,0.0,Fill rate client,0.0 pts,aucune degradation KPI visible,
SDC-VD0519670A__stock,SDC-VD0519670A,stock,Stock fournisseur,stock,0.5,0,364,0.007422827,0.7423,disponibilite -0.1 pts ; adherence -0.0 pts ; replanifications +1 ; jours stock MP zero +1 ; flux expedies -406890,1.0,0.0,0.0,0.994285714,-0.142857,0.943938389,-0.044459,16.0,0.0,61.0,1.0,59.0,1.0,0.0,0.0,26512693.0583,-100145.7373,-0.376306,2440557.6007,584.4276,0.0,0.0,484907900.7345,-406889.7934,etudecas\simulation\sensibility\supplier_risk_campaign_multisource_result\cases\SDC-VD0519670A__stock,0.007422827,0.7423,0.033333333,3.3333,Stock MP a zero,+1 j,disponibilite -0.1 pts ; adherence -0.0 pts ; replanifications +1 ; jours stock MP zero +1 ; flux expedies -406890,cout en baisse car flux/achats baissent: ne pas lire comme un gain
SDC-VD0519670A__lead,SDC-VD0519670A,lead,Delai fournisseur,lead_time_extra_days,30.0,0,364,0.001326177,0.1326,adherence -0.0 pts ; cout +0.3%,1.0,0.0,0.0,0.995714286,0.0,0.944372295,-0.001069,15.0,-1.0,60.0,0.0,58.0,0.0,0.0,0.0,26697304.2269,84465.4313,0.317386,2448429.8601,8456.687,0.0,0.0,485431017.4054,116226.8775,etudecas\simulation\sensibility\supplier_risk_campaign_multisource_result\cases\SDC-VD0519670A__lead,0.001326177,0.1326,0.017329467,1.7329,Cout stock,+8457,adherence -0.0 pts ; cout +0.3%,cout en hausse vs reference
SDC-VD0519670A__reliability,SDC-VD0519670A,reliability,Fiabilite fournisseur,reliability,0.9,0,364,5.69e-07,0.0001,volume utile perdu par fiabilite -460 ; flux expedies -460,1.0,0.0,0.0,0.995714286,0.0,0.944382984,0.0,16.0,0.0,60.0,0.0,58.0,0.0,0.0,0.0,26610230.7966,-2607.999,-0.0098,2439965.6833,-7.4898,460.0,460.0,485314330.5279,-460.0,etudecas\simulation\sensibility\supplier_risk_campaign_multisource_result\cases\SDC-VD0519670A__reliability,5.69e-07,0.0001,1.8957e-05,0.0019,Volume utile perdu par fiabilite,-460,volume utile perdu par fiabilite -460 ; flux expedies -460,cout en baisse car flux/achats baissent: ne pas lire comme un gain
SDC-VD0519670A__quality,SDC-VD0519670A,quality,Qualite / release,quality_delay,14.0,0,364,0.00070154,0.0702,cout +0.2%,1.0,0.0,0.0,0.995714286,0.0,0.944382984,0.0,15.0,-1.0,60.0,0.0,58.0,0.0,0.0,0.0,26671410.9553,58572.1597,0.22009,2442434.5331,2461.36,0.0,0.0,485501605.6707,186815.1428,etudecas\simulation\sensibility\supplier_risk_campaign_multisource_result\cases\SDC-VD0519670A__quality,0.00070154,0.0702,0.0110045,1.1004,Cout total,+0.2%,cout +0.2%,cout en hausse vs reference
SDC-VD0519670A__upstream,SDC-VD0519670A,upstream,Appro amont fournisseur,external_capacity,0.5,0,364,0.0,0.0,aucune degradation KPI visible,1.0,0.0,0.0,0.995714286,0.0,0.944382984,0.0,16.0,0.0,60.0,0.0,58.0,0.0,0.0,0.0,26612837.9507,-0.8449,-3e-06,2439972.9661,-0.207,0.0,0.0,485314790.5279,0.0,etudecas\simulation\sensibility\supplier_risk_campaign_multisource_result\cases\SDC-VD0519670A__upstream,0.0,0.0,0.0,0.0,Fill rate client,0.0 pts,aucune degradation KPI visible,
SDC-VD0519670A__cost,SDC-VD0519670A,cost,Cout achat / transport,purchase_cost,1.5,0,364,0.000121063,0.0121,cout +0.0%,1.0,0.0,0.0,0.995714286,0.0,0.944382984,0.0,16.0,0.0,60.0,0.0,58.0,0.0,0.0,0.0,26625725.9384,12887.1428,0.048425,2439973.1731,0.0,0.0,0.0,485314790.5279,0.0,etudecas\simulation\sensibility\supplier_risk_campaign_multisource_result\cases\SDC-VD0519670A__cost,0.000121063,0.0121,0.00242125,0.2421,Cout total,+0.0%,cout +0.0%,cout en hausse vs reference
SDC-VD0518550B__capacity,SDC-VD0518550B,capacity,Capacite fournisseur,capacity,0.5,0,364,0.0,0.0,aucune degradation KPI visible,1.0,0.0,0.0,0.995714286,0.0,0.944382984,0.0,16.0,0.0,60.0,0.0,58.0,0.0,0.0,0.0,26612838.7956,0.0,0.0,2439973.1731,0.0,0.0,0.0,485314790.5279,0.0,etudecas\simulation\sensibility\supplier_risk_campaign_multisource_result\cases\SDC-VD0518550B__capacity,0.0,0.0,0.0,0.0,Fill rate client,0.0 pts,aucune degradation KPI visible,
SDC-VD0518550B__stock,SDC-VD0518550B,stock,Stock fournisseur,stock,0.5,0,364,0.0,0.0,aucune degradation KPI visible,1.0,0.0,0.0,0.995714286,0.0,0.944382984,0.0,16.0,0.0,60.0,0.0,58.0,0.0,0.0,0.0,26612838.7956,0.0,0.0,2439973.1731,0.0,0.0,0.0,485314790.5279,0.0,etudecas\simulation\sensibility\supplier_risk_campaign_multisource_result\cases\SDC-VD0518550B__stock,0.0,0.0,0.0,0.0,Fill rate client,0.0 pts,aucune degradation KPI visible,
SDC-VD0518550B__lead,SDC-VD0518550B,lead,Delai fournisseur,lead_time_extra_days,30.0,0,364,0.0,0.0,aucune degradation KPI visible,1.0,0.0,0.0,0.995714286,0.0,0.944382984,0.0,16.0,0.0,60.0,0.0,58.0,0.0,0.0,0.0,26612838.7956,0.0,0.0,2439973.1731,0.0,0.0,0.0,485314790.5279,0.0,etudecas\simulation\sensibility\supplier_risk_campaign_multisource_result\cases\SDC-VD0518550B__lead,0.0,0.0,0.0,0.0,Fill rate client,0.0 pts,aucune degradation KPI visible,
SDC-VD0518550B__reliability,SDC-VD0518550B,reliability,Fiabilite fournisseur,reliability,0.9,0,364,0.0,0.0,aucune degradation KPI visible,1.0,0.0,0.0,0.995714286,0.0,0.944382984,0.0,16.0,0.0,60.0,0.0,58.0,0.0,0.0,0.0,26612838.7956,0.0,0.0,2439973.1731,0.0,0.0,0.0,485314790.5279,0.0,etudecas\simulation\sensibility\supplier_risk_campaign_multisource_result\cases\SDC-VD0518550B__reliability,0.0,0.0,0.0,0.0,Fill rate client,0.0 pts,aucune degradation KPI visible,
SDC-VD0518550B__quality,SDC-VD0518550B,quality,Qualite / release,quality_delay,14.0,0,364,0.0,0.0,aucune degradation KPI visible,1.0,0.0,0.0,0.995714286,0.0,0.944382984,0.0,16.0,0.0,60.0,0.0,58.0,0.0,0.0,0.0,26612838.7956,0.0,0.0,2439973.1731,0.0,0.0,0.0,485314790.5279,0.0,etudecas\simulation\sensibility\supplier_risk_campaign_multisource_result\cases\SDC-VD0518550B__quality,0.0,0.0,0.0,0.0,Fill rate client,0.0 pts,aucune degradation KPI visible,
SDC-VD0518550B__upstream,SDC-VD0518550B,upstream,Appro amont fournisseur,external_capacity,0.5,0,364,0.0,0.0,aucune degradation KPI visible,1.0,0.0,0.0,0.995714286,0.0,0.944382984,0.0,16.0,0.0,60.0,0.0,58.0,0.0,0.0,0.0,26612838.7956,0.0,0.0,2439973.1731,0.0,0.0,0.0,485314790.5279,0.0,etudecas\simulation\sensibility\supplier_risk_campaign_multisource_result\cases\SDC-VD0518550B__upstream,0.0,0.0,0.0,0.0,Fill rate client,0.0 pts,aucune degradation KPI visible,
SDC-VD0518550B__cost,SDC-VD0518550B,cost,Cout achat / transport,purchase_cost,1.5,0,364,0.0,0.0,aucune degradation KPI visible,1.0,0.0,0.0,0.995714286,0.0,0.944382984,0.0,16.0,0.0,60.0,0.0,58.0,0.0,0.0,0.0,26612838.7956,0.0,0.0,2439973.1731,0.0,0.0,0.0,485314790.5279,0.0,etudecas\simulation\sensibility\supplier_risk_campaign_multisource_result\cases\SDC-VD0518550B__cost,0.0,0.0,0.0,0.0,Fill rate client,0.0 pts,aucune degradation KPI visible,
SDC-VD0514881A__capacity,SDC-VD0514881A,capacity,Capacite fournisseur,capacity,0.5,0,364,0.0,0.0,aucune degradation KPI visible,1.0,0.0,0.0,0.995714286,0.0,0.944382984,0.0,16.0,0.0,60.0,0.0,58.0,0.0,0.0,0.0,26612838.7956,0.0,0.0,2439973.1731,0.0,0.0,0.0,485314790.5279,0.0,etudecas\simulation\sensibility\supplier_risk_campaign_multisource_result\cases\SDC-VD0514881A__capacity,0.0,0.0,0.0,0.0,Fill rate client,0.0 pts,aucune degradation KPI visible,
SDC-VD0514881A__stock,SDC-VD0514881A,stock,Stock fournisseur,stock,0.5,0,364,0.075236709,7.5237,adherence -5.0 pts ; jours stock MP zero +1 ; flux expedies -33079874,1.0,0.0,0.0,0.995714286,0.0,0.89471267,-4.967031,14.0,-2.0,59.0,-1.0,59.0,1.0,0.0,0.0,22711417.2477,-3901421.5479,-14.659923,1548366.7618,-891606.4113,0.0,0.0,452234916.3081,-33079874.2198,etudecas\simulation\sensibility\supplier_risk_campaign_multisource_result\cases\SDC-VD0514881A__stock,0.075236709,7.5237,0.681616857,68.1617,Flux fournisseur expedies,-33079874,adherence -5.0 pts ; jours stock MP zero +1 ; flux expedies -33079874,cout en baisse car flux/achats baissent: ne pas lire comme un gain
SDC-VD0514881A__lead,SDC-VD0514881A,lead,Delai fournisseur,lead_time_extra_days,30.0,0,364,0.001614033,0.1614,cout +0.6%,1.0,0.0,0.0,0.995714286,0.0,0.94439367,0.001069,15.0,-1.0,60.0,0.0,58.0,0.0,0.0,0.0,26784438.5442,171599.7486,0.644801,2440006.2071,33.034,0.0,0.0,485425417.038,110626.5101,etudecas\simulation\sensibility\supplier_risk_campaign_multisource_result\cases\SDC-VD0514881A__lead,0.001614033,0.1614,0.03224005,3.224,Cout total,+0.6%,cout +0.6%,cout en hausse vs reference
SDC-VD0514881A__reliability,SDC-VD0514881A,reliability,Fiabilite fournisseur,reliability,0.9,0,364,8.16e-07,0.0001,volume utile perdu par fiabilite -660 ; flux expedies -660,1.0,0.0,0.0,0.995714286,0.0,0.944382984,0.0,16.0,0.0,60.0,0.0,58.0,0.0,0.0,0.0,26586409.2381,-26429.5575,-0.099311,2439878.1515,-95.0216,660.0,660.0,485314130.5279,-660.0,etudecas\simulation\sensibility\supplier_risk_campaign_multisource_result\cases\SDC-VD0514881A__reliability,8.16e-07,0.0001,2.7199e-05,0.0027,Volume utile perdu par fiabilite,-660,volume utile perdu par fiabilite -660 ; flux expedies -660,cout en baisse car flux/achats baissent: ne pas lire comme un gain
SDC-VD0514881A__quality,SDC-VD0514881A,quality,Qualite / release,quality_delay,14.0,0,364,0.001256715,0.1257,cout +0.5%,1.0,0.0,0.0,0.995714286,0.0,0.944382984,0.0,16.0,0.0,60.0,0.0,58.0,0.0,0.0,0.0,26741832.7289,128993.9333,0.484706,2440704.3571,731.184,0.0,0.0,485418059.0177,103268.4898,etudecas\simulation\sensibility\supplier_risk_campaign_multisource_result\cases\SDC-VD0514881A__quality,0.001256715,0.1257,0.0242353,2.4235,Cout total,+0.5%,cout +0.5%,cout en hausse vs reference
SDC-VD0514881A__upstream,SDC-VD0514881A,upstream,Appro amont fournisseur,external_capacity,0.5,0,364,0.0,0.0,aucune degradation KPI visible,1.0,0.0,0.0,0.995714286,0.0,0.944382984,0.0,16.0,0.0,60.0,0.0,58.0,0.0,0.0,0.0,26612747.3956,-91.4,-0.000343,2439950.7801,-22.393,0.0,0.0,485314790.5279,0.0,etudecas\simulation\sensibility\supplier_risk_campaign_multisource_result\cases\SDC-VD0514881A__upstream,0.0,0.0,0.0,0.0,Fill rate client,0.0 pts,aucune degradation KPI visible,
