month_index,seat_equivalent_volume,production_static_kgco2e,sdd_inventory_delta_kgco2e,production_dynamic_kgco2e,cycle_dynamic_with_stelia_usage_kgco2e,delta_vs_static_pct,legacy_sdd_surimpact_proxy_kgco2e,legacy_sdd_kgco2e,backup_material,capacity_energy,disruption_energy_overhead,maintenance,premium_transport,recycling_credit,scrap_rework,scrap_treatment
142,1.0,2449.945067684,50.210053374,2500.155121058,462897.106874693,2.049436,457.486873,1781.864911,12.232971793,28.69612325,4.428839134,3.54307132,0.0,-0.938006535,1.910222314,0.336832098
143,1.0,2449.945067684,55.84775973,2505.792827414,462902.744581049,2.279552,508.342691,1835.152589,14.025149114,29.3945198,5.321275634,4.257020494,0.0,-0.887371736,3.420666757,0.316499667
144,1.0,2449.945067684,53.553027259,2503.498094943,462900.449848578,2.185887,155.429218,1482.458332,3.218108113,37.9672254,5.814774338,4.65181948,0.0,-0.278229449,1.956106137,0.22322324
145,1.0,2449.945067684,40.608956377,2490.554024061,462887.505777696,1.657546,229.934362,1553.977202,1.677869053,27.0094623,5.727274631,4.581819709,0.0,-0.822702457,2.062005646,0.373227495
146,1.0,2449.945067684,32.883860722,2482.828928406,462879.780682041,1.342228,208.334247,1527.81636,2.19089512,20.83662035,4.615379491,3.692303577,0.0,-0.641856138,1.921327952,0.26919037
147,1.0,2449.945067684,26.795805345,2476.740873029,462873.692626664,1.093731,142.102156,1461.491436,1.563188253,17.0979217,3.933974699,3.147179762,0.0,-0.386165181,1.248785572,0.19092054
148,1.0,2449.945067684,29.737130605,2479.682198289,462876.633951924,1.213788,97.78691,1417.766611,2.237632606,19.85632725,3.516756975,2.813405583,0.0,-0.521060908,1.584192449,0.24987665
149,1.0,2449.945067684,21.749131682,2471.694199366,462868.645953001,0.88774,93.407696,1406.084387,0.265727774,15.3477411,2.690484014,2.152387213,0.0,-0.947377015,1.849494687,0.390673909
150,1.0,2449.945067684,49.149924339,2499.094992023,462896.046745658,2.006164,183.399928,1500.888535,2.380269097,25.24318185,3.996440443,3.197152365,0.0,-2.865248333,16.44332185,0.754807067
151,1.0,2449.945067684,118.018677543,2567.963745227,462964.915498862,4.817197,384.274697,1710.020396,9.164188213,43.10033375,7.021045425,5.616836347,0.0,-10.227831061,61.443482393,1.900622476
152,1.0,2449.945067684,69.248088791,2519.193156475,462916.14491011,2.826516,297.28008,1620.820888,2.296767671,37.98765175,6.180700188,4.944560156,0.0,-3.763258448,20.750778658,0.850888816
153,1.0,2449.945067684,47.12756176,2497.072629444,462894.024383079,1.923617,297.612701,1625.924598,1.755652977,32.7729349,6.189998662,4.951998936,0.444610883,-0.651604626,1.326597755,0.337372273
154,1.0,2449.945067684,53.802597483,2503.747665167,462900.699418802,2.196074,369.058284,1687.333105,16.478338941,27.3400256,4.872876784,3.898301438,0.0,-0.653817615,1.553347065,0.31352527
155,1.0,2449.945067684,40.028446052,2489.973513736,462886.925267371,1.633851,467.907194,1789.753711,10.881773594,19.110516,4.59461418,3.675691333,0.025818095,-0.516868372,2.027875177,0.229026045
156,1.0,2449.945067684,30.997303839,2480.942371523,462877.894125158,1.265224,212.100071,1530.556422,6.379552664,16.1187285,3.630422764,2.904338207,0.0,-0.513785237,2.332229764,0.145817177
157,1.0,2449.945067684,31.824185061,2481.769252745,462878.72100638,1.298975,294.316614,1612.344162,2.655394268,17.6561932,4.026465117,3.221172095,0.0,-0.869763148,4.851697649,0.28302588
158,1.0,2449.945067684,34.510119441,2484.455187125,462881.40694076,1.408608,168.910164,1488.162318,2.437989244,21.73688765,3.659203437,2.927362765,0.0,-0.926331267,4.216958852,0.45804876
159,1.0,2449.945067684,51.104961148,2501.050028832,462898.001782467,2.085964,409.520347,1733.086754,9.060217643,29.4543989,5.061621209,4.04929695,0.0,-1.409221943,4.284287731,0.604360658
160,1.0,2449.945067684,45.283555575,2495.228623259,462892.180376894,1.84835,259.451679,1583.772815,5.878351019,28.20320145,5.359710415,4.287768346,0.0,-0.60761142,1.879811249,0.282324516
161,1.0,2449.945067684,39.095757472,2489.040825156,462885.992578791,1.595781,231.972669,1559.64562,1.532964248,26.7791259,5.581871118,4.465496907,0.018157231,-0.446802457,0.935303793,0.229640732
162,1.0,2449.945067684,67.476413258,2517.421480942,462914.373234577,2.754201,153.989301,1477.966651,0.67685694,32.76015515,5.853096147,4.682476898,0.004561787,-4.556431153,27.41357512,0.642122369
163,1.0,2449.945067684,71.500328038,2521.445395722,462918.397149357,2.918446,236.96896,1562.379055,4.3176671,27.49445785,5.373786391,4.29902911,0.0,-6.252188412,35.256335859,1.01124014
164,1.0,2449.945067684,80.215622815,2530.160690499,462927.112444134,3.27418,308.975668,1634.764618,4.856849061,30.5518951,5.629989495,4.503991609,0.392957144,-6.887294232,40.085175861,1.082058777
165,1.0,2449.945067684,39.425318435,2489.370386119,462886.322139754,1.609233,288.557623,1612.755679,2.067448693,26.7921615,4.712468349,3.769974696,0.184665537,-0.728883013,2.184376451,0.443106222
166,1.0,2449.945067684,48.405537569,2498.350605253,462895.302358888,1.975781,318.330947,1636.681706,7.427213321,18.6983986,3.819918024,3.055934419,14.020073939,-0.886922322,1.894986418,0.37593517
167,1.0,2449.945067684,43.744776354,2493.689844038,462890.641597673,1.785541,309.862679,1630.915716,8.330350811,25.10220765,3.170347055,2.536277647,2.91683058,-0.453061875,1.940401161,0.201423325
168,1.0,2449.945067684,49.180104329,2499.125172013,462896.076925648,2.007396,358.427279,1684.350158,15.881365432,24.60212715,3.590227707,2.872182171,0.0,-0.331982624,2.458785877,0.107398616
169,1.0,2449.945067684,70.915120835,2520.860188519,462917.811942154,2.89456,423.368587,1750.190612,18.296725491,38.2180774,6.391678743,5.113342995,0.0,-0.586460552,3.299598249,0.182158509
170,1.0,2449.945067684,67.964758122,2517.909825806,462914.861579441,2.774134,305.198636,1634.364866,12.434186619,35.3287625,6.496126721,5.196901375,0.0,-2.677632137,10.579789675,0.606623369
171,1.0,2449.945067684,51.676982784,2501.622050468,462898.573804103,2.109312,195.121253,1513.068864,1.692474832,31.1668004,4.707379512,3.765903624,0.0,-2.614491437,12.215137609,0.743778244
172,1.0,2449.945067684,37.147010004,2487.092077688,462884.043831323,1.516238,208.371983,1530.945953,2.00990721,22.78989315,4.651483837,3.721187076,0.0,-1.016470321,4.505500447,0.485508605
173,1.0,2449.945067684,33.228472992,2483.173540676,462880.125294311,1.356295,248.469158,1569.215892,2.516786676,21.1575455,4.465809126,3.572647316,0.0,-1.032833017,2.138449454,0.410067937
174,1.0,2449.945067684,73.151691559,2523.096759243,462920.048512878,2.98585,213.430258,1536.62649,3.904069156,28.71153545,4.735186337,3.788149057,0.0,-6.190298812,37.206497435,0.996552936
175,1.0,2449.945067684,88.784747465,2538.729815149,462935.681568784,3.623948,300.957006,1623.709333,4.7911546,27.44297845,4.996284149,3.99702733,0.0,-8.764061691,54.89050904,1.430855587
176,1.0,2449.945067684,56.110590907,2506.055658591,462903.007412226,2.29028,331.207881,1656.011659,2.953951624,32.79572765,5.560571133,4.448456902,0.0,-3.077124385,12.486450585,0.942557398
177,1.0,2449.945067684,50.813391916,2500.7584596,462897.710213235,2.074062,362.593567,1687.634461,3.281455069,35.28044765,5.451429293,4.361143428,0.503177976,-1.394816287,2.744227844,0.586326943
178,1.0,2449.945067684,53.260428508,2503.205496192,462900.157249827,2.173944,440.062851,1768.705806,6.426453273,33.0406832,6.317715765,5.054172622,0.0,-0.982173152,2.872570424,0.531006376
179,1.0,2449.945067684,61.840403586,2511.78547127,462908.737224905,2.524155,500.538638,1826.391373,17.578718963,31.0359123,6.110210103,4.88816808,0.058288704,-0.828016839,2.599942731,0.397179544
180,1.0,2449.945067684,44.019468015,2493.964535699,462890.916289334,1.796753,492.337779,1813.28148,9.288395003,22.29343025,5.24524322,4.196194566,0.023187608,-0.999229709,3.615749792,0.356497285
181,1.0,2449.945067684,35.847902468,2485.792970152,462882.744723787,1.463212,105.383056,1425.503426,2.422644004,20.78042175,4.355473104,3.484378469,0.0,-0.886508904,5.455306437,0.236187608
182,1.0,2449.945067684,31.070598274,2481.015665958,462877.967419593,1.268216,118.725677,1439.433386,2.05554869,19.4670349,3.965096472,3.172077185,0.0,-0.460649571,2.661318473,0.210172125
183,1.0,2449.945067684,26.688309896,2476.63337758,462873.585131215,1.089343,123.872448,1439.312025,0.759123487,17.564179,3.458953645,2.767162922,0.0,-0.909613309,2.752771563,0.295732588
184,1.0,2449.945067684,50.609167681,2500.554235365,462897.505989,2.065727,158.803296,1476.342941,0.781201332,32.6810176,4.169468944,3.335575169,0.0,-2.938389708,11.880091723,0.700202621
185,1.0,2449.945067684,41.396010203,2491.341077887,462888.292831522,1.689671,197.796149,1523.561958,2.859433755,27.56650385,4.415464206,3.532371368,0.0,-1.241243967,3.621198252,0.642282739
186,1.0,2449.945067684,74.634790596,2524.57985828,462921.531611915,3.046386,374.853003,1701.772127,3.07119236,42.51576495,6.714379084,5.371503278,0.000498964,-5.425003799,20.875903935,1.510551824
187,1.0,2449.945067684,108.358569247,2558.303636931,462955.255390566,4.422898,504.699253,1833.865483,7.982148193,37.7065644,7.615985895,6.092788722,0.0,-10.218117111,57.351362386,1.827836762
188,1.0,2449.945067684,91.383335905,2541.328403589,462938.280157224,3.730016,361.90878,1685.030338,6.289323728,31.20200485,5.651347044,4.521077639,0.0,-7.538001925,50.139425303,1.118159266
189,1.0,2449.945067684,43.17878195,2493.123849634,462890.075603269,1.762439,291.451437,1615.856209,3.880338277,28.50974035,5.201437921,4.16115035,0.283571793,-0.662509799,1.492361713,0.312691345
190,1.0,2449.945067684,37.298533653,2487.243601337,462884.195354972,1.522423,266.466155,1587.833375,3.884240478,23.7645771,4.540142898,3.63211432,0.0,-0.912442332,2.036751047,0.353150142
191,1.0,2449.945067684,53.765998336,2503.71106602,462900.662819655,2.19458,202.091882,1522.157329,10.894104631,18.6775923,3.954469092,3.163575283,15.603907038,-0.520077814,1.778915288,0.213512518
192,1.0,2449.945067684,28.423842355,2478.368910039,462875.320663674,1.160183,258.74682,1570.734235,9.156129777,10.9182024,2.531834262,2.025467425,0.0,-0.675847444,4.166787975,0.30126796
193,1.0,2449.945067684,42.836463207,2492.781530891,462889.733284526,1.748466,229.649519,1552.623702,2.668536797,27.78785065,4.360040263,3.488032186,0.0,-1.072261052,5.166418837,0.437845526
194,1.0,2449.945067684,53.093205286,2503.03827297,462899.990026605,2.167118,268.701498,1594.122986,3.303093507,35.94428915,5.745181427,4.596145144,0.0,-1.229521132,4.252768314,0.481248876
195,1.0,2449.945067684,44.477998311,2494.423065995,462891.37481963,1.815469,268.84046,1598.00669,2.827861944,28.98258005,6.263270818,5.010616665,0.0,-0.544405739,1.696932094,0.241142479
196,1.0,2449.945067684,38.905906653,2488.850974337,462885.802727972,1.588032,128.380962,1452.19993,1.0787753,27.4888572,5.298934586,4.239147668,0.0,-0.351490562,0.966591823,0.185090638
197,1.0,2449.945067684,28.200219395,2478.145287079,462875.097040714,1.151055,92.217717,1411.170074,0.939012827,19.2044495,4.171199516,3.336959622,0.0,-0.430598902,0.809686012,0.16951082
198,1.0,2449.945067684,49.194112317,2499.139180001,462896.090933636,2.007968,192.009531,1513.965613,1.477320545,26.37905725,4.649778043,3.719822429,0.0,-3.656006843,15.921184461,0.702956432
199,1.0,2449.945067684,130.651087745,2580.596155429,462977.547909064,5.332817,449.039605,1777.43204,11.833325036,37.51331945,7.095845541,5.676676442,0.0,-12.085071243,78.491452855,2.125539664
200,1.0,2449.945067684,85.231046523,2535.176114207,462932.127867842,3.478896,383.146806,1706.936737,6.037429636,34.7764801,6.038824878,4.8310599,0.0,-7.603228094,39.969118674,1.181361429
201,1.0,2449.945067684,34.727370749,2484.672438433,462881.624192068,1.417475,321.038431,1643.349817,3.323763518,21.10076635,4.214991901,3.371993531,1.449455585,-0.726643018,1.669885207,0.323157675
202,1.0,2449.945067684,45.164180183,2495.109247867,462892.061001502,1.843477,328.178721,1653.688145,6.303680017,28.76963125,4.680548427,3.744438755,0.303859325,-0.666209761,1.710469593,0.317762577
203,1.0,2449.945067684,54.412896723,2504.357964407,462901.309718042,2.220984,199.032777,1523.509092,4.042378454,38.4462888,5.898337649,4.718670105,0.0,-0.475066535,1.585874407,0.196413843
204,1.0,2449.945067684,44.684127135,2494.629194819,462891.580948454,1.823883,179.538416,1508.704646,4.035032501,27.7546539,6.047097142,4.837677719,0.0,-0.736799106,2.604233367,0.142231612
205,1.0,2449.945067684,63.102384352,2513.047452036,462909.999205671,2.575665,299.170645,1621.397263,6.047192337,32.18470515,5.320064262,4.256051411,0.0,-3.768703308,18.201920995,0.861153505
206,1.0,2449.945067684,39.429738211,2489.374805895,462886.32655953,1.609413,154.449316,1476.761175,2.477069913,23.61388825,4.774609301,3.819687434,0.0,-1.091331354,5.366628538,0.469186129
207,1.0,2449.945067684,39.940701268,2489.885768952,462886.837522587,1.630269,365.365802,1687.254491,5.559070788,20.96316665,4.835607872,3.868486298,0.0,-1.387246117,5.507704808,0.593910969
208,1.0,2449.945067684,36.513787144,2486.458854828,462883.410608463,1.490392,291.680823,1612.114977,3.501740207,21.75851335,4.41448967,3.531591769,0.0,-1.165683495,4.005731697,0.467403946
209,1.0,2449.945067684,16.654877891,2466.599945575,462863.55169921,0.679806,76.48482,1387.814812,1.130541182,10.91615985,1.918446799,1.534757428,0.0,-0.717671064,1.551267551,0.321376145
210,1.0,2449.945067684,85.229137658,2535.174205342,462932.125958977,3.478818,347.749752,1671.921387,12.943644872,30.06807085,4.985685674,3.988548531,1.695932944,-6.441781657,36.768974314,1.22006213
211,1.0,2449.945067684,88.620076277,2538.565143961,462935.516897596,3.617227,507.611598,1835.466328,6.159744679,43.6305,6.333294935,5.066635938,0.0,-5.998466451,31.761262878,1.667104298
212,1.0,2449.945067684,77.423717181,2527.368784865,462924.3205385,3.160223,418.716041,1747.882272,4.241270438,38.76515355,6.888441943,5.510753568,0.0,-4.852110797,25.813992532,1.056215947
213,1.0,2449.945067684,50.485282702,2500.430350386,462897.382104021,2.06067,350.120687,1675.429222,2.939120878,33.6938232,6.071114227,4.85689136,0.119854968,-1.311185674,3.415709832,0.699953911
214,1.0,2449.945067684,40.589927097,2490.534994781,462887.486748416,1.656769,279.503942,1601.010674,4.521942424,25.78097345,4.938158058,3.95052646,0.0,-0.72236094,1.762379013,0.358308632
215,1.0,2449.945067684,31.383394436,2481.32846212,462878.280215755,1.280984,181.82894,1503.90476,2.81843519,19.80832945,3.912526221,3.130020952,0.0,-0.501125988,1.997063846,0.218144765
216,1.0,2449.945067684,36.692613585,2486.637681269,462883.589434904,1.497691,219.712497,1541.648562,10.832696963,17.5363228,3.624375578,2.899500474,0.0,-0.466858564,2.113545185,0.153031149
217,1.0,2449.945067684,35.779200099,2485.724267783,462882.676021418,1.460408,126.740457,1441.087271,2.331940071,22.62274575,3.635916485,2.908733201,0.0,-1.128818308,5.096400711,0.312282189
218,1.0,2449.945067684,46.472234591,2496.417302275,462893.36905591,1.896868,243.83163,1564.22125,7.500960306,27.7729034,4.034650947,3.227720755,0.0,-1.657436705,5.228125299,0.365310589
219,1.0,2449.945067684,81.286945354,2531.232013038,462928.183766673,3.317909,480.183613,1807.3885,14.154502018,40.13415165,6.418672131,5.134937728,0.0,-3.892019093,18.384622693,0.952078227
220,1.0,2449.945067684,59.383839734,2509.328907418,462906.280661053,2.423885,245.93168,1571.400807,3.343341665,39.738384,6.41027046,5.1282164,0.0,-1.676659546,5.655719605,0.78456715
221,1.0,2449.945067684,44.217982041,2494.163049725,462891.11480336,1.804856,301.811852,1630.978083,2.225671499,28.6833214,6.181386139,4.945108915,0.0,-1.373606347,2.908266194,0.647834241
222,1.0,2449.945067684,57.569897086,2507.51496477,462904.466718405,2.349844,264.703058,1586.060209,2.070894725,33.669112,5.536267115,4.429013695,0.0,-3.967986067,14.855023198,0.97757242
223,1.0,2449.945067684,108.403722485,2558.348790169,462955.300543804,4.424741,434.611905,1761.881214,6.459233962,35.46779275,6.534714663,5.227771742,0.0,-10.893600173,63.507673925,2.100135616
224,1.0,2449.945067684,110.323605044,2560.268672728,462957.220426363,4.503105,617.615631,1946.781862,14.405972375,32.16984375,6.473026739,5.178421406,0.0,-9.566805865,60.231984407,1.431162232
225,1.0,2449.945067684,42.29599976,2492.241067444,462889.192821079,1.726406,354.562791,1679.428058,5.416188497,26.9533436,4.875651216,3.900520968,0.000793141,-0.683542703,1.518768757,0.314276284
226,1.0,2449.945067684,23.125693209,2473.070760893,462870.022514528,0.943927,251.063551,1567.582524,4.412929109,11.8770959,2.645670141,2.116536109,0.485694043,-0.554450367,1.866305167,0.275913107
227,1.0,2449.945067684,46.50847758,2496.453545264,462893.405298899,1.898348,280.821214,1606.127344,8.83175361,27.0040631,4.38989918,3.511919343,0.0,-0.625289287,3.014662565,0.381469069
228,1.0,2449.945067684,65.565187158,2515.510254842,462912.462008477,2.67619,562.099338,1888.565632,14.838479435,36.9966886,6.0935118,4.874809441,0.0,-1.204961495,3.515411813,0.451247564
229,1.0,2449.945067684,66.468022901,2516.413090585,462913.36484422,2.713041,416.635145,1745.801375,16.731325936,35.1739401,6.549990047,5.239992035,0.0,-0.911117647,3.396377016,0.287515414
230,1.0,2449.945067684,51.199696347,2501.144764031,462898.096517666,2.08983,237.932021,1566.356697,7.973972355,30.11641545,6.032694835,4.826155876,0.0,-0.676687302,2.702342048,0.224803085
231,1.0,2449.945067684,39.638037706,2489.58310539,462886.534859025,1.617915,171.854914,1493.455485,1.11658468,25.72455215,5.300909507,4.24072762,0.0,-1.04613689,3.978632586,0.322768053
232,1.0,2449.945067684,35.415741652,2485.360809336,462882.312562971,1.445573,130.125431,1451.405681,2.275663647,22.78867935,4.118784296,3.295027453,0.0,-1.406899637,4.007966706,0.336519837
233,1.0,2449.945067684,31.908787523,2481.853855207,462878.805608842,1.302429,115.624544,1439.795702,1.013563653,20.57594575,3.551207129,2.840965688,0.0,-0.958644476,4.58842596,0.297323819
234,1.0,2449.945067684,86.670702515,2536.615770199,462933.567523834,3.537659,270.838402,1593.135956,4.520091044,27.79021875,5.0144994,4.011599505,0.0,-8.540117534,52.664369171,1.210042179
235,1.0,2449.945067684,130.19844789,2580.143515574,462977.095269209,5.314342,444.469753,1771.10968,8.417409373,42.82074325,6.475437166,5.180349731,0.0,-13.596471049,78.719759289,2.18122013
236,1.0,2449.945067684,116.93674725,2566.881814934,462963.833568569,4.773035,472.140316,1799.169739,11.309485978,48.5843119,7.431117427,5.944893929,0.0,-9.052064042,51.493351776,1.225650282
237,1.0,2449.945067684,57.510142934,2507.455210618,462904.406964253,2.347405,311.196772,1637.16449,3.631024822,40.54545475,6.580356777,5.264285428,0.0,-0.792423516,1.916958055,0.364486618
238,1.0,2449.945067684,48.121417033,2498.066484717,462895.018238352,1.964184,247.398922,1576.565152,2.07051129,33.36948955,6.240763005,4.992610411,0.0,-0.827445459,1.89445087,0.381037366
239,1.0,2449.945067684,44.006532246,2493.95159993,462890.903353565,1.796225,175.012171,1493.706605,9.29282286,25.1751334,4.652647411,3.722117933,0.0,-0.397955935,1.375704364,0.186062213
240,1.0,2449.945067684,42.77587928,2492.720946964,462889.672700599,1.745993,296.470138,1619.308565,5.208913944,21.27485485,4.553052699,3.642442149,0.0,-1.758766631,9.365441023,0.489941246
