path_id,record_index,path_type,system,component,family,component_mass_kg,path_allocation_share_pct,path_mass_kg,lca_use_class,lca_confidence,readiness,max_severity,issue_codes,issue_count,total_route_km,allocated_kg_km,modes,transport_model,t4,t4_site_uid,t4_country_code,t4_status,t3,t3_site_uid,t3_country_code,t3_status,t2,t2_site_uid,t2_country_code,t2_status,t1,t1_site_uid,t1_country_code,t1_status,oem,oem_site_uid,oem_country_code,oem_status,t4_t3_km,t4_t3_modes,t3_t2_km,t3_t2_modes,t2_t1_km,t2_t1_modes,t1_oem_km,t1_oem_modes
R029-P001,29,primary,Accoudoir allée,A5086 - Aluminium,aluminium,0.316,100.0,0.316,quantitative_ready,high,primary_complete_needs_validation,MEDIUM,baseline_node_is_assumption,1,9239.1,2919.6,internal|ship|truck,lane_specific,Alcoa,"alcoa@@alcoa@40.4406,-79.9959",US,baseline_primary,AMAG Austria Metall,"amag_austria_metall@@amag_austria_metall@48.2267,13.0357",AT,baseline_primary,ESPACE - internal machining/forming process,"espace_-_internal_machining/forming_process__tier2_second_transformation@@espace_-_internal_machining/forming_process__tier2_second_transformation@44.7776436,-0.6475364",FR,baseline_primary_assumed_internalized_process,ESPACE,"espace@@espace@44.7776,-0.6475",FR,baseline_primary,Safran Seats / Safran internal group,"safran_seats_safran_internal_group@@safran_seats_safran_internal_group@48.8125,1.9495",FR,baseline_primary,7635.5,ship|truck,1113.4,truck,0.0,internal,490.2,truck
R030-P001,30,primary,Bumper version porte,A5086 - Aluminium,aluminium,0.024,100.0,0.024,quantitative_ready,high,primary_complete_needs_validation,MEDIUM,baseline_node_is_assumption,1,9239.1,221.7,internal|ship|truck,lane_specific,Alcoa,"alcoa@@alcoa@40.4406,-79.9959",US,baseline_primary,AMAG Austria Metall,"amag_austria_metall@@amag_austria_metall@48.2267,13.0357",AT,baseline_primary,ESPACE - internal machining/forming process,"espace_-_internal_machining/forming_process__tier2_second_transformation@@espace_-_internal_machining/forming_process__tier2_second_transformation@44.7776436,-0.6475364",FR,baseline_primary_assumed_internalized_process,ESPACE,"espace@@espace@44.7776,-0.6475",FR,baseline_primary,Safran Seats / Safran internal group,"safran_seats_safran_internal_group@@safran_seats_safran_internal_group@48.8125,1.9495",FR,baseline_primary,7635.5,ship|truck,1113.4,truck,0.0,internal,490.2,truck
R031-P001,31,primary,Ens. Stowage latéral,A5086 - Aluminium,aluminium,0.216,100.0,0.216,quantitative_ready,high,primary_complete_needs_validation,MEDIUM,baseline_node_is_assumption,1,9239.1,1995.6,internal|ship|truck,lane_specific,Alcoa,"alcoa@@alcoa@40.4406,-79.9959",US,baseline_primary,AMAG Austria Metall,"amag_austria_metall@@amag_austria_metall@48.2267,13.0357",AT,baseline_primary,ESPACE - internal machining/forming process,"espace_-_internal_machining/forming_process__tier2_second_transformation@@espace_-_internal_machining/forming_process__tier2_second_transformation@44.7776436,-0.6475364",FR,baseline_primary_assumed_internalized_process,ESPACE,"espace@@espace@44.7776,-0.6475",FR,baseline_primary,Safran Seats / Safran internal group,"safran_seats_safran_internal_group@@safran_seats_safran_internal_group@48.8125,1.9495",FR,baseline_primary,7635.5,ship|truck,1113.4,truck,0.0,internal,490.2,truck
R032-P001,32,primary,ens. equipements lateraux,"velours eu28: polyurethane flexible foam, with flame retardant eu28: pa6.6 fibres",textile_leather,0.008,100.0,0.008,quantitative_ready,high,primary_complete_needs_validation,MEDIUM,baseline_node_is_assumption,2,21699.3,173.6,ship|truck,lane_specific,DuPont de Nemours - fiber/polymer source assumption,"dupont_de_nemours_-_fiber/polymer_source_assumption__tier4_raw_material@@dupont_de_nemours_-_fiber/polymer_source_assumption__tier4_raw_material@37.4520437,-77.4335412",US,baseline_primary_assumed_material_source,Yamazaki Velvet Co.,"yamazaki_velvet_co.__tier3_first_transformation@@yamazaki_velvet_co.__tier3_first_transformation@35.88946,136.17723",JP,baseline_primary_assumed_textile_processor,Lelièvre Paris,"lelievre_paris@@lelievre_paris@48.8666,2.3391",FR,baseline_primary,ESPACE,"espace@@espace@44.7776,-0.6475",FR,baseline_primary,Safran Seats / Safran internal group,"safran_seats_safran_internal_group@@safran_seats_safran_internal_group@48.8125,1.9495",FR,baseline_primary,11155.1,ship|truck,9545.8,ship|truck,508.2,truck,490.2,truck
R033-P001,33,primary,Ens. Structure fauteuil,4140 (acier),steel,0.002,100.0,0.002,quantitative_ready,high,primary_complete_needs_validation,MEDIUM,baseline_node_is_assumption,1,19649.7,39.3,internal|ship|truck,lane_specific,Saarstahl,"saarstahl@@saarstahl@49.3594,7.1715",DE,baseline_primary,Aubert & Duval,"aubert_duval@@aubert_duval@45.7772,3.087",FR,baseline_primary,Senior Aerospace Thailand - internal machining/forming process,"senior_aerospace_thailand_-_internal_machining/forming_process__tier2_second_transformation@@senior_aerospace_thailand_-_internal_machining/forming_process__tier2_second_transformation@13.0914,101.0108",TH,baseline_primary_assumed_internalized_process,Senior Aerospace Thailand,"senior_aerospace_thailand@@senior_aerospace_thailand@13.0914,101.0108",TH,baseline_primary,Safran Seats / Safran internal group,"safran_seats_safran_internal_group@@safran_seats_safran_internal_group@48.8125,1.9495",FR,baseline_primary,501.0,truck,9583.9,ship|truck,0.0,internal,9564.8,ship|truck
R034-P001,34,primary,Habillage sous fauteuil,A5086 - Aluminium,aluminium,1.03,100.0,1.03,quantitative_ready,high,primary_complete_needs_validation,MEDIUM,baseline_node_is_assumption,1,9239.1,9516.3,internal|ship|truck,lane_specific,Alcoa,"alcoa@@alcoa@40.4406,-79.9959",US,baseline_primary,AMAG Austria Metall,"amag_austria_metall@@amag_austria_metall@48.2267,13.0357",AT,baseline_primary,ESPACE - internal machining/forming process,"espace_-_internal_machining/forming_process__tier2_second_transformation@@espace_-_internal_machining/forming_process__tier2_second_transformation@44.7776436,-0.6475364",FR,baseline_primary_assumed_internalized_process,ESPACE,"espace@@espace@44.7776,-0.6475",FR,baseline_primary,Safran Seats / Safran internal group,"safran_seats_safran_internal_group@@safran_seats_safran_internal_group@48.8125,1.9495",FR,baseline_primary,7635.5,ship|truck,1113.4,truck,0.0,internal,490.2,truck
R035-P001,35,primary,Manchette acc. Mobile,A5086 - Aluminium,aluminium,0.105,100.0,0.105,quantitative_ready,high,primary_complete_needs_validation,MEDIUM,baseline_node_is_assumption,1,9239.1,970.1,internal|ship|truck,lane_specific,Alcoa,"alcoa@@alcoa@40.4406,-79.9959",US,baseline_primary,AMAG Austria Metall,"amag_austria_metall@@amag_austria_metall@48.2267,13.0357",AT,baseline_primary,ESPACE - internal machining/forming process,"espace_-_internal_machining/forming_process__tier2_second_transformation@@espace_-_internal_machining/forming_process__tier2_second_transformation@44.7776436,-0.6475364",FR,baseline_primary_assumed_internalized_process,ESPACE,"espace@@espace@44.7776,-0.6475",FR,baseline_primary,Safran Seats / Safran internal group,"safran_seats_safran_internal_group@@safran_seats_safran_internal_group@48.8125,1.9495",FR,baseline_primary,7635.5,ship|truck,1113.4,truck,0.0,internal,490.2,truck
R036-P001,36,primary,Manchette équipée,A5086 - Aluminium,aluminium,0.17,100.0,0.17,quantitative_ready,high,primary_complete_needs_validation,MEDIUM,baseline_node_is_assumption,1,9239.1,1570.6,internal|ship|truck,lane_specific,Alcoa,"alcoa@@alcoa@40.4406,-79.9959",US,baseline_primary,AMAG Austria Metall,"amag_austria_metall@@amag_austria_metall@48.2267,13.0357",AT,baseline_primary,ESPACE - internal machining/forming process,"espace_-_internal_machining/forming_process__tier2_second_transformation@@espace_-_internal_machining/forming_process__tier2_second_transformation@44.7776436,-0.6475364",FR,baseline_primary_assumed_internalized_process,ESPACE,"espace@@espace@44.7776,-0.6475",FR,baseline_primary,Safran Seats / Safran internal group,"safran_seats_safran_internal_group@@safran_seats_safran_internal_group@48.8125,1.9495",FR,baseline_primary,7635.5,ship|truck,1113.4,truck,0.0,internal,490.2,truck
R037-P001,37,primary,Renfort tubulaire,A5086 - Aluminium,aluminium,0.931,100.0,0.931,quantitative_ready,high,primary_complete_needs_validation,MEDIUM,baseline_node_is_assumption,1,9239.1,8601.6,internal|ship|truck,lane_specific,Alcoa,"alcoa@@alcoa@40.4406,-79.9959",US,baseline_primary,AMAG Austria Metall,"amag_austria_metall@@amag_austria_metall@48.2267,13.0357",AT,baseline_primary,ESPACE - internal machining/forming process,"espace_-_internal_machining/forming_process__tier2_second_transformation@@espace_-_internal_machining/forming_process__tier2_second_transformation@44.7776436,-0.6475364",FR,baseline_primary_assumed_internalized_process,ESPACE,"espace@@espace@44.7776,-0.6475",FR,baseline_primary,Safran Seats / Safran internal group,"safran_seats_safran_internal_group@@safran_seats_safran_internal_group@48.8125,1.9495",FR,baseline_primary,7635.5,ship|truck,1113.4,truck,0.0,internal,490.2,truck
R038-P001,38,primary,Stowage assemblé avec porte,A5086 - Aluminium,aluminium,2.457,100.0,2.457,quantitative_ready,high,primary_complete_needs_validation,MEDIUM,baseline_node_is_assumption,1,9239.1,22700.5,internal|ship|truck,lane_specific,Alcoa,"alcoa@@alcoa@40.4406,-79.9959",US,baseline_primary,AMAG Austria Metall,"amag_austria_metall@@amag_austria_metall@48.2267,13.0357",AT,baseline_primary,ESPACE - internal machining/forming process,"espace_-_internal_machining/forming_process__tier2_second_transformation@@espace_-_internal_machining/forming_process__tier2_second_transformation@44.7776436,-0.6475364",FR,baseline_primary_assumed_internalized_process,ESPACE,"espace@@espace@44.7776,-0.6475",FR,baseline_primary,Safran Seats / Safran internal group,"safran_seats_safran_internal_group@@safran_seats_safran_internal_group@48.8125,1.9495",FR,baseline_primary,7635.5,ship|truck,1113.4,truck,0.0,internal,490.2,truck
R039-P001,39,primary,Structure ottoman horizontale,A5086 - Aluminium,aluminium,1.928,100.0,1.928,quantitative_ready,high,primary_complete_needs_validation,MEDIUM,baseline_node_is_assumption,1,9239.1,17813.0,internal|ship|truck,lane_specific,Alcoa,"alcoa@@alcoa@40.4406,-79.9959",US,baseline_primary,AMAG Austria Metall,"amag_austria_metall@@amag_austria_metall@48.2267,13.0357",AT,baseline_primary,ESPACE - internal machining/forming process,"espace_-_internal_machining/forming_process__tier2_second_transformation@@espace_-_internal_machining/forming_process__tier2_second_transformation@44.7776436,-0.6475364",FR,baseline_primary_assumed_internalized_process,ESPACE,"espace@@espace@44.7776,-0.6475",FR,baseline_primary,Safran Seats / Safran internal group,"safran_seats_safran_internal_group@@safran_seats_safran_internal_group@48.8125,1.9495",FR,baseline_primary,7635.5,ship|truck,1113.4,truck,0.0,internal,490.2,truck
R040-P001,40,primary,Support écran,A5086 - Aluminium,aluminium,0.506,100.0,0.506,quantitative_ready,high,primary_complete_needs_validation,MEDIUM,baseline_node_is_assumption,1,9239.1,4675.0,internal|ship|truck,lane_specific,Alcoa,"alcoa@@alcoa@40.4406,-79.9959",US,baseline_primary,AMAG Austria Metall,"amag_austria_metall@@amag_austria_metall@48.2267,13.0357",AT,baseline_primary,ESPACE - internal machining/forming process,"espace_-_internal_machining/forming_process__tier2_second_transformation@@espace_-_internal_machining/forming_process__tier2_second_transformation@44.7776436,-0.6475364",FR,baseline_primary_assumed_internalized_process,ESPACE,"espace@@espace@44.7776,-0.6475",FR,baseline_primary,Safran Seats / Safran internal group,"safran_seats_safran_internal_group@@safran_seats_safran_internal_group@48.8125,1.9495",FR,baseline_primary,7635.5,ship|truck,1113.4,truck,0.0,internal,490.2,truck
R041-P001,41,primary,Support équipé,A5086 - Aluminium,aluminium,0.099,100.0,0.099,quantitative_ready,high,primary_complete_needs_validation,MEDIUM,baseline_node_is_assumption,1,9239.1,914.7,internal|ship|truck,lane_specific,Alcoa,"alcoa@@alcoa@40.4406,-79.9959",US,baseline_primary,AMAG Austria Metall,"amag_austria_metall@@amag_austria_metall@48.2267,13.0357",AT,baseline_primary,ESPACE - internal machining/forming process,"espace_-_internal_machining/forming_process__tier2_second_transformation@@espace_-_internal_machining/forming_process__tier2_second_transformation@44.7776436,-0.6475364",FR,baseline_primary_assumed_internalized_process,ESPACE,"espace@@espace@44.7776,-0.6475",FR,baseline_primary,Safran Seats / Safran internal group,"safran_seats_safran_internal_group@@safran_seats_safran_internal_group@48.8125,1.9495",FR,baseline_primary,7635.5,ship|truck,1113.4,truck,0.0,internal,490.2,truck
R042-P001,42,primary,Support manchette équipée,A5086 - Aluminium,aluminium,0.117,100.0,0.117,quantitative_ready,high,primary_complete_needs_validation,MEDIUM,baseline_node_is_assumption,1,9239.1,1081.0,internal|ship|truck,lane_specific,Alcoa,"alcoa@@alcoa@40.4406,-79.9959",US,baseline_primary,AMAG Austria Metall,"amag_austria_metall@@amag_austria_metall@48.2267,13.0357",AT,baseline_primary,ESPACE - internal machining/forming process,"espace_-_internal_machining/forming_process__tier2_second_transformation@@espace_-_internal_machining/forming_process__tier2_second_transformation@44.7776436,-0.6475364",FR,baseline_primary_assumed_internalized_process,ESPACE,"espace@@espace@44.7776,-0.6475",FR,baseline_primary,Safran Seats / Safran internal group,"safran_seats_safran_internal_group@@safran_seats_safran_internal_group@48.8125,1.9495",FR,baseline_primary,7635.5,ship|truck,1113.4,truck,0.0,internal,490.2,truck
R043-P001,43,primary,Support NFC,A5086 - Aluminium,aluminium,0.01,100.0,0.01,quantitative_ready,high,primary_complete_needs_validation,MEDIUM,baseline_node_is_assumption,1,9239.1,92.4,internal|ship|truck,lane_specific,Alcoa,"alcoa@@alcoa@40.4406,-79.9959",US,baseline_primary,AMAG Austria Metall,"amag_austria_metall@@amag_austria_metall@48.2267,13.0357",AT,baseline_primary,ESPACE - internal machining/forming process,"espace_-_internal_machining/forming_process__tier2_second_transformation@@espace_-_internal_machining/forming_process__tier2_second_transformation@44.7776436,-0.6475364",FR,baseline_primary_assumed_internalized_process,ESPACE,"espace@@espace@44.7776,-0.6475",FR,baseline_primary,Safran Seats / Safran internal group,"safran_seats_safran_internal_group@@safran_seats_safran_internal_group@48.8125,1.9495",FR,baseline_primary,7635.5,ship|truck,1113.4,truck,0.0,internal,490.2,truck
R044-P001,44,primary,Renfort tubulaire,A6060 - Aluminium,aluminium,0.404,100.0,0.404,quantitative_ready,high,primary_complete_needs_validation,MEDIUM,baseline_node_is_assumption,1,9440.3,3813.9,internal|ship|truck,lane_specific,Alcoa,"alcoa@@alcoa@40.4406,-79.9959",US,baseline_primary,AMAG Austria Metall,"amag_austria_metall@@amag_austria_metall@48.2267,13.0357",AT,baseline_primary,Groupe Segnere / SEGNERE Ade - internal machining/forming process,"groupe_segnere_/_segnere_ade_-_internal_machining/forming_process__tier2_second_transformation@@groupe_segnere_/_segnere_ade_-_internal_machining/forming_process__tier2_second_transformation@43.1576,-0.0191",FR,baseline_primary_assumed_internalized_process,Groupe Segnere / SEGNERE Ade,"groupe_segnere_segnere_ade@@groupe_segnere_segnere_ade@43.1576,-0.0191",FR,baseline_primary,Safran Seats / Safran internal group,"safran_seats_safran_internal_group@@safran_seats_safran_internal_group@48.8125,1.9495",FR,baseline_primary,7635.5,ship|truck,1157.9,truck,0.0,internal,646.9,truck
R045-P001,45,primary,Ceinture de sécurité,acier,steel,0.72,100.0,0.72,usable_for_baseline,medium_high,primary_ready_topology,INFO,,0,15628.9,11252.8,ship|truck,lane_specific,Saarstahl,"saarstahl@@saarstahl@49.3594,7.1715",DE,baseline_primary,Aubert & Duval,"aubert_duval@@aubert_duval@45.7772,3.087",FR,baseline_primary,SCHROTH Safety Products,"schroth_safety_products@@schroth_safety_products@26.18,-80.19",US,baseline_primary,ESPACE,"espace@@espace@44.7776,-0.6475",FR,baseline_primary,Safran Seats / Safran internal group,"safran_seats_safran_internal_group@@safran_seats_safran_internal_group@48.8125,1.9495",FR,baseline_primary,501.0,truck,7436.5,ship|truck,7201.2,ship|truck,490.2,truck
R046-P001,46,primary,Support clamps,acier,steel,1.284,100.0,1.284,usable_for_baseline,medium_high,primary_ready_topology,INFO,,0,15628.9,20067.5,ship|truck,lane_specific,Saarstahl,"saarstahl@@saarstahl@49.3594,7.1715",DE,baseline_primary,Aubert & Duval,"aubert_duval@@aubert_duval@45.7772,3.087",FR,baseline_primary,SCHROTH Safety Products,"schroth_safety_products@@schroth_safety_products@26.18,-80.19",US,baseline_primary,ESPACE,"espace@@espace@44.7776,-0.6475",FR,baseline_primary,Safran Seats / Safran internal group,"safran_seats_safran_internal_group@@safran_seats_safran_internal_group@48.8125,1.9495",FR,baseline_primary,501.0,truck,7436.5,ship|truck,7201.2,ship|truck,490.2,truck
R047-P001,47,primary,Accoudoir allée,acier,steel,0.7096766,100.0,0.7096766,quantitative_ready,high,primary_ready_topology,INFO,,0,15628.9,11091.5,ship|truck,lane_specific,Saarstahl,"saarstahl@@saarstahl@49.3594,7.1715",DE,baseline_primary,Aubert & Duval,"aubert_duval@@aubert_duval@45.7772,3.087",FR,baseline_primary,SCHROTH Safety Products,"schroth_safety_products@@schroth_safety_products@26.18,-80.19",US,baseline_primary,ESPACE,"espace@@espace@44.7776,-0.6475",FR,baseline_primary,Safran Seats / Safran internal group,"safran_seats_safran_internal_group@@safran_seats_safran_internal_group@48.8125,1.9495",FR,baseline_primary,501.0,truck,7436.5,ship|truck,7201.2,ship|truck,490.2,truck
R048-P001,48,primary,Bumper version porte,acier,steel,0.024,100.0,0.024,quantitative_ready,high,primary_ready_topology,INFO,,0,15628.9,375.1,ship|truck,lane_specific,Saarstahl,"saarstahl@@saarstahl@49.3594,7.1715",DE,baseline_primary,Aubert & Duval,"aubert_duval@@aubert_duval@45.7772,3.087",FR,baseline_primary,SCHROTH Safety Products,"schroth_safety_products@@schroth_safety_products@26.18,-80.19",US,baseline_primary,ESPACE,"espace@@espace@44.7776,-0.6475",FR,baseline_primary,Safran Seats / Safran internal group,"safran_seats_safran_internal_group@@safran_seats_safran_internal_group@48.8125,1.9495",FR,baseline_primary,501.0,truck,7436.5,ship|truck,7201.2,ship|truck,490.2,truck
R049-P001,49,primary,Ens. Stowage latéral,acier,steel,0.0151984,100.0,0.0151984,quantitative_ready,high,primary_ready_topology,INFO,,0,15628.9,237.5,ship|truck,lane_specific,Saarstahl,"saarstahl@@saarstahl@49.3594,7.1715",DE,baseline_primary,Aubert & Duval,"aubert_duval@@aubert_duval@45.7772,3.087",FR,baseline_primary,SCHROTH Safety Products,"schroth_safety_products@@schroth_safety_products@26.18,-80.19",US,baseline_primary,ESPACE,"espace@@espace@44.7776,-0.6475",FR,baseline_primary,Safran Seats / Safran internal group,"safran_seats_safran_internal_group@@safran_seats_safran_internal_group@48.8125,1.9495",FR,baseline_primary,501.0,truck,7436.5,ship|truck,7201.2,ship|truck,490.2,truck
R050-P001,50,primary,ens. coque,de: aluminium cast part machining + tth compris dans le steel tinplated,steel,0.496,100.0,0.496,quantitative_ready,high,primary_complete_needs_validation,MEDIUM,baseline_node_is_assumption;material_certificate_required,4,460.1,228.2,internal|truck,lane_specific,ArcelorMittal,"arcelormittal_tier4_raw_material@@arcelormittal_tier4_raw_material@46.7897099,4.4493912",FR,baseline_primary_assumed_steel_source_requires_certificate,thyssenkrupp Materials France,"thyssenkrupp_materials_france_tier3_first_transformation@@thyssenkrupp_materials_france_tier3_first_transformation@48.758488,1.925304",FR,baseline_primary_assumed_steel_stockist_requires_certificate,SUMPAR - internal machining/forming process,"sumpar_internal_machining_forming_process_tier2_second_transformation@@sumpar_internal_machining_forming_process_tier2_second_transformation@49.3892868,1.2085766",FR,baseline_primary_assumed_internalized_process,SUMPAR,"sumpar_tier1@@sumpar_tier1@49.3892868,1.2085766",FR,baseline_primary_lca_exact_supplier,Safran Seats / Safran internal group,"safran_seats_safran_internal_group@@safran_seats_safran_internal_group@48.8125,1.9495",FR,baseline_primary,288.9,truck,87.4,truck,0.0,internal,83.8,truck
R051-P001,51,primary,Ens. Structure fauteuil,35NC6 (nickel-chrome),steel,1.417,100.0,1.417,quantitative_ready,high,primary_complete_needs_validation,MEDIUM,baseline_node_is_assumption;material_certificate_required,4,19649.7,27843.6,internal|ship|truck,lane_specific,Saarstahl,"saarstahl__tier4_raw_material@@saarstahl__tier4_raw_material@49.3593951,7.1714727",DE,baseline_primary_assumed_material_certificate,Aubert & Duval,"aubert_&_duval__tier3_first_transformation@@aubert_&_duval__tier3_first_transformation@45.9235016,2.8415731",FR,baseline_primary_assumed_material_processor,Senior Aerospace Thailand - internal machining/forming process,"senior_aerospace_thailand_-_internal_machining/forming_process__tier2_second_transformation@@senior_aerospace_thailand_-_internal_machining/forming_process__tier2_second_transformation@13.0914,101.0108",TH,baseline_primary_assumed_internalized_process,Senior Aerospace Thailand,"senior_aerospace_thailand@@senior_aerospace_thailand@13.0914,101.0108",TH,baseline_primary,Safran Seats / Safran internal group,"safran_seats_safran_internal_group@@safran_seats_safran_internal_group@48.8125,1.9495",FR,baseline_primary,501.0,truck,9583.9,ship|truck,0.0,internal,9564.8,ship|truck
R052-P001,52,primary,Ens. Palette optimisée,acier,steel,0.58,100.0,0.58,quantitative_ready,high,primary_ready_topology,INFO,,0,15628.9,9064.8,ship|truck,lane_specific,Saarstahl,"saarstahl@@saarstahl@49.3594,7.1715",DE,baseline_primary,Aubert & Duval,"aubert_duval@@aubert_duval@45.7772,3.087",FR,baseline_primary,SCHROTH Safety Products,"schroth_safety_products@@schroth_safety_products@26.18,-80.19",US,baseline_primary,ESPACE,"espace@@espace@44.7776,-0.6475",FR,baseline_primary,Safran Seats / Safran internal group,"safran_seats_safran_internal_group@@safran_seats_safran_internal_group@48.8125,1.9495",FR,baseline_primary,501.0,truck,7436.5,ship|truck,7201.2,ship|truck,490.2,truck
R053-P001,53,primary,Ensemble porte,acier,steel,0.0430761,100.0,0.0430761,quantitative_ready,high,primary_ready_topology,INFO,,0,15628.9,673.2,ship|truck,lane_specific,Saarstahl,"saarstahl@@saarstahl@49.3594,7.1715",DE,baseline_primary,Aubert & Duval,"aubert_duval@@aubert_duval@45.7772,3.087",FR,baseline_primary,SCHROTH Safety Products,"schroth_safety_products@@schroth_safety_products@26.18,-80.19",US,baseline_primary,ESPACE,"espace@@espace@44.7776,-0.6475",FR,baseline_primary,Safran Seats / Safran internal group,"safran_seats_safran_internal_group@@safran_seats_safran_internal_group@48.8125,1.9495",FR,baseline_primary,501.0,truck,7436.5,ship|truck,7201.2,ship|truck,490.2,truck
R054-P001,54,primary,Ens. Structure fauteuil,A2017 - Aluminium,aluminium,12.7611,100.0,12.7611,quantitative_ready,high,primary_complete_needs_validation,MEDIUM,baseline_node_is_assumption,1,25977.9,331506.6,internal|ship|truck,lane_specific,Alcoa,"alcoa@@alcoa@40.4406,-79.9959",US,baseline_primary,AMAG Austria Metall,"amag_austria_metall@@amag_austria_metall@48.2267,13.0357",AT,baseline_primary,Senior Aerospace Thailand - internal machining/forming process,"senior_aerospace_thailand_internal_machining_forming_process_tier2_second_transformation@@senior_aerospace_thailand_internal_machining_forming_process_tier2_second_transformation@13.0914,101.0108",TH,baseline_primary_assumed_internalized_process,Senior Aerospace Thailand,"senior_aerospace_thailand_tier1@@senior_aerospace_thailand_tier1@13.0914,101.0108",TH,baseline_primary_lca_exact_supplier,Safran Seats / Safran internal group,"safran_seats_safran_internal_group@@safran_seats_safran_internal_group@48.8125,1.9495",FR,baseline_primary,7635.5,ship|truck,8777.6,ship|truck,0.0,internal,9564.8,ship|truck
R055-P001,55,primary,Ens. Structure fauteuil,A2024 - Aluminium,aluminium,5.659,100.0,5.659,quantitative_ready,high,primary_complete_needs_validation,MEDIUM,baseline_node_is_assumption,1,25977.9,147008.9,internal|ship|truck,lane_specific,Alcoa,"alcoa@@alcoa@40.4406,-79.9959",US,baseline_primary,AMAG Austria Metall,"amag_austria_metall@@amag_austria_metall@48.2267,13.0357",AT,baseline_primary,Senior Aerospace Thailand - internal machining/forming process,"senior_aerospace_thailand_internal_machining_forming_process_tier2_second_transformation@@senior_aerospace_thailand_internal_machining_forming_process_tier2_second_transformation@13.0914,101.0108",TH,baseline_primary_assumed_internalized_process,Senior Aerospace Thailand,"senior_aerospace_thailand_tier1@@senior_aerospace_thailand_tier1@13.0914,101.0108",TH,baseline_primary_lca_exact_supplier,Safran Seats / Safran internal group,"safran_seats_safran_internal_group@@safran_seats_safran_internal_group@48.8125,1.9495",FR,baseline_primary,7635.5,ship|truck,8777.6,ship|truck,0.0,internal,9564.8,ship|truck
R056-P001,56,primary,Ens. Tablette cocktail,acier,steel,1.133,100.0,1.133,quantitative_ready,high,primary_ready_topology,INFO,,0,15628.9,17707.5,ship|truck,lane_specific,Saarstahl,"saarstahl@@saarstahl@49.3594,7.1715",DE,baseline_primary,Aubert & Duval,"aubert_duval@@aubert_duval@45.7772,3.087",FR,baseline_primary,SCHROTH Safety Products,"schroth_safety_products@@schroth_safety_products@26.18,-80.19",US,baseline_primary,ESPACE,"espace@@espace@44.7776,-0.6475",FR,baseline_primary,Safran Seats / Safran internal group,"safran_seats_safran_internal_group@@safran_seats_safran_internal_group@48.8125,1.9495",FR,baseline_primary,501.0,truck,7436.5,ship|truck,7201.2,ship|truck,490.2,truck
R057-P001,57,primary,Ens. Tablette repas,acier,steel,0.1165,100.0,0.1165,quantitative_ready,high,primary_ready_topology,INFO,,0,15628.9,1820.8,ship|truck,lane_specific,Saarstahl,"saarstahl@@saarstahl@49.3594,7.1715",DE,baseline_primary,Aubert & Duval,"aubert_duval@@aubert_duval@45.7772,3.087",FR,baseline_primary,SCHROTH Safety Products,"schroth_safety_products@@schroth_safety_products@26.18,-80.19",US,baseline_primary,ESPACE,"espace@@espace@44.7776,-0.6475",FR,baseline_primary,Safran Seats / Safran internal group,"safran_seats_safran_internal_group@@safran_seats_safran_internal_group@48.8125,1.9495",FR,baseline_primary,501.0,truck,7436.5,ship|truck,7201.2,ship|truck,490.2,truck
R058-P001,58,primary,Habillage sous fauteuil,acier,steel,0.0270916,100.0,0.0270916,quantitative_ready,high,primary_ready_topology,INFO,,0,15628.9,423.4,ship|truck,lane_specific,Saarstahl,"saarstahl@@saarstahl@49.3594,7.1715",DE,baseline_primary,Aubert & Duval,"aubert_duval@@aubert_duval@45.7772,3.087",FR,baseline_primary,SCHROTH Safety Products,"schroth_safety_products@@schroth_safety_products@26.18,-80.19",US,baseline_primary,ESPACE,"espace@@espace@44.7776,-0.6475",FR,baseline_primary,Safran Seats / Safran internal group,"safran_seats_safran_internal_group@@safran_seats_safran_internal_group@48.8125,1.9495",FR,baseline_primary,501.0,truck,7436.5,ship|truck,7201.2,ship|truck,490.2,truck
R059-P001,59,primary,Manchette équipée,acier,steel,0.0191495,100.0,0.0191495,quantitative_ready,high,primary_ready_topology,INFO,,0,15628.9,299.3,ship|truck,lane_specific,Saarstahl,"saarstahl@@saarstahl@49.3594,7.1715",DE,baseline_primary,Aubert & Duval,"aubert_duval@@aubert_duval@45.7772,3.087",FR,baseline_primary,SCHROTH Safety Products,"schroth_safety_products@@schroth_safety_products@26.18,-80.19",US,baseline_primary,ESPACE,"espace@@espace@44.7776,-0.6475",FR,baseline_primary,Safran Seats / Safran internal group,"safran_seats_safran_internal_group@@safran_seats_safran_internal_group@48.8125,1.9495",FR,baseline_primary,501.0,truck,7436.5,ship|truck,7201.2,ship|truck,490.2,truck
R060-P001,60,primary,Renfort tubulaire,acier,steel,0.003,100.0,0.003,quantitative_ready,high,primary_ready_topology,INFO,,0,15628.9,46.9,ship|truck,lane_specific,Saarstahl,"saarstahl@@saarstahl@49.3594,7.1715",DE,baseline_primary,Aubert & Duval,"aubert_duval@@aubert_duval@45.7772,3.087",FR,baseline_primary,SCHROTH Safety Products,"schroth_safety_products@@schroth_safety_products@26.18,-80.19",US,baseline_primary,ESPACE,"espace@@espace@44.7776,-0.6475",FR,baseline_primary,Safran Seats / Safran internal group,"safran_seats_safran_internal_group@@safran_seats_safran_internal_group@48.8125,1.9495",FR,baseline_primary,501.0,truck,7436.5,ship|truck,7201.2,ship|truck,490.2,truck
