operational_event_id,site_uid,supplier,roles,country_code,world_region,month_index,operational_event_type,source_driver_types,source_environmental_event_ids,source_transport_flow_uids,capacity_applied,lead_time_multiplier,scrap_multiplier,disruption_index
"ops:china_baowu_baosteel@@china_baowu_baosteel@31.2304,121.4737:162:capacite_meteo_degradee","china_baowu_baosteel@@china_baowu_baosteel@31.2304,121.4737",China Baowu / Baosteel,T4,CN,East Asia,162,capacite_meteo_degradee,env:hurricane|outbound:maritime_monsoon|outbound:maritime_storm,"china_baowu_baosteel@@china_baowu_baosteel@31.2304,121.4737:162:hurricane",025cc24c44bd4428,0.9588,1.1056,1.0049,0.3223
"ops:china_baowu_baosteel@@china_baowu_baosteel@31.2304,121.4737:162:congestion_logistique_outbound","china_baowu_baosteel@@china_baowu_baosteel@31.2304,121.4737",China Baowu / Baosteel,T4,CN,East Asia,162,congestion_logistique_outbound,env:hurricane|outbound:maritime_monsoon|outbound:maritime_storm,"china_baowu_baosteel@@china_baowu_baosteel@31.2304,121.4737:162:hurricane",025cc24c44bd4428,0.9588,1.1056,1.0049,0.3223
"ops:china_baowu_baosteel@@china_baowu_baosteel@31.2304,121.4737:162:maintenance_corrective_meteo","china_baowu_baosteel@@china_baowu_baosteel@31.2304,121.4737",China Baowu / Baosteel,T4,CN,East Asia,162,maintenance_corrective_meteo,env:hurricane|outbound:maritime_monsoon|outbound:maritime_storm,"china_baowu_baosteel@@china_baowu_baosteel@31.2304,121.4737:162:hurricane",025cc24c44bd4428,0.9588,1.1056,1.0049,0.3223
"ops:china_baowu_baosteel@@china_baowu_baosteel@31.2304,121.4737:162:retard_approvisionnement","china_baowu_baosteel@@china_baowu_baosteel@31.2304,121.4737",China Baowu / Baosteel,T4,CN,East Asia,162,retard_approvisionnement,env:hurricane|outbound:maritime_monsoon|outbound:maritime_storm,"china_baowu_baosteel@@china_baowu_baosteel@31.2304,121.4737:162:hurricane",025cc24c44bd4428,0.9588,1.1056,1.0049,0.3223
"ops:china_baowu_baosteel@@china_baowu_baosteel@31.2304,121.4737:163:capacite_appoint","china_baowu_baosteel@@china_baowu_baosteel@31.2304,121.4737",China Baowu / Baosteel,T4,CN,East Asia,163,capacite_appoint,env:storm|outbound:maritime_monsoon|outbound:maritime_storm,"china_baowu_baosteel@@china_baowu_baosteel@31.2304,121.4737:163:storm",025cc24c44bd4428,0.8854,1.2725,1.0158,0.6933
"ops:china_baowu_baosteel@@china_baowu_baosteel@31.2304,121.4737:163:capacite_meteo_degradee","china_baowu_baosteel@@china_baowu_baosteel@31.2304,121.4737",China Baowu / Baosteel,T4,CN,East Asia,163,capacite_meteo_degradee,env:storm|outbound:maritime_monsoon|outbound:maritime_storm,"china_baowu_baosteel@@china_baowu_baosteel@31.2304,121.4737:163:storm",025cc24c44bd4428,0.8854,1.2725,1.0158,0.6933
"ops:china_baowu_baosteel@@china_baowu_baosteel@31.2304,121.4737:163:congestion_logistique_outbound","china_baowu_baosteel@@china_baowu_baosteel@31.2304,121.4737",China Baowu / Baosteel,T4,CN,East Asia,163,congestion_logistique_outbound,env:storm|outbound:maritime_monsoon|outbound:maritime_storm,"china_baowu_baosteel@@china_baowu_baosteel@31.2304,121.4737:163:storm",025cc24c44bd4428,0.8854,1.2725,1.0158,0.6933
"ops:china_baowu_baosteel@@china_baowu_baosteel@31.2304,121.4737:163:maintenance_corrective_meteo","china_baowu_baosteel@@china_baowu_baosteel@31.2304,121.4737",China Baowu / Baosteel,T4,CN,East Asia,163,maintenance_corrective_meteo,env:storm|outbound:maritime_monsoon|outbound:maritime_storm,"china_baowu_baosteel@@china_baowu_baosteel@31.2304,121.4737:163:storm",025cc24c44bd4428,0.8854,1.2725,1.0158,0.6933
"ops:china_baowu_baosteel@@china_baowu_baosteel@31.2304,121.4737:163:retard_approvisionnement","china_baowu_baosteel@@china_baowu_baosteel@31.2304,121.4737",China Baowu / Baosteel,T4,CN,East Asia,163,retard_approvisionnement,env:storm|outbound:maritime_monsoon|outbound:maritime_storm,"china_baowu_baosteel@@china_baowu_baosteel@31.2304,121.4737:163:storm",025cc24c44bd4428,0.8854,1.2725,1.0158,0.6933
"ops:china_baowu_baosteel@@china_baowu_baosteel@31.2304,121.4737:164:capacite_meteo_degradee","china_baowu_baosteel@@china_baowu_baosteel@31.2304,121.4737",China Baowu / Baosteel,T4,CN,East Asia,164,capacite_meteo_degradee,env:storm|outbound:maritime_monsoon|outbound:maritime_storm,"china_baowu_baosteel@@china_baowu_baosteel@31.2304,121.4737:164:storm",025cc24c44bd4428,0.9115,1.2016,1.0135,0.5998
"ops:china_baowu_baosteel@@china_baowu_baosteel@31.2304,121.4737:164:congestion_logistique_outbound","china_baowu_baosteel@@china_baowu_baosteel@31.2304,121.4737",China Baowu / Baosteel,T4,CN,East Asia,164,congestion_logistique_outbound,env:storm|outbound:maritime_monsoon|outbound:maritime_storm,"china_baowu_baosteel@@china_baowu_baosteel@31.2304,121.4737:164:storm",025cc24c44bd4428,0.9115,1.2016,1.0135,0.5998
"ops:china_baowu_baosteel@@china_baowu_baosteel@31.2304,121.4737:164:maintenance_corrective_meteo","china_baowu_baosteel@@china_baowu_baosteel@31.2304,121.4737",China Baowu / Baosteel,T4,CN,East Asia,164,maintenance_corrective_meteo,env:storm|outbound:maritime_monsoon|outbound:maritime_storm,"china_baowu_baosteel@@china_baowu_baosteel@31.2304,121.4737:164:storm",025cc24c44bd4428,0.9115,1.2016,1.0135,0.5998
"ops:china_baowu_baosteel@@china_baowu_baosteel@31.2304,121.4737:164:retard_approvisionnement","china_baowu_baosteel@@china_baowu_baosteel@31.2304,121.4737",China Baowu / Baosteel,T4,CN,East Asia,164,retard_approvisionnement,env:storm|outbound:maritime_monsoon|outbound:maritime_storm,"china_baowu_baosteel@@china_baowu_baosteel@31.2304,121.4737:164:storm",025cc24c44bd4428,0.9115,1.2016,1.0135,0.5998
"ops:china_baowu_baosteel@@china_baowu_baosteel@31.2304,121.4737:168:maintenance_corrective_meteo","china_baowu_baosteel@@china_baowu_baosteel@31.2304,121.4737",China Baowu / Baosteel,T4,CN,East Asia,168,maintenance_corrective_meteo,env:storm,"china_baowu_baosteel@@china_baowu_baosteel@31.2304,121.4737:168:storm",,0.9861,1.0264,1.0028,0.0694
"ops:china_baowu_baosteel@@china_baowu_baosteel@31.2304,121.4737:169:capacite_meteo_degradee","china_baowu_baosteel@@china_baowu_baosteel@31.2304,121.4737",China Baowu / Baosteel,T4,CN,East Asia,169,capacite_meteo_degradee,env:storm,"china_baowu_baosteel@@china_baowu_baosteel@31.2304,121.4737:169:storm",,0.9427,1.1088,1.0115,0.2863
"ops:china_baowu_baosteel@@china_baowu_baosteel@31.2304,121.4737:169:maintenance_corrective_meteo","china_baowu_baosteel@@china_baowu_baosteel@31.2304,121.4737",China Baowu / Baosteel,T4,CN,East Asia,169,maintenance_corrective_meteo,env:storm,"china_baowu_baosteel@@china_baowu_baosteel@31.2304,121.4737:169:storm",,0.9427,1.1088,1.0115,0.2863
"ops:china_baowu_baosteel@@china_baowu_baosteel@31.2304,121.4737:169:retard_approvisionnement","china_baowu_baosteel@@china_baowu_baosteel@31.2304,121.4737",China Baowu / Baosteel,T4,CN,East Asia,169,retard_approvisionnement,env:storm,"china_baowu_baosteel@@china_baowu_baosteel@31.2304,121.4737:169:storm",,0.9427,1.1088,1.0115,0.2863
"ops:china_baowu_baosteel@@china_baowu_baosteel@31.2304,121.4737:170:capacite_appoint","china_baowu_baosteel@@china_baowu_baosteel@31.2304,121.4737",China Baowu / Baosteel,T4,CN,East Asia,170,capacite_appoint,env:hurricane|env:storm,"china_baowu_baosteel@@china_baowu_baosteel@31.2304,121.4737:170:hurricane|china_baowu_baosteel@@china_baowu_baosteel@31.2304,121.4737:170:storm",,0.7973,1.4116,1.0507,1.0
"ops:china_baowu_baosteel@@china_baowu_baosteel@31.2304,121.4737:170:capacite_meteo_degradee","china_baowu_baosteel@@china_baowu_baosteel@31.2304,121.4737",China Baowu / Baosteel,T4,CN,East Asia,170,capacite_meteo_degradee,env:hurricane|env:storm,"china_baowu_baosteel@@china_baowu_baosteel@31.2304,121.4737:170:hurricane|china_baowu_baosteel@@china_baowu_baosteel@31.2304,121.4737:170:storm",,0.7973,1.4116,1.0507,1.0
"ops:china_baowu_baosteel@@china_baowu_baosteel@31.2304,121.4737:170:maintenance_corrective_meteo","china_baowu_baosteel@@china_baowu_baosteel@31.2304,121.4737",China Baowu / Baosteel,T4,CN,East Asia,170,maintenance_corrective_meteo,env:hurricane|env:storm,"china_baowu_baosteel@@china_baowu_baosteel@31.2304,121.4737:170:hurricane|china_baowu_baosteel@@china_baowu_baosteel@31.2304,121.4737:170:storm",,0.7973,1.4116,1.0507,1.0
"ops:china_baowu_baosteel@@china_baowu_baosteel@31.2304,121.4737:170:recalage_qualite","china_baowu_baosteel@@china_baowu_baosteel@31.2304,121.4737",China Baowu / Baosteel,T4,CN,East Asia,170,recalage_qualite,env:hurricane|env:storm,"china_baowu_baosteel@@china_baowu_baosteel@31.2304,121.4737:170:hurricane|china_baowu_baosteel@@china_baowu_baosteel@31.2304,121.4737:170:storm",,0.7973,1.4116,1.0507,1.0
"ops:china_baowu_baosteel@@china_baowu_baosteel@31.2304,121.4737:170:retard_approvisionnement","china_baowu_baosteel@@china_baowu_baosteel@31.2304,121.4737",China Baowu / Baosteel,T4,CN,East Asia,170,retard_approvisionnement,env:hurricane|env:storm,"china_baowu_baosteel@@china_baowu_baosteel@31.2304,121.4737:170:hurricane|china_baowu_baosteel@@china_baowu_baosteel@31.2304,121.4737:170:storm",,0.7973,1.4116,1.0507,1.0
"ops:china_baowu_baosteel@@china_baowu_baosteel@31.2304,121.4737:171:capacite_appoint","china_baowu_baosteel@@china_baowu_baosteel@31.2304,121.4737",China Baowu / Baosteel,T4,CN,East Asia,171,capacite_appoint,env:hurricane|env:storm|outbound:maritime_storm,"china_baowu_baosteel@@china_baowu_baosteel@31.2304,121.4737:171:hurricane|china_baowu_baosteel@@china_baowu_baosteel@31.2304,121.4737:171:storm",025cc24c44bd4428,0.8277,1.3274,1.0345,0.8617
"ops:china_baowu_baosteel@@china_baowu_baosteel@31.2304,121.4737:171:capacite_meteo_degradee","china_baowu_baosteel@@china_baowu_baosteel@31.2304,121.4737",China Baowu / Baosteel,T4,CN,East Asia,171,capacite_meteo_degradee,env:hurricane|env:storm|outbound:maritime_storm,"china_baowu_baosteel@@china_baowu_baosteel@31.2304,121.4737:171:hurricane|china_baowu_baosteel@@china_baowu_baosteel@31.2304,121.4737:171:storm",025cc24c44bd4428,0.8277,1.3274,1.0345,0.8617
"ops:china_baowu_baosteel@@china_baowu_baosteel@31.2304,121.4737:171:congestion_logistique_outbound","china_baowu_baosteel@@china_baowu_baosteel@31.2304,121.4737",China Baowu / Baosteel,T4,CN,East Asia,171,congestion_logistique_outbound,env:hurricane|env:storm|outbound:maritime_storm,"china_baowu_baosteel@@china_baowu_baosteel@31.2304,121.4737:171:hurricane|china_baowu_baosteel@@china_baowu_baosteel@31.2304,121.4737:171:storm",025cc24c44bd4428,0.8277,1.3274,1.0345,0.8617
"ops:china_baowu_baosteel@@china_baowu_baosteel@31.2304,121.4737:171:maintenance_corrective_meteo","china_baowu_baosteel@@china_baowu_baosteel@31.2304,121.4737",China Baowu / Baosteel,T4,CN,East Asia,171,maintenance_corrective_meteo,env:hurricane|env:storm|outbound:maritime_storm,"china_baowu_baosteel@@china_baowu_baosteel@31.2304,121.4737:171:hurricane|china_baowu_baosteel@@china_baowu_baosteel@31.2304,121.4737:171:storm",025cc24c44bd4428,0.8277,1.3274,1.0345,0.8617
"ops:china_baowu_baosteel@@china_baowu_baosteel@31.2304,121.4737:171:recalage_qualite","china_baowu_baosteel@@china_baowu_baosteel@31.2304,121.4737",China Baowu / Baosteel,T4,CN,East Asia,171,recalage_qualite,env:hurricane|env:storm|outbound:maritime_storm,"china_baowu_baosteel@@china_baowu_baosteel@31.2304,121.4737:171:hurricane|china_baowu_baosteel@@china_baowu_baosteel@31.2304,121.4737:171:storm",025cc24c44bd4428,0.8277,1.3274,1.0345,0.8617
"ops:china_baowu_baosteel@@china_baowu_baosteel@31.2304,121.4737:171:retard_approvisionnement","china_baowu_baosteel@@china_baowu_baosteel@31.2304,121.4737",China Baowu / Baosteel,T4,CN,East Asia,171,retard_approvisionnement,env:hurricane|env:storm|outbound:maritime_storm,"china_baowu_baosteel@@china_baowu_baosteel@31.2304,121.4737:171:hurricane|china_baowu_baosteel@@china_baowu_baosteel@31.2304,121.4737:171:storm",025cc24c44bd4428,0.8277,1.3274,1.0345,0.8617
"ops:china_baowu_baosteel@@china_baowu_baosteel@31.2304,121.4737:172:capacite_meteo_degradee","china_baowu_baosteel@@china_baowu_baosteel@31.2304,121.4737",China Baowu / Baosteel,T4,CN,East Asia,172,capacite_meteo_degradee,env:storm|outbound:maritime_storm,"china_baowu_baosteel@@china_baowu_baosteel@31.2304,121.4737:172:storm",025cc24c44bd4428,0.924,1.1638,1.008,0.585
"ops:china_baowu_baosteel@@china_baowu_baosteel@31.2304,121.4737:172:congestion_logistique_outbound","china_baowu_baosteel@@china_baowu_baosteel@31.2304,121.4737",China Baowu / Baosteel,T4,CN,East Asia,172,congestion_logistique_outbound,env:storm|outbound:maritime_storm,"china_baowu_baosteel@@china_baowu_baosteel@31.2304,121.4737:172:storm",025cc24c44bd4428,0.924,1.1638,1.008,0.585
"ops:china_baowu_baosteel@@china_baowu_baosteel@31.2304,121.4737:172:maintenance_corrective_meteo","china_baowu_baosteel@@china_baowu_baosteel@31.2304,121.4737",China Baowu / Baosteel,T4,CN,East Asia,172,maintenance_corrective_meteo,env:storm|outbound:maritime_storm,"china_baowu_baosteel@@china_baowu_baosteel@31.2304,121.4737:172:storm",025cc24c44bd4428,0.924,1.1638,1.008,0.585
"ops:china_baowu_baosteel@@china_baowu_baosteel@31.2304,121.4737:172:retard_approvisionnement","china_baowu_baosteel@@china_baowu_baosteel@31.2304,121.4737",China Baowu / Baosteel,T4,CN,East Asia,172,retard_approvisionnement,env:storm|outbound:maritime_storm,"china_baowu_baosteel@@china_baowu_baosteel@31.2304,121.4737:172:storm",025cc24c44bd4428,0.924,1.1638,1.008,0.585
"ops:china_baowu_baosteel@@china_baowu_baosteel@31.2304,121.4737:173:capacite_meteo_degradee","china_baowu_baosteel@@china_baowu_baosteel@31.2304,121.4737",China Baowu / Baosteel,T4,CN,East Asia,173,capacite_meteo_degradee,outbound:maritime_storm,,025cc24c44bd4428,0.9546,1.0978,1.0,0.3494
"ops:china_baowu_baosteel@@china_baowu_baosteel@31.2304,121.4737:173:congestion_logistique_outbound","china_baowu_baosteel@@china_baowu_baosteel@31.2304,121.4737",China Baowu / Baosteel,T4,CN,East Asia,173,congestion_logistique_outbound,outbound:maritime_storm,,025cc24c44bd4428,0.9546,1.0978,1.0,0.3494
"ops:china_baowu_baosteel@@china_baowu_baosteel@31.2304,121.4737:173:retard_approvisionnement","china_baowu_baosteel@@china_baowu_baosteel@31.2304,121.4737",China Baowu / Baosteel,T4,CN,East Asia,173,retard_approvisionnement,outbound:maritime_storm,,025cc24c44bd4428,0.9546,1.0978,1.0,0.3494
"ops:china_baowu_baosteel@@china_baowu_baosteel@31.2304,121.4737:174:congestion_logistique_outbound","china_baowu_baosteel@@china_baowu_baosteel@31.2304,121.4737",China Baowu / Baosteel,T4,CN,East Asia,174,congestion_logistique_outbound,env:hurricane|outbound:maritime_monsoon,"china_baowu_baosteel@@china_baowu_baosteel@31.2304,121.4737:174:hurricane",025cc24c44bd4428,0.9877,1.0331,1.0029,0.1285
"ops:china_baowu_baosteel@@china_baowu_baosteel@31.2304,121.4737:174:maintenance_corrective_meteo","china_baowu_baosteel@@china_baowu_baosteel@31.2304,121.4737",China Baowu / Baosteel,T4,CN,East Asia,174,maintenance_corrective_meteo,env:hurricane|outbound:maritime_monsoon,"china_baowu_baosteel@@china_baowu_baosteel@31.2304,121.4737:174:hurricane",025cc24c44bd4428,0.9877,1.0331,1.0029,0.1285
"ops:china_baowu_baosteel@@china_baowu_baosteel@31.2304,121.4737:175:capacite_meteo_degradee","china_baowu_baosteel@@china_baowu_baosteel@31.2304,121.4737",China Baowu / Baosteel,T4,CN,East Asia,175,capacite_meteo_degradee,outbound:maritime_monsoon|outbound:maritime_storm,,025cc24c44bd4428,0.9585,1.1122,1.0,0.4349
"ops:china_baowu_baosteel@@china_baowu_baosteel@31.2304,121.4737:175:congestion_logistique_outbound","china_baowu_baosteel@@china_baowu_baosteel@31.2304,121.4737",China Baowu / Baosteel,T4,CN,East Asia,175,congestion_logistique_outbound,outbound:maritime_monsoon|outbound:maritime_storm,,025cc24c44bd4428,0.9585,1.1122,1.0,0.4349
"ops:china_baowu_baosteel@@china_baowu_baosteel@31.2304,121.4737:175:retard_approvisionnement","china_baowu_baosteel@@china_baowu_baosteel@31.2304,121.4737",China Baowu / Baosteel,T4,CN,East Asia,175,retard_approvisionnement,outbound:maritime_monsoon|outbound:maritime_storm,,025cc24c44bd4428,0.9585,1.1122,1.0,0.4349
"ops:china_baowu_baosteel@@china_baowu_baosteel@31.2304,121.4737:176:congestion_logistique_outbound","china_baowu_baosteel@@china_baowu_baosteel@31.2304,121.4737",China Baowu / Baosteel,T4,CN,East Asia,176,congestion_logistique_outbound,outbound:maritime_monsoon,,025cc24c44bd4428,0.9676,1.0876,1.0,0.3394
"ops:china_baowu_baosteel@@china_baowu_baosteel@31.2304,121.4737:176:retard_approvisionnement","china_baowu_baosteel@@china_baowu_baosteel@31.2304,121.4737",China Baowu / Baosteel,T4,CN,East Asia,176,retard_approvisionnement,outbound:maritime_monsoon,,025cc24c44bd4428,0.9676,1.0876,1.0,0.3394
"ops:china_baowu_baosteel@@china_baowu_baosteel@31.2304,121.4737:177:capacite_appoint","china_baowu_baosteel@@china_baowu_baosteel@31.2304,121.4737",China Baowu / Baosteel,T4,CN,East Asia,177,capacite_appoint,env:hurricane|env:storm|outbound:maritime_monsoon,"china_baowu_baosteel@@china_baowu_baosteel@31.2304,121.4737:177:hurricane|china_baowu_baosteel@@china_baowu_baosteel@31.2304,121.4737:177:storm",025cc24c44bd4428,0.8491,1.2867,1.0302,0.7546
"ops:china_baowu_baosteel@@china_baowu_baosteel@31.2304,121.4737:177:capacite_meteo_degradee","china_baowu_baosteel@@china_baowu_baosteel@31.2304,121.4737",China Baowu / Baosteel,T4,CN,East Asia,177,capacite_meteo_degradee,env:hurricane|env:storm|outbound:maritime_monsoon,"china_baowu_baosteel@@china_baowu_baosteel@31.2304,121.4737:177:hurricane|china_baowu_baosteel@@china_baowu_baosteel@31.2304,121.4737:177:storm",025cc24c44bd4428,0.8491,1.2867,1.0302,0.7546
"ops:china_baowu_baosteel@@china_baowu_baosteel@31.2304,121.4737:177:congestion_logistique_outbound","china_baowu_baosteel@@china_baowu_baosteel@31.2304,121.4737",China Baowu / Baosteel,T4,CN,East Asia,177,congestion_logistique_outbound,env:hurricane|env:storm|outbound:maritime_monsoon,"china_baowu_baosteel@@china_baowu_baosteel@31.2304,121.4737:177:hurricane|china_baowu_baosteel@@china_baowu_baosteel@31.2304,121.4737:177:storm",025cc24c44bd4428,0.8491,1.2867,1.0302,0.7546
"ops:china_baowu_baosteel@@china_baowu_baosteel@31.2304,121.4737:177:maintenance_corrective_meteo","china_baowu_baosteel@@china_baowu_baosteel@31.2304,121.4737",China Baowu / Baosteel,T4,CN,East Asia,177,maintenance_corrective_meteo,env:hurricane|env:storm|outbound:maritime_monsoon,"china_baowu_baosteel@@china_baowu_baosteel@31.2304,121.4737:177:hurricane|china_baowu_baosteel@@china_baowu_baosteel@31.2304,121.4737:177:storm",025cc24c44bd4428,0.8491,1.2867,1.0302,0.7546
"ops:china_baowu_baosteel@@china_baowu_baosteel@31.2304,121.4737:177:recalage_qualite","china_baowu_baosteel@@china_baowu_baosteel@31.2304,121.4737",China Baowu / Baosteel,T4,CN,East Asia,177,recalage_qualite,env:hurricane|env:storm|outbound:maritime_monsoon,"china_baowu_baosteel@@china_baowu_baosteel@31.2304,121.4737:177:hurricane|china_baowu_baosteel@@china_baowu_baosteel@31.2304,121.4737:177:storm",025cc24c44bd4428,0.8491,1.2867,1.0302,0.7546
"ops:china_baowu_baosteel@@china_baowu_baosteel@31.2304,121.4737:177:retard_approvisionnement","china_baowu_baosteel@@china_baowu_baosteel@31.2304,121.4737",China Baowu / Baosteel,T4,CN,East Asia,177,retard_approvisionnement,env:hurricane|env:storm|outbound:maritime_monsoon,"china_baowu_baosteel@@china_baowu_baosteel@31.2304,121.4737:177:hurricane|china_baowu_baosteel@@china_baowu_baosteel@31.2304,121.4737:177:storm",025cc24c44bd4428,0.8491,1.2867,1.0302,0.7546
"ops:china_baowu_baosteel@@china_baowu_baosteel@31.2304,121.4737:178:maintenance_corrective_meteo","china_baowu_baosteel@@china_baowu_baosteel@31.2304,121.4737",China Baowu / Baosteel,T4,CN,East Asia,178,maintenance_corrective_meteo,env:storm,"china_baowu_baosteel@@china_baowu_baosteel@31.2304,121.4737:178:storm",,0.9651,1.0663,1.007,0.1746
"ops:china_baowu_baosteel@@china_baowu_baosteel@31.2304,121.4737:178:retard_approvisionnement","china_baowu_baosteel@@china_baowu_baosteel@31.2304,121.4737",China Baowu / Baosteel,T4,CN,East Asia,178,retard_approvisionnement,env:storm,"china_baowu_baosteel@@china_baowu_baosteel@31.2304,121.4737:178:storm",,0.9651,1.0663,1.007,0.1746
"ops:china_baowu_baosteel@@china_baowu_baosteel@31.2304,121.4737:180:capacite_meteo_degradee","china_baowu_baosteel@@china_baowu_baosteel@31.2304,121.4737",China Baowu / Baosteel,T4,CN,East Asia,180,capacite_meteo_degradee,env:storm|outbound:maritime_storm,"china_baowu_baosteel@@china_baowu_baosteel@31.2304,121.4737:180:storm",025cc24c44bd4428,0.9316,1.1474,1.0028,0.5264
"ops:china_baowu_baosteel@@china_baowu_baosteel@31.2304,121.4737:180:congestion_logistique_outbound","china_baowu_baosteel@@china_baowu_baosteel@31.2304,121.4737",China Baowu / Baosteel,T4,CN,East Asia,180,congestion_logistique_outbound,env:storm|outbound:maritime_storm,"china_baowu_baosteel@@china_baowu_baosteel@31.2304,121.4737:180:storm",025cc24c44bd4428,0.9316,1.1474,1.0028,0.5264
"ops:china_baowu_baosteel@@china_baowu_baosteel@31.2304,121.4737:180:maintenance_corrective_meteo","china_baowu_baosteel@@china_baowu_baosteel@31.2304,121.4737",China Baowu / Baosteel,T4,CN,East Asia,180,maintenance_corrective_meteo,env:storm|outbound:maritime_storm,"china_baowu_baosteel@@china_baowu_baosteel@31.2304,121.4737:180:storm",025cc24c44bd4428,0.9316,1.1474,1.0028,0.5264
"ops:china_baowu_baosteel@@china_baowu_baosteel@31.2304,121.4737:180:retard_approvisionnement","china_baowu_baosteel@@china_baowu_baosteel@31.2304,121.4737",China Baowu / Baosteel,T4,CN,East Asia,180,retard_approvisionnement,env:storm|outbound:maritime_storm,"china_baowu_baosteel@@china_baowu_baosteel@31.2304,121.4737:180:storm",025cc24c44bd4428,0.9316,1.1474,1.0028,0.5264
"ops:china_baowu_baosteel@@china_baowu_baosteel@31.2304,121.4737:181:capacite_meteo_degradee","china_baowu_baosteel@@china_baowu_baosteel@31.2304,121.4737",China Baowu / Baosteel,T4,CN,East Asia,181,capacite_meteo_degradee,env:storm|outbound:maritime_storm,"china_baowu_baosteel@@china_baowu_baosteel@31.2304,121.4737:181:storm",025cc24c44bd4428,0.9322,1.1461,1.0115,0.5217
"ops:china_baowu_baosteel@@china_baowu_baosteel@31.2304,121.4737:181:congestion_logistique_outbound","china_baowu_baosteel@@china_baowu_baosteel@31.2304,121.4737",China Baowu / Baosteel,T4,CN,East Asia,181,congestion_logistique_outbound,env:storm|outbound:maritime_storm,"china_baowu_baosteel@@china_baowu_baosteel@31.2304,121.4737:181:storm",025cc24c44bd4428,0.9322,1.1461,1.0115,0.5217
"ops:china_baowu_baosteel@@china_baowu_baosteel@31.2304,121.4737:181:maintenance_corrective_meteo","china_baowu_baosteel@@china_baowu_baosteel@31.2304,121.4737",China Baowu / Baosteel,T4,CN,East Asia,181,maintenance_corrective_meteo,env:storm|outbound:maritime_storm,"china_baowu_baosteel@@china_baowu_baosteel@31.2304,121.4737:181:storm",025cc24c44bd4428,0.9322,1.1461,1.0115,0.5217
"ops:china_baowu_baosteel@@china_baowu_baosteel@31.2304,121.4737:181:retard_approvisionnement","china_baowu_baosteel@@china_baowu_baosteel@31.2304,121.4737",China Baowu / Baosteel,T4,CN,East Asia,181,retard_approvisionnement,env:storm|outbound:maritime_storm,"china_baowu_baosteel@@china_baowu_baosteel@31.2304,121.4737:181:storm",025cc24c44bd4428,0.9322,1.1461,1.0115,0.5217
"ops:china_baowu_baosteel@@china_baowu_baosteel@31.2304,121.4737:182:capacite_meteo_degradee","china_baowu_baosteel@@china_baowu_baosteel@31.2304,121.4737",China Baowu / Baosteel,T4,CN,East Asia,182,capacite_meteo_degradee,env:storm,"china_baowu_baosteel@@china_baowu_baosteel@31.2304,121.4737:182:storm",025cc24c44bd4428,0.9213,1.1495,1.0157,0.3934
"ops:china_baowu_baosteel@@china_baowu_baosteel@31.2304,121.4737:182:maintenance_corrective_meteo","china_baowu_baosteel@@china_baowu_baosteel@31.2304,121.4737",China Baowu / Baosteel,T4,CN,East Asia,182,maintenance_corrective_meteo,env:storm,"china_baowu_baosteel@@china_baowu_baosteel@31.2304,121.4737:182:storm",025cc24c44bd4428,0.9213,1.1495,1.0157,0.3934
"ops:china_baowu_baosteel@@china_baowu_baosteel@31.2304,121.4737:182:retard_approvisionnement","china_baowu_baosteel@@china_baowu_baosteel@31.2304,121.4737",China Baowu / Baosteel,T4,CN,East Asia,182,retard_approvisionnement,env:storm,"china_baowu_baosteel@@china_baowu_baosteel@31.2304,121.4737:182:storm",025cc24c44bd4428,0.9213,1.1495,1.0157,0.3934
"ops:china_baowu_baosteel@@china_baowu_baosteel@31.2304,121.4737:183:capacite_meteo_degradee","china_baowu_baosteel@@china_baowu_baosteel@31.2304,121.4737",China Baowu / Baosteel,T4,CN,East Asia,183,capacite_meteo_degradee,env:storm,"china_baowu_baosteel@@china_baowu_baosteel@31.2304,121.4737:183:storm",025cc24c44bd4428,0.9276,1.1376,1.0145,0.362
"ops:china_baowu_baosteel@@china_baowu_baosteel@31.2304,121.4737:183:maintenance_corrective_meteo","china_baowu_baosteel@@china_baowu_baosteel@31.2304,121.4737",China Baowu / Baosteel,T4,CN,East Asia,183,maintenance_corrective_meteo,env:storm,"china_baowu_baosteel@@china_baowu_baosteel@31.2304,121.4737:183:storm",025cc24c44bd4428,0.9276,1.1376,1.0145,0.362
"ops:china_baowu_baosteel@@china_baowu_baosteel@31.2304,121.4737:183:retard_approvisionnement","china_baowu_baosteel@@china_baowu_baosteel@31.2304,121.4737",China Baowu / Baosteel,T4,CN,East Asia,183,retard_approvisionnement,env:storm,"china_baowu_baosteel@@china_baowu_baosteel@31.2304,121.4737:183:storm",025cc24c44bd4428,0.9276,1.1376,1.0145,0.362
"ops:china_baowu_baosteel@@china_baowu_baosteel@31.2304,121.4737:184:capacite_appoint","china_baowu_baosteel@@china_baowu_baosteel@31.2304,121.4737",China Baowu / Baosteel,T4,CN,East Asia,184,capacite_appoint,env:hurricane|env:storm,"china_baowu_baosteel@@china_baowu_baosteel@31.2304,121.4737:184:hurricane|china_baowu_baosteel@@china_baowu_baosteel@31.2304,121.4737:184:storm",,0.8,1.4038,1.0497,1.0
