source_file,family,system,component,indicator,unit,climate_kgco2e
bw_tristan/STELIALCASEATS.xlsx,Sous-ensemble,Ens. Tablette repas,packaging,EF 3.0 Climate Change - total [kg CO2 eq.],kg CO2 eq.,0.00765
bw_tristan/STELIALCASEATS.xlsx,Sous-ensemble,Ens. Tablette repas,Silicone50 shore,EF 3.0 Climate Change - total [kg CO2 eq.],kg CO2 eq.,0.0047
bw_tristan/STELIALCASEATS.xlsx,Sous-ensemble,Ens. Tablette repas,Transport,EF 3.0 Climate Change - total [kg CO2 eq.],kg CO2 eq.,0.166
bw_tristan/STELIALCASEATS.xlsx,Sous-ensemble,Ens. Têtière,A2017,EF 3.0 Climate Change - total [kg CO2 eq.],kg CO2 eq.,3.99
bw_tristan/STELIALCASEATS.xlsx,Sous-ensemble,Ens. Têtière,A2024,EF 3.0 Climate Change - total [kg CO2 eq.],kg CO2 eq.,0.262
bw_tristan/STELIALCASEATS.xlsx,Sous-ensemble,Ens. Têtière,inox,EF 3.0 Climate Change - total [kg CO2 eq.],kg CO2 eq.,0.00377
bw_tristan/STELIALCASEATS.xlsx,Sous-ensemble,Ens. Têtière,nylon,EF 3.0 Climate Change - total [kg CO2 eq.],kg CO2 eq.,0.0247
bw_tristan/STELIALCASEATS.xlsx,Sous-ensemble,Ens. Têtière,packaging,EF 3.0 Climate Change - total [kg CO2 eq.],kg CO2 eq.,0.259
bw_tristan/STELIALCASEATS.xlsx,Sous-ensemble,Ens. Têtière,tissu,EF 3.0 Climate Change - total [kg CO2 eq.],kg CO2 eq.,4.23
bw_tristan/STELIALCASEATS.xlsx,Sous-ensemble,Ens. Têtière,Transport,EF 3.0 Climate Change - total [kg CO2 eq.],kg CO2 eq.,0.0346
bw_tristan/STELIALCASEATS.xlsx,Sous-ensemble,Habillage sous fauteuil,A5086,EF 3.0 Climate Change - total [kg CO2 eq.],kg CO2 eq.,13.3
bw_tristan/STELIALCASEATS.xlsx,Sous-ensemble,Habillage sous fauteuil,acier,EF 3.0 Climate Change - total [kg CO2 eq.],kg CO2 eq.,0.0803
bw_tristan/STELIALCASEATS.xlsx,Sous-ensemble,Habillage sous fauteuil,packaging,EF 3.0 Climate Change - total [kg CO2 eq.],kg CO2 eq.,3.86e-06
bw_tristan/STELIALCASEATS.xlsx,Sous-ensemble,Habillage sous fauteuil,Transport,EF 3.0 Climate Change - total [kg CO2 eq.],kg CO2 eq.,0.055
bw_tristan/STELIALCASEATS.xlsx,Sous-ensemble,Habillage sous fauteuil,velours,EF 3.0 Climate Change - total [kg CO2 eq.],kg CO2 eq.,0.0456
bw_tristan/STELIALCASEATS.xlsx,Sous-ensemble,Manchette acc. Mobile,A5086,EF 3.0 Climate Change - total [kg CO2 eq.],kg CO2 eq.,1.07
bw_tristan/STELIALCASEATS.xlsx,Sous-ensemble,Manchette acc. Mobile,Alu,EF 3.0 Climate Change - total [kg CO2 eq.],kg CO2 eq.,0.0091
bw_tristan/STELIALCASEATS.xlsx,Sous-ensemble,Manchette acc. Mobile,cuir,EF 3.0 Climate Change - total [kg CO2 eq.],kg CO2 eq.,0.124
bw_tristan/STELIALCASEATS.xlsx,Sous-ensemble,Manchette acc. Mobile,FRMC55,EF 3.0 Climate Change - total [kg CO2 eq.],kg CO2 eq.,0.143
bw_tristan/STELIALCASEATS.xlsx,Sous-ensemble,Manchette acc. Mobile,packaging,EF 3.0 Climate Change - total [kg CO2 eq.],kg CO2 eq.,0.00263
bw_tristan/STELIALCASEATS.xlsx,Sous-ensemble,Manchette acc. Mobile,Transport,EF 3.0 Climate Change - total [kg CO2 eq.],kg CO2 eq.,3.77
bw_tristan/STELIALCASEATS.xlsx,Sous-ensemble,Manchette équipée,A5086,EF 3.0 Climate Change - total [kg CO2 eq.],kg CO2 eq.,1.74
bw_tristan/STELIALCASEATS.xlsx,Sous-ensemble,Manchette équipée,acier,EF 3.0 Climate Change - total [kg CO2 eq.],kg CO2 eq.,0.0571
bw_tristan/STELIALCASEATS.xlsx,Sous-ensemble,Manchette équipée,cuir,EF 3.0 Climate Change - total [kg CO2 eq.],kg CO2 eq.,0.191
bw_tristan/STELIALCASEATS.xlsx,Sous-ensemble,Manchette équipée,FRMC55,EF 3.0 Climate Change - total [kg CO2 eq.],kg CO2 eq.,0.143
bw_tristan/STELIALCASEATS.xlsx,Sous-ensemble,Manchette équipée,packaging,EF 3.0 Climate Change - total [kg CO2 eq.],kg CO2 eq.,0.00263
bw_tristan/STELIALCASEATS.xlsx,Sous-ensemble,Manchette équipée,Transport,EF 3.0 Climate Change - total [kg CO2 eq.],kg CO2 eq.,4.28
bw_tristan/STELIALCASEATS.xlsx,Sous-ensemble,Manchette équipée,velcro,EF 3.0 Climate Change - total [kg CO2 eq.],kg CO2 eq.,0.0391
bw_tristan/STELIALCASEATS.xlsx,Sous-ensemble,Renfort tubulaire,A5086,EF 3.0 Climate Change - total [kg CO2 eq.],kg CO2 eq.,9.41
bw_tristan/STELIALCASEATS.xlsx,Sous-ensemble,Renfort tubulaire,A6060,EF 3.0 Climate Change - total [kg CO2 eq.],kg CO2 eq.,3.75
bw_tristan/STELIALCASEATS.xlsx,Sous-ensemble,Renfort tubulaire,acier,EF 3.0 Climate Change - total [kg CO2 eq.],kg CO2 eq.,0.17
bw_tristan/STELIALCASEATS.xlsx,Sous-ensemble,Renfort tubulaire,packaging,EF 3.0 Climate Change - total [kg CO2 eq.],kg CO2 eq.,0.619
bw_tristan/STELIALCASEATS.xlsx,Sous-ensemble,Renfort tubulaire,Transport,EF 3.0 Climate Change - total [kg CO2 eq.],kg CO2 eq.,0.148
bw_tristan/STELIALCASEATS.xlsx,Sous-ensemble,Stowage assemblé avec porte,35NC6,EF 3.0 Climate Change - total [kg CO2 eq.],kg CO2 eq.,0.023719989
bw_tristan/STELIALCASEATS.xlsx,Sous-ensemble,Stowage assemblé avec porte,A2017,EF 3.0 Climate Change - total [kg CO2 eq.],kg CO2 eq.,73.118711317
bw_tristan/STELIALCASEATS.xlsx,Sous-ensemble,Stowage assemblé avec porte,A5086,EF 3.0 Climate Change - total [kg CO2 eq.],kg CO2 eq.,24.895417135
bw_tristan/STELIALCASEATS.xlsx,Sous-ensemble,Stowage assemblé avec porte,acier,EF 3.0 Climate Change - total [kg CO2 eq.],kg CO2 eq.,0.279771633
bw_tristan/STELIALCASEATS.xlsx,Sous-ensemble,Stowage assemblé avec porte,Ertalon,EF 3.0 Climate Change - total [kg CO2 eq.],kg CO2 eq.,0.14546799
bw_tristan/STELIALCASEATS.xlsx,Sous-ensemble,Stowage assemblé avec porte,inox,EF 3.0 Climate Change - total [kg CO2 eq.],kg CO2 eq.,0.0405
bw_tristan/STELIALCASEATS.xlsx,Sous-ensemble,Stowage assemblé avec porte,kydex,EF 3.0 Climate Change - total [kg CO2 eq.],kg CO2 eq.,0.536
bw_tristan/STELIALCASEATS.xlsx,Sous-ensemble,Stowage assemblé avec porte,nylon,EF 3.0 Climate Change - total [kg CO2 eq.],kg CO2 eq.,0.284
bw_tristan/STELIALCASEATS.xlsx,Sous-ensemble,Stowage assemblé avec porte,packaging,EF 3.0 Climate Change - total [kg CO2 eq.],kg CO2 eq.,0.0143
bw_tristan/STELIALCASEATS.xlsx,Sous-ensemble,Stowage assemblé avec porte,Silicone,EF 3.0 Climate Change - total [kg CO2 eq.],kg CO2 eq.,0.0047
bw_tristan/STELIALCASEATS.xlsx,Sous-ensemble,Stowage assemblé avec porte,Transport,EF 3.0 Climate Change - total [kg CO2 eq.],kg CO2 eq.,0.312
bw_tristan/STELIALCASEATS.xlsx,Sous-ensemble,Structure ottoman horizontale,A5086,EF 3.0 Climate Change - total [kg CO2 eq.],kg CO2 eq.,19.5
bw_tristan/STELIALCASEATS.xlsx,Sous-ensemble,Structure ottoman horizontale,acier,EF 3.0 Climate Change - total [kg CO2 eq.],kg CO2 eq.,0.198
bw_tristan/STELIALCASEATS.xlsx,Sous-ensemble,Structure ottoman horizontale,Ertalon,EF 3.0 Climate Change - total [kg CO2 eq.],kg CO2 eq.,0.00199
bw_tristan/STELIALCASEATS.xlsx,Sous-ensemble,Structure ottoman horizontale,packaging,EF 3.0 Climate Change - total [kg CO2 eq.],kg CO2 eq.,0.0119
bw_tristan/STELIALCASEATS.xlsx,Sous-ensemble,Structure ottoman horizontale,Transport,EF 3.0 Climate Change - total [kg CO2 eq.],kg CO2 eq.,0.0589
bw_tristan/STELIALCASEATS.xlsx,Sous-ensemble,Support écran,A2017,EF 3.0 Climate Change - total [kg CO2 eq.],kg CO2 eq.,23.5
bw_tristan/STELIALCASEATS.xlsx,Sous-ensemble,Support écran,A5086,EF 3.0 Climate Change - total [kg CO2 eq.],kg CO2 eq.,5.21
bw_tristan/STELIALCASEATS.xlsx,Sous-ensemble,Support écran,acier,EF 3.0 Climate Change - total [kg CO2 eq.],kg CO2 eq.,0.17
bw_tristan/STELIALCASEATS.xlsx,Sous-ensemble,Support écran,inox,EF 3.0 Climate Change - total [kg CO2 eq.],kg CO2 eq.,0.0611
bw_tristan/STELIALCASEATS.xlsx,Sous-ensemble,Support écran,packaging,EF 3.0 Climate Change - total [kg CO2 eq.],kg CO2 eq.,0.00717
bw_tristan/STELIALCASEATS.xlsx,Sous-ensemble,Support écran,Transport,EF 3.0 Climate Change - total [kg CO2 eq.],kg CO2 eq.,0.111
bw_tristan/STELIALCASEATS.xlsx,Sous-ensemble,Support équipé,A5086,EF 3.0 Climate Change - total [kg CO2 eq.],kg CO2 eq.,1.0
bw_tristan/STELIALCASEATS.xlsx,Sous-ensemble,Support équipé,acier,EF 3.0 Climate Change - total [kg CO2 eq.],kg CO2 eq.,0.00889
bw_tristan/STELIALCASEATS.xlsx,Sous-ensemble,Support équipé,packaging,EF 3.0 Climate Change - total [kg CO2 eq.],kg CO2 eq.,0.0875
bw_tristan/STELIALCASEATS.xlsx,Sous-ensemble,Support équipé,Transport,EF 3.0 Climate Change - total [kg CO2 eq.],kg CO2 eq.,0.00473
bw_tristan/STELIALCASEATS.xlsx,Sous-ensemble,Support manchette équipée,A5086,EF 3.0 Climate Change - total [kg CO2 eq.],kg CO2 eq.,1.18
bw_tristan/STELIALCASEATS.xlsx,Sous-ensemble,Support manchette équipée,acier,EF 3.0 Climate Change - total [kg CO2 eq.],kg CO2 eq.,0.017
bw_tristan/STELIALCASEATS.xlsx,Sous-ensemble,Support manchette équipée,packaging,EF 3.0 Climate Change - total [kg CO2 eq.],kg CO2 eq.,0.0875
bw_tristan/STELIALCASEATS.xlsx,Sous-ensemble,Support manchette équipée,Transport,EF 3.0 Climate Change - total [kg CO2 eq.],kg CO2 eq.,0.00517
bw_tristan/STELIALCASEATS.xlsx,Sous-ensemble,Support NFC,A5086,EF 3.0 Climate Change - total [kg CO2 eq.],kg CO2 eq.,0.101
bw_tristan/STELIALCASEATS.xlsx,Sous-ensemble,Support NFC,packaging,EF 3.0 Climate Change - total [kg CO2 eq.],kg CO2 eq.,0.0875
bw_tristan/STELIALCASEATS.xlsx,Sous-ensemble,Support NFC,Transport,EF 3.0 Climate Change - total [kg CO2 eq.],kg CO2 eq.,0.00281
bw_tristan/STELIALCASEATS.xlsx,Livraison,Livraison à Hambourg,packaging,EF 3.0 Climate Change - total [kg CO2 eq.],kg CO2 eq.,19.4
bw_tristan/STELIALCASEATS.xlsx,Livraison,Livraison à Hambourg,Transport,EF 3.0 Climate Change - total [kg CO2 eq.],kg CO2 eq.,19.6
bw_tristan/STELIALCASEATS.xlsx,Utilisation 1 an,Consommation passive,EU-28: Kerosene / Jet A1 at refinery Sphera,EF 3.0 Climate Change - total [kg CO2 eq.],kg CO2 eq.,8260.0
bw_tristan/STELIALCASEATS.xlsx,Utilisation 1 an,Consommation passive,"GLO: Cargo plane, 65 t payload Sphera <u-so>",EF 3.0 Climate Change - total [kg CO2 eq.],kg CO2 eq.,57600.0
bw_tristan/STELIALCASEATS.xlsx,Utilisation 1 an,Entretien,Nettoyage et désinfection,EF 3.0 Climate Change - total [kg CO2 eq.],kg CO2 eq.,11.6
bw_tristan/STELIALCASEATS.xlsx,Utilisation 7 ans,Consommation passive,EU-28: Kerosene / Jet A1 at refinery Sphera,EF 3.0 Climate Change - total [kg CO2 eq.],kg CO2 eq.,57820.0
bw_tristan/STELIALCASEATS.xlsx,Utilisation 7 ans,Consommation passive,"GLO: Cargo plane, 65 t payload Sphera <u-so>",EF 3.0 Climate Change - total [kg CO2 eq.],kg CO2 eq.,403200.0
bw_tristan/STELIALCASEATS.xlsx,Utilisation 7 ans,Entretien,Nettoyage et désinfection,EF 3.0 Climate Change - total [kg CO2 eq.],kg CO2 eq.,81.2
bw_tristan/STELIALCASEATS.xlsx,Fin de vie,Enfouissement,"Landfill Acier (11,54 kg)",EF 3.0 Climate Change - total [kg CO2 eq.],kg CO2 eq.,0.176
bw_tristan/STELIALCASEATS.xlsx,Fin de vie,Enfouissement,"Landfill Aluminium (69,53 kg)",EF 3.0 Climate Change - total [kg CO2 eq.],kg CO2 eq.,1.06
bw_tristan/STELIALCASEATS.xlsx,Fin de vie,Enfouissement,"Landfill DEEE (9,55 kg)",EF 3.0 Climate Change - total [kg CO2 eq.],kg CO2 eq.,3.08
bw_tristan/STELIALCASEATS.xlsx,Fin de vie,Enfouissement,"landfill plastique (21,36 kg)",EF 3.0 Climate Change - total [kg CO2 eq.],kg CO2 eq.,1.53
bw_tristan/STELIALCASEATS.xlsx,Fin de vie,Enfouissement,"landfill textile (2,34 kg)",EF 3.0 Climate Change - total [kg CO2 eq.],kg CO2 eq.,2.97
bw_tristan/STELIALCASEATS.xlsx,Fin de vie,Recyclage,Credit Recyclage Acier,EF 3.0 Climate Change - total [kg CO2 eq.],kg CO2 eq.,-39.8
bw_tristan/STELIALCASEATS.xlsx,Fin de vie,Recyclage,Credit Recyclage Aluminium,EF 3.0 Climate Change - total [kg CO2 eq.],kg CO2 eq.,-540.0
bw_tristan/STELIALCASEATS.xlsx,Fin de vie,Recyclage,Credit Recyclage DEEE,EF 3.0 Climate Change - total [kg CO2 eq.],kg CO2 eq.,-473.0
bw_tristan/STELIALCASEATS.xlsx,Fin de vie,Recyclage,Credit Recyclage plastiques,EF 3.0 Climate Change - total [kg CO2 eq.],kg CO2 eq.,-19.8
bw_tristan/STELIALCASEATS.xlsx,Fin de vie,Recyclage,incinération Covers,EF 3.0 Climate Change - total [kg CO2 eq.],kg CO2 eq.,-0.406
bw_tristan/STELIALCASEATS.xlsx,Fin de vie,Recyclage,Incineration plastiques,EF 3.0 Climate Change - total [kg CO2 eq.],kg CO2 eq.,9.910111235
bw_tristan/STELIALCASEATS.xlsx,Fin de vie,Recyclage,Mise en décharche Acier,EF 3.0 Climate Change - total [kg CO2 eq.],kg CO2 eq.,0.026323092
bw_tristan/STELIALCASEATS.xlsx,Fin de vie,Recyclage,Mise en décharge Aluminium,EF 3.0 Climate Change - total [kg CO2 eq.],kg CO2 eq.,0.158744519
bw_tristan/STELIALCASEATS.xlsx,Fin de vie,Recyclage,Mise en décharge DEEE,EF 3.0 Climate Change - total [kg CO2 eq.],kg CO2 eq.,2.218602526
bw_tristan/STELIALCASEATS.xlsx,Fin de vie,Recyclage,Mise en décharge Plastiques,EF 3.0 Climate Change - total [kg CO2 eq.],kg CO2 eq.,0.395953273
bw_tristan/STELIALCASEATS.xlsx,Fin de vie,Recyclage,Mise en décharge Textile,EF 3.0 Climate Change - total [kg CO2 eq.],kg CO2 eq.,2.65830379
bw_tristan/STELIALCASEATS.xlsx,Fin de vie,Recyclage,Process recyclage Acier,EF 3.0 Climate Change - total [kg CO2 eq.],kg CO2 eq.,3.34
bw_tristan/STELIALCASEATS.xlsx,Fin de vie,Recyclage,Process recyclage Alu,EF 3.0 Climate Change - total [kg CO2 eq.],kg CO2 eq.,20.1
bw_tristan/STELIALCASEATS.xlsx,Fin de vie,Recyclage,Process recyclage DEEE,EF 3.0 Climate Change - total [kg CO2 eq.],kg CO2 eq.,2.92
bw_tristan/STELIALCASEATS.xlsx,Fin de vie,Recyclage,Process recyclage Plastiques,EF 3.0 Climate Change - total [kg CO2 eq.],kg CO2 eq.,1.0
