day,campaign_id,node_id,output_item_id,event_type,reason,desired_qty,planned_qty_after_lot_rule,actual_qty,shortfall_vs_desired_qty,shortfall_vs_lot_plan_qty,binding_input_item_id,planned_qty_before,planned_qty_after,lot_policy_mode,lot_fixed_qty,lot_min_qty,lot_max_qty,lot_multiple_qty,max_lots_per_week,started_lots_this_week,requested_lot_starts,actual_lot_starts,campaign_requested_qty,campaign_started_qty,campaign_remaining_start_qty,campaign_remaining_end_qty,next_expected_receipt_day,notes
716,CMP-00000124-M-1430-item:268967-D716,M-1430,item:268967,start_campaign,none,5277.6,107800.0,107800.0,0.0,0.0,,107800.0,0.0,fixed,107800.0,107800.0,107800.0,0.0,10,1,1,1,107800.0,107800.0,107800.0,0.0,,lot_policy_enabled
760,CMP-00000132-M-1430-item:268967-D760,M-1430,item:268967,start_campaign,none,3689.273469,107800.0,107800.0,0.0,0.0,,107800.0,0.0,fixed,107800.0,107800.0,107800.0,0.0,10,1,1,1,107800.0,107800.0,107800.0,0.0,,lot_policy_enabled
772,CMP-00000135-M-1430-item:268967-D772,M-1430,item:268967,start_campaign,none,5481.714286,107800.0,107800.0,0.0,0.0,,107800.0,0.0,fixed,107800.0,107800.0,107800.0,0.0,10,1,1,1,107800.0,107800.0,107800.0,0.0,,lot_policy_enabled
799,CMP-00000143-M-1430-item:268967-D799,M-1430,item:268967,start_campaign,none,4698.416327,107800.0,107800.0,0.0,0.0,,107800.0,0.0,fixed,107800.0,107800.0,107800.0,0.0,10,1,1,1,107800.0,107800.0,107800.0,0.0,,lot_policy_enabled
823,CMP-00000147-M-1430-item:268967-D823,M-1430,item:268967,start_campaign,none,4017.779592,107800.0,107800.0,0.0,0.0,,107800.0,0.0,fixed,107800.0,107800.0,107800.0,0.0,10,1,1,1,107800.0,107800.0,107800.0,0.0,,lot_policy_enabled
888,CMP-00000158-M-1430-item:268967-D888,M-1430,item:268967,start_campaign,none,1253.55102,107800.0,107800.0,0.0,0.0,,107800.0,0.0,fixed,107800.0,107800.0,107800.0,0.0,10,1,1,1,107800.0,107800.0,107800.0,0.0,,lot_policy_enabled
892,CMP-00000159-M-1430-item:268967-D892,M-1430,item:268967,start_campaign,none,4587.314286,107800.0,107800.0,0.0,0.0,,107800.0,0.0,fixed,107800.0,107800.0,107800.0,0.0,10,1,1,1,107800.0,107800.0,107800.0,0.0,,lot_policy_enabled
895,CMP-00000162-M-1430-item:268967-D895,M-1430,item:268967,start_campaign,none,11768.114286,107800.0,107800.0,0.0,0.0,,107800.0,0.0,fixed,107800.0,107800.0,107800.0,0.0,10,2,1,1,107800.0,107800.0,107800.0,0.0,,lot_policy_enabled
896,CMP-00000164-M-1430-item:268967-D896,M-1430,item:268967,start_campaign,none,16515.337143,107800.0,107800.0,0.0,0.0,,107800.0,0.0,fixed,107800.0,107800.0,107800.0,0.0,10,1,1,1,107800.0,107800.0,107800.0,0.0,,lot_policy_enabled
897,CMP-00000165-M-1430-item:268967-D897,M-1430,item:268967,start_campaign,none,19858.381714,107800.0,107800.0,0.0,0.0,,107800.0,0.0,fixed,107800.0,107800.0,107800.0,0.0,10,2,1,1,107800.0,107800.0,107800.0,0.0,,lot_policy_enabled
898,CMP-00000166-M-1430-item:268967-D898,M-1430,item:268967,start_campaign,none,22920.590628,107800.0,107800.0,0.0,0.0,,107800.0,0.0,fixed,107800.0,107800.0,107800.0,0.0,10,3,1,1,107800.0,107800.0,107800.0,0.0,,lot_policy_enabled
899,CMP-00000168-M-1430-item:268967-D899,M-1430,item:268967,start_campaign,none,20942.191595,107800.0,107800.0,0.0,0.0,,107800.0,0.0,fixed,107800.0,107800.0,107800.0,0.0,10,4,1,1,107800.0,107800.0,107800.0,0.0,,lot_policy_enabled
1037,CMP-00000189-M-1430-item:268967-D1037,M-1430,item:268967,start_campaign,none,5716.8,107800.0,107800.0,0.0,0.0,,107800.0,0.0,fixed,107800.0,107800.0,107800.0,0.0,10,1,1,1,107800.0,107800.0,107800.0,0.0,,lot_policy_enabled
1057,CMP-00000194-M-1430-item:268967-D1057,M-1430,item:268967,start_campaign,none,5089.387755,107800.0,107800.0,0.0,0.0,,107800.0,0.0,fixed,107800.0,107800.0,107800.0,0.0,10,1,1,1,107800.0,107800.0,107800.0,0.0,,lot_policy_enabled
1077,CMP-00000198-M-1430-item:268967-D1077,M-1430,item:268967,start_campaign,none,4983.15102,107800.0,107800.0,0.0,0.0,,107800.0,0.0,fixed,107800.0,107800.0,107800.0,0.0,10,1,1,1,107800.0,107800.0,107800.0,0.0,,lot_policy_enabled
1103,CMP-00000201-M-1430-item:268967-D1103,M-1430,item:268967,start_campaign,none,4766.87347,107800.0,107800.0,0.0,0.0,,107800.0,0.0,fixed,107800.0,107800.0,107800.0,0.0,10,1,1,1,107800.0,107800.0,107800.0,0.0,,lot_policy_enabled
1131,CMP-00000207-M-1430-item:268967-D1131,M-1430,item:268967,start_campaign,none,3412.718367,107800.0,107800.0,0.0,0.0,,107800.0,0.0,fixed,107800.0,107800.0,107800.0,0.0,10,1,1,1,107800.0,107800.0,107800.0,0.0,,lot_policy_enabled
1149,CMP-00000212-M-1430-item:268967-D1149,M-1430,item:268967,start_campaign,none,4771.804082,107800.0,107800.0,0.0,0.0,,107800.0,0.0,fixed,107800.0,107800.0,107800.0,0.0,10,1,1,1,107800.0,107800.0,107800.0,0.0,,lot_policy_enabled
1166,CMP-00000215-M-1430-item:268967-D1166,M-1430,item:268967,start_campaign,none,4772.75102,107800.0,107800.0,0.0,0.0,,107800.0,0.0,fixed,107800.0,107800.0,107800.0,0.0,10,1,1,1,107800.0,107800.0,107800.0,0.0,,lot_policy_enabled
1193,CMP-00000221-M-1430-item:268967-D1193,M-1430,item:268967,start_campaign,none,4389.942857,107800.0,107800.0,0.0,0.0,,107800.0,0.0,fixed,107800.0,107800.0,107800.0,0.0,10,1,1,1,107800.0,107800.0,107800.0,0.0,,lot_policy_enabled
1255,CMP-00000230-M-1430-item:268967-D1255,M-1430,item:268967,start_campaign,none,1880.326531,107800.0,107800.0,0.0,0.0,,107800.0,0.0,fixed,107800.0,107800.0,107800.0,0.0,10,1,1,1,107800.0,107800.0,107800.0,0.0,,lot_policy_enabled
1259,CMP-00000233-M-1430-item:268967-D1259,M-1430,item:268967,start_campaign,none,9374.514286,107800.0,107800.0,0.0,0.0,,107800.0,0.0,fixed,107800.0,107800.0,107800.0,0.0,10,2,1,1,107800.0,107800.0,107800.0,0.0,,lot_policy_enabled
1260,CMP-00000234-M-1430-item:268967-D1260,M-1430,item:268967,start_campaign,none,13643.017143,107800.0,107800.0,0.0,0.0,,107800.0,0.0,fixed,107800.0,107800.0,107800.0,0.0,10,1,1,1,107800.0,107800.0,107800.0,0.0,,lot_policy_enabled
1261,CMP-00000235-M-1430-item:268967-D1261,M-1430,item:268967,start_campaign,none,16890.317714,107800.0,107800.0,0.0,0.0,,107800.0,0.0,fixed,107800.0,107800.0,107800.0,0.0,10,2,1,1,107800.0,107800.0,107800.0,0.0,,lot_policy_enabled
1262,CMP-00000237-M-1430-item:268967-D1262,M-1430,item:268967,start_campaign,none,19933.377828,107800.0,107800.0,0.0,0.0,,107800.0,0.0,fixed,107800.0,107800.0,107800.0,0.0,10,3,1,1,107800.0,107800.0,107800.0,0.0,,lot_policy_enabled
1263,CMP-00000239-M-1430-item:268967-D1263,M-1430,item:268967,start_campaign,none,22935.589851,107800.0,107800.0,0.0,0.0,,107800.0,0.0,fixed,107800.0,107800.0,107800.0,0.0,10,4,1,1,107800.0,107800.0,107800.0,0.0,,lot_policy_enabled
1264,CMP-00000240-M-1430-item:268967-D1264,M-1430,item:268967,start_campaign,none,20945.19144,107800.0,107800.0,0.0,0.0,,107800.0,0.0,fixed,107800.0,107800.0,107800.0,0.0,10,5,1,1,107800.0,107800.0,107800.0,0.0,,lot_policy_enabled
1403,CMP-00000262-M-1430-item:268967-D1403,M-1430,item:268967,start_campaign,none,6159.542857,107800.0,107800.0,0.0,0.0,,107800.0,0.0,fixed,107800.0,107800.0,107800.0,0.0,10,1,1,1,107800.0,107800.0,107800.0,0.0,,lot_policy_enabled
1424,CMP-00000265-M-1430-item:268967-D1424,M-1430,item:268967,start_campaign,none,5491.542857,107800.0,107800.0,0.0,0.0,,107800.0,0.0,fixed,107800.0,107800.0,107800.0,0.0,10,1,1,1,107800.0,107800.0,107800.0,0.0,,lot_policy_enabled
1445,CMP-00000271-M-1430-item:268967-D1445,M-1430,item:268967,start_campaign,none,5837.942857,107800.0,107800.0,0.0,0.0,,107800.0,0.0,fixed,107800.0,107800.0,107800.0,0.0,10,1,1,1,107800.0,107800.0,107800.0,0.0,,lot_policy_enabled
1486,CMP-00000277-M-1430-item:268967-D1486,M-1430,item:268967,start_campaign,none,3706.122449,107800.0,107800.0,0.0,0.0,,107800.0,0.0,fixed,107800.0,107800.0,107800.0,0.0,10,1,1,1,107800.0,107800.0,107800.0,0.0,,lot_policy_enabled
1501,CMP-00000280-M-1430-item:268967-D1501,M-1430,item:268967,start_campaign,none,5136.881633,107800.0,107800.0,0.0,0.0,,107800.0,0.0,fixed,107800.0,107800.0,107800.0,0.0,10,1,1,1,107800.0,107800.0,107800.0,0.0,,lot_policy_enabled
1517,CMP-00000286-M-1430-item:268967-D1517,M-1430,item:268967,start_campaign,none,4957.518368,107800.0,107800.0,0.0,0.0,,107800.0,0.0,fixed,107800.0,107800.0,107800.0,0.0,10,1,1,1,107800.0,107800.0,107800.0,0.0,,lot_policy_enabled
1550,CMP-00000292-M-1430-item:268967-D1550,M-1430,item:268967,start_campaign,none,3830.791837,107800.0,107800.0,0.0,0.0,,107800.0,0.0,fixed,107800.0,107800.0,107800.0,0.0,10,1,1,1,107800.0,107800.0,107800.0,0.0,,lot_policy_enabled
1606,CMP-00000302-M-1430-item:268967-D1606,M-1430,item:268967,start_campaign,none,379.57551,107800.0,107800.0,0.0,0.0,,107800.0,0.0,fixed,107800.0,107800.0,107800.0,0.0,10,1,1,1,107800.0,107800.0,107800.0,0.0,,lot_policy_enabled
1621,CMP-00000305-M-1430-item:268967-D1621,M-1430,item:268967,start_campaign,none,2193.714286,107800.0,107800.0,0.0,0.0,,107800.0,0.0,fixed,107800.0,107800.0,107800.0,0.0,10,1,1,1,107800.0,107800.0,107800.0,0.0,,lot_policy_enabled
1624,CMP-00000306-M-1430-item:268967-D1624,M-1430,item:268967,start_campaign,none,9374.514286,107800.0,107800.0,0.0,0.0,,107800.0,0.0,fixed,107800.0,107800.0,107800.0,0.0,10,1,1,1,107800.0,107800.0,107800.0,0.0,,lot_policy_enabled
1626,CMP-00000309-M-1430-item:268967-D1626,M-1430,item:268967,start_campaign,none,14161.714286,107800.0,107800.0,0.0,0.0,,107800.0,0.0,fixed,107800.0,107800.0,107800.0,0.0,10,2,1,1,107800.0,107800.0,107800.0,0.0,,lot_policy_enabled
1627,CMP-00000310-M-1430-item:268967-D1627,M-1430,item:268967,start_campaign,none,19387.657143,107800.0,107800.0,0.0,0.0,,107800.0,0.0,fixed,107800.0,107800.0,107800.0,0.0,10,3,1,1,107800.0,107800.0,107800.0,0.0,,lot_policy_enabled
1628,CMP-00000312-M-1430-item:268967-D1628,M-1430,item:268967,start_campaign,none,22826.445714,107800.0,107800.0,0.0,0.0,,107800.0,0.0,fixed,107800.0,107800.0,107800.0,0.0,10,4,1,1,107800.0,107800.0,107800.0,0.0,,lot_policy_enabled
1629,CMP-00000313-M-1430-item:268967-D1629,M-1430,item:268967,start_campaign,none,20923.362612,107800.0,107800.0,0.0,0.0,,107800.0,0.0,fixed,107800.0,107800.0,107800.0,0.0,10,5,1,1,107800.0,107800.0,107800.0,0.0,,lot_policy_enabled
1630,CMP-00000314-M-1430-item:268967-D1630,M-1430,item:268967,start_campaign,none,17951.905175,107800.0,107800.0,0.0,0.0,,107800.0,0.0,fixed,107800.0,107800.0,107800.0,0.0,10,6,1,1,107800.0,107800.0,107800.0,0.0,,lot_policy_enabled
1770,CMP-00000337-M-1430-item:268967-D1770,M-1430,item:268967,start_campaign,none,5277.420408,107800.0,107800.0,0.0,0.0,,107800.0,0.0,fixed,107800.0,107800.0,107800.0,0.0,10,1,1,1,107800.0,107800.0,107800.0,0.0,,lot_policy_enabled
1805,CMP-00000340-M-1430-item:268967-D1805,M-1430,item:268967,start_campaign,none,4413.289796,107800.0,107800.0,0.0,0.0,,107800.0,0.0,fixed,107800.0,107800.0,107800.0,0.0,10,1,1,1,107800.0,107800.0,107800.0,0.0,,lot_policy_enabled
