capacity_node::M-1430,capacity_node::M-1810,capacity_node::SDC-1450,demand_item::item:268091,demand_item::item:268967,error,factor::capacity_scale,factor::demand_scale,factor::external_procurement_cost_multiplier_scale,factor::external_procurement_daily_cap_days_scale,factor::external_procurement_lead_days_scale,factor::external_procurement_transport_cost_scale,factor::fg_target_days_scale,factor::holding_cost_scale,factor::lead_time_scale,factor::production_gap_gain_scale,factor::production_smoothing_scale,factor::production_stock_scale,factor::purchase_cost_floor_scale,factor::review_period_scale,factor::safety_stock_days_scale,factor::supplier_reliability_scale,factor::supplier_stock_scale,factor::transport_cost_scale,is_baseline,is_corner_case,kpi::avg_inventory,kpi::cost_share_holding,kpi::cost_share_purchase,kpi::cost_share_transport,kpi::ending_backlog,kpi::ending_inventory,kpi::fill_rate,kpi::total_arrived,kpi::total_cost,kpi::total_demand,kpi::total_external_procured_arrived_qty,kpi::total_external_procured_ordered_qty,kpi::total_external_procured_qty,kpi::total_external_procured_rejected_qty,kpi::total_external_procurement_cost,kpi::total_holding_cost,kpi::total_logistics_cost,kpi::total_opening_stock_bootstrap_qty,kpi::total_produced,kpi::total_purchase_cost,kpi::total_served,kpi::total_shipped,kpi::total_transport_cost,kpi::total_unreliable_loss_qty,run_id,status
1.0,1.0,1.0,1.0,1.0,,1.2,1.2,1.0,1.5,0.7,1.0,1.0,1.0,1.4,1.0,1.0,1.0,1.0,4.0,1.0,1.0,0.8,1.0,False,True,1398689.0689,0.987281,0.001345,0.011375,981.0075,1374802.2899,0.450416,4592.2281,1688653.7554,1785.0,33384.9133,38439.3816,38439.3816,123.9359,2862.9981,1667175.3198,1686383.0725,1415682.3521,2176.1107,2270.6829,803.9925,39673.0775,19207.7527,0.0,full_run_0120,ok
1.0,1.0,1.0,1.0,1.0,,0.85,0.85,1.0,0.5,1.8,1.0,1.0,1.0,1.4,1.0,1.0,1.0,1.0,4.0,1.0,1.0,0.8,1.0,False,True,992561.8289,0.994554,0.00065,0.004796,694.8803,976374.9673,0.450416,3565.6608,1188127.6673,1264.375,7548.1515,10282.6865,10282.6865,76117.3369,744.5398,1181657.3553,1187355.0807,1002722.4994,1796.4016,772.5866,569.4947,12497.2987,5697.7254,0.0,full_run_0121,ok
1.0,1.0,1.0,1.0,1.0,,1.2,0.85,1.0,0.5,1.8,1.0,1.0,1.0,1.4,1.0,1.0,1.0,1.0,4.0,1.0,1.0,0.8,1.0,False,True,1405585.6501,0.9952,0.000562,0.004238,694.2237,1389285.0344,0.450935,3578.798,1681916.4202,1264.375,10293.114,14153.634,14153.634,64247.6035,1029.329,1673842.8492,1680970.4461,1415682.3521,1797.8897,945.9741,570.1513,15248.0382,7127.5969,0.0,full_run_0122,ok
1.0,1.0,1.0,1.0,1.0,,0.85,1.2,1.0,0.5,1.8,1.0,1.0,1.0,1.4,1.0,1.0,1.0,1.0,4.0,1.0,1.0,0.8,1.0,False,True,987201.9666,0.994085,0.000729,0.005186,1043.5531,966523.512,0.415376,5314.4825,1183392.9505,1785.0,7889.605,10641.395,10641.395,108983.0479,791.5781,1176393.2601,1182530.7019,1002722.4994,2083.8183,862.2487,741.4469,13785.0982,6137.4418,0.0,full_run_0123,ok
1.0,1.0,1.0,1.0,1.0,,1.2,1.2,1.0,0.5,1.8,1.0,1.0,1.0,1.4,1.0,1.0,1.0,1.0,4.0,1.0,1.0,0.8,1.0,False,True,1398049.6764,0.994731,0.000639,0.004631,1066.0645,1376474.8828,0.402765,6094.8444,1675246.3993,1785.0,10835.9851,14720.8651,14720.8651,108371.7709,1099.3851,1666418.8325,1674176.3333,1415682.3521,2176.1107,1070.066,718.9355,17039.2298,7757.5008,0.0,full_run_0124,ok
1.0,1.0,1.0,1.0,1.0,,0.85,0.85,1.0,1.5,1.8,1.0,1.0,1.0,1.4,1.0,1.0,1.0,1.0,4.0,1.0,1.0,0.8,1.0,False,True,993006.2906,0.988117,0.001335,0.010547,694.8803,976409.2027,0.450416,3599.8962,1196407.4424,1264.375,20847.7679,29051.3729,29051.3729,17959.8014,2115.8945,1182190.7094,1194809.6671,1002722.4994,1796.4016,1597.7753,569.4947,25796.9151,12618.9577,0.0,full_run_0125,ok
1.0,1.0,1.0,1.0,1.0,,1.2,0.85,1.0,1.5,1.8,1.0,1.0,1.0,1.4,1.0,1.0,1.0,1.0,4.0,1.0,1.0,0.8,1.0,False,True,1406041.2202,0.990654,0.001029,0.008317,694.2237,1389310.5197,0.450935,3604.2833,1690186.3782,1264.375,23934.7335,29239.2104,29239.2104,2685.3138,2202.6301,1674389.5334,1688446.7649,1415682.3521,1797.8897,1739.6133,570.1513,28889.6577,14057.2315,0.0,full_run_0126,ok
1.0,1.0,1.0,1.0,1.0,,0.85,1.2,1.0,1.5,1.8,1.0,1.0,1.0,1.4,1.0,1.0,1.0,1.0,4.0,1.0,1.0,0.8,1.0,False,True,987820.188,0.987567,0.001447,0.010987,1043.5531,969130.547,0.415376,7921.5175,1191954.9206,1785.0,21264.6758,29514.398,29514.398,50452.4367,2191.8421,1177135.1257,1190230.6668,1002722.4994,2083.8183,1724.2538,741.4469,27160.169,13095.5411,0.0,full_run_0127,ok
1.0,1.0,1.0,1.0,1.0,,1.2,1.2,1.0,1.5,1.8,1.0,1.0,1.0,1.4,1.0,1.0,1.0,1.0,4.0,1.0,1.0,0.8,1.0,False,True,1398922.7979,0.988219,0.001358,0.010422,1066.0645,1380155.4028,0.402765,9775.3644,1687344.3565,1785.0,29728.5883,41381.6706,41381.6706,25683.1526,3080.2693,1667466.5783,1685052.3389,1415682.3521,2176.1107,2292.0176,718.9355,35931.833,17585.7606,0.0,full_run_0128,ok
1.0,1.0,1.0,1.0,1.0,,0.85,0.85,1.0,0.5,0.7,1.0,1.0,1.0,0.8,1.0,1.0,1.0,1.0,1.0,1.0,0.85,1.3,1.0,False,True,714989.0888,0.979413,0.002242,0.018345,578.4035,709168.7043,0.542538,13087.5328,870850.8227,1264.375,32197.8012,32351.1837,32351.1837,70989.1616,2373.1116,852922.6848,868898.3821,724622.9465,2331.717,1952.4406,685.9715,33215.3652,15975.6973,5861.535,full_run_0129,ok
1.0,1.0,1.0,1.0,1.0,,1.2,0.85,1.0,0.5,0.7,1.0,1.0,1.0,0.8,1.0,1.0,1.0,1.0,1.0,1.0,0.85,1.3,1.0,False,True,1010571.8114,0.980872,0.002115,0.017014,482.4327,1001779.3936,0.618442,16214.2592,1229651.5162,1264.375,45026.0608,45267.4363,45267.4363,15803.0933,3352.2668,1206130.1545,1227051.0481,1023071.2186,2503.3279,2600.4681,781.9423,42829.7183,20920.8936,7558.1856,full_run_0130,ok
1.0,1.0,1.0,1.0,1.0,,0.85,1.2,1.0,0.5,0.7,1.0,1.0,1.0,0.8,1.0,1.0,1.0,1.0,1.0,1.0,0.85,1.3,1.0,False,True,714151.4197,0.978858,0.002304,0.018838,1086.4988,708267.0308,0.391317,13523.2397,870498.9906,1785.0,32993.3731,33146.7556,33146.7556,82521.5721,2437.1057,852094.8222,868493.0407,724622.9465,2377.228,2005.9499,698.5012,34164.1822,16398.2185,6028.9733,full_run_0131,ok
1.0,1.0,1.0,1.0,1.0,,1.2,1.2,1.0,0.5,0.7,1.0,1.0,1.0,0.8,1.0,1.0,1.0,1.0,1.0,1.0,0.85,1.3,1.0,False,True,1006625.1968,0.980526,0.00222,0.017254,848.2209,1004627.8877,0.524806,22545.9317,1226604.2924,1785.0,44010.4953,44463.0812,44463.0812,96705.1013,3372.3587,1202717.2018,1223880.9083,1023071.2186,2724.3329,2723.384,936.7791,43916.0882,21163.7065,7749.8979,full_run_0132,ok
1.0,1.0,1.0,1.0,1.0,,0.85,0.85,1.0,1.5,0.7,1.0,1.0,1.0,0.8,1.0,1.0,1.0,1.0,1.0,1.0,0.85,1.3,1.0,False,True,715397.3795,0.978912,0.002402,0.018686,582.307,710405.3493,0.539451,13531.0474,871802.0171,1264.375,33794.7133,34863.4083,34863.4083,2.9242,2581.15,853417.3949,869707.5688,724622.9465,2335.6788,2094.4483,682.068,33661.988,16290.1739,5940.3508,full_run_0133,ok
1.0,1.0,1.0,1.0,1.0,,1.2,0.85,1.0,1.5,0.7,1.0,1.0,1.0,0.8,1.0,1.0,1.0,1.0,1.0,1.0,0.85,1.3,1.0,False,True,1012106.3619,0.981068,0.002099,0.016833,484.3403,1006338.1426,0.616933,18030.2195,1231329.5636,1264.375,46578.4633,46653.1498,46653.1498,0.0,3395.8413,1208018.28,1228744.9673,1023071.2186,2495.4043,2584.5963,780.0347,42299.3308,20726.6872,7464.5878,full_run_0134,ok
1.0,1.0,1.0,1.0,1.0,,0.85,1.2,1.0,1.5,0.7,1.0,1.0,1.0,0.8,1.0,1.0,1.0,1.0,1.0,1.0,0.85,1.3,1.0,False,True,714805.8318,0.979495,0.002368,0.018137,1089.3612,707713.1396,0.389714,12275.7055,870733.5077,1785.0,31314.2073,32705.6073,32705.6073,78.3305,2461.1463,852879.3301,868671.9485,724622.9465,2365.3426,2061.5592,695.6388,32869.4567,15792.6184,5800.4924,full_run_0135,ok
1.0,1.0,1.0,1.0,1.0,,1.2,1.2,1.0,1.5,0.7,1.0,1.0,1.0,0.8,1.0,1.0,1.0,1.0,1.0,1.0,0.85,1.3,1.0,False,True,1007204.3745,0.980598,0.002317,0.017085,820.8212,1003577.3972,0.540156,21793.4804,1227206.4954,1785.0,42781.3017,43567.6556,43567.6556,0.2512,3442.0628,1203395.81,1224362.6708,1023071.2186,2716.4093,2843.8246,964.1788,43581.1365,20966.8608,7690.7888,full_run_0136,ok
1.0,1.0,1.0,1.0,1.0,,0.85,0.85,1.0,0.5,1.8,1.0,1.0,1.0,0.8,1.0,1.0,1.0,1.0,1.0,1.0,0.85,1.3,1.0,False,True,714730.8254,0.979725,0.002416,0.017859,610.1509,708743.7415,0.517429,12327.7334,870274.2265,1264.375,30143.0849,39087.028,39087.028,166315.857,2834.9372,852629.8151,868171.8794,724622.9465,2323.7934,2102.3471,654.2241,31691.0499,15542.0643,5592.5382,full_run_0137,ok
1.0,1.0,1.0,1.0,1.0,,1.2,0.85,1.0,0.5,1.8,1.0,1.0,1.0,0.8,1.0,1.0,1.0,1.0,1.0,1.0,0.85,1.3,1.0,False,True,1010363.3112,0.980723,0.002283,0.016994,471.5026,1000060.6295,0.627086,15813.0004,1229648.9352,1264.375,42260.3644,53183.1355,53183.1355,122214.502,3918.3364,1205944.7553,1226841.1049,1023071.2186,2495.4043,2807.8302,792.8724,42069.2847,20896.3497,7423.9914,full_run_0138,ok
1.0,1.0,1.0,1.0,1.0,,0.85,1.2,1.0,0.5,1.8,1.0,1.0,1.0,0.8,1.0,1.0,1.0,1.0,1.0,1.0,0.85,1.3,1.0,False,True,714235.0348,0.979508,0.002447,0.018045,1092.2236,710420.9331,0.38811,14663.7243,870065.7906,1785.0,30456.4675,39394.2877,39394.2877,176283.0935,2860.9226,852236.7928,867936.756,724622.9465,2361.3808,2129.0346,692.7764,32110.912,15699.9632,5666.6315,full_run_0139,ok
1.0,1.0,1.0,1.0,1.0,,1.2,1.2,1.0,0.5,1.8,1.0,1.0,1.0,0.8,1.0,1.0,1.0,1.0,1.0,1.0,0.85,1.3,1.0,False,True,1006287.5359,0.980337,0.002395,0.017268,845.3586,999386.9656,0.52641,16799.2574,1226458.0265,1785.0,43059.1438,53693.5338,53693.5338,228908.0558,4000.8054,1202342.3844,1223520.3848,1023071.2186,2716.4093,2937.6416,939.6414,43154.9364,21178.0004,7615.577,full_run_0140,ok
1.0,1.0,1.0,1.0,1.0,,0.85,0.85,1.0,1.5,1.8,1.0,1.0,1.0,0.8,1.0,1.0,1.0,1.0,1.0,1.0,0.85,1.3,1.0,False,True,721857.1547,0.978464,0.002829,0.018707,566.9539,724725.2931,0.551594,19437.7248,880143.9804,1264.375,41667.2933,41838.9269,41838.9269,23384.9435,3254.7409,861189.2679,877654.1824,724622.9465,2331.717,2489.798,697.4211,33429.2641,16464.9145,5899.2819,full_run_0141,ok
1.0,1.0,1.0,1.0,1.0,,1.2,0.85,1.0,1.5,1.8,1.0,1.0,1.0,0.8,1.0,1.0,1.0,1.0,1.0,1.0,0.85,1.3,1.0,False,True,1019477.8916,0.980668,0.002447,0.016885,462.9154,1014634.96,0.633878,21948.6445,1240870.5856,1264.375,51077.8749,51268.3244,51268.3244,14808.5528,4025.3158,1216881.8972,1237834.4185,1023071.2186,2495.4043,3036.1671,801.4596,42383.9861,20952.5213,7479.527,full_run_0142,ok
1.0,1.0,1.0,1.0,1.0,,0.85,1.2,1.0,1.5,1.8,1.0,1.0,1.0,0.8,1.0,1.0,1.0,1.0,1.0,1.0,0.85,1.3,1.0,False,True,721615.5065,0.97815,0.002889,0.018961,1086.4988,726276.6205,0.391317,21097.6506,880320.3961,1785.0,42602.8709,42763.7355,42763.7355,25545.6633,3323.7084,861085.0847,877776.8735,724622.9465,2369.3044,2543.5226,698.5012,33942.1725,16691.7887,5989.7952,full_run_0143,ok
1.0,1.0,1.0,1.0,1.0,,1.2,1.2,1.0,1.5,1.8,1.0,1.0,1.0,0.8,1.0,1.0,1.0,1.0,1.0,1.0,0.85,1.3,1.0,False,True,1018579.9194,0.979653,0.002786,0.017561,869.8959,1023315.7897,0.512663,25903.8726,1242361.3958,1785.0,59148.4438,59592.7644,59592.7644,33063.8307,4666.5114,1217083.0568,1238899.7734,1023071.2186,2720.3711,3461.6224,915.1041,44011.2109,21816.7166,7766.6843,full_run_0144,ok
1.0,1.0,1.0,1.0,1.0,,0.85,0.85,1.0,0.5,0.7,1.0,1.0,1.0,1.4,1.0,1.0,1.0,1.0,1.0,1.0,0.85,1.3,1.0,False,True,973933.5377,0.982967,0.001905,0.015128,592.8824,955233.7892,0.531087,9890.8742,1181815.7733,1264.375,35646.6649,39774.3499,39774.3499,119249.0833,2896.7755,1161685.8964,1179564.2633,986563.4098,2501.4987,2251.5099,671.4926,36654.8433,17878.3669,6468.5018,full_run_0145,ok
1.0,1.0,1.0,1.0,1.0,,1.2,0.85,1.0,0.5,0.7,1.0,1.0,1.0,1.4,1.0,1.0,1.0,1.0,1.0,1.0,0.85,1.3,1.0,False,True,1379689.9416,0.98519,0.001638,0.013172,586.8693,1360110.5236,0.535842,10655.3773,1670445.0848,1264.375,45301.3188,48631.4524,48631.4524,15833.3144,3589.3124,1645706.2282,1667708.9203,1392869.5197,2556.7971,2736.1645,677.5057,44936.6363,22002.6921,7929.9946,full_run_0146,ok
1.0,1.0,1.0,1.0,1.0,,0.85,1.2,1.0,0.5,0.7,1.0,1.0,1.0,1.4,1.0,1.0,1.0,1.0,1.0,1.0,0.85,1.3,1.0,False,True,972659.6027,0.982839,0.001936,0.015225,1109.4625,953848.8959,0.378452,8869.9788,1180685.6204,1785.0,35960.0475,40087.7325,40087.7325,141960.4126,2930.2875,1160424.0306,1178399.5183,986563.4098,2536.7836,2286.1021,675.5375,36992.8871,17975.4877,6528.1565,full_run_0147,ok
1.0,1.0,1.0,1.0,1.0,,1.2,1.2,1.0,0.5,0.7,1.0,1.0,1.0,1.4,1.0,1.0,1.0,1.0,1.0,1.0,0.85,1.3,1.0,False,True,1370527.5449,0.983103,0.001934,0.014963,880.3505,1345370.9532,0.506806,11837.6981,1664764.488,1785.0,50828.9038,56892.2698,56892.2698,166880.2529,4236.2624,1636635.4733,1661544.5593,1392869.5197,2962.6386,3219.9286,904.6495,50903.2018,24909.0861,8982.918,full_run_0148,ok
1.0,1.0,1.0,1.0,1.0,,0.85,0.85,1.0,1.5,0.7,1.0,1.0,1.0,1.4,1.0,1.0,1.0,1.0,1.0,1.0,0.85,1.3,1.0,False,True,975936.0086,0.979765,0.002128,0.018107,595.5707,960617.3464,0.52896,15019.2919,1188151.2202,1264.375,44489.1397,44555.5488,44555.5488,2.9242,3240.0369,1164109.2863,1185622.9362,986563.4098,2499.1962,2528.284,668.8043,44095.7949,21513.6499,7781.6109,full_run_0149,ok
1.0,1.0,1.0,1.0,1.0,,1.2,0.85,1.0,1.5,0.7,1.0,1.0,1.0,1.4,1.0,1.0,1.0,1.0,1.0,1.0,0.85,1.3,1.0,False,True,1381259.4543,0.984931,0.001588,0.013481,593.6334,1364400.5179,0.530493,14989.3028,1672803.5949,1264.375,46743.0681,46851.6896,46851.6896,0.0,3418.0757,1647595.543,1670147.2136,1392869.5197,2556.7971,2656.3813,670.7416,46205.2142,22551.6706,8153.8613,full_run_0150,ok
1.0,1.0,1.0,1.0,1.0,,0.85,1.2,1.0,1.5,0.7,1.0,1.0,1.0,1.4,1.0,1.0,1.0,1.0,1.0,1.0,0.85,1.3,1.0,False,True,974898.8263,0.979524,0.002212,0.018264,1094.1094,961048.3674,0.387054,13734.1335,1187449.7457,1785.0,46705.8444,46788.2327,46788.2327,269.9317,3410.3515,1163135.1007,1184822.5666,986563.4098,2532.8218,2627.1791,690.8906,44368.6547,21687.4659,7829.7626,full_run_0151,ok
1.0,1.0,1.0,1.0,1.0,,1.2,1.2,1.0,1.5,0.7,1.0,1.0,1.0,1.4,1.0,1.0,1.0,1.0,1.0,1.0,0.85,1.3,1.0,False,True,1373662.8992,0.980604,0.002171,0.017225,840.8057,1357829.4811,0.52896,20777.1639,1672847.6103,1785.0,63045.649,64023.8629,64023.8629,0.2512,4817.7094,1640400.6587,1669216.1717,1392869.5197,2954.715,3631.4386,944.1943,58742.4387,28815.513,10366.3127,full_run_0152,ok
1.0,1.0,1.0,1.0,1.0,,0.85,0.85,1.0,0.5,1.8,1.0,1.0,1.0,1.4,1.0,1.0,1.0,1.0,1.0,1.0,0.85,1.3,1.0,False,True,972705.3084,0.984849,0.001834,0.013317,625.0336,952095.712,0.505658,6499.2036,1178028.2113,1264.375,30143.0849,39774.3499,39774.3499,233983.7358,2896.7755,1160179.6059,1175867.6032,986563.4098,2499.1962,2160.608,639.3414,31928.0052,15687.9973,5634.3539,full_run_0153,ok
1.0,1.0,1.0,1.0,1.0,,1.2,0.85,1.0,0.5,1.8,1.0,1.0,1.0,1.4,1.0,1.0,1.0,1.0,1.0,1.0,0.85,1.3,1.0,False,True,1377963.7448,0.985606,0.001722,0.012672,577.8965,1356958.506,0.542939,7546.6855,1667625.9818,1264.375,42260.3644,55857.4444,55857.4444,128323.0765,4078.795,1643622.8623,1664754.7016,1392869.5197,2556.7971,2871.2801,686.4785,42381.0251,21131.8393,7479.0044,full_run_0154,ok
1.0,1.0,1.0,1.0,1.0,,0.85,1.2,1.0,0.5,1.8,1.0,1.0,1.0,1.4,1.0,1.0,1.0,1.0,1.0,1.0,0.85,1.3,1.0,False,True,971432.3023,0.984678,0.001866,0.013456,1094.1094,951874.3768,0.387054,6659.5861,1176973.865,1785.0,30456.4675,40087.7325,40087.7325,258279.8828,2930.2875,1158940.3026,1174778.0982,986563.4098,2532.8218,2195.7668,690.8906,32341.2104,15837.7956,5707.2724,full_run_0155,ok
1.0,1.0,1.0,1.0,1.0,,1.2,1.2,1.0,0.5,1.8,1.0,1.0,1.0,1.4,1.0,1.0,1.0,1.0,1.0,1.0,0.85,1.3,1.0,False,True,1368941.7756,0.98499,0.001863,0.013147,840.8057,1342291.4701,0.52896,8723.1728,1659630.6669,1785.0,43059.1438,56892.2698,56892.2698,331204.4529,4236.2624,1634718.7948,1656538.653,1392869.5197,2962.6386,3092.0139,944.1943,44235.5068,21819.8582,7806.2659,full_run_0156,ok
1.0,1.0,1.0,1.0,1.0,,0.85,0.85,1.0,1.5,1.8,1.0,1.0,1.0,1.4,1.0,1.0,1.0,1.0,1.0,1.0,0.85,1.3,1.0,False,True,976466.0892,0.980585,0.00233,0.017085,625.0336,956712.7063,0.505658,10456.5031,1187750.5106,1264.375,41775.7718,47236.4646,47236.4646,23432.9198,3607.1458,1164690.2677,1184983.1923,986563.4098,2499.1962,2767.3183,639.3414,41255.0486,20292.9246,7280.3027,full_run_0157,ok
1.0,1.0,1.0,1.0,1.0,,1.2,0.85,1.0,1.5,1.8,1.0,1.0,1.0,1.4,1.0,1.0,1.0,1.0,1.0,1.0,0.85,1.3,1.0,False,True,1385717.1006,0.984635,0.001845,0.01352,577.8965,1365116.1293,0.542939,11382.1823,1678719.8967,1264.375,51077.8749,51268.3244,51268.3244,14808.5528,4025.3158,1652926.5348,1675622.5429,1392869.5197,2556.7971,3097.3538,686.4785,46202.1015,22696.0081,8153.312,full_run_0158,ok
1.0,1.0,1.0,1.0,1.0,,0.85,1.2,1.0,1.5,1.8,1.0,1.0,1.0,1.4,1.0,1.0,1.0,1.0,1.0,1.0,0.85,1.3,1.0,False,True,974966.4546,0.98011,0.0024,0.017491,1094.1094,956740.1482,0.387054,10868.2931,1186786.6966,1785.0,42750.9801,48814.8795,48814.8795,25625.3829,3725.7609,1163181.2853,1183938.9841,986563.4098,2532.8218,2847.7125,690.8906,42233.0415,20757.6988,7452.8897,full_run_0159,ok
1.0,1.0,1.0,1.0,1.0,,1.2,1.2,1.0,1.5,1.8,1.0,1.0,1.0,1.4,1.0,1.0,1.0,1.0,1.0,1.0,0.85,1.3,1.0,False,True,1374172.711,0.9809,0.00227,0.016829,840.8057,1346405.2845,0.52896,12072.1538,1672940.237,1785.0,59187.3783,64729.5678,64729.5678,33063.8307,4984.9675,1640987.6696,1669142.0145,1392869.5197,2962.6386,3798.2225,944.1943,57294.3978,28154.3449,10110.7761,full_run_0160,ok
1.0,1.0,1.0,1.0,1.0,,0.85,0.85,1.0,0.5,0.7,1.0,1.0,1.0,0.8,1.0,1.0,1.0,1.0,4.0,1.0,0.85,1.3,1.0,False,True,734001.1896,0.99283,0.000874,0.006296,765.8908,719410.5068,0.394253,6361.6297,880378.3499,1264.375,8740.419,10116.314,10116.314,70421.2353,709.0417,874066.1817,879608.9277,740782.0361,1807.4128,769.4222,498.4842,12224.2372,5542.746,2157.2183,full_run_0161,ok
1.0,1.0,1.0,1.0,1.0,,1.2,0.85,1.0,0.5,0.7,1.0,1.0,1.0,0.8,1.0,1.0,1.0,1.0,4.0,1.0,0.85,1.3,1.0,False,True,1039468.5618,0.993646,0.000746,0.005608,764.9628,1025351.2215,0.394987,7263.4647,1246171.511,1264.375,12013.374,13955.814,13955.814,56619.0782,981.4376,1238253.1418,1245241.8393,1045884.0509,1808.9009,929.6716,499.4122,15011.1092,6988.6975,2649.0193,full_run_0162,ok
1.0,1.0,1.0,1.0,1.0,,0.85,1.2,1.0,0.5,0.7,1.0,1.0,1.0,0.8,1.0,1.0,1.0,1.0,4.0,1.0,0.85,1.3,1.0,False,True,729750.3542,0.992322,0.000961,0.006717,1093.8875,716927.498,0.387178,7538.5079,876666.7663,1785.0,9099.1275,10475.0225,10475.0225,95002.3012,756.08,869935.8208,875824.082,740782.0361,1972.2746,842.6843,691.1125,13311.9696,5888.2611,2349.1711,full_run_0163,ok
1.0,1.0,1.0,1.0,1.0,,1.2,1.2,1.0,0.5,0.7,1.0,1.0,1.0,0.8,1.0,1.0,1.0,1.0,4.0,1.0,0.85,1.3,1.0,False,True,1031856.5029,0.993052,0.000846,0.006102,1142.6617,1011139.6409,0.359853,8531.3454,1239371.5864,1785.0,12580.128,14522.568,14522.568,100586.1648,1051.4651,1230760.2913,1238322.9482,1045884.0509,2176.1107,1048.6382,642.3383,16679.8999,7562.6569,2943.5117,full_run_0164,ok
1.0,1.0,1.0,1.0,1.0,,0.85,0.85,1.0,1.5,0.7,1.0,1.0,1.0,0.8,1.0,1.0,1.0,1.0,4.0,1.0,0.85,1.3,1.0,False,True,735854.3463,0.984397,0.001702,0.013902,765.8908,723446.9002,0.394253,10398.0231,890179.7788,1264.375,24211.1441,28334.5483,28334.5483,4960.7068,1992.4191,876289.9697,888665.0253,740782.0361,1807.4128,1514.7535,498.4842,25374.3535,12375.0556,4477.8271,full_run_0165,ok
1.0,1.0,1.0,1.0,1.0,,1.2,0.85,1.0,1.5,0.7,1.0,1.0,1.0,0.8,1.0,1.0,1.0,1.0,4.0,1.0,0.85,1.3,1.0,False,True,1041013.509,0.988374,0.001251,0.010374,764.9628,1028490.0277,0.394987,10402.2709,1254693.6095,1264.375,25669.3995,29945.0753,29945.0753,0.0,2096.5464,1240107.0785,1253123.7628,1045884.0509,1808.9009,1569.8468,499.4122,26618.7308,13016.6843,4697.4231,full_run_0166,ok
1.0,1.0,1.0,1.0,1.0,,0.85,1.2,1.0,1.5,0.7,1.0,1.0,1.0,0.8,1.0,1.0,1.0,1.0,4.0,1.0,0.85,1.3,1.0,False,True,731666.5332,0.983507,0.001882,0.014611,1093.8875,721313.9124,0.387178,11924.9224,886861.2701,1785.0,25140.5525,29235.889,29235.889,26747.1329,2115.0677,872234.4946,885192.5826,740782.0361,1972.2746,1668.6875,691.1125,26947.1809,12958.088,4755.3849,full_run_0167,ok
1.0,1.0,1.0,1.0,1.0,,1.2,1.2,1.0,1.5,0.7,1.0,1.0,1.0,0.8,1.0,1.0,1.0,1.0,4.0,1.0,0.85,1.3,1.0,False,True,1034483.0142,0.984432,0.00176,0.013808,1142.6617,1016881.7862,0.359853,14273.4907,1253423.6064,1785.0,34686.1458,40512.5544,40512.5544,7079.6806,2947.7532,1233910.6014,1251217.8195,1045884.0509,2176.1107,2205.7869,642.3383,35470.015,17307.218,6259.4144,full_run_0168,ok
1.0,1.0,1.0,1.0,1.0,,0.85,0.85,1.0,0.5,1.8,1.0,1.0,1.0,0.8,1.0,1.0,1.0,1.0,4.0,1.0,0.85,1.3,1.0,False,True,733412.5816,0.993423,0.00085,0.005727,809.3853,718708.888,0.359853,5667.6863,879139.3269,1264.375,7373.1515,10116.314,10116.314,78055.6815,709.0417,873357.1617,878391.9357,740782.0361,1807.4128,747.3912,454.9897,11105.5544,5034.774,1959.8037,full_run_0169,ok
1.0,1.0,1.0,1.0,1.0,,1.2,0.85,1.0,0.5,1.8,1.0,1.0,1.0,0.8,1.0,1.0,1.0,1.0,4.0,1.0,0.85,1.3,1.0,False,True,1038696.6176,0.994249,0.000722,0.005029,808.4366,1024649.8281,0.360604,6569.7431,1244481.6112,1264.375,10083.114,13955.814,13955.814,67119.9851,981.4376,1237324.135,1243583.2215,1045884.0509,1808.9009,898.3897,455.9384,13413.862,6259.0865,2367.1521,full_run_0170,ok
1.0,1.0,1.0,1.0,1.0,,0.85,1.2,1.0,0.5,1.8,1.0,1.0,1.0,0.8,1.0,1.0,1.0,1.0,4.0,1.0,0.85,1.3,1.0,False,True,729049.2176,0.992975,0.000938,0.006087,1133.0729,716112.9772,0.365225,6652.8715,875264.5023,1785.0,7723.2325,10475.0225,10475.0225,103628.4253,756.08,869115.8325,874443.4025,740782.0361,1972.2746,821.0998,651.9271,12115.3183,5327.57,2137.9973,full_run_0171,ok
1.0,1.0,1.0,1.0,1.0,,1.2,1.2,1.0,0.5,1.8,1.0,1.0,1.0,0.8,1.0,1.0,1.0,1.0,4.0,1.0,0.85,1.3,1.0,False,True,1030996.9904,0.993717,0.000821,0.005461,1081.2576,1010467.8438,0.394253,7848.7123,1237509.9068,1785.0,10637.688,14522.568,14522.568,111570.6396,1051.4651,1229735.045,1236493.7028,1045884.0509,2176.1107,1016.204,703.7424,14967.4218,6758.6578,2641.3097,full_run_0172,ok
1.0,1.0,1.0,1.0,1.0,,0.85,0.85,1.0,1.5,1.8,1.0,1.0,1.0,0.8,1.0,1.0,1.0,1.0,4.0,1.0,0.85,1.3,1.0,False,True,734431.5618,0.98599,0.001652,0.012358,809.3853,723068.5975,0.359853,10027.3958,887006.8878,1264.375,20503.7184,28728.9252,28728.9252,24396.7478,2020.2859,874579.9379,885541.8667,740782.0361,1807.4128,1465.0211,454.9897,22266.5363,10961.9288,3929.3888,full_run_0173,ok
