record_index,system,component,supplier,role_hint,action,detail
28,Ens. Têtière,A2024 - Aluminium,GATTEFIN,tier1,clean_supplier,name_normalized:GATTEFIN->ETS Gattefin
28,Ens. Têtière,A2024 - Aluminium,Figeac Aero,tier1,clean_supplier,source/site normalization
28,Ens. Têtière,A2024 - Aluminium,Safran,oem,clean_supplier,name_normalized:Safran->Safran Seats / Safran internal group
28,Ens. Têtière,A2024 - Aluminium,Safran Seats / Safran internal group,oem,move_oem_out_of_suppliers,OEM/internal integrator moved to oem_sites
28,Ens. Têtière,A2024 - Aluminium,thyssenkrupp Materials France,tier3_first_transformation,dedupe_supplier,merged duplicate supplier/site/role entry
28,Ens. Têtière,A2024 - Aluminium,JAMCO Aircraft Interiors - Niigata,tier1,dedupe_supplier,merged duplicate supplier/site/role entry
28,Ens. Têtière,A2024 - Aluminium,JAMCO Aircraft Interiors - Miyazaki,tier1,dedupe_supplier,merged duplicate supplier/site/role entry
28,Ens. Têtière,A2024 - Aluminium,JAMCO Philippines Inc.,tier1,dedupe_supplier,merged duplicate supplier/site/role entry
28,Ens. Têtière,A2024 - Aluminium,ETS Gattefin,tier1,dedupe_supplier,merged duplicate supplier/site/role entry
28,Ens. Têtière,A2024 - Aluminium,Figeac Aero,tier1,dedupe_supplier,merged duplicate supplier/site/role entry
28,Ens. Têtière,A2024 - Aluminium,Alcoa,tier4_raw_material,resolve_multiple_primary,kept Alcoa as baseline primary; 1 suppliers retained as alternatives
28,Ens. Têtière,A2024 - Aluminium,AMAG Austria Metall,tier3_first_transformation,resolve_multiple_primary,kept AMAG Austria Metall as baseline primary; 1 suppliers retained as alternatives
28,Ens. Têtière,A2024 - Aluminium,Combigo,tier2_second_transformation,infer_primary_supplier,no primary supplier in role; selected first available baseline supplier
28,Ens. Têtière,A2024 - Aluminium,SUMPAR,tier1,resolve_multiple_primary,kept SUMPAR as baseline primary; 3 suppliers retained as alternatives
29,Accoudoir allée,A5086 - Aluminium,,,normalize_transport,from_supplier_to_safran: ['Camion'] -> ['truck']
29,Accoudoir allée,A5086 - Aluminium,,,normalize_transport,"to_first_transformation: ['Train', 'Camion', 'Bateau'] -> ['rail', 'truck', 'ship']"
29,Accoudoir allée,A5086 - Aluminium,,,normalize_transport,mine_to_refinery: ['Bateau'] -> ['ship']
29,Accoudoir allée,A5086 - Aluminium,Alcoa,tier4_raw_material,clean_supplier,source/site normalization
29,Accoudoir allée,A5086 - Aluminium,Constellium,tier3_first_transformation,clean_supplier,source/site normalization
29,Accoudoir allée,A5086 - Aluminium,Austria metall,transformation,clean_supplier,name_normalized:Austria metall->AMAG Austria Metall
29,Accoudoir allée,A5086 - Aluminium,Hindalco,tier4_raw_material,clean_supplier,name_normalized:Hindalco->Hindalco Industries
29,Accoudoir allée,A5086 - Aluminium,Aluminium Corporation of China,material,clean_supplier,name_normalized:Aluminium Corporation of China->Aluminium Corporation of China / Chalco
29,Accoudoir allée,A5086 - Aluminium,Thyssen group,tier3_first_transformation,clean_supplier,name_normalized:Thyssen group->thyssenkrupp Materials France
29,Accoudoir allée,A5086 - Aluminium,TATA Steel,tier4_raw_material,clean_supplier,name_normalized:TATA Steel->Tata Steel
29,Accoudoir allée,A5086 - Aluminium,Euralliage,tier3_first_transformation,clean_supplier,name_normalized:Euralliage->Euralliage Ile de France
29,Accoudoir allée,A5086 - Aluminium,Thyssen group,tier3_first_transformation,clean_supplier,name_normalized:Thyssen group->thyssenkrupp Materials France
29,Accoudoir allée,A5086 - Aluminium,Figeac Aero,tier1,clean_supplier,source/site normalization
29,Accoudoir allée,A5086 - Aluminium,GATTEFIN,tier1,clean_supplier,name_normalized:GATTEFIN->ETS Gattefin
29,Accoudoir allée,A5086 - Aluminium,SUMPAR,tier2_second_transformation,clean_supplier,role_normalized:tier2_second_transformation->tier1
29,Accoudoir allée,A5086 - Aluminium,Segnere Aero SAS,tier1,clean_supplier,name_normalized:Segnere Aero SAS->Groupe Segnere / SEGNERE Ade
29,Accoudoir allée,A5086 - Aluminium,Figeac Aéro,tier1,clean_supplier,name_normalized:Figeac Aéro->Figeac Aero
29,Accoudoir allée,A5086 - Aluminium,SENIOR AEROSPACE,tier1,clean_supplier,name_normalized:SENIOR AEROSPACE->Senior Aerospace Thailand
29,Accoudoir allée,A5086 - Aluminium,SAFRAN,oem,clean_supplier,name_normalized:SAFRAN->Safran Seats / Safran internal group
29,Accoudoir allée,A5086 - Aluminium,Safran Seats / Safran internal group,oem,move_oem_out_of_suppliers,OEM/internal integrator moved to oem_sites
29,Accoudoir allée,A5086 - Aluminium,Lauak Group,tier1,clean_supplier,name_normalized:Lauak Group->Groupe LAUAK
29,Accoudoir allée,A5086 - Aluminium,GATTEFIN,tier1,clean_supplier,name_normalized:GATTEFIN->ETS Gattefin
29,Accoudoir allée,A5086 - Aluminium,Safran,oem,clean_supplier,name_normalized:Safran->Safran Seats / Safran internal group
29,Accoudoir allée,A5086 - Aluminium,Safran Seats / Safran internal group,oem,move_oem_out_of_suppliers,OEM/internal integrator moved to oem_sites
29,Accoudoir allée,A5086 - Aluminium,thyssenkrupp Materials France,tier3_first_transformation,dedupe_supplier,merged duplicate supplier/site/role entry
29,Accoudoir allée,A5086 - Aluminium,Figeac Aero,tier1,dedupe_supplier,merged duplicate supplier/site/role entry
29,Accoudoir allée,A5086 - Aluminium,JV Group,tier1,dedupe_supplier,merged duplicate supplier/site/role entry
29,Accoudoir allée,A5086 - Aluminium,ETS Gattefin,tier1,dedupe_supplier,merged duplicate supplier/site/role entry
29,Accoudoir allée,A5086 - Aluminium,Safran Seats / Safran internal group,oem,dedupe_oem,merged duplicate supplier/site/role entry
29,Accoudoir allée,A5086 - Aluminium,Alcoa,tier4_raw_material,resolve_multiple_primary,kept Alcoa as baseline primary; 1 suppliers retained as alternatives
29,Accoudoir allée,A5086 - Aluminium,AMAG Austria Metall,tier3_first_transformation,resolve_multiple_primary,kept AMAG Austria Metall as baseline primary; 1 suppliers retained as alternatives
29,Accoudoir allée,A5086 - Aluminium,ESPACE,tier1,resolve_multiple_primary,kept ESPACE as baseline primary; 6 suppliers retained as alternatives
30,Bumper version porte,A5086 - Aluminium,,,normalize_transport,from_supplier_to_safran: ['Camion'] -> ['truck']
30,Bumper version porte,A5086 - Aluminium,,,normalize_transport,"to_first_transformation: ['Train', 'Camion', 'Bateau'] -> ['rail', 'truck', 'ship']"
30,Bumper version porte,A5086 - Aluminium,,,normalize_transport,mine_to_refinery: ['Bateau'] -> ['ship']
30,Bumper version porte,A5086 - Aluminium,Alcoa,tier4_raw_material,clean_supplier,source/site normalization
30,Bumper version porte,A5086 - Aluminium,Constellium,tier3_first_transformation,clean_supplier,source/site normalization
30,Bumper version porte,A5086 - Aluminium,Austria metall,transformation,clean_supplier,name_normalized:Austria metall->AMAG Austria Metall
30,Bumper version porte,A5086 - Aluminium,Hindalco,tier4_raw_material,clean_supplier,name_normalized:Hindalco->Hindalco Industries
30,Bumper version porte,A5086 - Aluminium,Aluminium Corporation of China,material,clean_supplier,name_normalized:Aluminium Corporation of China->Aluminium Corporation of China / Chalco
30,Bumper version porte,A5086 - Aluminium,Thyssen group,tier3_first_transformation,clean_supplier,name_normalized:Thyssen group->thyssenkrupp Materials France
30,Bumper version porte,A5086 - Aluminium,TATA Steel,tier4_raw_material,clean_supplier,name_normalized:TATA Steel->Tata Steel
30,Bumper version porte,A5086 - Aluminium,Euralliage,tier3_first_transformation,clean_supplier,name_normalized:Euralliage->Euralliage Ile de France
30,Bumper version porte,A5086 - Aluminium,Thyssen group,tier3_first_transformation,clean_supplier,name_normalized:Thyssen group->thyssenkrupp Materials France
30,Bumper version porte,A5086 - Aluminium,Figeac Aero,tier1,clean_supplier,source/site normalization
30,Bumper version porte,A5086 - Aluminium,GATTEFIN,tier1,clean_supplier,name_normalized:GATTEFIN->ETS Gattefin
30,Bumper version porte,A5086 - Aluminium,SUMPAR,tier2_second_transformation,clean_supplier,role_normalized:tier2_second_transformation->tier1
30,Bumper version porte,A5086 - Aluminium,Segnere Aero SAS,tier1,clean_supplier,name_normalized:Segnere Aero SAS->Groupe Segnere / SEGNERE Ade
30,Bumper version porte,A5086 - Aluminium,Figeac Aéro,tier1,clean_supplier,name_normalized:Figeac Aéro->Figeac Aero
30,Bumper version porte,A5086 - Aluminium,SENIOR AEROSPACE,tier1,clean_supplier,name_normalized:SENIOR AEROSPACE->Senior Aerospace Thailand
30,Bumper version porte,A5086 - Aluminium,SAFRAN,oem,clean_supplier,name_normalized:SAFRAN->Safran Seats / Safran internal group
30,Bumper version porte,A5086 - Aluminium,Safran Seats / Safran internal group,oem,move_oem_out_of_suppliers,OEM/internal integrator moved to oem_sites
30,Bumper version porte,A5086 - Aluminium,Lauak Group,tier1,clean_supplier,name_normalized:Lauak Group->Groupe LAUAK
30,Bumper version porte,A5086 - Aluminium,GATTEFIN,tier1,clean_supplier,name_normalized:GATTEFIN->ETS Gattefin
30,Bumper version porte,A5086 - Aluminium,Safran,oem,clean_supplier,name_normalized:Safran->Safran Seats / Safran internal group
30,Bumper version porte,A5086 - Aluminium,Safran Seats / Safran internal group,oem,move_oem_out_of_suppliers,OEM/internal integrator moved to oem_sites
30,Bumper version porte,A5086 - Aluminium,thyssenkrupp Materials France,tier3_first_transformation,dedupe_supplier,merged duplicate supplier/site/role entry
30,Bumper version porte,A5086 - Aluminium,Figeac Aero,tier1,dedupe_supplier,merged duplicate supplier/site/role entry
30,Bumper version porte,A5086 - Aluminium,JV Group,tier1,dedupe_supplier,merged duplicate supplier/site/role entry
30,Bumper version porte,A5086 - Aluminium,ETS Gattefin,tier1,dedupe_supplier,merged duplicate supplier/site/role entry
30,Bumper version porte,A5086 - Aluminium,Safran Seats / Safran internal group,oem,dedupe_oem,merged duplicate supplier/site/role entry
30,Bumper version porte,A5086 - Aluminium,Alcoa,tier4_raw_material,resolve_multiple_primary,kept Alcoa as baseline primary; 1 suppliers retained as alternatives
30,Bumper version porte,A5086 - Aluminium,AMAG Austria Metall,tier3_first_transformation,resolve_multiple_primary,kept AMAG Austria Metall as baseline primary; 1 suppliers retained as alternatives
30,Bumper version porte,A5086 - Aluminium,ESPACE,tier1,resolve_multiple_primary,kept ESPACE as baseline primary; 6 suppliers retained as alternatives
31,Ens. Stowage latéral,A5086 - Aluminium,,,normalize_transport,from_supplier_to_safran: ['Camion'] -> ['truck']
31,Ens. Stowage latéral,A5086 - Aluminium,,,normalize_transport,"to_first_transformation: ['Train', 'Camion', 'Bateau'] -> ['rail', 'truck', 'ship']"
31,Ens. Stowage latéral,A5086 - Aluminium,,,normalize_transport,mine_to_refinery: ['Bateau'] -> ['ship']
31,Ens. Stowage latéral,A5086 - Aluminium,Alcoa,tier4_raw_material,clean_supplier,source/site normalization
31,Ens. Stowage latéral,A5086 - Aluminium,Constellium,tier3_first_transformation,clean_supplier,source/site normalization
31,Ens. Stowage latéral,A5086 - Aluminium,Austria metall,transformation,clean_supplier,name_normalized:Austria metall->AMAG Austria Metall
31,Ens. Stowage latéral,A5086 - Aluminium,Hindalco,tier4_raw_material,clean_supplier,name_normalized:Hindalco->Hindalco Industries
31,Ens. Stowage latéral,A5086 - Aluminium,Aluminium Corporation of China,material,clean_supplier,name_normalized:Aluminium Corporation of China->Aluminium Corporation of China / Chalco
31,Ens. Stowage latéral,A5086 - Aluminium,Thyssen group,tier3_first_transformation,clean_supplier,name_normalized:Thyssen group->thyssenkrupp Materials France
31,Ens. Stowage latéral,A5086 - Aluminium,TATA Steel,tier4_raw_material,clean_supplier,name_normalized:TATA Steel->Tata Steel
31,Ens. Stowage latéral,A5086 - Aluminium,Euralliage,tier3_first_transformation,clean_supplier,name_normalized:Euralliage->Euralliage Ile de France
31,Ens. Stowage latéral,A5086 - Aluminium,Thyssen group,tier3_first_transformation,clean_supplier,name_normalized:Thyssen group->thyssenkrupp Materials France
31,Ens. Stowage latéral,A5086 - Aluminium,Figeac Aero,tier1,clean_supplier,source/site normalization
31,Ens. Stowage latéral,A5086 - Aluminium,GATTEFIN,tier1,clean_supplier,name_normalized:GATTEFIN->ETS Gattefin
31,Ens. Stowage latéral,A5086 - Aluminium,SUMPAR,tier2_second_transformation,clean_supplier,role_normalized:tier2_second_transformation->tier1
31,Ens. Stowage latéral,A5086 - Aluminium,Segnere Aero SAS,tier1,clean_supplier,name_normalized:Segnere Aero SAS->Groupe Segnere / SEGNERE Ade
31,Ens. Stowage latéral,A5086 - Aluminium,Figeac Aéro,tier1,clean_supplier,name_normalized:Figeac Aéro->Figeac Aero
31,Ens. Stowage latéral,A5086 - Aluminium,SENIOR AEROSPACE,tier1,clean_supplier,name_normalized:SENIOR AEROSPACE->Senior Aerospace Thailand
31,Ens. Stowage latéral,A5086 - Aluminium,SAFRAN,oem,clean_supplier,name_normalized:SAFRAN->Safran Seats / Safran internal group
31,Ens. Stowage latéral,A5086 - Aluminium,Safran Seats / Safran internal group,oem,move_oem_out_of_suppliers,OEM/internal integrator moved to oem_sites
31,Ens. Stowage latéral,A5086 - Aluminium,Lauak Group,tier1,clean_supplier,name_normalized:Lauak Group->Groupe LAUAK
31,Ens. Stowage latéral,A5086 - Aluminium,GATTEFIN,tier1,clean_supplier,name_normalized:GATTEFIN->ETS Gattefin
31,Ens. Stowage latéral,A5086 - Aluminium,Safran,oem,clean_supplier,name_normalized:Safran->Safran Seats / Safran internal group
31,Ens. Stowage latéral,A5086 - Aluminium,Safran Seats / Safran internal group,oem,move_oem_out_of_suppliers,OEM/internal integrator moved to oem_sites
31,Ens. Stowage latéral,A5086 - Aluminium,thyssenkrupp Materials France,tier3_first_transformation,dedupe_supplier,merged duplicate supplier/site/role entry
31,Ens. Stowage latéral,A5086 - Aluminium,Figeac Aero,tier1,dedupe_supplier,merged duplicate supplier/site/role entry
31,Ens. Stowage latéral,A5086 - Aluminium,JV Group,tier1,dedupe_supplier,merged duplicate supplier/site/role entry
31,Ens. Stowage latéral,A5086 - Aluminium,ETS Gattefin,tier1,dedupe_supplier,merged duplicate supplier/site/role entry
31,Ens. Stowage latéral,A5086 - Aluminium,Safran Seats / Safran internal group,oem,dedupe_oem,merged duplicate supplier/site/role entry
31,Ens. Stowage latéral,A5086 - Aluminium,Alcoa,tier4_raw_material,resolve_multiple_primary,kept Alcoa as baseline primary; 1 suppliers retained as alternatives
31,Ens. Stowage latéral,A5086 - Aluminium,AMAG Austria Metall,tier3_first_transformation,resolve_multiple_primary,kept AMAG Austria Metall as baseline primary; 1 suppliers retained as alternatives
31,Ens. Stowage latéral,A5086 - Aluminium,ESPACE,tier1,resolve_multiple_primary,kept ESPACE as baseline primary; 6 suppliers retained as alternatives
32,ens. equipements lateraux,"velours eu28: polyurethane flexible foam, with flame retardant eu28: pa6.6 fibres",,,normalize_transport,from_supplier_to_safran: ['Camion'] -> ['truck']
32,ens. equipements lateraux,"velours eu28: polyurethane flexible foam, with flame retardant eu28: pa6.6 fibres",,,normalize_transport,"to_first_transformation: ['Train', 'Camion', 'Bateau'] -> ['rail', 'truck', 'ship']"
32,ens. equipements lateraux,"velours eu28: polyurethane flexible foam, with flame retardant eu28: pa6.6 fibres",,,normalize_transport,mine_to_refinery: ['Bateau'] -> ['ship']
32,ens. equipements lateraux,"velours eu28: polyurethane flexible foam, with flame retardant eu28: pa6.6 fibres",Yamazaki Velvet Co.,tier3_first_transformation,clean_supplier,source/site normalization
32,ens. equipements lateraux,"velours eu28: polyurethane flexible foam, with flame retardant eu28: pa6.6 fibres",Toray,tier3_first_transformation,clean_supplier,name_normalized:Toray->Toray Industries
32,ens. equipements lateraux,"velours eu28: polyurethane flexible foam, with flame retardant eu28: pa6.6 fibres",GATTEFIN,tier1,clean_supplier,name_normalized:GATTEFIN->ETS Gattefin
32,ens. equipements lateraux,"velours eu28: polyurethane flexible foam, with flame retardant eu28: pa6.6 fibres",Celso,tier1,clean_supplier,name_normalized:Celso->Celso SAS
32,ens. equipements lateraux,"velours eu28: polyurethane flexible foam, with flame retardant eu28: pa6.6 fibres",Safran,oem,clean_supplier,name_normalized:Safran->Safran Seats / Safran internal group
32,ens. equipements lateraux,"velours eu28: polyurethane flexible foam, with flame retardant eu28: pa6.6 fibres",Safran Seats / Safran internal group,oem,move_oem_out_of_suppliers,OEM/internal integrator moved to oem_sites
33,Ens. Structure fauteuil,4140 (acier),,,normalize_transport,from_supplier_to_safran: ['Camion'] -> ['truck']
33,Ens. Structure fauteuil,4140 (acier),,,normalize_transport,"to_first_transformation: ['Train', 'Camion', 'Bateau'] -> ['rail', 'truck', 'ship']"
33,Ens. Structure fauteuil,4140 (acier),,,normalize_transport,mine_to_refinery: ['Bateau'] -> ['ship']
33,Ens. Structure fauteuil,4140 (acier),Saarstahl,tier4_raw_material,clean_supplier,source/site normalization
33,Ens. Structure fauteuil,4140 (acier),Arcelor Mittal,material,clean_supplier,name_normalized:Arcelor Mittal->ArcelorMittal
33,Ens. Structure fauteuil,4140 (acier),Krupp,tier3_first_transformation,clean_supplier,source/site normalization
33,Ens. Structure fauteuil,4140 (acier),China Baowu,material,clean_supplier,name_normalized:China Baowu->China Baowu / Baosteel
33,Ens. Structure fauteuil,4140 (acier),Thyssen group,tier3_first_transformation,clean_supplier,name_normalized:Thyssen group->thyssenkrupp Materials France
33,Ens. Structure fauteuil,4140 (acier),TATA Steel,tier4_raw_material,clean_supplier,name_normalized:TATA Steel->Tata Steel
33,Ens. Structure fauteuil,4140 (acier),Aubert&Duval,tier3_first_transformation,clean_supplier,name_normalized:Aubert&Duval->Aubert & Duval
33,Ens. Structure fauteuil,4140 (acier),Thyssen group,tier3_first_transformation,clean_supplier,name_normalized:Thyssen group->thyssenkrupp Materials France
33,Ens. Structure fauteuil,4140 (acier),Aubert&Duval,tier3_first_transformation,clean_supplier,name_normalized:Aubert&Duval->Aubert & Duval
33,Ens. Structure fauteuil,4140 (acier),SENIOR AEROSPACE,tier1,clean_supplier,name_normalized:SENIOR AEROSPACE->Senior Aerospace Thailand
33,Ens. Structure fauteuil,4140 (acier),Lauak Group,tier1,clean_supplier,name_normalized:Lauak Group->Groupe LAUAK
33,Ens. Structure fauteuil,4140 (acier),SUMPAR,tier2_second_transformation,clean_supplier,role_normalized:tier2_second_transformation->tier1
33,Ens. Structure fauteuil,4140 (acier),Safran,oem,clean_supplier,name_normalized:Safran->Safran Seats / Safran internal group
33,Ens. Structure fauteuil,4140 (acier),Safran Seats / Safran internal group,oem,move_oem_out_of_suppliers,OEM/internal integrator moved to oem_sites
33,Ens. Structure fauteuil,4140 (acier),thyssenkrupp Materials France,tier3_first_transformation,dedupe_supplier,merged duplicate supplier/site/role entry
33,Ens. Structure fauteuil,4140 (acier),Aubert & Duval,tier3_first_transformation,dedupe_supplier,merged duplicate supplier/site/role entry
33,Ens. Structure fauteuil,4140 (acier),Saarstahl,tier4_raw_material,resolve_multiple_primary,kept Saarstahl as baseline primary; 1 suppliers retained as alternatives
33,Ens. Structure fauteuil,4140 (acier),Senior Aerospace Thailand,tier1,resolve_multiple_primary,kept Senior Aerospace Thailand as baseline primary; 1 suppliers retained as alternatives
34,Habillage sous fauteuil,A5086 - Aluminium,,,normalize_transport,from_supplier_to_safran: ['Camion'] -> ['truck']
34,Habillage sous fauteuil,A5086 - Aluminium,,,normalize_transport,"to_first_transformation: ['Train', 'Camion', 'Bateau'] -> ['rail', 'truck', 'ship']"
34,Habillage sous fauteuil,A5086 - Aluminium,,,normalize_transport,mine_to_refinery: ['Bateau'] -> ['ship']
34,Habillage sous fauteuil,A5086 - Aluminium,Alcoa,tier4_raw_material,clean_supplier,source/site normalization
34,Habillage sous fauteuil,A5086 - Aluminium,Constellium,tier3_first_transformation,clean_supplier,source/site normalization
34,Habillage sous fauteuil,A5086 - Aluminium,Austria metall,transformation,clean_supplier,name_normalized:Austria metall->AMAG Austria Metall
34,Habillage sous fauteuil,A5086 - Aluminium,Hindalco,tier4_raw_material,clean_supplier,name_normalized:Hindalco->Hindalco Industries
34,Habillage sous fauteuil,A5086 - Aluminium,Aluminium Corporation of China,material,clean_supplier,name_normalized:Aluminium Corporation of China->Aluminium Corporation of China / Chalco
34,Habillage sous fauteuil,A5086 - Aluminium,Thyssen group,tier3_first_transformation,clean_supplier,name_normalized:Thyssen group->thyssenkrupp Materials France
34,Habillage sous fauteuil,A5086 - Aluminium,TATA Steel,tier4_raw_material,clean_supplier,name_normalized:TATA Steel->Tata Steel
34,Habillage sous fauteuil,A5086 - Aluminium,Euralliage,tier3_first_transformation,clean_supplier,name_normalized:Euralliage->Euralliage Ile de France
34,Habillage sous fauteuil,A5086 - Aluminium,Thyssen group,tier3_first_transformation,clean_supplier,name_normalized:Thyssen group->thyssenkrupp Materials France
34,Habillage sous fauteuil,A5086 - Aluminium,Figeac Aero,tier1,clean_supplier,source/site normalization
34,Habillage sous fauteuil,A5086 - Aluminium,GATTEFIN,tier1,clean_supplier,name_normalized:GATTEFIN->ETS Gattefin
34,Habillage sous fauteuil,A5086 - Aluminium,SUMPAR,tier2_second_transformation,clean_supplier,role_normalized:tier2_second_transformation->tier1
34,Habillage sous fauteuil,A5086 - Aluminium,Segnere Aero SAS,tier1,clean_supplier,name_normalized:Segnere Aero SAS->Groupe Segnere / SEGNERE Ade
34,Habillage sous fauteuil,A5086 - Aluminium,Figeac Aéro,tier1,clean_supplier,name_normalized:Figeac Aéro->Figeac Aero
34,Habillage sous fauteuil,A5086 - Aluminium,SENIOR AEROSPACE,tier1,clean_supplier,name_normalized:SENIOR AEROSPACE->Senior Aerospace Thailand
34,Habillage sous fauteuil,A5086 - Aluminium,SAFRAN,oem,clean_supplier,name_normalized:SAFRAN->Safran Seats / Safran internal group
34,Habillage sous fauteuil,A5086 - Aluminium,Safran Seats / Safran internal group,oem,move_oem_out_of_suppliers,OEM/internal integrator moved to oem_sites
34,Habillage sous fauteuil,A5086 - Aluminium,Lauak Group,tier1,clean_supplier,name_normalized:Lauak Group->Groupe LAUAK
34,Habillage sous fauteuil,A5086 - Aluminium,GATTEFIN,tier1,clean_supplier,name_normalized:GATTEFIN->ETS Gattefin
34,Habillage sous fauteuil,A5086 - Aluminium,Safran,oem,clean_supplier,name_normalized:Safran->Safran Seats / Safran internal group
34,Habillage sous fauteuil,A5086 - Aluminium,Safran Seats / Safran internal group,oem,move_oem_out_of_suppliers,OEM/internal integrator moved to oem_sites
34,Habillage sous fauteuil,A5086 - Aluminium,thyssenkrupp Materials France,tier3_first_transformation,dedupe_supplier,merged duplicate supplier/site/role entry
34,Habillage sous fauteuil,A5086 - Aluminium,Figeac Aero,tier1,dedupe_supplier,merged duplicate supplier/site/role entry
34,Habillage sous fauteuil,A5086 - Aluminium,JV Group,tier1,dedupe_supplier,merged duplicate supplier/site/role entry
34,Habillage sous fauteuil,A5086 - Aluminium,ETS Gattefin,tier1,dedupe_supplier,merged duplicate supplier/site/role entry
34,Habillage sous fauteuil,A5086 - Aluminium,Safran Seats / Safran internal group,oem,dedupe_oem,merged duplicate supplier/site/role entry
34,Habillage sous fauteuil,A5086 - Aluminium,Alcoa,tier4_raw_material,resolve_multiple_primary,kept Alcoa as baseline primary; 1 suppliers retained as alternatives
34,Habillage sous fauteuil,A5086 - Aluminium,AMAG Austria Metall,tier3_first_transformation,resolve_multiple_primary,kept AMAG Austria Metall as baseline primary; 1 suppliers retained as alternatives
34,Habillage sous fauteuil,A5086 - Aluminium,ESPACE,tier1,resolve_multiple_primary,kept ESPACE as baseline primary; 6 suppliers retained as alternatives
35,Manchette acc. Mobile,A5086 - Aluminium,,,normalize_transport,from_supplier_to_safran: ['Camion'] -> ['truck']
35,Manchette acc. Mobile,A5086 - Aluminium,,,normalize_transport,"to_first_transformation: ['Train', 'Camion', 'Bateau'] -> ['rail', 'truck', 'ship']"
35,Manchette acc. Mobile,A5086 - Aluminium,,,normalize_transport,mine_to_refinery: ['Bateau'] -> ['ship']
35,Manchette acc. Mobile,A5086 - Aluminium,Alcoa,tier4_raw_material,clean_supplier,source/site normalization
35,Manchette acc. Mobile,A5086 - Aluminium,Constellium,tier3_first_transformation,clean_supplier,source/site normalization
35,Manchette acc. Mobile,A5086 - Aluminium,Austria metall,transformation,clean_supplier,name_normalized:Austria metall->AMAG Austria Metall
35,Manchette acc. Mobile,A5086 - Aluminium,Hindalco,tier4_raw_material,clean_supplier,name_normalized:Hindalco->Hindalco Industries
35,Manchette acc. Mobile,A5086 - Aluminium,Aluminium Corporation of China,material,clean_supplier,name_normalized:Aluminium Corporation of China->Aluminium Corporation of China / Chalco
35,Manchette acc. Mobile,A5086 - Aluminium,Thyssen group,tier3_first_transformation,clean_supplier,name_normalized:Thyssen group->thyssenkrupp Materials France
35,Manchette acc. Mobile,A5086 - Aluminium,TATA Steel,tier4_raw_material,clean_supplier,name_normalized:TATA Steel->Tata Steel
35,Manchette acc. Mobile,A5086 - Aluminium,Euralliage,tier3_first_transformation,clean_supplier,name_normalized:Euralliage->Euralliage Ile de France
35,Manchette acc. Mobile,A5086 - Aluminium,Thyssen group,tier3_first_transformation,clean_supplier,name_normalized:Thyssen group->thyssenkrupp Materials France
35,Manchette acc. Mobile,A5086 - Aluminium,Figeac Aero,tier1,clean_supplier,source/site normalization
35,Manchette acc. Mobile,A5086 - Aluminium,GATTEFIN,tier1,clean_supplier,name_normalized:GATTEFIN->ETS Gattefin
35,Manchette acc. Mobile,A5086 - Aluminium,SUMPAR,tier2_second_transformation,clean_supplier,role_normalized:tier2_second_transformation->tier1
35,Manchette acc. Mobile,A5086 - Aluminium,Segnere Aero SAS,tier1,clean_supplier,name_normalized:Segnere Aero SAS->Groupe Segnere / SEGNERE Ade
35,Manchette acc. Mobile,A5086 - Aluminium,Figeac Aéro,tier1,clean_supplier,name_normalized:Figeac Aéro->Figeac Aero
35,Manchette acc. Mobile,A5086 - Aluminium,SENIOR AEROSPACE,tier1,clean_supplier,name_normalized:SENIOR AEROSPACE->Senior Aerospace Thailand
35,Manchette acc. Mobile,A5086 - Aluminium,SAFRAN,oem,clean_supplier,name_normalized:SAFRAN->Safran Seats / Safran internal group
35,Manchette acc. Mobile,A5086 - Aluminium,Safran Seats / Safran internal group,oem,move_oem_out_of_suppliers,OEM/internal integrator moved to oem_sites
35,Manchette acc. Mobile,A5086 - Aluminium,Lauak Group,tier1,clean_supplier,name_normalized:Lauak Group->Groupe LAUAK
35,Manchette acc. Mobile,A5086 - Aluminium,GATTEFIN,tier1,clean_supplier,name_normalized:GATTEFIN->ETS Gattefin
35,Manchette acc. Mobile,A5086 - Aluminium,Safran,oem,clean_supplier,name_normalized:Safran->Safran Seats / Safran internal group
35,Manchette acc. Mobile,A5086 - Aluminium,Safran Seats / Safran internal group,oem,move_oem_out_of_suppliers,OEM/internal integrator moved to oem_sites
35,Manchette acc. Mobile,A5086 - Aluminium,thyssenkrupp Materials France,tier3_first_transformation,dedupe_supplier,merged duplicate supplier/site/role entry
35,Manchette acc. Mobile,A5086 - Aluminium,Figeac Aero,tier1,dedupe_supplier,merged duplicate supplier/site/role entry
35,Manchette acc. Mobile,A5086 - Aluminium,JV Group,tier1,dedupe_supplier,merged duplicate supplier/site/role entry
35,Manchette acc. Mobile,A5086 - Aluminium,ETS Gattefin,tier1,dedupe_supplier,merged duplicate supplier/site/role entry
35,Manchette acc. Mobile,A5086 - Aluminium,Safran Seats / Safran internal group,oem,dedupe_oem,merged duplicate supplier/site/role entry
35,Manchette acc. Mobile,A5086 - Aluminium,Alcoa,tier4_raw_material,resolve_multiple_primary,kept Alcoa as baseline primary; 1 suppliers retained as alternatives
35,Manchette acc. Mobile,A5086 - Aluminium,AMAG Austria Metall,tier3_first_transformation,resolve_multiple_primary,kept AMAG Austria Metall as baseline primary; 1 suppliers retained as alternatives
