case_id,case_input,case_output_dir,kpi::avg_inventory,kpi::cost_share_holding,kpi::cost_share_purchase,kpi::cost_share_transport,kpi::ending_backlog,kpi::ending_inventory,kpi::fill_rate,kpi::total_arrived,kpi::total_cost,kpi::total_demand,kpi::total_estimated_source_ordered_qty,kpi::total_estimated_source_rejected_qty,kpi::total_estimated_source_replenished_qty,kpi::total_external_procured_arrived_qty,kpi::total_external_procured_ordered_qty,kpi::total_external_procured_qty,kpi::total_external_procured_rejected_qty,kpi::total_external_procurement_cost,kpi::total_holding_cost,kpi::total_logistics_cost,kpi::total_opening_stock_bootstrap_qty,kpi::total_produced,kpi::total_purchase_cost,kpi::total_served,kpi::total_shipped,kpi::total_supplier_capacity_binding_qty,kpi::total_transport_cost,kpi::total_unreliable_loss_qty,level,parameter_group,parameter_key,parameter_label,realism_focus,status
external_procurement_enabled_1_0,/workspaces/lca-simu/etudecas/simulation/sensibility/reference_baseline_threshold_compact/cases/external_procurement_enabled_1_0/input_case.json,/workspaces/lca-simu/etudecas/simulation/sensibility/reference_baseline_threshold_compact/cases/external_procurement_enabled_1_0/simulation_output,8253511.0415,0.995563,0.000718,0.003719,843.2095,8024596.4229,0.95154,157399.3277,19256325.8659,17400.0,49570.1,0.0,47944.2243,0.0,0.0,0.0,0.0,0.0,19170880.3166,19242495.8784,8523781.9898,94445.1496,13829.9875,16556.7905,160731.6544,0.0,71615.5618,0.0,1.0,global,external_procurement_enabled,Appro externe activee,model_protection,ok
external_procurement_daily_cap_days_scale_0_4,/workspaces/lca-simu/etudecas/simulation/sensibility/reference_baseline_threshold_compact/cases/external_procurement_daily_cap_days_scale_0_4/input_case.json,/workspaces/lca-simu/etudecas/simulation/sensibility/reference_baseline_threshold_compact/cases/external_procurement_daily_cap_days_scale_0_4/simulation_output,8253511.0415,0.995563,0.000718,0.003719,843.2095,8024596.4229,0.95154,157399.3277,19256325.8659,17400.0,49570.1,0.0,47944.2243,0.0,0.0,0.0,0.0,0.0,19170880.3166,19242495.8784,8523781.9898,94445.1496,13829.9875,16556.7905,160731.6544,0.0,71615.5618,0.0,0.4,global,external_procurement_daily_cap_days_scale,Capacite appro externe,model_protection,ok
external_procurement_daily_cap_days_scale_0_7,/workspaces/lca-simu/etudecas/simulation/sensibility/reference_baseline_threshold_compact/cases/external_procurement_daily_cap_days_scale_0_7/input_case.json,/workspaces/lca-simu/etudecas/simulation/sensibility/reference_baseline_threshold_compact/cases/external_procurement_daily_cap_days_scale_0_7/simulation_output,8253511.0415,0.995563,0.000718,0.003719,843.2095,8024596.4229,0.95154,157399.3277,19256325.8659,17400.0,49570.1,0.0,47944.2243,0.0,0.0,0.0,0.0,0.0,19170880.3166,19242495.8784,8523781.9898,94445.1496,13829.9875,16556.7905,160731.6544,0.0,71615.5618,0.0,0.7,global,external_procurement_daily_cap_days_scale,Capacite appro externe,model_protection,ok
external_procurement_daily_cap_days_scale_1_0,/workspaces/lca-simu/etudecas/simulation/sensibility/reference_baseline_threshold_compact/cases/external_procurement_daily_cap_days_scale_1_0/input_case.json,/workspaces/lca-simu/etudecas/simulation/sensibility/reference_baseline_threshold_compact/cases/external_procurement_daily_cap_days_scale_1_0/simulation_output,8253511.0415,0.995563,0.000718,0.003719,843.2095,8024596.4229,0.95154,157399.3277,19256325.8659,17400.0,49570.1,0.0,47944.2243,0.0,0.0,0.0,0.0,0.0,19170880.3166,19242495.8784,8523781.9898,94445.1496,13829.9875,16556.7905,160731.6544,0.0,71615.5618,0.0,1.0,global,external_procurement_daily_cap_days_scale,Capacite appro externe,model_protection,ok
external_procurement_daily_cap_days_scale_1_3,/workspaces/lca-simu/etudecas/simulation/sensibility/reference_baseline_threshold_compact/cases/external_procurement_daily_cap_days_scale_1_3/input_case.json,/workspaces/lca-simu/etudecas/simulation/sensibility/reference_baseline_threshold_compact/cases/external_procurement_daily_cap_days_scale_1_3/simulation_output,8253511.0415,0.995563,0.000718,0.003719,843.2095,8024596.4229,0.95154,157399.3277,19256325.8659,17400.0,49570.1,0.0,47944.2243,0.0,0.0,0.0,0.0,0.0,19170880.3166,19242495.8784,8523781.9898,94445.1496,13829.9875,16556.7905,160731.6544,0.0,71615.5618,0.0,1.3,global,external_procurement_daily_cap_days_scale,Capacite appro externe,model_protection,ok
external_procurement_daily_cap_days_scale_1_6,/workspaces/lca-simu/etudecas/simulation/sensibility/reference_baseline_threshold_compact/cases/external_procurement_daily_cap_days_scale_1_6/input_case.json,/workspaces/lca-simu/etudecas/simulation/sensibility/reference_baseline_threshold_compact/cases/external_procurement_daily_cap_days_scale_1_6/simulation_output,8253511.0415,0.995563,0.000718,0.003719,843.2095,8024596.4229,0.95154,157399.3277,19256325.8659,17400.0,49570.1,0.0,47944.2243,0.0,0.0,0.0,0.0,0.0,19170880.3166,19242495.8784,8523781.9898,94445.1496,13829.9875,16556.7905,160731.6544,0.0,71615.5618,0.0,1.6,global,external_procurement_daily_cap_days_scale,Capacite appro externe,model_protection,ok
external_procurement_lead_days_scale_0_6,/workspaces/lca-simu/etudecas/simulation/sensibility/reference_baseline_threshold_compact/cases/external_procurement_lead_days_scale_0_6/input_case.json,/workspaces/lca-simu/etudecas/simulation/sensibility/reference_baseline_threshold_compact/cases/external_procurement_lead_days_scale_0_6/simulation_output,8253511.0415,0.995563,0.000718,0.003719,843.2095,8024596.4229,0.95154,157399.3277,19256325.8659,17400.0,49570.1,0.0,47944.2243,0.0,0.0,0.0,0.0,0.0,19170880.3166,19242495.8784,8523781.9898,94445.1496,13829.9875,16556.7905,160731.6544,0.0,71615.5618,0.0,0.6,global,external_procurement_lead_days_scale,Delai appro externe,model_protection,ok
external_procurement_lead_days_scale_0_8,/workspaces/lca-simu/etudecas/simulation/sensibility/reference_baseline_threshold_compact/cases/external_procurement_lead_days_scale_0_8/input_case.json,/workspaces/lca-simu/etudecas/simulation/sensibility/reference_baseline_threshold_compact/cases/external_procurement_lead_days_scale_0_8/simulation_output,8253511.0415,0.995563,0.000718,0.003719,843.2095,8024596.4229,0.95154,157399.3277,19256325.8659,17400.0,49570.1,0.0,47944.2243,0.0,0.0,0.0,0.0,0.0,19170880.3166,19242495.8784,8523781.9898,94445.1496,13829.9875,16556.7905,160731.6544,0.0,71615.5618,0.0,0.8,global,external_procurement_lead_days_scale,Delai appro externe,model_protection,ok
external_procurement_lead_days_scale_1_0,/workspaces/lca-simu/etudecas/simulation/sensibility/reference_baseline_threshold_compact/cases/external_procurement_lead_days_scale_1_0/input_case.json,/workspaces/lca-simu/etudecas/simulation/sensibility/reference_baseline_threshold_compact/cases/external_procurement_lead_days_scale_1_0/simulation_output,8253511.0415,0.995563,0.000718,0.003719,843.2095,8024596.4229,0.95154,157399.3277,19256325.8659,17400.0,49570.1,0.0,47944.2243,0.0,0.0,0.0,0.0,0.0,19170880.3166,19242495.8784,8523781.9898,94445.1496,13829.9875,16556.7905,160731.6544,0.0,71615.5618,0.0,1.0,global,external_procurement_lead_days_scale,Delai appro externe,model_protection,ok
external_procurement_lead_days_scale_1_2,/workspaces/lca-simu/etudecas/simulation/sensibility/reference_baseline_threshold_compact/cases/external_procurement_lead_days_scale_1_2/input_case.json,/workspaces/lca-simu/etudecas/simulation/sensibility/reference_baseline_threshold_compact/cases/external_procurement_lead_days_scale_1_2/simulation_output,8253511.0415,0.995563,0.000718,0.003719,843.2095,8024596.4229,0.95154,157399.3277,19256325.8659,17400.0,49570.1,0.0,47944.2243,0.0,0.0,0.0,0.0,0.0,19170880.3166,19242495.8784,8523781.9898,94445.1496,13829.9875,16556.7905,160731.6544,0.0,71615.5618,0.0,1.2,global,external_procurement_lead_days_scale,Delai appro externe,model_protection,ok
external_procurement_lead_days_scale_1_5,/workspaces/lca-simu/etudecas/simulation/sensibility/reference_baseline_threshold_compact/cases/external_procurement_lead_days_scale_1_5/input_case.json,/workspaces/lca-simu/etudecas/simulation/sensibility/reference_baseline_threshold_compact/cases/external_procurement_lead_days_scale_1_5/simulation_output,8253511.0415,0.995563,0.000718,0.003719,843.2095,8024596.4229,0.95154,157399.3277,19256325.8659,17400.0,49570.1,0.0,47944.2243,0.0,0.0,0.0,0.0,0.0,19170880.3166,19242495.8784,8523781.9898,94445.1496,13829.9875,16556.7905,160731.6544,0.0,71615.5618,0.0,1.5,global,external_procurement_lead_days_scale,Delai appro externe,model_protection,ok
external_procurement_cost_multiplier_scale_0_7,/workspaces/lca-simu/etudecas/simulation/sensibility/reference_baseline_threshold_compact/cases/external_procurement_cost_multiplier_scale_0_7/input_case.json,/workspaces/lca-simu/etudecas/simulation/sensibility/reference_baseline_threshold_compact/cases/external_procurement_cost_multiplier_scale_0_7/simulation_output,8253511.0415,0.995563,0.000718,0.003719,843.2095,8024596.4229,0.95154,157399.3277,19256325.8659,17400.0,49570.1,0.0,47944.2243,0.0,0.0,0.0,0.0,0.0,19170880.3166,19242495.8784,8523781.9898,94445.1496,13829.9875,16556.7905,160731.6544,0.0,71615.5618,0.0,0.7,global,external_procurement_cost_multiplier_scale,Surcout appro externe,economic_penalty,ok
external_procurement_cost_multiplier_scale_1_0,/workspaces/lca-simu/etudecas/simulation/sensibility/reference_baseline_threshold_compact/cases/external_procurement_cost_multiplier_scale_1_0/input_case.json,/workspaces/lca-simu/etudecas/simulation/sensibility/reference_baseline_threshold_compact/cases/external_procurement_cost_multiplier_scale_1_0/simulation_output,8253511.0415,0.995563,0.000718,0.003719,843.2095,8024596.4229,0.95154,157399.3277,19256325.8659,17400.0,49570.1,0.0,47944.2243,0.0,0.0,0.0,0.0,0.0,19170880.3166,19242495.8784,8523781.9898,94445.1496,13829.9875,16556.7905,160731.6544,0.0,71615.5618,0.0,1.0,global,external_procurement_cost_multiplier_scale,Surcout appro externe,economic_penalty,ok
external_procurement_cost_multiplier_scale_1_5,/workspaces/lca-simu/etudecas/simulation/sensibility/reference_baseline_threshold_compact/cases/external_procurement_cost_multiplier_scale_1_5/input_case.json,/workspaces/lca-simu/etudecas/simulation/sensibility/reference_baseline_threshold_compact/cases/external_procurement_cost_multiplier_scale_1_5/simulation_output,8253511.0415,0.995563,0.000718,0.003719,843.2095,8024596.4229,0.95154,157399.3277,19256325.8659,17400.0,49570.1,0.0,47944.2243,0.0,0.0,0.0,0.0,0.0,19170880.3166,19242495.8784,8523781.9898,94445.1496,13829.9875,16556.7905,160731.6544,0.0,71615.5618,0.0,1.5,global,external_procurement_cost_multiplier_scale,Surcout appro externe,economic_penalty,ok
external_procurement_cost_multiplier_scale_2_0,/workspaces/lca-simu/etudecas/simulation/sensibility/reference_baseline_threshold_compact/cases/external_procurement_cost_multiplier_scale_2_0/input_case.json,/workspaces/lca-simu/etudecas/simulation/sensibility/reference_baseline_threshold_compact/cases/external_procurement_cost_multiplier_scale_2_0/simulation_output,8253511.0415,0.995563,0.000718,0.003719,843.2095,8024596.4229,0.95154,157399.3277,19256325.8659,17400.0,49570.1,0.0,47944.2243,0.0,0.0,0.0,0.0,0.0,19170880.3166,19242495.8784,8523781.9898,94445.1496,13829.9875,16556.7905,160731.6544,0.0,71615.5618,0.0,2.0,global,external_procurement_cost_multiplier_scale,Surcout appro externe,economic_penalty,ok
external_procurement_cost_multiplier_scale_3_0,/workspaces/lca-simu/etudecas/simulation/sensibility/reference_baseline_threshold_compact/cases/external_procurement_cost_multiplier_scale_3_0/input_case.json,/workspaces/lca-simu/etudecas/simulation/sensibility/reference_baseline_threshold_compact/cases/external_procurement_cost_multiplier_scale_3_0/simulation_output,8253511.0415,0.995563,0.000718,0.003719,843.2095,8024596.4229,0.95154,157399.3277,19256325.8659,17400.0,49570.1,0.0,47944.2243,0.0,0.0,0.0,0.0,0.0,19170880.3166,19242495.8784,8523781.9898,94445.1496,13829.9875,16556.7905,160731.6544,0.0,71615.5618,0.0,3.0,global,external_procurement_cost_multiplier_scale,Surcout appro externe,economic_penalty,ok
holding_cost_scale_0_5,/workspaces/lca-simu/etudecas/simulation/sensibility/reference_baseline_threshold_compact/cases/holding_cost_scale_0_5/input_case.json,/workspaces/lca-simu/etudecas/simulation/sensibility/reference_baseline_threshold_compact/cases/holding_cost_scale_0_5/simulation_output,8253511.0415,0.991165,0.00143,0.007405,843.2095,8024596.4229,0.95154,157399.3277,9670885.7076,17400.0,49570.1,0.0,47944.2243,0.0,0.0,0.0,0.0,0.0,9585440.1583,9657055.7201,8523781.9898,94445.1496,13829.9875,16556.7905,160731.6544,0.0,71615.5618,0.0,0.5,global,holding_cost_scale,Cout de stock,economic_penalty,ok
holding_cost_scale_0_75,/workspaces/lca-simu/etudecas/simulation/sensibility/reference_baseline_threshold_compact/cases/holding_cost_scale_0_75/input_case.json,/workspaces/lca-simu/etudecas/simulation/sensibility/reference_baseline_threshold_compact/cases/holding_cost_scale_0_75/simulation_output,8253511.0415,0.994092,0.000956,0.004951,843.2095,8024596.4229,0.95154,157399.3277,14463605.7867,17400.0,49570.1,0.0,47944.2243,0.0,0.0,0.0,0.0,0.0,14378160.2374,14449775.7993,8523781.9898,94445.1496,13829.9875,16556.7905,160731.6544,0.0,71615.5618,0.0,0.75,global,holding_cost_scale,Cout de stock,economic_penalty,ok
holding_cost_scale_1_0,/workspaces/lca-simu/etudecas/simulation/sensibility/reference_baseline_threshold_compact/cases/holding_cost_scale_1_0/input_case.json,/workspaces/lca-simu/etudecas/simulation/sensibility/reference_baseline_threshold_compact/cases/holding_cost_scale_1_0/simulation_output,8253511.0415,0.995563,0.000718,0.003719,843.2095,8024596.4229,0.95154,157399.3277,19256325.8659,17400.0,49570.1,0.0,47944.2243,0.0,0.0,0.0,0.0,0.0,19170880.3166,19242495.8784,8523781.9898,94445.1496,13829.9875,16556.7905,160731.6544,0.0,71615.5618,0.0,1.0,global,holding_cost_scale,Cout de stock,economic_penalty,ok
holding_cost_scale_1_25,/workspaces/lca-simu/etudecas/simulation/sensibility/reference_baseline_threshold_compact/cases/holding_cost_scale_1_25/input_case.json,/workspaces/lca-simu/etudecas/simulation/sensibility/reference_baseline_threshold_compact/cases/holding_cost_scale_1_25/simulation_output,8253511.0415,0.996447,0.000575,0.002978,843.2095,8024596.4229,0.95154,157399.3277,24049045.945,17400.0,49570.1,0.0,47944.2243,0.0,0.0,0.0,0.0,0.0,23963600.3957,24035215.9576,8523781.9898,94445.1496,13829.9875,16556.7905,160731.6544,0.0,71615.5618,0.0,1.25,global,holding_cost_scale,Cout de stock,economic_penalty,ok
holding_cost_scale_1_5,/workspaces/lca-simu/etudecas/simulation/sensibility/reference_baseline_threshold_compact/cases/holding_cost_scale_1_5/input_case.json,/workspaces/lca-simu/etudecas/simulation/sensibility/reference_baseline_threshold_compact/cases/holding_cost_scale_1_5/simulation_output,8253511.0415,0.997037,0.00048,0.002483,843.2095,8024596.4229,0.95154,157399.3277,28841766.0242,17400.0,49570.1,0.0,47944.2243,0.0,0.0,0.0,0.0,0.0,28756320.4749,28827936.0367,8523781.9898,94445.1496,13829.9875,16556.7905,160731.6544,0.0,71615.5618,0.0,1.5,global,holding_cost_scale,Cout de stock,economic_penalty,ok
demand_item_item_268091_0_8,/workspaces/lca-simu/etudecas/simulation/sensibility/reference_baseline_threshold_compact/cases/demand_item_item_268091_0_8/input_case.json,/workspaces/lca-simu/etudecas/simulation/sensibility/reference_baseline_threshold_compact/cases/demand_item_item_268091_0_8/simulation_output,8255675.2064,0.995671,0.000703,0.003625,764.0391,8028702.8708,0.951211,148364.1691,19254636.7265,15660.0,43703.1446,0.0,42195.6011,0.0,0.0,0.0,0.0,0.0,19171286.2525,19241093.4983,8523781.9898,92736.803,13543.2282,14895.9609,151463.3657,0.0,69807.2458,0.0,0.8,demand_item,demand_item::item:268091,Demande 268091,market_demand,ok
demand_item_item_268091_0_9,/workspaces/lca-simu/etudecas/simulation/sensibility/reference_baseline_threshold_compact/cases/demand_item_item_268091_0_9/input_case.json,/workspaces/lca-simu/etudecas/simulation/sensibility/reference_baseline_threshold_compact/cases/demand_item_item_268091_0_9/simulation_output,8254613.8487,0.995615,0.000711,0.003674,759.6798,8026697.5335,0.954042,153098.1967,19255572.5889,16530.0,46708.2607,0.0,45135.8051,0.0,0.0,0.0,0.0,0.0,19171137.715,19241883.8295,8523781.9898,93600.8667,13688.7593,15770.3202,156205.2436,0.0,70746.1145,0.0,0.9,demand_item,demand_item::item:268091,Demande 268091,market_demand,ok
demand_item_item_268091_1_0,/workspaces/lca-simu/etudecas/simulation/sensibility/reference_baseline_threshold_compact/cases/demand_item_item_268091_1_0/input_case.json,/workspaces/lca-simu/etudecas/simulation/sensibility/reference_baseline_threshold_compact/cases/demand_item_item_268091_1_0/simulation_output,8253511.0415,0.995563,0.000718,0.003719,843.2095,8024596.4229,0.95154,157399.3277,19256325.8659,17400.0,49570.1,0.0,47944.2243,0.0,0.0,0.0,0.0,0.0,19170880.3166,19242495.8784,8523781.9898,94445.1496,13829.9875,16556.7905,160731.6544,0.0,71615.5618,0.0,1.0,demand_item,demand_item::item:268091,Demande 268091,market_demand,ok
demand_item_item_268091_1_1,/workspaces/lca-simu/etudecas/simulation/sensibility/reference_baseline_threshold_compact/cases/demand_item_item_268091_1_1/input_case.json,/workspaces/lca-simu/etudecas/simulation/sensibility/reference_baseline_threshold_compact/cases/demand_item_item_268091_1_1/simulation_output,8252357.4529,0.995505,0.000726,0.003769,780.9453,8022466.4321,0.957255,162338.365,19257166.629,18270.0,52425.1102,0.0,50743.9145,0.0,0.0,0.0,0.0,0.0,19170598.8437,19243187.7178,8523781.9898,95345.8323,13978.9113,17489.0547,165410.4393,0.9204,72588.874,0.0,1.1,demand_item,demand_item::item:268091,Demande 268091,market_demand,ok
demand_item_item_268091_1_2,/workspaces/lca-simu/etudecas/simulation/sensibility/reference_baseline_threshold_compact/cases/demand_item_item_268091_1_2/input_case.json,/workspaces/lca-simu/etudecas/simulation/sensibility/reference_baseline_threshold_compact/cases/demand_item_item_268091_1_2/simulation_output,8251275.3215,0.995452,0.000733,0.003815,797.6596,8020124.2816,0.958325,166656.4162,19258001.589,19140.0,55273.2693,0.0,53538.7074,0.0,0.0,0.0,0.0,0.0,19170413.1277,19243879.7172,8523781.9898,96205.8085,14121.8719,18342.3404,169939.6061,13.4568,73466.5895,0.0,1.2,demand_item,demand_item::item:268091,Demande 268091,market_demand,ok
demand_item_item_268967_0_8,/workspaces/lca-simu/etudecas/simulation/sensibility/reference_baseline_threshold_compact/cases/demand_item_item_268967_0_8/input_case.json,/workspaces/lca-simu/etudecas/simulation/sensibility/reference_baseline_threshold_compact/cases/demand_item_item_268967_0_8/simulation_output,8307040.2724,0.996029,0.000642,0.003329,229.6875,8090038.7309,0.985333,142752.3292,19247909.938,15660.0,49196.1452,0.0,47440.5038,0.0,0.0,0.0,0.0,0.0,19171481.0467,19235561.9334,8523781.9898,82114.1502,12348.0045,15430.3125,147668.5984,0.0,64080.8867,0.0,0.8,demand_item,demand_item::item:268967,Demande 268967,market_demand,ok
demand_item_item_268967_0_9,/workspaces/lca-simu/etudecas/simulation/sensibility/reference_baseline_threshold_compact/cases/demand_item_item_268967_0_9/input_case.json,/workspaces/lca-simu/etudecas/simulation/sensibility/reference_baseline_threshold_compact/cases/demand_item_item_268967_0_9/simulation_output,8279313.9332,0.995664,0.000699,0.003637,275.5001,8035388.0882,0.983333,152774.6369,19254501.493,16530.0,49473.3967,0.0,47701.2287,0.0,0.0,0.0,0.0,0.0,19171021.8917,19241044.1843,8523781.9898,91288.0673,13457.3087,16254.4999,158050.7121,0.0,70022.2926,0.0,0.9,demand_item,demand_item::item:268967,Demande 268967,market_demand,ok
demand_item_item_268967_1_0,/workspaces/lca-simu/etudecas/simulation/sensibility/reference_baseline_threshold_compact/cases/demand_item_item_268967_1_0/input_case.json,/workspaces/lca-simu/etudecas/simulation/sensibility/reference_baseline_threshold_compact/cases/demand_item_item_268967_1_0/simulation_output,8253511.0415,0.995563,0.000718,0.003719,843.2095,8024596.4229,0.95154,157399.3277,19256325.8659,17400.0,49570.1,0.0,47944.2243,0.0,0.0,0.0,0.0,0.0,19170880.3166,19242495.8784,8523781.9898,94445.1496,13829.9875,16556.7905,160731.6544,0.0,71615.5618,0.0,1.0,demand_item,demand_item::item:268967,Demande 268967,market_demand,ok
demand_item_item_268967_1_1,/workspaces/lca-simu/etudecas/simulation/sensibility/reference_baseline_threshold_compact/cases/demand_item_item_268967_1_1/input_case.json,/workspaces/lca-simu/etudecas/simulation/sensibility/reference_baseline_threshold_compact/cases/demand_item_item_268967_1_1/simulation_output,8232282.4922,0.99556,0.000718,0.003722,1686.4766,8024664.0962,0.907691,157759.6378,19256245.2734,18270.0,49571.0755,0.0,47946.6708,0.0,0.0,0.0,0.0,0.0,19170742.0985,19242411.095,8523781.9898,94475.7899,13834.1784,16583.5234,160814.8997,0.9204,71668.9965,0.0,1.1,demand_item,demand_item::item:268967,Demande 268967,market_demand,ok
demand_item_item_268967_1_2,/workspaces/lca-simu/etudecas/simulation/sensibility/reference_baseline_threshold_compact/cases/demand_item_item_268967_1_2/input_case.json,/workspaces/lca-simu/etudecas/simulation/sensibility/reference_baseline_threshold_compact/cases/demand_item_item_268967_1_2/simulation_output,8214739.0653,0.99556,0.000718,0.003722,2508.9766,8024815.8363,0.868914,157958.8779,19256213.6569,19140.0,49571.0755,0.0,47946.6707,0.0,0.0,0.0,0.0,0.0,19170710.482,19242379.4785,8523781.9898,94475.7899,13834.1784,16631.0234,160814.8997,13.4568,71668.9965,0.0,1.2,demand_item,demand_item::item:268967,Demande 268967,market_demand,ok
capacity_node_M-1430_0_7,/workspaces/lca-simu/etudecas/simulation/sensibility/reference_baseline_threshold_compact/cases/capacity_node_M-1430_0_7/input_case.json,/workspaces/lca-simu/etudecas/simulation/sensibility/reference_baseline_threshold_compact/cases/capacity_node_M-1430_0_7/simulation_output,8106704.1578,0.996569,0.000559,0.002872,3168.9766,7994204.0419,0.817875,129175.329,19216067.2808,17400.0,48774.9064,0.0,47149.5017,0.0,0.0,0.0,0.0,0.0,19150128.9083,19205323.3259,8343565.4332,68905.4785,10743.9549,14231.0234,132047.4039,0.0,55194.4176,0.0,0.7,capacity_node,capacity_node::M-1430,Capacite M-1430,operations_capacity,ok
capacity_node_M-1430_0_85,/workspaces/lca-simu/etudecas/simulation/sensibility/reference_baseline_threshold_compact/cases/capacity_node_M-1430_0_85/input_case.json,/workspaces/lca-simu/etudecas/simulation/sensibility/reference_baseline_threshold_compact/cases/capacity_node_M-1430_0_85/simulation_output,8174878.3922,0.996064,0.000639,0.003297,1948.2095,8009454.5413,0.888034,143540.2249,19236196.8128,17400.0,49172.8878,0.0,47548.5788,0.0,0.0,0.0,0.0,0.0,19160477.6023,19223908.6654,8433673.7115,81682.2393,12288.1474,15451.7905,146431.0768,0.0,63431.0631,0.0,0.85,capacity_node,capacity_node::M-1430,Capacite M-1430,operations_capacity,ok
capacity_node_M-1430_1_0,/workspaces/lca-simu/etudecas/simulation/sensibility/reference_baseline_threshold_compact/cases/capacity_node_M-1430_1_0/input_case.json,/workspaces/lca-simu/etudecas/simulation/sensibility/reference_baseline_threshold_compact/cases/capacity_node_M-1430_1_0/simulation_output,8253511.0415,0.995563,0.000718,0.003719,843.2095,8024596.4229,0.95154,157399.3277,19256325.8659,17400.0,49570.1,0.0,47944.2243,0.0,0.0,0.0,0.0,0.0,19170880.3166,19242495.8784,8523781.9898,94445.1496,13829.9875,16556.7905,160731.6544,0.0,71615.5618,0.0,1.0,capacity_node,capacity_node::M-1430,Capacite M-1430,operations_capacity,ok
capacity_node_M-1430_1_15,/workspaces/lca-simu/etudecas/simulation/sensibility/reference_baseline_threshold_compact/cases/capacity_node_M-1430_1_15/input_case.json,/workspaces/lca-simu/etudecas/simulation/sensibility/reference_baseline_threshold_compact/cases/capacity_node_M-1430_1_15/simulation_output,8341824.9711,0.995301,0.000756,0.003943,191.875,8070953.9194,0.988973,163093.2526,19272138.467,17400.0,49770.099,0.0,47981.4043,0.0,0.0,0.0,0.0,0.0,19181587.4599,19257570.6768,8613890.2681,100467.9221,14567.7902,17208.125,168483.152,0.0,75983.2169,0.0,1.15,capacity_node,capacity_node::M-1430,Capacite M-1430,operations_capacity,ok
capacity_node_M-1430_1_3,/workspaces/lca-simu/etudecas/simulation/sensibility/reference_baseline_threshold_compact/cases/capacity_node_M-1430_1_3/input_case.json,/workspaces/lca-simu/etudecas/simulation/sensibility/reference_baseline_threshold_compact/cases/capacity_node_M-1430_1_3/simulation_output,8431933.2494,0.995304,0.000755,0.00394,191.875,8161062.1977,0.988973,163093.2526,19283032.1723,17400.0,49770.099,0.0,47981.4043,0.0,0.0,0.0,0.0,0.0,19192481.1652,19268464.3821,8703998.5464,100467.9221,14567.7902,17208.125,168483.152,0.0,75983.2169,0.0,1.3,capacity_node,capacity_node::M-1430,Capacite M-1430,operations_capacity,ok
capacity_node_M-1810_0_7,/workspaces/lca-simu/etudecas/simulation/sensibility/reference_baseline_threshold_compact/cases/capacity_node_M-1810_0_7/input_case.json,/workspaces/lca-simu/etudecas/simulation/sensibility/reference_baseline_threshold_compact/cases/capacity_node_M-1810_0_7/simulation_output,8236435.0012,0.995562,0.000718,0.00372,843.2095,8007520.3826,0.95154,157399.3277,19251854.7689,17400.0,49570.1,0.0,47944.2243,0.0,0.0,0.0,0.0,0.0,19166409.2196,19238024.7815,8506705.9495,94445.1496,13829.9875,16556.7905,160731.6544,0.0,71615.5618,0.0,0.7,capacity_node,capacity_node::M-1810,Capacite M-1810,operations_capacity,ok
capacity_node_M-1810_0_85,/workspaces/lca-simu/etudecas/simulation/sensibility/reference_baseline_threshold_compact/cases/capacity_node_M-1810_0_85/input_case.json,/workspaces/lca-simu/etudecas/simulation/sensibility/reference_baseline_threshold_compact/cases/capacity_node_M-1810_0_85/simulation_output,8244973.0213,0.995562,0.000718,0.003719,843.2095,8016058.4028,0.95154,157399.3277,19254090.3174,17400.0,49570.1,0.0,47944.2243,0.0,0.0,0.0,0.0,0.0,19168644.7681,19240260.3299,8515243.9696,94445.1496,13829.9875,16556.7905,160731.6544,0.0,71615.5618,0.0,0.85,capacity_node,capacity_node::M-1810,Capacite M-1810,operations_capacity,ok
capacity_node_M-1810_1_0,/workspaces/lca-simu/etudecas/simulation/sensibility/reference_baseline_threshold_compact/cases/capacity_node_M-1810_1_0/input_case.json,/workspaces/lca-simu/etudecas/simulation/sensibility/reference_baseline_threshold_compact/cases/capacity_node_M-1810_1_0/simulation_output,8253511.0415,0.995563,0.000718,0.003719,843.2095,8024596.4229,0.95154,157399.3277,19256325.8659,17400.0,49570.1,0.0,47944.2243,0.0,0.0,0.0,0.0,0.0,19170880.3166,19242495.8784,8523781.9898,94445.1496,13829.9875,16556.7905,160731.6544,0.0,71615.5618,0.0,1.0,capacity_node,capacity_node::M-1810,Capacite M-1810,operations_capacity,ok
capacity_node_M-1810_1_15,/workspaces/lca-simu/etudecas/simulation/sensibility/reference_baseline_threshold_compact/cases/capacity_node_M-1810_1_15/input_case.json,/workspaces/lca-simu/etudecas/simulation/sensibility/reference_baseline_threshold_compact/cases/capacity_node_M-1810_1_15/simulation_output,8262049.0617,0.995563,0.000718,0.003719,843.2095,8033134.4431,0.95154,157399.3277,19258561.4144,17400.0,49570.1,0.0,47944.2243,0.0,0.0,0.0,0.0,0.0,19173115.8651,19244731.4269,8532320.01,94445.1496,13829.9875,16556.7905,160731.6544,0.0,71615.5618,0.0,1.15,capacity_node,capacity_node::M-1810,Capacite M-1810,operations_capacity,ok
