case_id,case_input,case_output_dir,direction,factor_value,kpi::avg_inventory,kpi::cost_share_holding,kpi::cost_share_purchase,kpi::cost_share_transport,kpi::ending_backlog,kpi::ending_inventory,kpi::fill_rate,kpi::total_arrived,kpi::total_cost,kpi::total_demand,kpi::total_external_procured_arrived_qty,kpi::total_external_procured_ordered_qty,kpi::total_external_procured_qty,kpi::total_external_procured_rejected_qty,kpi::total_external_procurement_cost,kpi::total_holding_cost,kpi::total_logistics_cost,kpi::total_opening_stock_bootstrap_qty,kpi::total_produced,kpi::total_purchase_cost,kpi::total_served,kpi::total_shipped,kpi::total_supplier_capacity_binding_qty,kpi::total_transport_cost,kpi::total_unreliable_loss_qty,notes,parameter_group,parameter_key,parameter_label,status,study
local_supplier_stock_node_SDC-VD0525412A_low,etudecas/simulation/sensibility/annual_realistic_result/cases/local/local_supplier_stock_node_SDC-VD0525412A_low/input_case.json,etudecas/simulation/sensibility/annual_realistic_result/cases/local/local_supplier_stock_node_SDC-VD0525412A_low/simulation_output,low,0.9,1027904.3465,0.973628,0.003622,0.022749,1710.3884,1030118.2799,0.901702,670117.6813,15298068.6912,17400.0,605266.6252,615218.78,615218.78,555243.816,56426.9189,14894631.2256,15242652.2082,1064676.8487,103536.9683,55416.483,15689.6116,701964.6777,672742.3959,348020.9826,29248.5282,,supplier_stock_node,supplier_stock_node::SDC-VD0525412A,Stock fournisseur SDC-VD0525412A,ok,local
local_supplier_stock_node_SDC-VD0525412A_high,etudecas/simulation/sensibility/annual_realistic_result/cases/local/local_supplier_stock_node_SDC-VD0525412A_high/input_case.json,etudecas/simulation/sensibility/annual_realistic_result/cases/local/local_supplier_stock_node_SDC-VD0525412A_high/simulation_output,high,1.1,1029677.1971,0.973674,0.003617,0.022709,1688.5004,1023416.85,0.90296,663436.0603,15324654.414,17400.0,605211.7044,615234.0591,615234.0591,555281.2482,56435.8789,14921223.4348,15269229.801,1064676.8487,103536.9683,55424.613,15711.4996,701942.7897,672742.3959,348006.3662,29247.6162,,supplier_stock_node,supplier_stock_node::SDC-VD0525412A,Stock fournisseur SDC-VD0525412A,ok,local
local_supplier_capacity_node_SDC-VD0525412A_low,etudecas/simulation/sensibility/annual_realistic_result/cases/local/local_supplier_capacity_node_SDC-VD0525412A_low/input_case.json,etudecas/simulation/sensibility/annual_realistic_result/cases/local/local_supplier_capacity_node_SDC-VD0525412A_low/simulation_output,low,0.9,1028769.1852,0.973651,0.00362,0.022729,1710.3884,1027272.0898,0.901702,667254.1516,15310958.7581,17400.0,605244.0648,615226.4196,615226.4196,555247.0628,56431.3989,14907532.2588,15255538.3195,1064676.8487,103536.9683,55420.4386,15689.6116,701942.7897,672742.3959,348006.0607,29247.6162,,supplier_capacity_node,supplier_capacity_node::SDC-VD0525412A,Debit fournisseur SDC-VD0525412A,ok,local
local_supplier_capacity_node_SDC-VD0525412A_high,etudecas/simulation/sensibility/annual_realistic_result/cases/local/local_supplier_capacity_node_SDC-VD0525412A_high/input_case.json,etudecas/simulation/sensibility/annual_realistic_result/cases/local/local_supplier_capacity_node_SDC-VD0525412A_high/simulation_output,high,1.1,1028769.1852,0.973651,0.00362,0.022729,1710.3884,1027272.0898,0.901702,667254.1516,15310958.7581,17400.0,605244.0648,615226.4196,615226.4196,555247.0628,56431.3989,14907532.2588,15255538.3195,1064676.8487,103536.9683,55420.4386,15689.6116,701942.7897,672742.3959,348006.0607,29247.6162,,supplier_capacity_node,supplier_capacity_node::SDC-VD0525412A,Debit fournisseur SDC-VD0525412A,ok,local
local_supplier_lead_time_node_SDC-VD0525412A_low,etudecas/simulation/sensibility/annual_realistic_result/cases/local/local_supplier_lead_time_node_SDC-VD0525412A_low/input_case.json,etudecas/simulation/sensibility/annual_realistic_result/cases/local/local_supplier_lead_time_node_SDC-VD0525412A_low/simulation_output,low,0.9,1028600.8087,0.973647,0.00362,0.022733,1710.3884,1027136.0398,0.901702,667393.1016,15308500.461,17400.0,605244.0648,615226.4196,615226.4196,555247.0628,56431.3989,14905073.9618,15253080.0224,1064401.8487,103536.9683,55420.4386,15689.6116,701942.7897,672742.3959,348006.0607,29247.6162,,supplier_lead_time_node,supplier_lead_time_node::SDC-VD0525412A,Lead time fournisseur SDC-VD0525412A,ok,local
local_supplier_lead_time_node_SDC-VD0525412A_high,etudecas/simulation/sensibility/annual_realistic_result/cases/local/local_supplier_lead_time_node_SDC-VD0525412A_high/input_case.json,etudecas/simulation/sensibility/annual_realistic_result/cases/local/local_supplier_lead_time_node_SDC-VD0525412A_high/simulation_output,high,1.1,1028917.6846,0.973655,0.003619,0.022726,1710.3884,1027335.6398,0.901702,667067.7016,15313126.8486,17400.0,605244.0648,615226.4196,615226.4196,555247.0628,56431.3989,14909700.3494,15257706.41,1064926.8487,103536.9683,55420.4386,15689.6116,701942.7897,672742.3959,348006.0607,29247.6162,,supplier_lead_time_node,supplier_lead_time_node::SDC-VD0525412A,Lead time fournisseur SDC-VD0525412A,ok,local
local_supplier_reliability_node_SDC-VD0525412A_adverse,etudecas/simulation/sensibility/annual_realistic_result/cases/local/local_supplier_reliability_node_SDC-VD0525412A_adverse/input_case.json,etudecas/simulation/sensibility/annual_realistic_result/cases/local/local_supplier_reliability_node_SDC-VD0525412A_adverse/simulation_output,adverse,0.95,1027411.5482,0.973601,0.00364,0.022759,1644.7244,1025119.4088,0.905476,665240.6513,15291894.0551,17400.0,605586.7037,615722.4085,615722.4085,555528.2165,56722.2567,14888204.9705,15236228.2193,1064676.8487,103536.9683,55665.8358,15755.2756,701891.1857,672742.3959,348023.2488,29715.3758,One-sided local sensitivity because reliability is upper bounded.,supplier_reliability_node,supplier_reliability_node::SDC-VD0525412A,Fiabilite fournisseur SDC-VD0525412A,ok,local
local_supplier_stock_node_SDC-VD0914360C_low,etudecas/simulation/sensibility/annual_realistic_result/cases/local/local_supplier_stock_node_SDC-VD0914360C_low/input_case.json,etudecas/simulation/sensibility/annual_realistic_result/cases/local/local_supplier_stock_node_SDC-VD0914360C_low/simulation_output,low,0.9,1027894.6992,0.973628,0.003622,0.022749,1710.3884,1030465.0916,0.901702,670464.493,15298134.9283,17400.0,605266.6252,615218.78,615218.78,555243.816,56427.7953,14894696.5863,15242717.5689,1064676.8487,103536.9683,55417.3594,15689.6116,701964.6777,672742.3959,348020.9826,29248.5282,,supplier_stock_node,supplier_stock_node::SDC-VD0914360C,Stock fournisseur SDC-VD0914360C,ok,local
local_supplier_stock_node_SDC-VD0914360C_high,etudecas/simulation/sensibility/annual_realistic_result/cases/local/local_supplier_stock_node_SDC-VD0914360C_high/input_case.json,etudecas/simulation/sensibility/annual_realistic_result/cases/local/local_supplier_stock_node_SDC-VD0914360C_high/simulation_output,high,1.1,1029681.9354,0.973674,0.003617,0.022709,1688.5004,1023583.8457,0.90296,663603.0559,15324479.9075,17400.0,605211.7044,615234.0591,615234.0591,555281.2482,56435.0025,14921049.8047,15269056.1709,1064676.8487,103536.9683,55423.7366,15711.4996,701942.7897,672742.3959,348006.3662,29247.6162,,supplier_stock_node,supplier_stock_node::SDC-VD0914360C,Stock fournisseur SDC-VD0914360C,ok,local
local_supplier_capacity_node_SDC-VD0914360C_low,etudecas/simulation/sensibility/annual_realistic_result/cases/local/local_supplier_capacity_node_SDC-VD0914360C_low/input_case.json,etudecas/simulation/sensibility/annual_realistic_result/cases/local/local_supplier_capacity_node_SDC-VD0914360C_low/simulation_output,low,0.9,1028769.1852,0.973651,0.00362,0.022729,1710.3884,1027272.0898,0.901702,667254.1516,15310958.7581,17400.0,605244.0648,615226.4196,615226.4196,555247.0628,56431.3989,14907532.2588,15255538.3195,1064676.8487,103536.9683,55420.4386,15689.6116,701942.7897,672742.3959,348006.0607,29247.6162,,supplier_capacity_node,supplier_capacity_node::SDC-VD0914360C,Debit fournisseur SDC-VD0914360C,ok,local
local_supplier_capacity_node_SDC-VD0914360C_high,etudecas/simulation/sensibility/annual_realistic_result/cases/local/local_supplier_capacity_node_SDC-VD0914360C_high/input_case.json,etudecas/simulation/sensibility/annual_realistic_result/cases/local/local_supplier_capacity_node_SDC-VD0914360C_high/simulation_output,high,1.1,1028769.1852,0.973651,0.00362,0.022729,1710.3884,1027272.0898,0.901702,667254.1516,15310958.7581,17400.0,605244.0648,615226.4196,615226.4196,555247.0628,56431.3989,14907532.2588,15255538.3195,1064676.8487,103536.9683,55420.4386,15689.6116,701942.7897,672742.3959,348006.0607,29247.6162,,supplier_capacity_node,supplier_capacity_node::SDC-VD0914360C,Debit fournisseur SDC-VD0914360C,ok,local
local_supplier_lead_time_node_SDC-VD0914360C_low,etudecas/simulation/sensibility/annual_realistic_result/cases/local/local_supplier_lead_time_node_SDC-VD0914360C_low/input_case.json,etudecas/simulation/sensibility/annual_realistic_result/cases/local/local_supplier_lead_time_node_SDC-VD0914360C_low/simulation_output,low,0.9,1028649.3979,0.973648,0.00362,0.022732,1710.3884,1027273.1898,0.901702,667455.2516,15309209.8635,17400.0,605244.0648,615226.4196,615226.4196,555247.0628,56431.3989,14905783.3642,15253789.4249,1064476.8487,103536.9683,55420.4386,15689.6116,701942.7897,672742.3959,348006.0607,29247.6162,,supplier_lead_time_node,supplier_lead_time_node::SDC-VD0914360C,Lead time fournisseur SDC-VD0914360C,ok,local
local_supplier_lead_time_node_SDC-VD0914360C_high,etudecas/simulation/sensibility/annual_realistic_result/cases/local/local_supplier_lead_time_node_SDC-VD0914360C_high/input_case.json,etudecas/simulation/sensibility/annual_realistic_result/cases/local/local_supplier_lead_time_node_SDC-VD0914360C_high/simulation_output,high,1.1,1028871.3276,0.973654,0.003619,0.022727,1710.3884,1027370.2898,0.901702,667177.3516,15312450.0373,17400.0,605244.0648,615226.4196,615226.4196,555247.0628,56431.3989,14909023.5381,15257029.5987,1064851.8487,103536.9683,55420.4386,15689.6116,701942.7897,672742.3959,348006.0607,29247.6162,,supplier_lead_time_node,supplier_lead_time_node::SDC-VD0914360C,Lead time fournisseur SDC-VD0914360C,ok,local
local_supplier_reliability_node_SDC-VD0914360C_adverse,etudecas/simulation/sensibility/annual_realistic_result/cases/local/local_supplier_reliability_node_SDC-VD0914360C_adverse/input_case.json,etudecas/simulation/sensibility/annual_realistic_result/cases/local/local_supplier_reliability_node_SDC-VD0914360C_adverse/simulation_output,adverse,0.95,1027494.8476,0.973606,0.003637,0.022758,1644.7244,1025413.2424,0.905476,665534.4848,15292471.0132,17400.0,605586.7037,615722.4085,615722.4085,555528.2165,56665.3568,14888834.7214,15236856.6063,1064676.8487,103536.9683,55614.407,15755.2756,701891.1857,672742.3959,348021.8849,29715.3758,One-sided local sensitivity because reliability is upper bounded.,supplier_reliability_node,supplier_reliability_node::SDC-VD0914360C,Fiabilite fournisseur SDC-VD0914360C,ok,local
local_supplier_stock_node_SDC-VD0901566A_low,etudecas/simulation/sensibility/annual_realistic_result/cases/local/local_supplier_stock_node_SDC-VD0901566A_low/input_case.json,etudecas/simulation/sensibility/annual_realistic_result/cases/local/local_supplier_stock_node_SDC-VD0901566A_low/simulation_output,low,0.9,1027812.6085,0.973629,0.003623,0.022748,1644.7244,1020454.2184,0.905476,660482.8048,15297773.6093,17400.0,605262.8512,615219.8503,615219.8503,555299.1069,56429.2795,14894360.3588,15242354.5208,1064676.8487,103536.9683,55419.0885,15755.2756,701926.0348,672917.6497,347994.162,29246.9181,,supplier_stock_node,supplier_stock_node::SDC-VD0901566A,Stock fournisseur SDC-VD0901566A,ok,local
local_supplier_stock_node_SDC-VD0901566A_high,etudecas/simulation/sensibility/annual_realistic_result/cases/local/local_supplier_stock_node_SDC-VD0901566A_high/input_case.json,etudecas/simulation/sensibility/annual_realistic_result/cases/local/local_supplier_stock_node_SDC-VD0901566A_high/simulation_output,high,1.1,1028341.4869,0.973642,0.003621,0.022737,1710.3884,1023197.8394,0.901702,663157.1012,15304811.7864,17400.0,605223.2361,615212.802,615212.802,555379.7785,56427.0056,14901408.1372,15249395.9211,1064676.8487,103536.9683,55415.8653,15689.6116,701917.3222,673146.871,347987.7839,29246.5551,,supplier_stock_node,supplier_stock_node::SDC-VD0901566A,Stock fournisseur SDC-VD0901566A,ok,local
local_supplier_capacity_node_SDC-VD0901566A_low,etudecas/simulation/sensibility/annual_realistic_result/cases/local/local_supplier_capacity_node_SDC-VD0901566A_low/input_case.json,etudecas/simulation/sensibility/annual_realistic_result/cases/local/local_supplier_capacity_node_SDC-VD0901566A_low/simulation_output,low,0.9,1028977.3292,0.973658,0.003619,0.022723,1644.7244,1025421.5533,0.905476,665438.0291,15313972.6248,17400.0,605238.6434,615230.8343,615230.8343,555526.2273,56432.8232,14910574.3086,15258555.9133,1064676.8487,103536.9683,55416.7115,15755.2756,701907.5852,679960.0552,347981.6046,29246.1494,,supplier_capacity_node,supplier_capacity_node::SDC-VD0901566A,Debit fournisseur SDC-VD0901566A,ok,local
local_supplier_capacity_node_SDC-VD0901566A_high,etudecas/simulation/sensibility/annual_realistic_result/cases/local/local_supplier_capacity_node_SDC-VD0901566A_high/input_case.json,etudecas/simulation/sensibility/annual_realistic_result/cases/local/local_supplier_capacity_node_SDC-VD0901566A_high/simulation_output,high,1.1,1029244.471,0.973662,0.003617,0.02272,1710.3884,1027053.8129,0.901702,667100.5747,15317681.8016,17400.0,605211.0612,615157.1459,615157.1459,554942.9315,56409.0498,14914249.0991,15262273.7672,1064676.8487,103536.9683,55408.0344,15689.6116,701973.2182,667474.8891,348024.6681,29248.8841,,supplier_capacity_node,supplier_capacity_node::SDC-VD0901566A,Debit fournisseur SDC-VD0901566A,ok,local
local_supplier_lead_time_node_SDC-VD0901566A_low,etudecas/simulation/sensibility/annual_realistic_result/cases/local/local_supplier_lead_time_node_SDC-VD0901566A_low/input_case.json,etudecas/simulation/sensibility/annual_realistic_result/cases/local/local_supplier_lead_time_node_SDC-VD0901566A_low/simulation_output,low,0.9,1028561.7667,0.973646,0.00362,0.022734,1710.3884,1027097.229,0.901702,667404.2908,15307930.4472,17400.0,605244.0648,615226.4196,615226.4196,555247.0628,56431.3989,14904503.9479,15252510.0086,1064351.8487,103536.9683,55420.4386,15689.6116,701942.7897,672742.3959,348006.0607,29247.6162,,supplier_lead_time_node,supplier_lead_time_node::SDC-VD0901566A,Lead time fournisseur SDC-VD0901566A,ok,local
local_supplier_lead_time_node_SDC-VD0901566A_high,etudecas/simulation/sensibility/annual_realistic_result/cases/local/local_supplier_lead_time_node_SDC-VD0901566A_high/input_case.json,etudecas/simulation/sensibility/annual_realistic_result/cases/local/local_supplier_lead_time_node_SDC-VD0901566A_high/simulation_output,high,1.1,1028956.6042,0.973656,0.003619,0.022725,1710.3884,1027452.0898,0.901702,667134.1516,15313695.075,17400.0,605244.0648,615226.4196,615226.4196,555247.0628,56431.3989,14910268.5758,15258274.6365,1064976.8487,103536.9683,55420.4386,15689.6116,701942.7897,672742.3959,348006.0607,29247.6162,,supplier_lead_time_node,supplier_lead_time_node::SDC-VD0901566A,Lead time fournisseur SDC-VD0901566A,ok,local
local_supplier_reliability_node_SDC-VD0901566A_adverse,etudecas/simulation/sensibility/annual_realistic_result/cases/local/local_supplier_reliability_node_SDC-VD0901566A_adverse/input_case.json,etudecas/simulation/sensibility/annual_realistic_result/cases/local/local_supplier_reliability_node_SDC-VD0901566A_adverse/simulation_output,adverse,0.95,1029572.2659,0.973664,0.003626,0.022711,1666.6124,1025748.4087,0.904218,665844.2465,15322337.4534,17400.0,605578.8539,615723.2636,615723.2636,556176.9436,56591.6907,14918802.2986,15266785.2729,1064676.8487,103536.9683,55552.1805,15733.3876,701881.3918,675760.9536,347982.9743,29713.8033,One-sided local sensitivity because reliability is upper bounded.,supplier_reliability_node,supplier_reliability_node::SDC-VD0901566A,Fiabilite fournisseur SDC-VD0901566A,ok,local
local_supplier_stock_node_SDC-VD0993480A_low,etudecas/simulation/sensibility/annual_realistic_result/cases/local/local_supplier_stock_node_SDC-VD0993480A_low/input_case.json,etudecas/simulation/sensibility/annual_realistic_result/cases/local/local_supplier_stock_node_SDC-VD0993480A_low/simulation_output,low,0.9,1027797.3869,0.97363,0.003623,0.022748,1644.7244,1020224.6886,0.905476,660253.275,15297871.4987,17400.0,605262.8512,615219.8503,615219.8503,555299.1069,56431.0047,14894459.1204,15242451.3591,1064676.8487,103536.9683,55420.1396,15755.2756,701926.0348,672917.6497,347992.2387,29246.9181,,supplier_stock_node,supplier_stock_node::SDC-VD0993480A,Stock fournisseur SDC-VD0993480A,ok,local
local_supplier_stock_node_SDC-VD0993480A_high,etudecas/simulation/sensibility/annual_realistic_result/cases/local/local_supplier_stock_node_SDC-VD0993480A_high/input_case.json,etudecas/simulation/sensibility/annual_realistic_result/cases/local/local_supplier_stock_node_SDC-VD0993480A_high/simulation_output,high,1.1,1028324.8697,0.973642,0.003621,0.022737,1710.3884,1023426.7963,0.901702,663386.0582,15304869.9363,17400.0,605223.2361,615212.802,615212.802,555379.7785,56430.5818,14901460.8996,15249450.0247,1064676.8487,103536.9683,55419.9115,15689.6116,701917.3222,673146.871,347989.1251,29246.5551,,supplier_stock_node,supplier_stock_node::SDC-VD0993480A,Stock fournisseur SDC-VD0993480A,ok,local
local_supplier_capacity_node_SDC-VD0993480A_low,etudecas/simulation/sensibility/annual_realistic_result/cases/local/local_supplier_capacity_node_SDC-VD0993480A_low/input_case.json,etudecas/simulation/sensibility/annual_realistic_result/cases/local/local_supplier_capacity_node_SDC-VD0993480A_low/simulation_output,low,0.9,1028972.6199,0.973657,0.003619,0.022724,1644.7244,1025621.1052,0.905476,665637.581,15314156.3434,17400.0,605238.6434,615230.8343,615230.8343,555526.2273,56431.6638,14910741.3728,15258736.1686,1064676.8487,103536.9683,55420.1748,15755.2756,701907.5852,679960.0552,347994.7958,29246.1494,,supplier_capacity_node,supplier_capacity_node::SDC-VD0993480A,Debit fournisseur SDC-VD0993480A,ok,local
local_supplier_capacity_node_SDC-VD0993480A_high,etudecas/simulation/sensibility/annual_realistic_result/cases/local/local_supplier_capacity_node_SDC-VD0993480A_high/input_case.json,etudecas/simulation/sensibility/annual_realistic_result/cases/local/local_supplier_capacity_node_SDC-VD0993480A_high/simulation_output,high,1.1,1029196.6626,0.973662,0.003618,0.022719,1710.3884,1027050.3843,0.901702,667097.1461,15317479.9657,17400.0,605211.0612,615157.1459,615157.1459,554942.9315,56427.2424,14914055.5432,15262060.6083,1064676.8487,103536.9683,55419.3574,15689.6116,701973.2182,667474.8891,348005.0651,29248.8841,,supplier_capacity_node,supplier_capacity_node::SDC-VD0993480A,Debit fournisseur SDC-VD0993480A,ok,local
local_supplier_lead_time_node_SDC-VD0993480A_low,etudecas/simulation/sensibility/annual_realistic_result/cases/local/local_supplier_lead_time_node_SDC-VD0993480A_low/input_case.json,etudecas/simulation/sensibility/annual_realistic_result/cases/local/local_supplier_lead_time_node_SDC-VD0993480A_low/simulation_output,low,0.9,1028688.5054,0.973649,0.00362,0.022731,1710.3884,1027302.0898,0.901702,667434.1516,15309780.8329,17400.0,605244.0648,615226.4196,615226.4196,555247.0628,56431.3989,14906354.3337,15254360.3944,1064526.8487,103536.9683,55420.4386,15689.6116,701942.7897,672742.3959,348006.0607,29247.6162,,supplier_lead_time_node,supplier_lead_time_node::SDC-VD0993480A,Lead time fournisseur SDC-VD0993480A,ok,local
local_supplier_lead_time_node_SDC-VD0993480A_high,etudecas/simulation/sensibility/annual_realistic_result/cases/local/local_supplier_lead_time_node_SDC-VD0993480A_high/input_case.json,etudecas/simulation/sensibility/annual_realistic_result/cases/local/local_supplier_lead_time_node_SDC-VD0993480A_high/simulation_output,high,1.1,1028852.9432,0.973653,0.003619,0.022727,1710.3884,1027331.8545,0.901702,667163.9163,15312181.6244,17400.0,605244.0648,615226.4196,615226.4196,555247.0628,56431.3989,14908755.1251,15256761.1858,1064826.8487,103536.9683,55420.4386,15689.6116,701942.7897,672742.3959,348006.0607,29247.6162,,supplier_lead_time_node,supplier_lead_time_node::SDC-VD0993480A,Lead time fournisseur SDC-VD0993480A,ok,local
local_supplier_reliability_node_SDC-VD0993480A_adverse,etudecas/simulation/sensibility/annual_realistic_result/cases/local/local_supplier_reliability_node_SDC-VD0993480A_adverse/input_case.json,etudecas/simulation/sensibility/annual_realistic_result/cases/local/local_supplier_reliability_node_SDC-VD0993480A_adverse/simulation_output,adverse,0.95,1029596.1729,0.97367,0.003618,0.022712,1666.6124,1025845.9434,0.904218,665941.7812,15322422.1511,17400.0,605578.8539,615723.2636,615723.2636,556176.9436,56461.2095,14918986.4096,15266992.3897,1064676.8487,103536.9683,55429.7615,15733.3876,701881.3918,675760.9536,348005.9801,29713.8033,One-sided local sensitivity because reliability is upper bounded.,supplier_reliability_node,supplier_reliability_node::SDC-VD0993480A,Fiabilite fournisseur SDC-VD0993480A,ok,local
local_supplier_stock_node_SDC-VD0508918A_low,etudecas/simulation/sensibility/annual_realistic_result/cases/local/local_supplier_stock_node_SDC-VD0508918A_low/input_case.json,etudecas/simulation/sensibility/annual_realistic_result/cases/local/local_supplier_stock_node_SDC-VD0508918A_low/simulation_output,low,0.9,1028675.443,0.97365,0.00362,0.02273,1710.3884,1021992.1189,0.901702,661951.3807,15309764.6396,17400.0,605274.1056,615249.1994,615249.1994,555253.8418,56432.7657,14906349.5912,15254343.8401,1064676.8487,103536.9683,55420.7995,15689.6116,701933.3249,672742.3959,347994.2489,29247.2219,,supplier_stock_node,supplier_stock_node::SDC-VD0508918A,Stock fournisseur SDC-VD0508918A,ok,local
local_supplier_stock_node_SDC-VD0508918A_high,etudecas/simulation/sensibility/annual_realistic_result/cases/local/local_supplier_stock_node_SDC-VD0508918A_high/input_case.json,etudecas/simulation/sensibility/annual_realistic_result/cases/local/local_supplier_stock_node_SDC-VD0508918A_high/simulation_output,high,1.1,1028650.0666,0.973651,0.00362,0.022729,1666.6124,1027243.3772,0.904218,667223.615,15309630.3988,17400.0,605217.2592,615199.6139,615199.6139,555227.9105,56429.7905,14906238.3722,15254211.0273,1064676.8487,103536.9683,55419.3715,15733.3876,701889.6963,672742.3959,347972.6551,29245.404,,supplier_stock_node,supplier_stock_node::SDC-VD0508918A,Stock fournisseur SDC-VD0508918A,ok,local
local_supplier_capacity_node_SDC-VD0508918A_low,etudecas/simulation/sensibility/annual_realistic_result/cases/local/local_supplier_capacity_node_SDC-VD0508918A_low/input_case.json,etudecas/simulation/sensibility/annual_realistic_result/cases/local/local_supplier_capacity_node_SDC-VD0508918A_low/simulation_output,low,0.9,1028769.1852,0.973651,0.00362,0.022729,1710.3884,1027272.0898,0.901702,667254.1516,15310958.7581,17400.0,605244.0648,615226.4196,615226.4196,555247.0628,56431.3989,14907532.2588,15255538.3195,1064676.8487,103536.9683,55420.4386,15689.6116,701942.7897,672742.3959,348006.0607,29247.6162,,supplier_capacity_node,supplier_capacity_node::SDC-VD0508918A,Debit fournisseur SDC-VD0508918A,ok,local
local_supplier_capacity_node_SDC-VD0508918A_high,etudecas/simulation/sensibility/annual_realistic_result/cases/local/local_supplier_capacity_node_SDC-VD0508918A_high/input_case.json,etudecas/simulation/sensibility/annual_realistic_result/cases/local/local_supplier_capacity_node_SDC-VD0508918A_high/simulation_output,high,1.1,1028769.1852,0.973651,0.00362,0.022729,1710.3884,1027272.0898,0.901702,667254.1516,15310958.7581,17400.0,605244.0648,615226.4196,615226.4196,555247.0628,56431.3989,14907532.2588,15255538.3195,1064676.8487,103536.9683,55420.4386,15689.6116,701942.7897,672742.3959,348006.0607,29247.6162,,supplier_capacity_node,supplier_capacity_node::SDC-VD0508918A,Debit fournisseur SDC-VD0508918A,ok,local
local_supplier_lead_time_node_SDC-VD0508918A_low,etudecas/simulation/sensibility/annual_realistic_result/cases/local/local_supplier_lead_time_node_SDC-VD0508918A_low/input_case.json,etudecas/simulation/sensibility/annual_realistic_result/cases/local/local_supplier_lead_time_node_SDC-VD0508918A_low/simulation_output,low,0.9,1028732.71,0.97365,0.00362,0.02273,1710.3884,1027240.1414,0.901702,667280.5032,15310426.2197,17400.0,605244.0648,615226.4196,615226.4196,555247.0628,56431.3989,14906999.7205,15255005.7811,1064618.5487,103536.9683,55420.4386,15689.6116,701942.7897,672742.3959,348006.0607,29247.6162,,supplier_lead_time_node,supplier_lead_time_node::SDC-VD0508918A,Lead time fournisseur SDC-VD0508918A,ok,local
local_supplier_lead_time_node_SDC-VD0508918A_high,etudecas/simulation/sensibility/annual_realistic_result/cases/local/local_supplier_lead_time_node_SDC-VD0508918A_high/input_case.json,etudecas/simulation/sensibility/annual_realistic_result/cases/local/local_supplier_lead_time_node_SDC-VD0508918A_high/simulation_output,high,1.1,1028795.696,0.973652,0.00362,0.022729,1710.3884,1027303.5082,0.901702,667237.87,15311345.8159,17400.0,605244.0648,615226.4196,615226.4196,555247.0628,56431.3989,14907919.3167,15255925.3774,1064724.5487,103536.9683,55420.4386,15689.6116,701942.7897,672742.3959,348006.0607,29247.6162,,supplier_lead_time_node,supplier_lead_time_node::SDC-VD0508918A,Lead time fournisseur SDC-VD0508918A,ok,local
local_supplier_reliability_node_SDC-VD0508918A_adverse,etudecas/simulation/sensibility/annual_realistic_result/cases/local/local_supplier_reliability_node_SDC-VD0508918A_adverse/input_case.json,etudecas/simulation/sensibility/annual_realistic_result/cases/local/local_supplier_reliability_node_SDC-VD0508918A_adverse/simulation_output,adverse,0.95,1027924.5158,0.973631,0.003622,0.022746,1644.7244,1029262.805,0.905476,669310.5308,15299582.8921,17400.0,605348.2243,615305.5225,615305.5225,555249.534,56436.145,14896150.8149,15244160.8322,1064676.8487,103536.9683,55422.0599,15755.2756,701946.7209,672742.3959,348010.0173,29347.8446,One-sided local sensitivity because reliability is upper bounded.,supplier_reliability_node,supplier_reliability_node::SDC-VD0508918A,Fiabilite fournisseur SDC-VD0508918A,ok,local
local_supplier_stock_node_SDC-VD0949099A_low,etudecas/simulation/sensibility/annual_realistic_result/cases/local/local_supplier_stock_node_SDC-VD0949099A_low/input_case.json,etudecas/simulation/sensibility/annual_realistic_result/cases/local/local_supplier_stock_node_SDC-VD0949099A_low/simulation_output,low,0.9,1029150.8832,0.973632,0.003647,0.022721,1710.3884,1021817.4796,0.901702,661807.9382,15316735.6352,17400.0,605252.768,615244.4658,615244.4658,555247.0628,56868.8411,14912871.5491,15260878.3316,1064676.8487,103536.9683,55857.3036,15689.6116,701942.7897,672742.3959,348006.7825,29247.6162,,supplier_stock_node,supplier_stock_node::SDC-VD0949099A,Stock fournisseur SDC-VD0949099A,ok,local
local_supplier_stock_node_SDC-VD0949099A_high,etudecas/simulation/sensibility/annual_realistic_result/cases/local/local_supplier_stock_node_SDC-VD0949099A_high/input_case.json,etudecas/simulation/sensibility/annual_realistic_result/cases/local/local_supplier_stock_node_SDC-VD0949099A_high/simulation_output,high,1.1,1029196.159,0.973678,0.003602,0.02272,1732.2764,1025269.4871,0.900444,665215.8986,15317143.8853,17400.0,605240.7271,615215.9228,615215.9228,555247.0628,56176.957,14913971.7275,15261977.3683,1064676.8487,103536.9683,55166.517,15667.7236,701942.7897,672742.3959,348005.6408,29247.6162,,supplier_stock_node,supplier_stock_node::SDC-VD0949099A,Stock fournisseur SDC-VD0949099A,ok,local
