baseline::avg_inventory,baseline::ending_backlog,baseline::fill_rate,baseline::total_cost,baseline::total_external_procured_ordered_qty,case_id,case_input,case_output_dir,delta::avg_inventory,delta::ending_backlog,delta::fill_rate,delta::total_cost,delta::total_external_procured_ordered_qty,delta_pct::avg_inventory,delta_pct::ending_backlog,delta_pct::fill_rate,delta_pct::total_cost,delta_pct::total_external_procured_ordered_qty,direction,factor_value,kpi::avg_inventory,kpi::cost_share_holding,kpi::cost_share_purchase,kpi::cost_share_transport,kpi::ending_backlog,kpi::ending_inventory,kpi::fill_rate,kpi::total_arrived,kpi::total_cost,kpi::total_demand,kpi::total_external_procured_arrived_qty,kpi::total_external_procured_ordered_qty,kpi::total_external_procured_qty,kpi::total_external_procured_rejected_qty,kpi::total_external_procurement_cost,kpi::total_holding_cost,kpi::total_logistics_cost,kpi::total_opening_stock_bootstrap_qty,kpi::total_produced,kpi::total_purchase_cost,kpi::total_served,kpi::total_shipped,kpi::total_supplier_capacity_binding_qty,kpi::total_transport_cost,kpi::total_unreliable_loss_qty,notes,parameter_group,parameter_key,parameter_label,status,study
1028769.1852,1710.3884,0.901702,15310958.7581,615226.4196,stress_supplier_stock_node_SDC-VD0901566A_stress,etudecas/simulation/sensibility/annual_realistic_result/cases/stress/stress_supplier_stock_node_SDC-VD0901566A_stress/input_case.json,etudecas/simulation/sensibility/annual_realistic_result/cases/stress/stress_supplier_stock_node_SDC-VD0901566A_stress/simulation_output,-1404.5373999999138,-18.011999999999944,0.0010350000000000081,-21082.031599998474,-52.756300000008196,-0.1365259982711148,-1.0530941393194635,0.11478293272056711,-0.13769243280630866,-0.008575103135900538,stress,0.75,1027364.6478,0.973614,0.003624,0.022763,1692.3764,1028591.3273,0.902737,668657.5397,15289876.7265,17400.0,605229.2536,615173.6633,615173.6633,555191.5549,56417.9296,14886431.1578,15234467.2791,1064676.8487,103532.7626,55409.4474,15707.6236,701969.9267,673229.4038,348036.1212,29248.7469,,supplier_stock_node,supplier_stock_node::SDC-VD0901566A,Stock fournisseur SDC-VD0901566A,ok,stress
1028769.1852,1710.3884,0.901702,15310958.7581,615226.4196,stress_supplier_capacity_node_SDC-VD0901566A_stress,etudecas/simulation/sensibility/annual_realistic_result/cases/stress/stress_supplier_capacity_node_SDC-VD0901566A_stress/input_case.json,etudecas/simulation/sensibility/annual_realistic_result/cases/stress/stress_supplier_capacity_node_SDC-VD0901566A_stress/simulation_output,142.87960000010207,-21.888000000000147,0.0012579999999999814,2187.9030000008643,-13.774100000038743,0.013888401990999106,-1.279709333856576,0.13951394141301465,0.014289784425442278,-0.0022388667913504443,stress,0.75,1028912.0648,0.973681,0.003614,0.022705,1688.5004,1024183.9755,0.90296,663731.8158,15313146.6611,17400.0,605219.4858,615212.6455,615212.6455,555512.9018,56426.9551,14910118.6223,15257801.0726,1064676.8487,103536.9683,55345.5885,15711.4996,701481.3288,766358.2978,347682.4504,29228.3887,,supplier_capacity_node,supplier_capacity_node::SDC-VD0901566A,Debit fournisseur SDC-VD0901566A,ok,stress
1028769.1852,1710.3884,0.901702,15310958.7581,615226.4196,stress_supplier_lead_time_node_SDC-VD0901566A_stress,etudecas/simulation/sensibility/annual_realistic_result/cases/stress/stress_supplier_lead_time_node_SDC-VD0901566A_stress/input_case.json,etudecas/simulation/sensibility/annual_realistic_result/cases/stress/stress_supplier_lead_time_node_SDC-VD0901566A_stress/simulation_output,-180.62789999996312,0.0,0.0,-2637.167099999264,0.0,-0.017557670136168376,0.0,0.0,-0.017224049399284784,0.0,stress,1.5,1028588.5573,0.973647,0.00362,0.022733,1710.3884,1026968.4681,0.901702,666650.5299,15308321.591,17400.0,605244.0648,615226.4196,615226.4196,555247.0628,56431.3989,14904895.0917,15252901.1524,1064976.8487,103536.9683,55420.4386,15689.6116,701942.7897,672742.3959,348006.0607,29247.6162,,supplier_lead_time_node,supplier_lead_time_node::SDC-VD0901566A,Lead time fournisseur SDC-VD0901566A,ok,stress
1028769.1852,1710.3884,0.901702,15310958.7581,615226.4196,stress_supplier_reliability_node_SDC-VD0901566A_stress,etudecas/simulation/sensibility/annual_realistic_result/cases/stress/stress_supplier_reliability_node_SDC-VD0901566A_stress/input_case.json,etudecas/simulation/sensibility/annual_realistic_result/cases/stress/stress_supplier_reliability_node_SDC-VD0901566A_stress/simulation_output,50.79380000010133,-87.55200000000013,0.0050320000000000364,1727.8811000008136,1582.1293999999762,0.0049373368420076325,-5.118837335426277,0.5580557656520709,0.0112852573591233,0.2571621356944691,stress,0.85,1028819.979,0.973624,0.003648,0.022728,1622.8364,1024339.4978,0.906734,664493.1616,15312686.6392,17400.0,606664.1392,616808.549,616808.549,558508.3742,56941.8255,14908804.017,15256830.56,1064676.8487,103536.9683,55856.0792,15777.1636,701881.7418,683446.8562,348026.543,30812.7887,,supplier_reliability_node,supplier_reliability_node::SDC-VD0901566A,Fiabilite fournisseur SDC-VD0901566A,ok,stress
1028769.1852,1710.3884,0.901702,15310958.7581,615226.4196,stress_supplier_stock_node_SDC-VD0993480A_stress,etudecas/simulation/sensibility/annual_realistic_result/cases/stress/stress_supplier_stock_node_SDC-VD0993480A_stress/input_case.json,etudecas/simulation/sensibility/annual_realistic_result/cases/stress/stress_supplier_stock_node_SDC-VD0993480A_stress/simulation_output,-520.1036999999778,-39.90000000000009,0.0022929999999999895,-6716.693699998781,-49.273799999966286,-0.05055591744798091,-2.3328034731760394,0.25429687413358176,-0.04386853760183653,-0.00800905137201398,stress,0.75,1028249.0815,0.973641,0.003621,0.022738,1670.4884,1023944.6994,0.903995,663964.3998,15304242.0644,17400.0,605225.5249,615177.1458,615177.1458,555325.8201,56426.4028,14900845.0483,15248827.4375,1064676.8487,103532.7626,55414.6269,15729.5116,701900.6831,673499.0058,347982.3891,29245.8618,,supplier_stock_node,supplier_stock_node::SDC-VD0993480A,Stock fournisseur SDC-VD0993480A,ok,stress
1028769.1852,1710.3884,0.901702,15310958.7581,615226.4196,stress_supplier_capacity_node_SDC-VD0993480A_stress,etudecas/simulation/sensibility/annual_realistic_result/cases/stress/stress_supplier_capacity_node_SDC-VD0993480A_stress/input_case.json,etudecas/simulation/sensibility/annual_realistic_result/cases/stress/stress_supplier_capacity_node_SDC-VD0993480A_stress/simulation_output,91.1612000000896,-21.888000000000147,0.0012579999999999814,2454.8120000008494,-13.774100000038743,0.008861190761887683,-1.279709333856576,0.13951394141301465,0.016033039072110185,-0.0022388667913504443,stress,0.75,1028860.3464,0.973664,0.003619,0.022717,1688.5004,1024208.4811,0.90296,663756.3214,15313413.5701,17400.0,605219.4858,615212.6455,615212.6455,555512.9018,56430.5724,14910126.259,15257998.0216,1064676.8487,103536.9683,55415.5485,15711.4996,701481.3288,766358.2978,347871.7627,29228.3887,,supplier_capacity_node,supplier_capacity_node::SDC-VD0993480A,Debit fournisseur SDC-VD0993480A,ok,stress
1028769.1852,1710.3884,0.901702,15310958.7581,615226.4196,stress_supplier_lead_time_node_SDC-VD0993480A_stress,etudecas/simulation/sensibility/annual_realistic_result/cases/stress/stress_supplier_lead_time_node_SDC-VD0993480A_stress/input_case.json,etudecas/simulation/sensibility/annual_realistic_result/cases/stress/stress_supplier_lead_time_node_SDC-VD0993480A_stress/simulation_output,-125.40999999991618,0.0,0.0,-1830.987199999392,0.0,-0.012190295141425294,0.0,0.0,-0.011958671099095868,0.0,stress,1.5,1028643.7752,0.973648,0.00362,0.022732,1710.3884,1026966.2506,0.901702,666798.3124,15309127.7709,17400.0,605244.0648,615226.4196,615226.4196,555247.0628,56431.3989,14905701.2717,15253707.3323,1064826.8487,103536.9683,55420.4386,15689.6116,701942.7897,672742.3959,348006.0607,29247.6162,,supplier_lead_time_node,supplier_lead_time_node::SDC-VD0993480A,Lead time fournisseur SDC-VD0993480A,ok,stress
1028769.1852,1710.3884,0.901702,15310958.7581,615226.4196,stress_supplier_reliability_node_SDC-VD0993480A_stress,etudecas/simulation/sensibility/annual_realistic_result/cases/stress/stress_supplier_reliability_node_SDC-VD0993480A_stress/input_case.json,etudecas/simulation/sensibility/annual_realistic_result/cases/stress/stress_supplier_reliability_node_SDC-VD0993480A_stress/simulation_output,63.911900000064634,-87.55200000000013,0.0050320000000000364,1425.5880000013858,1582.1293999999762,0.006212462515354181,-5.118837335426277,0.5580557656520709,0.00931089961461233,0.2571621356944691,stress,0.85,1028833.0971,0.973648,0.003621,0.02273,1622.8364,1024483.8552,0.906734,664637.519,15312384.3461,17400.0,606664.1392,616808.549,616808.549,558508.3742,56526.3266,14908875.2563,15256932.8754,1064676.8487,103536.9683,55451.4707,15777.1636,701881.7418,683446.8562,348057.6191,30812.7887,,supplier_reliability_node,supplier_reliability_node::SDC-VD0993480A,Fiabilite fournisseur SDC-VD0993480A,ok,stress
1028769.1852,1710.3884,0.901702,15310958.7581,615226.4196,stress_supplier_stock_node_SDC-VD0508918A_stress,etudecas/simulation/sensibility/annual_realistic_result/cases/stress/stress_supplier_stock_node_SDC-VD0508918A_stress/input_case.json,etudecas/simulation/sensibility/annual_realistic_result/cases/stress/stress_supplier_stock_node_SDC-VD0508918A_stress/simulation_output,-849.9545999999391,-21.888000000000147,0.0012579999999999814,-12822.424999998882,22.396599999978207,-0.08261859046980514,-1.279709333856576,0.13951394141301465,-0.08374671503321371,0.0036403833266035195,stress,0.75,1027919.2306,0.973629,0.003623,0.022749,1688.5004,1023948.7456,0.90296,663947.5677,15298136.3331,17400.0,605308.6707,615248.8162,615248.8162,555255.0738,56432.7427,14894705.092,15242715.286,1064676.8487,103536.9683,55421.0471,15711.4996,701958.8487,672742.3959,348010.194,29248.2854,,supplier_stock_node,supplier_stock_node::SDC-VD0508918A,Stock fournisseur SDC-VD0508918A,ok,stress
1028769.1852,1710.3884,0.901702,15310958.7581,615226.4196,stress_supplier_capacity_node_SDC-VD0508918A_stress,etudecas/simulation/sensibility/annual_realistic_result/cases/stress/stress_supplier_capacity_node_SDC-VD0508918A_stress/input_case.json,etudecas/simulation/sensibility/annual_realistic_result/cases/stress/stress_supplier_capacity_node_SDC-VD0508918A_stress/simulation_output,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,stress,0.75,1028769.1852,0.973651,0.00362,0.022729,1710.3884,1027272.0898,0.901702,667254.1516,15310958.7581,17400.0,605244.0648,615226.4196,615226.4196,555247.0628,56431.3989,14907532.2588,15255538.3195,1064676.8487,103536.9683,55420.4386,15689.6116,701942.7897,672742.3959,348006.0607,29247.6162,,supplier_capacity_node,supplier_capacity_node::SDC-VD0508918A,Debit fournisseur SDC-VD0508918A,ok,stress
1028769.1852,1710.3884,0.901702,15310958.7581,615226.4196,stress_supplier_lead_time_node_SDC-VD0508918A_stress,etudecas/simulation/sensibility/annual_realistic_result/cases/stress/stress_supplier_lead_time_node_SDC-VD0508918A_stress/input_case.json,etudecas/simulation/sensibility/annual_realistic_result/cases/stress/stress_supplier_lead_time_node_SDC-VD0508918A_stress/simulation_output,-42.63789999997243,0.0,0.0,-622.5138999987394,0.0,-0.004144554542784379,0.0,0.0,-0.004065806131633717,0.0,stress,1.5,1028726.5473,0.97365,0.00362,0.02273,1710.3884,1027183.1943,0.901702,667117.5561,15310336.2442,17400.0,605244.0648,615226.4196,615226.4196,555247.0628,56431.3989,14906909.7449,15254915.8056,1064724.5487,103536.9683,55420.4386,15689.6116,701942.7897,672742.3959,348006.0607,29247.6162,,supplier_lead_time_node,supplier_lead_time_node::SDC-VD0508918A,Lead time fournisseur SDC-VD0508918A,ok,stress
1028769.1852,1710.3884,0.901702,15310958.7581,615226.4196,stress_supplier_reliability_node_SDC-VD0508918A_stress,etudecas/simulation/sensibility/annual_realistic_result/cases/stress/stress_supplier_reliability_node_SDC-VD0508918A_stress/input_case.json,etudecas/simulation/sensibility/annual_realistic_result/cases/stress/stress_supplier_reliability_node_SDC-VD0508918A_stress/simulation_output,-1304.3997999998974,0.0,0.0,-18148.11129999906,323.98560000001453,-0.12679226971075275,0.0,0.0,-0.11853020824315207,0.05266119751662474,stress,0.85,1027464.7854,0.973617,0.003624,0.022758,1710.3884,1015216.5504,0.901702,655221.4122,15292810.6468,17400.0,605597.9202,615550.4052,615550.4052,555290.3972,56450.838,14889345.9698,15237383.3541,1064676.8487,103536.9683,55427.2927,15689.6116,701980.2368,672742.3959,348037.3843,29586.8246,,supplier_reliability_node,supplier_reliability_node::SDC-VD0508918A,Fiabilite fournisseur SDC-VD0508918A,ok,stress
1028769.1852,1710.3884,0.901702,15310958.7581,615226.4196,stress_supplier_stock_node_SDC-VD0949099A_stress,etudecas/simulation/sensibility/annual_realistic_result/cases/stress/stress_supplier_stock_node_SDC-VD0949099A_stress/input_case.json,etudecas/simulation/sensibility/annual_realistic_result/cases/stress/stress_supplier_stock_node_SDC-VD0949099A_stress/simulation_output,239.40380000008736,-21.888000000000147,0.0012579999999999814,4271.248100001365,55.29700000002049,0.023270895303259456,-1.279709333856576,0.13951394141301465,0.02789667301364609,0.008988073047313666,stress,0.75,1029008.589,0.973567,0.003706,0.022727,1688.5004,1024561.637,0.90296,664668.3987,15315230.0062,17400.0,605275.2029,615281.7166,615281.7166,555247.0628,57771.799,14910400.928,15258470.1105,1064676.8487,103536.9683,56759.8956,15711.4996,702030.3417,672742.3959,348069.1825,29251.2642,,supplier_stock_node,supplier_stock_node::SDC-VD0949099A,Stock fournisseur SDC-VD0949099A,ok,stress
1028769.1852,1710.3884,0.901702,15310958.7581,615226.4196,stress_supplier_capacity_node_SDC-VD0949099A_stress,etudecas/simulation/sensibility/annual_realistic_result/cases/stress/stress_supplier_capacity_node_SDC-VD0949099A_stress/input_case.json,etudecas/simulation/sensibility/annual_realistic_result/cases/stress/stress_supplier_capacity_node_SDC-VD0949099A_stress/simulation_output,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,stress,0.75,1028769.1852,0.973651,0.00362,0.022729,1710.3884,1027272.0898,0.901702,667254.1516,15310958.7581,17400.0,605244.0648,615226.4196,615226.4196,555247.0628,56431.3989,14907532.2588,15255538.3195,1064676.8487,103536.9683,55420.4386,15689.6116,701942.7897,672742.3959,348006.0607,29247.6162,,supplier_capacity_node,supplier_capacity_node::SDC-VD0949099A,Debit fournisseur SDC-VD0949099A,ok,stress
1028769.1852,1710.3884,0.901702,15310958.7581,615226.4196,stress_supplier_lead_time_node_SDC-VD0949099A_stress,etudecas/simulation/sensibility/annual_realistic_result/cases/stress/stress_supplier_lead_time_node_SDC-VD0949099A_stress/input_case.json,etudecas/simulation/sensibility/annual_realistic_result/cases/stress/stress_supplier_lead_time_node_SDC-VD0949099A_stress/simulation_output,93867.02659999998,0.0,0.0,1370555.6012000013,0.0,9.124206668549425,0.0,0.0,8.951468179449783,0.0,stress,1.5,1122636.2118,0.97581,0.003328,0.020862,1710.3884,1121136.5378,0.901702,667248.5997,16681514.3593,17400.0,605244.0648,615226.4196,615226.4196,555247.0628,56438.5715,16277990.8469,16625996.9075,1158546.8487,103536.9683,55517.4518,15689.6116,701942.7897,672742.3959,348006.0607,29247.6162,,supplier_lead_time_node,supplier_lead_time_node::SDC-VD0949099A,Lead time fournisseur SDC-VD0949099A,ok,stress
1028769.1852,1710.3884,0.901702,15310958.7581,615226.4196,stress_supplier_reliability_node_SDC-VD0949099A_stress,etudecas/simulation/sensibility/annual_realistic_result/cases/stress/stress_supplier_reliability_node_SDC-VD0949099A_stress/input_case.json,etudecas/simulation/sensibility/annual_realistic_result/cases/stress/stress_supplier_reliability_node_SDC-VD0949099A_stress/simulation_output,-712.1423999998951,0.0,0.0,-9346.291799999774,74.0287000000244,-0.06922275766467963,0.0,0.0,-0.061043151821274934,0.01203275698858242,stress,0.85,1028057.0428,0.973518,0.003739,0.022743,1710.3884,1027978.5085,0.901702,667972.0846,15301612.4663,17400.0,605307.9494,615300.4483,615300.4483,555247.0628,58225.8562,14896391.1543,15244400.1761,1064676.8487,103536.9683,57212.2903,15689.6116,701942.7897,672742.3959,348009.0218,29323.0152,,supplier_reliability_node,supplier_reliability_node::SDC-VD0949099A,Fiabilite fournisseur SDC-VD0949099A,ok,stress
