day,demand,served,backlog_end,arrivals_qty,produced_qty,shipped_qty,inventory_total,holding_cost_day,warehouse_operating_cost_day,inventory_risk_cost_day,legacy_raw_holding_cost_day,transport_cost_day,opening_open_order_transport_cost_day,external_procurement_transport_cost_day,operational_transport_cost_day,purchase_cost_day,opening_open_order_purchase_cost_day,external_procurement_purchase_cost_day,operational_purchase_cost_day,external_procured_ordered_qty,external_procured_arrived_qty,external_procured_rejected_qty,estimated_source_ordered_qty,estimated_source_arrived_qty,estimated_source_rejected_qty,supplier_capacity_binding_qty
522,9242.4286,9242.4286,0.0,9545.0627,0.0,24709.7143,2310820702.3416,94209.4816,121126.4763,53833.9895,269169.9473,1452.4168,0.0,1000.0,1452.4168,2445.3,0.0,7065.5,2445.3,25000.0,25000.0,0.0,0.0,0.0,0.0,0.0
523,9242.4286,9242.4286,0.0,77089.7654,0.0,27412.8571,2310870064.8213,94203.2807,121118.5037,53830.4461,269152.2305,1743.5262,0.0,0.0,1743.5262,1079.25,0.0,0.0,1079.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
524,9242.4286,9242.4286,0.0,9414.0941,0.0,27411.8571,2310876751.6297,94186.7352,121097.231,53820.9916,269104.9578,1743.4986,0.0,0.0,1743.4986,1079.25,0.0,0.0,1079.25,0.0,25000.0,0.0,0.0,0.0,0.0,0.0
525,9242.4286,9242.4286,0.0,37956.8571,14400.0,37559.6283,2310845294.4024,94183.8926,121093.5762,53819.3672,269096.8361,1749.4408,0.0,0.0,1749.4408,4157.7249,0.0,0.0,4157.7249,0.0,0.0,0.0,0.0,0.0,0.0,0.0
526,9699.0,9699.0,0.0,27981.597,0.0,18125.4286,2310879334.5708,94187.7832,121098.5784,53821.5904,269107.9519,456.2962,0.0,0.0,456.2962,1079.25,0.0,0.0,1079.25,0.0,25000.0,0.0,0.0,0.0,0.0,0.0
527,9699.0,9699.0,0.0,40242.4541,14400.0,48975.7712,2310843292.2262,94192.4743,121104.6098,53824.271,269121.3552,114.191,0.0,0.0,114.191,8513.5249,0.0,0.0,8513.5249,0.0,0.0,0.0,0.0,0.0,0.0,0.0
528,9699.0,9699.0,0.0,68684.4599,0.0,9001.4286,2310902159.2575,94197.3617,121110.8936,53827.0638,269135.3191,123.4106,0.0,1000.0,123.4106,1079.25,0.0,7065.5,1079.25,25000.0,0.0,0.0,0.0,0.0,0.0,0.0
529,9699.0,9699.0,0.0,23535.4286,0.0,11698.5714,2310913135.1147,94198.5046,121112.363,53827.7169,269138.5845,500.4832,0.0,0.0,500.4832,1079.25,0.0,0.0,1079.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
530,9699.0,9699.0,0.0,29262.0314,0.0,22106.5714,2310924427.5746,94189.405,121100.6636,53822.5172,269112.5858,1181.6701,0.0,0.0,1181.6701,2445.3,0.0,0.0,2445.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
531,9699.0,9699.0,0.0,64883.4541,0.0,24062.4286,2310964384.6001,94179.7183,121088.2092,53816.9819,269084.9093,1867.188,0.0,0.0,1867.188,1079.25,0.0,0.0,1079.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
532,9699.0,9699.0,0.0,31305.0,0.0,38186.0,2310991592.6001,94171.5713,121077.7345,53812.3264,269061.6322,2023.681,0.0,0.0,2023.681,3811.35,0.0,0.0,3811.35,0.0,25000.0,0.0,0.0,0.0,0.0,0.0
533,34566.2857,34566.2857,0.0,31688.2857,14400.0,431287.0569,2310529722.5157,93865.1583,120683.7749,53637.2333,268186.1665,53931.1464,0.0,0.0,53931.1464,5781.4249,0.0,0.0,5781.4249,0.0,0.0,0.0,0.0,0.0,0.0,0.0
534,34566.2857,34566.2857,0.0,348364.2857,14400.0,195891.3426,2310620724.1456,93953.6808,120797.5895,53687.8176,268439.0879,17990.5002,0.0,1233.856,17990.5002,1169.4249,0.0,7182.428,1169.4249,30846.4,0.0,0.0,0.0,0.0,0.0,0.0
535,34566.2857,34566.2857,0.0,217702.0,122200.0,30385477.0569,2271630571.3099,92433.711,118843.3427,52819.2634,264096.3172,17522.8954,0.0,467.712,17522.8954,120460.8749,0.0,233.856,120460.8749,11692.8,0.0,0.0,0.0,0.0,0.0,0.0
536,34566.2857,34566.2857,0.0,141566.7712,622200.0,411409.0569,2263088614.2453,91241.5328,117310.5422,52138.0187,260690.0937,17521.2873,0.0,1701.568,17521.2873,6784.8969,0.0,7416.284,6784.8969,42539.2,0.0,0.0,0.0,0.0,0.0,0.0
537,34566.2857,34566.2857,0.0,73839.0883,622200.0,450785.3426,2254494329.2122,90013.2658,115731.3417,51436.1519,257180.7593,13706.8351,0.0,935.424,13706.8351,7917.8749,0.0,467.712,7917.8749,23385.6,0.0,0.0,0.0,0.0,0.0,0.0
538,34566.2857,34566.2857,0.0,116090.8827,622200.0,428493.9141,2246039410.802,88871.0323,114262.7558,50783.447,253917.2351,8034.0291,0.0,1935.424,8034.0291,4098.3249,0.0,7533.212,4098.3249,48385.6,30846.4,0.0,0.0,0.0,0.0,0.0
539,34566.2857,34566.2857,0.0,30260723.3426,514400.0,327168.3426,2276631225.2888,89355.2992,114885.3846,51060.171,255300.8548,7982.9822,0.0,701.568,7982.9822,5781.4249,0.0,350.784,5781.4249,17539.2,11692.8,0.0,0.0,0.0,0.0,0.0
540,14428.7143,14428.7143,0.0,77410.1998,514400.0,341704.4855,2277070466.4612,89696.9601,115324.663,51255.4058,256277.0289,9976.3521,0.0,1233.856,9976.3521,6611.2249,0.0,7182.428,6611.2249,30846.4,42539.2,0.0,0.0,0.0,0.0,0.0
541,14428.7143,14428.7143,0.0,93568.0314,514400.0,280220.1998,2277584133.151,90083.206,115821.2649,51476.1177,257380.5886,2875.0493,0.0,1000.0,2875.0493,4980.7749,0.0,7065.5,4980.7749,25000.0,23385.6,0.0,0.0,0.0,0.0,0.0
542,14428.7143,14428.7143,0.0,78640.1998,214400.0,296078.1998,2277800544.0092,90262.6234,116051.9443,51578.6419,257893.2096,2529.6217,0.0,0.0,2529.6217,8513.5249,0.0,0.0,8513.5249,0.0,48385.6,0.0,0.0,0.0,0.0,0.0
543,14428.7143,14428.7143,0.0,102243.194,514400.0,266078.1998,2278332029.4616,90673.1572,116579.7735,51813.2327,259066.1634,2529.4123,0.0,1000.0,2529.4123,3614.7249,0.0,7065.5,3614.7249,25000.0,17539.2,0.0,0.0,0.0,0.0,0.0
544,14428.7143,14428.7143,0.0,68522.0569,514400.0,286224.1998,2278817999.977,91053.1973,117068.3965,52030.3984,260151.9922,2530.8801,0.0,0.0,2530.8801,6324.4249,0.0,0.0,6324.4249,0.0,30846.4,0.0,0.0,0.0,0.0,0.0
545,14428.7143,14428.7143,0.0,42439.8026,514400.0,261170.1998,2279302142.8379,91406.8434,117523.0844,52232.4819,261162.4097,2531.8747,0.0,1000.0,2531.8747,2248.6749,0.0,7065.5,2248.6749,25000.0,25000.0,0.0,0.0,0.0,0.0,0.0
546,14428.7143,14428.7143,0.0,33252.0314,514400.0,306216.1998,2279722096.9277,91752.0806,117966.9608,52429.7604,262148.8019,2533.5611,0.0,0.0,2533.5611,10958.8249,0.0,0.0,10958.8249,0.0,0.0,0.0,0.0,0.0,0.0,0.0
547,9363.1429,9363.1429,0.0,85422.0569,514400.0,277849.7712,2280237700.0431,92132.0424,118455.4831,52646.8814,263234.4068,668.4135,0.0,1000.0,668.4135,6860.6749,0.0,7065.5,6860.6749,25000.0,25000.0,0.0,0.0,0.0,0.0,0.0
548,9363.1429,9363.1429,0.0,102526.4797,514400.0,267950.7712,2280770307.5812,92543.3849,118984.3521,52881.9343,264409.6713,668.6407,0.0,1000.0,668.6407,7969.0749,0.0,7065.5,7969.0749,25000.0,0.0,0.0,0.0,0.0,0.0,0.0
549,9363.1429,9363.1429,0.0,107473.0314,214400.0,263402.7712,2281020045.6709,92744.1812,119242.5187,52996.675,264983.3749,311.6969,0.0,0.0,311.6969,5781.4249,0.0,0.0,5781.4249,0.0,25000.0,0.0,0.0,0.0,0.0,0.0
550,9363.1429,9363.1429,0.0,133676.5424,14400.0,238314.7712,2281102773.2718,92823.0456,119343.9158,53041.7403,265208.7017,120.2383,0.0,1000.0,120.2383,3327.9249,0.0,7065.5,3327.9249,25000.0,0.0,0.0,0.0,0.0,0.0,0.0
551,9363.1429,9363.1429,0.0,183216.0,14400.0,273267.7712,2281235040.3302,92942.5028,119497.5036,53110.0016,265550.008,119.2787,0.0,0.0,119.2787,9592.7749,0.0,0.0,9592.7749,0.0,25000.0,0.0,0.0,0.0,0.0,0.0
552,9363.1429,9363.1429,0.0,192631.8026,14400.0,268222.7712,2281382569.1912,93076.7562,119670.1151,53186.7178,265933.5891,117.9709,0.0,1233.856,117.9709,8226.7249,0.0,7182.428,8226.7249,30846.4,25000.0,0.0,0.0,0.0,0.0,0.0
553,9363.1429,9363.1429,0.0,173127.7712,0.0,243130.0,2281546333.8195,93195.5962,119822.9094,53254.6264,266273.1319,110.9482,0.0,1233.856,110.9482,4890.6,0.0,7182.428,4890.6,30846.4,0.0,0.0,0.0,0.0,0.0,0.0
554,12294.8571,12294.8571,0.0,188144.4797,0.0,215583.7143,2281714906.7277,93292.968,119948.1018,53310.2674,266551.3372,4600.6207,0.0,233.856,4600.6207,3524.55,0.0,116.928,3524.55,5846.4,25000.0,0.0,0.0,0.0,0.0,0.0
555,12294.8571,12294.8571,0.0,232847.7398,0.0,166295.4286,2281892649.1819,93418.7264,120109.7911,53382.1294,266910.6469,2794.0499,0.0,233.856,2794.0499,2158.5,0.0,116.928,2158.5,5846.4,0.0,0.0,0.0,0.0,0.0,0.0
556,12294.8571,12294.8571,0.0,257783.0314,14400.0,99922.1998,2282111230.5288,93566.6304,120299.9533,53466.6459,267333.2296,1978.0774,0.0,233.856,1978.0774,5236.9749,0.0,116.928,5236.9749,5846.4,30846.4,0.0,0.0,0.0,0.0,0.0
557,12294.8571,12294.8571,0.0,280606.4913,14400.0,70044.1998,2282322735.3357,93745.1569,120529.4874,53568.6611,267843.3053,1978.0539,0.0,233.856,1978.0539,8513.5249,0.0,116.928,8513.5249,5846.4,30846.4,0.0,0.0,0.0,0.0,0.0
558,12294.8571,12294.8571,0.0,313980.4286,14400.0,45045.1998,2282567613.0798,93909.1849,120740.3806,53662.3914,268311.9568,1977.9443,0.0,1233.856,1977.9443,4693.9749,0.0,7182.428,4693.9749,30846.4,5846.4,0.0,0.0,0.0,0.0,0.0
559,12294.8571,12294.8571,0.0,238380.4541,14400.0,75043.1998,2282711891.8495,94062.5458,120937.5589,53750.0262,268750.1308,1978.0986,0.0,233.856,1978.0986,9592.7749,0.0,116.928,9592.7749,5846.4,5846.4,0.0,0.0,0.0,0.0,0.0
560,12294.8571,12294.8571,0.0,301157.1429,14400.0,30143.1998,2282943846.3079,94248.9154,121177.1769,53856.5231,269282.6153,1977.8067,0.0,1233.856,1977.8067,1712.4249,0.0,7182.428,1712.4249,30846.4,5846.4,0.0,0.0,0.0,0.0,0.0
561,12527.4286,12527.4286,0.0,314492.8827,0.0,19463.7143,2283235278.4478,94424.0715,121402.3776,53956.6123,269783.0614,506.3974,0.0,0.0,506.3974,1366.05,0.0,0.0,1366.05,0.0,5846.4,0.0,0.0,0.0,0.0,0.0
562,12527.4286,12527.4286,0.0,478533.0279,0.0,13929.0,2283732129.4471,94594.5451,121621.5579,54054.0258,270270.1288,108.2649,0.0,0.0,108.2649,2732.1,0.0,0.0,2732.1,0.0,30846.4,0.0,0.0,0.0,0.0,0.0
563,12527.4286,12527.4286,0.0,273405.7456,0.0,8928.0,2283998854.1642,94765.2537,121841.0404,54151.5735,270757.8677,108.1708,0.0,0.0,108.1708,1079.25,0.0,0.0,1079.25,0.0,5846.4,0.0,0.0,0.0,0.0,0.0
564,12527.4286,12527.4286,0.0,283436.7143,0.0,13926.0,2284300609.8499,94936.6696,122061.4324,54249.5255,271247.6275,108.1824,0.0,0.0,108.1824,2732.1,0.0,0.0,2732.1,0.0,30846.4,0.0,0.0,0.0,0.0,0.0
565,12527.4286,12527.4286,0.0,232910.0,0.0,8925.0,2284520992.4213,95094.2659,122264.0562,54339.5805,271697.9026,108.0883,0.0,0.0,108.0883,1079.25,0.0,0.0,1079.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
566,12527.4286,12527.4286,0.0,277855.0,0.0,3879.0,2284786319.9927,95253.4071,122468.6663,54430.5184,272152.5918,106.7501,0.0,0.0,106.7501,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
567,12527.4286,12527.4286,0.0,207941.0,0.0,17585.0,2284977936.5642,95367.9611,122615.9499,54495.9778,272479.8888,632.6992,0.0,0.0,632.6992,2732.1,0.0,0.0,2732.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
568,24555.7143,24555.7143,0.0,196829.0,14400.0,150004.0569,2284972363.7654,95395.34,122651.1514,54511.6229,272558.1143,15203.6328,0.0,0.0,15203.6328,6068.2249,0.0,0.0,6068.2249,0.0,0.0,0.0,0.0,0.0,0.0,0.0
569,24555.7143,24555.7143,0.0,118253.0,14400.0,106804.0569,2284931459.9667,95410.384,122670.4937,54520.2194,272601.0971,4087.2081,0.0,1000.0,4087.2081,6068.2249,0.0,7065.5,6068.2249,25000.0,0.0,0.0,0.0,0.0,0.0,0.0
570,24555.7143,24555.7143,0.0,93553.7398,14400.0,42078.0569,2284930585.9079,95415.7955,122677.4513,54523.3117,272616.5585,2585.4151,0.0,1000.0,2585.4151,2535.4749,0.0,7065.5,2535.4749,25000.0,0.0,0.0,0.0,0.0,0.0,0.0
571,24555.7143,24555.7143,0.0,102376.0313,14400.0,67132.0569,2284924279.1405,95428.0674,122693.2295,54530.3242,272651.6212,2584.4233,0.0,233.856,2584.4233,6324.4249,0.0,116.928,6324.4249,5846.4,0.0,0.0,0.0,0.0,0.0,0.0
572,24555.7143,24555.7143,0.0,251353.6028,14400.0,51987.0569,2285087049.9445,95459.2347,122733.3017,54548.1341,272740.6705,2583.0524,0.0,1467.712,2583.0524,4980.7749,0.0,7299.356,4980.7749,36692.8,0.0,0.0,0.0,0.0,0.0,0.0
573,24555.7143,24555.7143,0.0,185495.3171,14400.0,71942.0569,2285183962.4629,95559.2527,122861.8964,54605.2873,273026.4364,2581.8846,0.0,701.568,2581.8846,7147.4749,0.0,350.784,7147.4749,17539.2,25000.0,0.0,0.0,0.0,0.0,0.0
574,24555.7143,24555.7143,0.0,244509.0511,14400.0,46897.0569,2285364888.7153,95610.9641,122928.3824,54634.8366,273174.1831,2580.5062,0.0,1935.424,2580.5062,3614.7249,0.0,7533.212,3614.7249,48385.6,25000.0,0.0,0.0,0.0,0.0,0.0
575,16520.5714,16520.5714,0.0,57108.7968,14400.0,58110.7712,2285330236.5419,95616.1504,122935.0505,54637.8002,273189.0012,648.5281,0.0,935.424,648.5281,7690.4749,0.0,467.712,7690.4749,23385.6,5846.4,0.0,0.0,0.0,0.0,0.0
576,16520.5714,16520.5714,0.0,27711.3484,14400.0,58057.7712,2285291288.3202,95611.1493,122928.6205,54634.9425,273174.7123,649.693,0.0,1701.568,649.693,6860.6749,0.0,7416.284,6860.6749,42539.2,36692.8,0.0,0.0,0.0,0.0,0.0
577,16520.5714,16520.5714,0.0,68155.8026,14400.0,38150.7712,2285292782.9526,95607.8461,122924.3736,54633.0549,273165.2747,652.1819,0.0,1233.856,652.1819,4693.9749,0.0,7182.428,4693.9749,30846.4,17539.2,0.0,0.0,0.0,0.0,0.0
578,16520.5714,16520.5714,0.0,38297.4797,14400.0,63197.7712,2285276112.6621,95612.4424,122930.2831,54635.6814,273178.4069,653.6153,0.0,0.0,653.6153,8226.7249,0.0,0.0,8226.7249,0.0,48385.6,0.0,0.0,0.0,0.0,0.0
579,16520.5714,16520.5714,0.0,23187.0,14400.0,30858.7712,2285257517.892,95626.2088,122947.9827,54643.5479,273217.7394,376.0508,0.0,1000.0,376.0508,4693.9749,0.0,7065.5,4693.9749,25000.0,23385.6,0.0,0.0,0.0,0.0,0.0
580,16520.5714,16520.5714,0.0,28215.0627,14400.0,48944.7712,2285250065.7845,95641.148,122967.1903,54652.0846,273260.4229,110.7201,0.0,0.0,110.7201,8769.7249,0.0,0.0,8769.7249,0.0,42539.2,0.0,0.0,0.0,0.0,0.0
581,16520.5714,16520.5714,0.0,43751.7712,14400.0,23889.7712,2285266556.5856,95638.0301,122963.1815,54650.3029,273251.5145,111.6872,0.0,1000.0,111.6872,4693.9749,0.0,7065.5,4693.9749,25000.0,30846.4,0.0,0.0,0.0,0.0,0.0
582,5150.2857,5150.2857,0.0,35176.4797,0.0,13843.0,2285296582.7796,95653.4895,122983.058,54659.1369,273295.6844,105.9039,0.0,0.0,105.9039,2158.5,0.0,0.0,2158.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
583,5150.2857,5150.2857,0.0,13729.511,0.0,13843.0,2285330162.0049,95653.5458,122983.1303,54659.169,273295.8452,105.9011,0.0,0.0,105.9011,2445.3,0.0,0.0,2445.3,0.0,25000.0,0.0,0.0,0.0,0.0,0.0
584,5150.2857,5150.2857,0.0,18764.0314,0.0,18796.0,2285343775.7505,95653.2106,122982.6993,54658.9775,273294.8874,104.6799,0.0,0.0,104.6799,3524.55,0.0,0.0,3524.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0
585,5150.2857,5150.2857,0.0,38605.0,0.0,18705.0,2285402230.4648,95653.8253,122983.4896,54659.3287,273296.6436,102.1756,0.0,0.0,102.1756,3524.55,0.0,0.0,3524.55,0.0,25000.0,0.0,0.0,0.0,0.0,0.0
586,5150.2857,5150.2857,0.0,13752.7712,0.0,18568.0,2285410832.9503,95653.2077,122982.6957,54658.9759,273294.8793,98.4053,0.0,0.0,98.4053,3524.55,0.0,0.0,3524.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0
587,5150.2857,5150.2857,0.0,13605.0,0.0,13565.0,2285419287.6646,95652.5224,122981.8145,54658.5842,273292.9211,98.2534,0.0,0.0,98.2534,2158.5,0.0,0.0,2158.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
588,5150.2857,5150.2857,0.0,23650.0,0.0,18565.0,2285437787.3789,95652.3396,122981.5795,54658.4798,273292.3989,98.3228,0.0,0.0,98.3228,3524.55,0.0,0.0,3524.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0
589,5978.4286,5978.4286,0.0,13743.0,0.0,18563.0,2285445551.9503,95651.0838,122979.9648,54657.7621,273288.8107,98.2677,0.0,0.0,98.2677,3524.55,0.0,0.0,3524.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0
590,5978.4286,5978.4286,0.0,38834.0,0.0,18562.0,2285478407.5217,95650.5734,122979.3086,54657.4705,273287.3525,98.2402,0.0,0.0,98.2402,3524.55,0.0,0.0,3524.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0
591,5978.4286,5978.4286,0.0,8882.0,0.0,13561.0,2285481311.0932,95649.2693,122977.632,54656.7253,273283.6267,98.1404,0.0,0.0,98.1404,2445.3,0.0,0.0,2445.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
592,5978.4286,5978.4286,0.0,23837.0,0.0,8560.0,2285499169.6646,95648.5526,122976.7105,54656.3158,273281.579,98.0435,0.0,0.0,98.0435,1079.25,0.0,0.0,1079.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
593,5978.4286,5978.4286,0.0,38792.0,0.0,13560.0,2285531983.236,95648.0659,122976.0847,54656.0377,273280.1883,98.1129,0.0,0.0,98.1129,2445.3,0.0,0.0,2445.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
594,5978.4286,5978.4286,0.0,58837.0,0.0,8560.0,2285584841.8074,95648.0833,122976.1071,54656.0476,273280.238,98.0435,0.0,0.0,98.0435,1079.25,0.0,0.0,1079.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
595,5978.4286,5978.4286,0.0,28883.0,0.0,23560.0,2285607746.3789,95647.5529,122975.4252,54655.7445,273278.7226,98.2546,0.0,0.0,98.2546,4890.6,0.0,0.0,4890.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
596,8706.5714,8706.5714,0.0,23655.0,0.0,16232.1429,2285620022.6646,95642.6663,122969.1424,54652.9522,273264.761,469.9177,0.0,0.0,469.9177,2158.5,0.0,0.0,2158.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
597,8706.5714,8706.5714,0.0,13654.0,0.0,26543.2857,2285616986.8074,95633.3977,122957.2256,54647.6558,273238.2791,938.1846,0.0,0.0,938.1846,3524.55,0.0,0.0,3524.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0
598,8706.5714,8706.5714,0.0,31281.1429,0.0,24136.2857,2285628939.0932,95624.3287,122945.5655,54642.4736,273212.3678,1036.6006,0.0,0.0,1036.6006,2445.3,0.0,0.0,2445.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
599,8706.5714,8706.5714,0.0,28527.0,0.0,14091.2857,2285638137.236,95613.6993,122931.8991,54636.3996,273181.998,1035.2205,0.0,0.0,1035.2205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
600,8706.5714,8706.5714,0.0,31721.4286,0.0,24046.2857,2285650529.8074,95612.3725,122930.1933,54635.6414,273178.2072,1034.1209,0.0,0.0,1034.1209,2732.1,0.0,0.0,2732.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
601,8706.5714,8706.5714,0.0,54048.2857,14400.0,49094.0569,2285618663.4373,95609.1693,122926.0748,54633.811,273169.0551,1039.9357,0.0,0.0,1039.9357,5781.4249,0.0,0.0,5781.4249,0.0,0.0,0.0,0.0,0.0,0.0,0.0
602,8706.5714,8706.5714,0.0,38426.0,0.0,19000.2857,2285637760.5802,95598.3816,122912.2049,54627.6466,273138.233,1032.7856,0.0,1000.0,1032.7856,1366.05,0.0,7065.5,1366.05,25000.0,0.0,0.0,0.0,0.0,0.0,0.0
603,22378.5714,22378.5714,0.0,45114.4541,14400.0,232426.4855,2285404909.9498,95475.5471,122754.2748,54557.4555,272787.2774,23186.8987,0.0,0.0,23186.8987,16822.9309,0.0,0.0,16822.9309,0.0,0.0,0.0,0.0,0.0,0.0,0.0
604,22378.5714,22378.5714,0.0,53481.0,14400.0,145397.0569,2285257453.294,95361.0014,122607.0018,54492.0008,272460.0041,12701.867,0.0,1000.0,12701.867,1712.4249,0.0,7065.5,1712.4249,25000.0,0.0,0.0,0.0,0.0,0.0,0.0
605,22378.5714,22378.5714,0.0,247988.4599,122200.0,271083.0569,2276417915.6325,93978.3689,120829.3314,53701.9251,268509.6253,4999.0475,0.0,0.0,4999.0475,25867.8749,0.0,0.0,25867.8749,0.0,0.0,0.0,0.0,0.0,0.0,0.0
606,22378.5714,22378.5714,0.0,70194.1742,14400.0,121084.0569,2276401264.1508,93979.087,120830.2547,53702.3354,268511.6771,4998.7595,0.0,1000.0,4998.7595,3614.7249,0.0,7065.5,3614.7249,25000.0,25000.0,0.0,0.0,0.0,0.0,0.0
607,22378.5714,22378.5714,0.0,40565.4913,14400.0,141083.0569,2276304984.9863,93945.7552,120787.3996,53683.2887,268416.4435,4998.8025,0.0,0.0,4998.8025,5781.4249,0.0,0.0,5781.4249,0.0,0.0,0.0,0.0,0.0,0.0,0.0
608,22378.5714,22378.5714,0.0,75934.4193,14400.0,121184.0569,2276298975.7497,93943.7876,120784.8698,53682.1644,268410.8218,4998.8909,0.0,1000.0,4998.8909,4157.7249,0.0,7065.5,4157.7249,25000.0,25000.0,0.0,0.0,0.0,0.0,0.0
609,22378.5714,22378.5714,0.0,53790.7143,14400.0,146084.0569,2276221767.8081,93917.6561,120751.2721,53667.232,268336.1602,4998.8994,0.0,233.856,4998.8994,7147.4749,0.0,116.928,7147.4749,5846.4,0.0,0.0,0.0,0.0,0.0,0.0
610,10077.8571,10077.8571,0.0,64894.1998,14400.0,128705.4855,2276215342.6377,93926.3842,120762.4939,53672.2195,268361.0976,1885.2173,0.0,1467.712,1885.2173,8226.7249,0.0,7299.356,8226.7249,36692.8,25000.0,0.0,0.0,0.0,0.0,0.0
611,10077.8571,10077.8571,0.0,83679.7712,14400.0,97603.7712,2276238804.7531,93967.9665,120815.9569,53695.9809,268479.9043,643.309,0.0,1701.568,643.309,6060.0249,0.0,7416.284,6060.0249,42539.2,0.0,0.0,0.0,0.0,0.0,0.0
612,10077.8571,10077.8571,0.0,96129.6539,14400.0,116734.7712,2276270584.7511,93990.8072,120845.3236,53709.0327,268545.1636,1204.4265,0.0,935.424,1204.4265,7403.6749,0.0,467.712,7403.6749,23385.6,25000.0,0.0,0.0,0.0,0.0,0.0
613,10077.8571,10077.8571,0.0,38277.7398,14400.0,94215.7712,2276247031.2351,93979.3325,120830.5704,53702.4757,268512.3786,1669.3456,0.0,1935.424,1669.3456,4693.9749,0.0,7533.212,4693.9749,48385.6,5846.4,0.0,0.0,0.0,0.0,0.0
614,10077.8571,10077.8571,0.0,31660.0627,14400.0,122251.7712,2276213825.4419,93978.6465,120829.6883,53702.0837,268510.4185,1784.2361,0.0,701.568,1784.2361,8226.7249,0.0,350.784,8226.7249,17539.2,36692.8,0.0,0.0,0.0,0.0,0.0
615,10077.8571,10077.8571,0.0,19750.0314,14400.0,117389.7712,2276168710.0174,93969.0692,120817.3747,53696.611,268483.055,1787.9644,0.0,1233.856,1787.9644,6860.6749,0.0,7182.428,6860.6749,30846.4,42539.2,0.0,0.0,0.0,0.0,0.0
616,10077.8571,10077.8571,0.0,28965.4855,14400.0,102481.7712,2276149501.4471,93978.7772,120829.8563,53702.1584,268510.7919,1790.4952,0.0,1000.0,1790.4952,6060.0249,0.0,7065.5,6060.0249,25000.0,23385.6,0.0,0.0,0.0,0.0,0.0
617,12120.1429,12120.1429,0.0,61234.0314,14400.0,116119.9141,2276167774.994,94013.0482,120873.9191,53721.7418,268608.7092,886.4598,0.0,0.0,886.4598,8769.7249,0.0,0.0,8769.7249,0.0,48385.6,0.0,0.0,0.0,0.0,0.0
618,12120.1429,12120.1429,0.0,73040.0314,14400.0,80630.0569,2276192541.9981,94052.1992,120924.2562,53744.1138,268720.5692,1486.397,0.0,1000.0,1486.397,2248.6749,0.0,7065.5,2248.6749,25000.0,17539.2,0.0,0.0,0.0,0.0,0.0
619,12120.1429,12120.1429,0.0,100223.1022,14400.0,126750.0569,2276226724.273,94094.7029,120978.9037,53768.4016,268842.0082,1717.6111,0.0,0.0,1717.6111,9592.7749,0.0,0.0,9592.7749,0.0,30846.4,0.0,0.0,0.0,0.0,0.0
620,12120.1429,12120.1429,0.0,71122.8827,0.0,81701.2857,2276292546.7271,94118.8614,121009.9647,53782.2065,268911.0326,1711.5187,0.0,1000.0,1711.5187,1079.25,0.0,7065.5,1079.25,25000.0,25000.0,0.0,0.0,0.0,0.0,0.0
621,12120.1429,12120.1429,0.0,97199.7398,14400.0,96794.0569,2276317860.2397,94154.8309,121056.2112,53802.7605,269013.8026,1718.6373,0.0,0.0,1718.6373,4980.7749,0.0,0.0,4980.7749,0.0,0.0,0.0,0.0,0.0,0.0,0.0
622,12120.1429,12120.1429,0.0,114553.6341,0.0,86747.2857,2276427113.4452,94204.3774,121119.9138,53831.0728,269155.364,1712.8541,0.0,0.0,1712.8541,2445.3,0.0,0.0,2445.3,0.0,25000.0,0.0,0.0,0.0,0.0,0.0
623,12120.1429,12120.1429,0.0,120310.4599,14400.0,111939.0569,2276450436.6779,94246.3608,121173.8925,53855.0633,269275.3167,1720.0082,0.0,0.0,1720.0082,6324.4249,0.0,0.0,6324.4249,0.0,0.0,0.0,0.0,0.0,0.0,0.0
