record_index,system,component,mass_kg,role_hint,primary_supplier,primary_country,primary_region,primary_distance_to_downstream_km,alternate_supplier,alternate_country,alternate_region,alternate_distance_to_downstream_km,distance_delta_vs_primary_km,downstream_supplier,downstream_role,locality_gain_flag,distance_gain_flag,coordinate_status
115,Ensemble porte,nylon,0.0004003,tier1,AmSafe,United States,Outside_Europe,8786.682,SUMPAR,France,France,83.803,-8702.879,Safran Seats / Safran internal group,oem,yes,yes,ok
117,Ens. Tablette cocktail,nylon,0.002,tier1,AmSafe,United States,Outside_Europe,8786.682,SUMPAR,France,France,83.803,-8702.879,Safran Seats / Safran internal group,oem,yes,yes,ok
118,Ens. Tablette repas,nylon,0.0002,tier1,AmSafe,United States,Outside_Europe,8786.682,SUMPAR,France,France,83.803,-8702.879,Safran Seats / Safran internal group,oem,yes,yes,ok
119,Ens. Têtière,nylon,0.003,tier1,AmSafe,United States,Outside_Europe,8786.682,SUMPAR,France,France,83.803,-8702.879,Safran Seats / Safran internal group,oem,yes,yes,ok
120,Stowage assemblé avec porte,nylon,0.000375,tier1,AmSafe,United States,Outside_Europe,8786.682,SUMPAR,France,France,83.803,-8702.879,Safran Seats / Safran internal group,oem,yes,yes,ok
139,Ens. Structure fixe,nylon,0.0145416,tier1,AmSafe,United States,Outside_Europe,8786.682,SUMPAR,France,France,83.803,-8702.879,Safran Seats / Safran internal group,oem,yes,yes,ok
12,Manchette acc. Mobile,FRMC55:EU28 polyuréthane flexible traité UL,0.039,tier3_first_transformation,"Zhejiang Yuxin Textile Co.,Ltd.",China,Outside_Europe,9234.979,Aluminium France,France,France,536.475,-8698.504,MGR Foamtex Ltd,tier2_second_transformation,yes,yes,ok
152,Manchette équipée,FRMC55:EU28 polyuréthane flexible traité UL,0.039,tier3_first_transformation,"Zhejiang Yuxin Textile Co.,Ltd.",China,Outside_Europe,9234.979,Aluminium France,France,France,536.475,-8698.504,MGR Foamtex Ltd,tier2_second_transformation,yes,yes,ok
111,Ceinture de sécurité,nylon,0.18,tier1,AmSafe,United States,Outside_Europe,8786.682,ETS Gattefin,France,France,186.911,-8599.771,Safran Seats / Safran internal group,oem,yes,yes,ok
112,Support clamps,nylon,1.284,tier1,AmSafe,United States,Outside_Europe,8786.682,ETS Gattefin,France,France,186.911,-8599.771,Safran Seats / Safran internal group,oem,yes,yes,ok
113,Ens. Stowage latéral,nylon,0.016416667,tier1,AmSafe,United States,Outside_Europe,8786.682,ETS Gattefin,France,France,186.911,-8599.771,Safran Seats / Safran internal group,oem,yes,yes,ok
114,Ens. Palette optimisée,nylon,0.0021875,tier1,AmSafe,United States,Outside_Europe,8786.682,ETS Gattefin,France,France,186.911,-8599.771,Safran Seats / Safran internal group,oem,yes,yes,ok
115,Ensemble porte,nylon,0.0004003,tier1,AmSafe,United States,Outside_Europe,8786.682,ETS Gattefin,France,France,186.911,-8599.771,Safran Seats / Safran internal group,oem,yes,yes,ok
117,Ens. Tablette cocktail,nylon,0.002,tier1,AmSafe,United States,Outside_Europe,8786.682,ETS Gattefin,France,France,186.911,-8599.771,Safran Seats / Safran internal group,oem,yes,yes,ok
118,Ens. Tablette repas,nylon,0.0002,tier1,AmSafe,United States,Outside_Europe,8786.682,ETS Gattefin,France,France,186.911,-8599.771,Safran Seats / Safran internal group,oem,yes,yes,ok
119,Ens. Têtière,nylon,0.003,tier1,AmSafe,United States,Outside_Europe,8786.682,ETS Gattefin,France,France,186.911,-8599.771,Safran Seats / Safran internal group,oem,yes,yes,ok
120,Stowage assemblé avec porte,nylon,0.000375,tier1,AmSafe,United States,Outside_Europe,8786.682,ETS Gattefin,France,France,186.911,-8599.771,Safran Seats / Safran internal group,oem,yes,yes,ok
139,Ens. Structure fixe,nylon,0.0145416,tier1,AmSafe,United States,Outside_Europe,8786.682,ETS Gattefin,France,France,186.911,-8599.771,Safran Seats / Safran internal group,oem,yes,yes,ok
111,Ceinture de sécurité,nylon,0.18,tier1,AmSafe,United States,Outside_Europe,8786.682,ACH,France,France,275.875,-8510.807,Safran Seats / Safran internal group,oem,yes,yes,ok
112,Support clamps,nylon,1.284,tier1,AmSafe,United States,Outside_Europe,8786.682,ACH,France,France,275.875,-8510.807,Safran Seats / Safran internal group,oem,yes,yes,ok
113,Ens. Stowage latéral,nylon,0.016416667,tier1,AmSafe,United States,Outside_Europe,8786.682,ACH,France,France,275.875,-8510.807,Safran Seats / Safran internal group,oem,yes,yes,ok
114,Ens. Palette optimisée,nylon,0.0021875,tier1,AmSafe,United States,Outside_Europe,8786.682,ACH,France,France,275.875,-8510.807,Safran Seats / Safran internal group,oem,yes,yes,ok
115,Ensemble porte,nylon,0.0004003,tier1,AmSafe,United States,Outside_Europe,8786.682,ACH,France,France,275.875,-8510.807,Safran Seats / Safran internal group,oem,yes,yes,ok
117,Ens. Tablette cocktail,nylon,0.002,tier1,AmSafe,United States,Outside_Europe,8786.682,ACH,France,France,275.875,-8510.807,Safran Seats / Safran internal group,oem,yes,yes,ok
118,Ens. Tablette repas,nylon,0.0002,tier1,AmSafe,United States,Outside_Europe,8786.682,ACH,France,France,275.875,-8510.807,Safran Seats / Safran internal group,oem,yes,yes,ok
119,Ens. Têtière,nylon,0.003,tier1,AmSafe,United States,Outside_Europe,8786.682,ACH,France,France,275.875,-8510.807,Safran Seats / Safran internal group,oem,yes,yes,ok
120,Stowage assemblé avec porte,nylon,0.000375,tier1,AmSafe,United States,Outside_Europe,8786.682,ACH,France,France,275.875,-8510.807,Safran Seats / Safran internal group,oem,yes,yes,ok
139,Ens. Structure fixe,nylon,0.0145416,tier1,AmSafe,United States,Outside_Europe,8786.682,ACH,France,France,275.875,-8510.807,Safran Seats / Safran internal group,oem,yes,yes,ok
111,Ceinture de sécurité,nylon,0.18,tier1,AmSafe,United States,Outside_Europe,8786.682,MGA Villeneuve St Lot,France,France,499.647,-8287.034,Safran Seats / Safran internal group,oem,yes,yes,ok
112,Support clamps,nylon,1.284,tier1,AmSafe,United States,Outside_Europe,8786.682,MGA Villeneuve St Lot,France,France,499.647,-8287.034,Safran Seats / Safran internal group,oem,yes,yes,ok
113,Ens. Stowage latéral,nylon,0.016416667,tier1,AmSafe,United States,Outside_Europe,8786.682,MGA Villeneuve St Lot,France,France,499.647,-8287.034,Safran Seats / Safran internal group,oem,yes,yes,ok
114,Ens. Palette optimisée,nylon,0.0021875,tier1,AmSafe,United States,Outside_Europe,8786.682,MGA Villeneuve St Lot,France,France,499.647,-8287.034,Safran Seats / Safran internal group,oem,yes,yes,ok
115,Ensemble porte,nylon,0.0004003,tier1,AmSafe,United States,Outside_Europe,8786.682,MGA Villeneuve St Lot,France,France,499.647,-8287.034,Safran Seats / Safran internal group,oem,yes,yes,ok
117,Ens. Tablette cocktail,nylon,0.002,tier1,AmSafe,United States,Outside_Europe,8786.682,MGA Villeneuve St Lot,France,France,499.647,-8287.034,Safran Seats / Safran internal group,oem,yes,yes,ok
118,Ens. Tablette repas,nylon,0.0002,tier1,AmSafe,United States,Outside_Europe,8786.682,MGA Villeneuve St Lot,France,France,499.647,-8287.034,Safran Seats / Safran internal group,oem,yes,yes,ok
119,Ens. Têtière,nylon,0.003,tier1,AmSafe,United States,Outside_Europe,8786.682,MGA Villeneuve St Lot,France,France,499.647,-8287.034,Safran Seats / Safran internal group,oem,yes,yes,ok
120,Stowage assemblé avec porte,nylon,0.000375,tier1,AmSafe,United States,Outside_Europe,8786.682,MGA Villeneuve St Lot,France,France,499.647,-8287.034,Safran Seats / Safran internal group,oem,yes,yes,ok
139,Ens. Structure fixe,nylon,0.0145416,tier1,AmSafe,United States,Outside_Europe,8786.682,MGA Villeneuve St Lot,France,France,499.647,-8287.034,Safran Seats / Safran internal group,oem,yes,yes,ok
111,Ceinture de sécurité,nylon,0.18,tier1,AmSafe,United States,Outside_Europe,8786.682,Groupe Segnere / SEGNERE Ade,France,France,646.869,-8139.813,Safran Seats / Safran internal group,oem,yes,yes,ok
112,Support clamps,nylon,1.284,tier1,AmSafe,United States,Outside_Europe,8786.682,Groupe Segnere / SEGNERE Ade,France,France,646.869,-8139.813,Safran Seats / Safran internal group,oem,yes,yes,ok
113,Ens. Stowage latéral,nylon,0.016416667,tier1,AmSafe,United States,Outside_Europe,8786.682,Groupe Segnere / SEGNERE Ade,France,France,646.869,-8139.813,Safran Seats / Safran internal group,oem,yes,yes,ok
114,Ens. Palette optimisée,nylon,0.0021875,tier1,AmSafe,United States,Outside_Europe,8786.682,Groupe Segnere / SEGNERE Ade,France,France,646.869,-8139.813,Safran Seats / Safran internal group,oem,yes,yes,ok
115,Ensemble porte,nylon,0.0004003,tier1,AmSafe,United States,Outside_Europe,8786.682,Groupe Segnere / SEGNERE Ade,France,France,646.869,-8139.813,Safran Seats / Safran internal group,oem,yes,yes,ok
117,Ens. Tablette cocktail,nylon,0.002,tier1,AmSafe,United States,Outside_Europe,8786.682,Groupe Segnere / SEGNERE Ade,France,France,646.869,-8139.813,Safran Seats / Safran internal group,oem,yes,yes,ok
118,Ens. Tablette repas,nylon,0.0002,tier1,AmSafe,United States,Outside_Europe,8786.682,Groupe Segnere / SEGNERE Ade,France,France,646.869,-8139.813,Safran Seats / Safran internal group,oem,yes,yes,ok
119,Ens. Têtière,nylon,0.003,tier1,AmSafe,United States,Outside_Europe,8786.682,Groupe Segnere / SEGNERE Ade,France,France,646.869,-8139.813,Safran Seats / Safran internal group,oem,yes,yes,ok
120,Stowage assemblé avec porte,nylon,0.000375,tier1,AmSafe,United States,Outside_Europe,8786.682,Groupe Segnere / SEGNERE Ade,France,France,646.869,-8139.813,Safran Seats / Safran internal group,oem,yes,yes,ok
139,Ens. Structure fixe,nylon,0.0145416,tier1,AmSafe,United States,Outside_Europe,8786.682,Groupe Segnere / SEGNERE Ade,France,France,646.869,-8139.813,Safran Seats / Safran internal group,oem,yes,yes,ok
111,Ceinture de sécurité,nylon,0.18,tier1,AmSafe,United States,Outside_Europe,8786.682,Siemens,Germany,Europe_non_FR,659.372,-8127.309,Safran Seats / Safran internal group,oem,yes,yes,ok
112,Support clamps,nylon,1.284,tier1,AmSafe,United States,Outside_Europe,8786.682,Siemens,Germany,Europe_non_FR,659.372,-8127.309,Safran Seats / Safran internal group,oem,yes,yes,ok
113,Ens. Stowage latéral,nylon,0.016416667,tier1,AmSafe,United States,Outside_Europe,8786.682,Siemens,Germany,Europe_non_FR,659.372,-8127.309,Safran Seats / Safran internal group,oem,yes,yes,ok
114,Ens. Palette optimisée,nylon,0.0021875,tier1,AmSafe,United States,Outside_Europe,8786.682,Siemens,Germany,Europe_non_FR,659.372,-8127.309,Safran Seats / Safran internal group,oem,yes,yes,ok
115,Ensemble porte,nylon,0.0004003,tier1,AmSafe,United States,Outside_Europe,8786.682,Siemens,Germany,Europe_non_FR,659.372,-8127.309,Safran Seats / Safran internal group,oem,yes,yes,ok
117,Ens. Tablette cocktail,nylon,0.002,tier1,AmSafe,United States,Outside_Europe,8786.682,Siemens,Germany,Europe_non_FR,659.372,-8127.309,Safran Seats / Safran internal group,oem,yes,yes,ok
118,Ens. Tablette repas,nylon,0.0002,tier1,AmSafe,United States,Outside_Europe,8786.682,Siemens,Germany,Europe_non_FR,659.372,-8127.309,Safran Seats / Safran internal group,oem,yes,yes,ok
119,Ens. Têtière,nylon,0.003,tier1,AmSafe,United States,Outside_Europe,8786.682,Siemens,Germany,Europe_non_FR,659.372,-8127.309,Safran Seats / Safran internal group,oem,yes,yes,ok
120,Stowage assemblé avec porte,nylon,0.000375,tier1,AmSafe,United States,Outside_Europe,8786.682,Siemens,Germany,Europe_non_FR,659.372,-8127.309,Safran Seats / Safran internal group,oem,yes,yes,ok
139,Ens. Structure fixe,nylon,0.0145416,tier1,AmSafe,United States,Outside_Europe,8786.682,Siemens,Germany,Europe_non_FR,659.372,-8127.309,Safran Seats / Safran internal group,oem,yes,yes,ok
161,Siége,65% aluminium,75.378147576,tier1,JAMCO Aircraft Interiors - Niigata,Japan,Outside_Europe,9489.625,J&C Aero,Lithuania,Europe_non_FR,1722.222,-7767.403,Safran Seats / Safran internal group,oem,yes,yes,ok
162,Siége,"16 % Tissu, mousse, polyéthylène",18.554620942,tier1,JAMCO Aircraft Interiors - Niigata,Japan,Outside_Europe,9489.625,J&C Aero,Lithuania,Europe_non_FR,1722.222,-7767.403,Safran Seats / Safran internal group,oem,yes,yes,ok
164,Siége,"8% autre (silicium, cuirs synthétique)",9.277310471,tier1,JAMCO Aircraft Interiors - Niigata,Japan,Outside_Europe,9489.625,J&C Aero,Lithuania,Europe_non_FR,1722.222,-7767.403,Safran Seats / Safran internal group,oem,yes,yes,ok
111,Ceinture de sécurité,nylon,0.18,tier1,AmSafe,United States,Outside_Europe,8786.682,J&C Aero,Lithuania,Europe_non_FR,1722.222,-7064.46,Safran Seats / Safran internal group,oem,yes,yes,ok
112,Support clamps,nylon,1.284,tier1,AmSafe,United States,Outside_Europe,8786.682,J&C Aero,Lithuania,Europe_non_FR,1722.222,-7064.46,Safran Seats / Safran internal group,oem,yes,yes,ok
113,Ens. Stowage latéral,nylon,0.016416667,tier1,AmSafe,United States,Outside_Europe,8786.682,J&C Aero,Lithuania,Europe_non_FR,1722.222,-7064.46,Safran Seats / Safran internal group,oem,yes,yes,ok
114,Ens. Palette optimisée,nylon,0.0021875,tier1,AmSafe,United States,Outside_Europe,8786.682,J&C Aero,Lithuania,Europe_non_FR,1722.222,-7064.46,Safran Seats / Safran internal group,oem,yes,yes,ok
115,Ensemble porte,nylon,0.0004003,tier1,AmSafe,United States,Outside_Europe,8786.682,J&C Aero,Lithuania,Europe_non_FR,1722.222,-7064.46,Safran Seats / Safran internal group,oem,yes,yes,ok
117,Ens. Tablette cocktail,nylon,0.002,tier1,AmSafe,United States,Outside_Europe,8786.682,J&C Aero,Lithuania,Europe_non_FR,1722.222,-7064.46,Safran Seats / Safran internal group,oem,yes,yes,ok
118,Ens. Tablette repas,nylon,0.0002,tier1,AmSafe,United States,Outside_Europe,8786.682,J&C Aero,Lithuania,Europe_non_FR,1722.222,-7064.46,Safran Seats / Safran internal group,oem,yes,yes,ok
119,Ens. Têtière,nylon,0.003,tier1,AmSafe,United States,Outside_Europe,8786.682,J&C Aero,Lithuania,Europe_non_FR,1722.222,-7064.46,Safran Seats / Safran internal group,oem,yes,yes,ok
120,Stowage assemblé avec porte,nylon,0.000375,tier1,AmSafe,United States,Outside_Europe,8786.682,J&C Aero,Lithuania,Europe_non_FR,1722.222,-7064.46,Safran Seats / Safran internal group,oem,yes,yes,ok
139,Ens. Structure fixe,nylon,0.0145416,tier1,AmSafe,United States,Outside_Europe,8786.682,J&C Aero,Lithuania,Europe_non_FR,1722.222,-7064.46,Safran Seats / Safran internal group,oem,yes,yes,ok
156,Accoudoir allée,GLO: Steel sheet stamping and bending,0.7096766,tier4_raw_material,Alcoa,United States,Outside_Europe,6984.123,Saarstahl,Germany,Europe_non_FR,447.519,-6536.603,AMAG Austria Metall,tier3_first_transformation,yes,yes,ok
156,Accoudoir allée,GLO: Steel sheet stamping and bending,0.7096766,tier4_raw_material,Alcoa,United States,Outside_Europe,6984.123,ArcelorMittal,Luxembourg,Europe_non_FR,527.208,-6456.915,AMAG Austria Metall,tier3_first_transformation,yes,yes,ok
160,Siége,"autre (silicium, cuirs synthétique)",0.099,tier2_second_transformation,DuPont de Nemours,United States,Outside_Europe,6472.597,Auberon Technologies,France,France,266.01,-6206.587,COLLINS,tier1,yes,yes,ok
170,Siége,"autre (silicium, cuirs synthétique)",0.099,tier2_second_transformation,DuPont de Nemours,United States,Outside_Europe,6472.597,Auberon Technologies,France,France,266.01,-6206.587,COLLINS,tier1,yes,yes,ok
171,Siége,"autre (silicium, cuirs synthétique)",0.099,tier2_second_transformation,DuPont de Nemours,United States,Outside_Europe,6472.597,Auberon Technologies,France,France,266.01,-6206.587,COLLINS,tier1,yes,yes,ok
11,Coussin ottoman,tissu,0.339,tier3_first_transformation,"Zhejiang Yuxin Textile Co.,Ltd.",China,Outside_Europe,12029.542,Groupe SAGAERT,France,France,5947.876,-6081.666,DuPont de Nemours,tier2_second_transformation,yes,yes,ok
131,Coussin têtière,tissu,0.191,tier3_first_transformation,"Zhejiang Yuxin Textile Co.,Ltd.",China,Outside_Europe,12029.542,Groupe SAGAERT,France,France,5947.876,-6081.666,DuPont de Nemours,tier2_second_transformation,yes,yes,ok
132,Ens. Coussin assise,tissu,0.42,tier3_first_transformation,"Zhejiang Yuxin Textile Co.,Ltd.",China,Outside_Europe,12029.542,Groupe SAGAERT,France,France,5947.876,-6081.666,DuPont de Nemours,tier2_second_transformation,yes,yes,ok
133,Ens.coussin dossier version têtière,tissu,0.748,tier3_first_transformation,"Zhejiang Yuxin Textile Co.,Ltd.",China,Outside_Europe,12029.542,Groupe SAGAERT,France,France,5947.876,-6081.666,DuPont de Nemours,tier2_second_transformation,yes,yes,ok
134,Ens. Coussin dossier,tissu,0.743,tier3_first_transformation,"Zhejiang Yuxin Textile Co.,Ltd.",China,Outside_Europe,12029.542,Groupe SAGAERT,France,France,5947.876,-6081.666,DuPont de Nemours,tier2_second_transformation,yes,yes,ok
135,Ens. Tablette cocktail,tissu,0.002,tier3_first_transformation,"Zhejiang Yuxin Textile Co.,Ltd.",China,Outside_Europe,12029.542,Groupe SAGAERT,France,France,5947.876,-6081.666,DuPont de Nemours,tier2_second_transformation,yes,yes,ok
136,Ens. Têtière,tissu,0.002,tier3_first_transformation,"Zhejiang Yuxin Textile Co.,Ltd.",China,Outside_Europe,12029.542,Groupe SAGAERT,France,France,5947.876,-6081.666,DuPont de Nemours,tier2_second_transformation,yes,yes,ok
140,Coussin têtière,velcro,0.007,tier3_first_transformation,"Zhejiang Yuxin Textile Co.,Ltd.",China,Outside_Europe,12029.542,Groupe SAGAERT,France,France,5947.876,-6081.666,DuPont de Nemours,tier2_second_transformation,yes,yes,ok
141,Ens.coussin dossier version têtière,velcro,0.005,tier3_first_transformation,"Zhejiang Yuxin Textile Co.,Ltd.",China,Outside_Europe,12029.542,Groupe SAGAERT,France,France,5947.876,-6081.666,DuPont de Nemours,tier2_second_transformation,yes,yes,ok
142,Ens. Coussin dossier,velcro,0.006,tier3_first_transformation,"Zhejiang Yuxin Textile Co.,Ltd.",China,Outside_Europe,12029.542,Groupe SAGAERT,France,France,5947.876,-6081.666,DuPont de Nemours,tier2_second_transformation,yes,yes,ok
143,Manchette équipée,velcro,0.006,tier3_first_transformation,"Zhejiang Yuxin Textile Co.,Ltd.",China,Outside_Europe,12029.542,Groupe SAGAERT,France,France,5947.876,-6081.666,DuPont de Nemours,tier2_second_transformation,yes,yes,ok
149,Ens. Structure porte,velcro,0.085,tier3_first_transformation,"Zhejiang Yuxin Textile Co.,Ltd.",China,Outside_Europe,12029.542,Groupe SAGAERT,France,France,5947.876,-6081.666,DuPont de Nemours,tier2_second_transformation,yes,yes,ok
158,Siége,"Tissu, mousse, polyéthylène",6.478,tier3_first_transformation,"Zhejiang Yuxin Textile Co.,Ltd.",China,Outside_Europe,12029.542,Groupe SAGAERT,France,France,5947.876,-6081.666,DuPont de Nemours,tier2_second_transformation,yes,yes,ok
162,Siége,"16 % Tissu, mousse, polyéthylène",18.554620942,tier3_first_transformation,"Zhejiang Yuxin Textile Co.,Ltd.",China,Outside_Europe,12029.542,Groupe SAGAERT,France,France,5947.876,-6081.666,DuPont de Nemours,tier2_second_transformation,yes,yes,ok
165,Siége,"16 % Tissu, mousse",18.554620942,tier3_first_transformation,"Zhejiang Yuxin Textile Co.,Ltd.",China,Outside_Europe,12029.542,Groupe SAGAERT,France,France,5947.876,-6081.666,DuPont de Nemours,tier2_second_transformation,yes,yes,ok
168,Siége,"Tissu, mousse, polyéthylène",6.478,tier3_first_transformation,"Zhejiang Yuxin Textile Co.,Ltd.",China,Outside_Europe,12029.542,Groupe SAGAERT,France,France,5947.876,-6081.666,DuPont de Nemours,tier2_second_transformation,yes,yes,ok
