record_index,system,component,mass_kg,role_hint,primary_supplier,primary_country,primary_region,primary_distance_to_downstream_km,alternate_supplier,alternate_country,alternate_region,alternate_distance_to_downstream_km,distance_delta_vs_primary_km,downstream_supplier,downstream_role,locality_gain_flag,distance_gain_flag,coordinate_status
140,Coussin têtière,velcro,0.007,tier3_first_transformation,"Zhejiang Yuxin Textile Co.,Ltd.",China,Outside_Europe,12029.542,ASD Textiles,France,France,5998.459,-6031.084,DuPont de Nemours,tier2_second_transformation,yes,yes,ok
141,Ens.coussin dossier version têtière,velcro,0.005,tier3_first_transformation,"Zhejiang Yuxin Textile Co.,Ltd.",China,Outside_Europe,12029.542,ASD Textiles,France,France,5998.459,-6031.084,DuPont de Nemours,tier2_second_transformation,yes,yes,ok
142,Ens. Coussin dossier,velcro,0.006,tier3_first_transformation,"Zhejiang Yuxin Textile Co.,Ltd.",China,Outside_Europe,12029.542,ASD Textiles,France,France,5998.459,-6031.084,DuPont de Nemours,tier2_second_transformation,yes,yes,ok
143,Manchette équipée,velcro,0.006,tier3_first_transformation,"Zhejiang Yuxin Textile Co.,Ltd.",China,Outside_Europe,12029.542,ASD Textiles,France,France,5998.459,-6031.084,DuPont de Nemours,tier2_second_transformation,yes,yes,ok
149,Ens. Structure porte,velcro,0.085,tier3_first_transformation,"Zhejiang Yuxin Textile Co.,Ltd.",China,Outside_Europe,12029.542,ASD Textiles,France,France,5998.459,-6031.084,DuPont de Nemours,tier2_second_transformation,yes,yes,ok
158,Siége,"Tissu, mousse, polyéthylène",6.478,tier3_first_transformation,"Zhejiang Yuxin Textile Co.,Ltd.",China,Outside_Europe,12029.542,ASD Textiles,France,France,5998.459,-6031.084,DuPont de Nemours,tier2_second_transformation,yes,yes,ok
162,Siége,"16 % Tissu, mousse, polyéthylène",18.554620942,tier3_first_transformation,"Zhejiang Yuxin Textile Co.,Ltd.",China,Outside_Europe,12029.542,ASD Textiles,France,France,5998.459,-6031.084,DuPont de Nemours,tier2_second_transformation,yes,yes,ok
165,Siége,"16 % Tissu, mousse",18.554620942,tier3_first_transformation,"Zhejiang Yuxin Textile Co.,Ltd.",China,Outside_Europe,12029.542,ASD Textiles,France,France,5998.459,-6031.084,DuPont de Nemours,tier2_second_transformation,yes,yes,ok
168,Siége,"Tissu, mousse, polyéthylène",6.478,tier3_first_transformation,"Zhejiang Yuxin Textile Co.,Ltd.",China,Outside_Europe,12029.542,ASD Textiles,France,France,5998.459,-6031.084,DuPont de Nemours,tier2_second_transformation,yes,yes,ok
169,Siége,"Tissu, mousse, polyéthylène",6.478,tier3_first_transformation,"Zhejiang Yuxin Textile Co.,Ltd.",China,Outside_Europe,12029.542,ASD Textiles,France,France,5998.459,-6031.084,DuPont de Nemours,tier2_second_transformation,yes,yes,ok
165,Siége,"16 % Tissu, mousse",18.554620942,tier2_second_transformation,DuPont de Nemours,United States,Outside_Europe,5980.763,Innoptec,France,France,1.264,-5979.499,Safran Seats / Safran internal group,oem,yes,yes,ok
165,Siége,"16 % Tissu, mousse",18.554620942,tier2_second_transformation,DuPont de Nemours,United States,Outside_Europe,5980.763,LATIM,France,France,47.833,-5932.93,Safran Seats / Safran internal group,oem,yes,yes,ok
11,Coussin ottoman,tissu,0.339,tier2_second_transformation,DuPont de Nemours,United States,Outside_Europe,6070.568,LATIM,France,France,171.351,-5899.217,ETS Gattefin,tier1,yes,yes,ok
131,Coussin têtière,tissu,0.191,tier2_second_transformation,DuPont de Nemours,United States,Outside_Europe,6070.568,LATIM,France,France,171.351,-5899.217,ETS Gattefin,tier1,yes,yes,ok
132,Ens. Coussin assise,tissu,0.42,tier2_second_transformation,DuPont de Nemours,United States,Outside_Europe,6070.568,LATIM,France,France,171.351,-5899.217,ETS Gattefin,tier1,yes,yes,ok
133,Ens.coussin dossier version têtière,tissu,0.748,tier2_second_transformation,DuPont de Nemours,United States,Outside_Europe,6070.568,LATIM,France,France,171.351,-5899.217,ETS Gattefin,tier1,yes,yes,ok
134,Ens. Coussin dossier,tissu,0.743,tier2_second_transformation,DuPont de Nemours,United States,Outside_Europe,6070.568,LATIM,France,France,171.351,-5899.217,ETS Gattefin,tier1,yes,yes,ok
135,Ens. Tablette cocktail,tissu,0.002,tier2_second_transformation,DuPont de Nemours,United States,Outside_Europe,6070.568,LATIM,France,France,171.351,-5899.217,ETS Gattefin,tier1,yes,yes,ok
136,Ens. Têtière,tissu,0.002,tier2_second_transformation,DuPont de Nemours,United States,Outside_Europe,6070.568,LATIM,France,France,171.351,-5899.217,ETS Gattefin,tier1,yes,yes,ok
160,Siége,"autre (silicium, cuirs synthétique)",0.099,tier3_first_transformation,"Zhejiang Yuxin Textile Co.,Ltd.",China,Outside_Europe,12029.542,Aurubis,Germany,Europe_non_FR,6184.335,-5845.207,DuPont de Nemours,tier2_second_transformation,yes,yes,ok
164,Siége,"8% autre (silicium, cuirs synthétique)",9.277310471,tier3_first_transformation,"Zhejiang Yuxin Textile Co.,Ltd.",China,Outside_Europe,12029.542,Aurubis,Germany,Europe_non_FR,6184.335,-5845.207,DuPont de Nemours,tier2_second_transformation,yes,yes,ok
165,Siége,"16 % Tissu, mousse",18.554620942,tier3_first_transformation,"Zhejiang Yuxin Textile Co.,Ltd.",China,Outside_Europe,12029.542,Aurubis,Germany,Europe_non_FR,6184.335,-5845.207,DuPont de Nemours,tier2_second_transformation,yes,yes,ok
170,Siége,"autre (silicium, cuirs synthétique)",0.099,tier3_first_transformation,"Zhejiang Yuxin Textile Co.,Ltd.",China,Outside_Europe,12029.542,Aurubis,Germany,Europe_non_FR,6184.335,-5845.207,DuPont de Nemours,tier2_second_transformation,yes,yes,ok
171,Siége,"autre (silicium, cuirs synthétique)",0.099,tier3_first_transformation,"Zhejiang Yuxin Textile Co.,Ltd.",China,Outside_Europe,12029.542,Aurubis,Germany,Europe_non_FR,6184.335,-5845.207,DuPont de Nemours,tier2_second_transformation,yes,yes,ok
158,Siége,"Tissu, mousse, polyéthylène",6.478,tier2_second_transformation,DuPont de Nemours,United States,Outside_Europe,6472.597,LATIM,France,France,635.347,-5837.249,COLLINS,tier1,yes,yes,ok
160,Siége,"autre (silicium, cuirs synthétique)",0.099,tier2_second_transformation,DuPont de Nemours,United States,Outside_Europe,6472.597,LATIM,France,France,635.347,-5837.249,COLLINS,tier1,yes,yes,ok
168,Siége,"Tissu, mousse, polyéthylène",6.478,tier2_second_transformation,DuPont de Nemours,United States,Outside_Europe,6472.597,LATIM,France,France,635.347,-5837.249,COLLINS,tier1,yes,yes,ok
169,Siége,"Tissu, mousse, polyéthylène",6.478,tier2_second_transformation,DuPont de Nemours,United States,Outside_Europe,6472.597,LATIM,France,France,635.347,-5837.249,COLLINS,tier1,yes,yes,ok
170,Siége,"autre (silicium, cuirs synthétique)",0.099,tier2_second_transformation,DuPont de Nemours,United States,Outside_Europe,6472.597,LATIM,France,France,635.347,-5837.249,COLLINS,tier1,yes,yes,ok
171,Siége,"autre (silicium, cuirs synthétique)",0.099,tier2_second_transformation,DuPont de Nemours,United States,Outside_Europe,6472.597,LATIM,France,France,635.347,-5837.249,COLLINS,tier1,yes,yes,ok
158,Siége,"Tissu, mousse, polyéthylène",6.478,tier2_second_transformation,DuPont de Nemours,United States,Outside_Europe,6472.597,Ensinger,Germany,Europe_non_FR,637.117,-5835.48,COLLINS,tier1,yes,yes,ok
160,Siége,"autre (silicium, cuirs synthétique)",0.099,tier2_second_transformation,DuPont de Nemours,United States,Outside_Europe,6472.597,Ensinger,Germany,Europe_non_FR,637.117,-5835.48,COLLINS,tier1,yes,yes,ok
168,Siége,"Tissu, mousse, polyéthylène",6.478,tier2_second_transformation,DuPont de Nemours,United States,Outside_Europe,6472.597,Ensinger,Germany,Europe_non_FR,637.117,-5835.48,COLLINS,tier1,yes,yes,ok
169,Siége,"Tissu, mousse, polyéthylène",6.478,tier2_second_transformation,DuPont de Nemours,United States,Outside_Europe,6472.597,Ensinger,Germany,Europe_non_FR,637.117,-5835.48,COLLINS,tier1,yes,yes,ok
170,Siége,"autre (silicium, cuirs synthétique)",0.099,tier2_second_transformation,DuPont de Nemours,United States,Outside_Europe,6472.597,Ensinger,Germany,Europe_non_FR,637.117,-5835.48,COLLINS,tier1,yes,yes,ok
171,Siége,"autre (silicium, cuirs synthétique)",0.099,tier2_second_transformation,DuPont de Nemours,United States,Outside_Europe,6472.597,Ensinger,Germany,Europe_non_FR,637.117,-5835.48,COLLINS,tier1,yes,yes,ok
160,Siége,"autre (silicium, cuirs synthétique)",0.099,tier2_second_transformation,DuPont de Nemours,United States,Outside_Europe,6472.597,Innoptec,France,France,668.692,-5803.904,COLLINS,tier1,yes,yes,ok
170,Siége,"autre (silicium, cuirs synthétique)",0.099,tier2_second_transformation,DuPont de Nemours,United States,Outside_Europe,6472.597,Innoptec,France,France,668.692,-5803.904,COLLINS,tier1,yes,yes,ok
171,Siége,"autre (silicium, cuirs synthétique)",0.099,tier2_second_transformation,DuPont de Nemours,United States,Outside_Europe,6472.597,Innoptec,France,France,668.692,-5803.904,COLLINS,tier1,yes,yes,ok
11,Coussin ottoman,tissu,0.339,tier3_first_transformation,"Zhejiang Yuxin Textile Co.,Ltd.",China,Outside_Europe,12029.542,DIATEX,France,France,6317.753,-5711.789,DuPont de Nemours,tier2_second_transformation,yes,yes,ok
131,Coussin têtière,tissu,0.191,tier3_first_transformation,"Zhejiang Yuxin Textile Co.,Ltd.",China,Outside_Europe,12029.542,DIATEX,France,France,6317.753,-5711.789,DuPont de Nemours,tier2_second_transformation,yes,yes,ok
132,Ens. Coussin assise,tissu,0.42,tier3_first_transformation,"Zhejiang Yuxin Textile Co.,Ltd.",China,Outside_Europe,12029.542,DIATEX,France,France,6317.753,-5711.789,DuPont de Nemours,tier2_second_transformation,yes,yes,ok
133,Ens.coussin dossier version têtière,tissu,0.748,tier3_first_transformation,"Zhejiang Yuxin Textile Co.,Ltd.",China,Outside_Europe,12029.542,DIATEX,France,France,6317.753,-5711.789,DuPont de Nemours,tier2_second_transformation,yes,yes,ok
134,Ens. Coussin dossier,tissu,0.743,tier3_first_transformation,"Zhejiang Yuxin Textile Co.,Ltd.",China,Outside_Europe,12029.542,DIATEX,France,France,6317.753,-5711.789,DuPont de Nemours,tier2_second_transformation,yes,yes,ok
135,Ens. Tablette cocktail,tissu,0.002,tier3_first_transformation,"Zhejiang Yuxin Textile Co.,Ltd.",China,Outside_Europe,12029.542,DIATEX,France,France,6317.753,-5711.789,DuPont de Nemours,tier2_second_transformation,yes,yes,ok
136,Ens. Têtière,tissu,0.002,tier3_first_transformation,"Zhejiang Yuxin Textile Co.,Ltd.",China,Outside_Europe,12029.542,DIATEX,France,France,6317.753,-5711.789,DuPont de Nemours,tier2_second_transformation,yes,yes,ok
140,Coussin têtière,velcro,0.007,tier3_first_transformation,"Zhejiang Yuxin Textile Co.,Ltd.",China,Outside_Europe,12029.542,DIATEX,France,France,6317.753,-5711.789,DuPont de Nemours,tier2_second_transformation,yes,yes,ok
141,Ens.coussin dossier version têtière,velcro,0.005,tier3_first_transformation,"Zhejiang Yuxin Textile Co.,Ltd.",China,Outside_Europe,12029.542,DIATEX,France,France,6317.753,-5711.789,DuPont de Nemours,tier2_second_transformation,yes,yes,ok
142,Ens. Coussin dossier,velcro,0.006,tier3_first_transformation,"Zhejiang Yuxin Textile Co.,Ltd.",China,Outside_Europe,12029.542,DIATEX,France,France,6317.753,-5711.789,DuPont de Nemours,tier2_second_transformation,yes,yes,ok
143,Manchette équipée,velcro,0.006,tier3_first_transformation,"Zhejiang Yuxin Textile Co.,Ltd.",China,Outside_Europe,12029.542,DIATEX,France,France,6317.753,-5711.789,DuPont de Nemours,tier2_second_transformation,yes,yes,ok
149,Ens. Structure porte,velcro,0.085,tier3_first_transformation,"Zhejiang Yuxin Textile Co.,Ltd.",China,Outside_Europe,12029.542,DIATEX,France,France,6317.753,-5711.789,DuPont de Nemours,tier2_second_transformation,yes,yes,ok
158,Siége,"Tissu, mousse, polyéthylène",6.478,tier3_first_transformation,"Zhejiang Yuxin Textile Co.,Ltd.",China,Outside_Europe,12029.542,DIATEX,France,France,6317.753,-5711.789,DuPont de Nemours,tier2_second_transformation,yes,yes,ok
162,Siége,"16 % Tissu, mousse, polyéthylène",18.554620942,tier3_first_transformation,"Zhejiang Yuxin Textile Co.,Ltd.",China,Outside_Europe,12029.542,DIATEX,France,France,6317.753,-5711.789,DuPont de Nemours,tier2_second_transformation,yes,yes,ok
165,Siége,"16 % Tissu, mousse",18.554620942,tier3_first_transformation,"Zhejiang Yuxin Textile Co.,Ltd.",China,Outside_Europe,12029.542,DIATEX,France,France,6317.753,-5711.789,DuPont de Nemours,tier2_second_transformation,yes,yes,ok
168,Siége,"Tissu, mousse, polyéthylène",6.478,tier3_first_transformation,"Zhejiang Yuxin Textile Co.,Ltd.",China,Outside_Europe,12029.542,DIATEX,France,France,6317.753,-5711.789,DuPont de Nemours,tier2_second_transformation,yes,yes,ok
169,Siége,"Tissu, mousse, polyéthylène",6.478,tier3_first_transformation,"Zhejiang Yuxin Textile Co.,Ltd.",China,Outside_Europe,12029.542,DIATEX,France,France,6317.753,-5711.789,DuPont de Nemours,tier2_second_transformation,yes,yes,ok
160,Siége,"autre (silicium, cuirs synthétique)",0.099,tier3_first_transformation,"Zhejiang Yuxin Textile Co.,Ltd.",China,Outside_Europe,12029.542,Ampco Metal France,France,France,6325.67,-5703.873,DuPont de Nemours,tier2_second_transformation,yes,yes,ok
164,Siége,"8% autre (silicium, cuirs synthétique)",9.277310471,tier3_first_transformation,"Zhejiang Yuxin Textile Co.,Ltd.",China,Outside_Europe,12029.542,Ampco Metal France,France,France,6325.67,-5703.873,DuPont de Nemours,tier2_second_transformation,yes,yes,ok
165,Siége,"16 % Tissu, mousse",18.554620942,tier3_first_transformation,"Zhejiang Yuxin Textile Co.,Ltd.",China,Outside_Europe,12029.542,Ampco Metal France,France,France,6325.67,-5703.873,DuPont de Nemours,tier2_second_transformation,yes,yes,ok
170,Siége,"autre (silicium, cuirs synthétique)",0.099,tier3_first_transformation,"Zhejiang Yuxin Textile Co.,Ltd.",China,Outside_Europe,12029.542,Ampco Metal France,France,France,6325.67,-5703.873,DuPont de Nemours,tier2_second_transformation,yes,yes,ok
171,Siége,"autre (silicium, cuirs synthétique)",0.099,tier3_first_transformation,"Zhejiang Yuxin Textile Co.,Ltd.",China,Outside_Europe,12029.542,Ampco Metal France,France,France,6325.67,-5703.873,DuPont de Nemours,tier2_second_transformation,yes,yes,ok
11,Coussin ottoman,tissu,0.339,tier3_first_transformation,"Zhejiang Yuxin Textile Co.,Ltd.",China,Outside_Europe,12029.542,TELATEX,France,France,6341.246,-5688.296,DuPont de Nemours,tier2_second_transformation,yes,yes,ok
131,Coussin têtière,tissu,0.191,tier3_first_transformation,"Zhejiang Yuxin Textile Co.,Ltd.",China,Outside_Europe,12029.542,TELATEX,France,France,6341.246,-5688.296,DuPont de Nemours,tier2_second_transformation,yes,yes,ok
132,Ens. Coussin assise,tissu,0.42,tier3_first_transformation,"Zhejiang Yuxin Textile Co.,Ltd.",China,Outside_Europe,12029.542,TELATEX,France,France,6341.246,-5688.296,DuPont de Nemours,tier2_second_transformation,yes,yes,ok
133,Ens.coussin dossier version têtière,tissu,0.748,tier3_first_transformation,"Zhejiang Yuxin Textile Co.,Ltd.",China,Outside_Europe,12029.542,TELATEX,France,France,6341.246,-5688.296,DuPont de Nemours,tier2_second_transformation,yes,yes,ok
134,Ens. Coussin dossier,tissu,0.743,tier3_first_transformation,"Zhejiang Yuxin Textile Co.,Ltd.",China,Outside_Europe,12029.542,TELATEX,France,France,6341.246,-5688.296,DuPont de Nemours,tier2_second_transformation,yes,yes,ok
135,Ens. Tablette cocktail,tissu,0.002,tier3_first_transformation,"Zhejiang Yuxin Textile Co.,Ltd.",China,Outside_Europe,12029.542,TELATEX,France,France,6341.246,-5688.296,DuPont de Nemours,tier2_second_transformation,yes,yes,ok
136,Ens. Têtière,tissu,0.002,tier3_first_transformation,"Zhejiang Yuxin Textile Co.,Ltd.",China,Outside_Europe,12029.542,TELATEX,France,France,6341.246,-5688.296,DuPont de Nemours,tier2_second_transformation,yes,yes,ok
140,Coussin têtière,velcro,0.007,tier3_first_transformation,"Zhejiang Yuxin Textile Co.,Ltd.",China,Outside_Europe,12029.542,TELATEX,France,France,6341.246,-5688.296,DuPont de Nemours,tier2_second_transformation,yes,yes,ok
141,Ens.coussin dossier version têtière,velcro,0.005,tier3_first_transformation,"Zhejiang Yuxin Textile Co.,Ltd.",China,Outside_Europe,12029.542,TELATEX,France,France,6341.246,-5688.296,DuPont de Nemours,tier2_second_transformation,yes,yes,ok
142,Ens. Coussin dossier,velcro,0.006,tier3_first_transformation,"Zhejiang Yuxin Textile Co.,Ltd.",China,Outside_Europe,12029.542,TELATEX,France,France,6341.246,-5688.296,DuPont de Nemours,tier2_second_transformation,yes,yes,ok
143,Manchette équipée,velcro,0.006,tier3_first_transformation,"Zhejiang Yuxin Textile Co.,Ltd.",China,Outside_Europe,12029.542,TELATEX,France,France,6341.246,-5688.296,DuPont de Nemours,tier2_second_transformation,yes,yes,ok
149,Ens. Structure porte,velcro,0.085,tier3_first_transformation,"Zhejiang Yuxin Textile Co.,Ltd.",China,Outside_Europe,12029.542,TELATEX,France,France,6341.246,-5688.296,DuPont de Nemours,tier2_second_transformation,yes,yes,ok
158,Siége,"Tissu, mousse, polyéthylène",6.478,tier3_first_transformation,"Zhejiang Yuxin Textile Co.,Ltd.",China,Outside_Europe,12029.542,TELATEX,France,France,6341.246,-5688.296,DuPont de Nemours,tier2_second_transformation,yes,yes,ok
162,Siége,"16 % Tissu, mousse, polyéthylène",18.554620942,tier3_first_transformation,"Zhejiang Yuxin Textile Co.,Ltd.",China,Outside_Europe,12029.542,TELATEX,France,France,6341.246,-5688.296,DuPont de Nemours,tier2_second_transformation,yes,yes,ok
165,Siége,"16 % Tissu, mousse",18.554620942,tier3_first_transformation,"Zhejiang Yuxin Textile Co.,Ltd.",China,Outside_Europe,12029.542,TELATEX,France,France,6341.246,-5688.296,DuPont de Nemours,tier2_second_transformation,yes,yes,ok
168,Siége,"Tissu, mousse, polyéthylène",6.478,tier3_first_transformation,"Zhejiang Yuxin Textile Co.,Ltd.",China,Outside_Europe,12029.542,TELATEX,France,France,6341.246,-5688.296,DuPont de Nemours,tier2_second_transformation,yes,yes,ok
169,Siége,"Tissu, mousse, polyéthylène",6.478,tier3_first_transformation,"Zhejiang Yuxin Textile Co.,Ltd.",China,Outside_Europe,12029.542,TELATEX,France,France,6341.246,-5688.296,DuPont de Nemours,tier2_second_transformation,yes,yes,ok
160,Siége,"autre (silicium, cuirs synthétique)",0.099,tier2_second_transformation,DuPont de Nemours,United States,Outside_Europe,6472.597,Plastitek,France,France,791.602,-5680.994,COLLINS,tier1,yes,yes,ok
170,Siége,"autre (silicium, cuirs synthétique)",0.099,tier2_second_transformation,DuPont de Nemours,United States,Outside_Europe,6472.597,Plastitek,France,France,791.602,-5680.994,COLLINS,tier1,yes,yes,ok
171,Siége,"autre (silicium, cuirs synthétique)",0.099,tier2_second_transformation,DuPont de Nemours,United States,Outside_Europe,6472.597,Plastitek,France,France,791.602,-5680.994,COLLINS,tier1,yes,yes,ok
140,Coussin têtière,velcro,0.007,tier2_second_transformation,DuPont de Nemours,United States,Outside_Europe,5961.155,LATIM,France,France,285.74,-5675.415,ACH,tier1,yes,yes,ok
141,Ens.coussin dossier version têtière,velcro,0.005,tier2_second_transformation,DuPont de Nemours,United States,Outside_Europe,5961.155,LATIM,France,France,285.74,-5675.415,ACH,tier1,yes,yes,ok
142,Ens. Coussin dossier,velcro,0.006,tier2_second_transformation,DuPont de Nemours,United States,Outside_Europe,5961.155,LATIM,France,France,285.74,-5675.415,ACH,tier1,yes,yes,ok
143,Manchette équipée,velcro,0.006,tier2_second_transformation,DuPont de Nemours,United States,Outside_Europe,5961.155,LATIM,France,France,285.74,-5675.415,ACH,tier1,yes,yes,ok
149,Ens. Structure porte,velcro,0.085,tier2_second_transformation,DuPont de Nemours,United States,Outside_Europe,5961.155,LATIM,France,France,285.74,-5675.415,ACH,tier1,yes,yes,ok
160,Siége,"autre (silicium, cuirs synthétique)",0.099,tier3_first_transformation,"Zhejiang Yuxin Textile Co.,Ltd.",China,Outside_Europe,12029.542,EXSTO / Baule-Exsto Polymere,France,France,6366.038,-5663.505,DuPont de Nemours,tier2_second_transformation,yes,yes,ok
170,Siége,"autre (silicium, cuirs synthétique)",0.099,tier3_first_transformation,"Zhejiang Yuxin Textile Co.,Ltd.",China,Outside_Europe,12029.542,EXSTO / Baule-Exsto Polymere,France,France,6366.038,-5663.505,DuPont de Nemours,tier2_second_transformation,yes,yes,ok
171,Siége,"autre (silicium, cuirs synthétique)",0.099,tier3_first_transformation,"Zhejiang Yuxin Textile Co.,Ltd.",China,Outside_Europe,12029.542,EXSTO / Baule-Exsto Polymere,France,France,6366.038,-5663.505,DuPont de Nemours,tier2_second_transformation,yes,yes,ok
165,Siége,"16 % Tissu, mousse",18.554620942,tier2_second_transformation,DuPont de Nemours,United States,Outside_Europe,5980.763,Auberon Technologies,France,France,412.078,-5568.685,Safran Seats / Safran internal group,oem,yes,yes,ok
165,Siége,"16 % Tissu, mousse",18.554620942,tier2_second_transformation,DuPont de Nemours,United States,Outside_Europe,5980.763,Ensinger,Germany,Europe_non_FR,505.68,-5475.084,Safran Seats / Safran internal group,oem,yes,yes,ok
158,Siége,"Tissu, mousse, polyéthylène",6.478,tier2_second_transformation,DuPont de Nemours,United States,Outside_Europe,6472.597,MGR Foamtex Ltd,United Kingdom,Europe_non_FR,1051.638,-5420.958,COLLINS,tier1,yes,yes,ok
168,Siége,"Tissu, mousse, polyéthylène",6.478,tier2_second_transformation,DuPont de Nemours,United States,Outside_Europe,6472.597,MGR Foamtex Ltd,United Kingdom,Europe_non_FR,1051.638,-5420.958,COLLINS,tier1,yes,yes,ok
169,Siége,"Tissu, mousse, polyéthylène",6.478,tier2_second_transformation,DuPont de Nemours,United States,Outside_Europe,6472.597,MGR Foamtex Ltd,United Kingdom,Europe_non_FR,1051.638,-5420.958,COLLINS,tier1,yes,yes,ok
71,Brackets set,cables FJKL1-3K1J01-01ATAB_BRACKETS-SET,3.365,tier1,TE Connectivity,"Berwyn, United States",Outside_Europe,5953.452,Thales,France,France,585.247,-5368.205,Safran Seats / Safran internal group,oem,yes,yes,ok
8,Padding (rembourrage),AIRVOLT LAMINAT,0.95,tier2_second_transformation,Glatfelter,United States,Outside_Europe,6236.449,MGR Foamtex Ltd,United Kingdom,Europe_non_FR,884.227,-5352.222,Celso SAS,tier1,yes,yes,ok
7,lightning,lightning,0.8,tier2_second_transformation,e2ip technologies,Canada,Outside_Europe,5733.027,MGR Foamtex Ltd,United Kingdom,Europe_non_FR,925.827,-4807.2,Thales,tier1,yes,yes,ok
11,Coussin ottoman,tissu,0.339,tier2_second_transformation,DuPont de Nemours,United States,Outside_Europe,6070.568,FRANKLIN,Poland,Europe_non_FR,1415.246,-4655.322,ETS Gattefin,tier1,yes,yes,ok
131,Coussin têtière,tissu,0.191,tier2_second_transformation,DuPont de Nemours,United States,Outside_Europe,6070.568,FRANKLIN,Poland,Europe_non_FR,1415.246,-4655.322,ETS Gattefin,tier1,yes,yes,ok
132,Ens. Coussin assise,tissu,0.42,tier2_second_transformation,DuPont de Nemours,United States,Outside_Europe,6070.568,FRANKLIN,Poland,Europe_non_FR,1415.246,-4655.322,ETS Gattefin,tier1,yes,yes,ok
133,Ens.coussin dossier version têtière,tissu,0.748,tier2_second_transformation,DuPont de Nemours,United States,Outside_Europe,6070.568,FRANKLIN,Poland,Europe_non_FR,1415.246,-4655.322,ETS Gattefin,tier1,yes,yes,ok
134,Ens. Coussin dossier,tissu,0.743,tier2_second_transformation,DuPont de Nemours,United States,Outside_Europe,6070.568,FRANKLIN,Poland,Europe_non_FR,1415.246,-4655.322,ETS Gattefin,tier1,yes,yes,ok
135,Ens. Tablette cocktail,tissu,0.002,tier2_second_transformation,DuPont de Nemours,United States,Outside_Europe,6070.568,FRANKLIN,Poland,Europe_non_FR,1415.246,-4655.322,ETS Gattefin,tier1,yes,yes,ok
136,Ens. Têtière,tissu,0.002,tier2_second_transformation,DuPont de Nemours,United States,Outside_Europe,6070.568,FRANKLIN,Poland,Europe_non_FR,1415.246,-4655.322,ETS Gattefin,tier1,yes,yes,ok
140,Coussin têtière,velcro,0.007,tier2_second_transformation,DuPont de Nemours,United States,Outside_Europe,5961.155,FRANKLIN,Poland,Europe_non_FR,1571.768,-4389.387,ACH,tier1,yes,yes,ok
141,Ens.coussin dossier version têtière,velcro,0.005,tier2_second_transformation,DuPont de Nemours,United States,Outside_Europe,5961.155,FRANKLIN,Poland,Europe_non_FR,1571.768,-4389.387,ACH,tier1,yes,yes,ok
142,Ens. Coussin dossier,velcro,0.006,tier2_second_transformation,DuPont de Nemours,United States,Outside_Europe,5961.155,FRANKLIN,Poland,Europe_non_FR,1571.768,-4389.387,ACH,tier1,yes,yes,ok
143,Manchette équipée,velcro,0.006,tier2_second_transformation,DuPont de Nemours,United States,Outside_Europe,5961.155,FRANKLIN,Poland,Europe_non_FR,1571.768,-4389.387,ACH,tier1,yes,yes,ok
149,Ens. Structure porte,velcro,0.085,tier2_second_transformation,DuPont de Nemours,United States,Outside_Europe,5961.155,FRANKLIN,Poland,Europe_non_FR,1571.768,-4389.387,ACH,tier1,yes,yes,ok
124,Ens. Structure fixe,caoutchouc,0.01,tier4_raw_material,Halcyon Hevecam,Cameroun,Outside_Europe,13270.061,BASF,Germany,Europe_non_FR,9402.013,-3868.048,Toray Industries,tier3_first_transformation,yes,yes,ok
124,Ens. Structure fixe,caoutchouc,0.01,tier4_raw_material,Halcyon Hevecam,Cameroun,Outside_Europe,13270.061,Arkema S.A,France,France,9875.708,-3394.353,Toray Industries,tier3_first_transformation,yes,yes,ok
162,Siége,"16 % Tissu, mousse, polyéthylène",18.554620942,tier2_second_transformation,DuPont de Nemours,United States,Outside_Europe,10662.6,Ensinger,Germany,Europe_non_FR,9230.976,-1431.624,JAMCO Aircraft Interiors - Niigata,tier1,yes,yes,ok
164,Siége,"8% autre (silicium, cuirs synthétique)",9.277310471,tier2_second_transformation,DuPont de Nemours,United States,Outside_Europe,10662.6,Ensinger,Germany,Europe_non_FR,9230.976,-1431.624,JAMCO Aircraft Interiors - Niigata,tier1,yes,yes,ok
162,Siége,"16 % Tissu, mousse, polyéthylène",18.554620942,tier2_second_transformation,DuPont de Nemours,United States,Outside_Europe,10662.6,LATIM,France,France,9478.966,-1183.635,JAMCO Aircraft Interiors - Niigata,tier1,yes,yes,ok
164,Siége,"8% autre (silicium, cuirs synthétique)",9.277310471,tier2_second_transformation,DuPont de Nemours,United States,Outside_Europe,10662.6,LATIM,France,France,9478.966,-1183.635,JAMCO Aircraft Interiors - Niigata,tier1,yes,yes,ok
164,Siége,"8% autre (silicium, cuirs synthétique)",9.277310471,tier2_second_transformation,DuPont de Nemours,United States,Outside_Europe,10662.6,Innoptec,France,France,9488.488,-1174.112,JAMCO Aircraft Interiors - Niigata,tier1,yes,yes,ok
164,Siége,"8% autre (silicium, cuirs synthétique)",9.277310471,tier2_second_transformation,DuPont de Nemours,United States,Outside_Europe,10662.6,Auberon Technologies,France,France,9665.065,-997.535,JAMCO Aircraft Interiors - Niigata,tier1,yes,yes,ok
129,Ens. Tablette repas,Silicone50 shore,0.0007,tier2_second_transformation,Silicone Engineering,"Blackburn, United Kingdom",Outside_Europe,806.711,Plastiforme,France,France,289.382,-517.329,ETS Gattefin,tier1,yes,yes,ok
