day,demand,served,backlog_end,arrivals_qty,produced_qty,shipped_qty,inventory_total,holding_cost_day,transport_cost_day,purchase_cost_day,external_procured_ordered_qty,external_procured_arrived_qty,external_procured_rejected_qty,estimated_source_replenished_qty,supplier_capacity_binding_qty
193,47.5,0.0,7337.5898,0.1061,0.0,0.0,1004905.4031,39769.069,0.0,0.0,0.0,0.0,0.0,0.0,0.0
194,47.5,0.0,7385.0898,0.0,0.0,0.0,1004905.4031,39769.069,0.0,0.0,0.0,0.0,0.0,0.0,0.0
195,47.5,0.0,7432.5898,1.3357,0.0,0.0,1004906.7387,39769.1224,0.0,0.0,0.0,0.0,0.0,0.0,0.0
196,47.5,0.0,7480.0898,0.0058,0.0,0.0,1004906.7445,39769.1226,0.0,0.0,0.0,0.0,0.0,0.0,0.0
197,47.5,0.0,7527.5898,0.1473,0.0,0.0,1004906.8918,39769.1285,0.0,0.0,0.0,0.0,0.0,0.0,0.0
198,47.5,0.0,7575.0898,0.1103,0.0,0.0,1004907.0021,39769.1329,0.0,0.0,0.0,0.0,0.0,0.0,0.0
199,47.5,0.0,7622.5898,0.0376,0.0,0.0,1004907.0397,39769.1344,0.0,0.0,0.0,0.0,0.0,0.0,0.0
200,47.5,0.0,7670.0898,0.7726,0.0,0.0,1004907.8123,39769.1653,0.0,0.0,0.0,0.0,0.0,0.0,0.0
201,47.5,0.0,7717.5898,1.7453,0.0,0.0,1004909.5576,39769.2352,0.0,0.0,0.0,0.0,0.0,0.0,0.0
202,47.5,0.0,7765.0898,1.491,0.0,0.0,1004911.0486,39769.2948,0.0,0.0,0.0,0.0,0.0,0.0,0.0
203,47.5,0.0,7812.5898,0.0376,0.0,0.0,1004911.0861,39769.2963,0.0,0.0,0.0,0.0,0.0,0.0,0.0
204,47.5,0.0,7860.0898,0.0,0.0,0.0,1004911.0861,39769.2963,0.0,0.0,0.0,0.0,0.0,0.0,0.0
205,47.5,0.0,7907.5898,0.0,0.0,0.0,1004911.0861,39769.2963,0.0,0.0,0.0,0.0,0.0,0.0,0.0
206,47.5,0.0,7955.0898,0.3962,0.0,0.0,1004911.4823,39769.3121,0.0,0.0,0.0,0.0,0.0,0.0,0.0
207,47.5,0.0,8002.5898,0.8056,0.0,0.0,1004912.2879,39769.3444,0.0,0.0,0.0,0.0,0.0,0.0,0.0
208,47.5,0.0,8050.0898,0.0707,0.0,0.0,1004912.3586,39769.3472,0.0,0.0,0.0,0.0,0.0,0.0,0.0
209,47.5,0.0,8097.5898,0.1587,0.0,0.0,1004912.5173,39769.3535,0.0,0.0,0.0,0.0,0.0,0.0,0.0
210,47.5,0.0,8145.0898,0.0002,0.0,0.0,1004912.5175,39769.3536,0.0,0.0,0.0,0.0,0.0,0.0,0.0
211,47.5,0.0,8192.5898,0.2304,0.0,0.0,1004912.7479,39769.3628,0.0,0.0,0.0,0.0,0.0,0.0,0.0
212,47.5,0.0,8240.0898,1.242,0.0,0.0,1004913.9899,39769.4124,0.0,0.0,0.0,0.0,0.0,0.0,0.0
213,47.5,0.0,8287.5898,0.0,0.0,0.0,1004913.9899,39769.4124,0.0,0.0,0.0,0.0,0.0,0.0,0.0
214,47.5,0.0,8335.0898,0.0,0.0,0.0,1004913.9899,39769.4124,0.0,0.0,0.0,0.0,0.0,0.0,0.0
215,47.5,0.0,8382.5898,0.0,0.0,0.0,1004913.9899,39769.4124,0.0,0.0,0.0,0.0,0.0,0.0,0.0
216,47.5,0.0,8430.0898,0.4218,0.0,0.0,1004914.4117,39769.4293,0.0,0.0,0.0,0.0,0.0,0.0,0.0
217,47.5,0.0,8477.5898,0.0523,0.0,0.0,1004914.464,39769.4314,0.0,0.0,0.0,0.0,0.0,0.0,0.0
218,47.5,0.0,8525.0898,0.1931,0.0,0.0,1004914.6571,39769.4391,0.0,0.0,0.0,0.0,0.0,0.0,0.0
219,47.5,0.0,8572.5898,0.4338,0.0,0.0,1004915.0909,39769.4565,0.0,0.0,0.0,0.0,0.0,0.0,0.0
220,47.5,0.0,8620.0898,0.0,0.0,0.0,1004915.0909,39769.4565,0.0,0.0,0.0,0.0,0.0,0.0,0.0
221,47.5,0.0,8667.5898,0.0005,0.0,0.0,1004915.0913,39769.4565,0.0,0.0,0.0,0.0,0.0,0.0,0.0
222,47.5,0.0,8715.0898,0.1046,0.0,0.0,1004915.196,39769.4607,0.0,0.0,0.0,0.0,0.0,0.0,0.0
223,47.5,0.0,8762.5898,1.4609,0.0,0.0,1004916.6568,39769.5191,0.0,0.0,0.0,0.0,0.0,0.0,0.0
224,47.5,0.0,8810.0898,0.0004,0.0,0.0,1004916.6572,39769.5191,0.0,0.0,0.0,0.0,0.0,0.0,0.0
225,47.5,0.0,8857.5898,1.4928,0.0,0.0,1004918.15,39769.5789,0.0,0.0,0.0,0.0,0.0,0.0,0.0
226,47.5,0.0,8905.0898,0.417,0.0,0.0,1004918.5671,39769.5955,0.0,0.0,0.0,0.0,0.0,0.0,0.0
227,47.5,0.0,8952.5898,0.1068,0.0,0.0,1004918.6739,39769.5998,0.0,0.0,0.0,0.0,0.0,0.0,0.0
228,47.5,0.0,9000.0898,0.002,0.0,0.0,1004918.6759,39769.5999,0.0,0.0,0.0,0.0,0.0,0.0,0.0
229,47.5,0.0,9047.5898,0.0153,0.0,0.0,1004918.6911,39769.6005,0.0,0.0,0.0,0.0,0.0,0.0,0.0
230,47.5,0.0,9095.0898,0.4349,0.0,0.0,1004919.1261,39769.6179,0.0,0.0,0.0,0.0,0.0,0.0,0.0
231,47.5,0.0,9142.5898,0.1416,0.0,0.0,1004919.2677,39769.6236,0.0,0.0,0.0,0.0,0.0,0.0,0.0
232,47.5,0.0,9190.0898,0.0,0.0,0.0,1004919.2677,39769.6236,0.0,0.0,0.0,0.0,0.0,0.0,0.0
233,47.5,0.0,9237.5898,0.0,0.0,0.0,1004919.2677,39769.6236,0.0,0.0,0.0,0.0,0.0,0.0,0.0
234,47.5,0.0,9285.0898,0.0,0.0,0.0,1004919.2677,39769.6236,0.0,0.0,0.0,0.0,0.0,0.0,0.0
235,47.5,0.0,9332.5898,2.29,0.0,0.0,1004921.5577,39769.7152,0.0,0.0,0.0,0.0,0.0,0.0,0.0
236,47.5,0.0,9380.0898,0.8281,0.0,0.0,1004922.3858,39769.7483,0.0,0.0,0.0,0.0,0.0,0.0,0.0
237,47.5,0.0,9427.5898,0.4047,0.0,0.0,1004922.7905,39769.7645,0.0,0.0,0.0,0.0,0.0,0.0,0.0
238,47.5,0.0,9475.0898,0.3131,0.0,0.0,1004923.1035,39769.777,0.0,0.0,0.0,0.0,0.0,0.0,0.0
239,47.5,0.0,9522.5898,0.0,0.0,0.0,1004923.1035,39769.777,0.0,0.0,0.0,0.0,0.0,0.0,0.0
240,47.5,0.0,9570.0898,0.1054,0.0,0.0,1004923.2089,39769.7812,0.0,0.0,0.0,0.0,0.0,0.0,0.0
241,47.5,0.0,9617.5898,0.4396,0.0,0.0,1004923.6484,39769.7988,0.0,0.0,0.0,0.0,0.0,0.0,0.0
242,47.5,0.0,9665.0898,1.4638,0.0,0.0,1004925.1122,39769.8573,0.0,0.0,0.0,0.0,0.0,0.0,0.0
243,47.5,0.0,9712.5898,0.0575,0.0,0.0,1004925.1698,39769.8596,0.0,0.0,0.0,0.0,0.0,0.0,0.0
244,47.5,0.0,9760.0898,0.003,0.0,0.0,1004925.1728,39769.8598,0.0,0.0,0.0,0.0,0.0,0.0,0.0
245,47.5,0.0,9807.5898,0.0001,0.0,0.0,1004925.1729,39769.8598,0.0,0.0,0.0,0.0,0.0,0.0,0.0
246,47.5,0.0,9855.0898,0.0006,0.0,0.0,1004925.1735,39769.8598,0.0,0.0,0.0,0.0,0.0,0.0,0.0
247,47.5,0.0,9902.5898,0.4159,0.0,0.0,1004925.5894,39769.8764,0.0,0.0,0.0,0.0,0.0,0.0,0.0
248,47.5,0.0,9950.0898,0.3651,0.0,0.0,1004925.9545,39769.891,0.0,0.0,0.0,0.0,0.0,0.0,0.0
249,47.5,0.0,9997.5898,0.0389,0.0,0.0,1004925.9934,39769.8926,0.0,0.0,0.0,0.0,0.0,0.0,0.0
250,47.5,0.0,10045.0898,0.8404,0.0,0.0,1004926.8338,39769.9262,0.0,0.0,0.0,0.0,0.0,0.0,0.0
251,47.5,0.0,10092.5898,0.4324,0.0,0.0,1004927.2662,39769.9435,0.0,0.0,0.0,0.0,0.0,0.0,0.0
252,47.5,0.0,10140.0898,1.5182,0.0,0.0,1004928.7844,39770.0042,0.0,0.0,0.0,0.0,0.0,0.0,0.0
253,47.5,0.0,10187.5898,0.0,0.0,0.0,1004928.7844,39770.0042,0.0,0.0,0.0,0.0,0.0,0.0,0.0
254,47.5,0.0,10235.0898,0.1074,0.0,0.0,1004928.8918,39770.0085,0.0,0.0,0.0,0.0,0.0,0.0,0.0
255,47.5,0.0,10282.5898,0.1067,0.0,0.0,1004928.9984,39770.0128,0.0,0.0,0.0,0.0,0.0,0.0,0.0
256,47.5,0.0,10330.0898,0.1402,0.0,0.0,1004929.1387,39770.0184,0.0,0.0,0.0,0.0,0.0,0.0,0.0
257,47.5,0.0,10377.5898,0.5319,0.0,0.0,1004929.6706,39770.0397,0.0,0.0,0.0,0.0,0.0,0.0,0.0
258,47.5,0.0,10425.0898,0.0,0.0,0.0,1004929.6706,39770.0397,0.0,0.0,0.0,0.0,0.0,0.0,0.0
259,47.5,0.0,10472.5898,0.0,0.0,0.0,1004929.6706,39770.0397,0.0,0.0,0.0,0.0,0.0,0.0,0.0
260,47.5,0.0,10520.0898,0.0,0.0,0.0,1004929.6706,39770.0397,0.0,0.0,0.0,0.0,0.0,0.0,0.0
261,47.5,0.0,10567.5898,0.4175,0.0,0.0,1004930.0881,39770.0564,0.0,0.0,0.0,0.0,0.0,0.0,0.0
262,47.5,0.0,10615.0898,0.8585,0.0,0.0,1004930.9466,39770.0907,0.0,0.0,0.0,0.0,0.0,0.0,0.0
263,47.5,0.0,10662.5898,0.0,0.0,0.0,1004930.9466,39770.0907,0.0,0.0,0.0,0.0,0.0,0.0,0.0
264,47.5,0.0,10710.0898,0.0003,0.0,0.0,1004930.9469,39770.0907,0.0,0.0,0.0,0.0,0.0,0.0,0.0
265,47.5,0.0,10757.5898,0.0,0.0,0.0,1004930.9469,39770.0907,0.0,0.0,0.0,0.0,0.0,0.0,0.0
266,47.5,0.0,10805.0898,0.0,0.0,0.0,1004930.9469,39770.0907,0.0,0.0,0.0,0.0,0.0,0.0,0.0
267,47.5,0.0,10852.5898,0.0,0.0,0.0,1004930.9469,39770.0907,0.0,0.0,0.0,0.0,0.0,0.0,0.0
268,47.5,0.0,10900.0898,0.0,0.0,0.0,1004930.9469,39770.0907,0.0,0.0,0.0,0.0,0.0,0.0,0.0
269,47.5,0.0,10947.5898,0.1067,0.0,0.0,1004931.0536,39770.095,0.0,0.0,0.0,0.0,0.0,0.0,0.0
270,47.5,0.0,10995.0898,0.0,0.0,0.0,1004931.0536,39770.095,0.0,0.0,0.0,0.0,0.0,0.0,0.0
271,47.5,0.0,11042.5898,0.0,0.0,0.0,1004931.0536,39770.095,0.0,0.0,0.0,0.0,0.0,0.0,0.0
272,47.5,0.0,11090.0898,0.0011,0.0,0.0,1004931.0548,39770.095,0.0,0.0,0.0,0.0,0.0,0.0,0.0
273,47.5,0.0,11137.5898,0.0,0.0,0.0,1004931.0548,39770.095,0.0,0.0,0.0,0.0,0.0,0.0,0.0
274,47.5,0.0,11185.0898,0.0105,0.0,0.0,1004931.0653,39770.0955,0.0,0.0,0.0,0.0,0.0,0.0,0.0
275,47.5,0.0,11232.5898,0.0,0.0,0.0,1004931.0653,39770.0955,0.0,0.0,0.0,0.0,0.0,0.0,0.0
276,47.5,0.0,11280.0898,0.0,0.0,0.0,1004931.0653,39770.0955,0.0,0.0,0.0,0.0,0.0,0.0,0.0
277,47.5,0.0,11327.5898,0.0,0.0,0.0,1004931.0653,39770.0955,0.0,0.0,0.0,0.0,0.0,0.0,0.0
278,47.5,0.0,11375.0898,0.0,0.0,0.0,1004931.0653,39770.0955,0.0,0.0,0.0,0.0,0.0,0.0,0.0
279,47.5,0.0,11422.5898,0.0,0.0,0.0,1004931.0653,39770.0955,0.0,0.0,0.0,0.0,0.0,0.0,0.0
280,47.5,0.0,11470.0898,0.4156,0.0,0.0,1004931.4809,39770.1121,0.0,0.0,0.0,0.0,0.0,0.0,0.0
281,47.5,0.0,11517.5898,0.0032,0.0,0.0,1004931.4841,39770.1122,0.0,0.0,0.0,0.0,0.0,0.0,0.0
282,47.5,0.0,11565.0898,0.0304,0.0,0.0,1004931.5145,39770.1134,0.0,0.0,0.0,0.0,0.0,0.0,0.0
283,47.5,0.0,11612.5898,0.0,0.0,0.0,1004931.5145,39770.1134,0.0,0.0,0.0,0.0,0.0,0.0,0.0
284,47.5,0.0,11660.0898,0.0,0.0,0.0,1004931.5145,39770.1134,0.0,0.0,0.0,0.0,0.0,0.0,0.0
285,47.5,0.0,11707.5898,0.0,0.0,0.0,1004931.5145,39770.1134,0.0,0.0,0.0,0.0,0.0,0.0,0.0
286,47.5,0.0,11755.0898,0.0,0.0,0.0,1004931.5145,39770.1134,0.0,0.0,0.0,0.0,0.0,0.0,0.0
287,47.5,0.0,11802.5898,0.0,0.0,0.0,1004931.5145,39770.1134,0.0,0.0,0.0,0.0,0.0,0.0,0.0
288,47.5,0.0,11850.0898,0.0001,0.0,0.0,1004931.5146,39770.1134,0.0,0.0,0.0,0.0,0.0,0.0,0.0
289,47.5,0.0,11897.5898,0.0,0.0,0.0,1004931.5146,39770.1134,0.0,0.0,0.0,0.0,0.0,0.0,0.0
290,47.5,0.0,11945.0898,0.4375,0.0,0.0,1004931.9521,39770.1309,0.0,0.0,0.0,0.0,0.0,0.0,0.0
291,47.5,0.0,11992.5898,0.0008,0.0,0.0,1004931.9529,39770.131,0.0,0.0,0.0,0.0,0.0,0.0,0.0
292,47.5,0.0,12040.0898,0.0,0.0,0.0,1004931.9529,39770.131,0.0,0.0,0.0,0.0,0.0,0.0,0.0
293,47.5,0.0,12087.5898,0.0,0.0,0.0,1004931.9529,39770.131,0.0,0.0,0.0,0.0,0.0,0.0,0.0
294,47.5,0.0,12135.0898,0.0,0.0,0.0,1004931.9529,39770.131,0.0,0.0,0.0,0.0,0.0,0.0,0.0
295,47.5,0.0,12182.5898,0.0,0.0,0.0,1004931.9529,39770.131,0.0,0.0,0.0,0.0,0.0,0.0,0.0
296,47.5,0.0,12230.0898,0.0,0.0,0.0,1004931.9529,39770.131,0.0,0.0,0.0,0.0,0.0,0.0,0.0
297,47.5,0.0,12277.5898,0.0,0.0,0.0,1004931.9529,39770.131,0.0,0.0,0.0,0.0,0.0,0.0,0.0
298,47.5,0.0,12325.0898,0.0,0.0,0.0,1004931.9529,39770.131,0.0,0.0,0.0,0.0,0.0,0.0,0.0
299,47.5,0.0,12372.5898,0.0006,0.0,0.0,1004931.9535,39770.131,0.0,0.0,0.0,0.0,0.0,0.0,0.0
300,47.5,0.0,12420.0898,0.0,0.0,0.0,1004931.9535,39770.131,0.0,0.0,0.0,0.0,0.0,0.0,0.0
301,47.5,0.0,12467.5898,0.0012,0.0,0.0,1004931.9547,39770.131,0.0,0.0,0.0,0.0,0.0,0.0,0.0
302,47.5,0.0,12515.0898,0.0,0.0,0.0,1004931.9547,39770.131,0.0,0.0,0.0,0.0,0.0,0.0,0.0
303,47.5,0.0,12562.5898,0.0,0.0,0.0,1004931.9547,39770.131,0.0,0.0,0.0,0.0,0.0,0.0,0.0
304,47.5,0.0,12610.0898,0.0,0.0,0.0,1004931.9547,39770.131,0.0,0.0,0.0,0.0,0.0,0.0,0.0
305,47.5,0.0,12657.5898,0.0,0.0,0.0,1004931.9547,39770.131,0.0,0.0,0.0,0.0,0.0,0.0,0.0
306,47.5,0.0,12705.0898,0.0,0.0,0.0,1004931.9547,39770.131,0.0,0.0,0.0,0.0,0.0,0.0,0.0
307,47.5,0.0,12752.5898,0.3609,0.0,0.0,1004932.3156,39770.1455,0.0,0.0,0.0,0.0,0.0,0.0,0.0
308,47.5,0.0,12800.0898,0.0,0.0,0.0,1004932.3156,39770.1455,0.0,0.0,0.0,0.0,0.0,0.0,0.0
309,47.5,0.0,12847.5898,0.0,0.0,0.0,1004932.3156,39770.1455,0.0,0.0,0.0,0.0,0.0,0.0,0.0
310,47.5,0.0,12895.0898,0.0,0.0,0.0,1004932.3156,39770.1455,0.0,0.0,0.0,0.0,0.0,0.0,0.0
311,47.5,0.0,12942.5898,0.0,0.0,0.0,1004932.3156,39770.1455,0.0,0.0,0.0,0.0,0.0,0.0,0.0
312,47.5,0.0,12990.0898,0.0,0.0,0.0,1004932.3156,39770.1455,0.0,0.0,0.0,0.0,0.0,0.0,0.0
313,47.5,0.0,13037.5898,0.0,0.0,0.0,1004932.3156,39770.1455,0.0,0.0,0.0,0.0,0.0,0.0,0.0
314,47.5,0.0,13085.0898,0.0,0.0,0.0,1004932.3156,39770.1455,0.0,0.0,0.0,0.0,0.0,0.0,0.0
315,47.5,0.0,13132.5898,0.0,0.0,0.0,1004932.3156,39770.1455,0.0,0.0,0.0,0.0,0.0,0.0,0.0
316,47.5,0.0,13180.0898,0.0,0.0,0.0,1004932.3156,39770.1455,0.0,0.0,0.0,0.0,0.0,0.0,0.0
317,47.5,0.0,13227.5898,0.0,0.0,0.0,1004932.3156,39770.1455,0.0,0.0,0.0,0.0,0.0,0.0,0.0
318,47.5,0.0,13275.0898,0.0,0.0,0.0,1004932.3156,39770.1455,0.0,0.0,0.0,0.0,0.0,0.0,0.0
319,47.5,0.0,13322.5898,0.0,0.0,0.0,1004932.3156,39770.1455,0.0,0.0,0.0,0.0,0.0,0.0,0.0
320,47.5,0.0,13370.0898,0.0,0.0,0.0,1004932.3156,39770.1455,0.0,0.0,0.0,0.0,0.0,0.0,0.0
321,47.5,0.0,13417.5898,0.0,0.0,0.0,1004932.3156,39770.1455,0.0,0.0,0.0,0.0,0.0,0.0,0.0
322,47.5,0.0,13465.0898,0.0,0.0,0.0,1004932.3156,39770.1455,0.0,0.0,0.0,0.0,0.0,0.0,0.0
323,47.5,0.0,13512.5898,0.0,0.0,0.0,1004932.3156,39770.1455,0.0,0.0,0.0,0.0,0.0,0.0,0.0
324,47.5,0.0,13560.0898,0.0,0.0,0.0,1004932.3156,39770.1455,0.0,0.0,0.0,0.0,0.0,0.0,0.0
325,47.5,0.0,13607.5898,0.0,0.0,0.0,1004932.3156,39770.1455,0.0,0.0,0.0,0.0,0.0,0.0,0.0
326,47.5,0.0,13655.0898,0.0,0.0,0.0,1004932.3156,39770.1455,0.0,0.0,0.0,0.0,0.0,0.0,0.0
327,47.5,0.0,13702.5898,0.4375,0.0,0.0,1004932.7531,39770.163,0.0,0.0,0.0,0.0,0.0,0.0,0.0
328,47.5,0.0,13750.0898,0.0,0.0,0.0,1004932.7531,39770.163,0.0,0.0,0.0,0.0,0.0,0.0,0.0
329,47.5,0.0,13797.5898,0.0,0.0,0.0,1004932.7531,39770.163,0.0,0.0,0.0,0.0,0.0,0.0,0.0
330,47.5,0.0,13845.0898,0.0,0.0,0.0,1004932.7531,39770.163,0.0,0.0,0.0,0.0,0.0,0.0,0.0
331,47.5,0.0,13892.5898,0.0,0.0,0.0,1004932.7531,39770.163,0.0,0.0,0.0,0.0,0.0,0.0,0.0
332,47.5,0.0,13940.0898,0.0,0.0,0.0,1004932.7531,39770.163,0.0,0.0,0.0,0.0,0.0,0.0,0.0
333,47.5,0.0,13987.5898,0.0357,0.0,0.0,1004932.7887,39770.1644,0.0,0.0,0.0,0.0,0.0,0.0,0.0
334,47.5,0.0,14035.0898,0.0,0.0,0.0,1004932.7887,39770.1644,0.0,0.0,0.0,0.0,0.0,0.0,0.0
335,47.5,0.0,14082.5898,0.0,0.0,0.0,1004932.7887,39770.1644,0.0,0.0,0.0,0.0,0.0,0.0,0.0
336,47.5,0.0,14130.0898,0.0,0.0,0.0,1004932.7887,39770.1644,0.0,0.0,0.0,0.0,0.0,0.0,0.0
337,47.5,0.0,14177.5898,0.0,0.0,0.0,1004932.7887,39770.1644,0.0,0.0,0.0,0.0,0.0,0.0,0.0
338,47.5,0.0,14225.0898,0.0,0.0,0.0,1004932.7887,39770.1644,0.0,0.0,0.0,0.0,0.0,0.0,0.0
339,47.5,0.0,14272.5898,0.0,0.0,0.0,1004932.7887,39770.1644,0.0,0.0,0.0,0.0,0.0,0.0,0.0
340,47.5,0.0,14320.0898,0.0,0.0,0.0,1004932.7887,39770.1644,0.0,0.0,0.0,0.0,0.0,0.0,0.0
341,47.5,0.0,14367.5898,0.0,0.0,0.0,1004932.7887,39770.1644,0.0,0.0,0.0,0.0,0.0,0.0,0.0
342,47.5,0.0,14415.0898,0.0,0.0,0.0,1004932.7887,39770.1644,0.0,0.0,0.0,0.0,0.0,0.0,0.0
343,47.5,0.0,14462.5898,0.0,0.0,0.0,1004932.7887,39770.1644,0.0,0.0,0.0,0.0,0.0,0.0,0.0
344,47.5,0.0,14510.0898,0.0,0.0,0.0,1004932.7887,39770.1644,0.0,0.0,0.0,0.0,0.0,0.0,0.0
345,47.5,0.0,14557.5898,0.0,0.0,0.0,1004932.7887,39770.1644,0.0,0.0,0.0,0.0,0.0,0.0,0.0
346,47.5,0.0,14605.0898,0.0,0.0,0.0,1004932.7887,39770.1644,0.0,0.0,0.0,0.0,0.0,0.0,0.0
347,47.5,0.0,14652.5898,0.0,0.0,0.0,1004932.7887,39770.1644,0.0,0.0,0.0,0.0,0.0,0.0,0.0
348,47.5,0.0,14700.0898,0.0,0.0,0.0,1004932.7887,39770.1644,0.0,0.0,0.0,0.0,0.0,0.0,0.0
349,47.5,0.0,14747.5898,0.0,0.0,0.0,1004932.7887,39770.1644,0.0,0.0,0.0,0.0,0.0,0.0,0.0
350,47.5,0.0,14795.0898,0.0,0.0,0.0,1004932.7887,39770.1644,0.0,0.0,0.0,0.0,0.0,0.0,0.0
351,47.5,0.0,14842.5898,0.0,0.0,0.0,1004932.7887,39770.1644,0.0,0.0,0.0,0.0,0.0,0.0,0.0
352,47.5,0.0,14890.0898,0.0,0.0,0.0,1004932.7887,39770.1644,0.0,0.0,0.0,0.0,0.0,0.0,0.0
353,47.5,0.0,14937.5898,0.0,0.0,0.0,1004932.7887,39770.1644,0.0,0.0,0.0,0.0,0.0,0.0,0.0
354,47.5,0.0,14985.0898,0.0,0.0,0.0,1004932.7887,39770.1644,0.0,0.0,0.0,0.0,0.0,0.0,0.0
355,47.5,0.0,15032.5898,0.0,0.0,0.0,1004932.7887,39770.1644,0.0,0.0,0.0,0.0,0.0,0.0,0.0
356,47.5,0.0,15080.0898,0.0,0.0,0.0,1004932.7887,39770.1644,0.0,0.0,0.0,0.0,0.0,0.0,0.0
357,47.5,0.0,15127.5898,0.0,0.0,0.0,1004932.7887,39770.1644,0.0,0.0,0.0,0.0,0.0,0.0,0.0
358,47.5,0.0,15175.0898,0.0,0.0,0.0,1004932.7887,39770.1644,0.0,0.0,0.0,0.0,0.0,0.0,0.0
359,47.5,0.0,15222.5898,0.0,0.0,0.0,1004932.7887,39770.1644,0.0,0.0,0.0,0.0,0.0,0.0,0.0
360,47.5,0.0,15270.0898,0.0,0.0,0.0,1004932.7887,39770.1644,0.0,0.0,0.0,0.0,0.0,0.0,0.0
361,47.5,0.0,15317.5898,0.0,0.0,0.0,1004932.7887,39770.1644,0.0,0.0,0.0,0.0,0.0,0.0,0.0
362,47.5,0.0,15365.0898,0.0,0.0,0.0,1004932.7887,39770.1644,0.0,0.0,0.0,0.0,0.0,0.0,0.0
363,47.5,0.0,15412.5898,0.0,0.0,0.0,1004932.7887,39770.1644,0.0,0.0,0.0,0.0,0.0,0.0,0.0
364,47.5,0.0,15460.0898,0.0,0.0,0.0,1004932.7887,39770.1644,0.0,0.0,0.0,0.0,0.0,0.0,0.0
