case_id,case_input,case_output_dir,kpi::avg_inventory,kpi::cost_share_holding,kpi::cost_share_inventory_risk,kpi::cost_share_purchase,kpi::cost_share_transport,kpi::cost_share_warehouse_operating,kpi::ending_backlog,kpi::ending_inventory,kpi::fill_rate,kpi::measured_required_total,kpi::measurement_starting_backlog,kpi::total_arrived,kpi::total_cost,kpi::total_demand,kpi::total_estimated_source_ordered_qty,kpi::total_estimated_source_rejected_qty,kpi::total_estimated_source_replenished_qty,kpi::total_explicit_initialization_pipeline_qty,kpi::total_explicit_initialization_stock_qty,kpi::total_external_procured_arrived_qty,kpi::total_external_procured_ordered_qty,kpi::total_external_procured_qty,kpi::total_external_procured_rejected_qty,kpi::total_external_procurement_cost,kpi::total_holding_cost,kpi::total_inventory_cost_legacy_raw_holding,kpi::total_inventory_risk_cost,kpi::total_logistics_cost,kpi::total_opening_stock_bootstrap_qty,kpi::total_produced,kpi::total_purchase_cost,kpi::total_served,kpi::total_shipped,kpi::total_supplier_capacity_binding_qty,kpi::total_transport_cost,kpi::total_unreliable_loss_qty,kpi::total_warehouse_operating_cost,kpi::warmup_backlog_cleared_qty,level,parameter_group,parameter_key,parameter_label,realism_focus,status
supplier_stock_node_SDC-VD0914690A_1_4,etudecas\simulation\sensibility\reference_baseline_real_demand_target_calibrated_2026_03_30_threshold\cases\supplier_stock_node_SDC-VD0914690A_1_4\input_case.json,etudecas\simulation\sensibility\reference_baseline_real_demand_target_calibrated_2026_03_30_threshold\cases\supplier_stock_node_SDC-VD0914690A_1_4\simulation_output,19766465.3509,0.149954,0.085688,0.171575,0.399984,0.192798,593478.1966,18941957.7433,0.888075,5302452.7143,0.0,125812449.8774,27920896.5609,5302452.7143,104693283.3055,28206355.8413,103072199.171,0.0,35076.3627,0.0,0.0,0.0,0.0,0.0,4186854.545,11962441.5571,2392488.3114,23130363.0215,0.0,17869743.232,4790533.5394,4708974.5176,127074616.6123,1580070.6283,11167921.4643,0.0,5383098.7007,2131254.1763,1.4,supplier_stock_node,supplier_stock_node::SDC-VD0914690A,Stock fournisseur SDC-VD0914690A,supplier_buffer,ok
supplier_capacity_node_SDC-VD0914690A_0_6,etudecas\simulation\sensibility\reference_baseline_real_demand_target_calibrated_2026_03_30_threshold\cases\supplier_capacity_node_SDC-VD0914690A_0_6\input_case.json,etudecas\simulation\sensibility\reference_baseline_real_demand_target_calibrated_2026_03_30_threshold\cases\supplier_capacity_node_SDC-VD0914690A_0_6\simulation_output,19907333.889,0.148658,0.084947,0.172813,0.40245,0.191131,591857.6965,18545507.3571,0.88838,5302452.7143,0.0,126290332.7028,27786178.2894,5302452.7143,104787548.5988,28158321.513,103113605.0269,0.0,35076.3627,0.0,0.0,0.0,0.0,0.0,4130628.36,11801795.3143,2360359.0629,22984356.3156,0.0,17883940.2602,4801821.9738,4710595.0177,127215252.2928,1580070.6283,11182561.0014,0.0,5310807.8914,2022610.0771,0.6,supplier_capacity_node,supplier_capacity_node::SDC-VD0914690A,Debit fournisseur SDC-VD0914690A,supplier_capacity,ok
supplier_capacity_node_SDC-VD0914690A_0_8,etudecas\simulation\sensibility\reference_baseline_real_demand_target_calibrated_2026_03_30_threshold\cases\supplier_capacity_node_SDC-VD0914690A_0_8\input_case.json,etudecas\simulation\sensibility\reference_baseline_real_demand_target_calibrated_2026_03_30_threshold\cases\supplier_capacity_node_SDC-VD0914690A_0_8\simulation_output,19969537.7436,0.150578,0.086045,0.171193,0.398584,0.193601,607375.9018,18809916.6887,0.885454,5302452.7143,0.0,126032896.3034,27959179.1342,5302452.7143,104457222.7252,27422358.9506,102814104.3327,0.0,35076.3627,0.0,0.0,0.0,0.0,0.0,4210042.9301,12028694.0861,2405738.8172,23172773.0173,0.0,17828636.2888,4786406.1169,4695076.8125,126798853.7546,1576135.9733,11144078.9312,0.0,5412912.3388,2056468.2783,0.8,supplier_capacity_node,supplier_capacity_node::SDC-VD0914690A,Debit fournisseur SDC-VD0914690A,supplier_capacity,ok
supplier_capacity_node_SDC-VD0914690A_1_0,etudecas\simulation\sensibility\reference_baseline_real_demand_target_calibrated_2026_03_30_threshold\cases\supplier_capacity_node_SDC-VD0914690A_1_0\input_case.json,etudecas\simulation\sensibility\reference_baseline_real_demand_target_calibrated_2026_03_30_threshold\cases\supplier_capacity_node_SDC-VD0914690A_1_0\simulation_output,19766465.3509,0.149954,0.085688,0.171575,0.399984,0.192798,593478.1966,18941957.7433,0.888075,5302452.7143,0.0,125812449.8774,27920896.5609,5302452.7143,104693283.3055,28206355.8413,103072199.171,0.0,35076.3627,0.0,0.0,0.0,0.0,0.0,4186854.545,11962441.5571,2392488.3114,23130363.0215,0.0,17869743.232,4790533.5394,4708974.5176,127074616.6123,1580070.6283,11167921.4643,0.0,5383098.7007,2131254.1763,1.0,supplier_capacity_node,supplier_capacity_node::SDC-VD0914690A,Debit fournisseur SDC-VD0914690A,supplier_capacity,ok
supplier_capacity_node_SDC-VD0914690A_1_2,etudecas\simulation\sensibility\reference_baseline_real_demand_target_calibrated_2026_03_30_threshold\cases\supplier_capacity_node_SDC-VD0914690A_1_2\input_case.json,etudecas\simulation\sensibility\reference_baseline_real_demand_target_calibrated_2026_03_30_threshold\cases\supplier_capacity_node_SDC-VD0914690A_1_2\simulation_output,19900250.767,0.149559,0.085462,0.171593,0.401096,0.19229,590547.7499,18721062.7883,0.888627,5302452.7143,0.0,125809169.2511,27815794.4199,5302452.7143,104571097.413,24783627.8894,102913363.89,0.0,35076.3627,0.0,0.0,0.0,0.0,0.0,4160105.1235,11886014.6385,2377202.9277,23042810.708,0.0,17854407.9788,4772983.7119,4711904.9643,126948745.1589,1962701.04,11156796.0696,0.0,5348706.5873,2254475.9216,1.2,supplier_capacity_node,supplier_capacity_node::SDC-VD0914690A,Debit fournisseur SDC-VD0914690A,supplier_capacity,ok
supplier_capacity_node_SDC-VD0914690A_1_4,etudecas\simulation\sensibility\reference_baseline_real_demand_target_calibrated_2026_03_30_threshold\cases\supplier_capacity_node_SDC-VD0914690A_1_4\input_case.json,etudecas\simulation\sensibility\reference_baseline_real_demand_target_calibrated_2026_03_30_threshold\cases\supplier_capacity_node_SDC-VD0914690A_1_4\simulation_output,19490468.3142,0.147422,0.084241,0.173969,0.404824,0.189543,588673.1008,19622397.7251,0.888981,5302452.7143,0.0,127659357.7032,27611228.8081,5302452.7143,104620137.5784,41318000.0,102982269.6888,0.0,35076.3627,0.0,0.0,0.0,0.0,0.0,4070508.5453,11630024.4152,2326004.883,22807723.8004,0.0,17854837.9947,4803505.0076,4713779.6134,127103291.1402,0.0,11177699.3853,0.0,5233510.9868,2002695.5434,1.4,supplier_capacity_node,supplier_capacity_node::SDC-VD0914690A,Debit fournisseur SDC-VD0914690A,supplier_capacity,ok
supplier_lead_time_node_SDC-VD0914690A_0_7,etudecas\simulation\sensibility\reference_baseline_real_demand_target_calibrated_2026_03_30_threshold\cases\supplier_lead_time_node_SDC-VD0914690A_0_7\input_case.json,etudecas\simulation\sensibility\reference_baseline_real_demand_target_calibrated_2026_03_30_threshold\cases\supplier_lead_time_node_SDC-VD0914690A_0_7\simulation_output,16909523.7843,0.148739,0.084994,0.171819,0.403213,0.191236,611967.9887,16484704.7468,0.884588,5302452.7143,0.0,123548074.8514,27624533.4518,5302452.7143,104208628.6927,26576397.0407,100680222.2412,0.0,35076.3627,0.0,0.0,0.0,0.0,0.0,4108842.6554,11739550.4441,2347910.0888,22878124.0229,0.0,17713143.924,4746409.4289,4690484.7256,126776827.3169,1578575.8428,11138573.5787,0.0,5282797.6999,2451874.3796,0.7,supplier_lead_time_node,supplier_lead_time_node::SDC-VD0914690A,Lead time fournisseur SDC-VD0914690A,supplier_lead_time,ok
supplier_lead_time_node_SDC-VD0914690A_0_85,etudecas\simulation\sensibility\reference_baseline_real_demand_target_calibrated_2026_03_30_threshold\cases\supplier_lead_time_node_SDC-VD0914690A_0_85\input_case.json,etudecas\simulation\sensibility\reference_baseline_real_demand_target_calibrated_2026_03_30_threshold\cases\supplier_lead_time_node_SDC-VD0914690A_0_85\simulation_output,18466505.865,0.150827,0.086187,0.17066,0.398406,0.19392,588942.717,18381145.9583,0.88893,5302452.7143,0.0,125925231.3766,28030655.9101,5302452.7143,104668833.3399,28681508.496,102972286.8367,0.0,35076.3627,0.0,0.0,0.0,0.0,0.0,4227775.7723,12079359.3495,2415871.8699,23246950.3101,0.0,17867010.9682,4783705.6,4713509.9973,127068063.6864,1580070.6283,11167590.9607,0.0,5435711.7073,2225592.7185,0.85,supplier_lead_time_node,supplier_lead_time_node::SDC-VD0914690A,Lead time fournisseur SDC-VD0914690A,supplier_lead_time,ok
supplier_lead_time_node_SDC-VD0914690A_1_0,etudecas\simulation\sensibility\reference_baseline_real_demand_target_calibrated_2026_03_30_threshold\cases\supplier_lead_time_node_SDC-VD0914690A_1_0\input_case.json,etudecas\simulation\sensibility\reference_baseline_real_demand_target_calibrated_2026_03_30_threshold\cases\supplier_lead_time_node_SDC-VD0914690A_1_0\simulation_output,19766465.3509,0.149954,0.085688,0.171575,0.399984,0.192798,593478.1966,18941957.7433,0.888075,5302452.7143,0.0,125812449.8774,27920896.5609,5302452.7143,104693283.3055,28206355.8413,103072199.171,0.0,35076.3627,0.0,0.0,0.0,0.0,0.0,4186854.545,11962441.5571,2392488.3114,23130363.0215,0.0,17869743.232,4790533.5394,4708974.5176,127074616.6123,1580070.6283,11167921.4643,0.0,5383098.7007,2131254.1763,1.0,supplier_lead_time_node,supplier_lead_time_node::SDC-VD0914690A,Lead time fournisseur SDC-VD0914690A,supplier_lead_time,ok
supplier_lead_time_node_SDC-VD0914690A_1_2,etudecas\simulation\sensibility\reference_baseline_real_demand_target_calibrated_2026_03_30_threshold\cases\supplier_lead_time_node_SDC-VD0914690A_1_2\input_case.json,etudecas\simulation\sensibility\reference_baseline_real_demand_target_calibrated_2026_03_30_threshold\cases\supplier_lead_time_node_SDC-VD0914690A_1_2\simulation_output,20027513.8225,0.149063,0.085179,0.172726,0.401378,0.191653,627099.7334,19146497.9254,0.881734,5302452.7143,0.0,126353927.4211,27858295.8005,5302452.7143,104659914.8413,41318000.0,103020304.3557,0.0,35076.3627,0.0,0.0,0.0,0.0,0.0,4152651.4637,11864718.4676,2372943.6935,23046432.9435,0.0,17859006.8048,4811862.857,4675352.9808,127136662.4102,0.0,11181714.4759,0.0,5339123.3104,1895449.088,1.2,supplier_lead_time_node,supplier_lead_time_node::SDC-VD0914690A,Lead time fournisseur SDC-VD0914690A,supplier_lead_time,ok
supplier_lead_time_node_SDC-VD0914690A_1_5,etudecas\simulation\sensibility\reference_baseline_real_demand_target_calibrated_2026_03_30_threshold\cases\supplier_lead_time_node_SDC-VD0914690A_1_5\input_case.json,etudecas\simulation\sensibility\reference_baseline_real_demand_target_calibrated_2026_03_30_threshold\cases\supplier_lead_time_node_SDC-VD0914690A_1_5\simulation_output,19041956.6064,0.14906,0.085177,0.172729,0.401385,0.191649,627099.7334,18285770.6538,0.881734,5302452.7143,0.0,126127818.9853,27857860.1842,5302452.7143,104659914.8413,41318000.0,103020304.3557,0.0,35076.3627,0.0,0.0,0.0,0.0,0.0,4152498.998,11864282.8513,2372856.5703,23045997.3272,0.0,17859006.8048,4811862.857,4675352.9808,127136662.4102,0.0,11181714.4759,0.0,5338927.2831,1895449.088,1.5,supplier_lead_time_node,supplier_lead_time_node::SDC-VD0914690A,Lead time fournisseur SDC-VD0914690A,supplier_lead_time,ok
supplier_reliability_node_SDC-VD0914690A_0_85,etudecas\simulation\sensibility\reference_baseline_real_demand_target_calibrated_2026_03_30_threshold\cases\supplier_reliability_node_SDC-VD0914690A_0_85\input_case.json,etudecas\simulation\sensibility\reference_baseline_real_demand_target_calibrated_2026_03_30_threshold\cases\supplier_reliability_node_SDC-VD0914690A_0_85\simulation_output,19139032.738,0.150287,0.085878,0.1715,0.399109,0.193226,559150.0258,18018969.8545,0.894549,5302452.7143,0.0,125775722.664,28023505.2476,5302452.7143,119161696.4861,41318000.0,117221899.5748,0.0,35076.3627,0.0,0.0,0.0,0.0,0.0,4211570.4311,12033058.3746,2406611.6749,23217486.6647,0.0,17863455.2036,4806018.583,4743302.6884,127182867.1768,0.0,11184428.2901,14475441.7239,5414876.2686,2043735.2283,0.85,supplier_reliability_node,supplier_reliability_node::SDC-VD0914690A,Fiabilite fournisseur SDC-VD0914690A,supplier_reliability,ok
supplier_reliability_node_SDC-VD0914690A_0_9,etudecas\simulation\sensibility\reference_baseline_real_demand_target_calibrated_2026_03_30_threshold\cases\supplier_reliability_node_SDC-VD0914690A_0_9\input_case.json,etudecas\simulation\sensibility\reference_baseline_real_demand_target_calibrated_2026_03_30_threshold\cases\supplier_reliability_node_SDC-VD0914690A_0_9\simulation_output,19397871.6985,0.148765,0.085009,0.172518,0.402439,0.191269,595488.092,18164869.6492,0.887696,5302452.7143,0.0,126481746.0841,27736962.0994,5302452.7143,113757479.5594,27658226.4841,111934092.0435,0.0,35076.3627,0.0,0.0,0.0,0.0,0.0,4126285.8195,11789388.0557,2357877.6111,22951830.5144,0.0,17859997.9644,4785131.585,4706964.6223,127014756.796,1580070.6283,11162442.4587,9112381.1818,5305224.6251,2167257.2503,0.9,supplier_reliability_node,supplier_reliability_node::SDC-VD0914690A,Fiabilite fournisseur SDC-VD0914690A,supplier_reliability,ok
supplier_reliability_node_SDC-VD0914690A_0_95,etudecas\simulation\sensibility\reference_baseline_real_demand_target_calibrated_2026_03_30_threshold\cases\supplier_reliability_node_SDC-VD0914690A_0_95\input_case.json,etudecas\simulation\sensibility\reference_baseline_real_demand_target_calibrated_2026_03_30_threshold\cases\supplier_reliability_node_SDC-VD0914690A_0_95\simulation_output,19681012.5601,0.149865,0.085637,0.171583,0.400232,0.192683,555711.4088,19366963.0664,0.895197,5302452.7143,0.0,126799287.1157,27864433.2529,5302452.7143,108808944.4918,27816033.5274,107159767.2382,0.0,35076.3627,0.0,0.0,0.0,0.0,0.0,4175900.0866,11931143.1046,2386228.6209,23083376.1842,0.0,17838918.0985,4781057.0686,4746741.3055,126869782.3344,1572714.4968,11152233.0796,4310926.9242,5369014.3971,2165355.2558,0.95,supplier_reliability_node,supplier_reliability_node::SDC-VD0914690A,Fiabilite fournisseur SDC-VD0914690A,supplier_reliability,ok
supplier_reliability_node_SDC-VD0914690A_1_0,etudecas\simulation\sensibility\reference_baseline_real_demand_target_calibrated_2026_03_30_threshold\cases\supplier_reliability_node_SDC-VD0914690A_1_0\input_case.json,etudecas\simulation\sensibility\reference_baseline_real_demand_target_calibrated_2026_03_30_threshold\cases\supplier_reliability_node_SDC-VD0914690A_1_0\simulation_output,19766465.3509,0.149954,0.085688,0.171575,0.399984,0.192798,593478.1966,18941957.7433,0.888075,5302452.7143,0.0,125812449.8774,27920896.5609,5302452.7143,104693283.3055,28206355.8413,103072199.171,0.0,35076.3627,0.0,0.0,0.0,0.0,0.0,4186854.545,11962441.5571,2392488.3114,23130363.0215,0.0,17869743.232,4790533.5394,4708974.5176,127074616.6123,1580070.6283,11167921.4643,0.0,5383098.7007,2131254.1763,1.0,supplier_reliability_node,supplier_reliability_node::SDC-VD0914690A,Fiabilite fournisseur SDC-VD0914690A,supplier_reliability,ok
supplier_stock_node_SDC-1450_0_6,etudecas\simulation\sensibility\reference_baseline_real_demand_target_calibrated_2026_03_30_threshold\cases\supplier_stock_node_SDC-1450_0_6\input_case.json,etudecas\simulation\sensibility\reference_baseline_real_demand_target_calibrated_2026_03_30_threshold\cases\supplier_stock_node_SDC-1450_0_6\simulation_output,19766458.4034,0.149954,0.085688,0.171575,0.399985,0.192798,593478.1966,18941957.7433,0.888075,5302452.7143,0.0,125812511.3561,27920879.7131,5302452.7143,104693283.3055,28206355.8413,103072199.171,0.0,35148.3627,0.0,0.0,0.0,0.0,0.0,4186848.6483,11962424.7093,2392484.9419,23130346.1736,0.0,17869743.232,4790533.5394,4708974.5176,127074616.6123,1580070.6283,11167921.4643,0.0,5383091.1192,2131254.1763,0.6,supplier_stock_node,supplier_stock_node::SDC-1450,Stock fournisseur SDC-1450,supplier_buffer,ok
supplier_stock_node_SDC-1450_0_8,etudecas\simulation\sensibility\reference_baseline_real_demand_target_calibrated_2026_03_30_threshold\cases\supplier_stock_node_SDC-1450_0_8\input_case.json,etudecas\simulation\sensibility\reference_baseline_real_demand_target_calibrated_2026_03_30_threshold\cases\supplier_stock_node_SDC-1450_0_8\simulation_output,19766461.8647,0.149954,0.085688,0.171575,0.399984,0.192798,593478.1966,18941957.7433,0.888075,5302452.7143,0.0,125812480.7578,27920888.1069,5302452.7143,104693283.3055,28206355.8413,103072199.171,0.0,35112.3627,0.0,0.0,0.0,0.0,0.0,4186851.5861,11962433.1031,2392486.6206,23130354.5675,0.0,17869743.232,4790533.5394,4708974.5176,127074616.6123,1580070.6283,11167921.4643,0.0,5383094.8964,2131254.1763,0.8,supplier_stock_node,supplier_stock_node::SDC-1450,Stock fournisseur SDC-1450,supplier_buffer,ok
supplier_stock_node_SDC-1450_1_0,etudecas\simulation\sensibility\reference_baseline_real_demand_target_calibrated_2026_03_30_threshold\cases\supplier_stock_node_SDC-1450_1_0\input_case.json,etudecas\simulation\sensibility\reference_baseline_real_demand_target_calibrated_2026_03_30_threshold\cases\supplier_stock_node_SDC-1450_1_0\simulation_output,19766465.3509,0.149954,0.085688,0.171575,0.399984,0.192798,593478.1966,18941957.7433,0.888075,5302452.7143,0.0,125812449.8774,27920896.5609,5302452.7143,104693283.3055,28206355.8413,103072199.171,0.0,35076.3627,0.0,0.0,0.0,0.0,0.0,4186854.545,11962441.5571,2392488.3114,23130363.0215,0.0,17869743.232,4790533.5394,4708974.5176,127074616.6123,1580070.6283,11167921.4643,0.0,5383098.7007,2131254.1763,1.0,supplier_stock_node,supplier_stock_node::SDC-1450,Stock fournisseur SDC-1450,supplier_buffer,ok
supplier_stock_node_SDC-1450_1_2,etudecas\simulation\sensibility\reference_baseline_real_demand_target_calibrated_2026_03_30_threshold\cases\supplier_stock_node_SDC-1450_1_2\input_case.json,etudecas\simulation\sensibility\reference_baseline_real_demand_target_calibrated_2026_03_30_threshold\cases\supplier_stock_node_SDC-1450_1_2\simulation_output,19766468.844,0.149954,0.085688,0.171575,0.399984,0.192798,593478.1966,18941957.7433,0.888075,5302452.7143,0.0,125812418.9186,27920905.0316,5302452.7143,104693283.3055,28206355.8413,103072199.171,0.0,35040.3627,0.0,0.0,0.0,0.0,0.0,4186857.5098,11962450.0279,2392490.0056,23130371.4922,0.0,17869743.232,4790533.5394,4708974.5176,127074616.6123,1580070.6283,11167921.4643,0.0,5383102.5125,2131254.1763,1.2,supplier_stock_node,supplier_stock_node::SDC-1450,Stock fournisseur SDC-1450,supplier_buffer,ok
supplier_stock_node_SDC-1450_1_4,etudecas\simulation\sensibility\reference_baseline_real_demand_target_calibrated_2026_03_30_threshold\cases\supplier_stock_node_SDC-1450_1_4\input_case.json,etudecas\simulation\sensibility\reference_baseline_real_demand_target_calibrated_2026_03_30_threshold\cases\supplier_stock_node_SDC-1450_1_4\simulation_output,19766472.3371,0.149954,0.085688,0.171575,0.399984,0.192798,593478.1966,18941957.7433,0.888075,5302452.7143,0.0,125812387.9598,27920913.5024,5302452.7143,104693283.3055,28206355.8413,103072199.171,0.0,35004.3627,0.0,0.0,0.0,0.0,0.0,4186860.4745,11962458.4986,2392491.6997,23130379.9629,0.0,17869743.232,4790533.5394,4708974.5176,127074616.6123,1580070.6283,11167921.4643,0.0,5383106.3244,2131254.1763,1.4,supplier_stock_node,supplier_stock_node::SDC-1450,Stock fournisseur SDC-1450,supplier_buffer,ok
supplier_capacity_node_SDC-1450_0_6,etudecas\simulation\sensibility\reference_baseline_real_demand_target_calibrated_2026_03_30_threshold\cases\supplier_capacity_node_SDC-1450_0_6\input_case.json,etudecas\simulation\sensibility\reference_baseline_real_demand_target_calibrated_2026_03_30_threshold\cases\supplier_capacity_node_SDC-1450_0_6\simulation_output,19738053.2489,0.149604,0.085488,0.171439,0.40112,0.192348,584963.0755,19117284.5118,0.889681,5302452.7143,0.0,126118489.68,27803112.5082,5302452.7143,104527503.2499,22031273.9217,102912690.0048,0.0,35076.3627,0.0,0.0,0.0,0.0,0.0,4159463.2892,11884180.8262,2376836.1652,23036575.6119,0.0,17855609.1782,4766536.8963,4717489.6388,126929973.5034,2155804.9406,11152394.7856,0.0,5347881.3718,2326693.4736,0.6,supplier_capacity_node,supplier_capacity_node::SDC-1450,Debit fournisseur SDC-1450,supplier_capacity,ok
supplier_capacity_node_SDC-1450_0_8,etudecas\simulation\sensibility\reference_baseline_real_demand_target_calibrated_2026_03_30_threshold\cases\supplier_capacity_node_SDC-1450_0_8\input_case.json,etudecas\simulation\sensibility\reference_baseline_real_demand_target_calibrated_2026_03_30_threshold\cases\supplier_capacity_node_SDC-1450_0_8\simulation_output,19617261.323,0.149219,0.085268,0.172354,0.401306,0.191853,602536.0747,19330618.9119,0.886367,5302452.7143,0.0,126636919.4791,27820922.0429,5302452.7143,104648945.295,28228434.2227,103078654.2164,0.0,35076.3627,0.0,0.0,0.0,0.0,0.0,4151409.1288,11861168.9395,2372233.7879,23025885.095,0.0,17866260.9684,4795036.9479,4699916.6396,127045266.1974,1580070.6283,11164716.1555,0.0,5337526.0228,2051426.7386,0.8,supplier_capacity_node,supplier_capacity_node::SDC-1450,Debit fournisseur SDC-1450,supplier_capacity,ok
supplier_capacity_node_SDC-1450_1_0,etudecas\simulation\sensibility\reference_baseline_real_demand_target_calibrated_2026_03_30_threshold\cases\supplier_capacity_node_SDC-1450_1_0\input_case.json,etudecas\simulation\sensibility\reference_baseline_real_demand_target_calibrated_2026_03_30_threshold\cases\supplier_capacity_node_SDC-1450_1_0\simulation_output,19766465.3509,0.149954,0.085688,0.171575,0.399984,0.192798,593478.1966,18941957.7433,0.888075,5302452.7143,0.0,125812449.8774,27920896.5609,5302452.7143,104693283.3055,28206355.8413,103072199.171,0.0,35076.3627,0.0,0.0,0.0,0.0,0.0,4186854.545,11962441.5571,2392488.3114,23130363.0215,0.0,17869743.232,4790533.5394,4708974.5176,127074616.6123,1580070.6283,11167921.4643,0.0,5383098.7007,2131254.1763,1.0,supplier_capacity_node,supplier_capacity_node::SDC-1450,Debit fournisseur SDC-1450,supplier_capacity,ok
supplier_capacity_node_SDC-1450_1_2,etudecas\simulation\sensibility\reference_baseline_real_demand_target_calibrated_2026_03_30_threshold\cases\supplier_capacity_node_SDC-1450_1_2\input_case.json,etudecas\simulation\sensibility\reference_baseline_real_demand_target_calibrated_2026_03_30_threshold\cases\supplier_capacity_node_SDC-1450_1_2\simulation_output,20527346.8342,0.154765,0.088437,0.169135,0.38868,0.198983,670112.2582,18009714.7294,0.873622,5302452.7143,0.0,115511535.9515,27153612.1897,5302452.7143,98945195.7683,41318000.0,94271561.759,0.0,35076.3627,0.0,0.0,0.0,0.0,0.0,4202426.4146,12006932.6132,2401386.5226,22560996.2898,0.0,16828839.6919,4592615.8999,4632340.4561,120626408.7103,0.0,10554063.6766,0.0,5403119.6759,2132891.8215,1.2,supplier_capacity_node,supplier_capacity_node::SDC-1450,Debit fournisseur SDC-1450,supplier_capacity,ok
supplier_capacity_node_SDC-1450_1_4,etudecas\simulation\sensibility\reference_baseline_real_demand_target_calibrated_2026_03_30_threshold\cases\supplier_capacity_node_SDC-1450_1_4\input_case.json,etudecas\simulation\sensibility\reference_baseline_real_demand_target_calibrated_2026_03_30_threshold\cases\supplier_capacity_node_SDC-1450_1_4\simulation_output,19764793.4337,0.150028,0.085731,0.171767,0.399581,0.192894,597684.9084,18571241.611,0.887281,5302452.7143,0.0,125963607.1638,27992881.4351,5302452.7143,104706314.4687,41168735.0919,103032370.4062,0.0,35076.3627,0.0,0.0,0.0,0.0,0.0,4199728.7139,11999224.897,2399844.9794,23184638.9357,0.0,17868209.0437,4808242.4994,4704767.8059,127196047.1848,147693.6312,11185414.0388,0.0,5399651.2036,2017723.3091,1.4,supplier_capacity_node,supplier_capacity_node::SDC-1450,Debit fournisseur SDC-1450,supplier_capacity,ok
supplier_lead_time_node_SDC-1450_0_7,etudecas\simulation\sensibility\reference_baseline_real_demand_target_calibrated_2026_03_30_threshold\cases\supplier_lead_time_node_SDC-1450_0_7\input_case.json,etudecas\simulation\sensibility\reference_baseline_real_demand_target_calibrated_2026_03_30_threshold\cases\supplier_lead_time_node_SDC-1450_0_7\simulation_output,19544649.9333,0.14769,0.084394,0.173537,0.404492,0.189887,579569.5086,18155486.3324,0.890698,5302452.7143,0.0,125319754.0792,27616343.1293,5302452.7143,104695959.76,28266576.5379,103091747.2187,0.0,35076.3627,0.0,0.0,0.0,0.0,0.0,4078650.2443,11653286.4122,2330657.2824,22823883.5259,0.0,17872032.9035,4792459.6033,4722883.2057,127109987.5113,1580070.6283,11170597.1138,0.0,5243978.8855,2119412.1118,0.7,supplier_lead_time_node,supplier_lead_time_node::SDC-1450,Lead time fournisseur SDC-1450,supplier_lead_time,ok
supplier_lead_time_node_SDC-1450_0_85,etudecas\simulation\sensibility\reference_baseline_real_demand_target_calibrated_2026_03_30_threshold\cases\supplier_lead_time_node_SDC-1450_0_85\input_case.json,etudecas\simulation\sensibility\reference_baseline_real_demand_target_calibrated_2026_03_30_threshold\cases\supplier_lead_time_node_SDC-1450_0_85\simulation_output,19863537.3116,0.148011,0.084578,0.17322,0.403891,0.1903,572238.1118,18506876.5024,0.89208,5302452.7143,0.0,125401270.9388,27635245.565,5302452.7143,104602617.9218,27659445.8235,102998405.3805,0.0,35076.3627,0.0,0.0,0.0,0.0,0.0,4090326.1251,11686646.0717,2337329.2143,22848277.4998,0.0,17855791.8189,4786968.0652,4730214.6024,126993301.6862,1580070.6283,11161631.4281,0.0,5258990.7323,2145867.2067,0.85,supplier_lead_time_node,supplier_lead_time_node::SDC-1450,Lead time fournisseur SDC-1450,supplier_lead_time,ok
supplier_lead_time_node_SDC-1450_1_0,etudecas\simulation\sensibility\reference_baseline_real_demand_target_calibrated_2026_03_30_threshold\cases\supplier_lead_time_node_SDC-1450_1_0\input_case.json,etudecas\simulation\sensibility\reference_baseline_real_demand_target_calibrated_2026_03_30_threshold\cases\supplier_lead_time_node_SDC-1450_1_0\simulation_output,19766465.3509,0.149954,0.085688,0.171575,0.399984,0.192798,593478.1966,18941957.7433,0.888075,5302452.7143,0.0,125812449.8774,27920896.5609,5302452.7143,104693283.3055,28206355.8413,103072199.171,0.0,35076.3627,0.0,0.0,0.0,0.0,0.0,4186854.545,11962441.5571,2392488.3114,23130363.0215,0.0,17869743.232,4790533.5394,4708974.5176,127074616.6123,1580070.6283,11167921.4643,0.0,5383098.7007,2131254.1763,1.0,supplier_lead_time_node,supplier_lead_time_node::SDC-1450,Lead time fournisseur SDC-1450,supplier_lead_time,ok
supplier_lead_time_node_SDC-1450_1_2,etudecas\simulation\sensibility\reference_baseline_real_demand_target_calibrated_2026_03_30_threshold\cases\supplier_lead_time_node_SDC-1450_1_2\input_case.json,etudecas\simulation\sensibility\reference_baseline_real_demand_target_calibrated_2026_03_30_threshold\cases\supplier_lead_time_node_SDC-1450_1_2\simulation_output,19725264.7414,0.149306,0.085317,0.172182,0.401231,0.191964,579319.8603,18577429.4889,0.890745,5302452.7143,0.0,125099139.2859,27802967.9702,5302452.7143,104581150.1968,27937070.7667,102986923.4019,0.0,35076.3627,0.0,0.0,0.0,0.0,0.0,4151139.0117,11860397.1763,2372079.4353,23015806.3385,0.0,17853026.3367,4787161.6317,4723132.854,126949373.1856,1580070.6283,11155409.1622,0.0,5337178.7293,2155820.1166,1.2,supplier_lead_time_node,supplier_lead_time_node::SDC-1450,Lead time fournisseur SDC-1450,supplier_lead_time,ok
