scope,owner_id,owner_type,panel_block,tab_label,asset_kind,classification,figure_kind,series_count,point_count,title,why
node,SDC-VD0914320A,supplier_dc,incoming,,figure,step_variable,line_multi,1,1825,SDC-VD0914320A - stock fournisseur par item - 055703,serie issue de production_supplier_stocks_daily.csv (1825 lignes)
node,SDC-VD0914320A,supplier_dc,outgoing,,figure,sparse_pulses,line_multi,1,1787,SDC-VD0914320A - expeditions journalieres par item - 055703,serie issue de production_supplier_shipments_daily.csv par src_node_id (6 lignes)
node,SDC-VD0914320A,supplier_dc,third,,figure,sparse_pulses,line_multi,1,1825,SDC-VD0914320A - utilisation capacite par item - 055703,serie issue de production_supplier_capacity_daily.csv (1825 lignes) ou carnet MRP html
node,SDC-VD0914320A,supplier_dc,fourth,Reappro amont,figure,constant,line_multi,2,12,SDC-VD0914320A - reappro amont,"serie MRP/reappro construite depuis model_panel et mrp_orders_daily.csv (0 lignes node_id, 6 src, 0 dst)"
node,SDC-VD0914320A,supplier_dc,fourth,Carnet,html,text,,0,0,,serie issue de production_supplier_capacity_daily.csv (1825 lignes) ou carnet MRP html
node,SDC-VD0914320A,supplier_dc,fourth,Risque,figure,variable,line_multi,4,7300,SDC-VD0914320A - trace MRP explicite,"serie MRP/reappro construite depuis model_panel et mrp_orders_daily.csv (0 lignes node_id, 6 src, 0 dst)"
node,SDC-VD0914320A,supplier_dc,fourth,MRP detaille,figure,quasi_constant,line_multi,3,5475,SDC-VD0914320A - releases / receipts / target,"serie MRP/reappro construite depuis model_panel et mrp_orders_daily.csv (0 lignes node_id, 6 src, 0 dst)"
node,SDC-VD0964290A,supplier_dc,incoming,,figure,step_variable,line_multi,1,1825,SDC-VD0964290A - stock fournisseur par item - 055703,serie issue de production_supplier_stocks_daily.csv (1825 lignes)
node,SDC-VD0964290A,supplier_dc,outgoing,,figure,constant,line_multi,1,1,SDC-VD0964290A - expeditions journalieres par item - 055703,serie issue de production_supplier_shipments_daily.csv par src_node_id (1 lignes)
node,SDC-VD0964290A,supplier_dc,third,,figure,sparse_pulses,line_multi,1,1825,SDC-VD0964290A - utilisation capacite par item - 055703,serie issue de production_supplier_capacity_daily.csv (1825 lignes) ou carnet MRP html
node,SDC-VD0964290A,supplier_dc,fourth,Reappro amont,figure,constant,line_multi,2,2,SDC-VD0964290A - reappro amont,"serie MRP/reappro construite depuis model_panel et mrp_orders_daily.csv (0 lignes node_id, 1 src, 0 dst)"
node,SDC-VD0964290A,supplier_dc,fourth,Carnet,html,text,,0,0,,serie issue de production_supplier_capacity_daily.csv (1825 lignes) ou carnet MRP html
node,SDC-VD0964290A,supplier_dc,fourth,Risque,figure,variable,line_multi,4,7300,SDC-VD0964290A - trace MRP explicite,"serie MRP/reappro construite depuis model_panel et mrp_orders_daily.csv (0 lignes node_id, 1 src, 0 dst)"
node,SDC-VD0964290A,supplier_dc,fourth,MRP detaille,figure,quasi_constant,line_multi,3,5475,SDC-VD0964290A - releases / receipts / target,"serie MRP/reappro construite depuis model_panel et mrp_orders_daily.csv (0 lignes node_id, 1 src, 0 dst)"
node,SDC-VD0505677A,supplier_dc,incoming,,figure,step_variable,line_multi,1,1825,SDC-VD0505677A - stock fournisseur par item - 099439,serie issue de production_supplier_stocks_daily.csv (1825 lignes)
node,SDC-VD0505677A,supplier_dc,outgoing,,figure,sparse_pulses,line_multi,1,1703,SDC-VD0505677A - expeditions journalieres par item - 099439,serie issue de production_supplier_shipments_daily.csv par src_node_id (9 lignes)
node,SDC-VD0505677A,supplier_dc,third,,figure,sparse_pulses,line_multi,1,1825,SDC-VD0505677A - utilisation capacite par item - 099439,serie issue de production_supplier_capacity_daily.csv (1825 lignes) ou carnet MRP html
node,SDC-VD0505677A,supplier_dc,fourth,Reappro amont,figure,constant,line_multi,2,18,SDC-VD0505677A - reappro amont,"serie MRP/reappro construite depuis model_panel et mrp_orders_daily.csv (0 lignes node_id, 9 src, 0 dst)"
node,SDC-VD0505677A,supplier_dc,fourth,Carnet,html,text,,0,0,,serie issue de production_supplier_capacity_daily.csv (1825 lignes) ou carnet MRP html
node,SDC-VD0505677A,supplier_dc,fourth,Risque,figure,variable,line_multi,4,7300,SDC-VD0505677A - trace MRP explicite,"serie MRP/reappro construite depuis model_panel et mrp_orders_daily.csv (0 lignes node_id, 9 src, 0 dst)"
node,SDC-VD0505677A,supplier_dc,fourth,MRP detaille,figure,quasi_constant,line_multi,3,5475,SDC-VD0505677A - releases / receipts / target,"serie MRP/reappro construite depuis model_panel et mrp_orders_daily.csv (0 lignes node_id, 9 src, 0 dst)"
node,SDC-VD0901566A,supplier_dc,incoming,,figure,step_variable,line_multi,1,1825,SDC-VD0901566A - stock fournisseur par item - 338928,serie issue de production_supplier_stocks_daily.csv (1825 lignes)
node,SDC-VD0901566A,supplier_dc,outgoing,,figure,step_variable,line_multi,1,1823,SDC-VD0901566A - expeditions journalieres par item - 338928,serie issue de production_supplier_shipments_daily.csv par src_node_id (694 lignes)
node,SDC-VD0901566A,supplier_dc,third,,figure,step_variable,line_multi,1,1825,SDC-VD0901566A - utilisation capacite par item - 338928,serie issue de production_supplier_capacity_daily.csv (1825 lignes) ou carnet MRP html
node,SDC-VD0901566A,supplier_dc,fourth,Reappro amont,figure,variable,line_multi,2,1810,SDC-VD0901566A - reappro amont,"serie MRP/reappro construite depuis model_panel et mrp_orders_daily.csv (356 lignes node_id, 694 src, 356 dst)"
node,SDC-VD0901566A,supplier_dc,fourth,Carnet,html,text,,0,0,,serie issue de production_supplier_capacity_daily.csv (1825 lignes) ou carnet MRP html
node,SDC-VD0901566A,supplier_dc,fourth,Risque,figure,variable,line_multi,4,7300,SDC-VD0901566A - trace MRP explicite,"serie MRP/reappro construite depuis model_panel et mrp_orders_daily.csv (356 lignes node_id, 694 src, 356 dst)"
node,SDC-VD0901566A,supplier_dc,fourth,MRP detaille,figure,variable,line_multi,3,5475,SDC-VD0901566A - releases / receipts / target,"serie MRP/reappro construite depuis model_panel et mrp_orders_daily.csv (356 lignes node_id, 694 src, 356 dst)"
node,SDC-VD0914360C,supplier_dc,incoming,,figure,step_variable,line_multi,1,1825,SDC-VD0914360C - stock fournisseur par item - 338929,serie issue de production_supplier_stocks_daily.csv (1825 lignes)
node,SDC-VD0914360C,supplier_dc,outgoing,,figure,step_variable,line_multi,1,1824,SDC-VD0914360C - expeditions journalieres par item - 338929,serie issue de production_supplier_shipments_daily.csv par src_node_id (1177 lignes)
node,SDC-VD0914360C,supplier_dc,third,,figure,step_variable,line_multi,1,1825,SDC-VD0914360C - utilisation capacite par item - 338929,serie issue de production_supplier_capacity_daily.csv (1825 lignes) ou carnet MRP html
node,SDC-VD0914360C,supplier_dc,fourth,Reappro amont,figure,variable,line_multi,2,2354,SDC-VD0914360C - reappro amont,"serie MRP/reappro construite depuis model_panel et mrp_orders_daily.csv (0 lignes node_id, 1177 src, 0 dst)"
node,SDC-VD0914360C,supplier_dc,fourth,Carnet,html,text,,0,0,,serie issue de production_supplier_capacity_daily.csv (1825 lignes) ou carnet MRP html
node,SDC-VD0914360C,supplier_dc,fourth,Risque,figure,variable,line_multi,4,7300,SDC-VD0914360C - trace MRP explicite,"serie MRP/reappro construite depuis model_panel et mrp_orders_daily.csv (0 lignes node_id, 1177 src, 0 dst)"
node,SDC-VD0914360C,supplier_dc,fourth,MRP detaille,figure,quasi_constant,line_multi,3,5475,SDC-VD0914360C - releases / receipts / target,"serie MRP/reappro construite depuis model_panel et mrp_orders_daily.csv (0 lignes node_id, 1177 src, 0 dst)"
node,SDC-VD0989480A,supplier_dc,incoming,,figure,step_variable,line_multi,1,1825,SDC-VD0989480A - stock fournisseur par item - 426331,serie issue de production_supplier_stocks_daily.csv (1825 lignes)
node,SDC-VD0989480A,supplier_dc,outgoing,,figure,sparse_pulses,line_multi,1,1764,SDC-VD0989480A - expeditions journalieres par item - 426331,serie issue de production_supplier_shipments_daily.csv par src_node_id (11 lignes)
node,SDC-VD0989480A,supplier_dc,third,,figure,sparse_pulses,line_multi,1,1825,SDC-VD0989480A - utilisation capacite par item - 426331,serie issue de production_supplier_capacity_daily.csv (1825 lignes) ou carnet MRP html
node,SDC-VD0989480A,supplier_dc,fourth,Reappro amont,figure,constant,line_multi,2,22,SDC-VD0989480A - reappro amont,"serie MRP/reappro construite depuis model_panel et mrp_orders_daily.csv (0 lignes node_id, 11 src, 0 dst)"
node,SDC-VD0989480A,supplier_dc,fourth,Carnet,html,text,,0,0,,serie issue de production_supplier_capacity_daily.csv (1825 lignes) ou carnet MRP html
node,SDC-VD0989480A,supplier_dc,fourth,Risque,figure,variable,line_multi,4,7300,SDC-VD0989480A - trace MRP explicite,"serie MRP/reappro construite depuis model_panel et mrp_orders_daily.csv (0 lignes node_id, 11 src, 0 dst)"
node,SDC-VD0989480A,supplier_dc,fourth,MRP detaille,figure,quasi_constant,line_multi,3,5475,SDC-VD0989480A - releases / receipts / target,"serie MRP/reappro construite depuis model_panel et mrp_orders_daily.csv (0 lignes node_id, 11 src, 0 dst)"
node,C-XXXXX,customer,incoming,,figure,variable,line_multi,3,5475,C-XXXXX - demande dans le temps,serie issue de production_demand_service_daily.csv (3650 lignes)
node,C-XXXXX,customer,outgoing,,figure,variable,line_multi,2,3650,C-XXXXX - servi et backlog dans le temps,serie issue du service client / backlog (3650 lignes)
node,C-XXXXX,customer,third,,figure,all_zero,bar,0,2,C-XXXXX - demande du dernier jour par produit,bloc synthese HTML construit depuis les KPI client
node,C-XXXXX,customer,fourth,Reappro amont,figure,variable,line_multi,2,2608,C-XXXXX - reappro amont,"serie MRP/reappro construite depuis model_panel et mrp_orders_daily.csv (1923 lignes node_id, 0 src, 1923 dst)"
node,C-XXXXX,customer,fourth,Carnet,html,text,,0,0,,bloc synthese HTML construit depuis les KPI client
node,C-XXXXX,customer,fourth,Risque,figure,variable,line_multi,4,7300,C-XXXXX - trace MRP explicite,"serie MRP/reappro construite depuis model_panel et mrp_orders_daily.csv (1923 lignes node_id, 0 src, 1923 dst)"
node,C-XXXXX,customer,fourth,MRP detaille,figure,variable,line_multi,3,5475,C-XXXXX - releases / receipts / target,"serie MRP/reappro construite depuis model_panel et mrp_orders_daily.csv (1923 lignes node_id, 0 src, 1923 dst)"
node,SDC-1450,supplier_dc,incoming,,figure,step_variable,line_multi,3,5475,SDC-1450 - stock fournisseur par item,serie issue de production_supplier_stocks_daily.csv (5475 lignes)
node,SDC-1450,supplier_dc,outgoing,,figure,step_variable,line_multi,2,3633,SDC-1450 - expeditions journalieres par item,serie issue de production_supplier_shipments_daily.csv par src_node_id (1323 lignes)
node,SDC-1450,supplier_dc,third,,figure,step_variable,line_multi,2,3650,SDC-1450 - utilisation capacite par item,serie issue de production_supplier_capacity_daily.csv (3650 lignes) ou carnet MRP html
node,SDC-1450,supplier_dc,fourth,Reappro amont,figure,variable,line_multi,2,2398,SDC-1450 - reappro amont,"serie MRP/reappro construite depuis model_panel et mrp_orders_daily.csv (0 lignes node_id, 1323 src, 0 dst)"
node,SDC-1450,supplier_dc,fourth,Carnet,html,text,,0,0,,serie issue de production_supplier_capacity_daily.csv (3650 lignes) ou carnet MRP html
node,SDC-1450,supplier_dc,fourth,Risque,figure,variable,line_multi,4,7300,SDC-1450 - trace MRP explicite,"serie MRP/reappro construite depuis model_panel et mrp_orders_daily.csv (0 lignes node_id, 1323 src, 0 dst)"
node,SDC-1450,supplier_dc,fourth,MRP detaille,figure,quasi_constant,line_multi,3,5475,SDC-1450 - releases / receipts / target,"serie MRP/reappro construite depuis model_panel et mrp_orders_daily.csv (0 lignes node_id, 1323 src, 0 dst)"
node,SDC-VD0949099A,supplier_dc,incoming,,figure,step_variable,line_multi,1,1825,SDC-VD0949099A - stock fournisseur par item - 021081,serie issue de production_supplier_stocks_daily.csv (1825 lignes)
node,SDC-VD0949099A,supplier_dc,outgoing,,none,,,0,0,,serie issue de production_supplier_shipments_daily.csv par src_node_id (0 lignes)
node,SDC-VD0949099A,supplier_dc,third,,figure,all_zero,line_multi,1,1825,SDC-VD0949099A - utilisation capacite par item - 021081,serie issue de production_supplier_capacity_daily.csv (1825 lignes) ou carnet MRP html
node,SDC-VD0949099A,supplier_dc,fourth,Reappro amont,none,,,0,0,,"serie MRP/reappro construite depuis model_panel et mrp_orders_daily.csv (0 lignes node_id, 0 src, 0 dst)"
node,SDC-VD0949099A,supplier_dc,fourth,Carnet,html,text_empty,,0,0,html vide ou message d'absence,serie issue de production_supplier_capacity_daily.csv (1825 lignes) ou carnet MRP html
node,SDC-VD0949099A,supplier_dc,fourth,Risque,figure,variable,line_multi,4,7300,SDC-VD0949099A - trace MRP explicite,"serie MRP/reappro construite depuis model_panel et mrp_orders_daily.csv (0 lignes node_id, 0 src, 0 dst)"
node,SDC-VD0949099A,supplier_dc,fourth,MRP detaille,figure,quasi_constant,line_multi,3,5475,SDC-VD0949099A - releases / receipts / target,"serie MRP/reappro construite depuis model_panel et mrp_orders_daily.csv (0 lignes node_id, 0 src, 0 dst)"
node,SDC-VD0960508A,supplier_dc,incoming,,figure,step_variable,line_multi,1,1825,SDC-VD0960508A - stock fournisseur par item - 021081,serie issue de production_supplier_stocks_daily.csv (1825 lignes)
node,SDC-VD0960508A,supplier_dc,outgoing,,none,,,0,0,,serie issue de production_supplier_shipments_daily.csv par src_node_id (0 lignes)
node,SDC-VD0960508A,supplier_dc,third,,figure,all_zero,line_multi,1,1825,SDC-VD0960508A - utilisation capacite par item - 021081,serie issue de production_supplier_capacity_daily.csv (1825 lignes) ou carnet MRP html
node,SDC-VD0960508A,supplier_dc,fourth,Reappro amont,none,,,0,0,,"serie MRP/reappro construite depuis model_panel et mrp_orders_daily.csv (0 lignes node_id, 0 src, 0 dst)"
node,SDC-VD0960508A,supplier_dc,fourth,Carnet,html,text_empty,,0,0,html vide ou message d'absence,serie issue de production_supplier_capacity_daily.csv (1825 lignes) ou carnet MRP html
node,SDC-VD0960508A,supplier_dc,fourth,Risque,figure,variable,line_multi,4,7300,SDC-VD0960508A - trace MRP explicite,"serie MRP/reappro construite depuis model_panel et mrp_orders_daily.csv (0 lignes node_id, 0 src, 0 dst)"
node,SDC-VD0960508A,supplier_dc,fourth,MRP detaille,figure,quasi_constant,line_multi,3,5475,SDC-VD0960508A - releases / receipts / target,"serie MRP/reappro construite depuis model_panel et mrp_orders_daily.csv (0 lignes node_id, 0 src, 0 dst)"
node,SDC-VD0972460A,supplier_dc,incoming,,figure,step_variable,line_multi,1,1825,SDC-VD0972460A - stock fournisseur par item - 021081,serie issue de production_supplier_stocks_daily.csv (1825 lignes)
node,SDC-VD0972460A,supplier_dc,outgoing,,none,,,0,0,,serie issue de production_supplier_shipments_daily.csv par src_node_id (0 lignes)
node,SDC-VD0972460A,supplier_dc,third,,figure,all_zero,line_multi,1,1825,SDC-VD0972460A - utilisation capacite par item - 021081,serie issue de production_supplier_capacity_daily.csv (1825 lignes) ou carnet MRP html
node,SDC-VD0972460A,supplier_dc,fourth,Reappro amont,none,,,0,0,,"serie MRP/reappro construite depuis model_panel et mrp_orders_daily.csv (0 lignes node_id, 0 src, 0 dst)"
node,SDC-VD0972460A,supplier_dc,fourth,Carnet,html,text_empty,,0,0,html vide ou message d'absence,serie issue de production_supplier_capacity_daily.csv (1825 lignes) ou carnet MRP html
node,SDC-VD0972460A,supplier_dc,fourth,Risque,figure,variable,line_multi,4,7300,SDC-VD0972460A - trace MRP explicite,"serie MRP/reappro construite depuis model_panel et mrp_orders_daily.csv (0 lignes node_id, 0 src, 0 dst)"
node,SDC-VD0972460A,supplier_dc,fourth,MRP detaille,figure,quasi_constant,line_multi,3,5475,SDC-VD0972460A - releases / receipts / target,"serie MRP/reappro construite depuis model_panel et mrp_orders_daily.csv (0 lignes node_id, 0 src, 0 dst)"
node,SDC-VD0975221A,supplier_dc,incoming,,figure,step_variable,line_multi,1,1825,SDC-VD0975221A - stock fournisseur par item - 021081,serie issue de production_supplier_stocks_daily.csv (1825 lignes)
node,SDC-VD0975221A,supplier_dc,outgoing,,none,,,0,0,,serie issue de production_supplier_shipments_daily.csv par src_node_id (0 lignes)
node,SDC-VD0975221A,supplier_dc,third,,figure,all_zero,line_multi,1,1825,SDC-VD0975221A - utilisation capacite par item - 021081,serie issue de production_supplier_capacity_daily.csv (1825 lignes) ou carnet MRP html
node,SDC-VD0975221A,supplier_dc,fourth,Reappro amont,none,,,0,0,,"serie MRP/reappro construite depuis model_panel et mrp_orders_daily.csv (0 lignes node_id, 0 src, 0 dst)"
node,SDC-VD0975221A,supplier_dc,fourth,Carnet,html,text_empty,,0,0,html vide ou message d'absence,serie issue de production_supplier_capacity_daily.csv (1825 lignes) ou carnet MRP html
node,SDC-VD0975221A,supplier_dc,fourth,Risque,figure,variable,line_multi,4,7300,SDC-VD0975221A - trace MRP explicite,"serie MRP/reappro construite depuis model_panel et mrp_orders_daily.csv (0 lignes node_id, 0 src, 0 dst)"
node,SDC-VD0975221A,supplier_dc,fourth,MRP detaille,figure,quasi_constant,line_multi,3,5475,SDC-VD0975221A - releases / receipts / target,"serie MRP/reappro construite depuis model_panel et mrp_orders_daily.csv (0 lignes node_id, 0 src, 0 dst)"
node,M-1450,factory,incoming,,none,,,0,0,,serie issue des stocks intrants / risques du site selon build_factory_hover_images + model_panel
node,M-1450,factory,outgoing,,none,,,0,0,,serie issue des sorties PF / details MRP du site
node,M-1450,factory,third,,none,,,0,0,,bloc HTML carnet MRP / synthese construit depuis mrp_orders_daily.csv (43 lignes node_id)
node,M-1450,factory,fourth,Reappro amont,figure,variable,line_multi,2,84,M-1450 - reappro amont,"serie MRP/reappro construite depuis model_panel et mrp_orders_daily.csv (43 lignes node_id, 72 src, 43 dst)"
node,M-1450,factory,fourth,Carnet,html,text,,0,0,,bloc HTML carnet MRP / synthese construit depuis mrp_orders_daily.csv (43 lignes node_id)
node,M-1450,factory,fourth,Risque,figure,variable,line_multi,4,7300,M-1450 - trace MRP explicite,"serie MRP/reappro construite depuis model_panel et mrp_orders_daily.csv (43 lignes node_id, 72 src, 43 dst)"
node,M-1450,factory,fourth,MRP detaille,figure,variable,line_multi,3,5475,M-1450 - releases / receipts / target,"serie MRP/reappro construite depuis model_panel et mrp_orders_daily.csv (43 lignes node_id, 72 src, 43 dst)"
node,SDC-VD0956464A,supplier_dc,incoming,,figure,step_variable,line_multi,1,1825,SDC-VD0956464A - stock fournisseur par item - 007923,serie issue de production_supplier_stocks_daily.csv (1825 lignes)
node,SDC-VD0956464A,supplier_dc,outgoing,,figure,step_piecewise,line_multi,1,1711,SDC-VD0956464A - expeditions journalieres par item - 007923,serie issue de production_supplier_shipments_daily.csv par src_node_id (1093 lignes)
node,SDC-VD0956464A,supplier_dc,third,,figure,step_piecewise,line_multi,1,1825,SDC-VD0956464A - utilisation capacite par item - 007923,serie issue de production_supplier_capacity_daily.csv (1825 lignes) ou carnet MRP html
node,SDC-VD0956464A,supplier_dc,fourth,Reappro amont,figure,quasi_constant,line_multi,2,2186,SDC-VD0956464A - reappro amont,"serie MRP/reappro construite depuis model_panel et mrp_orders_daily.csv (0 lignes node_id, 1093 src, 0 dst)"
node,SDC-VD0956464A,supplier_dc,fourth,Carnet,html,text,,0,0,,serie issue de production_supplier_capacity_daily.csv (1825 lignes) ou carnet MRP html
node,SDC-VD0956464A,supplier_dc,fourth,Risque,figure,variable,line_multi,4,7300,SDC-VD0956464A - trace MRP explicite,"serie MRP/reappro construite depuis model_panel et mrp_orders_daily.csv (0 lignes node_id, 1093 src, 0 dst)"
node,SDC-VD0956464A,supplier_dc,fourth,MRP detaille,figure,quasi_constant,line_multi,3,5475,SDC-VD0956464A - releases / receipts / target,"serie MRP/reappro construite depuis model_panel et mrp_orders_daily.csv (0 lignes node_id, 1093 src, 0 dst)"
edge,edge:SDC-VD0520132A_TO_M-1430_038005,edge,incoming,,figure,quasi_constant,line_multi,2,28,edge:SDC-VD0520132A_TO_M-1430_038005 - releases / receipts,figure edge derivee des ordres / quantites de la lane; shipment_rows=14
edge,edge:SDC-VD0520132A_TO_M-1430_038005,edge,outgoing,,figure,variable,line_multi,3,42,edge:SDC-VD0520132A_TO_M-1430_038005 - lead / lead cover / order_date IMT,figure edge derivee des lead times observes; planned=154.0j avg=132.21j
edge,edge:SDC-VD0520132A_TO_M-1430_038005,edge,third,,figure,constant,bar,0,1,edge:SDC-VD0520132A_TO_M-1430_038005 - statuts du carnet d'ordres,barres de statut / risque de lane; qty_constant_flag=False
edge,edge:SDC-VD0914690A_TO_M-1430_042342,edge,incoming,,figure,constant,line_multi,2,32,edge:SDC-VD0914690A_TO_M-1430_042342 - releases / receipts,figure edge derivee des ordres / quantites de la lane; shipment_rows=16
edge,edge:SDC-VD0914690A_TO_M-1430_042342,edge,outgoing,,figure,variable,line_multi,3,48,edge:SDC-VD0914690A_TO_M-1430_042342 - lead / lead cover / order_date IMT,figure edge derivee des lead times observes; planned=21.0j avg=17.38j
edge,edge:SDC-VD0914690A_TO_M-1430_042342,edge,third,,figure,constant,bar,0,1,edge:SDC-VD0914690A_TO_M-1430_042342 - statuts du carnet d'ordres,barres de statut / risque de lane; qty_constant_flag=True
edge,edge:SDC-VD0525412A_TO_M-1430_333362,edge,incoming,,figure,quasi_constant,line_multi,2,148,edge:SDC-VD0525412A_TO_M-1430_333362 - releases / receipts,figure edge derivee des ordres / quantites de la lane; shipment_rows=74
edge,edge:SDC-VD0525412A_TO_M-1430_333362,edge,outgoing,,figure,variable,line_multi,3,222,edge:SDC-VD0525412A_TO_M-1430_333362 - lead / lead cover / order_date IMT,figure edge derivee des lead times observes; planned=60.0j avg=62.16j
edge,edge:SDC-VD0525412A_TO_M-1430_333362,edge,third,,figure,bar_variable,bar,0,2,edge:SDC-VD0525412A_TO_M-1430_333362 - statuts du carnet d'ordres,barres de statut / risque de lane; qty_constant_flag=False
edge,edge:SDC-VD0993480A_TO_M-1430_344135,edge,incoming,,figure,quasi_constant,line_multi,2,134,edge:SDC-VD0993480A_TO_M-1430_344135 - releases / receipts,figure edge derivee des ordres / quantites de la lane; shipment_rows=67
edge,edge:SDC-VD0993480A_TO_M-1430_344135,edge,outgoing,,figure,variable,line_multi,3,201,edge:SDC-VD0993480A_TO_M-1430_344135 - lead / lead cover / order_date IMT,figure edge derivee des lead times observes; planned=35.0j avg=35.99j
edge,edge:SDC-VD0993480A_TO_M-1430_344135,edge,third,,figure,bar_variable,bar,0,2,edge:SDC-VD0993480A_TO_M-1430_344135 - statuts du carnet d'ordres,barres de statut / risque de lane; qty_constant_flag=False
edge,edge:SDC-VD0520115A_TO_M-1430_708073,edge,incoming,,figure,quasi_constant,line_multi,2,4,edge:SDC-VD0520115A_TO_M-1430_708073 - releases / receipts,figure edge derivee des ordres / quantites de la lane; shipment_rows=2
edge,edge:SDC-VD0520115A_TO_M-1430_708073,edge,outgoing,,figure,variable,line_multi,3,6,edge:SDC-VD0520115A_TO_M-1430_708073 - lead / lead cover / order_date IMT,figure edge derivee des lead times observes; planned=28.0j avg=22.5j
edge,edge:SDC-VD0520115A_TO_M-1430_708073,edge,third,,figure,constant,bar,0,1,edge:SDC-VD0520115A_TO_M-1430_708073 - statuts du carnet d'ordres,barres de statut / risque de lane; qty_constant_flag=False
edge,edge:SDC-VD0508918A_TO_M-1430_730384,edge,incoming,,figure,constant,line_multi,2,12,edge:SDC-VD0508918A_TO_M-1430_730384 - releases / receipts,figure edge derivee des ordres / quantites de la lane; shipment_rows=6
edge,edge:SDC-VD0508918A_TO_M-1430_730384,edge,outgoing,,figure,variable,line_multi,3,18,edge:SDC-VD0508918A_TO_M-1430_730384 - lead / lead cover / order_date IMT,figure edge derivee des lead times observes; planned=56.0j avg=48.33j
edge,edge:SDC-VD0508918A_TO_M-1430_730384,edge,third,,figure,constant,bar,0,1,edge:SDC-VD0508918A_TO_M-1430_730384 - statuts du carnet d'ordres,barres de statut / risque de lane; qty_constant_flag=True
edge,edge:SDC-VD1095770A_TO_M-1430_734545,edge,incoming,,figure,quasi_constant,line_multi,2,22,edge:SDC-VD1095770A_TO_M-1430_734545 - releases / receipts,figure edge derivee des ordres / quantites de la lane; shipment_rows=11
edge,edge:SDC-VD1095770A_TO_M-1430_734545,edge,outgoing,,figure,variable,line_multi,3,33,edge:SDC-VD1095770A_TO_M-1430_734545 - lead / lead cover / order_date IMT,figure edge derivee des lead times observes; planned=21.0j avg=15.27j
edge,edge:SDC-VD1095770A_TO_M-1430_734545,edge,third,,figure,constant,bar,0,1,edge:SDC-VD1095770A_TO_M-1430_734545 - statuts du carnet d'ordres,barres de statut / risque de lane; qty_constant_flag=False
edge,edge:SDC-1450_TO_M-1430_773474,edge,incoming,,figure,variable,line_multi,2,222,edge:SDC-1450_TO_M-1430_773474 - releases / receipts,figure edge derivee des ordres / quantites de la lane; shipment_rows=146
edge,edge:SDC-1450_TO_M-1430_773474,edge,outgoing,,figure,variable,line_multi,3,333,edge:SDC-1450_TO_M-1430_773474 - lead / lead cover / order_date IMT,figure edge derivee des lead times observes; planned=10.0j avg=9.38j
edge,edge:SDC-1450_TO_M-1430_773474,edge,third,,figure,constant,bar,0,1,edge:SDC-1450_TO_M-1430_773474 - statuts du carnet d'ordres,barres de statut / risque de lane; qty_constant_flag=False
edge,edge:SDC-VD0951020A_TO_M-1810_001757,edge,incoming,,figure,constant,line_multi,2,558,edge:SDC-VD0951020A_TO_M-1810_001757 - releases / receipts,figure edge derivee des ordres / quantites de la lane; shipment_rows=279
edge,edge:SDC-VD0951020A_TO_M-1810_001757,edge,outgoing,,figure,variable,line_multi,3,837,edge:SDC-VD0951020A_TO_M-1810_001757 - lead / lead cover / order_date IMT,figure edge derivee des lead times observes; planned=84.0j avg=80.63j
edge,edge:SDC-VD0951020A_TO_M-1810_001757,edge,third,,figure,bar_variable,bar,0,2,edge:SDC-VD0951020A_TO_M-1810_001757 - statuts du carnet d'ordres,barres de statut / risque de lane; qty_constant_flag=True
edge,edge:SDC-VD0519670A_TO_M-1810_001848,edge,incoming,,figure,quasi_constant,line_multi,2,12,edge:SDC-VD0519670A_TO_M-1810_001848 - releases / receipts,figure edge derivee des ordres / quantites de la lane; shipment_rows=6
edge,edge:SDC-VD0519670A_TO_M-1810_001848,edge,outgoing,,figure,variable,line_multi,3,18,edge:SDC-VD0519670A_TO_M-1810_001848 - lead / lead cover / order_date IMT,figure edge derivee des lead times observes; planned=21.0j avg=28.67j
edge,edge:SDC-VD0519670A_TO_M-1810_001848,edge,third,,figure,constant,bar,0,1,edge:SDC-VD0519670A_TO_M-1810_001848 - statuts du carnet d'ordres,barres de statut / risque de lane; qty_constant_flag=False
edge,edge:SDC-VD0951020A_TO_M-1810_001848,edge,incoming,,figure,constant,line_multi,2,2,edge:SDC-VD0951020A_TO_M-1810_001848 - releases / receipts,figure edge derivee des ordres / quantites de la lane; shipment_rows=1
edge,edge:SDC-VD0951020A_TO_M-1810_001848,edge,outgoing,,figure,quasi_constant,line_multi,3,3,edge:SDC-VD0951020A_TO_M-1810_001848 - lead / lead cover / order_date IMT,figure edge derivee des lead times observes; planned=56.0j avg=96.0j
edge,edge:SDC-VD0951020A_TO_M-1810_001848,edge,third,,figure,constant,bar,0,1,edge:SDC-VD0951020A_TO_M-1810_001848 - statuts du carnet d'ordres,barres de statut / risque de lane; qty_constant_flag=True
edge,edge:SDC-VD0518684A_TO_M-1810_001893,edge,incoming,,figure,constant,line_multi,2,2,edge:SDC-VD0518684A_TO_M-1810_001893 - releases / receipts,figure edge derivee des ordres / quantites de la lane; shipment_rows=2
edge,edge:SDC-VD0518684A_TO_M-1810_001893,edge,outgoing,,figure,quasi_constant,line_multi,3,3,edge:SDC-VD0518684A_TO_M-1810_001893 - lead / lead cover / order_date IMT,figure edge derivee des lead times observes; planned=56.0j avg=84.0j
