output_dir,case_dir,size_bytes,size_mb,file_count,keep,sim_days,fill_rate,ending_backlog,total_cost,total_produced,lot_count,archive_destination,action
etudecas\simulation\sensibility\result_reference_baseline_real_demand_target_calibrated_2026_03_30\cases\capacity_M-1810_low\simulation_output,etudecas\simulation\sensibility\result_reference_baseline_real_demand_target_calibrated_2026_03_30\cases\capacity_M-1810_low,3010781,2.871,9,False,365,0.419372,3078753.1944,24442917.4485,15356474.3345,,,deleted
etudecas\simulation\sensibility\result_reference_baseline_real_demand_target_calibrated_2026_03_30\cases\capacity_SDC-1450_high\simulation_output,etudecas\simulation\sensibility\result_reference_baseline_real_demand_target_calibrated_2026_03_30\cases\capacity_SDC-1450_high,3109954,2.966,9,False,365,0.888075,593478.1966,36290015.1034,17869743.232,,,deleted
etudecas\simulation\sensibility\result_reference_baseline_real_demand_target_calibrated_2026_03_30\cases\capacity_SDC-1450_low\simulation_output,etudecas\simulation\sensibility\result_reference_baseline_real_demand_target_calibrated_2026_03_30\cases\capacity_SDC-1450_low,3104996,2.961,9,False,365,0.88684,600027.5006,19541938.5722,17838569.1085,,,deleted
etudecas\simulation\sensibility\result_reference_baseline_real_demand_target_calibrated_2026_03_30\cases\demand_item_268091_high\simulation_output,etudecas\simulation\sensibility\result_reference_baseline_real_demand_target_calibrated_2026_03_30\cases\demand_item_268091_high,3050936,2.91,9,False,365,0.656983,2804883.6098,28078648.0396,18470554.6431,,,deleted
etudecas\simulation\sensibility\result_reference_baseline_real_demand_target_calibrated_2026_03_30\cases\demand_item_268091_low\simulation_output,etudecas\simulation\sensibility\result_reference_baseline_real_demand_target_calibrated_2026_03_30\cases\demand_item_268091_low,3088623,2.946,9,False,365,0.832642,406313.631,25534741.3512,14741304.0507,,,deleted
etudecas\simulation\sensibility\result_reference_baseline_real_demand_target_calibrated_2026_03_30\cases\demand_item_268967_high\simulation_output,etudecas\simulation\sensibility\result_reference_baseline_real_demand_target_calibrated_2026_03_30\cases\demand_item_268967_high,3077760,2.935,9,False,365,0.741898,1721477.8051,29957404.2211,20460704.9154,,,deleted
etudecas\simulation\sensibility\result_reference_baseline_real_demand_target_calibrated_2026_03_30\cases\demand_item_268967_low\simulation_output,etudecas\simulation\sensibility\result_reference_baseline_real_demand_target_calibrated_2026_03_30\cases\demand_item_268967_low,3107496,2.964,9,False,365,0.938789,240872.0607,18741406.4384,6987463.9779,,,deleted
etudecas\simulation\sensibility\result_reference_baseline_real_demand_target_calibrated_2026_03_30\cases\lead_time_scale_high\simulation_output,etudecas\simulation\sensibility\result_reference_baseline_real_demand_target_calibrated_2026_03_30\cases\lead_time_scale_high,3091672,2.948,9,False,365,0.873281,671923.3968,27020107.0977,17183522.7127,,,deleted
etudecas\simulation\sensibility\result_reference_baseline_real_demand_target_calibrated_2026_03_30\cases\lead_time_scale_low\simulation_output,etudecas\simulation\sensibility\result_reference_baseline_real_demand_target_calibrated_2026_03_30\cases\lead_time_scale_low,3110153,2.966,9,False,365,0.89057,580248.352,23040564.6199,17903227.2963,,,deleted
etudecas\simulation\sensibility\result_reference_baseline_real_demand_target_calibrated_2026_03_30\cases\production_stock_scale_high\simulation_output,etudecas\simulation\sensibility\result_reference_baseline_real_demand_target_calibrated_2026_03_30\cases\production_stock_scale_high,3109931,2.966,9,False,365,0.888075,593478.1966,27920930.4438,17869743.232,,,deleted
etudecas\simulation\sensibility\result_reference_baseline_real_demand_target_calibrated_2026_03_30\cases\production_stock_scale_low\simulation_output,etudecas\simulation\sensibility\result_reference_baseline_real_demand_target_calibrated_2026_03_30\cases\production_stock_scale_low,3109945,2.966,9,False,365,0.888075,593478.1966,27920862.9254,17869743.232,,,deleted
etudecas\simulation\sensibility\result_reference_baseline_real_demand_target_calibrated_2026_03_30\cases\safety_stock_days_scale_high\simulation_output,etudecas\simulation\sensibility\result_reference_baseline_real_demand_target_calibrated_2026_03_30\cases\safety_stock_days_scale_high,3108834,2.965,9,False,365,0.888982,588665.9108,27931503.7327,17888167.2175,,,deleted
etudecas\simulation\sensibility\result_reference_baseline_real_demand_target_calibrated_2026_03_30\cases\safety_stock_days_scale_low\simulation_output,etudecas\simulation\sensibility\result_reference_baseline_real_demand_target_calibrated_2026_03_30\cases\safety_stock_days_scale_low,3099688,2.956,9,False,365,0.883724,616545.7954,27611187.9891,17643146.9156,,,deleted
etudecas\simulation\sensibility\result_reference_baseline_real_demand_target_calibrated_2026_03_30\cases\supplier_capacity_node_SDC-1450_high\simulation_output,etudecas\simulation\sensibility\result_reference_baseline_real_demand_target_calibrated_2026_03_30\cases\supplier_capacity_node_SDC-1450_high,3103773,2.96,9,False,365,0.888486,591299.5737,27957961.3516,17852505.6586,,,deleted
etudecas\simulation\sensibility\result_reference_baseline_real_demand_target_calibrated_2026_03_30\cases\supplier_capacity_node_SDC-1450_low\simulation_output,etudecas\simulation\sensibility\result_reference_baseline_real_demand_target_calibrated_2026_03_30\cases\supplier_capacity_node_SDC-1450_low,2901919,2.767,9,False,365,0.53564,2462248.1308,25873774.8314,15992372.3521,,,deleted
etudecas\simulation\sensibility\result_reference_baseline_real_demand_target_calibrated_2026_03_30\cases\supplier_capacity_node_SDC-VD0500655A_high\simulation_output,etudecas\simulation\sensibility\result_reference_baseline_real_demand_target_calibrated_2026_03_30\cases\supplier_capacity_node_SDC-VD0500655A_high,3110462,2.966,9,False,365,0.889929,583644.6259,27913994.4986,17851581.4101,,,deleted
etudecas\simulation\sensibility\result_reference_baseline_real_demand_target_calibrated_2026_03_30\cases\supplier_capacity_node_SDC-VD0500655A_low\simulation_output,etudecas\simulation\sensibility\result_reference_baseline_real_demand_target_calibrated_2026_03_30\cases\supplier_capacity_node_SDC-VD0500655A_low,3106581,2.963,9,False,365,0.888806,589601.9803,27880100.2175,17865518.8723,,,deleted
etudecas\simulation\sensibility\result_reference_baseline_real_demand_target_calibrated_2026_03_30\cases\supplier_capacity_node_SDC-VD0505677A_high\simulation_output,etudecas\simulation\sensibility\result_reference_baseline_real_demand_target_calibrated_2026_03_30\cases\supplier_capacity_node_SDC-VD0505677A_high,3110071,2.966,9,False,365,0.888075,593478.1966,27920896.5609,17869743.232,,,deleted
etudecas\simulation\sensibility\result_reference_baseline_real_demand_target_calibrated_2026_03_30\cases\supplier_capacity_node_SDC-VD0505677A_low\simulation_output,etudecas\simulation\sensibility\result_reference_baseline_real_demand_target_calibrated_2026_03_30\cases\supplier_capacity_node_SDC-VD0505677A_low,3109311,2.965,9,False,365,0.888075,593478.1966,27920896.5609,17869743.232,,,deleted
etudecas\simulation\sensibility\result_reference_baseline_real_demand_target_calibrated_2026_03_30\cases\supplier_capacity_node_SDC-VD0508918A_high\simulation_output,etudecas\simulation\sensibility\result_reference_baseline_real_demand_target_calibrated_2026_03_30\cases\supplier_capacity_node_SDC-VD0508918A_high,3111711,2.968,9,False,365,0.892276,571201.7929,27839983.7613,17849291.9677,,,deleted
etudecas\simulation\sensibility\result_reference_baseline_real_demand_target_calibrated_2026_03_30\cases\supplier_capacity_node_SDC-VD0508918A_low\simulation_output,etudecas\simulation\sensibility\result_reference_baseline_real_demand_target_calibrated_2026_03_30\cases\supplier_capacity_node_SDC-VD0508918A_low,3087949,2.945,9,False,365,0.885988,604544.7294,27920393.016,17842443.938,,,deleted
etudecas\simulation\sensibility\result_reference_baseline_real_demand_target_calibrated_2026_03_30\cases\supplier_capacity_node_SDC-VD0514881A_high\simulation_output,etudecas\simulation\sensibility\result_reference_baseline_real_demand_target_calibrated_2026_03_30\cases\supplier_capacity_node_SDC-VD0514881A_high,3111153,2.967,9,False,365,0.888075,593478.1966,27920896.5609,17869743.232,,,deleted
etudecas\simulation\sensibility\result_reference_baseline_real_demand_target_calibrated_2026_03_30\cases\supplier_capacity_node_SDC-VD0514881A_low\simulation_output,etudecas\simulation\sensibility\result_reference_baseline_real_demand_target_calibrated_2026_03_30\cases\supplier_capacity_node_SDC-VD0514881A_low,3110411,2.966,9,False,365,0.888075,593478.1966,27920896.5609,17869743.232,,,deleted
etudecas\simulation\sensibility\result_reference_baseline_real_demand_target_calibrated_2026_03_30\cases\supplier_capacity_node_SDC-VD0518684A_high\simulation_output,etudecas\simulation\sensibility\result_reference_baseline_real_demand_target_calibrated_2026_03_30\cases\supplier_capacity_node_SDC-VD0518684A_high,3125401,2.981,9,False,365,0.889522,585801.8087,27750233.7264,17864890.1786,,,deleted
etudecas\simulation\sensibility\result_reference_baseline_real_demand_target_calibrated_2026_03_30\cases\supplier_capacity_node_SDC-VD0518684A_low\simulation_output,etudecas\simulation\sensibility\result_reference_baseline_real_demand_target_calibrated_2026_03_30\cases\supplier_capacity_node_SDC-VD0518684A_low,3081331,2.939,9,False,365,0.888362,591954.99,27832832.2053,17870148.7637,,,deleted
etudecas\simulation\sensibility\result_reference_baseline_real_demand_target_calibrated_2026_03_30\cases\supplier_capacity_node_SDC-VD0519670A_high\simulation_output,etudecas\simulation\sensibility\result_reference_baseline_real_demand_target_calibrated_2026_03_30\cases\supplier_capacity_node_SDC-VD0519670A_high,3107580,2.964,9,False,365,0.893756,563352.1544,27935922.891,17884435.174,,,deleted
etudecas\simulation\sensibility\result_reference_baseline_real_demand_target_calibrated_2026_03_30\cases\supplier_capacity_node_SDC-VD0519670A_low\simulation_output,etudecas\simulation\sensibility\result_reference_baseline_real_demand_target_calibrated_2026_03_30\cases\supplier_capacity_node_SDC-VD0519670A_low,3107517,2.964,9,False,365,0.886085,604029.697,28016510.2099,17857336.6413,,,deleted
etudecas\simulation\sensibility\result_reference_baseline_real_demand_target_calibrated_2026_03_30\cases\supplier_capacity_node_SDC-VD0520115A_high\simulation_output,etudecas\simulation\sensibility\result_reference_baseline_real_demand_target_calibrated_2026_03_30\cases\supplier_capacity_node_SDC-VD0520115A_high,3111211,2.967,9,False,365,0.888075,593478.1966,27920896.5609,17869743.232,,,deleted
etudecas\simulation\sensibility\result_reference_baseline_real_demand_target_calibrated_2026_03_30\cases\supplier_capacity_node_SDC-VD0520115A_low\simulation_output,etudecas\simulation\sensibility\result_reference_baseline_real_demand_target_calibrated_2026_03_30\cases\supplier_capacity_node_SDC-VD0520115A_low,3110477,2.966,9,False,365,0.888075,593478.1966,27920896.5609,17869743.232,,,deleted
etudecas\simulation\sensibility\result_reference_baseline_real_demand_target_calibrated_2026_03_30\cases\supplier_capacity_node_SDC-VD0520132A_high\simulation_output,etudecas\simulation\sensibility\result_reference_baseline_real_demand_target_calibrated_2026_03_30\cases\supplier_capacity_node_SDC-VD0520132A_high,3111622,2.967,9,False,365,0.888075,593478.1966,27920896.5609,17869743.232,,,deleted
etudecas\simulation\sensibility\result_reference_baseline_real_demand_target_calibrated_2026_03_30\cases\supplier_capacity_node_SDC-VD0520132A_low\simulation_output,etudecas\simulation\sensibility\result_reference_baseline_real_demand_target_calibrated_2026_03_30\cases\supplier_capacity_node_SDC-VD0520132A_low,3097276,2.954,9,False,365,0.889828,584180.9953,27955073.7007,17861809.2194,,,deleted
etudecas\simulation\sensibility\result_reference_baseline_real_demand_target_calibrated_2026_03_30\cases\supplier_capacity_node_SDC-VD0525412A_high\simulation_output,etudecas\simulation\sensibility\result_reference_baseline_real_demand_target_calibrated_2026_03_30\cases\supplier_capacity_node_SDC-VD0525412A_high,3108492,2.964,9,False,365,0.895126,556089.1985,27815171.4959,17877800.4102,,,deleted
etudecas\simulation\sensibility\result_reference_baseline_real_demand_target_calibrated_2026_03_30\cases\supplier_capacity_node_SDC-VD0525412A_low\simulation_output,etudecas\simulation\sensibility\result_reference_baseline_real_demand_target_calibrated_2026_03_30\cases\supplier_capacity_node_SDC-VD0525412A_low,3085173,2.942,9,False,365,0.841737,839184.2041,25649650.8324,15167290.0589,,,deleted
etudecas\simulation\sensibility\result_reference_baseline_real_demand_target_calibrated_2026_03_30\cases\supplier_capacity_node_SDC-VD0901566A_high\simulation_output,etudecas\simulation\sensibility\result_reference_baseline_real_demand_target_calibrated_2026_03_30\cases\supplier_capacity_node_SDC-VD0901566A_high,3121283,2.977,9,False,365,0.88768,595569.134,27816077.7721,17858142.8443,,,deleted
etudecas\simulation\sensibility\result_reference_baseline_real_demand_target_calibrated_2026_03_30\cases\supplier_capacity_node_SDC-VD0901566A_low\simulation_output,etudecas\simulation\sensibility\result_reference_baseline_real_demand_target_calibrated_2026_03_30\cases\supplier_capacity_node_SDC-VD0901566A_low,2758374,2.631,9,False,365,0.394968,3208152.2071,25896998.2248,15209177.5585,,,deleted
etudecas\simulation\sensibility\result_reference_baseline_real_demand_target_calibrated_2026_03_30\cases\supplier_capacity_node_SDC-VD0910216A_high\simulation_output,etudecas\simulation\sensibility\result_reference_baseline_real_demand_target_calibrated_2026_03_30\cases\supplier_capacity_node_SDC-VD0910216A_high,3084508,2.942,9,False,365,0.881823,626629.5616,27760294.2532,17836680.6106,,,deleted
etudecas\simulation\sensibility\result_reference_baseline_real_demand_target_calibrated_2026_03_30\cases\supplier_capacity_node_SDC-VD0910216A_low\simulation_output,etudecas\simulation\sensibility\result_reference_baseline_real_demand_target_calibrated_2026_03_30\cases\supplier_capacity_node_SDC-VD0910216A_low,3119991,2.975,9,False,365,0.894628,558730.9014,27836317.1972,17866199.8703,,,deleted
etudecas\simulation\sensibility\result_reference_baseline_real_demand_target_calibrated_2026_03_30\cases\supplier_capacity_node_SDC-VD0914320A_high\simulation_output,etudecas\simulation\sensibility\result_reference_baseline_real_demand_target_calibrated_2026_03_30\cases\supplier_capacity_node_SDC-VD0914320A_high,3110909,2.967,9,False,365,0.888075,593478.1966,27920896.5609,17869743.232,,,deleted
etudecas\simulation\sensibility\result_reference_baseline_real_demand_target_calibrated_2026_03_30\cases\supplier_capacity_node_SDC-VD0914320A_low\simulation_output,etudecas\simulation\sensibility\result_reference_baseline_real_demand_target_calibrated_2026_03_30\cases\supplier_capacity_node_SDC-VD0914320A_low,3110728,2.967,9,False,365,0.888075,593478.1966,27920896.5609,17869743.232,,,deleted
etudecas\simulation\sensibility\result_reference_baseline_real_demand_target_calibrated_2026_03_30\cases\supplier_capacity_node_SDC-VD0914360C_high\simulation_output,etudecas\simulation\sensibility\result_reference_baseline_real_demand_target_calibrated_2026_03_30\cases\supplier_capacity_node_SDC-VD0914360C_high,3102111,2.958,9,False,365,0.892227,571459.3094,27616020.4712,17865961.4784,,,deleted
etudecas\simulation\sensibility\result_reference_baseline_real_demand_target_calibrated_2026_03_30\cases\supplier_capacity_node_SDC-VD0914360C_low\simulation_output,etudecas\simulation\sensibility\result_reference_baseline_real_demand_target_calibrated_2026_03_30\cases\supplier_capacity_node_SDC-VD0914360C_low,2863082,2.73,9,False,365,0.511205,2591813.7382,24983267.1007,14069274.8119,,,deleted
etudecas\simulation\sensibility\result_reference_baseline_real_demand_target_calibrated_2026_03_30\cases\supplier_capacity_node_SDC-VD0914690A_high\simulation_output,etudecas\simulation\sensibility\result_reference_baseline_real_demand_target_calibrated_2026_03_30\cases\supplier_capacity_node_SDC-VD0914690A_high,3103665,2.96,9,False,365,0.883249,619067.8518,27865522.8339,17855010.9443,,,deleted
etudecas\simulation\sensibility\result_reference_baseline_real_demand_target_calibrated_2026_03_30\cases\supplier_capacity_node_SDC-VD0914690A_low\simulation_output,etudecas\simulation\sensibility\result_reference_baseline_real_demand_target_calibrated_2026_03_30\cases\supplier_capacity_node_SDC-VD0914690A_low,3040117,2.899,9,False,365,0.767818,1231135.0927,22256464.0086,11127418.3426,,,deleted
etudecas\simulation\sensibility\result_reference_baseline_real_demand_target_calibrated_2026_03_30\cases\supplier_capacity_node_SDC-VD0949099A_high\simulation_output,etudecas\simulation\sensibility\result_reference_baseline_real_demand_target_calibrated_2026_03_30\cases\supplier_capacity_node_SDC-VD0949099A_high,3108846,2.965,9,False,365,0.884652,611625.2899,27938210.1199,17845065.7936,,,deleted
etudecas\simulation\sensibility\result_reference_baseline_real_demand_target_calibrated_2026_03_30\cases\supplier_capacity_node_SDC-VD0949099A_low\simulation_output,etudecas\simulation\sensibility\result_reference_baseline_real_demand_target_calibrated_2026_03_30\cases\supplier_capacity_node_SDC-VD0949099A_low,3112674,2.968,9,False,365,0.88868,590270.696,27847536.6174,17863895.4715,,,deleted
etudecas\simulation\sensibility\result_reference_baseline_real_demand_target_calibrated_2026_03_30\cases\supplier_capacity_node_SDC-VD0951020A_high\simulation_output,etudecas\simulation\sensibility\result_reference_baseline_real_demand_target_calibrated_2026_03_30\cases\supplier_capacity_node_SDC-VD0951020A_high,3096962,2.953,9,False,365,0.880118,635666.5026,27335044.263,17409701.3956,,,deleted
etudecas\simulation\sensibility\result_reference_baseline_real_demand_target_calibrated_2026_03_30\cases\supplier_capacity_node_SDC-VD0951020A_low\simulation_output,etudecas\simulation\sensibility\result_reference_baseline_real_demand_target_calibrated_2026_03_30\cases\supplier_capacity_node_SDC-VD0951020A_low,3091951,2.949,9,False,365,0.891094,577467.1254,27989549.1862,17855860.6845,,,deleted
etudecas\simulation\sensibility\result_reference_baseline_real_demand_target_calibrated_2026_03_30\cases\supplier_capacity_node_SDC-VD0960508A_high\simulation_output,etudecas\simulation\sensibility\result_reference_baseline_real_demand_target_calibrated_2026_03_30\cases\supplier_capacity_node_SDC-VD0960508A_high,3108875,2.965,9,False,365,0.884652,611625.2899,27883328.3171,17845065.7936,,,deleted
etudecas\simulation\sensibility\result_reference_baseline_real_demand_target_calibrated_2026_03_30\cases\supplier_capacity_node_SDC-VD0960508A_low\simulation_output,etudecas\simulation\sensibility\result_reference_baseline_real_demand_target_calibrated_2026_03_30\cases\supplier_capacity_node_SDC-VD0960508A_low,3112618,2.968,9,False,365,0.888106,593311.8649,27932734.5936,17863565.4204,,,deleted
etudecas\simulation\sensibility\result_reference_baseline_real_demand_target_calibrated_2026_03_30\cases\supplier_capacity_node_SDC-VD0964290A_high\simulation_output,etudecas\simulation\sensibility\result_reference_baseline_real_demand_target_calibrated_2026_03_30\cases\supplier_capacity_node_SDC-VD0964290A_high,3110970,2.967,9,False,365,0.888075,593478.1966,27920896.5609,17869743.232,,,deleted
etudecas\simulation\sensibility\result_reference_baseline_real_demand_target_calibrated_2026_03_30\cases\supplier_capacity_node_SDC-VD0964290A_low\simulation_output,etudecas\simulation\sensibility\result_reference_baseline_real_demand_target_calibrated_2026_03_30\cases\supplier_capacity_node_SDC-VD0964290A_low,3110574,2.966,9,False,365,0.888075,593478.1966,27920896.5609,17869743.232,,,deleted
etudecas\simulation\sensibility\result_reference_baseline_real_demand_target_calibrated_2026_03_30\cases\supplier_capacity_node_SDC-VD0972460A_high\simulation_output,etudecas\simulation\sensibility\result_reference_baseline_real_demand_target_calibrated_2026_03_30\cases\supplier_capacity_node_SDC-VD0972460A_high,3109559,2.966,9,False,365,0.885396,607683.6066,27671723.4875,17836973.0125,,,deleted
etudecas\simulation\sensibility\result_reference_baseline_real_demand_target_calibrated_2026_03_30\cases\supplier_capacity_node_SDC-VD0972460A_low\simulation_output,etudecas\simulation\sensibility\result_reference_baseline_real_demand_target_calibrated_2026_03_30\cases\supplier_capacity_node_SDC-VD0972460A_low,3108181,2.964,9,False,365,0.886028,604330.5526,27972280.1516,17842805.0658,,,deleted
etudecas\simulation\sensibility\result_reference_baseline_real_demand_target_calibrated_2026_03_30\cases\supplier_capacity_node_SDC-VD0975221A_high\simulation_output,etudecas\simulation\sensibility\result_reference_baseline_real_demand_target_calibrated_2026_03_30\cases\supplier_capacity_node_SDC-VD0975221A_high,3109562,2.966,9,False,365,0.885396,607683.6066,27697330.813,17836973.0125,,,deleted
etudecas\simulation\sensibility\result_reference_baseline_real_demand_target_calibrated_2026_03_30\cases\supplier_capacity_node_SDC-VD0975221A_low\simulation_output,etudecas\simulation\sensibility\result_reference_baseline_real_demand_target_calibrated_2026_03_30\cases\supplier_capacity_node_SDC-VD0975221A_low,3109389,2.965,9,False,365,0.887541,596310.8527,27903820.5557,17865678.3302,,,deleted
etudecas\simulation\sensibility\result_reference_baseline_real_demand_target_calibrated_2026_03_30\cases\supplier_capacity_node_SDC-VD0989480A_high\simulation_output,etudecas\simulation\sensibility\result_reference_baseline_real_demand_target_calibrated_2026_03_30\cases\supplier_capacity_node_SDC-VD0989480A_high,3111183,2.967,9,False,365,0.888075,593478.1966,27920896.5609,17869743.232,,,deleted
etudecas\simulation\sensibility\result_reference_baseline_real_demand_target_calibrated_2026_03_30\cases\supplier_capacity_node_SDC-VD0989480A_low\simulation_output,etudecas\simulation\sensibility\result_reference_baseline_real_demand_target_calibrated_2026_03_30\cases\supplier_capacity_node_SDC-VD0989480A_low,3108052,2.964,9,False,365,0.891249,576647.3336,27651481.3578,17872577.958,,,deleted
etudecas\simulation\sensibility\result_reference_baseline_real_demand_target_calibrated_2026_03_30\cases\supplier_capacity_node_SDC-VD0990780A_high\simulation_output,etudecas\simulation\sensibility\result_reference_baseline_real_demand_target_calibrated_2026_03_30\cases\supplier_capacity_node_SDC-VD0990780A_high,3112805,2.969,9,False,365,0.889141,587826.4362,27906997.3865,17844644.5603,,,deleted
etudecas\simulation\sensibility\result_reference_baseline_real_demand_target_calibrated_2026_03_30\cases\supplier_capacity_node_SDC-VD0990780A_low\simulation_output,etudecas\simulation\sensibility\result_reference_baseline_real_demand_target_calibrated_2026_03_30\cases\supplier_capacity_node_SDC-VD0990780A_low,3101027,2.957,9,False,365,0.891028,577819.8644,27679447.9324,17840615.1107,,,deleted
etudecas\simulation\sensibility\result_reference_baseline_real_demand_target_calibrated_2026_03_30\cases\supplier_capacity_node_SDC-VD0993480A_high\simulation_output,etudecas\simulation\sensibility\result_reference_baseline_real_demand_target_calibrated_2026_03_30\cases\supplier_capacity_node_SDC-VD0993480A_high,3104852,2.961,9,False,365,0.881747,627030.9183,27868947.9702,17866361.8657,,,deleted
etudecas\simulation\sensibility\result_reference_baseline_real_demand_target_calibrated_2026_03_30\cases\supplier_capacity_node_SDC-VD0993480A_low\simulation_output,etudecas\simulation\sensibility\result_reference_baseline_real_demand_target_calibrated_2026_03_30\cases\supplier_capacity_node_SDC-VD0993480A_low,3052984,2.912,9,False,365,0.786716,1130930.8008,23023133.111,11995841.7899,,,deleted
etudecas\simulation\sensibility\result_reference_baseline_real_demand_target_calibrated_2026_03_30\cases\supplier_capacity_node_SDC-VD1091642A_high\simulation_output,etudecas\simulation\sensibility\result_reference_baseline_real_demand_target_calibrated_2026_03_30\cases\supplier_capacity_node_SDC-VD1091642A_high,3098291,2.955,9,False,365,0.89029,581732.343,27938014.8251,17852867.2376,,,deleted
etudecas\simulation\sensibility\result_reference_baseline_real_demand_target_calibrated_2026_03_30\cases\supplier_capacity_node_SDC-VD1091642A_low\simulation_output,etudecas\simulation\sensibility\result_reference_baseline_real_demand_target_calibrated_2026_03_30\cases\supplier_capacity_node_SDC-VD1091642A_low,3096032,2.953,9,False,365,0.889834,584152.4556,27999508.9816,17844918.742,,,deleted
etudecas\simulation\sensibility\result_reference_baseline_real_demand_target_calibrated_2026_03_30\cases\supplier_capacity_node_SDC-VD1095770A_high\simulation_output,etudecas\simulation\sensibility\result_reference_baseline_real_demand_target_calibrated_2026_03_30\cases\supplier_capacity_node_SDC-VD1095770A_high,3111234,2.967,9,False,365,0.888075,593478.1966,27920896.5609,17869743.232,,,deleted
etudecas\simulation\sensibility\result_reference_baseline_real_demand_target_calibrated_2026_03_30\cases\supplier_capacity_node_SDC-VD1095770A_low\simulation_output,etudecas\simulation\sensibility\result_reference_baseline_real_demand_target_calibrated_2026_03_30\cases\supplier_capacity_node_SDC-VD1095770A_low,3110494,2.966,9,False,365,0.888075,593478.1966,27920896.5609,17869743.232,,,deleted
etudecas\simulation\sensibility\result_reference_baseline_real_demand_target_calibrated_2026_03_30\cases\supplier_capacity_node_SDC-VD1096202A_high\simulation_output,etudecas\simulation\sensibility\result_reference_baseline_real_demand_target_calibrated_2026_03_30\cases\supplier_capacity_node_SDC-VD1096202A_high,3111120,2.967,9,False,365,0.888075,593478.1966,27920896.5609,17869743.232,,,deleted
etudecas\simulation\sensibility\result_reference_baseline_real_demand_target_calibrated_2026_03_30\cases\supplier_capacity_node_SDC-VD1096202A_low\simulation_output,etudecas\simulation\sensibility\result_reference_baseline_real_demand_target_calibrated_2026_03_30\cases\supplier_capacity_node_SDC-VD1096202A_low,3110804,2.967,9,False,365,0.888075,593478.1966,27920896.5609,17869743.232,,,deleted
etudecas\simulation\sensibility\result_reference_baseline_real_demand_target_calibrated_2026_03_30\cases\supplier_capacity_scale_high\simulation_output,etudecas\simulation\sensibility\result_reference_baseline_real_demand_target_calibrated_2026_03_30\cases\supplier_capacity_scale_high,3128105,2.983,9,False,365,0.888394,591784.542,28008131.9348,17764250.3635,,,deleted
etudecas\simulation\sensibility\result_reference_baseline_real_demand_target_calibrated_2026_03_30\cases\supplier_capacity_scale_low\simulation_output,etudecas\simulation\sensibility\result_reference_baseline_real_demand_target_calibrated_2026_03_30\cases\supplier_capacity_scale_low,2729863,2.603,9,False,365,0.279615,3819805.2327,19920542.4566,8744005.7921,,,deleted
etudecas\simulation\sensibility\result_reference_baseline_real_demand_target_calibrated_2026_03_30\cases\supplier_lead_time_node_SDC-1450_high\simulation_output,etudecas\simulation\sensibility\result_reference_baseline_real_demand_target_calibrated_2026_03_30\cases\supplier_lead_time_node_SDC-1450_high,3113784,2.97,9,False,365,0.886776,600367.1919,27799829.8613,17830439.8951,,,deleted
etudecas\simulation\sensibility\result_reference_baseline_real_demand_target_calibrated_2026_03_30\cases\supplier_lead_time_node_SDC-1450_low\simulation_output,etudecas\simulation\sensibility\result_reference_baseline_real_demand_target_calibrated_2026_03_30\cases\supplier_lead_time_node_SDC-1450_low,3112931,2.969,9,False,365,0.884882,610408.9246,27475177.0538,17833539.1986,,,deleted
etudecas\simulation\sensibility\result_reference_baseline_real_demand_target_calibrated_2026_03_30\cases\supplier_lead_time_node_SDC-VD0500655A_high\simulation_output,etudecas\simulation\sensibility\result_reference_baseline_real_demand_target_calibrated_2026_03_30\cases\supplier_lead_time_node_SDC-VD0500655A_high,3109976,2.966,9,False,365,0.888075,593478.1966,27920893.1808,17869743.232,,,deleted
etudecas\simulation\sensibility\result_reference_baseline_real_demand_target_calibrated_2026_03_30\cases\supplier_lead_time_node_SDC-VD0500655A_low\simulation_output,etudecas\simulation\sensibility\result_reference_baseline_real_demand_target_calibrated_2026_03_30\cases\supplier_lead_time_node_SDC-VD0500655A_low,3117285,2.973,9,False,365,0.888901,589095.6497,27877520.4433,17872449.3412,,,deleted
etudecas\simulation\sensibility\result_reference_baseline_real_demand_target_calibrated_2026_03_30\cases\supplier_lead_time_node_SDC-VD0505677A_high\simulation_output,etudecas\simulation\sensibility\result_reference_baseline_real_demand_target_calibrated_2026_03_30\cases\supplier_lead_time_node_SDC-VD0505677A_high,3094428,2.951,9,False,365,0.888144,593109.2985,27789505.5916,17830355.3412,,,deleted
etudecas\simulation\sensibility\result_reference_baseline_real_demand_target_calibrated_2026_03_30\cases\supplier_lead_time_node_SDC-VD0505677A_low\simulation_output,etudecas\simulation\sensibility\result_reference_baseline_real_demand_target_calibrated_2026_03_30\cases\supplier_lead_time_node_SDC-VD0505677A_low,3109113,2.965,9,False,365,0.892136,571942.8582,27903352.7874,17881716.3026,,,deleted
etudecas\simulation\sensibility\result_reference_baseline_real_demand_target_calibrated_2026_03_30\cases\supplier_lead_time_node_SDC-VD0508918A_high\simulation_output,etudecas\simulation\sensibility\result_reference_baseline_real_demand_target_calibrated_2026_03_30\cases\supplier_lead_time_node_SDC-VD0508918A_high,3109113,2.965,9,False,365,0.89208,572238.1118,27617060.3218,17855791.8189,,,deleted
