role,supplier,family,path_count,switch_ready_topology,candidate_requires_validation,blocked_until_transport_fixed,blocked,components,status_examples,best_verdict,issue_codes
T1,JV Group,polymer_plastic,180,0,180,0,0,79:Ertalon | 80:Ertalon | 82:Ertalon | 83:Ertalon | 84:Ertalon | 85:Ertalon,alternate_requires_allocation_source,switch_possible_after_validation,inactive_alternate_requires_allocation=180
T1,KEMKO Aerospace,adhesive_composite,2,0,2,0,0,4:FILM DECOR AERFILM - Ep0.33 714g-m2,alternate,switch_possible_after_validation,inactive_alternate_requires_allocation=2;baseline_node_is_assumption=2
T1,L&P Aerospace,aluminium,240,0,240,0,0,1:A5086 - Aluminium | 29:A5086 - Aluminium | 30:A5086 - Aluminium | 31:A5086 - Aluminium | 34:A5086 - Aluminium | 35:A5086 - Aluminium | 36:A5086 - Aluminium | 37:A5086 - Aluminium | 38:A5086 - Aluminium | 39:A5086 - Aluminium | 40:A5086 - Aluminium | 41:A5086 - Aluminium | 42:A5086 - Aluminium | 43:A5086 - Aluminium | 44:A6060 - Aluminium | 69:A5086 - Aluminium,alternate,switch_possible_after_validation,inactive_alternate_requires_allocation=240;baseline_node_is_assumption=240;material_certificate_required=80
T1,L&P Aerospace,steel,382,0,382,0,0,122:acier | 15:acier | 45:acier | 46:acier | 47:acier | 48:acier | 49:acier | 52:acier | 53:acier | 56:acier | 57:acier | 58:acier | 59:acier | 60:acier | 61:acier | 62:acier | 63:acier | 64:acier | 65:acier | 72:acier,alternate,switch_possible_after_validation,inactive_alternate_requires_allocation=382;material_certificate_required=305
T1,MGA Villeneuve St Lot,aluminium,507,0,507,0,0,123:Alu | 167:A2024 - Aluminium | 17:A2017 - Aluminium | 18:A2017 - Aluminium | 19:A2017 - Aluminium | 1:A5086 - Aluminium | 20:A2017 - Aluminium | 21:A2017 - Aluminium | 22:A2017 - Aluminium | 23:A2017 - Aluminium | 24:A2017 - Aluminium | 25:A2024 - Aluminium | 26:A2024 - Aluminium | 27:A2024 - Aluminium | 28:A2024 - Aluminium | 29:A5086 - Aluminium | 30:A5086 - Aluminium | 31:A5086 - Aluminium | 34:A5086 - Aluminium | 35:A5086 - Aluminium | 36:A5086 - Aluminium | 37:A5086 - Aluminium | 38:A5086 - Aluminium | 39:A5086 - Aluminium | 40:A5086 - Aluminium | 41:A5086 - Aluminium | 42:A5086 - Aluminium | 43:A5086 - Aluminium | 54:A2017 - Aluminium | 55:A2024 - Aluminium,alternate_requires_allocation_source | baseline_primary_lca_exact_supplier,switch_possible_after_validation,inactive_alternate_requires_allocation=507;baseline_node_is_assumption=507;material_certificate_required=165;lca_mass_requires_review=24
T1,MGA Villeneuve St Lot,steel,631,0,631,0,0,"100:inox | 101:inox | 102:inox | 122:acier | 138:inox | 151:Z10CNT18 | 154:de: aluminium cast part machining glo: steel sheet stamping and bending | 155:de: aluminium cast part machining glo: steel sheet stamping and bending | 15:acier | 2:15CDV6 (chrome, molibdene, vanadium) | 33:4140 (acier) | 45:acier | 46:acier | 47:acier | 48:acier | 49:acier | 50:de: aluminium cast part machining + tth compris dans le steel tinplated | 51:35NC6 (nickel-chrome) | 52:acier | 53:acier | 56:acier | 57:acier | 58:acier | 59:acier | 60:acier | 61:acier | 62:acier | 63:acier | 64:acier | 65:acier",alternate | alternate_requires_allocation_source | baseline_primary | baseline_primary_lca_exact_supplier,switch_possible_after_validation,inactive_alternate_requires_allocation=631;material_certificate_required=507;baseline_node_is_assumption=249
T1,MGA Villeneuve St Lot,adhesive_composite,1,0,1,0,0,4:FILM DECOR AERFILM - Ep0.33 714g-m2,baseline_primary,switch_possible_after_validation,inactive_alternate_requires_allocation=1;baseline_node_is_assumption=1
T1,MGA Villeneuve St Lot,copper,3,0,3,0,0,5:alliage Cu,alternate,switch_possible_after_validation,inactive_alternate_requires_allocation=3;baseline_node_is_assumption=3
T1,MGA Villeneuve St Lot,textile_leather,438,0,438,0,0,111:nylon | 112:nylon | 113:nylon | 114:nylon | 115:nylon | 117:nylon | 118:nylon | 119:nylon | 11:tissu | 120:nylon | 131:tissu | 132:tissu | 133:tissu | 134:tissu | 135:tissu | 136:tissu | 139:nylon | 140:velcro | 141:velcro | 142:velcro | 143:velcro | 149:velcro | 6:cuir | 76:cuir | 77:cuir | 86:FRMC55 (C55 = % de carbone) et FMR = ? | 87:FRMC55 (C55 = % de carbone) et FMR = ? | 88:FRMC55 (C55 = % de carbone) et FMR = ? | 89:FRMC55 (C55 = % de carbone) et FMR = ? | 90:FRMC55 (C55 = % de carbone) et FMR = ?,alternate_requires_allocation_source | baseline_primary | baseline_primary_lca_exact_supplier,switch_possible_after_validation,inactive_alternate_requires_allocation=438;baseline_node_is_assumption=278;raw_material_source_missing=105;lca_mass_requires_review=90;lca_mass_low_confidence=21
T1,MGA Villeneuve St Lot,rubber_silicone,3,0,3,0,0,9:Silicone,baseline_primary_inferred_after_review,switch_possible_after_validation,inactive_alternate_requires_allocation=3;baseline_node_is_assumption=3
T1,MGA Villeneuve St Lot,polymer_plastic,683,0,683,0,0,103:kydex | 104:kydex | 105:kydex | 106:kydex | 107:kydex | 108:kydex | 109:kydex | 124:caoutchouc | 125:Polychloroprene | 79:Ertalon | 80:Ertalon | 82:Ertalon | 83:Ertalon | 84:Ertalon | 85:Ertalon,alternate | alternate_requires_allocation_source | baseline_primary,switch_possible_after_validation,inactive_alternate_requires_allocation=683;baseline_node_is_assumption=41
T1,MGR Foamtex Ltd,textile_leather,4,0,4,0,0,92:FRMC55 (C55 = % de carbone) et FMR = ? | 93:FRMC55 (C55 = % de carbone) et FMR = ?,baseline_primary_lca_exact_supplier,switch_possible_after_validation,inactive_alternate_requires_allocation=4;baseline_node_is_assumption=4
T1,Madelec Aero,electronics_cots,2,0,2,0,0,7:lightning,alternate,switch_possible_after_validation,inactive_alternate_requires_allocation=2;baseline_node_is_assumption=2
T1,SCHOTT Aviation,electronics_cots,2,0,2,0,0,7:lightning,alternate,switch_possible_after_validation,inactive_alternate_requires_allocation=2;baseline_node_is_assumption=2
T1,SUMPAR,aluminium,501,0,501,0,0,123:Alu | 167:A2024 - Aluminium | 17:A2017 - Aluminium | 18:A2017 - Aluminium | 19:A2017 - Aluminium | 1:A5086 - Aluminium | 20:A2017 - Aluminium | 21:A2017 - Aluminium | 22:A2017 - Aluminium | 23:A2017 - Aluminium | 24:A2017 - Aluminium | 25:A2024 - Aluminium | 26:A2024 - Aluminium | 27:A2024 - Aluminium | 28:A2024 - Aluminium | 29:A5086 - Aluminium | 30:A5086 - Aluminium | 31:A5086 - Aluminium | 34:A5086 - Aluminium | 35:A5086 - Aluminium | 36:A5086 - Aluminium | 37:A5086 - Aluminium | 38:A5086 - Aluminium | 39:A5086 - Aluminium | 40:A5086 - Aluminium | 41:A5086 - Aluminium | 42:A5086 - Aluminium | 43:A5086 - Aluminium | 54:A2017 - Aluminium | 55:A2024 - Aluminium,alternate_demoted_by_researched_correction | alternate_requires_allocation_source | baseline_primary | baseline_primary_lca_exact_supplier,switch_possible_after_validation,inactive_alternate_requires_allocation=501;baseline_node_is_assumption=501;material_certificate_required=160;lca_mass_requires_review=22
T1,SUMPAR,copper,2,0,2,0,0,5:alliage Cu,baseline_primary,switch_possible_after_validation,inactive_alternate_requires_allocation=2;baseline_node_is_assumption=2
T1,SUMPAR,steel,622,0,622,0,0,100:inox | 101:inox | 102:inox | 122:acier | 138:inox | 13:30NCD6 (nickel-chrome- molibdene) | 154:de: aluminium cast part machining glo: steel sheet stamping and bending | 155:de: aluminium cast part machining glo: steel sheet stamping and bending | 15:acier | 16:35NC6 (nickel-chrome) | 33:4140 (acier) | 45:acier | 46:acier | 47:acier | 48:acier | 49:acier | 50:de: aluminium cast part machining + tth compris dans le steel tinplated | 51:35NC6 (nickel-chrome) | 52:acier | 53:acier | 56:acier | 57:acier | 58:acier | 59:acier | 60:acier | 61:acier | 62:acier | 63:acier | 64:acier | 65:acier,alternate_requires_allocation_source | baseline_primary | baseline_primary_lca_exact_supplier,switch_possible_after_validation,inactive_alternate_requires_allocation=622;material_certificate_required=498;baseline_node_is_assumption=240
T1,SUMPAR,polymer_plastic,191,0,191,0,0,125:Polychloroprene | 79:Ertalon | 80:Ertalon | 82:Ertalon | 83:Ertalon | 84:Ertalon | 85:Ertalon,baseline_primary,switch_possible_after_validation,inactive_alternate_requires_allocation=191;baseline_node_is_assumption=8
T1,SUMPAR,textile_leather,160,0,160,0,0,111:nylon | 112:nylon | 113:nylon | 114:nylon | 115:nylon | 117:nylon | 118:nylon | 119:nylon | 120:nylon | 139:nylon,alternate_requires_allocation_source,switch_possible_after_validation,inactive_alternate_requires_allocation=160;lca_mass_requires_review=48
T1,Senior Aerospace Thailand,aluminium,523,0,523,0,0,123:Alu | 167:A2024 - Aluminium | 17:A2017 - Aluminium | 18:A2017 - Aluminium | 19:A2017 - Aluminium | 1:A5086 - Aluminium | 20:A2017 - Aluminium | 21:A2017 - Aluminium | 22:A2017 - Aluminium | 23:A2017 - Aluminium | 24:A2017 - Aluminium | 25:A2024 - Aluminium | 26:A2024 - Aluminium | 27:A2024 - Aluminium | 28:A2024 - Aluminium | 29:A5086 - Aluminium | 30:A5086 - Aluminium | 31:A5086 - Aluminium | 34:A5086 - Aluminium | 35:A5086 - Aluminium | 36:A5086 - Aluminium | 37:A5086 - Aluminium | 38:A5086 - Aluminium | 39:A5086 - Aluminium | 40:A5086 - Aluminium | 41:A5086 - Aluminium | 42:A5086 - Aluminium | 43:A5086 - Aluminium | 44:A6060 - Aluminium | 54:A2017 - Aluminium,alternate | alternate_requires_allocation_source | baseline_primary_lca_exact_supplier,switch_possible_after_validation,inactive_alternate_requires_allocation=523;baseline_node_is_assumption=523;material_certificate_required=170;lca_mass_requires_review=24
T1,Senior Aerospace Thailand,copper,3,0,3,0,0,5:alliage Cu,alternate,switch_possible_after_validation,inactive_alternate_requires_allocation=3;baseline_node_is_assumption=3
T1,Senior Aerospace Thailand,steel,591,0,591,0,0,100:inox | 101:inox | 102:inox | 122:acier | 138:inox | 154:de: aluminium cast part machining glo: steel sheet stamping and bending | 15:acier | 33:4140 (acier) | 45:acier | 46:acier | 47:acier | 48:acier | 49:acier | 50:de: aluminium cast part machining + tth compris dans le steel tinplated | 52:acier | 53:acier | 56:acier | 57:acier | 58:acier | 59:acier | 60:acier | 61:acier | 62:acier | 63:acier | 64:acier | 65:acier | 72:acier | 81:inox | 94:inox | 95:inox,alternate | alternate_requires_allocation_source | baseline_primary,switch_possible_after_validation,inactive_alternate_requires_allocation=591;material_certificate_required=481;baseline_node_is_assumption=209
T1,Senior Aerospace Thailand,polymer_plastic,23,0,23,0,0,97:GLO: moulage par injection plastique,baseline_primary,switch_possible_after_validation,inactive_alternate_requires_allocation=23
T1,Siemens,textile_leather,160,0,160,0,0,111:nylon | 112:nylon | 113:nylon | 114:nylon | 115:nylon | 117:nylon | 118:nylon | 119:nylon | 120:nylon | 139:nylon,alternate,switch_possible_after_validation,inactive_alternate_requires_allocation=160;lca_mass_requires_review=48
T1,TA Aerospace,steel,382,0,382,0,0,122:acier | 15:acier | 45:acier | 46:acier | 47:acier | 48:acier | 49:acier | 52:acier | 53:acier | 56:acier | 57:acier | 58:acier | 59:acier | 60:acier | 61:acier | 62:acier | 63:acier | 64:acier | 65:acier | 72:acier,alternate,switch_possible_after_validation,inactive_alternate_requires_allocation=382;material_certificate_required=305
T1,TA Aerospace,textile_leather,160,0,160,0,0,111:nylon | 112:nylon | 113:nylon | 114:nylon | 115:nylon | 117:nylon | 118:nylon | 119:nylon | 120:nylon | 139:nylon,alternate,switch_possible_after_validation,inactive_alternate_requires_allocation=160;lca_mass_requires_review=48
T1,TE Connectivity,general,23,0,23,0,0,71:cables FJKL1-3K1J01-01ATAB_BRACKETS-SET,baseline_primary_lca_or_program_supplier,switch_possible_after_validation,inactive_alternate_requires_allocation=23;baseline_node_is_assumption=23;material_certificate_required=16
T1,Thales,electronics_cots,21,0,21,0,0,"10:System IFE boitier ref FJKL1-3K1100-01ATAB | 121:Display, liquid crystal, 17 pouces | 126:powerbox | 153:Display, liquid crystal, 17 pouces | 73:Clavier | 74:Commande actionnement ECU | 78:Display, liquid crystal, 17 pouces | 7:lightning",alternate_requires_allocation_source | baseline_primary_assumed_program_supplier | baseline_primary_inferred_after_review,switch_possible_after_validation,inactive_alternate_requires_allocation=21;baseline_node_is_assumption=21;lca_mass_low_confidence=4;raw_material_source_missing=1
T1,Thales,general,26,0,26,0,0,130:télécommande | 71:cables FJKL1-3K1J01-01ATAB_BRACKETS-SET,alternate | baseline_primary_inferred_after_review,switch_possible_after_validation,inactive_alternate_requires_allocation=26;baseline_node_is_assumption=26;material_certificate_required=16;site_is_fallback_or_centroid=2
T2,3M,electronics_cots,1,0,1,0,0,10:System IFE boitier ref FJKL1-3K1100-01ATAB,baseline_primary_inferred_after_review,switch_possible_after_validation,inactive_alternate_requires_allocation=1;baseline_node_is_assumption=1
T2,Auberon Technologies,electronics_cots,4,0,4,0,0,"121:Display, liquid crystal, 17 pouces | 126:powerbox | 153:Display, liquid crystal, 17 pouces | 78:Display, liquid crystal, 17 pouces",alternate,switch_possible_after_validation,inactive_alternate_requires_allocation=4;baseline_node_is_assumption=4;lca_mass_low_confidence=1
T2,DuPont de Nemours,polymer_plastic,932,0,932,0,0,103:kydex | 104:kydex | 105:kydex | 106:kydex | 107:kydex | 108:kydex | 109:kydex | 110:NIDA - GLO (moulage par injection plastique) | 124:caoutchouc | 125:Polychloroprene | 159:Moulage plastique | 163:11% Moulage plastique | 172:Moulage plastique | 173:Moulage plastique | 3:Ertalon par moulage par injection plastique | 79:Ertalon | 80:Ertalon | 82:Ertalon | 83:Ertalon | 84:Ertalon | 85:Ertalon | 97:GLO: moulage par injection plastique,alternate,switch_possible_after_validation,inactive_alternate_requires_allocation=932;baseline_node_is_assumption=72;lca_mass_low_confidence=60;lca_mass_requires_review=4
T2,DuPont de Nemours,textile_leather,1492,0,1492,0,0,"111:nylon | 112:nylon | 113:nylon | 114:nylon | 115:nylon | 117:nylon | 118:nylon | 119:nylon | 11:tissu | 120:nylon | 12:FRMC55:EU28 polyuréthane flexible traité UL | 131:tissu | 132:tissu | 133:tissu | 134:tissu | 135:tissu | 136:tissu | 139:nylon | 140:velcro | 141:velcro | 142:velcro | 143:velcro | 149:velcro | 152:FRMC55:EU28 polyuréthane flexible traité UL | 158:Tissu, mousse, polyéthylène | 160:autre (silicium, cuirs synthétique) | 162:16 % Tissu, mousse, polyéthylène | 164:8% autre (silicium, cuirs synthétique) | 165:16 % Tissu, mousse | 168:Tissu, mousse, polyéthylène",alternate | baseline_primary,switch_possible_after_validation,inactive_alternate_requires_allocation=1492;lca_mass_low_confidence=483;baseline_node_is_assumption=350;lca_mass_requires_review=326;raw_material_source_missing=135
T2,DuPont de Nemours,electronics_cots,4,0,4,0,0,"121:Display, liquid crystal, 17 pouces | 126:powerbox | 153:Display, liquid crystal, 17 pouces | 78:Display, liquid crystal, 17 pouces",alternate,switch_possible_after_validation,inactive_alternate_requires_allocation=4;baseline_node_is_assumption=4;lca_mass_low_confidence=1
T2,DuPont de Nemours,adhesive_composite,2,0,2,0,0,128:Résine BR623 - composite,alternate,switch_possible_after_validation,inactive_alternate_requires_allocation=2;baseline_node_is_assumption=2
T2,DuPont de Nemours,general,1,0,1,0,0,130:télécommande,alternate,switch_possible_after_validation,inactive_alternate_requires_allocation=1;baseline_node_is_assumption=1;site_is_fallback_or_centroid=1
T2,ESPACE - internal machining/forming process,aluminium,2235,0,2235,0,0,1:A5086 - Aluminium | 29:A5086 - Aluminium | 30:A5086 - Aluminium | 31:A5086 - Aluminium | 34:A5086 - Aluminium | 35:A5086 - Aluminium | 36:A5086 - Aluminium | 37:A5086 - Aluminium | 38:A5086 - Aluminium | 39:A5086 - Aluminium | 40:A5086 - Aluminium | 41:A5086 - Aluminium | 42:A5086 - Aluminium | 43:A5086 - Aluminium | 69:A5086 - Aluminium,baseline_primary_assumed_internalized_process,switch_possible_after_validation,inactive_alternate_requires_allocation=2235;baseline_node_is_assumption=2235;material_certificate_required=750
T2,ETS Gattefin - internal machining/forming process,steel,2,0,2,0,0,16:35NC6 (nickel-chrome),baseline_primary_assumed_internalized_process,switch_possible_after_validation,inactive_alternate_requires_allocation=2;baseline_node_is_assumption=2;material_certificate_required=2
T2,ETS Gattefin - internal machining/forming process,aluminium,864,0,864,0,0,21:A2017 - Aluminium | 22:A2017 - Aluminium | 23:A2017 - Aluminium | 24:A2017 - Aluminium | 27:A2024 - Aluminium | 28:A2024 - Aluminium,baseline_primary_assumed_internalized_process,switch_possible_after_validation,inactive_alternate_requires_allocation=864;baseline_node_is_assumption=864;material_certificate_required=290
T2,Ensinger,polymer_plastic,910,0,910,0,0,103:kydex | 104:kydex | 105:kydex | 106:kydex | 107:kydex | 108:kydex | 109:kydex | 110:NIDA - GLO (moulage par injection plastique) | 124:caoutchouc | 125:Polychloroprene | 159:Moulage plastique | 163:11% Moulage plastique | 172:Moulage plastique | 173:Moulage plastique | 3:Ertalon par moulage par injection plastique | 79:Ertalon | 80:Ertalon | 82:Ertalon | 83:Ertalon | 84:Ertalon | 85:Ertalon | 97:GLO: moulage par injection plastique,baseline_primary,switch_possible_after_validation,inactive_alternate_requires_allocation=910;baseline_node_is_assumption=68;lca_mass_low_confidence=57;lca_mass_requires_review=3
T2,Ensinger,textile_leather,1168,0,1168,0,0,"111:nylon | 112:nylon | 113:nylon | 114:nylon | 115:nylon | 117:nylon | 118:nylon | 119:nylon | 120:nylon | 12:FRMC55:EU28 polyuréthane flexible traité UL | 139:nylon | 152:FRMC55:EU28 polyuréthane flexible traité UL | 158:Tissu, mousse, polyéthylène | 160:autre (silicium, cuirs synthétique) | 162:16 % Tissu, mousse, polyéthylène | 164:8% autre (silicium, cuirs synthétique) | 165:16 % Tissu, mousse | 168:Tissu, mousse, polyéthylène | 169:Tissu, mousse, polyéthylène | 170:autre (silicium, cuirs synthétique) | 171:autre (silicium, cuirs synthétique)",alternate | baseline_primary,switch_possible_after_validation,inactive_alternate_requires_allocation=1168;lca_mass_low_confidence=462;lca_mass_requires_review=273;baseline_node_is_assumption=28
T2,Ensinger,adhesive_composite,1,0,1,0,0,128:Résine BR623 - composite,baseline_primary,switch_possible_after_validation,inactive_alternate_requires_allocation=1;baseline_node_is_assumption=1
T2,FRANKLIN,textile_leather,505,0,505,0,0,11:tissu | 131:tissu | 132:tissu | 133:tissu | 134:tissu | 135:tissu | 136:tissu | 140:velcro | 141:velcro | 142:velcro | 143:velcro | 144:velours | 145:velours | 146:velours | 147:velours | 148:velours | 149:velcro | 150:velours | 86:FRMC55 (C55 = % de carbone) et FMR = ? | 87:FRMC55 (C55 = % de carbone) et FMR = ? | 88:FRMC55 (C55 = % de carbone) et FMR = ? | 89:FRMC55 (C55 = % de carbone) et FMR = ? | 90:FRMC55 (C55 = % de carbone) et FMR = ? | 91:FRMC55 (C55 = % de carbone) et FMR = ? | 92:FRMC55 (C55 = % de carbone) et FMR = ? | 93:FRMC55 (C55 = % de carbone) et FMR = ?,alternate_demoted_by_researched_correction | alternate_requires_allocation_source | baseline_primary,switch_possible_after_validation,inactive_alternate_requires_allocation=505;baseline_node_is_assumption=505;raw_material_source_missing=140;lca_mass_requires_review=56;lca_mass_low_confidence=28
T2,FRANKLIN - internal cutting/gluing process,textile_leather,30,0,30,0,0,86:FRMC55 (C55 = % de carbone) et FMR = ? | 87:FRMC55 (C55 = % de carbone) et FMR = ? | 88:FRMC55 (C55 = % de carbone) et FMR = ? | 89:FRMC55 (C55 = % de carbone) et FMR = ? | 90:FRMC55 (C55 = % de carbone) et FMR = ?,baseline_primary_assumed_internalized_process,switch_possible_after_validation,inactive_alternate_requires_allocation=30;baseline_node_is_assumption=30
T2,Glatfelter,general,11,0,11,0,0,8:AIRVOLT LAMINAT,baseline_primary_inferred_after_review,switch_possible_after_validation,inactive_alternate_requires_allocation=11
T2,Groupe Segnere / SEGNERE Ade - internal machining/forming process,aluminium,59,0,59,0,0,44:A6060 - Aluminium,baseline_primary_assumed_internalized_process,switch_possible_after_validation,inactive_alternate_requires_allocation=59;baseline_node_is_assumption=59;material_certificate_required=20
T2,Innoptec,electronics_cots,4,0,4,0,0,"121:Display, liquid crystal, 17 pouces | 126:powerbox | 153:Display, liquid crystal, 17 pouces | 78:Display, liquid crystal, 17 pouces",alternate,switch_possible_after_validation,inactive_alternate_requires_allocation=4;baseline_node_is_assumption=4;lca_mass_low_confidence=1
T2,JAMCO Aircraft Interiors - Niigata - internal machining/forming process,aluminium,47,0,47,0,0,161:65% aluminium,baseline_primary_assumed_internalized_process,switch_possible_after_validation,inactive_alternate_requires_allocation=47;baseline_node_is_assumption=47;lca_mass_requires_review=47;material_certificate_required=11
T2,Krohne,polymer_plastic,332,0,332,0,0,110:NIDA - GLO (moulage par injection plastique) | 125:Polychloroprene | 159:Moulage plastique | 163:11% Moulage plastique | 172:Moulage plastique | 173:Moulage plastique | 3:Ertalon par moulage par injection plastique | 79:Ertalon | 80:Ertalon | 82:Ertalon | 83:Ertalon | 84:Ertalon | 85:Ertalon | 97:GLO: moulage par injection plastique,alternate,switch_possible_after_validation,inactive_alternate_requires_allocation=332;lca_mass_low_confidence=60;baseline_node_is_assumption=17;lca_mass_requires_review=4
T2,Krohne,adhesive_composite,2,0,2,0,0,128:Résine BR623 - composite,alternate,switch_possible_after_validation,inactive_alternate_requires_allocation=2;baseline_node_is_assumption=2
T2,Krohne,general,1,0,1,0,0,130:télécommande,alternate,switch_possible_after_validation,inactive_alternate_requires_allocation=1;baseline_node_is_assumption=1;site_is_fallback_or_centroid=1
T2,Kvadrat,textile_leather,120,0,120,0,0,144:velours | 145:velours | 146:velours | 147:velours | 148:velours | 150:velours,alternate,switch_possible_after_validation,inactive_alternate_requires_allocation=120;baseline_node_is_assumption=120
T2,LATIM,textile_leather,954,0,954,0,0,"11:tissu | 12:FRMC55:EU28 polyuréthane flexible traité UL | 131:tissu | 132:tissu | 133:tissu | 134:tissu | 135:tissu | 136:tissu | 140:velcro | 141:velcro | 142:velcro | 143:velcro | 149:velcro | 152:FRMC55:EU28 polyuréthane flexible traité UL | 158:Tissu, mousse, polyéthylène | 160:autre (silicium, cuirs synthétique) | 162:16 % Tissu, mousse, polyéthylène | 164:8% autre (silicium, cuirs synthétique) | 165:16 % Tissu, mousse | 168:Tissu, mousse, polyéthylène | 169:Tissu, mousse, polyéthylène | 170:autre (silicium, cuirs synthétique) | 171:autre (silicium, cuirs synthétique)",alternate,switch_possible_after_validation,inactive_alternate_requires_allocation=954;lca_mass_low_confidence=490;baseline_node_is_assumption=364;lca_mass_requires_review=164;raw_material_source_missing=140
T2,Lelièvre Paris,textile_leather,128,0,128,0,0,"144:velours | 145:velours | 146:velours | 147:velours | 148:velours | 150:velours | 32:velours eu28: polyurethane flexible foam, with flame retardant eu28: pa6.6 fibres",alternate | baseline_primary,switch_possible_after_validation,inactive_alternate_requires_allocation=128;baseline_node_is_assumption=128
T2,Liebherr Aerospace - electronics routing/EMS package,electronics_cots,1,0,1,0,0,74:Commande actionnement ECU,baseline_primary_assumed_internalized_process,switch_possible_after_validation,inactive_alternate_requires_allocation=1;baseline_node_is_assumption=1;raw_material_source_missing=1
T2,MGA Villeneuve St Lot - internal FRMC55 integration process,textile_leather,5,0,5,0,0,91:FRMC55 (C55 = % de carbone) et FMR = ?,baseline_primary_assumed_internalized_process,switch_possible_after_validation,inactive_alternate_requires_allocation=5;baseline_node_is_assumption=5
T2,MGA Villeneuve St Lot - internal machining/forming process,steel,92,0,92,0,0,"116:35NC6 (nickel-chrome) | 151:Z10CNT18 | 2:15CDV6 (chrome, molibdene, vanadium)",baseline_primary_assumed_internalized_process,switch_possible_after_validation,inactive_alternate_requires_allocation=92;baseline_node_is_assumption=92;material_certificate_required=81
T2,MGA Villeneuve St Lot - internal machining/forming process,aluminium,432,0,432,0,0,18:A2017 - Aluminium | 20:A2017 - Aluminium | 26:A2024 - Aluminium,baseline_primary_assumed_internalized_process,switch_possible_after_validation,inactive_alternate_requires_allocation=432;baseline_node_is_assumption=432;material_certificate_required=145
T2,MGR Foamtex Ltd,textile_leather,405,0,405,0,0,"12:FRMC55:EU28 polyuréthane flexible traité UL | 137:ULTRA LEATHER SMOKE | 152:FRMC55:EU28 polyuréthane flexible traité UL | 158:Tissu, mousse, polyéthylène | 168:Tissu, mousse, polyéthylène | 169:Tissu, mousse, polyéthylène | 6:cuir | 76:cuir | 77:cuir | 86:FRMC55 (C55 = % de carbone) et FMR = ? | 87:FRMC55 (C55 = % de carbone) et FMR = ? | 88:FRMC55 (C55 = % de carbone) et FMR = ? | 89:FRMC55 (C55 = % de carbone) et FMR = ? | 90:FRMC55 (C55 = % de carbone) et FMR = ? | 91:FRMC55 (C55 = % de carbone) et FMR = ? | 92:FRMC55 (C55 = % de carbone) et FMR = ? | 93:FRMC55 (C55 = % de carbone) et FMR = ?",alternate | baseline_primary,switch_possible_after_validation,inactive_alternate_requires_allocation=405;lca_mass_low_confidence=295;baseline_node_is_assumption=64
T2,MGR Foamtex Ltd,electronics_cots,3,0,3,0,0,7:lightning,alternate,switch_possible_after_validation,inactive_alternate_requires_allocation=3;baseline_node_is_assumption=3
T2,MGR Foamtex Ltd,general,12,0,12,0,0,8:AIRVOLT LAMINAT,alternate_requires_allocation_source,switch_possible_after_validation,inactive_alternate_requires_allocation=12
T2,MGR Foamtex Ltd - internal foam/upholstery process,textile_leather,12,0,12,0,0,92:FRMC55 (C55 = % de carbone) et FMR = ? | 93:FRMC55 (C55 = % de carbone) et FMR = ?,baseline_primary_assumed_internalized_process,switch_possible_after_validation,inactive_alternate_requires_allocation=12;baseline_node_is_assumption=12
T2,Maison Fichet,textile_leather,6,0,6,0,0,6:cuir | 76:cuir | 77:cuir,baseline_primary,switch_possible_after_validation,inactive_alternate_requires_allocation=6;baseline_node_is_assumption=6
T2,Plastiform,polymer_plastic,494,0,494,0,0,103:kydex | 104:kydex | 105:kydex | 106:kydex | 107:kydex | 108:kydex | 109:kydex | 110:NIDA - GLO (moulage par injection plastique),alternate,switch_possible_after_validation,inactive_alternate_requires_allocation=494;baseline_node_is_assumption=4
T2,Plastiforme,polymer_plastic,490,0,490,0,0,103:kydex | 104:kydex | 105:kydex | 106:kydex | 107:kydex | 108:kydex | 109:kydex,alternate,switch_possible_after_validation,inactive_alternate_requires_allocation=490
T2,Plastiforme,adhesive_composite,2,0,2,0,0,128:Résine BR623 - composite,alternate,switch_possible_after_validation,inactive_alternate_requires_allocation=2;baseline_node_is_assumption=2
T2,Plastiforme,rubber_silicone,12,0,12,0,0,129:Silicone50 shore,alternate,switch_possible_after_validation,inactive_alternate_requires_allocation=12;baseline_node_is_assumption=12
T2,Plastiservice Charleroi,rubber_silicone,6,0,6,0,0,9:Silicone,alternate,switch_possible_after_validation,inactive_alternate_requires_allocation=6;baseline_node_is_assumption=6
T2,Plastiservice Charleroi,electronics_cots,3,0,3,0,0,"121:Display, liquid crystal, 17 pouces | 153:Display, liquid crystal, 17 pouces | 78:Display, liquid crystal, 17 pouces",alternate,switch_possible_after_validation,inactive_alternate_requires_allocation=3;baseline_node_is_assumption=3;lca_mass_low_confidence=1
T2,Plastiservice Charleroi,polymer_plastic,816,0,816,0,0,103:kydex | 104:kydex | 105:kydex | 106:kydex | 107:kydex | 108:kydex | 109:kydex | 124:caoutchouc | 79:Ertalon | 80:Ertalon | 82:Ertalon | 83:Ertalon | 84:Ertalon | 85:Ertalon,alternate,switch_possible_after_validation,inactive_alternate_requires_allocation=816;baseline_node_is_assumption=55
