record_index,system,component,family,mass_kg,lca_use_class,total_secondary_paths,switch_ready_topology,candidate_requires_validation,blocked_until_transport_fixed,blocked,best_verdict,switch_policy,top_issue_codes
173,Siége,Moulage plastique,polymer_plastic,6.69155662,scenario_only_review_required,79,0,79,0,0,switch_possible_after_validation,"Switch requires exact grade, process route, certification and part drawing; generic material suppliers are not enough.",inactive_alternate_requires_allocation=79;lca_mass_low_confidence=79
66,Accoudoir allée,Alu,aluminium,3.0435071,usable_for_baseline,71,0,71,0,0,switch_possible_after_validation,Switch possible only within same material family and with certificate/grade/site; T2 internal process must remain paired with its T1.,inactive_alternate_requires_allocation=71;baseline_node_is_assumption=71;material_certificate_required=17
67,Ens. Palette optimisée,Alu,aluminium,12.5475707,usable_for_baseline,71,0,71,0,0,switch_possible_after_validation,Switch possible only within same material family and with certificate/grade/site; T2 internal process must remain paired with its T1.,inactive_alternate_requires_allocation=71;baseline_node_is_assumption=71;material_certificate_required=17
68,Ensemble porte,Alu,aluminium,6.872,usable_with_review,71,0,71,0,0,switch_possible_after_validation,Switch possible only within same material family and with certificate/grade/site; T2 internal process must remain paired with its T1.,inactive_alternate_requires_allocation=71;baseline_node_is_assumption=71;lca_mass_requires_review=71;material_certificate_required=17
70,Manchette acc. Mobile,Alu,aluminium,0.106,usable_for_baseline,71,0,71,0,0,switch_possible_after_validation,Switch possible only within same material family and with certificate/grade/site; T2 internal process must remain paired with its T1.,inactive_alternate_requires_allocation=71;baseline_node_is_assumption=71;material_certificate_required=17
71,Brackets set,cables FJKL1-3K1J01-01ATAB_BRACKETS-SET,general,3.365,quantitative_ready,71,0,71,0,0,switch_possible_after_validation,"Switch only after role, material, site and transport validation.",inactive_alternate_requires_allocation=71;baseline_node_is_assumption=71;material_certificate_required=48
123,Ens. Structure fixe,Alu,aluminium,3.5410117,usable_with_review,71,0,71,0,0,switch_possible_after_validation,Switch possible only within same material family and with certificate/grade/site; T2 internal process must remain paired with its T1.,inactive_alternate_requires_allocation=71;baseline_node_is_assumption=71;lca_mass_requires_review=71;material_certificate_required=17
164,Siége,"8% autre (silicium, cuirs synthétique)",textile_leather,9.277310471,usable_with_review,71,0,71,0,0,switch_possible_after_validation,"Switch requires approved material, fire/smoke/tox evidence, upholstery/process validation and exact site.",inactive_alternate_requires_allocation=71;lca_mass_requires_review=71
33,Ens. Structure fauteuil,4140 (acier),steel,0.002,quantitative_ready,63,0,63,0,0,switch_possible_after_validation,Switch possible only within same material family and with certificate/grade/site; T2 internal process must remain paired with its T1.,inactive_alternate_requires_allocation=63;baseline_node_is_assumption=63;material_certificate_required=48
2,Ens. Stowage latéral,"15CDV6 (chrome, molibdene, vanadium)",steel,0.022,quantitative_ready,59,0,59,0,0,switch_possible_after_validation,Switch possible only within same material family and with certificate/grade/site; T2 internal process must remain paired with its T1.,inactive_alternate_requires_allocation=59;baseline_node_is_assumption=59;material_certificate_required=48
13,Accoudoir allée,30NCD6 (nickel-chrome- molibdene),steel,0.027,quantitative_ready,59,0,59,0,0,switch_possible_after_validation,Switch possible only within same material family and with certificate/grade/site; T2 internal process must remain paired with its T1.,inactive_alternate_requires_allocation=59;baseline_node_is_assumption=59;material_certificate_required=48
44,Renfort tubulaire,A6060 - Aluminium,aluminium,0.404,quantitative_ready,59,0,59,0,0,switch_possible_after_validation,Switch possible only within same material family and with certificate/grade/site; T2 internal process must remain paired with its T1.,inactive_alternate_requires_allocation=59;baseline_node_is_assumption=59;material_certificate_required=20
144,Coussin ottoman,velours,textile_leather,0.034,quantitative_ready,59,0,59,0,0,switch_possible_after_validation,"Switch requires approved material, fire/smoke/tox evidence, upholstery/process validation and exact site.",inactive_alternate_requires_allocation=59;baseline_node_is_assumption=59
145,Coussin têtière,velours,textile_leather,0.003,quantitative_ready,59,0,59,0,0,switch_possible_after_validation,"Switch requires approved material, fire/smoke/tox evidence, upholstery/process validation and exact site.",inactive_alternate_requires_allocation=59;baseline_node_is_assumption=59
146,Ens. Coussin assise,velours,textile_leather,0.025,quantitative_ready,59,0,59,0,0,switch_possible_after_validation,"Switch requires approved material, fire/smoke/tox evidence, upholstery/process validation and exact site.",inactive_alternate_requires_allocation=59;baseline_node_is_assumption=59
147,Ens.coussin dossier version têtière,velours,textile_leather,0.008,quantitative_ready,59,0,59,0,0,switch_possible_after_validation,"Switch requires approved material, fire/smoke/tox evidence, upholstery/process validation and exact site.",inactive_alternate_requires_allocation=59;baseline_node_is_assumption=59
148,Ens. Coussin dossier,velours,textile_leather,0.022,quantitative_ready,59,0,59,0,0,switch_possible_after_validation,"Switch requires approved material, fire/smoke/tox evidence, upholstery/process validation and exact site.",inactive_alternate_requires_allocation=59;baseline_node_is_assumption=59
150,Habillage sous fauteuil,velours,textile_leather,0.007,quantitative_ready,59,0,59,0,0,switch_possible_after_validation,"Switch requires approved material, fire/smoke/tox evidence, upholstery/process validation and exact site.",inactive_alternate_requires_allocation=59;baseline_node_is_assumption=59
125,Ens. Palette optimisée,Polychloroprene,polymer_plastic,0.0049932,quantitative_ready,53,0,53,0,0,switch_possible_after_validation,"Switch requires exact grade, process route, certification and part drawing; generic material suppliers are not enough.",inactive_alternate_requires_allocation=53;baseline_node_is_assumption=26
161,Siége,65% aluminium,aluminium,75.378147576,usable_with_review,47,0,47,0,0,switch_possible_after_validation,Switch possible only within same material family and with certificate/grade/site; T2 internal process must remain paired with its T1.,inactive_alternate_requires_allocation=47;baseline_node_is_assumption=47;lca_mass_requires_review=47;material_certificate_required=11
45,Ceinture de sécurité,acier,steel,0.72,usable_for_baseline,33,0,33,0,0,switch_possible_after_validation,Switch possible only within same material family and with certificate/grade/site; T2 internal process must remain paired with its T1.,inactive_alternate_requires_allocation=33;material_certificate_required=17
151,Ens. Structure porte,Z10CNT18,steel,0.0478353,usable_for_baseline,31,0,31,0,0,switch_possible_after_validation,Switch possible only within same material family and with certificate/grade/site; T2 internal process must remain paired with its T1.,inactive_alternate_requires_allocation=31;baseline_node_is_assumption=31;material_certificate_required=31
3,Ens. Equipements latéraux,Ertalon par moulage par injection plastique,polymer_plastic,0.0001731,quantitative_ready,23,0,23,0,0,switch_possible_after_validation,"Switch requires exact grade, process route, certification and part drawing; generic material suppliers are not enough.",inactive_alternate_requires_allocation=23
8,Padding (rembourrage),AIRVOLT LAMINAT,general,0.95,quantitative_ready,23,0,23,0,0,switch_possible_after_validation,"Switch only after role, material, site and transport validation.",inactive_alternate_requires_allocation=23
129,Ens. Tablette repas,Silicone50 shore,rubber_silicone,0.0007,quantitative_ready,23,0,23,0,0,switch_possible_after_validation,"Switch requires approved material, fire/smoke/tox evidence, upholstery/process validation and exact site.",inactive_alternate_requires_allocation=23;baseline_node_is_assumption=23
86,Coussin ottoman,FRMC55 (C55 = % de carbone) et FMR = ?,textile_leather,1.005,quantitative_ready,20,0,20,0,0,switch_possible_after_validation,"Switch requires approved material, fire/smoke/tox evidence, upholstery/process validation and exact site.",inactive_alternate_requires_allocation=20;baseline_node_is_assumption=20
87,Coussin têtière,FRMC55 (C55 = % de carbone) et FMR = ?,textile_leather,0.121,quantitative_ready,20,0,20,0,0,switch_possible_after_validation,"Switch requires approved material, fire/smoke/tox evidence, upholstery/process validation and exact site.",inactive_alternate_requires_allocation=20;baseline_node_is_assumption=20
88,Ens. Coussin assise,FRMC55 (C55 = % de carbone) et FMR = ?,textile_leather,0.871,quantitative_ready,20,0,20,0,0,switch_possible_after_validation,"Switch requires approved material, fire/smoke/tox evidence, upholstery/process validation and exact site.",inactive_alternate_requires_allocation=20;baseline_node_is_assumption=20
89,Ens.coussin dossier version têtière,FRMC55 (C55 = % de carbone) et FMR = ?,textile_leather,0.854,quantitative_ready,20,0,20,0,0,switch_possible_after_validation,"Switch requires approved material, fire/smoke/tox evidence, upholstery/process validation and exact site.",inactive_alternate_requires_allocation=20;baseline_node_is_assumption=20
90,Ens. Coussin dossier,FRMC55 (C55 = % de carbone) et FMR = ?,textile_leather,1.091,quantitative_ready,20,0,20,0,0,switch_possible_after_validation,"Switch requires approved material, fire/smoke/tox evidence, upholstery/process validation and exact site.",inactive_alternate_requires_allocation=20;baseline_node_is_assumption=20
92,Manchette acc. Mobile,FRMC55 (C55 = % de carbone) et FMR = ?,textile_leather,0.039,quantitative_ready,20,0,20,0,0,switch_possible_after_validation,"Switch requires approved material, fire/smoke/tox evidence, upholstery/process validation and exact site.",inactive_alternate_requires_allocation=20;baseline_node_is_assumption=20
93,Manchette équipée,FRMC55 (C55 = % de carbone) et FMR = ?,textile_leather,0.039,quantitative_ready,20,0,20,0,0,switch_possible_after_validation,"Switch requires approved material, fire/smoke/tox evidence, upholstery/process validation and exact site.",inactive_alternate_requires_allocation=20;baseline_node_is_assumption=20
110,Ens. Coque,NIDA - GLO (moulage par injection plastique),polymer_plastic,8.439,quantitative_ready,19,0,19,0,0,switch_possible_after_validation,"Switch requires exact grade, process route, certification and part drawing; generic material suppliers are not enough.",inactive_alternate_requires_allocation=19;baseline_node_is_assumption=19
91,Ens. Stowage latéral,FRMC55 (C55 = % de carbone) et FMR = ?,textile_leather,0.016,quantitative_ready,17,0,17,0,0,switch_possible_after_validation,"Switch requires approved material, fire/smoke/tox evidence, upholstery/process validation and exact site.",inactive_alternate_requires_allocation=17;baseline_node_is_assumption=17
163,Siége,11% Moulage plastique,polymer_plastic,12.756301898,usable_with_review,15,0,15,0,0,switch_possible_after_validation,"Switch requires exact grade, process route, certification and part drawing; generic material suppliers are not enough.",inactive_alternate_requires_allocation=15;baseline_node_is_assumption=15;lca_mass_requires_review=15
5,Bumper version porte,alliage Cu,copper,0.006,quantitative_ready,11,0,11,0,0,switch_possible_after_validation,Switch possible only within same material family and with certificate/grade/site; T2 internal process must remain paired with its T1.,inactive_alternate_requires_allocation=11;baseline_node_is_assumption=11
9,Stowage assemblé avec porte,Silicone,rubber_silicone,0.0007,quantitative_ready,11,0,11,0,0,switch_possible_after_validation,"Switch requires approved material, fire/smoke/tox evidence, upholstery/process validation and exact site.",inactive_alternate_requires_allocation=11;baseline_node_is_assumption=11
50,ens. coque,de: aluminium cast part machining + tth compris dans le steel tinplated,steel,0.496,quantitative_ready,9,0,9,0,0,switch_possible_after_validation,Switch possible only within same material family and with certificate/grade/site; T2 internal process must remain paired with its T1.,inactive_alternate_requires_allocation=9;baseline_node_is_assumption=9;material_certificate_required=9
128,Ens. Coque,Résine BR623 - composite,adhesive_composite,0.488,quantitative_ready,9,0,9,0,0,switch_possible_after_validation,"Switch requires exact grade, process route, certification and part drawing; generic material suppliers are not enough.",inactive_alternate_requires_allocation=9;baseline_node_is_assumption=9
32,ens. equipements lateraux,"velours eu28: polyurethane flexible foam, with flame retardant eu28: pa6.6 fibres",textile_leather,0.008,quantitative_ready,8,0,8,0,0,switch_possible_after_validation,"Switch requires approved material, fire/smoke/tox evidence, upholstery/process validation and exact site.",inactive_alternate_requires_allocation=8;baseline_node_is_assumption=8
154,bumper version porte,de: aluminium cast part machining glo: steel sheet stamping and bending,steel,0.024,quantitative_ready,7,0,7,0,0,switch_possible_after_validation,Switch possible only within same material family and with certificate/grade/site; T2 internal process must remain paired with its T1.,inactive_alternate_requires_allocation=7;baseline_node_is_assumption=7;material_certificate_required=7
155,accoudoir allee,de: aluminium cast part machining glo: steel sheet stamping and bending,steel,0.7096766,quantitative_ready,7,0,7,0,0,switch_possible_after_validation,Switch possible only within same material family and with certificate/grade/site; T2 internal process must remain paired with its T1.,inactive_alternate_requires_allocation=7;baseline_node_is_assumption=7;material_certificate_required=7
4,Ensemble porte,FILM DECOR AERFILM - Ep0.33 714g-m2,adhesive_composite,0.392,quantitative_ready,5,0,5,0,0,switch_possible_after_validation,"Switch requires exact grade, process route, certification and part drawing; generic material suppliers are not enough.",inactive_alternate_requires_allocation=5;baseline_node_is_assumption=5
6,Ens. Stowage latéral,cuir,textile_leather,0.112,quantitative_ready,5,0,5,0,0,switch_possible_after_validation,"Switch requires approved material, fire/smoke/tox evidence, upholstery/process validation and exact site.",inactive_alternate_requires_allocation=5;baseline_node_is_assumption=5
7,lightning,lightning,electronics_cots,0.8,quantitative_ready,5,0,5,0,0,switch_possible_after_validation,No free upstream switch. Switch only at qualified program supplier or PN level after BOM/AVL validation.,inactive_alternate_requires_allocation=5;baseline_node_is_assumption=5
76,Manchette acc. Mobile,cuir,textile_leather,0.039,quantitative_ready,5,0,5,0,0,switch_possible_after_validation,"Switch requires approved material, fire/smoke/tox evidence, upholstery/process validation and exact site.",inactive_alternate_requires_allocation=5;baseline_node_is_assumption=5
77,Manchette équipée,cuir,textile_leather,0.06,quantitative_ready,5,0,5,0,0,switch_possible_after_validation,"Switch requires approved material, fire/smoke/tox evidence, upholstery/process validation and exact site.",inactive_alternate_requires_allocation=5;baseline_node_is_assumption=5
78,Ecran - Screen Display (COTS),"Display, liquid crystal, 17 pouces",electronics_cots,1.928,quantitative_ready,4,0,4,0,0,switch_possible_after_validation,No free upstream switch. Switch only at qualified program supplier or PN level after BOM/AVL validation.,inactive_alternate_requires_allocation=4;baseline_node_is_assumption=4
121,Ecran - 00-5136-51 Rev F Seat Power Box 4 (SPB4),"Display, liquid crystal, 17 pouces",electronics_cots,2.378,scenario_only_review_required,4,0,4,0,0,switch_possible_after_validation,No free upstream switch. Switch only at qualified program supplier or PN level after BOM/AVL validation.,inactive_alternate_requires_allocation=4;baseline_node_is_assumption=4;lca_mass_low_confidence=4
153,Support écran Screen Display (COTS),"Display, liquid crystal, 17 pouces",electronics_cots,0.45,quantitative_ready,4,0,4,0,0,switch_possible_after_validation,No free upstream switch. Switch only at qualified program supplier or PN level after BOM/AVL validation.,inactive_alternate_requires_allocation=4;baseline_node_is_assumption=4
51,Ens. Structure fauteuil,35NC6 (nickel-chrome),steel,1.417,quantitative_ready,3,0,3,0,0,switch_possible_after_validation,Switch possible only within same material family and with certificate/grade/site; T2 internal process must remain paired with its T1.,inactive_alternate_requires_allocation=3;baseline_node_is_assumption=3;material_certificate_required=3
73,SFCU (Seat Function Control Unit),Clavier,electronics_cots,0.2,quantitative_ready,3,0,3,0,0,switch_possible_after_validation,No free upstream switch. Switch only at qualified program supplier or PN level after BOM/AVL validation.,inactive_alternate_requires_allocation=3;baseline_node_is_assumption=3
126,Powerbox,powerbox,electronics_cots,1.5,quantitative_ready,3,0,3,0,0,switch_possible_after_validation,No free upstream switch. Switch only at qualified program supplier or PN level after BOM/AVL validation.,inactive_alternate_requires_allocation=3;baseline_node_is_assumption=3
14,Ens. Palette optimisée,35NC6 (nickel-chrome),steel,0.660743,usable_for_baseline,2,0,2,0,0,switch_possible_after_validation,Switch possible only within same material family and with certificate/grade/site; T2 internal process must remain paired with its T1.,inactive_alternate_requires_allocation=2;baseline_node_is_assumption=2;material_certificate_required=2
16,Stowage assemblé avec porte,35NC6 (nickel-chrome),steel,0.008,quantitative_ready,2,0,2,0,0,switch_possible_after_validation,Switch possible only within same material family and with certificate/grade/site; T2 internal process must remain paired with its T1.,inactive_alternate_requires_allocation=2;baseline_node_is_assumption=2;material_certificate_required=2
116,Ens. Structure fixe,35NC6 (nickel-chrome),steel,0.029,quantitative_ready,2,0,2,0,0,switch_possible_after_validation,Switch possible only within same material family and with certificate/grade/site; T2 internal process must remain paired with its T1.,inactive_alternate_requires_allocation=2;baseline_node_is_assumption=2;material_certificate_required=2
130,Remote extender unit,télécommande,general,0.07,quantitative_ready,2,0,2,0,0,switch_possible_after_validation,"Switch only after role, material, site and transport validation.",inactive_alternate_requires_allocation=2;baseline_node_is_assumption=2;site_is_fallback_or_centroid=2
10,System IFE (In-Flight Entertainment) est un ensemble d'équipements et de logiciels qui permet aux passagers d'occuper leur temps à bord d'un avion.,System IFE boitier ref FJKL1-3K1100-01ATAB,electronics_cots,1.5,quantitative_ready,1,0,1,0,0,switch_possible_after_validation,No free upstream switch. Switch only at qualified program supplier or PN level after BOM/AVL validation.,inactive_alternate_requires_allocation=1;baseline_node_is_assumption=1
74,Commande actionnement ECU,Commande actionnement ECU,electronics_cots,0.75,quantitative_ready,1,0,1,0,0,switch_possible_after_validation,No free upstream switch. Switch only at qualified program supplier or PN level after BOM/AVL validation.,inactive_alternate_requires_allocation=1;baseline_node_is_assumption=1;raw_material_source_missing=1
137,Padding (rembourrage),ULTRA LEATHER SMOKE,textile_leather,0.099,scenario_only_review_required,1,0,1,0,0,switch_possible_after_validation,"Switch requires approved material, fire/smoke/tox evidence, upholstery/process validation and exact site.",inactive_alternate_requires_allocation=1;lca_mass_low_confidence=1
