case_id,case_input,case_output_dir,direction,factor_value,kpi::avg_inventory,kpi::cost_share_holding,kpi::cost_share_inventory_risk,kpi::cost_share_purchase,kpi::cost_share_transport,kpi::cost_share_warehouse_operating,kpi::ending_backlog,kpi::ending_inventory,kpi::fill_rate,kpi::measured_required_total,kpi::measurement_starting_backlog,kpi::total_arrived,kpi::total_cost,kpi::total_demand,kpi::total_estimated_source_ordered_qty,kpi::total_estimated_source_rejected_qty,kpi::total_estimated_source_replenished_qty,kpi::total_explicit_initialization_pipeline_qty,kpi::total_explicit_initialization_stock_qty,kpi::total_external_procured_arrived_qty,kpi::total_external_procured_ordered_qty,kpi::total_external_procured_qty,kpi::total_external_procured_rejected_qty,kpi::total_external_procurement_cost,kpi::total_holding_cost,kpi::total_inventory_cost_legacy_raw_holding,kpi::total_inventory_risk_cost,kpi::total_logistics_cost,kpi::total_opening_stock_bootstrap_qty,kpi::total_produced,kpi::total_purchase_cost,kpi::total_served,kpi::total_shipped,kpi::total_supplier_capacity_binding_qty,kpi::total_transport_cost,kpi::total_unreliable_loss_qty,kpi::total_warehouse_operating_cost,kpi::warmup_backlog_cleared_qty,notes,parameter_group,parameter_key,parameter_label,status,study
local_supplier_capacity_node_SDC-VD0914690A_high,etudecas\simulation\sensibility\reference_baseline_real_demand_target_calibrated_2026_03_30_realistic\cases\local\local_supplier_capacity_node_SDC-VD0914690A_high\input_case.json,etudecas\simulation\sensibility\reference_baseline_real_demand_target_calibrated_2026_03_30_realistic\cases\local\local_supplier_capacity_node_SDC-VD0914690A_high\simulation_output,high,1.1,19946540.1224,0.149894,0.085653,0.171579,0.400154,0.19272,606568.0664,18480417.331,0.885606,5302452.7143,0.0,125621959.9489,27909670.4639,5302452.7143,104660139.0965,28340153.7846,103018103.1182,0.0,35076.3627,0.0,0.0,0.0,0.0,0.0,4183481.019,11952802.9115,2390560.5823,23120969.0223,0.0,17862980.1479,4788701.4416,4695884.6479,127054008.0475,1580070.6283,11168166.1108,0.0,5378761.3102,2128725.5502,,supplier_capacity_node,supplier_capacity_node::SDC-VD0914690A,Debit fournisseur SDC-VD0914690A,ok,local
local_supplier_lead_time_node_SDC-VD0914690A_low,etudecas\simulation\sensibility\reference_baseline_real_demand_target_calibrated_2026_03_30_realistic\cases\local\local_supplier_lead_time_node_SDC-VD0914690A_low\input_case.json,etudecas\simulation\sensibility\reference_baseline_real_demand_target_calibrated_2026_03_30_realistic\cases\local\local_supplier_lead_time_node_SDC-VD0914690A_low\simulation_output,low,0.9,18915129.4636,0.150209,0.085834,0.170898,0.399933,0.193126,589852.8671,17897443.3163,0.888758,5302452.7143,0.0,125790048.9802,27942940.5228,5302452.7143,104731565.5544,16115584.0766,102959914.0205,0.0,35076.3627,0.0,0.0,0.0,0.0,0.0,4197288.2452,11992252.1292,2398450.4258,23167545.5,0.0,17893466.9798,4775395.0228,4712599.8472,127185885.7505,3808629.7655,11175293.3708,0.0,5396513.4582,2269492.5171,,supplier_lead_time_node,supplier_lead_time_node::SDC-VD0914690A,Lead time fournisseur SDC-VD0914690A,ok,local
local_supplier_lead_time_node_SDC-VD0914690A_high,etudecas\simulation\sensibility\reference_baseline_real_demand_target_calibrated_2026_03_30_realistic\cases\local\local_supplier_lead_time_node_SDC-VD0914690A_high\input_case.json,etudecas\simulation\sensibility\reference_baseline_real_demand_target_calibrated_2026_03_30_realistic\cases\local\local_supplier_lead_time_node_SDC-VD0914690A_high\simulation_output,high,1.1,20389278.4201,0.149065,0.08518,0.172725,0.401376,0.191654,627099.7334,19146497.9254,0.881734,5302452.7143,0.0,125726370.6211,27858455.7005,5302452.7143,104659914.8413,41318000.0,103020304.3557,0.0,35076.3627,0.0,0.0,0.0,0.0,0.0,4152707.4287,11864878.3676,2372975.6735,23046592.8434,0.0,17859006.8048,4811862.857,4675352.9808,127136662.4102,0.0,11181714.4759,0.0,5339195.2654,1895449.088,,supplier_lead_time_node,supplier_lead_time_node::SDC-VD0914690A,Lead time fournisseur SDC-VD0914690A,ok,local
local_supplier_reliability_node_SDC-VD0914690A_adverse,etudecas\simulation\sensibility\reference_baseline_real_demand_target_calibrated_2026_03_30_realistic\cases\local\local_supplier_reliability_node_SDC-VD0914690A_adverse\input_case.json,etudecas\simulation\sensibility\reference_baseline_real_demand_target_calibrated_2026_03_30_realistic\cases\local\local_supplier_reliability_node_SDC-VD0914690A_adverse\simulation_output,adverse,0.95,19681012.5601,0.149865,0.085637,0.171583,0.400232,0.192683,555711.4088,19366963.0664,0.895197,5302452.7143,0.0,126799287.1157,27864433.2529,5302452.7143,108808944.4918,27816033.5274,107159767.2382,0.0,35076.3627,0.0,0.0,0.0,0.0,0.0,4175900.0866,11931143.1046,2386228.6209,23083376.1842,0.0,17838918.0985,4781057.0686,4746741.3055,126869782.3344,1572714.4968,11152233.0796,4310926.9242,5369014.3971,2165355.2558,One-sided local sensitivity because reliability is upper bounded.,supplier_reliability_node,supplier_reliability_node::SDC-VD0914690A,Fiabilite fournisseur SDC-VD0914690A,ok,local
local_supplier_stock_node_SDC-1450_low,etudecas\simulation\sensibility\reference_baseline_real_demand_target_calibrated_2026_03_30_realistic\cases\local\local_supplier_stock_node_SDC-1450_low\input_case.json,etudecas\simulation\sensibility\reference_baseline_real_demand_target_calibrated_2026_03_30_realistic\cases\local\local_supplier_stock_node_SDC-1450_low\simulation_output,low,0.9,19766463.6044,0.149954,0.085688,0.171575,0.399984,0.192798,593478.1966,18941957.7433,0.888075,5302452.7143,0.0,125812465.3568,27920892.3255,5302452.7143,104693283.3055,28206355.8413,103072199.171,0.0,35094.3627,0.0,0.0,0.0,0.0,0.0,4186853.0626,11962437.3218,2392487.4644,23130358.7861,0.0,17869743.232,4790533.5394,4708974.5176,127074616.6123,1580070.6283,11167921.4643,0.0,5383096.7948,2131254.1763,,supplier_stock_node,supplier_stock_node::SDC-1450,Stock fournisseur SDC-1450,ok,local
local_supplier_stock_node_SDC-1450_high,etudecas\simulation\sensibility\reference_baseline_real_demand_target_calibrated_2026_03_30_realistic\cases\local\local_supplier_stock_node_SDC-1450_high\input_case.json,etudecas\simulation\sensibility\reference_baseline_real_demand_target_calibrated_2026_03_30_realistic\cases\local\local_supplier_stock_node_SDC-1450_high\simulation_output,high,1.1,19766467.0975,0.149954,0.085688,0.171575,0.399984,0.192798,593478.1966,18941957.7433,0.888075,5302452.7143,0.0,125812434.398,27920900.7963,5302452.7143,104693283.3055,28206355.8413,103072199.171,0.0,35058.3627,0.0,0.0,0.0,0.0,0.0,4186856.0274,11962445.7925,2392489.1585,23130367.2568,0.0,17869743.232,4790533.5394,4708974.5176,127074616.6123,1580070.6283,11167921.4643,0.0,5383100.6066,2131254.1763,,supplier_stock_node,supplier_stock_node::SDC-1450,Stock fournisseur SDC-1450,ok,local
local_supplier_capacity_node_SDC-1450_low,etudecas\simulation\sensibility\reference_baseline_real_demand_target_calibrated_2026_03_30_realistic\cases\local\local_supplier_capacity_node_SDC-1450_low\input_case.json,etudecas\simulation\sensibility\reference_baseline_real_demand_target_calibrated_2026_03_30_realistic\cases\local\local_supplier_capacity_node_SDC-1450_low\simulation_output,low,0.9,20143239.5134,0.150473,0.085985,0.17033,0.399747,0.193466,579273.5911,18882391.0472,0.890754,5302452.7143,0.0,125028260.3527,27879525.4664,5302452.7143,104458830.9654,365142.0039,102801863.0387,0.0,35076.3627,0.0,0.0,0.0,0.0,0.0,4195121.9061,11986062.5889,2397212.5178,23130817.882,0.0,17873771.2709,4748707.5845,4723179.1232,126917861.5959,4947680.2709,11144755.2931,0.0,5393728.165,2467354.8558,,supplier_capacity_node,supplier_capacity_node::SDC-1450,Debit fournisseur SDC-1450,ok,local
local_supplier_capacity_node_SDC-1450_high,etudecas\simulation\sensibility\reference_baseline_real_demand_target_calibrated_2026_03_30_realistic\cases\local\local_supplier_capacity_node_SDC-1450_high\input_case.json,etudecas\simulation\sensibility\reference_baseline_real_demand_target_calibrated_2026_03_30_realistic\cases\local\local_supplier_capacity_node_SDC-1450_high\simulation_output,high,1.1,19680972.7703,0.149905,0.08566,0.171855,0.399845,0.192735,577736.5572,18600816.7266,0.891044,5302452.7143,0.0,126735501.4885,27914799.4267,5302452.7143,104471396.4474,41318000.0,102818728.5985,0.0,35076.3627,0.0,0.0,0.0,0.0,0.0,4184564.8761,11955899.6459,2391179.9292,23117493.237,0.0,17829047.6268,4797306.1897,4724716.1571,126939056.4212,0.0,11161593.5911,0.0,5380154.8407,2016720.2439,,supplier_capacity_node,supplier_capacity_node::SDC-1450,Debit fournisseur SDC-1450,ok,local
local_supplier_lead_time_node_SDC-1450_low,etudecas\simulation\sensibility\reference_baseline_real_demand_target_calibrated_2026_03_30_realistic\cases\local\local_supplier_lead_time_node_SDC-1450_low\input_case.json,etudecas\simulation\sensibility\reference_baseline_real_demand_target_calibrated_2026_03_30_realistic\cases\local\local_supplier_lead_time_node_SDC-1450_low\simulation_output,low,0.9,19711468.8074,0.148725,0.084986,0.172692,0.402379,0.191218,588540.9724,19535494.2049,0.889006,5302452.7143,0.0,126172309.201,27690067.6594,5302452.7143,104429891.8381,28482999.2495,102813342.1602,0.0,35076.3627,0.0,0.0,0.0,0.0,0.0,4118208.1902,11766309.115,2353261.823,22908208.7716,0.0,17828140.1384,4781858.8878,4713911.7419,126791395.0303,1572714.4968,11141899.6566,0.0,5294839.1017,2118868.1552,,supplier_lead_time_node,supplier_lead_time_node::SDC-1450,Lead time fournisseur SDC-1450,ok,local
local_supplier_lead_time_node_SDC-1450_high,etudecas\simulation\sensibility\reference_baseline_real_demand_target_calibrated_2026_03_30_realistic\cases\local\local_supplier_lead_time_node_SDC-1450_high\input_case.json,etudecas\simulation\sensibility\reference_baseline_real_demand_target_calibrated_2026_03_30_realistic\cases\local\local_supplier_lead_time_node_SDC-1450_high\simulation_output,high,1.1,19732180.8988,0.149349,0.085342,0.172144,0.401144,0.19202,579319.8603,18590089.6794,0.890745,5302452.7143,0.0,125142305.611,27808976.6577,5302452.7143,104581150.1968,27937070.7667,102986923.4019,0.0,35076.3627,0.0,0.0,0.0,0.0,0.0,4153242.0523,11866405.8637,2373281.1727,23021815.0259,0.0,17853026.3367,4787161.6317,4723132.854,126949373.1856,1580070.6283,11155409.1622,0.0,5339882.6387,2155820.1166,,supplier_lead_time_node,supplier_lead_time_node::SDC-1450,Lead time fournisseur SDC-1450,ok,local
local_supplier_reliability_node_SDC-1450_adverse,etudecas\simulation\sensibility\reference_baseline_real_demand_target_calibrated_2026_03_30_realistic\cases\local\local_supplier_reliability_node_SDC-1450_adverse\input_case.json,etudecas\simulation\sensibility\reference_baseline_real_demand_target_calibrated_2026_03_30_realistic\cases\local\local_supplier_reliability_node_SDC-1450_adverse\simulation_output,adverse,0.95,19983579.1855,0.149925,0.085672,0.172813,0.398829,0.192761,574891.8827,19260539.372,0.89158,5302452.7143,0.0,125479970.2933,28004407.8038,5302452.7143,105258386.6096,10945937.1364,103649971.8232,0.0,35076.3627,0.0,0.0,0.0,0.0,0.0,4198570.3476,11995915.279,2399183.0558,23164878.4001,0.0,18570629.2446,4839529.4037,4727560.8315,127032275.463,4857147.2519,11168963.1211,1339214.8229,5398161.8755,2368839.3679,One-sided local sensitivity because reliability is upper bounded.,supplier_reliability_node,supplier_reliability_node::SDC-1450,Fiabilite fournisseur SDC-1450,ok,local
local_supplier_stock_node_SDC-VD0901566A_low,etudecas\simulation\sensibility\reference_baseline_real_demand_target_calibrated_2026_03_30_realistic\cases\local\local_supplier_stock_node_SDC-VD0901566A_low\input_case.json,etudecas\simulation\sensibility\reference_baseline_real_demand_target_calibrated_2026_03_30_realistic\cases\local\local_supplier_stock_node_SDC-VD0901566A_low\simulation_output,low,0.9,19766444.6879,0.149954,0.085688,0.171575,0.399984,0.192798,593478.1966,18941957.7433,0.888075,5302452.7143,0.0,125812467.8774,27920901.0394,5302452.7143,104693301.3055,28208101.8413,103072217.171,0.0,35076.3627,0.0,0.0,0.0,0.0,0.0,4186854.3406,11962440.9732,2392488.1946,23130364.9564,0.0,17869743.232,4790536.083,4708974.5176,127074634.6123,1580070.6283,11167923.9833,0.0,5383098.4379,2131254.1763,,supplier_stock_node,supplier_stock_node::SDC-VD0901566A,Stock fournisseur SDC-VD0901566A,ok,local
local_supplier_stock_node_SDC-VD0901566A_high,etudecas\simulation\sensibility\reference_baseline_real_demand_target_calibrated_2026_03_30_realistic\cases\local\local_supplier_stock_node_SDC-VD0901566A_high\input_case.json,etudecas\simulation\sensibility\reference_baseline_real_demand_target_calibrated_2026_03_30_realistic\cases\local\local_supplier_stock_node_SDC-VD0901566A_high\simulation_output,high,1.1,19766486.0139,0.149954,0.085688,0.171575,0.399984,0.192798,593478.1966,18941957.7433,0.888075,5302452.7143,0.0,125812431.8774,27920892.0824,5302452.7143,104693265.3055,28204609.8413,103072181.171,0.0,35076.3627,0.0,0.0,0.0,0.0,0.0,4186854.7494,11962442.1411,2392488.4282,23130361.0865,0.0,17869743.232,4790530.9958,4708974.5176,127074598.6123,1580070.6283,11167918.9454,0.0,5383098.9635,2131254.1763,,supplier_stock_node,supplier_stock_node::SDC-VD0901566A,Stock fournisseur SDC-VD0901566A,ok,local
local_supplier_capacity_node_SDC-VD0901566A_low,etudecas\simulation\sensibility\reference_baseline_real_demand_target_calibrated_2026_03_30_realistic\cases\local\local_supplier_capacity_node_SDC-VD0901566A_low\input_case.json,etudecas\simulation\sensibility\reference_baseline_real_demand_target_calibrated_2026_03_30_realistic\cases\local\local_supplier_capacity_node_SDC-VD0901566A_low\simulation_output,low,0.9,19331628.8613,0.149577,0.085472,0.171249,0.40139,0.192313,604376.3409,18794701.8811,0.886019,5302452.7143,0.0,126330923.7216,27707997.4601,5302452.7143,104097374.5685,49348000.0,102591204.6621,0.0,35076.3627,0.0,0.0,0.0,0.0,0.0,4144466.8467,11841333.8477,2368266.7695,22963036.2406,0.0,17823313.0232,4744961.2195,4698076.3733,126558262.9555,0.0,11121702.3929,0.0,5328600.2315,1856878.0185,,supplier_capacity_node,supplier_capacity_node::SDC-VD0901566A,Debit fournisseur SDC-VD0901566A,ok,local
local_supplier_capacity_node_SDC-VD0901566A_high,etudecas\simulation\sensibility\reference_baseline_real_demand_target_calibrated_2026_03_30_realistic\cases\local\local_supplier_capacity_node_SDC-VD0901566A_high\input_case.json,etudecas\simulation\sensibility\reference_baseline_real_demand_target_calibrated_2026_03_30_realistic\cases\local\local_supplier_capacity_node_SDC-VD0901566A_high\simulation_output,high,1.1,19858802.2842,0.148336,0.084763,0.172831,0.403354,0.190717,579233.616,18052266.4305,0.890761,5302452.7143,0.0,124177698.6326,27647582.3469,5302452.7143,104497228.6568,3303424.5215,102844026.282,0.0,35076.3627,0.0,0.0,0.0,0.0,0.0,4101120.0577,11717485.879,2343497.1758,22869235.6812,0.0,17852379.0741,4778346.6657,4723219.0982,126924144.5741,1002439.3283,11151749.8022,0.0,5272868.6456,2029518.8062,,supplier_capacity_node,supplier_capacity_node::SDC-VD0901566A,Debit fournisseur SDC-VD0901566A,ok,local
local_supplier_lead_time_node_SDC-VD0901566A_low,etudecas\simulation\sensibility\reference_baseline_real_demand_target_calibrated_2026_03_30_realistic\cases\local\local_supplier_lead_time_node_SDC-VD0901566A_low\input_case.json,etudecas\simulation\sensibility\reference_baseline_real_demand_target_calibrated_2026_03_30_realistic\cases\local\local_supplier_lead_time_node_SDC-VD0901566A_low\simulation_output,low,0.9,19882784.5138,0.149334,0.085334,0.172027,0.401304,0.192001,606719.2988,19083905.0636,0.885578,5302452.7143,0.0,125832546.7584,27839060.9995,5302452.7143,104681055.6645,27092642.6415,101903039.0096,0.0,35076.3627,0.0,0.0,0.0,0.0,0.0,4157321.946,11878062.7028,2375612.5406,23049978.842,0.0,17867984.6007,4789082.1576,4695733.4155,127107749.6072,1580070.6283,11171916.1392,0.0,5345128.2163,2027062.5285,,supplier_lead_time_node,supplier_lead_time_node::SDC-VD0901566A,Lead time fournisseur SDC-VD0901566A,ok,local
local_supplier_lead_time_node_SDC-VD0901566A_high,etudecas\simulation\sensibility\reference_baseline_real_demand_target_calibrated_2026_03_30_realistic\cases\local\local_supplier_lead_time_node_SDC-VD0901566A_high\input_case.json,etudecas\simulation\sensibility\reference_baseline_real_demand_target_calibrated_2026_03_30_realistic\cases\local\local_supplier_lead_time_node_SDC-VD0901566A_high\simulation_output,high,1.1,19984552.4566,0.150642,0.086081,0.171967,0.397627,0.193683,592817.5918,19454364.003,0.888199,5302452.7143,0.0,124307691.4967,27608414.6906,5302452.7143,102830648.0619,41318000.0,101189782.9652,0.0,35076.3627,0.0,0.0,0.0,0.0,0.0,4158988.4827,11882824.2362,2376564.8472,22860676.8121,0.0,17551981.4373,4747737.8785,4709635.1225,125015426.5241,0.0,10977852.5759,0.0,5347270.9063,2014488.5698,,supplier_lead_time_node,supplier_lead_time_node::SDC-VD0901566A,Lead time fournisseur SDC-VD0901566A,ok,local
local_supplier_reliability_node_SDC-VD0901566A_adverse,etudecas\simulation\sensibility\reference_baseline_real_demand_target_calibrated_2026_03_30_realistic\cases\local\local_supplier_reliability_node_SDC-VD0901566A_adverse\input_case.json,etudecas\simulation\sensibility\reference_baseline_real_demand_target_calibrated_2026_03_30_realistic\cases\local\local_supplier_reliability_node_SDC-VD0901566A_adverse\simulation_output,adverse,0.95,19632895.6131,0.14955,0.085457,0.171842,0.400873,0.192278,615448.014,18189274.6986,0.883931,5302452.7143,0.0,125103583.9779,27813451.5756,5302452.7143,104594795.3251,41318000.0,103019904.5762,0.0,35076.3627,0.0,0.0,0.0,0.0,0.0,4159496.5016,11884275.7189,2376855.1438,23033933.8136,0.0,17853306.19,4779517.762,4687004.7003,126909268.0328,0.0,11149658.0947,182500.0,5347924.0735,2113585.5421,One-sided local sensitivity because reliability is upper bounded.,supplier_reliability_node,supplier_reliability_node::SDC-VD0901566A,Fiabilite fournisseur SDC-VD0901566A,ok,local
local_supplier_stock_node_SDC-VD0914360C_low,etudecas\simulation\sensibility\reference_baseline_real_demand_target_calibrated_2026_03_30_realistic\cases\local\local_supplier_stock_node_SDC-VD0914360C_low\input_case.json,etudecas\simulation\sensibility\reference_baseline_real_demand_target_calibrated_2026_03_30_realistic\cases\local\local_supplier_stock_node_SDC-VD0914360C_low\simulation_output,low,0.9,19766465.3509,0.149954,0.085688,0.171575,0.399984,0.192798,593478.1966,18941957.7433,0.888075,5302452.7143,0.0,125812449.8774,27920896.5609,5302452.7143,104693283.3055,28206355.8413,103072199.171,0.0,35076.3627,0.0,0.0,0.0,0.0,0.0,4186854.545,11962441.5571,2392488.3114,23130363.0215,0.0,17869743.232,4790533.5394,4708974.5176,127074616.6123,1580070.6283,11167921.4643,0.0,5383098.7007,2131254.1763,,supplier_stock_node,supplier_stock_node::SDC-VD0914360C,Stock fournisseur SDC-VD0914360C,ok,local
local_supplier_stock_node_SDC-VD0914360C_high,etudecas\simulation\sensibility\reference_baseline_real_demand_target_calibrated_2026_03_30_realistic\cases\local\local_supplier_stock_node_SDC-VD0914360C_high\input_case.json,etudecas\simulation\sensibility\reference_baseline_real_demand_target_calibrated_2026_03_30_realistic\cases\local\local_supplier_stock_node_SDC-VD0914360C_high\simulation_output,high,1.1,19766465.3509,0.149954,0.085688,0.171575,0.399984,0.192798,593478.1966,18941957.7433,0.888075,5302452.7143,0.0,125812449.8774,27920896.5609,5302452.7143,104693283.3055,28206355.8413,103072199.171,0.0,35076.3627,0.0,0.0,0.0,0.0,0.0,4186854.545,11962441.5571,2392488.3114,23130363.0215,0.0,17869743.232,4790533.5394,4708974.5176,127074616.6123,1580070.6283,11167921.4643,0.0,5383098.7007,2131254.1763,,supplier_stock_node,supplier_stock_node::SDC-VD0914360C,Stock fournisseur SDC-VD0914360C,ok,local
local_supplier_capacity_node_SDC-VD0914360C_low,etudecas\simulation\sensibility\reference_baseline_real_demand_target_calibrated_2026_03_30_realistic\cases\local\local_supplier_capacity_node_SDC-VD0914360C_low\input_case.json,etudecas\simulation\sensibility\reference_baseline_real_demand_target_calibrated_2026_03_30_realistic\cases\local\local_supplier_capacity_node_SDC-VD0914360C_low\simulation_output,low,0.9,19698617.8358,0.149424,0.085385,0.172228,0.400846,0.192117,609843.4034,19445098.0371,0.884988,5302452.7143,0.0,126484748.8327,27895770.586,5302452.7143,104721740.2694,38881897.2138,103047796.8673,0.0,35076.3627,0.0,0.0,0.0,0.0,0.0,4168304.1987,11909440.5678,2381888.1136,23091348.2255,0.0,17871461.6942,4804422.3606,4692609.3109,127186045.0659,1352808.7566,11181907.6576,0.0,5359248.2555,2038594.2931,,supplier_capacity_node,supplier_capacity_node::SDC-VD0914360C,Debit fournisseur SDC-VD0914360C,ok,local
local_supplier_capacity_node_SDC-VD0914360C_high,etudecas\simulation\sensibility\reference_baseline_real_demand_target_calibrated_2026_03_30_realistic\cases\local\local_supplier_capacity_node_SDC-VD0914360C_high\input_case.json,etudecas\simulation\sensibility\reference_baseline_real_demand_target_calibrated_2026_03_30_realistic\cases\local\local_supplier_capacity_node_SDC-VD0914360C_high\simulation_output,high,1.1,19825434.0892,0.148648,0.084942,0.172525,0.402766,0.191119,571906.855,18651375.3239,0.892143,5302452.7143,0.0,126622150.3912,27703788.7123,5302452.7143,104569140.3342,28168223.3648,102874753.7464,0.0,35076.3627,0.0,0.0,0.0,0.0,0.0,4118114.2527,11766040.7219,2353208.1444,22924180.4243,0.0,17847187.6012,4779608.288,4730545.8593,126953096.207,1580070.6283,11158139.7023,0.0,5294718.3249,2227412.9904,,supplier_capacity_node,supplier_capacity_node::SDC-VD0914360C,Debit fournisseur SDC-VD0914360C,ok,local
local_supplier_lead_time_node_SDC-VD0914360C_low,etudecas\simulation\sensibility\reference_baseline_real_demand_target_calibrated_2026_03_30_realistic\cases\local\local_supplier_lead_time_node_SDC-VD0914360C_low\input_case.json,etudecas\simulation\sensibility\reference_baseline_real_demand_target_calibrated_2026_03_30_realistic\cases\local\local_supplier_lead_time_node_SDC-VD0914360C_low\simulation_output,low,0.9,19817499.8692,0.149176,0.085244,0.172092,0.40169,0.191798,573327.0053,20291243.2278,0.891875,5302452.7143,0.0,126743612.057,27770048.0474,5302452.7143,104541034.3695,28152876.3258,102998317.9624,0.0,35076.3627,0.0,0.0,0.0,0.0,0.0,4142632.679,11836093.3685,2367218.6737,22991050.9359,0.0,17850515.3451,4778997.1115,4729125.709,126923011.5644,1580070.6283,11154957.5674,0.0,5326242.0158,2232200.2314,,supplier_lead_time_node,supplier_lead_time_node::SDC-VD0914360C,Lead time fournisseur SDC-VD0914360C,ok,local
local_supplier_lead_time_node_SDC-VD0914360C_high,etudecas\simulation\sensibility\reference_baseline_real_demand_target_calibrated_2026_03_30_realistic\cases\local\local_supplier_lead_time_node_SDC-VD0914360C_high\input_case.json,etudecas\simulation\sensibility\reference_baseline_real_demand_target_calibrated_2026_03_30_realistic\cases\local\local_supplier_lead_time_node_SDC-VD0914360C_high\simulation_output,high,1.1,19817235.1801,0.149054,0.085174,0.172271,0.401859,0.191641,585029.9397,19545331.9233,0.889668,5302452.7143,0.0,124733539.0813,27759402.7159,5302452.7143,104531942.8977,28036513.9497,101234615.9742,0.0,35076.3627,0.0,0.0,0.0,0.0,0.0,4137657.4205,11821878.3443,2364375.6689,22977254.3417,0.0,17840548.4374,4782148.3742,4717422.7746,126924694.989,1580070.6283,11155375.9974,0.0,5319845.2549,2184098.6213,,supplier_lead_time_node,supplier_lead_time_node::SDC-VD0914360C,Lead time fournisseur SDC-VD0914360C,ok,local
local_supplier_reliability_node_SDC-VD0914360C_adverse,etudecas\simulation\sensibility\reference_baseline_real_demand_target_calibrated_2026_03_30_realistic\cases\local\local_supplier_reliability_node_SDC-VD0914360C_adverse\input_case.json,etudecas\simulation\sensibility\reference_baseline_real_demand_target_calibrated_2026_03_30_realistic\cases\local\local_supplier_reliability_node_SDC-VD0914360C_adverse\simulation_output,adverse,0.95,19754146.2636,0.149035,0.085163,0.172288,0.401899,0.191616,585029.9397,19493217.0937,0.889668,5302452.7143,0.0,124772762.9744,27756679.1674,5302452.7143,104709075.3377,28036513.9497,101409987.9204,0.0,35076.3627,0.0,0.0,0.0,0.0,0.0,4136704.1785,11819154.7958,2363830.9592,22974530.7932,0.0,17840548.4374,4782148.3742,4717422.7746,126924694.989,1580070.6283,11155375.9974,177236.2369,5318619.6581,2184098.6213,One-sided local sensitivity because reliability is upper bounded.,supplier_reliability_node,supplier_reliability_node::SDC-VD0914360C,Fiabilite fournisseur SDC-VD0914360C,ok,local
local_supplier_stock_node_SDC-VD0525412A_low,etudecas\simulation\sensibility\reference_baseline_real_demand_target_calibrated_2026_03_30_realistic\cases\local\local_supplier_stock_node_SDC-VD0525412A_low\input_case.json,etudecas\simulation\sensibility\reference_baseline_real_demand_target_calibrated_2026_03_30_realistic\cases\local\local_supplier_stock_node_SDC-VD0525412A_low\simulation_output,low,0.9,19766465.3509,0.149954,0.085688,0.171575,0.399984,0.192798,593478.1966,18941957.7433,0.888075,5302452.7143,0.0,125812449.8774,27920896.5609,5302452.7143,104693283.3055,28206355.8413,103072199.171,0.0,35076.3627,0.0,0.0,0.0,0.0,0.0,4186854.545,11962441.5571,2392488.3114,23130363.0215,0.0,17869743.232,4790533.5394,4708974.5176,127074616.6123,1580070.6283,11167921.4643,0.0,5383098.7007,2131254.1763,,supplier_stock_node,supplier_stock_node::SDC-VD0525412A,Stock fournisseur SDC-VD0525412A,ok,local
local_supplier_stock_node_SDC-VD0525412A_high,etudecas\simulation\sensibility\reference_baseline_real_demand_target_calibrated_2026_03_30_realistic\cases\local\local_supplier_stock_node_SDC-VD0525412A_high\input_case.json,etudecas\simulation\sensibility\reference_baseline_real_demand_target_calibrated_2026_03_30_realistic\cases\local\local_supplier_stock_node_SDC-VD0525412A_high\simulation_output,high,1.1,19766465.3509,0.149954,0.085688,0.171575,0.399984,0.192798,593478.1966,18941957.7433,0.888075,5302452.7143,0.0,125812449.8774,27920896.5609,5302452.7143,104693283.3055,28206355.8413,103072199.171,0.0,35076.3627,0.0,0.0,0.0,0.0,0.0,4186854.545,11962441.5571,2392488.3114,23130363.0215,0.0,17869743.232,4790533.5394,4708974.5176,127074616.6123,1580070.6283,11167921.4643,0.0,5383098.7007,2131254.1763,,supplier_stock_node,supplier_stock_node::SDC-VD0525412A,Stock fournisseur SDC-VD0525412A,ok,local
local_supplier_capacity_node_SDC-VD0525412A_low,etudecas\simulation\sensibility\reference_baseline_real_demand_target_calibrated_2026_03_30_realistic\cases\local\local_supplier_capacity_node_SDC-VD0525412A_low\input_case.json,etudecas\simulation\sensibility\reference_baseline_real_demand_target_calibrated_2026_03_30_realistic\cases\local\local_supplier_capacity_node_SDC-VD0525412A_low\simulation_output,low,0.9,19785794.4595,0.149884,0.085648,0.171642,0.400117,0.192708,569843.2308,18792323.2332,0.892532,5302452.7143,0.0,125546044.5531,27928612.7965,5302452.7143,104715724.9931,29930864.9864,103095410.2821,0.0,35076.3627,0.0,0.0,0.0,0.0,0.0,4186060.8342,11960173.8121,2392034.7624,23134884.6107,0.0,17872010.1997,4793728.1858,4732609.4834,127132406.8831,1577790.4974,11174710.7986,0.0,5382078.2154,2135527.8777,,supplier_capacity_node,supplier_capacity_node::SDC-VD0525412A,Debit fournisseur SDC-VD0525412A,ok,local
