capacity_node::M-1430,capacity_node::M-1810,demand_item::item:268091,demand_item::item:268967,error,factor::capacity_scale,factor::demand_scale,factor::external_procurement_cost_multiplier_scale,factor::external_procurement_daily_cap_days_scale,factor::external_procurement_lead_days_scale,factor::external_procurement_transport_cost_scale,factor::fg_target_days_scale,factor::holding_cost_scale,factor::lead_time_scale,factor::production_gap_gain_scale,factor::production_smoothing_scale,factor::production_stock_scale,factor::purchase_cost_floor_scale,factor::review_period_scale,factor::safety_stock_days_scale,factor::supplier_reliability_scale,factor::supplier_stock_scale,factor::transport_cost_scale,is_baseline,is_corner_case,kpi::avg_inventory,kpi::cost_share_holding,kpi::cost_share_purchase,kpi::cost_share_transport,kpi::ending_backlog,kpi::ending_inventory,kpi::fill_rate,kpi::total_arrived,kpi::total_cost,kpi::total_demand,kpi::total_external_procured_arrived_qty,kpi::total_external_procured_ordered_qty,kpi::total_external_procured_qty,kpi::total_external_procured_rejected_qty,kpi::total_external_procurement_cost,kpi::total_holding_cost,kpi::total_logistics_cost,kpi::total_opening_stock_bootstrap_qty,kpi::total_produced,kpi::total_purchase_cost,kpi::total_served,kpi::total_shipped,kpi::total_transport_cost,kpi::total_unreliable_loss_qty,run_id,status
1.0,1.0,1.0,1.0,,1.2,1.2,1.0,0.5,1.8,1.0,1.0,1.0,0.8,1.0,1.0,1.0,1.0,4.0,1.0,0.85,1.3,1.0,False,True,23797.8692,0.910771,0.039826,0.049403,683.6721,7388.791,0.620182,11092.7943,24242.4677,1800.0,12073.7157,16534.5111,16534.5111,125409.1136,1172.1817,22079.336,23276.9918,35844.4392,1218.3358,965.4759,1116.3279,15571.645,1197.6558,2747.9373,full_run_0172,ok
1.0,1.0,1.0,1.0,,0.85,0.85,1.0,1.5,1.8,1.0,1.0,1.0,0.8,1.0,1.0,1.0,1.0,4.0,1.0,0.85,1.3,1.0,False,True,21640.5579,0.843735,0.06419,0.092076,335.831,13179.3761,0.736603,15949.076,22981.9981,1275.0,23513.4813,32948.0628,32948.0628,27656.7205,2273.6156,19390.7092,21506.7891,25389.8111,904.9473,1475.2089,939.169,24158.331,2116.0799,4263.2349,full_run_0173,ok
1.0,1.0,1.0,1.0,,1.2,0.85,1.0,1.5,1.8,1.0,1.0,1.0,0.8,1.0,1.0,1.0,1.0,4.0,1.0,0.85,1.3,1.0,False,True,32990.1312,0.879276,0.04947,0.071253,335.3526,27208.7427,0.736978,19629.5386,35535.139,1275.0,30209.9693,38796.6164,38796.6164,3877.1889,2719.4971,31245.2105,33777.2099,35844.4392,906.9831,1757.9291,939.6474,29856.015,2531.9995,5268.7085,full_run_0174,ok
1.0,1.0,1.0,1.0,,0.85,1.2,1.0,1.5,1.8,1.0,1.0,1.0,0.8,1.0,1.0,1.0,1.0,4.0,1.0,0.85,1.3,1.0,False,True,18052.4936,0.807763,0.081786,0.110451,730.3164,7644.3083,0.594269,17043.0556,19807.2471,1800.0,24066.1954,33526.6594,33526.6594,61776.1858,2376.2378,15999.5527,18187.286,25389.8111,1098.2355,1619.9611,1069.6836,25420.7705,2187.7333,4486.0183,full_run_0175,ok
1.0,1.0,1.0,1.0,,1.2,1.2,1.0,1.5,1.8,1.0,1.0,1.0,0.8,1.0,1.0,1.0,1.0,4.0,1.0,0.85,1.3,1.0,False,True,27843.0396,0.835304,0.069372,0.095324,683.6721,13988.7607,0.620182,21959.0668,31554.5589,1800.0,33719.3208,47084.0823,47084.0823,39618.8495,3345.7974,26357.6338,29365.5428,35844.4392,1277.5726,2189.0162,1116.3279,34009.6287,3007.909,6001.6992,full_run_0176,ok
1.0,1.0,1.0,1.0,,0.85,0.85,1.0,0.5,0.7,1.0,1.0,1.0,1.4,1.0,1.0,1.0,1.0,4.0,1.0,0.85,1.3,1.0,False,True,33477.4607,0.952096,0.021265,0.026639,374.5412,19337.4711,0.706242,7638.8938,33274.905,1275.0,9971.3955,11543.8258,11543.8258,80632.7846,794.6924,31680.9113,32567.3272,39671.5798,904.9473,707.5779,900.4588,12521.9296,886.4159,2209.7523,full_run_0177,ok
1.0,1.0,1.0,1.0,,1.2,0.85,1.0,0.5,0.7,1.0,1.0,1.0,1.4,1.0,1.0,1.0,1.0,4.0,1.0,0.85,1.3,1.0,False,True,50276.1723,0.959943,0.017271,0.022786,374.0627,37076.0034,0.706617,9147.2015,51181.9241,1275.0,13751.2232,15971.1248,15971.1248,64869.6798,1102.3563,49131.7426,50297.9644,56006.9362,906.9831,883.9597,900.9373,15739.9488,1166.2219,2777.638,full_run_0178,ok
1.0,1.0,1.0,1.0,,0.85,1.2,1.0,0.5,0.7,1.0,1.0,1.0,1.4,1.0,1.0,1.0,1.0,4.0,1.0,0.85,1.3,1.0,False,True,28389.3646,0.939238,0.027708,0.033054,846.296,8805.8453,0.529836,8548.5895,28582.3234,1800.0,10312.849,11893.9068,11893.9068,119698.6929,841.213,26845.6035,27790.3585,39671.5798,1173.7616,791.9649,953.704,13649.8629,944.755,2408.7993,full_run_0179,ok
1.0,1.0,1.0,1.0,,1.2,1.2,1.0,0.5,0.7,1.0,1.0,1.0,1.4,1.0,1.0,1.0,1.0,4.0,1.0,0.85,1.3,1.0,False,True,43384.0111,0.949778,0.02234,0.027881,807.868,22948.5357,0.551184,10433.895,44871.0353,1800.0,14302.4295,16534.5111,16534.5111,115495.4241,1172.1817,42617.5355,43868.6062,56006.9362,1277.5726,1002.4291,992.132,17336.7554,1251.0707,3059.4274,full_run_0180,ok
1.0,1.0,1.0,1.0,,0.85,0.85,1.0,1.5,0.7,1.0,1.0,1.0,1.4,1.0,1.0,1.0,1.0,4.0,1.0,0.85,1.3,1.0,False,True,35945.3546,0.90159,0.040142,0.058268,374.5412,26462.4345,0.706242,14763.8571,38026.7207,1275.0,27903.1001,32620.3909,32620.3909,4643.9814,2246.3916,34284.4978,36500.2554,39671.5798,904.9473,1526.4653,900.4588,27763.8785,2215.7576,4899.508,full_run_0181,ok
1.0,1.0,1.0,1.0,,1.2,0.85,1.0,1.5,0.7,1.0,1.0,1.0,1.4,1.0,1.0,1.0,1.0,4.0,1.0,0.85,1.3,1.0,False,True,52366.2623,0.928931,0.02886,0.042209,374.0627,43376.7403,0.706617,15447.9384,55281.6989,1275.0,29268.6549,34630.1921,34630.1921,0.0,2382.4836,51352.8626,53686.2492,56006.9362,906.9831,1595.4498,900.9373,28929.7658,2333.3866,5105.2528,full_run_0182,ok
1.0,1.0,1.0,1.0,,0.85,1.2,1.0,1.5,0.7,1.0,1.0,1.0,1.4,1.0,1.0,1.0,1.0,4.0,1.0,0.85,1.3,1.0,False,True,31769.8053,0.884304,0.049003,0.066694,846.296,16006.0188,0.529836,15905.3336,34645.746,1800.0,28783.4861,33526.6594,33526.6594,40948.0729,2376.2378,30637.3553,32948.004,39671.5798,1175.9594,1697.742,953.704,29349.9045,2310.6487,5179.3949,full_run_0183,ok
1.0,1.0,1.0,1.0,,1.2,1.2,1.0,1.5,0.7,1.0,1.0,1.0,1.4,1.0,1.0,1.0,1.0,4.0,1.0,0.85,1.3,1.0,False,True,47987.7737,0.898065,0.042706,0.059229,807.868,32995.9585,0.551184,20481.3179,53198.8146,1800.0,39953.4902,46649.7348,46649.7348,6641.4955,3315.7791,47775.9846,50926.8912,56006.9362,1277.5726,2271.9234,992.132,39140.157,3150.9066,6907.0865,full_run_0184,ok
1.0,1.0,1.0,1.0,,0.85,0.85,1.0,0.5,1.8,1.0,1.0,1.0,1.4,1.0,1.0,1.0,1.0,4.0,1.0,0.85,1.3,1.0,False,True,33419.9097,0.953945,0.020591,0.025464,422.5973,18274.7393,0.668551,6568.7809,33204.6685,1275.0,8398.9653,11543.8258,11543.8258,89344.3353,794.6924,31675.4154,32520.9547,39671.5798,904.9473,683.7138,852.4027,11219.9376,845.5393,1979.989,full_run_0185,ok
1.0,1.0,1.0,1.0,,1.2,0.85,1.0,0.5,1.8,1.0,1.0,1.0,1.4,1.0,1.0,1.0,1.0,4.0,1.0,0.85,1.3,1.0,False,True,50135.0829,0.961612,0.016668,0.021721,422.1197,35548.9407,0.668926,7613.3481,51004.604,1275.0,11531.3217,15971.1248,15971.1248,76891.2048,1102.3563,49046.6233,50154.4722,56006.9362,906.9831,850.1318,852.8803,13888.1088,1107.8489,2450.8427,full_run_0186,ok
1.0,1.0,1.0,1.0,,0.85,1.2,1.0,0.5,1.8,1.0,1.0,1.0,1.4,1.0,1.0,1.0,1.0,4.0,1.0,0.85,1.3,1.0,False,True,27138.0181,0.938167,0.02846,0.033373,787.0305,8233.1308,0.562761,6498.739,26950.0295,1800.0,8740.4188,11893.9068,11893.9068,128588.9526,841.213,25283.6312,26183.0313,39671.5798,1153.1603,766.9982,1012.9695,12254.8863,899.4001,2162.627,full_run_0187,ok
1.0,1.0,1.0,1.0,,1.2,1.2,1.0,0.5,1.8,1.0,1.0,1.0,1.4,1.0,1.0,1.0,1.0,4.0,1.0,0.85,1.3,1.0,False,True,41590.0897,0.949364,0.022731,0.027905,747.164,20014.1491,0.584909,7485.5161,42564.6398,1800.0,12073.7157,16534.5111,16534.5111,127986.7963,1172.1817,40409.3236,41597.0992,56006.9362,1277.5726,967.5407,1052.836,15378.8568,1187.7756,2713.9159,full_run_0188,ok
1.0,1.0,1.0,1.0,,0.85,0.85,1.0,1.5,1.8,1.0,1.0,1.0,1.4,1.0,1.0,1.0,1.0,4.0,1.0,0.85,1.3,1.0,False,True,35535.6066,0.904453,0.039282,0.056265,422.5973,23272.9576,0.668551,11566.9991,37530.8328,1275.0,23513.4813,32948.0628,32948.0628,27656.7205,2273.6156,33944.863,36056.5344,39671.5798,904.9473,1474.2984,852.4027,24067.2762,2111.6714,4247.1664,full_run_0189,ok
1.0,1.0,1.0,1.0,,1.2,0.85,1.0,1.5,1.8,1.0,1.0,1.0,1.4,1.0,1.0,1.0,1.0,4.0,1.0,0.85,1.3,1.0,False,True,52690.7556,0.923615,0.031324,0.045061,422.1197,41618.9185,0.668926,13683.3259,56092.5399,1275.0,30209.9693,38796.6164,38796.6164,3877.1889,2719.4971,51807.9305,54335.5214,56006.9362,906.9831,1757.0185,852.8803,29764.9593,2527.5909,5252.6399,full_run_0190,ok
1.0,1.0,1.0,1.0,,0.85,1.2,1.0,1.5,1.8,1.0,1.0,1.0,1.4,1.0,1.0,1.0,1.0,4.0,1.0,0.85,1.3,1.0,False,True,28328.498,0.874277,0.05368,0.072043,787.0305,9558.3942,0.562761,9450.252,30263.2319,1800.0,24066.1954,33526.6594,33526.6594,66121.6298,2376.2378,26458.4351,28638.6866,39671.5798,1175.9594,1624.5454,1012.9695,25283.4932,2180.2514,4461.7929,full_run_0191,ok
1.0,1.0,1.0,1.0,,1.2,1.2,1.0,1.5,1.8,1.0,1.0,1.0,1.4,1.0,1.0,1.0,1.0,4.0,1.0,0.85,1.3,1.0,False,True,43351.3851,0.8905,0.046194,0.063305,747.164,24179.8101,0.584909,11651.1771,47336.8067,1800.0,33719.3208,47084.0823,47084.0823,39618.8495,3345.7974,42153.4345,45150.1106,56006.9362,1277.5726,2186.6961,1052.836,33777.6211,2996.6761,5960.7567,full_run_0192,ok
1.0,1.0,1.0,1.0,,0.85,0.85,1.0,0.5,0.7,1.0,1.0,1.0,0.8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.3,1.0,False,True,17279.0189,0.7272,0.111471,0.161329,0.0,14688.8116,1.0,35388.9702,20738.3372,1275.0,40664.0353,45393.2358,45393.2358,56047.4736,3189.7246,15080.917,18426.6077,20629.2215,1211.3738,2311.7295,1275.0,46648.8311,3345.6907,0.0,full_run_0193,ok
1.0,1.0,1.0,1.0,,1.2,0.85,1.0,0.5,0.7,1.0,1.0,1.0,0.8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.3,1.0,False,True,25951.6696,0.801888,0.081789,0.116323,0.0,21032.2367,1.0,35570.7044,30088.2128,1275.0,41557.0399,48246.8196,48246.8196,28330.789,3420.7309,24127.3766,27627.3389,29123.6068,1269.5902,2460.8739,1275.0,47809.6328,3499.9623,0.0,full_run_0194,ok
1.0,1.0,1.0,1.0,,0.85,1.2,1.0,0.5,0.7,1.0,1.0,1.0,0.8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.3,1.0,False,True,15878.8427,0.703684,0.121765,0.174552,398.35,12512.5418,0.778694,35990.3291,19387.1013,1800.0,41051.617,45793.7327,45793.7327,86844.2922,3232.1226,13642.3847,17026.4376,20629.2215,1275.0,2360.6636,1401.65,47271.88,3384.0529,0.0,full_run_0195,ok
1.0,1.0,1.0,1.0,,1.2,1.2,1.0,0.5,0.7,1.0,1.0,1.0,0.8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.3,1.0,False,True,20237.9237,0.697018,0.126516,0.176466,0.0,15926.5597,1.0,49382.5953,26930.5993,1800.0,58100.4724,64796.717,64796.717,79867.5289,4670.5075,18771.1018,23523.4492,29123.6068,1710.1748,3407.1501,1800.0,65875.1252,4752.3474,0.0,full_run_0196,ok
1.0,1.0,1.0,1.0,,0.85,0.85,1.0,1.5,0.7,1.0,1.0,1.0,0.8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.3,1.0,False,True,20304.8106,0.749121,0.103349,0.14753,0.0,19213.7496,1.0,37047.8436,24530.0788,1275.0,46165.594,50126.8829,50126.8829,0.0,3547.7876,18376.0066,21994.9192,20629.2215,1211.3738,2535.1596,1275.0,49284.3253,3618.9126,0.0,full_run_0197,ok
1.0,1.0,1.0,1.0,,1.2,0.85,1.0,1.5,0.7,1.0,1.0,1.0,0.8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.3,1.0,False,True,28492.5359,0.80499,0.080116,0.114894,0.0,25576.4121,1.0,37823.1612,33450.0092,1275.0,47846.4946,53939.5153,53939.5153,0.0,3797.0878,26926.9252,30770.1208,29123.6068,1273.9463,2679.8884,1275.0,51497.0253,3843.1956,0.0,full_run_0198,ok
1.0,1.0,1.0,1.0,,0.85,1.2,1.0,1.5,0.7,1.0,1.0,1.0,0.8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.3,1.0,False,True,19962.7129,0.739883,0.107283,0.152834,377.1,19608.5674,0.7905,38888.1512,24488.1623,1800.0,49988.3613,51003.791,51003.791,0.0,3621.5734,18118.3702,21861.0036,20629.2215,1275.0,2627.1587,1422.9,51989.1708,3742.6334,0.0,full_run_0199,ok
1.0,1.0,1.0,1.0,,1.2,1.2,1.0,1.5,0.7,1.0,1.0,1.0,0.8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.3,1.0,False,True,25510.6393,0.738402,0.107281,0.154318,8.5973,23974.2037,0.995224,53472.0642,33139.6021,1800.0,65835.2274,70817.9686,70817.9686,0.0,4999.7202,24470.3366,29584.3596,29123.6068,1710.1748,3555.2425,1791.4027,69660.3024,5114.023,0.0,full_run_0200,ok
1.0,1.0,1.0,1.0,,0.85,0.85,1.0,0.5,1.8,1.0,1.0,1.0,0.8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.3,1.0,False,True,16731.7679,0.73531,0.108779,0.15591,0.0,14332.2679,1.0,31192.1077,20134.4071,1275.0,34374.3143,45392.0384,45392.0384,159512.0786,3189.6528,14805.0402,17944.2034,20629.2215,1156.7939,2190.2037,1275.0,40210.881,3139.1632,0.0,full_run_0201,ok
1.0,1.0,1.0,1.0,,1.2,0.85,1.0,0.5,1.8,1.0,1.0,1.0,0.8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.3,1.0,False,True,25359.4822,0.792701,0.087394,0.119905,0.0,26563.5555,1.0,40136.0756,30213.9635,1275.0,46735.7388,48216.6808,48216.6808,91608.2896,3560.7687,23950.6379,27573.4578,29123.6068,1273.9463,2640.5056,1275.0,51712.0405,3622.8199,0.0,full_run_0202,ok
1.0,1.0,1.0,1.0,,0.85,1.2,1.0,0.5,1.8,1.0,1.0,1.0,0.8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.3,1.0,False,True,14965.3624,0.702866,0.122598,0.174537,355.85,13674.687,0.802306,27677.4608,18161.8283,1800.0,34761.8959,45785.1052,45785.1052,155796.3865,3231.6049,12765.3235,15935.2314,20629.2215,1126.25,2226.5969,1444.15,40647.5067,3169.9078,0.0,full_run_0203,ok
1.0,1.0,1.0,1.0,,1.2,1.2,1.0,0.5,1.8,1.0,1.0,1.0,0.8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.3,1.0,False,True,18146.3729,0.680643,0.134204,0.185153,55.9925,11226.6176,0.968893,38976.0242,24047.689,1800.0,49172.1462,64796.717,64796.717,230511.945,4670.5075,16367.8795,20820.3821,29123.6068,1579.7342,3227.3068,1744.0075,56558.659,4452.5027,0.0,full_run_0204,ok
1.0,1.0,1.0,1.0,,0.85,0.85,1.0,1.5,1.8,1.0,1.0,1.0,0.8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.3,1.0,False,True,25566.3976,0.805481,0.084332,0.110187,0.0,18827.3508,1.0,31954.7069,30026.6486,1275.0,44832.5871,44835.0209,44835.0209,25697.0889,3389.2702,24185.9004,27494.4495,20629.2215,1147.4856,2532.1991,1275.0,46242.6133,3308.5491,0.0,full_run_0205,ok
1.0,1.0,1.0,1.0,,1.2,0.85,1.0,1.5,1.8,1.0,1.0,1.0,0.8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.3,1.0,False,True,37799.2433,0.840188,0.070109,0.089702,0.0,36737.7606,1.0,40635.7579,44237.0715,1275.0,56638.6386,56684.4478,56684.4478,17495.5935,4323.9919,37167.4706,41135.6423,29123.6068,1273.9463,3101.4291,1275.0,51940.4175,3968.1718,0.0,full_run_0206,ok
1.0,1.0,1.0,1.0,,0.85,1.2,1.0,1.5,1.8,1.0,1.0,1.0,0.8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.3,1.0,False,True,25936.7135,0.806718,0.084026,0.109256,392.3763,21925.8957,0.782013,33234.2322,30531.4977,1800.0,45705.2621,45753.8546,45753.8546,27552.8022,3443.6233,24630.3072,27966.0629,20629.2215,1190.25,2565.4348,1407.6237,45787.8725,3335.7557,0.0,full_run_0207,ok
1.0,1.0,1.0,1.0,,1.2,1.2,1.0,1.5,1.8,1.0,1.0,1.0,0.8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.3,1.0,False,True,31572.5942,0.785749,0.093009,0.121242,18.3716,26508.161,0.989794,52887.0594,39009.5976,1800.0,63255.181,63510.961,63510.961,36804.1738,4810.3293,30651.7457,35381.3607,29123.6068,1670.7547,3628.2369,1781.6284,66779.4341,4729.615,0.0,full_run_0208,ok
1.0,1.0,1.0,1.0,,0.85,0.85,1.0,0.5,0.7,1.0,1.0,1.0,1.4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.3,1.0,False,True,27275.7903,0.818385,0.07424,0.107375,0.0,20548.4925,1.0,26903.1324,31130.0759,1275.0,40664.0353,45393.2358,45393.2358,56047.4736,3189.7246,25476.3798,28818.9839,34910.9903,1211.3738,2311.092,1275.0,46585.0811,3342.6042,0.0,full_run_0209,ok
1.0,1.0,1.0,1.0,,1.2,0.85,1.0,0.5,0.7,1.0,1.0,1.0,1.4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.3,1.0,False,True,41827.7945,0.871457,0.053062,0.075481,15.1952,35936.7999,0.988082,30420.7584,46791.4151,1275.0,42128.638,48818.4177,48818.4177,26903.1277,3459.1616,40776.7209,44308.5768,49286.1039,1273.9463,2482.8383,1259.8048,48194.0703,3531.8559,0.0,full_run_0210,ok
1.0,1.0,1.0,1.0,,0.85,1.2,1.0,0.5,0.7,1.0,1.0,1.0,1.4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.3,1.0,False,True,25902.9211,0.807416,0.079168,0.113416,462.1,18417.9956,0.743278,27486.5142,29810.3666,1800.0,41051.617,45793.7327,45793.7327,86844.2922,3232.1226,24069.3741,27450.3405,34910.9903,1275.0,2360.0261,1337.9,47208.13,3380.9664,0.0,full_run_0211,ok
1.0,1.0,1.0,1.0,,1.2,1.2,1.0,0.5,0.7,1.0,1.0,1.0,1.4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.3,1.0,False,True,34179.4614,0.801811,0.082777,0.115412,223.6256,23440.0254,0.875764,36453.8984,41153.6731,1800.0,58100.4724,64796.717,64796.717,79867.5289,4670.5075,32997.4493,37747.0834,49286.1039,1710.1748,3406.5897,1576.3744,65819.0853,4749.6342,0.0,full_run_0212,ok
1.0,1.0,1.0,1.0,,0.85,0.85,1.0,1.5,0.7,1.0,1.0,1.0,1.4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.3,1.0,False,True,30966.7351,0.829148,0.070444,0.100408,43.8641,29033.8974,0.965597,32384.029,35965.7685,1275.0,46165.594,50126.8829,50126.8829,0.0,3547.7876,29820.9452,33432.1921,34910.9903,1211.3738,2533.5763,1231.1359,49125.9958,3611.2469,0.0,full_run_0213,ok
1.0,1.0,1.0,1.0,,1.2,0.85,1.0,1.5,0.7,1.0,1.0,1.0,1.4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.3,1.0,False,True,45134.1371,0.87258,0.052363,0.075057,45.3249,42888.3213,0.964451,34872.3901,51168.5227,1275.0,47846.4946,53939.5153,53939.5153,0.0,3797.0878,44648.6433,48489.1829,49286.1039,1273.9463,2679.3398,1229.6751,51442.1669,3840.5396,0.0,full_run_0214,ok
1.0,1.0,1.0,1.0,,0.85,1.2,1.0,1.5,0.7,1.0,1.0,1.0,1.4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.3,1.0,False,True,30076.5968,0.819937,0.074325,0.105739,568.35,29479.7526,0.68425,34137.5677,35327.0531,1800.0,49988.3613,51003.791,51003.791,0.0,3621.5734,28965.9504,32701.3819,34910.9903,1275.0,2625.6712,1231.65,51840.4208,3735.4316,0.0,full_run_0215,ok
1.0,1.0,1.0,1.0,,1.2,1.2,1.0,1.5,0.7,1.0,1.0,1.0,1.4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.3,1.0,False,True,39325.6121,0.818416,0.074501,0.107083,224.1277,33300.8475,0.875485,42306.3926,47705.6987,1800.0,65835.2274,70817.9686,70817.9686,0.0,4999.7202,39043.1094,44151.599,49286.1039,1710.1748,3554.0996,1575.8723,69546.0145,5108.4896,0.0,full_run_0216,ok
1.0,1.0,1.0,1.0,,0.85,0.85,1.0,0.5,1.8,1.0,1.0,1.0,1.4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.3,1.0,False,True,24914.027,0.811071,0.077761,0.111167,65.4556,11948.4546,0.948662,18199.3958,28250.3466,1275.0,34374.3143,45393.2358,45393.2358,209269.0334,3189.7246,22913.0507,26053.5657,34910.9903,1211.3738,2196.7809,1209.5444,40257.1171,3140.515,0.0,full_run_0217,ok
1.0,1.0,1.0,1.0,,1.2,0.85,1.0,0.5,1.8,1.0,1.0,1.0,1.4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.3,1.0,False,True,39605.8823,0.859337,0.059338,0.081325,35.339,30224.9961,0.972283,23487.0467,44480.3163,1275.0,46735.7388,48216.6808,48216.6808,91608.2896,3560.7687,38223.5703,41840.937,49286.1039,1273.9463,2639.3793,1239.661,51599.4071,3617.3667,0.0,full_run_0218,ok
1.0,1.0,1.0,1.0,,0.85,1.2,1.0,0.5,1.8,1.0,1.0,1.0,1.4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.3,1.0,False,True,23485.2891,0.798497,0.083422,0.118081,547.1,9760.0988,0.696056,18701.1174,26919.4326,1800.0,34761.8959,45793.7327,45793.7327,241616.1784,3232.1226,21495.0889,24673.7601,34910.9903,1275.0,2245.6725,1252.9,40875.909,3178.6712,0.0,full_run_0219,ok
1.0,1.0,1.0,1.0,,1.2,1.2,1.0,0.5,1.8,1.0,1.0,1.0,1.4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.3,1.0,False,True,30577.9037,0.791439,0.087783,0.120778,439.8222,12984.211,0.755654,25756.3297,36966.3434,1800.0,49172.1462,64796.717,64796.717,298876.9292,4670.5075,29256.6029,33721.3369,49286.1039,1710.1748,3245.0065,1360.1778,56865.2014,4464.734,0.0,full_run_0220,ok
1.0,1.0,1.0,1.0,,0.85,0.85,1.0,1.5,1.8,1.0,1.0,1.0,1.4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.3,1.0,False,True,32706.6503,0.836713,0.070978,0.092308,65.4556,20107.8049,0.948662,24819.7435,36954.9377,1275.0,44953.7021,44968.894,44968.894,26095.7059,3429.1812,30920.6926,34331.9331,34910.9903,1211.3738,2623.0046,1209.5444,49297.5022,3411.2405,0.0,full_run_0221,ok
1.0,1.0,1.0,1.0,,1.2,0.85,1.0,1.5,1.8,1.0,1.0,1.0,1.4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.3,1.0,False,True,51323.6502,0.876813,0.054073,0.069114,35.339,41791.1201,0.972283,25378.6478,57335.9371,1275.0,56638.6386,56684.4478,56684.4478,17495.5935,4323.9919,50272.9159,54235.6344,49286.1039,1273.9463,3100.3028,1239.661,51827.7841,3962.7185,0.0,full_run_0222,ok
1.0,1.0,1.0,1.0,,0.85,1.2,1.0,1.5,1.8,1.0,1.0,1.0,1.4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.3,1.0,False,True,31343.1577,0.825714,0.075583,0.098702,547.1,18559.5001,0.696056,26590.8442,35872.105,1800.0,45864.3147,46727.1747,46727.1747,28039.9074,3543.8867,29620.1125,33160.7736,34910.9903,1275.0,2711.3314,1252.9,51068.6533,3540.6612,0.0,full_run_0223,ok
1.0,1.0,1.0,1.0,,1.2,1.2,1.0,1.5,1.8,1.0,1.0,1.0,1.4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.3,1.0,False,True,42398.3892,0.830137,0.073714,0.096149,439.8222,28053.9811,0.755654,39408.0588,50160.1278,1800.0,63347.2401,63603.0201,63603.0201,37059.5338,4840.0837,41639.7605,46462.6189,49286.1039,1710.1748,3697.5089,1360.1778,69622.2542,4822.8584,0.0,full_run_0224,ok
1.0,1.0,1.0,1.0,,0.85,0.85,1.0,0.5,0.7,1.0,1.0,1.0,0.8,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.3,1.0,False,True,20794.9429,0.914421,0.03764,0.047939,232.4079,9135.8062,0.817719,9614.7859,19956.264,1275.0,9967.9621,11540.3924,11540.3924,74028.3011,793.3288,18248.4226,19205.1029,25389.8111,875.1003,751.1611,1042.5921,14608.2647,956.6803,0.0,full_run_0225,ok
1.0,1.0,1.0,1.0,,1.2,0.85,1.0,0.5,0.7,1.0,1.0,1.0,0.8,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.3,1.0,False,True,31759.7242,0.931475,0.029091,0.039435,231.7457,19205.386,0.818239,11487.2932,31789.483,1275.0,13720.9319,15940.8334,15940.8334,58456.4432,1091.0178,29611.0958,30864.7002,35844.4392,906.9831,924.7827,1043.2543,18393.1905,1253.6045,0.0,full_run_0226,ok
1.0,1.0,1.0,1.0,,0.85,1.2,1.0,0.5,0.7,1.0,1.0,1.0,0.8,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.3,1.0,False,True,17466.2413,0.891461,0.048362,0.060177,523.1867,8826.8273,0.709341,9739.0393,16851.9319,1800.0,10297.4876,11869.9178,11869.9178,95740.7974,834.6907,15022.8363,16036.9362,25389.8111,989.5353,814.9957,1276.8133,15732.5696,1014.1,0.0,full_run_0227,ok
