rule,threshold_mode,value_kind,item_filter,include_internal_rollup,snapshot_count,real_mean_eur,sim_mean_eur,bias_eur,bias_pct_real_mean,mae_eur,mae_pct_real_mean,corr,first_real_eur,first_sim_eur,first_error_eur,min_sim_eur,max_sim_eur
subset/demand_180d/useful/038005+344135,demand_180d,useful,subset_038005+344135,False,52,259678.40000000002,97468.61558295258,-162209.78441704737,-0.6246564381829499,172135.92471031658,0.6628811819170042,-0.10768842022632402,220644.25,171825.29352500002,-48818.956474999984,20208.655512691203,354625.29352500004
subset/demand_90d/useful/042342+344135+708073+734545,demand_90d,useful,subset_042342+344135+708073+734545,False,52,259678.40000000002,102895.68773748328,-156782.71226251672,-0.6037572330333085,172210.33507790134,0.6631677300765151,-0.18061730955848826,220644.25,211810.7784,-8833.47159999999,2145.8662142256,349826.5664
subset/demand_90d/useful/042342+344135+708073,demand_90d,useful,subset_042342+344135+708073,False,52,259678.40000000002,101052.98924037938,-158625.41075962063,-0.6108533122493847,172584.63663962064,0.664609134373982,-0.18243174366222586,220644.25,211110.99036,-9533.259640000004,2033.9197909739999,343710.99036000005
subset/demand_180d/useful/038005+734545,demand_180d,useful,subset_038005+734545,False,52,259678.40000000002,97941.0858835155,-161737.3141164845,-0.6228369942070056,172736.19703283068,0.6651927808890946,-0.11055949790680757,220644.25,172525.08156500003,-48119.16843499997,20067.442811834404,360740.86956500006
subset/target_stock/useful/038005+344135+734545,target_stock,useful,subset_038005+344135+734545,False,52,259678.40000000002,86936.89094934618,-172741.50905065384,-0.6652132370295482,172741.50905065384,0.6652132370295482,-0.3072111139304221,220644.25,172525.08156500003,-48119.16843499997,64904.19241170001,176095.59975392002
demand_180d/useful/all_components/direct_only,demand_180d,useful,all_components,False,52,259678.40000000002,391130.3113561233,131451.91135612334,0.5062104177941766,173113.3309222019,0.6666450922456464,0.16104286971748336,220644.25,422500.194425,201855.944425,50572.2654694512,812984.5324250001
demand_180d/useful/nonzero_direct_items/direct_only,demand_180d,useful,nonzero_direct_items,False,52,259678.40000000002,391130.3113561233,131451.91135612334,0.5062104177941766,173113.3309222019,0.6666450922456464,0.16104286971748336,220644.25,422500.194425,201855.944425,50572.2654694512,812984.5324250001
demand_180d/useful/nonzero_direct_items/with_internal,demand_180d,useful,nonzero_direct_items,True,52,259678.40000000002,391130.3113561233,131451.91135612334,0.5062104177941766,173113.3309222019,0.6666450922456464,0.16104286971748336,220644.25,422500.194425,201855.944425,50572.2654694512,812984.5324250001
subset/demand_180d/useful/038005+042342+333362+344135+708073+734545,demand_180d,useful,subset_038005+042342+333362+344135+708073+734545,False,52,259678.40000000002,391130.3113561233,131451.91135612334,0.5062104177941766,173113.3309222019,0.6666450922456464,0.16104286971748336,220644.25,422500.194425,201855.944425,50572.2654694512,812984.5324250001
subset/demand_90d/useful/042342+708073+734545,demand_90d,useful,subset_042342+708073+734545,False,52,259678.40000000002,101668.25466749382,-158010.14533250616,-0.6084839760738904,173437.76814789078,0.667894473117097,-0.18320304381502459,220644.25,211810.7784,-8833.47159999999,1910.8835403515998,349826.5664
subset/demand_90d/useful/042342+708073,demand_90d,useful,subset_042342+708073,False,52,259678.40000000002,99825.55617038993,-159852.8438296101,-0.6155800552899666,173812.06970961014,0.669335877414564,-0.1850444816407576,220644.25,211110.99036,-9533.259640000004,1798.9371170999998,343710.99036000005
demand_180d/useful/only_038005/direct_only,demand_180d,useful,only_038005,False,52,259678.40000000002,95069.2872046923,-164609.1127953077,-0.6338960529459042,174535.25308857692,0.6721207966799584,-0.11509080924894863,220644.25,171825.29352500002,-48818.956474999984,19051.910382600003,354625.29352500004
subset/demand_180d/useful/038005,demand_180d,useful,subset_038005,False,52,259678.40000000002,95069.2872046923,-164609.1127953077,-0.6338960529459042,174535.25308857692,0.6721207966799584,-0.11509080924894863,220644.25,171825.29352500002,-48818.956474999984,19051.910382600003,354625.29352500004
subset/target_stock/useful/038005+734545,target_stock,useful,subset_038005+734545,False,52,259678.40000000002,84546.88394934616,-175131.51605065382,-0.6744169559372432,175131.51605065382,0.6744169559372432,-0.30887988741070754,220644.25,172525.08156500003,-48119.16843499997,62920.62641170001,176095.59975392002
subset/target_stock/useful/038005+344135,target_stock,useful,subset_038005+344135,False,52,259678.40000000002,84231.55886965385,-175446.84113034618,-0.6756312466895443,175446.84113034618,0.6756312466895443,-0.3077555071703345,220644.25,171825.29352500002,-48818.956474999984,62329.859419700006,172417.98119392002
safety_plus_coverage/useful/exclude_734545/direct_only,safety_plus_coverage,useful,exclude_734545,False,52,259678.40000000002,88175.55343030504,-171502.846569695,-0.6604432504578547,177329.15665701032,0.682879887803569,-0.27908929976057695,220644.25,228503.1987117,7858.94871170001,39191.09225854617,298171.7487117
subset/safety_plus_coverage/useful/038005+042342+333362+344135+708073,safety_plus_coverage,useful,subset_038005+042342+333362+344135+708073,False,52,259678.40000000002,88175.55343030504,-171502.846569695,-0.6604432504578547,177329.15665701032,0.682879887803569,-0.27908929976057695,220644.25,228503.1987117,7858.94871170001,39191.09225854617,298171.7487117
safety_plus_coverage/useful/all_components/direct_only,safety_plus_coverage,useful,all_components,False,52,259678.40000000002,88714.60965113755,-170963.79034886244,-0.6583673896206323,177357.05984785862,0.6829873406793118,-0.2792090642480769,220644.25,229202.98675170002,8558.736751700024,39199.79920385617,300746.0817037
safety_plus_coverage/useful/nonzero_direct_items/direct_only,safety_plus_coverage,useful,nonzero_direct_items,False,52,259678.40000000002,88714.60965113755,-170963.79034886244,-0.6583673896206323,177357.05984785862,0.6829873406793118,-0.2792090642480769,220644.25,229202.98675170002,8558.736751700024,39199.79920385617,300746.0817037
safety_plus_coverage/useful/nonzero_direct_items/with_internal,safety_plus_coverage,useful,nonzero_direct_items,True,52,259678.40000000002,88714.60965113755,-170963.79034886244,-0.6583673896206323,177357.05984785862,0.6829873406793118,-0.2792090642480769,220644.25,229202.98675170002,8558.736751700024,39199.79920385617,300746.0817037
subset/safety_plus_coverage/useful/038005+042342+333362+344135+708073+734545,safety_plus_coverage,useful,subset_038005+042342+333362+344135+708073+734545,False,52,259678.40000000002,88714.60965113755,-170963.79034886244,-0.6583673896206323,177357.05984785862,0.6829873406793118,-0.2792090642480769,220644.25,229202.98675170002,8558.736751700024,39199.79920385617,300746.0817037
subset/safety_plus_coverage/useful/038005+042342+333362+708073,safety_plus_coverage,useful,subset_038005+042342+333362+708073,False,52,259678.40000000002,88080.08641375079,-171598.3135862492,-0.6608108860276757,177424.6236735646,0.6832475233733903,-0.27925822982350745,220644.25,228503.1987117,7858.94871170001,39172.81582836,298171.7487117
safety_plus_coverage/useful/exclude_344135/direct_only,safety_plus_coverage,useful,exclude_344135,False,52,259678.40000000002,88619.14263458327,-171059.2573654167,-0.6587350251904536,177452.52686441288,0.683354976249133,-0.2793758265300213,220644.25,229202.98675170002,8558.736751700024,39181.522773669996,300746.0817037
subset/safety_plus_coverage/useful/038005+042342+333362+708073+734545,safety_plus_coverage,useful,subset_038005+042342+333362+708073+734545,False,52,259678.40000000002,88619.14263458327,-171059.2573654167,-0.6587350251904536,177452.52686441288,0.683354976249133,-0.2793758265300213,220644.25,229202.98675170002,8558.736751700024,39181.522773669996,300746.0817037
target_stock/useful/only_038005/direct_only,target_stock,useful,only_038005,False,52,259678.40000000002,81841.55186965385,-177836.84813034616,-0.6848349655972393,177836.84813034616,0.6848349655972393,-0.30941975286294093,220644.25,171825.29352500002,-48818.956474999984,60346.29341970001,172417.98119392002
subset/target_stock/useful/038005,target_stock,useful,subset_038005,False,52,259678.40000000002,81841.55186965385,-177836.84813034616,-0.6848349655972393,177836.84813034616,0.6848349655972393,-0.30941975286294093,220644.25,171825.29352500002,-48818.956474999984,60346.29341970001,172417.98119392002
subset/safety_plus_coverage/immobilized/042342+333362+708073,safety_plus_coverage,immobilized,subset_042342+333362+708073,False,52,259678.40000000002,401161.53863179026,141483.1386317902,0.5448398427893509,178341.5334133287,0.6867784668009688,0.3067594883286375,220644.25,81818.207568,-138826.042432,81818.207568,532650.2032025871
subset/demand_90d/useful/042342+344135+734545,demand_90d,useful,subset_042342+344135+734545,False,52,259678.40000000002,87161.56884432753,-172516.8311556725,-0.664348021074038,179733.4443864417,0.6921386006169234,-0.1759615638138332,220644.25,174737.27920000002,-45906.97079999998,346.9290971256,312753.06720000005
subset/coverage/stock/042342+333362,coverage,stock,subset_042342+333362,False,52,259678.40000000002,438666.32672084623,178987.92672084615,0.6892676738644652,179939.813747,0.6929333119235177,0.2931957342886805,220644.25,212901.61366,-7742.636339999997,212901.61366,544214.922076
subset/demand_180d/stock/042342+333362,demand_180d,stock,subset_042342+333362,False,52,259678.40000000002,438666.32672084623,178987.92672084615,0.6892676738644652,179939.813747,0.6929333119235177,0.2931957342886805,220644.25,212901.61366,-7742.636339999997,212901.61366,544214.922076
subset/demand_90d/stock/042342+333362,demand_90d,stock,subset_042342+333362,False,52,259678.40000000002,438666.32672084623,178987.92672084615,0.6892676738644652,179939.813747,0.6929333119235177,0.2931957342886805,220644.25,212901.61366,-7742.636339999997,212901.61366,544214.922076
subset/max_safety_coverage/stock/042342+333362,max_safety_coverage,stock,subset_042342+333362,False,52,259678.40000000002,438666.32672084623,178987.92672084615,0.6892676738644652,179939.813747,0.6929333119235177,0.2931957342886805,220644.25,212901.61366,-7742.636339999997,212901.61366,544214.922076
subset/safety_plus_coverage/stock/042342+333362,safety_plus_coverage,stock,subset_042342+333362,False,52,259678.40000000002,438666.32672084623,178987.92672084615,0.6892676738644652,179939.813747,0.6929333119235177,0.2931957342886805,220644.25,212901.61366,-7742.636339999997,212901.61366,544214.922076
subset/target_stock/stock/042342+333362,target_stock,stock,subset_042342+333362,False,52,259678.40000000002,438666.32672084623,178987.92672084615,0.6892676738644652,179939.813747,0.6929333119235177,0.2931957342886805,220644.25,212901.61366,-7742.636339999997,212901.61366,544214.922076
subset/demand_90d/useful/042342+344135,demand_90d,useful,subset_042342+344135,False,52,259678.40000000002,85318.87034722361,-174359.52965277637,-0.671444100290114,180503.40026046874,0.6951036368849651,-0.1779012593576934,220644.25,174037.49116,-46606.758839999995,234.982673874,306637.49116000003
subset/coverage/immobilized/042342+333362,coverage,immobilized,subset_042342+333362,False,52,259678.40000000002,400379.0852468562,140700.68524685616,0.5418266796424198,180794.0870207023,0.696223047510699,0.30050494184383403,220644.25,73407.189388,-147237.060612,73407.189388,528199.106299277
subset/demand_90d/useful/042342+734545,demand_90d,useful,subset_042342+734545,False,52,259678.40000000002,85934.13577433808,-173744.26422566196,-0.66907476411462,180960.87745643116,0.6968653436575054,-0.1788939853707666,220644.25,174737.27920000002,-45906.97079999998,111.9464232516,312753.06720000005
subset/safety_plus_coverage/immobilized/042342+333362+344135+708073,safety_plus_coverage,immobilized,subset_042342+333362+344135+708073,False,52,259678.40000000002,404240.48711523594,144562.08711523592,0.5566966182602631,181420.4818967744,0.6986352422718809,0.308242100164269,220644.25,81818.207568,-138826.042432,81818.207568,537042.9679867432
demand_90d/useful/only_042342/direct_only,demand_90d,useful,only_042342,False,52,259678.40000000002,84091.43727723417,-175586.9627227658,-0.6761708433306959,181730.83333045815,0.6998303799255469,-0.18086883937399206,220644.25,174037.49116,-46606.758839999995,0.0,306637.49116000003
subset/demand_90d/useful/042342,demand_90d,useful,subset_042342,False,52,259678.40000000002,84091.43727723417,-175586.9627227658,-0.6761708433306959,181730.83333045815,0.6998303799255469,-0.18086883937399206,220644.25,174037.49116,-46606.758839999995,0.0,306637.49116000003
subset/safety_plus_coverage/immobilized/042342+333362+708073+734545,safety_plus_coverage,immobilized,subset_042342+333362+708073+734545,False,52,259678.40000000002,405378.38403372694,145699.98403372694,0.5610785650008893,181849.21237557314,0.700286247818737,0.30457416343852406,220644.25,81818.207568,-138826.042432,81818.207568,537160.106949397
subset/coverage/stock/042342+333362+344135,coverage,stock,subset_042342+333362+344135,False,52,259678.40000000002,441840.74222084624,182162.34222084616,0.7014920849051987,183114.22924700004,0.7051577229642513,0.29602161061574167,220644.25,212901.61366,-7742.636339999997,212901.61366,548763.9860759999
subset/demand_180d/stock/042342+333362+344135,demand_180d,stock,subset_042342+333362+344135,False,52,259678.40000000002,441840.74222084624,182162.34222084616,0.7014920849051987,183114.22924700004,0.7051577229642513,0.29602161061574167,220644.25,212901.61366,-7742.636339999997,212901.61366,548763.9860759999
subset/demand_90d/stock/042342+333362+344135,demand_90d,stock,subset_042342+333362+344135,False,52,259678.40000000002,441840.74222084624,182162.34222084616,0.7014920849051987,183114.22924700004,0.7051577229642513,0.29602161061574167,220644.25,212901.61366,-7742.636339999997,212901.61366,548763.9860759999
subset/max_safety_coverage/stock/042342+333362+344135,max_safety_coverage,stock,subset_042342+333362+344135,False,52,259678.40000000002,441840.74222084624,182162.34222084616,0.7014920849051987,183114.22924700004,0.7051577229642513,0.29602161061574167,220644.25,212901.61366,-7742.636339999997,212901.61366,548763.9860759999
subset/safety_plus_coverage/stock/042342+333362+344135,safety_plus_coverage,stock,subset_042342+333362+344135,False,52,259678.40000000002,441840.74222084624,182162.34222084616,0.7014920849051987,183114.22924700004,0.7051577229642513,0.29602161061574167,220644.25,212901.61366,-7742.636339999997,212901.61366,548763.9860759999
subset/target_stock/stock/042342+333362+344135,target_stock,stock,subset_042342+333362+344135,False,52,259678.40000000002,441840.74222084624,182162.34222084616,0.7014920849051987,183114.22924700004,0.7051577229642513,0.29602161061574167,220644.25,212901.61366,-7742.636339999997,212901.61366,548763.9860759999
safety_plus_coverage/useful/exclude_708073/direct_only,safety_plus_coverage,useful,exclude_708073,False,52,259678.40000000002,76734.1166487639,-182944.28335123608,-0.7045032754023287,183861.29530060917,0.7080346124306417,-0.2763447073163753,220644.25,200540.50573170002,-20103.744268299983,31879.88186893617,272083.6006837
subset/safety_plus_coverage/useful/038005+042342+333362+344135+734545,safety_plus_coverage,useful,subset_038005+042342+333362+344135+734545,False,52,259678.40000000002,76734.1166487639,-182944.28335123608,-0.7045032754023287,183861.29530060917,0.7080346124306417,-0.2763447073163753,220644.25,200540.50573170002,-20103.744268299983,31879.88186893617,272083.6006837
subset/coverage/immobilized/042342+333362+344135,coverage,immobilized,subset_042342+333362+344135,False,52,259678.40000000002,403458.0337303019,143779.6337303019,0.5536834551133321,183873.03550414805,0.7080798229816112,0.3020394640293056,220644.25,73407.189388,-147237.060612,73407.189388,532591.8710834333
subset/safety_plus_coverage/useful/038005+042342+333362+734545,safety_plus_coverage,useful,subset_038005+042342+333362+734545,False,52,259678.40000000002,76638.64963220962,-183039.7503677904,-0.7048709109721502,183956.76231716346,0.708402248000463,-0.27653439448353967,220644.25,200540.50573170002,-20103.744268299983,31861.60543875,272083.6006837
subset/safety_plus_coverage/useful/038005+042342+333362+344135,safety_plus_coverage,useful,subset_038005+042342+333362+344135,False,52,259678.40000000002,76195.0604279314,-183483.3395720686,-0.7065791362395508,184301.33871405706,0.7097291831513789,-0.2761637562871713,220644.25,199840.71769170003,-20803.532308299968,31871.17492362617,269509.2676917
subset/coverage/immobilized/042342+333362+734545,coverage,immobilized,subset_042342+333362+734545,False,52,259678.40000000002,404595.93064879294,144917.53064879292,0.5580654018539583,184301.7659829468,0.7097308285284674,0.2983987535678714,220644.25,73407.189388,-147237.060612,73407.189388,532709.0100460871
subset/safety_plus_coverage/useful/038005+042342+333362,safety_plus_coverage,useful,subset_038005+042342+333362,False,52,259678.40000000002,76099.59341137714,-183578.8065886229,-0.7069467718093722,184396.80573061135,0.7100968187212002,-0.27635624966382843,220644.25,199840.71769170003,-20803.532308299968,31852.89849344,269509.2676917
safety_plus_coverage/useful/exclude_038005/direct_only,safety_plus_coverage,useful,exclude_038005,False,52,259678.40000000002,75175.91540605812,-184502.48459394186,-0.7105037792667462,184502.48459394186,0.7105037792667462,-0.2679113140349663,220644.25,168856.69333200002,-51787.556667999976,37400.00071041617,240399.788284
subset/safety_plus_coverage/useful/042342+333362+344135+708073+734545,safety_plus_coverage,useful,subset_042342+333362+344135+708073+734545,False,52,259678.40000000002,75175.91540605812,-184502.48459394186,-0.7105037792667462,184502.48459394186,0.7105037792667462,-0.2679113140349663,220644.25,168856.69333200002,-51787.556667999976,37400.00071041617,240399.788284
subset/coverage/stock/042342+333362+734545,coverage,stock,subset_042342+333362+734545,False,52,259678.40000000002,443422.22834361537,183743.8283436154,0.7075822569132257,184536.91567438465,0.7106363705043802,0.28968286618161315,220644.25,213601.40170000002,-7042.848299999983,213601.40170000002,548859.450692
subset/demand_180d/stock/042342+333362+734545,demand_180d,stock,subset_042342+333362+734545,False,52,259678.40000000002,443422.22834361537,183743.8283436154,0.7075822569132257,184536.91567438465,0.7106363705043802,0.28968286618161315,220644.25,213601.40170000002,-7042.848299999983,213601.40170000002,548859.450692
subset/demand_90d/stock/042342+333362+734545,demand_90d,stock,subset_042342+333362+734545,False,52,259678.40000000002,443422.22834361537,183743.8283436154,0.7075822569132257,184536.91567438465,0.7106363705043802,0.28968286618161315,220644.25,213601.40170000002,-7042.848299999983,213601.40170000002,548859.450692
subset/max_safety_coverage/stock/042342+333362+734545,max_safety_coverage,stock,subset_042342+333362+734545,False,52,259678.40000000002,443422.22834361537,183743.8283436154,0.7075822569132257,184536.91567438465,0.7106363705043802,0.28968286618161315,220644.25,213601.40170000002,-7042.848299999983,213601.40170000002,548859.450692
subset/safety_plus_coverage/stock/042342+333362+734545,safety_plus_coverage,stock,subset_042342+333362+734545,False,52,259678.40000000002,443422.22834361537,183743.8283436154,0.7075822569132257,184536.91567438465,0.7106363705043802,0.28968286618161315,220644.25,213601.40170000002,-7042.848299999983,213601.40170000002,548859.450692
subset/target_stock/stock/042342+333362+734545,target_stock,stock,subset_042342+333362+734545,False,52,259678.40000000002,443422.22834361537,183743.8283436154,0.7075822569132257,184536.91567438465,0.7106363705043802,0.28968286618161315,220644.25,213601.40170000002,-7042.848299999983,213601.40170000002,548859.450692
subset/safety_plus_coverage/useful/042342+333362+708073+734545,safety_plus_coverage,useful,subset_042342+333362+708073+734545,False,52,259678.40000000002,75080.44838950386,-184597.9516104961,-0.7108714148365674,184597.9516104961,0.7108714148365674,-0.26816436221732654,220644.25,168856.69333200002,-51787.556667999976,37381.724280229995,240399.788284
safety_plus_coverage/immobilized/exclude_038005/direct_only,safety_plus_coverage,immobilized,exclude_038005,False,52,259678.40000000002,408457.33251717273,148778.93251717268,0.5729353404718015,184928.16085901883,0.7121430232896491,0.30607181589781285,220644.25,81818.207568,-138826.042432,81818.207568,541552.8717335532
subset/safety_plus_coverage/immobilized/042342+333362+344135+708073+734545,safety_plus_coverage,immobilized,subset_042342+333362+344135+708073+734545,False,52,259678.40000000002,408457.33251717273,148778.93251717268,0.5729353404718015,184928.16085901883,0.7121430232896491,0.30607181589781285,220644.25,81818.207568,-138826.042432,81818.207568,541552.8717335532
subset/safety_plus_coverage/useful/042342+333362+344135+708073,safety_plus_coverage,useful,subset_042342+333362+344135+708073,False,52,259678.40000000002,74636.85918522562,-185041.5408147744,-0.7125796401039686,185041.5408147744,0.7125796401039686,-0.267499982376825,220644.25,168156.905292,-52487.34470799999,37391.293765106166,237825.45529200003
subset/safety_plus_coverage/useful/042342+333362+708073,safety_plus_coverage,useful,subset_042342+333362+708073,False,52,259678.40000000002,74541.39216867137,-185137.00783132866,-0.7129472756737898,185137.00783132866,0.7129472756737898,-0.26775801238112196,220644.25,168156.905292,-52487.34470799999,37373.01733492,237825.45529200003
subset/max_safety_coverage/useful/038005+333362+344135+708073,max_safety_coverage,useful,subset_038005+333362+344135+708073,False,52,259678.40000000002,84101.36832914548,-175577.03167085454,-0.676132599672728,185228.462528573,0.7132994601344316,-0.2883560971848241,220644.25,241378.674625,20734.424625000014,39414.24251316228,311639.91229392
subset/max_safety_coverage/useful/038005+333362+708073,max_safety_coverage,useful,subset_038005+333362+708073,False,52,259678.40000000002,83964.9868769252,-175713.4131230748,-0.6766577933439007,185364.84398079326,0.7138246538056043,-0.2885581668105176,220644.25,241378.674625,20734.424625000014,39349.978894839995,311639.91229392
max_safety_coverage/useful/exclude_042342/direct_only,max_safety_coverage,useful,exclude_042342,False,52,259678.40000000002,84841.77591847832,-174836.62408152164,-0.6732813514005078,185598.7343207786,0.7147253461234303,-0.2881778490422343,220644.25,242078.46266500003,21434.21266500003,39470.66098187952,315317.53085392003
subset/max_safety_coverage/useful/038005+333362+344135+708073+734545,max_safety_coverage,useful,subset_038005+333362+344135+708073+734545,False,52,259678.40000000002,84841.77591847832,-174836.62408152164,-0.6732813514005078,185598.7343207786,0.7147253461234303,-0.2881778490422343,220644.25,242078.46266500003,21434.21266500003,39470.66098187952,315317.53085392003
subset/max_safety_coverage/useful/038005+333362+708073+734545,max_safety_coverage,useful,subset_038005+333362+708073+734545,False,52,259678.40000000002,84705.39446625806,-174973.00553374193,-0.6738065450716807,185735.11577299886,0.7152505397946031,-0.28837710226490815,220644.25,242078.46266500003,21434.21266500003,39406.39736355724,315317.53085392003
subset/max_safety_coverage/immobilized/042342+333362+708073,max_safety_coverage,immobilized,subset_042342+333362+708073,False,52,259678.40000000002,407866.9702507786,148188.57025077872,0.5706619043046273,185826.49487077876,0.7156024331279719,0.3120816235536539,220644.25,79791.42998799999,-140852.820012,79791.42998799999,544092.1339017199
subset/coverage/immobilized/042342+333362+344135+734545,coverage,immobilized,subset_042342+333362+344135+734545,False,52,259678.40000000002,407674.87913223857,147996.4791322386,0.5699221773248703,187380.7144663925,0.7215876039993796,0.2999464326465506,220644.25,73407.189388,-147237.060612,73407.189388,537101.7748302432
subset/coverage/stock/042342+333362+344135+734545,coverage,stock,subset_042342+333362+344135+734545,False,52,259678.40000000002,446596.6438436153,186918.2438436154,0.7198066679539592,187711.33117438466,0.7228607815451137,0.2925642851558519,220644.25,213601.40170000002,-7042.848299999983,213601.40170000002,553408.514692
subset/demand_180d/stock/042342+333362+344135+734545,demand_180d,stock,subset_042342+333362+344135+734545,False,52,259678.40000000002,446596.6438436153,186918.2438436154,0.7198066679539592,187711.33117438466,0.7228607815451137,0.2925642851558519,220644.25,213601.40170000002,-7042.848299999983,213601.40170000002,553408.514692
subset/demand_90d/stock/042342+333362+344135+734545,demand_90d,stock,subset_042342+333362+344135+734545,False,52,259678.40000000002,446596.6438436153,186918.2438436154,0.7198066679539592,187711.33117438466,0.7228607815451137,0.2925642851558519,220644.25,213601.40170000002,-7042.848299999983,213601.40170000002,553408.514692
subset/max_safety_coverage/stock/042342+333362+344135+734545,max_safety_coverage,stock,subset_042342+333362+344135+734545,False,52,259678.40000000002,446596.6438436153,186918.2438436154,0.7198066679539592,187711.33117438466,0.7228607815451137,0.2925642851558519,220644.25,213601.40170000002,-7042.848299999983,213601.40170000002,553408.514692
subset/safety_plus_coverage/stock/042342+333362+344135+734545,safety_plus_coverage,stock,subset_042342+333362+344135+734545,False,52,259678.40000000002,446596.6438436153,186918.2438436154,0.7198066679539592,187711.33117438466,0.7228607815451137,0.2925642851558519,220644.25,213601.40170000002,-7042.848299999983,213601.40170000002,553408.514692
subset/target_stock/stock/042342+333362+344135+734545,target_stock,stock,subset_042342+333362+344135+734545,False,52,259678.40000000002,446596.6438436153,186918.2438436154,0.7198066679539592,187711.33117438466,0.7228607815451137,0.2925642851558519,220644.25,213601.40170000002,-7042.848299999983,213601.40170000002,553408.514692
subset/max_safety_coverage/immobilized/042342+333362+344135+708073,max_safety_coverage,immobilized,subset_042342+333362+344135+708073,False,52,259678.40000000002,410905.0042985584,151226.60429855846,0.582361121674188,188864.52891855844,0.7273016504975324,0.31342992640160633,220644.25,79791.42998799999,-140852.820012,79791.42998799999,548417.9133076579
subset/max_safety_coverage/useful/038005+333362+344135+734545,max_safety_coverage,useful,subset_038005+333362+344135+734545,False,52,259678.40000000002,73140.76464924758,-186537.63535075245,-0.7183409761872857,189350.52805009246,0.7291731928804723,-0.28518764464695295,220644.25,211389.20406500003,-9255.045934999973,32290.66098187952,284628.27225392003
subset/max_safety_coverage/useful/038005+333362+344135,max_safety_coverage,useful,subset_038005+333362+344135,False,52,259678.40000000002,72400.3570599147,-187278.0429400853,-0.7211922244595056,189421.94968865608,0.7294482316921856,-0.2853346834992435,220644.25,210689.416025,-9954.833974999987,32234.242513162277,280950.65369392
subset/max_safety_coverage/immobilized/042342+333362+708073+734545,max_safety_coverage,immobilized,subset_042342+333362+708073+734545,False,52,259678.40000000002,411882.4642842151,152204.0642842151,0.5861252390811676,189466.9185226766,0.7296214029456304,0.30985313138443027,220644.25,79791.42998799999,-140852.820012,79791.42998799999,548544.3412760199
subset/max_safety_coverage/useful/038005+333362+734545,max_safety_coverage,useful,subset_038005+333362+734545,False,52,259678.40000000002,73004.38319702729,-186674.01680297268,-0.7188661698584582,189486.9095023127,0.7296983865516449,-0.2854150047718353,220644.25,211389.20406500003,-9255.045934999973,32226.397363557237,284628.27225392003
subset/max_safety_coverage/useful/038005+333362,max_safety_coverage,useful,subset_038005+333362,False,52,259678.40000000002,72263.97560769442,-187414.42439230558,-0.7217174181306784,189558.3311408763,0.7299734253633583,-0.2855657274392219,220644.25,210689.416025,-9954.833974999987,32169.97889484,280950.65369392
subset/demand_90d/useful/038005+344135+708073+734545,demand_90d,useful,subset_038005+344135+708073+734545,False,52,259678.40000000002,89012.47997846066,-170665.9200215393,-0.657220315673307,189620.5589492316,0.7302130594967914,-0.17565875856613147,220644.25,209598.58076500002,-11045.66923499998,14100.445059562799,397814.368765
subset/demand_90d/useful/038005+344135+708073,demand_90d,useful,subset_038005+344135+708073,False,52,259678.40000000002,87169.7814813568,-172508.61851864323,-0.6643163948893832,189994.86051095094,0.7316544637942582,-0.17739801305624303,220644.25,208898.792725,-11745.457274999993,13592.6788449456,391698.79272500006
subset/demand_90d/useful/038005+708073+734545,demand_90d,useful,subset_038005+708073+734545,False,52,259678.40000000002,87785.04690847121,-171893.35309152878,-0.661947058713889,190847.99201922113,0.7349398025373736,-0.17797077377044315,220644.25,209598.58076500002,-11045.66923499998,13522.072494517199,397814.368765
max_safety_coverage/useful/exclude_038005/direct_only,max_safety_coverage,useful,exclude_038005,False,52,259678.40000000002,68712.74959123597,-190965.65040876405,-0.7353928952456732,190965.65040876405,0.7353928952456732,-0.2852185920900904,220644.25,170883.47091200002,-49760.77908799998,37271.64767916013,243529.85143200002
subset/max_safety_coverage/useful/042342+333362+344135+708073+734545,max_safety_coverage,useful,subset_042342+333362+344135+708073+734545,False,52,259678.40000000002,68712.74959123597,-190965.65040876405,-0.7353928952456732,190965.65040876405,0.7353928952456732,-0.2852185920900904,220644.25,170883.47091200002,-49760.77908799998,37271.64767916013,243529.85143200002
subset/max_safety_coverage/useful/042342+333362+708073+734545,max_safety_coverage,useful,subset_042342+333362+708073+734545,False,52,259678.40000000002,68576.36813901569,-191102.03186098428,-0.7359180889168458,191102.03186098428,0.7359180889168458,-0.2855183820447138,220644.25,170883.47091200002,-49760.77908799998,37245.53849317816,243529.85143200002
subset/demand_90d/useful/038005+708073,demand_90d,useful,subset_038005+708073,False,52,259678.40000000002,85942.3484113673,-173736.05158863266,-0.6690431379299651,191222.2935809404,0.7363812068348402,-0.1797299142811518,220644.25,208898.792725,-11745.457274999993,13014.3062799,391698.79272500006
subset/max_safety_coverage/useful/042342+333362+344135+708073,max_safety_coverage,useful,subset_042342+333362+344135+708073,False,52,259678.40000000002,67972.34200190312,-191706.0579980969,-0.7382441435178931,191706.0579980969,0.7382441435178931,-0.28538777809273846,220644.25,170183.68287200003,-50460.567127999966,37259.20918598197,239852.23287200002
demand_90d/useful/exclude_333362/direct_only,demand_90d,useful,exclude_333362,False,52,259678.40000000002,173103.91725569483,-86574.48274430516,-0.33339115900400323,191765.62163853596,0.7384735181614487,-0.18158026495467236,220644.25,383636.071925,162991.821925,25286.1327347256,704451.8599250001
