time,FINAL TIME,INITIAL TIME,SAVEPER,TIME STEP,Supply Rate,Production Rate,Adjusted Supply Rate,Recycled Materials,Buffer Size,Processing Time 1,Processing Time 2,Processing Time 3,Processing Time 4,Processing Time 5,Processing Time 6,Processing Time 7,Carbon Emissions Rate 1,Carbon Emissions Rate 2,Carbon Emissions Rate 3,Carbon Emissions Rate 4,Carbon Emissions Rate 5,Carbon Emissions Rate 6,Carbon Emissions Rate 7,Recycling Rate,Carbon Emissions Supply,Carbon Emissions Supply with Recycling,Carbon Emissions 1,Carbon Emissions 2,Carbon Emissions 3,Carbon Emissions 4,Carbon Emissions 5,Carbon Emissions 6,Carbon Emissions 7,Inventory 1,Inventory 2,Inventory 3,Inventory 4,Inventory 5,Inventory 6,Inventory 7
7.375,30,0,0.125,0.125,15,15,10,20.641882983137403,50,0.8701320808348956,1.1450158430615935,0.9687265141813552,1.0404534754502885,1.1330638133737911,0.9092763763368756,0.9748795882193902,0.5,0.6,0.7,0.8,0.9,1.0,1.1,0.2,221.25,177.0,27.65625,33.1875,38.71875,44.25,49.78125,55.3125,60.84375,103.18617115229466,103.24753377729691,103.23322254113428,103.29143742422589,103.36301434859479,103.31734606564066,103.209414915687
7.5,30,0,0.125,0.125,15,15,10,20.992510993431917,50,0.8489626658844109,0.8872699102916778,1.112055074425123,1.0403406920794736,1.0735995876361393,0.8236571412969178,0.8647722414167892,0.5,0.6,0.7,0.8,0.9,1.0,1.1,0.2,225.0,180.0,28.125,33.75,39.375,45.0,50.625,56.25,61.875,104.9524046421903,104.9794067969142,104.9871317268616,105.03638073979461,105.09638137192306,105.07868651859856,104.96255496715958
7.625,30,0,0.125,0.125,15,15,10,21.3458916873965,50,1.06526520121422,0.9281868870040617,0.8097422670056931,0.8353955876315242,1.150093110683326,1.143854069216713,1.0586474708282712,0.5,0.6,0.7,0.8,0.9,1.0,1.1,0.2,228.75,183.0,28.59375,34.3125,40.03125,45.75,51.46875,57.1875,62.90625,106.72128430895475,106.74349805812774,106.72312484255846,106.78133815328468,106.83718142346854,106.85072937593644,106.72945843698248
7.75,30,0,0.125,0.125,15,15,10,21.69442550062579,50,1.1243673374483734,1.1010544544453365,0.943052397429842,1.0916192718743942,1.0184769588577633,0.8668961688556107,0.8035276003529506,0.5,0.6,0.7,0.8,0.9,1.0,1.1,0.2,232.5,186.0,29.0625,34.875,40.6875,46.5,52.3125,58.125,63.9375,108.46312615880298,108.50247469725224,108.49690705918275,108.55191370483074,108.56841978463312,108.58274761728435,108.47212750312895
7.875,30,0,0.125,0.125,15,15,10,22.049337310616966,50,0.9258842849604476,0.94256054993762,0.8309548494202695,1.1446938106781959,0.8143429182361689,0.9124514501727136,1.094055384463541,0.5,0.6,0.7,0.8,0.9,1.0,1.1,0.2,236.25,189.0,29.53125,35.4375,41.34375,47.25,53.15625,59.0625,64.96875,110.19758024162194,110.23984289044657,110.25402550950402,110.29046129584644,110.3161101647759,110.3493855961774,110.24668655308483
8.0,30,0,0.125,0.125,15,15,10,22.396985926005378,50,0.9544488924063904,1.1337506091171623,0.8943782161281774,1.0524890396452646,0.9338510794137593,1.113565703998545,1.0432576664580084,0.5,0.6,0.7,0.8,0.9,1.0,1.1,0.2,240.0,192.0,30.0,36.0,42.0,48.0,54.0,60.0,66.0,111.95684470600187,111.99702282170436,112.02515615332648,112.02237456951167,112.08931729999638,112.1103291649058,111.98492963002688
8.125,30,0,0.125,0.125,15,15,10,22.745904484343928,50,0.9151494497854399,1.1248798260874056,0.8800602294001815,1.0303289339132227,0.8845351629842186,0.8138173028767259,1.0132165708624963,0.5,0.6,0.7,0.8,0.9,1.0,1.1,0.2,243.75,195.0,30.46875,36.5625,42.65625,48.75,54.84375,60.9375,67.03125,113.71253859445108,113.73030399556471,113.78835887631045,113.76581343955601,113.84758591506966,113.84613345190598,113.72952242171964
8.25,30,0,0.125,0.125,15,15,10,23.095574070072367,50,1.1178732259103523,1.1990760582478364,1.1870096475490142,0.8495019267130927,0.9508700451427967,1.1660806190441388,0.99759069857257,0.5,0.6,0.7,0.8,0.9,1.0,1.1,0.2,247.5,198.0,30.9375,37.125,43.3125,49.5,55.6875,61.875,68.0625,115.4731449132279,115.46469401730378,115.55335134763543,115.51202232281686,115.61201901969663,115.6194062890464,115.47787035036183
8.375,30,0,0.125,0.125,15,15,10,23.445634302608052,50,0.9500667857496087,0.920710343439508,0.9892433847382527,1.1466496381967104,0.8708910552278846,0.8622291687249701,1.0344433409481095,0.5,0.6,0.7,0.8,0.9,1.0,1.1,0.2,251.25,201.0,31.40625,37.6875,43.96875,50.25,56.53125,62.8125,69.09375,117.2084107599891,117.18980951002281,117.2799751416918,117.28083458197773,117.36816026405378,117.34864621166588,117.22817151304025
8.5,30,0,0.125,0.125,15,15,10,23.794773219084348,50,1.064540631257165,0.8314746818693916,0.948949992352185,0.9618572837178301,1.1428384807441772,1.0864825006186867,0.91346834322947,0.5,0.6,0.7,0.8,0.9,1.0,1.1,0.2,255.0,204.0,31.875,38.25,44.625,51.0,57.375,63.75,70.125,118.9646524117704,118.94972071709287,119.03131971859952,119.01250337720315,119.1342988821503,119.11586756557526,118.97386609542174
8.625,30,0,0.125,0.125,15,15,10,24.14693651050361,50,1.1083922823448065,0.9377224825237814,1.1177097449671995,1.0952311671117028,0.9566285148725149,0.8806129750254823,0.8425712726860731,0.5,0.6,0.7,0.8,0.9,1.0,1.1,0.2,258.75,207.0,32.34375,38.8125,45.28125,51.75,58.21875,64.6875,71.15625,120.70658483286326,120.7207863818592,120.7877009695555,120.76727121673842,120.86644407205728,120.85505725299792,120.73468255251805
8.75,30,0,0.125,0.125,15,15,10,24.50087222868646,50,1.0274260736169096,0.8244542505125103,0.9550021250558134,0.8908126928021011,1.0744349925978578,0.8026902055104055,0.9579419150465844,0.5,0.6,0.7,0.8,0.9,1.0,1.1,0.2,262.5,210.0,32.8125,39.375,45.9375,52.5,59.0625,65.625,72.1875,122.44303579757016,122.47857107154373,122.5229872514346,122.50536732084946,122.62186550769822,122.61998063111974,122.50436114343229
8.875,30,0,0.125,0.125,15,15,10,24.851923680810295,50,0.8956816084345096,0.9970455821419977,1.042920452508381,1.1691235566164562,0.9859823338305422,0.8438703234298764,0.9150040714401091,0.5,0.6,0.7,0.8,0.9,1.0,1.1,0.2,266.25,213.0,33.28125,39.9375,46.59375,53.25,59.90625,66.5625,73.21875,124.18960753836805,124.25051429022966,124.27861198580263,124.2690157342492,124.36256113362349,124.39464435543094,124.25961840405147
9.0,30,0,0.125,0.125,15,15,10,25.204048579024292,50,1.1086990802480317,1.048257956955846,0.9269318252234076,1.1408847878851582,1.0380637552179128,0.8523394545793274,0.9008052060399081,0.5,0.6,0.7,0.8,0.9,1.0,1.1,0.2,270.0,216.0,33.75,40.5,47.25,54.0,60.75,67.5,74.25,125.95264733731373,126.0008835924619,126.02324692923908,125.99787528967214,126.11431334189467,126.1641605650022,126.02024289512146
9.125,30,0,0.125,0.125,15,15,10,25.556528448873294,50,0.8974692620601112,0.981268574095908,1.1597960736085904,1.1460837035522313,1.1043275271286916,1.13273855661539,1.1472672450591825,0.5,0.6,0.7,0.8,0.9,1.0,1.1,0.2,273.75,219.0,34.21875,41.0625,47.90625,54.75,61.59375,68.4375,75.28125,127.68905995228273,127.74485134784243,127.78238045108615,127.73026469118649,127.85955537249244,127.93261813317979,127.78264224436647
9.25,30,0,0.125,0.125,15,15,10,25.902846767746816,50,0.8506801849992526,0.9989958939516761,1.1541717385846222,0.9414507777231006,0.8690776346825162,1.1453728005693786,0.834602612565152,0.5,0.6,0.7,0.8,0.9,1.0,1.1,0.2,277.5,222.0,34.6875,41.625,48.5625,55.5,62.4375,69.375,76.3125,129.45187629452522,129.49719277608042,129.51240594188508,129.46200422824245,129.59651443160135,129.66602581360286,129.51423383873407
9.375,30,0,0.125,0.125,15,15,10,26.25698170243269,50,0.8889526689601815,1.1521313980671104,1.1464060193517607,1.1416796603487884,1.000130631867582,1.1857100832665473,0.8938908345091291,0.5,0.6,0.7,0.8,0.9,1.0,1.1,0.2,281.25,225.0,35.15625,42.1875,49.21875,56.25,63.28125,70.3125,77.34375,131.22054127140032,131.24731828933648,131.243134474562,131.21932288102707,131.36287972726603,131.39785421353167,131.28490851216344
9.5,30,0,0.125,0.125,15,15,10,26.60963443156996,50,0.8636454833825532,1.0665921362387571,1.0910528828569555,1.114494723234862,1.0307876479979736,1.0863417771738706,0.9463085715290103,0.5,0.6,0.7,0.8,0.9,1.0,1.1,0.2,285.0,228.0,35.625,42.75,49.875,57.0,64.125,71.25,78.375,132.9844221877803,132.9783018645781,132.97483372214302,132.95161292348348,133.1128633982826,133.12464045312336,133.0481721578498
9.625,30,0,0.125,0.125,15,15,10,26.960976717281735,50,0.8838652844059033,1.068628452769599,1.0068326810368435,1.1447852149902387,0.9728657059769676,0.9729222375294302,0.9878492635606291,0.5,0.6,0.7,0.8,0.9,1.0,1.1,0.2,288.75,231.0,36.09375,43.3125,50.53125,57.75,64.96875,72.1875,79.40625,134.7514665023575,134.71997784754825,134.7134521117859,134.68730108307912,134.85901494228284,134.86384773097663,134.80488358640866
9.75,30,0,0.125,0.125,15,15,10,27.31128048569272,50,1.0285854558748608,1.1510376147343389,0.8662817663281082,1.1171231501542656,0.8349756916989072,0.930245120975935,0.8140337035709508,0.5,0.6,0.7,0.8,0.9,1.0,1.1,0.2,292.5,234.0,36.5625,43.875,51.1875,58.5,65.8125,73.125,80.4375,136.51598334180676,136.46139929095204,136.46259802665628,136.41920293120535,136.6124067290357,136.61723245128545,136.5564024284636
9.875,30,0,0.125,0.125,15,15,10,27.66592964310345,50,1.127995129611441,0.9570778932327142,0.9986315717057516,0.9167573797482585,0.868105486103693,0.881388101145667,1.0865189511080153,0.5,0.6,0.7,0.8,0.9,1.0,1.1,0.2,296.25,237.0,37.03125,44.4375,51.84375,59.25,66.65625,74.0625,81.46875,138.2624101598224,138.19251958911025,138.22931280586528,138.15456253743608,138.38303476757335,138.37595181116345,138.32964821551724
10.0,30,0,0.125,0.125,15,15,10,28.013766669325747,50,0.8989286317598633,1.1420147583854625,0.9261062072236842,1.1530218680479263,0.9527126626126716,1.113884728213869,0.8562704562555455,0.5,0.6,0.7,0.8,0.9,1.0,1.1,0.2,300.0,240.0,37.5,45.0,52.5,60.0,67.5,75.0,82.5,139.99641076862096,139.94788485245616,139.97948385940205,139.91496786496754,140.14952158181038,140.14077829852025,140.06883334662874
10.125,30,0,0.125,0.125,15,15,10,28.36735990791936,50,1.1271512257830905,0.9542754134497695,0.9079506895224846,0.9222022171737714,1.0820958675413759,0.9474957211841265,1.1377788176648465,0.5,0.6,0.7,0.8,0.9,1.0,1.1,0.2,303.75,243.0,37.96875,45.5625,53.15625,60.75,68.34375,75.9375,83.53125,141.75904468965098,141.680133007658,141.7387205834991,141.64584013146154,141.9054324989838,141.8765427074935,141.8367995395968
10.25,30,0,0.125,0.125,15,15,10,28.713915437477738,50,1.039355038628517,0.9387323810945634,0.9953029545858744,0.9565492953916812,1.061213816403325,0.9872337440434813,0.9703886607651315,0.5,0.6,0.7,0.8,0.9,1.0,1.1,0.2,307.5,246.0,38.4375,46.125,53.8125,61.5,69.1875,76.875,84.5625,143.4931507864281,143.43584858097677,143.50022674730877,143.40556485431483,143.64517051554114,143.6331057423455,143.5695771873887
10.375,30,0,0.125,0.125,15,15,10,29.064655720958612,50,0.938974555271443,1.171593395853748,0.8917974401023933,0.8309032865200605,1.0988770993062502,1.0203145771936764,0.9662738842665893,0.5,0.6,0.7,0.8,0.9,1.0,1.1,0.2,311.25,249.0,38.90625,46.6875,54.46875,62.25,70.03125,77.8125,85.59375,145.2382314065995,145.19350703333996,145.25081387798554,145.16099619239088,145.38751878849072,145.38470152434004,145.32327860479305
10.5,30,0,0.125,0.125,15,15,10,29.415498873851945,50,0.872697697926066,1.0623140316510924,0.8874167152552023,0.9585807606037088,1.1663814963162644,0.8613453790702938,1.118845507779914,0.5,0.6,0.7,0.8,0.9,1.0,1.1,0.2,315.0,252.0,39.375,47.25,55.125,63.0,70.875,78.75,86.625,146.99585958719058,146.92205785885824,147.01433919797273,146.9321332815759,147.12515915107744,147.13216220219084,147.0774943692597
10.625,30,0,0.125,0.125,15,15,10,29.762527736157445,50,0.8250662192110293,1.1035940394912167,1.1929531490541847,1.1869001966315063,0.8956114017182021,1.0084848416910754,1.0910635850947579,0.5,0.6,0.7,0.8,0.9,1.0,1.1,0.2,318.75,255.0,39.84375,47.8125,55.78125,63.75,71.71875,79.6875,87.65625,148.76177237494983,148.66426860490185,148.77841210856582,148.6873106865004,148.8543614640379,148.89949402980704,148.81263868078722
10.75,30,0,0.125,0.125,15,15,10,30.110251146530075,50,0.8970223706852762,1.0003182134644044,0.8355597205002836,1.096830977236157,1.1057280203097148,0.9082685402906518,0.8057108943037601,0.5,0.6,0.7,0.8,0.9,1.0,1.1,0.2,322.5,258.0,40.3125,48.375,56.4375,64.5,72.5625,80.625,88.6875,150.53363909754844,150.40131934996543,150.50429296493405,150.41394816192147,150.61741003882312,150.64843342459565,150.55125573265036
10.875,30,0,0.125,0.125,15,15,10,30.46510837417248,50,0.8537658516183605,0.8123835721750546,1.1745050453145907,1.1264638105257738,0.9824560557730329,1.1522908751939074,0.9093452414650068,0.5,0.6,0.7,0.8,0.9,1.0,1.1,0.2,326.25,261.0,40.78125,48.9375,57.09375,65.25,73.40625,81.5625,89.71875,152.29651130121277,152.15127957328238,152.27484799987153,152.15184428976696,152.3541940362844,152.40989985705932,152.3255418708624
11.0,30,0,0.125,0.125,15,15,10,30.817374743135858,50,1.1048027386151347,0.9240658394742467,1.1452810740250075,1.115591991726125,0.8900201603326754,0.8686785929665778,1.0226904871057225,0.5,0.6,0.7,0.8,0.9,1.0,1.1,0.2,330.0,264.0,41.25,49.5,57.75,66.0,74.25,82.5,90.75,154.06479056976048,153.9247316267605,154.0030348692072,153.88603631345123,154.10638702931277,154.14086349766006,154.08687371567927
11.125,30,0,0.125,0.125,15,15,10,31.166807480958212,50,1.0035324551553924,0.8383821331912198,0.879893877826869,1.0414243375269012,1.1092924752934432,1.074795157072903,1.1319815052962634,0.5,0.6,0.7,0.8,0.9,1.0,1.1,0.2,333.75,267.0,41.71875,50.0625,58.40625,66.75,75.09375,83.4375,91.78125,155.8016902274336,155.6842233968262,155.73487473495408,155.62158731448545,155.8701345092712,155.90727867353925,155.83403740479105
11.25,30,0,0.125,0.125,15,15,10,31.513507943325806,50,0.9767362414784946,0.8331046028866238,1.1988286870390725,1.1560876783532468,1.0503969679859129,1.1085068115571408,1.044044885815017,0.5,0.6,0.7,0.8,0.9,1.0,1.1,0.2,337.5,270.0,42.1875,50.625,59.0625,67.5,75.9375,84.375,92.8125,157.55124867053917,157.4544256301773,157.49988800022572,157.3664092722946,157.60647294985952,157.64792927890514,157.56753971662903
11.375,30,0,0.125,0.125,15,15,10,31.86240682118043,50,1.167432103979996,0.9135168002341131,0.8923198639927323,0.9341709783173158,0.915176979083584,0.9055903577201599,0.8967378114768639,0.5,0.6,0.7,0.8,0.9,1.0,1.1,0.2,341.25,273.0,42.65625,51.1875,59.71875,68.25,76.78125,85.3125,93.84375,159.30415664035436,159.22528755481648,159.22503441434583,159.09689831250043,159.35017332886127,159.3843659274605,159.31203410590214
11.5,30,0,0.125,0.125,15,15,10,32.214988375893505,50,0.8148085547705226,1.1670313022604457,1.0567248504649907,0.9168162891805742,1.0827168110146934,1.1829170945352039,0.8719568539848379,0.5,0.6,0.7,0.8,0.9,1.0,1.1,0.2,345.0,276.0,43.125,51.75,60.375,69.0,77.625,86.25,94.875,161.03322762735687,160.9860979547872,160.98849443134674,160.85512694021077,161.11077620647583,161.14616713274546,161.07494187946753
11.625,30,0,0.125,0.125,15,15,10,32.56818945454389,50,1.1456016351481697,0.9482806564291488,0.8303810374092953,0.9308597871351783,1.1559326402135786,1.095729027583753,1.0007290508663165,0.5,0.6,0.7,0.8,0.9,1.0,1.1,0.2,348.75,279.0,43.59375,52.3125,61.03125,69.75,78.46875,87.1875,95.90625,162.80637655801056,162.71521904200463,162.73140382503863,162.6155249040632,162.850436605099,162.87330249592856,162.84094727271943
11.75,30,0,0.125,0.125,15,15,10,32.91817122827223,50,0.9331356531719684,1.016767262154414,0.8143795813421848,1.1927335193329978,1.0242316982782218,0.9888894528920502,0.8379720708423647,0.5,0.6,0.7,0.8,0.9,1.0,1.1,0.2,352.5,282.0,44.0625,52.875,61.6875,70.5,79.3125,88.125,96.9375,164.53817635361705,164.47168395995098,164.50260619536246,164.3741674306713,164.58094502507228,164.6113363674806,164.59085614136114
11.875,30,0,0.125,0.125,15,15,10,33.27222192650117,50,0.8273767441558246,0.9111666000258817,1.1445914543945754,0.9455024558681345,0.9676173490999322,0.8520229380281186,0.816378327748016,0.5,0.6,0.7,0.8,0.9,1.0,1.1,0.2,356.25,285.0,44.53125,53.4375,62.34375,71.25,80.15625,89.0625,97.96875,166.29653439697054,166.21958805218168,166.2758087476947,166.10007574075468,166.3279160627875,166.3627251858691,166.36110963250584
12.0,30,0,0.125,0.125,15,15,10,33.62681246830747,50,0.8358062481957305,0.9451286803697952,1.150764007487177,0.9944600834617116,1.1915949769607308,0.9460186383670739,0.8218876227937754,0.5,0.6,0.7,0.8,0.9,1.0,1.1,0.2,360.0,288.0,45.0,54.0,63.0,72.0,81.0,90.0,99.0,168.06811230395107,167.98069222717845,168.00773481589536,167.85688793377116,168.08196389415,168.13122231861558,168.13406234153734
12.125,30,0,0.125,0.125,15,15,10,33.98126527773763,50,0.9982943296568805,1.100897201527439,1.17449259041295,0.9773063765137098,0.8870781452380173,1.0607897743737063,0.9371555856930475,0.5,0.6,0.7,0.8,0.9,1.0,1.1,0.2,363.75,291.0,45.46875,54.5625,63.65625,72.75,81.84375,90.9375,100.03125,169.8386365229266,169.73755114213222,169.73888931495947,169.60758042333845,169.8080145220299,169.8879699888197,169.90632638868811
12.25,30,0,0.125,0.125,15,15,10,34.332836388095295,50,1.106366168456312,1.0806365190251652,1.000481520399464,0.8055252491413655,0.8361638037082453,0.9912346248387637,1.118046704761411,0.5,0.6,0.7,0.8,0.9,1.0,1.1,0.2,367.5,294.0,45.9375,55.125,64.3125,73.5,82.6875,91.875,101.0625,171.5888497317195,171.4749389919413,171.46707774115785,171.36041712627423,171.57212975387515,171.63037126702298,171.66418194047648
12.375,30,0,0.125,0.125,15,15,10,34.679885220476265,50,1.04526936988533,1.0899375019226354,1.0172319989065817,0.8790683085956249,1.1151059728779213,1.0433666385253224,1.019317123018015,0.5,0.6,0.7,0.8,0.9,1.0,1.1,0.2,371.25,297.0,46.40625,55.6875,64.96875,74.25,83.53125,92.8125,102.09375,173.32555396066246,173.21485942706315,173.21701755110792,173.13472647013157,173.3426092784116,173.38146693891812,173.3994261023813
12.5,30,0,0.125,0.125,15,15,10,35.02940229240081,50,1.1133223754187218,1.1706143525065882,0.9409154111042254,0.9526188336865433,0.8189884612229951,0.9165578361020713,1.0589104610804272,0.5,0.6,0.7,0.8,0.9,1.0,1.1,0.2,375.0,300.0,46.875,56.25,65.625,75.0,84.375,93.75,103.125,175.0698952894268,174.95361723932282,174.9648635512446,174.89984293155712,175.07822103180186,175.12604610910245,175.14701146200406
12.625,30,0,0.125,0.125,15,15,10,35.37792953087381,50,1.091768841007363,1.0697969890883985,0.8534542329920639,1.0868649572016829,1.064138443842151,0.9149911421702196,0.8635976474961768,0.5,0.6,0.7,0.8,0.9,1.0,1.1,0.2,378.75,303.0,47.34375,56.8125,66.28125,75.75,85.21875,94.6875,104.15625,176.80572999249947,176.6822904452595,176.72224912485657,176.6557655773463,176.850847474149,176.88647637958968,176.889647654369
12.75,30,0,0.125,0.125,15,15,10,35.7313395896864,50,1.094206903585388,0.8433570970993782,0.8137947329460548,0.9976605185859612,0.8446667484414703,0.8930499839199275,0.8893737062686007,0.5,0.6,0.7,0.8,0.9,1.0,1.1,0.2,382.5,306.0,47.8125,57.375,66.9375,76.5,86.0625,95.625,105.1875,178.54425888737356,178.42356582162344,178.49056734573256,178.3949074576961,178.5928301686687,178.6471024868184,178.656697948432
12.875,30,0,0.125,0.125,15,15,10,36.08410524702969,50,1.1739774685992765,1.013335590033532,0.9738272309663234,0.9137559085610693,1.106844914542147,1.142691918084016,1.0033676447499138,0.5,0.6,0.7,0.8,0.9,1.0,1.1,0.2,386.25,309.0,48.28125,57.9375,67.59375,77.25,86.90625,96.5625,106.21875,180.28248302442537,180.193146184486,180.2638430041143,180.14519989287285,180.36224682511352,180.4104712388284,180.42052623514843
13.0,30,0,0.125,0.125,15,15,10,36.43402105591094,50,1.1796850864405823,1.1770220171399588,1.0631070280016985,1.1465873878939001,1.1325231872059458,0.8209053102964874,1.044646549917585,0.5,0.6,0.7,0.8,0.9,1.0,1.1,0.2,390.0,312.0,48.75,58.5,68.25,78.0,87.75,97.5,107.25,182.01073584085046,181.94147923573183,182.0171146002435,181.9059804043027,182.09889121079576,182.1426347490679,182.1701052795547
13.125,30,0,0.125,0.125,15,15,10,36.782904892162996,50,0.9706671732743171,0.8676894063225837,0.9782663708296425,1.1010946484686701,0.9137033377052595,1.021095695961688,0.8317489711863919,0.5,0.6,0.7,0.8,0.9,1.0,1.1,0.2,393.75,315.0,49.21875,59.0625,68.90625,78.75,88.59375,98.4375,108.28125,183.7382752050454,183.66935148358934,183.7592262217433,183.63765698081596,183.83232581239503,183.91502158528084,183.914524460815
13.25,30,0,0.125,0.125,15,15,10,37.13711116788334,50,1.16613275904956,1.0673424812457815,0.960088281799899,1.0533972822610695,1.12751899517633,1.0177515384744873,0.83194167989767,0.5,0.6,0.7,0.8,0.9,1.0,1.1,0.2,397.5,318.0,49.6875,59.625,69.5625,79.5,89.4375,99.375,109.3125,185.49194180838612,185.435890307799,185.51194292538958,185.37502014975738,185.59311289518186,185.66238462328562,185.68555583941668
13.375,30,0,0.125,0.125,15,15,10,37.4913126258859,50,0.8180898918228512,1.1000273048220237,0.9462929877895605,1.1483602338419279,0.8460415392807634,0.8020597970493111,0.9467684678351909,0.5,0.6,0.7,0.8,0.9,1.0,1.1,0.2,401.25,321.0,50.15625,60.1875,70.21875,80.25,90.28125,100.3125,110.34375,187.22117521350492,187.1774724976433,187.26693189016459,187.11834548947473,187.3271730207848,187.41016568097632,187.45656312942947
13.5,30,0,0.125,0.125,15,15,10,37.842643414190015,50,1.106236749592105,1.0444799469670654,0.8145070404175423,0.9516854209901506,0.9160697316330189,0.9173242750307422,1.195437297318662,0.5,0.6,0.7,0.8,0.9,1.0,1.1,0.2,405.0,324.0,50.625,60.75,70.875,81.0,91.125,101.25,111.375,188.99391397702706,188.91496908454053,189.0236452666909,188.8498004602445,189.0964178283747,189.18490820634514,189.21321707095007
13.625,30,0,0.125,0.125,15,15,10,38.187757481757046,50,1.165407769344558,1.174329415475133,0.8111521008256197,1.067104034065143,1.0027066425964204,0.9360614231075493,1.1247656807004254,0.5,0.6,0.7,0.8,0.9,1.0,1.1,0.2,408.75,327.0,51.09375,61.3125,71.53125,81.75,91.96875,102.1875,112.40625,190.73063438332804,190.65940909116964,190.7968318866387,190.60583978262073,190.85690911192057,190.9452426719663,190.93878740878523
13.75,30,0,0.125,0.125,15,15,10,38.53463833973954,50,0.9739888982961202,0.8946485806561796,0.8064009243978056,1.0483144553576746,1.167980708102721,1.0255160239712888,0.9503488466174231,0.5,0.6,0.7,0.8,0.9,1.0,1.1,0.2,412.5,330.0,51.5625,61.875,72.1875,82.5,92.8125,103.125,113.4375,192.45995841215998,192.38761791423525,192.5704378740355,192.3474517783626,192.60657078159602,192.70323499407786,192.67319169869768
13.875,30,0,0.125,0.125,15,15,10,38.88587961857411,50,1.059568511379581,0.9066887791840106,1.0513977418892582,1.00459757093521,1.0852514508046096,0.8650102810537046,0.9259651905718845,0.5,0.6,0.7,0.8,0.9,1.0,1.1,0.2,416.25,333.0,52.03125,62.4375,72.84375,83.25,93.65625,104.0625,114.46875,194.21320979987297,194.15078684165323,194.34463775848576,194.09141247144288,194.33557319308318,194.45004549108145,194.4293980928705
14.0,30,0,0.125,0.125,15,15,10,39.23773048880981,50,1.105732803870282,0.8207899840104348,1.0376336729070843,1.1946550413501065,0.8710496797390092,1.013646420734483,0.9276832216801147,0.5,0.6,0.7,0.8,0.9,1.0,1.1,0.2,420.0,336.0,52.5,63.0,73.5,84.0,94.5,105.0,115.5,195.9557637359505,195.91245074425524,196.0882130407496,195.84083777507598,196.0749167617326,196.21691920594975,196.18865244404904
14.125,30,0,0.125,0.125,15,15,10,39.589538408267806,50,1.0725896363754266,1.0992874966731239,0.9188274003733043,1.1763784092306382,0.8439953459673504,0.8554442346262042,1.0934300522472236,0.5,0.6,0.7,0.8,0.9,1.0,1.1,0.2,423.75,339.0,52.96875,63.5625,74.15625,84.75,95.34375,105.9375,116.53125,197.69254713546673,197.68485199625394,197.8335088316362,197.5665058949072,197.84103555176523,197.96521340335795,197.94769204133902
14.25,30,0,0.125,0.125,15,15,10,39.93720265696163,50,1.041800017657978,1.1503237174911778,0.9116984078834703,0.954545662667595,0.9366848529665315,1.14606897551508,1.19037984955265,0.5,0.6,0.7,0.8,0.9,1.0,1.1,0.2,427.5,342.0,53.4375,64.125,74.8125,85.5,96.1875,106.875,117.5625,199.4334734309198,199.4224410591698,199.59365540658953,199.29445859375338,199.6105361335193,199.73328287402967,199.68601328480813
14.375,30,0,0.125,0.125,15,15,10,40.282443160722806,50,1.1059400842821785,0.8582923008022566,1.130101636268472,1.0902298321646684,1.0646666763725605,0.950149414064207,0.8307443806380383,0.5,0.6,0.7,0.8,0.9,1.0,1.1,0.2,431.25,345.0,53.90625,64.6875,75.46875,86.25,97.03125,107.8125,118.59375,201.17824842871255,201.15365059448342,201.3546931056041,201.05014038591992,201.3684505268985,201.46502425209027,201.41221580361403
14.5,30,0,0.125,0.125,15,15,10,40.63667455120686,50,0.8485529010728827,0.815058598574391,1.1878763352158588,1.1297700957668393,0.846861976912097,1.1098055407168586,1.0072285348409087,0.5,0.6,0.7,0.8,0.9,1.0,1.1,0.2,435.0,348.0,54.375,65.25,76.125,87.0,97.875,108.75,119.625,202.9150059181773,202.92136405688314,203.08843040107055,202.78886165689934,203.11036719235193,203.22125557533224,203.1833727560343
14.625,30,0,0.125,0.125,15,15,10,40.98649383783584,50,1.0544335390402706,0.9555127392857949,1.189167373059002,1.0337437895403707,1.0490838951035433,1.1222079941698695,1.1062844005774701,0.5,0.6,0.7,0.8,0.9,1.0,1.1,0.2,438.75,351.0,54.84375,65.8125,76.78125,87.75,98.71875,109.6875,120.65625,204.68393680554317,204.69448173206135,204.81494585916857,204.5226403949285,204.87950944523791,204.95752988274262,204.9324691891792
14.75,30,0,0.125,0.125,15,15,10,41.3338367278214,50,1.0519978375525092,0.8233188513980392,1.186551342728113,1.1113703781592947,0.8699114192702966,0.8230767384138818,1.018414240616325,0.5,0.6,0.7,0.8,0.9,1.0,1.1,0.2,442.5,354.0,55.3125,66.375,77.4375,88.5,99.5625,110.625,121.6875,206.42713261316314,206.45004263965063,206.5412999375362,206.26842242123595,206.62337395834996,206.69225388347138,206.669183639107
14.875,30,0,0.125,0.125,15,15,10,41.68337637180599,50,1.179754095514912,0.8978317339571454,0.8954721733646254,0.8017647517879807,1.1435409492683413,1.1714044303957531,0.9002569628956462,0.5,0.6,0.7,0.8,0.9,1.0,1.1,0.2,446.25,357.0,55.78125,66.9375,78.09375,89.25,100.40625,111.5625,122.71875,208.17063288346907,208.2221277832259,208.26798101969518,208.00450112396604,208.38963503094118,208.46436929116965,208.41688185902996
