record_index,system,component,edge,from,to,distance_km_haversine,modes,confidence,note
14,Ens. Palette optimisée,35NC6 (nickel-chrome),T1->OEM,Groupe LAUAK,Safran Seats / Safran internal group,654.3,truck,medium_high,regional lane under 800 km
15,Ens. Equipements latéraux,acier,T4->T3,Saarstahl,Krupp,221.5,truck,medium_high,regional lane under 800 km
15,Ens. Equipements latéraux,acier,T4->T3,Saarstahl,thyssenkrupp Materials France,388.0,truck,medium_high,regional lane under 800 km
15,Ens. Equipements latéraux,acier,T4->T3,Saarstahl,Aubert & Duval,501.0,truck,medium_high,regional lane under 800 km
15,Ens. Equipements latéraux,acier,T4->T3,Saarstahl,Altec Etirage,462.0,truck,medium_high,regional lane under 800 km
15,Ens. Equipements latéraux,acier,T4->T3,ArcelorMittal,Krupp,554.2,truck,medium_high,regional lane under 800 km
15,Ens. Equipements latéraux,acier,T4->T3,ArcelorMittal,thyssenkrupp Materials France,288.9,truck,medium_high,regional lane under 800 km
15,Ens. Equipements latéraux,acier,T4->T3,ArcelorMittal,Aubert & Duval,156.5,truck,medium_high,regional lane under 800 km
15,Ens. Equipements latéraux,acier,T4->T3,ArcelorMittal,Altec Etirage,170.5,truck,medium_high,regional lane under 800 km
15,Ens. Equipements latéraux,acier,T4->T3,China Baowu / Baosteel,Krupp,8782.6,truck|ship,medium,intercontinental or very long lane; sea/truck baseline
15,Ens. Equipements latéraux,acier,T4->T3,China Baowu / Baosteel,thyssenkrupp Materials France,9275.9,truck|ship,medium,intercontinental or very long lane; sea/truck baseline
15,Ens. Equipements latéraux,acier,T4->T3,China Baowu / Baosteel,Aubert & Duval,9432.7,truck|ship,medium,intercontinental or very long lane; sea/truck baseline
15,Ens. Equipements latéraux,acier,T4->T3,China Baowu / Baosteel,Altec Etirage,9322.4,truck|ship,medium,intercontinental or very long lane; sea/truck baseline
15,Ens. Equipements latéraux,acier,T4->T3,Tata Steel,Krupp,7274.1,truck|ship,medium,intercontinental or very long lane; sea/truck baseline
15,Ens. Equipements latéraux,acier,T4->T3,Tata Steel,thyssenkrupp Materials France,7716.9,truck|ship,medium,intercontinental or very long lane; sea/truck baseline
15,Ens. Equipements latéraux,acier,T4->T3,Tata Steel,Aubert & Duval,7713.1,truck|ship,medium,intercontinental or very long lane; sea/truck baseline
15,Ens. Equipements latéraux,acier,T4->T3,Tata Steel,Altec Etirage,7533.0,truck|ship,medium,intercontinental or very long lane; sea/truck baseline
15,Ens. Equipements latéraux,acier,T4->T3,Nucor Corp,Krupp,7043.7,truck|ship,medium,intercontinental or very long lane; sea/truck baseline
15,Ens. Equipements latéraux,acier,T4->T3,Nucor Corp,thyssenkrupp Materials France,6756.6,truck|ship,medium,intercontinental or very long lane; sea/truck baseline
15,Ens. Equipements latéraux,acier,T4->T3,Nucor Corp,Aubert & Duval,6924.4,truck|ship,medium,intercontinental or very long lane; sea/truck baseline
15,Ens. Equipements latéraux,acier,T4->T3,Nucor Corp,Altec Etirage,7128.0,truck|ship,medium,intercontinental or very long lane; sea/truck baseline
15,Ens. Equipements latéraux,acier,T3->T2,Krupp,SCHROTH Safety Products,7617.9,truck|ship,medium,intercontinental or very long lane; sea/truck baseline
15,Ens. Equipements latéraux,acier,T3->T2,thyssenkrupp Materials France,SCHROTH Safety Products,7295.8,truck|ship,medium,intercontinental or very long lane; sea/truck baseline
15,Ens. Equipements latéraux,acier,T3->T2,Aubert & Duval,SCHROTH Safety Products,7436.5,truck|ship,medium,intercontinental or very long lane; sea/truck baseline
15,Ens. Equipements latéraux,acier,T3->T2,Altec Etirage,SCHROTH Safety Products,7640.5,truck|ship,medium,intercontinental or very long lane; sea/truck baseline
15,Ens. Equipements latéraux,acier,T2->T1,SCHROTH Safety Products,ESPACE,7201.2,truck|ship,medium,intercontinental or very long lane; sea/truck baseline
15,Ens. Equipements latéraux,acier,T2->T1,SCHROTH Safety Products,Groupe LAUAK,7182.5,truck|ship,medium,intercontinental or very long lane; sea/truck baseline
15,Ens. Equipements latéraux,acier,T2->T1,SCHROTH Safety Products,ETS Gattefin,7358.9,truck|ship,medium,intercontinental or very long lane; sea/truck baseline
15,Ens. Equipements latéraux,acier,T2->T1,SCHROTH Safety Products,AmSafe,3174.8,truck|ship,medium,intercontinental or very long lane; sea/truck baseline
15,Ens. Equipements latéraux,acier,T2->T1,SCHROTH Safety Products,J&C Aero,8586.3,truck|ship,medium,intercontinental or very long lane; sea/truck baseline
15,Ens. Equipements latéraux,acier,T2->T1,SCHROTH Safety Products,Anjou Aeronautique,7298.1,truck|ship,medium,intercontinental or very long lane; sea/truck baseline
15,Ens. Equipements latéraux,acier,T2->T1,SCHROTH Safety Products,MGA Villeneuve St Lot,7317.2,truck|ship,medium,intercontinental or very long lane; sea/truck baseline
15,Ens. Equipements latéraux,acier,T2->T1,SCHROTH Safety Products,Ancra International,3710.3,truck|ship,medium,intercontinental or very long lane; sea/truck baseline
15,Ens. Equipements latéraux,acier,T2->T1,SCHROTH Safety Products,TA Aerospace,3772.2,truck|ship,medium,intercontinental or very long lane; sea/truck baseline
15,Ens. Equipements latéraux,acier,T2->T1,SCHROTH Safety Products,SUMPAR,7230.0,truck|ship,medium,intercontinental or very long lane; sea/truck baseline
15,Ens. Equipements latéraux,acier,T2->T1,SCHROTH Safety Products,Groupe Segnere / SEGNERE Ade,7291.4,truck|ship,medium,intercontinental or very long lane; sea/truck baseline
15,Ens. Equipements latéraux,acier,T2->T1,SCHROTH Safety Products,Senior Aerospace Thailand,15646.4,truck|ship,medium,intercontinental or very long lane; sea/truck baseline
15,Ens. Equipements latéraux,acier,T2->T1,SCHROTH Safety Products,JAMCO Aircraft Interiors - Niigata,11768.1,truck|ship,medium,intercontinental or very long lane; sea/truck baseline
15,Ens. Equipements latéraux,acier,T2->T1,SCHROTH Safety Products,JAMCO Aircraft Interiors - Miyazaki,12743.0,truck|ship,medium,intercontinental or very long lane; sea/truck baseline
15,Ens. Equipements latéraux,acier,T2->T1,SCHROTH Safety Products,JAMCO Philippines Inc.,14897.1,truck|ship,medium,intercontinental or very long lane; sea/truck baseline
15,Ens. Equipements latéraux,acier,T2->T1,SCHROTH Safety Products,L&P Aerospace,7310.5,truck|ship,medium,intercontinental or very long lane; sea/truck baseline
15,Ens. Equipements latéraux,acier,T2->T1,SCHROTH Safety Products,JV Group,7210.8,truck|ship,medium,intercontinental or very long lane; sea/truck baseline
15,Ens. Equipements latéraux,acier,T1->OEM,ESPACE,Safran Seats / Safran internal group,490.2,truck,medium_high,regional lane under 800 km
15,Ens. Equipements latéraux,acier,T1->OEM,Groupe LAUAK,Safran Seats / Safran internal group,654.3,truck,medium_high,regional lane under 800 km
15,Ens. Equipements latéraux,acier,T1->OEM,ETS Gattefin,Safran Seats / Safran internal group,186.9,truck,medium_high,regional lane under 800 km
15,Ens. Equipements latéraux,acier,T1->OEM,AmSafe,Safran Seats / Safran internal group,8786.7,truck|ship,medium,intercontinental or very long lane; sea/truck baseline
15,Ens. Equipements latéraux,acier,T1->OEM,J&C Aero,Safran Seats / Safran internal group,1722.2,truck|rail,medium,European long regional lane; rail/truck baseline
15,Ens. Equipements latéraux,acier,T1->OEM,Anjou Aeronautique,Safran Seats / Safran internal group,19.2,truck,medium_high,regional lane under 800 km
15,Ens. Equipements latéraux,acier,T1->OEM,MGA Villeneuve St Lot,Safran Seats / Safran internal group,499.6,truck,medium_high,regional lane under 800 km
15,Ens. Equipements latéraux,acier,T1->OEM,Ancra International,Safran Seats / Safran internal group,9043.4,truck|ship,medium,intercontinental or very long lane; sea/truck baseline
15,Ens. Equipements latéraux,acier,T1->OEM,TA Aerospace,Safran Seats / Safran internal group,9050.2,truck|ship,medium,intercontinental or very long lane; sea/truck baseline
15,Ens. Equipements latéraux,acier,T1->OEM,SUMPAR,Safran Seats / Safran internal group,83.8,truck,medium_high,regional lane under 800 km
15,Ens. Equipements latéraux,acier,T1->OEM,Groupe Segnere / SEGNERE Ade,Safran Seats / Safran internal group,646.9,truck,medium_high,regional lane under 800 km
15,Ens. Equipements latéraux,acier,T1->OEM,Senior Aerospace Thailand,Safran Seats / Safran internal group,9564.8,truck|ship,medium,intercontinental or very long lane; sea/truck baseline
15,Ens. Equipements latéraux,acier,T1->OEM,JAMCO Aircraft Interiors - Niigata,Safran Seats / Safran internal group,9489.6,truck|ship,medium,intercontinental or very long lane; sea/truck baseline
15,Ens. Equipements latéraux,acier,T1->OEM,JAMCO Aircraft Interiors - Miyazaki,Safran Seats / Safran internal group,9734.7,truck|ship,medium,intercontinental or very long lane; sea/truck baseline
15,Ens. Equipements latéraux,acier,T1->OEM,JAMCO Philippines Inc.,Safran Seats / Safran internal group,10691.9,truck|ship,medium,intercontinental or very long lane; sea/truck baseline
15,Ens. Equipements latéraux,acier,T1->OEM,L&P Aerospace,Safran Seats / Safran internal group,18.8,truck,medium_high,regional lane under 800 km
15,Ens. Equipements latéraux,acier,T1->OEM,JV Group,Safran Seats / Safran internal group,477.9,truck,medium_high,regional lane under 800 km
16,Stowage assemblé avec porte,35NC6 (nickel-chrome),T4->T3,Saarstahl,Aubert & Duval,501.0,truck,medium_high,regional lane under 800 km
16,Stowage assemblé avec porte,35NC6 (nickel-chrome),T3->T2,Aubert & Duval,ETS Gattefin - internal machining/forming process,143.2,truck,medium_high,regional lane under 800 km
16,Stowage assemblé avec porte,35NC6 (nickel-chrome),T2->T1,ETS Gattefin - internal machining/forming process,ETS Gattefin,0.0,internal,high,internal process colocated with downstream T1
16,Stowage assemblé avec porte,35NC6 (nickel-chrome),T2->T1,ETS Gattefin - internal machining/forming process,SUMPAR,261.2,internal,high,internal process colocated with downstream T1
16,Stowage assemblé avec porte,35NC6 (nickel-chrome),T2->T1,ETS Gattefin - internal machining/forming process,Groupe LAUAK,502.5,internal,high,internal process colocated with downstream T1
16,Stowage assemblé avec porte,35NC6 (nickel-chrome),T1->OEM,ETS Gattefin,Safran Seats / Safran internal group,186.9,truck,medium_high,regional lane under 800 km
16,Stowage assemblé avec porte,35NC6 (nickel-chrome),T1->OEM,SUMPAR,Safran Seats / Safran internal group,83.8,truck,medium_high,regional lane under 800 km
16,Stowage assemblé avec porte,35NC6 (nickel-chrome),T1->OEM,Groupe LAUAK,Safran Seats / Safran internal group,654.3,truck,medium_high,regional lane under 800 km
17,Accoudoir allée,A2017 - Aluminium,T4->T3,Alcoa,Constellium,7153.9,truck|ship,medium,intercontinental or very long lane; sea/truck baseline
17,Accoudoir allée,A2017 - Aluminium,T4->T3,Alcoa,AMAG Austria Metall,7635.5,truck|ship,medium,intercontinental or very long lane; sea/truck baseline
17,Accoudoir allée,A2017 - Aluminium,T4->T3,Alcoa,thyssenkrupp Materials France,6898.4,truck|ship,medium,intercontinental or very long lane; sea/truck baseline
17,Accoudoir allée,A2017 - Aluminium,T4->T3,Alcoa,Euralliage Ile de France,6921.2,truck|ship,medium,intercontinental or very long lane; sea/truck baseline
17,Accoudoir allée,A2017 - Aluminium,T4->T3,Alcoa,Aluminium France,7057.7,truck|ship,medium,intercontinental or very long lane; sea/truck baseline
17,Accoudoir allée,A2017 - Aluminium,T4->T3,Hindalco Industries,Constellium,7341.7,truck|ship,medium,intercontinental or very long lane; sea/truck baseline
17,Accoudoir allée,A2017 - Aluminium,T4->T3,Hindalco Industries,AMAG Austria Metall,6569.5,truck|ship,medium,intercontinental or very long lane; sea/truck baseline
17,Accoudoir allée,A2017 - Aluminium,T4->T3,Hindalco Industries,thyssenkrupp Materials France,7375.5,truck|ship,medium,intercontinental or very long lane; sea/truck baseline
17,Accoudoir allée,A2017 - Aluminium,T4->T3,Hindalco Industries,Euralliage Ile de France,7333.4,truck|ship,medium,intercontinental or very long lane; sea/truck baseline
17,Accoudoir allée,A2017 - Aluminium,T4->T3,Hindalco Industries,Aluminium France,7256.7,truck|ship,medium,intercontinental or very long lane; sea/truck baseline
17,Accoudoir allée,A2017 - Aluminium,T4->T3,Aluminium Corporation of China / Chalco,Constellium,7767.6,truck|ship,medium,intercontinental or very long lane; sea/truck baseline
17,Accoudoir allée,A2017 - Aluminium,T4->T3,Aluminium Corporation of China / Chalco,AMAG Austria Metall,6975.0,truck|ship,medium,intercontinental or very long lane; sea/truck baseline
17,Accoudoir allée,A2017 - Aluminium,T4->T3,Aluminium Corporation of China / Chalco,thyssenkrupp Materials France,7662.5,truck|ship,medium,intercontinental or very long lane; sea/truck baseline
17,Accoudoir allée,A2017 - Aluminium,T4->T3,Aluminium Corporation of China / Chalco,Euralliage Ile de France,7616.6,truck|ship,medium,intercontinental or very long lane; sea/truck baseline
17,Accoudoir allée,A2017 - Aluminium,T4->T3,Aluminium Corporation of China / Chalco,Aluminium France,7592.2,truck|ship,medium,intercontinental or very long lane; sea/truck baseline
17,Accoudoir allée,A2017 - Aluminium,T3->T2,Constellium,SUMPAR - internal machining/forming process,453.0,truck,medium_high,regional lane under 800 km
17,Accoudoir allée,A2017 - Aluminium,T3->T2,AMAG Austria Metall,SUMPAR - internal machining/forming process,874.8,truck|rail,medium,European long regional lane; rail/truck baseline
17,Accoudoir allée,A2017 - Aluminium,T3->T2,thyssenkrupp Materials France,SUMPAR - internal machining/forming process,87.4,truck,medium_high,regional lane under 800 km
17,Accoudoir allée,A2017 - Aluminium,T3->T2,Euralliage Ile de France,SUMPAR - internal machining/forming process,100.7,truck,medium_high,regional lane under 800 km
17,Accoudoir allée,A2017 - Aluminium,T3->T2,Aluminium France,SUMPAR - internal machining/forming process,243.0,truck,medium_high,regional lane under 800 km
17,Accoudoir allée,A2017 - Aluminium,T2->T1,SUMPAR - internal machining/forming process,SUMPAR,0.0,internal,high,internal process colocated with downstream T1
17,Accoudoir allée,A2017 - Aluminium,T2->T1,SUMPAR - internal machining/forming process,Groupe Segnere / SEGNERE Ade,699.3,internal,high,internal process colocated with downstream T1
17,Accoudoir allée,A2017 - Aluminium,T2->T1,SUMPAR - internal machining/forming process,Figeac Aero,537.2,internal,high,internal process colocated with downstream T1
17,Accoudoir allée,A2017 - Aluminium,T2->T1,SUMPAR - internal machining/forming process,MGA Villeneuve St Lot,556.2,internal,high,internal process colocated with downstream T1
17,Accoudoir allée,A2017 - Aluminium,T2->T1,SUMPAR - internal machining/forming process,ETS Gattefin,261.2,internal,high,internal process colocated with downstream T1
17,Accoudoir allée,A2017 - Aluminium,T2->T1,SUMPAR - internal machining/forming process,Groupe LAUAK,695.5,internal,high,internal process colocated with downstream T1
17,Accoudoir allée,A2017 - Aluminium,T2->T1,SUMPAR - internal machining/forming process,JAMCO Aircraft Interiors - Niigata,9463.9,internal,high,internal process colocated with downstream T1
17,Accoudoir allée,A2017 - Aluminium,T2->T1,SUMPAR - internal machining/forming process,JAMCO Aircraft Interiors - Miyazaki,9721.4,internal,high,internal process colocated with downstream T1
17,Accoudoir allée,A2017 - Aluminium,T2->T1,SUMPAR - internal machining/forming process,JAMCO Philippines Inc.,10703.8,internal,high,internal process colocated with downstream T1
17,Accoudoir allée,A2017 - Aluminium,T2->T1,SUMPAR - internal machining/forming process,Senior Aerospace Thailand,9599.4,internal,high,internal process colocated with downstream T1
17,Accoudoir allée,A2017 - Aluminium,T1->OEM,SUMPAR,Safran Seats / Safran internal group,83.8,truck,medium_high,regional lane under 800 km
17,Accoudoir allée,A2017 - Aluminium,T1->OEM,Groupe Segnere / SEGNERE Ade,Safran Seats / Safran internal group,646.9,truck,medium_high,regional lane under 800 km
17,Accoudoir allée,A2017 - Aluminium,T1->OEM,Figeac Aero,Safran Seats / Safran internal group,469.5,truck,medium_high,regional lane under 800 km
17,Accoudoir allée,A2017 - Aluminium,T1->OEM,MGA Villeneuve St Lot,Safran Seats / Safran internal group,499.6,truck,medium_high,regional lane under 800 km
17,Accoudoir allée,A2017 - Aluminium,T1->OEM,ETS Gattefin,Safran Seats / Safran internal group,186.9,truck,medium_high,regional lane under 800 km
17,Accoudoir allée,A2017 - Aluminium,T1->OEM,Groupe LAUAK,Safran Seats / Safran internal group,654.3,truck,medium_high,regional lane under 800 km
17,Accoudoir allée,A2017 - Aluminium,T1->OEM,JAMCO Aircraft Interiors - Niigata,Safran Seats / Safran internal group,9489.6,truck|ship,medium,intercontinental or very long lane; sea/truck baseline
17,Accoudoir allée,A2017 - Aluminium,T1->OEM,JAMCO Aircraft Interiors - Miyazaki,Safran Seats / Safran internal group,9734.7,truck|ship,medium,intercontinental or very long lane; sea/truck baseline
17,Accoudoir allée,A2017 - Aluminium,T1->OEM,JAMCO Philippines Inc.,Safran Seats / Safran internal group,10691.9,truck|ship,medium,intercontinental or very long lane; sea/truck baseline
17,Accoudoir allée,A2017 - Aluminium,T1->OEM,Senior Aerospace Thailand,Safran Seats / Safran internal group,9564.8,truck|ship,medium,intercontinental or very long lane; sea/truck baseline
18,Ens. Stowage latéral,A2017 - Aluminium,T4->T3,Alcoa,Constellium,7153.9,truck|ship,medium,intercontinental or very long lane; sea/truck baseline
18,Ens. Stowage latéral,A2017 - Aluminium,T4->T3,Alcoa,AMAG Austria Metall,7635.5,truck|ship,medium,intercontinental or very long lane; sea/truck baseline
18,Ens. Stowage latéral,A2017 - Aluminium,T4->T3,Alcoa,thyssenkrupp Materials France,6898.4,truck|ship,medium,intercontinental or very long lane; sea/truck baseline
18,Ens. Stowage latéral,A2017 - Aluminium,T4->T3,Alcoa,Euralliage Ile de France,6921.2,truck|ship,medium,intercontinental or very long lane; sea/truck baseline
18,Ens. Stowage latéral,A2017 - Aluminium,T4->T3,Alcoa,Aluminium France,7057.7,truck|ship,medium,intercontinental or very long lane; sea/truck baseline
18,Ens. Stowage latéral,A2017 - Aluminium,T4->T3,Hindalco Industries,Constellium,7341.7,truck|ship,medium,intercontinental or very long lane; sea/truck baseline
18,Ens. Stowage latéral,A2017 - Aluminium,T4->T3,Hindalco Industries,AMAG Austria Metall,6569.5,truck|ship,medium,intercontinental or very long lane; sea/truck baseline
18,Ens. Stowage latéral,A2017 - Aluminium,T4->T3,Hindalco Industries,thyssenkrupp Materials France,7375.5,truck|ship,medium,intercontinental or very long lane; sea/truck baseline
18,Ens. Stowage latéral,A2017 - Aluminium,T4->T3,Hindalco Industries,Euralliage Ile de France,7333.4,truck|ship,medium,intercontinental or very long lane; sea/truck baseline
18,Ens. Stowage latéral,A2017 - Aluminium,T4->T3,Hindalco Industries,Aluminium France,7256.7,truck|ship,medium,intercontinental or very long lane; sea/truck baseline
18,Ens. Stowage latéral,A2017 - Aluminium,T4->T3,Aluminium Corporation of China / Chalco,Constellium,7767.6,truck|ship,medium,intercontinental or very long lane; sea/truck baseline
18,Ens. Stowage latéral,A2017 - Aluminium,T4->T3,Aluminium Corporation of China / Chalco,AMAG Austria Metall,6975.0,truck|ship,medium,intercontinental or very long lane; sea/truck baseline
18,Ens. Stowage latéral,A2017 - Aluminium,T4->T3,Aluminium Corporation of China / Chalco,thyssenkrupp Materials France,7662.5,truck|ship,medium,intercontinental or very long lane; sea/truck baseline
18,Ens. Stowage latéral,A2017 - Aluminium,T4->T3,Aluminium Corporation of China / Chalco,Euralliage Ile de France,7616.6,truck|ship,medium,intercontinental or very long lane; sea/truck baseline
18,Ens. Stowage latéral,A2017 - Aluminium,T4->T3,Aluminium Corporation of China / Chalco,Aluminium France,7592.2,truck|ship,medium,intercontinental or very long lane; sea/truck baseline
18,Ens. Stowage latéral,A2017 - Aluminium,T3->T2,Constellium,MGA Villeneuve St Lot - internal machining/forming process,237.1,truck,medium_high,regional lane under 800 km
18,Ens. Stowage latéral,A2017 - Aluminium,T3->T2,AMAG Austria Metall,MGA Villeneuve St Lot - internal machining/forming process,1035.0,truck|rail,medium,European long regional lane; rail/truck baseline
18,Ens. Stowage latéral,A2017 - Aluminium,T3->T2,thyssenkrupp Materials France,MGA Villeneuve St Lot - internal machining/forming process,493.4,truck,medium_high,regional lane under 800 km
18,Ens. Stowage latéral,A2017 - Aluminium,T3->T2,Euralliage Ile de France,MGA Villeneuve St Lot - internal machining/forming process,526.7,truck,medium_high,regional lane under 800 km
18,Ens. Stowage latéral,A2017 - Aluminium,T3->T2,Aluminium France,MGA Villeneuve St Lot - internal machining/forming process,462.8,truck,medium_high,regional lane under 800 km
18,Ens. Stowage latéral,A2017 - Aluminium,T2->T1,MGA Villeneuve St Lot - internal machining/forming process,SUMPAR,556.2,internal,high,internal process colocated with downstream T1
18,Ens. Stowage latéral,A2017 - Aluminium,T2->T1,MGA Villeneuve St Lot - internal machining/forming process,Groupe Segnere / SEGNERE Ade,150.5,internal,high,internal process colocated with downstream T1
18,Ens. Stowage latéral,A2017 - Aluminium,T2->T1,MGA Villeneuve St Lot - internal machining/forming process,Figeac Aero,105.5,internal,high,internal process colocated with downstream T1
18,Ens. Stowage latéral,A2017 - Aluminium,T2->T1,MGA Villeneuve St Lot - internal machining/forming process,MGA Villeneuve St Lot,0.0,internal,high,internal process colocated with downstream T1
18,Ens. Stowage latéral,A2017 - Aluminium,T2->T1,MGA Villeneuve St Lot - internal machining/forming process,ETS Gattefin,326.8,internal,high,internal process colocated with downstream T1
18,Ens. Stowage latéral,A2017 - Aluminium,T2->T1,MGA Villeneuve St Lot - internal machining/forming process,Groupe LAUAK,199.9,internal,high,internal process colocated with downstream T1
18,Ens. Stowage latéral,A2017 - Aluminium,T2->T1,MGA Villeneuve St Lot - internal machining/forming process,JAMCO Aircraft Interiors - Niigata,9955.9,internal,high,internal process colocated with downstream T1
18,Ens. Stowage latéral,A2017 - Aluminium,T2->T1,MGA Villeneuve St Lot - internal machining/forming process,JAMCO Aircraft Interiors - Miyazaki,10168.1,internal,high,internal process colocated with downstream T1
18,Ens. Stowage latéral,A2017 - Aluminium,T2->T1,MGA Villeneuve St Lot - internal machining/forming process,JAMCO Philippines Inc.,11029.6,internal,high,internal process colocated with downstream T1
18,Ens. Stowage latéral,A2017 - Aluminium,T2->T1,MGA Villeneuve St Lot - internal machining/forming process,Senior Aerospace Thailand,9789.1,internal,high,internal process colocated with downstream T1
18,Ens. Stowage latéral,A2017 - Aluminium,T1->OEM,SUMPAR,Safran Seats / Safran internal group,83.8,truck,medium_high,regional lane under 800 km
18,Ens. Stowage latéral,A2017 - Aluminium,T1->OEM,Groupe Segnere / SEGNERE Ade,Safran Seats / Safran internal group,646.9,truck,medium_high,regional lane under 800 km
18,Ens. Stowage latéral,A2017 - Aluminium,T1->OEM,Figeac Aero,Safran Seats / Safran internal group,469.5,truck,medium_high,regional lane under 800 km
18,Ens. Stowage latéral,A2017 - Aluminium,T1->OEM,MGA Villeneuve St Lot,Safran Seats / Safran internal group,499.6,truck,medium_high,regional lane under 800 km
18,Ens. Stowage latéral,A2017 - Aluminium,T1->OEM,ETS Gattefin,Safran Seats / Safran internal group,186.9,truck,medium_high,regional lane under 800 km
18,Ens. Stowage latéral,A2017 - Aluminium,T1->OEM,Groupe LAUAK,Safran Seats / Safran internal group,654.3,truck,medium_high,regional lane under 800 km
18,Ens. Stowage latéral,A2017 - Aluminium,T1->OEM,JAMCO Aircraft Interiors - Niigata,Safran Seats / Safran internal group,9489.6,truck|ship,medium,intercontinental or very long lane; sea/truck baseline
18,Ens. Stowage latéral,A2017 - Aluminium,T1->OEM,JAMCO Aircraft Interiors - Miyazaki,Safran Seats / Safran internal group,9734.7,truck|ship,medium,intercontinental or very long lane; sea/truck baseline
18,Ens. Stowage latéral,A2017 - Aluminium,T1->OEM,JAMCO Philippines Inc.,Safran Seats / Safran internal group,10691.9,truck|ship,medium,intercontinental or very long lane; sea/truck baseline
18,Ens. Stowage latéral,A2017 - Aluminium,T1->OEM,Senior Aerospace Thailand,Safran Seats / Safran internal group,9564.8,truck|ship,medium,intercontinental or very long lane; sea/truck baseline
19,Ens. Palette optimisée,A2017 - Aluminium,T4->T3,Alcoa,Constellium,7153.9,truck|ship,medium,intercontinental or very long lane; sea/truck baseline
19,Ens. Palette optimisée,A2017 - Aluminium,T4->T3,Alcoa,AMAG Austria Metall,7635.5,truck|ship,medium,intercontinental or very long lane; sea/truck baseline
19,Ens. Palette optimisée,A2017 - Aluminium,T4->T3,Alcoa,thyssenkrupp Materials France,6898.4,truck|ship,medium,intercontinental or very long lane; sea/truck baseline
19,Ens. Palette optimisée,A2017 - Aluminium,T4->T3,Alcoa,Euralliage Ile de France,6921.2,truck|ship,medium,intercontinental or very long lane; sea/truck baseline
19,Ens. Palette optimisée,A2017 - Aluminium,T4->T3,Alcoa,Aluminium France,7057.7,truck|ship,medium,intercontinental or very long lane; sea/truck baseline
19,Ens. Palette optimisée,A2017 - Aluminium,T4->T3,Hindalco Industries,Constellium,7341.7,truck|ship,medium,intercontinental or very long lane; sea/truck baseline
19,Ens. Palette optimisée,A2017 - Aluminium,T4->T3,Hindalco Industries,AMAG Austria Metall,6569.5,truck|ship,medium,intercontinental or very long lane; sea/truck baseline
19,Ens. Palette optimisée,A2017 - Aluminium,T4->T3,Hindalco Industries,thyssenkrupp Materials France,7375.5,truck|ship,medium,intercontinental or very long lane; sea/truck baseline
19,Ens. Palette optimisée,A2017 - Aluminium,T4->T3,Hindalco Industries,Euralliage Ile de France,7333.4,truck|ship,medium,intercontinental or very long lane; sea/truck baseline
19,Ens. Palette optimisée,A2017 - Aluminium,T4->T3,Hindalco Industries,Aluminium France,7256.7,truck|ship,medium,intercontinental or very long lane; sea/truck baseline
19,Ens. Palette optimisée,A2017 - Aluminium,T4->T3,Aluminium Corporation of China / Chalco,Constellium,7767.6,truck|ship,medium,intercontinental or very long lane; sea/truck baseline
19,Ens. Palette optimisée,A2017 - Aluminium,T4->T3,Aluminium Corporation of China / Chalco,AMAG Austria Metall,6975.0,truck|ship,medium,intercontinental or very long lane; sea/truck baseline
19,Ens. Palette optimisée,A2017 - Aluminium,T4->T3,Aluminium Corporation of China / Chalco,thyssenkrupp Materials France,7662.5,truck|ship,medium,intercontinental or very long lane; sea/truck baseline
19,Ens. Palette optimisée,A2017 - Aluminium,T4->T3,Aluminium Corporation of China / Chalco,Euralliage Ile de France,7616.6,truck|ship,medium,intercontinental or very long lane; sea/truck baseline
19,Ens. Palette optimisée,A2017 - Aluminium,T4->T3,Aluminium Corporation of China / Chalco,Aluminium France,7592.2,truck|ship,medium,intercontinental or very long lane; sea/truck baseline
19,Ens. Palette optimisée,A2017 - Aluminium,T3->T2,Constellium,SUMPAR - internal machining/forming process,453.0,truck,medium_high,regional lane under 800 km
19,Ens. Palette optimisée,A2017 - Aluminium,T3->T2,AMAG Austria Metall,SUMPAR - internal machining/forming process,874.8,truck|rail,medium,European long regional lane; rail/truck baseline
19,Ens. Palette optimisée,A2017 - Aluminium,T3->T2,thyssenkrupp Materials France,SUMPAR - internal machining/forming process,87.4,truck,medium_high,regional lane under 800 km
19,Ens. Palette optimisée,A2017 - Aluminium,T3->T2,Euralliage Ile de France,SUMPAR - internal machining/forming process,100.7,truck,medium_high,regional lane under 800 km
19,Ens. Palette optimisée,A2017 - Aluminium,T3->T2,Aluminium France,SUMPAR - internal machining/forming process,243.0,truck,medium_high,regional lane under 800 km
19,Ens. Palette optimisée,A2017 - Aluminium,T2->T1,SUMPAR - internal machining/forming process,SUMPAR,0.0,internal,high,internal process colocated with downstream T1
19,Ens. Palette optimisée,A2017 - Aluminium,T2->T1,SUMPAR - internal machining/forming process,Groupe Segnere / SEGNERE Ade,699.3,internal,high,internal process colocated with downstream T1
19,Ens. Palette optimisée,A2017 - Aluminium,T2->T1,SUMPAR - internal machining/forming process,Figeac Aero,537.2,internal,high,internal process colocated with downstream T1
19,Ens. Palette optimisée,A2017 - Aluminium,T2->T1,SUMPAR - internal machining/forming process,MGA Villeneuve St Lot,556.2,internal,high,internal process colocated with downstream T1
19,Ens. Palette optimisée,A2017 - Aluminium,T2->T1,SUMPAR - internal machining/forming process,ETS Gattefin,261.2,internal,high,internal process colocated with downstream T1
