record_index,system,component,edge,from,to,distance_km_haversine,modes,confidence,note
10,System IFE (In-Flight Entertainment) est un ensemble d'équipements et de logiciels qui permet aux passagers d'occuper leur temps à bord d'un avion.,System IFE boitier ref FJKL1-3K1100-01ATAB,T4->T3,COTS electronics component market basket,Thales - COTS electronics subassembly/PCB package,687.8,truck,medium_high,regional lane under 800 km
10,System IFE (In-Flight Entertainment) est un ensemble d'équipements et de logiciels qui permet aux passagers d'occuper leur temps à bord d'un avion.,System IFE boitier ref FJKL1-3K1100-01ATAB,T4->T3,Thales - COTS electronics component market basket,Thales - COTS electronics subassembly/PCB package,0.0,internal,high,same-site or colocated nodes
10,System IFE (In-Flight Entertainment) est un ensemble d'équipements et de logiciels qui permet aux passagers d'occuper leur temps à bord d'un avion.,System IFE boitier ref FJKL1-3K1100-01ATAB,T3->T2,Thales - COTS electronics subassembly/PCB package,3M,6963.5,truck|ship,medium,intercontinental or very long lane; sea/truck baseline
10,System IFE (In-Flight Entertainment) est un ensemble d'équipements et de logiciels qui permet aux passagers d'occuper leur temps à bord d'un avion.,System IFE boitier ref FJKL1-3K1100-01ATAB,T2->T1,3M,Thales,6963.5,truck|ship,medium,intercontinental or very long lane; sea/truck baseline
10,System IFE (In-Flight Entertainment) est un ensemble d'équipements et de logiciels qui permet aux passagers d'occuper leur temps à bord d'un avion.,System IFE boitier ref FJKL1-3K1100-01ATAB,T1->OEM,Thales,Safran Seats / Safran internal group,585.2,truck,medium_high,regional lane under 800 km
11,Coussin ottoman,tissu,T4->T3,DuPont de Nemours - fiber/polymer source assumption,"Zhejiang Yuxin Textile Co.,Ltd.",12231.1,truck|ship,medium,intercontinental or very long lane; sea/truck baseline
11,Coussin ottoman,tissu,T4->T3,DuPont de Nemours - fiber/polymer source assumption,Toray Textiles - Tokai Plant,11198.1,truck|ship,medium,intercontinental or very long lane; sea/truck baseline
11,Coussin ottoman,tissu,T4->T3,DuPont de Nemours - fiber/polymer source assumption,Huddersfield Textiles,5855.9,truck|ship,medium,intercontinental or very long lane; sea/truck baseline
11,Coussin ottoman,tissu,T4->T3,DuPont de Nemours - fiber/polymer source assumption,DIATEX,6599.7,truck|ship,medium,intercontinental or very long lane; sea/truck baseline
11,Coussin ottoman,tissu,T4->T3,DuPont de Nemours - fiber/polymer source assumption,Groupe SAGAERT,6237.7,truck|ship,medium,intercontinental or very long lane; sea/truck baseline
11,Coussin ottoman,tissu,T4->T3,DuPont de Nemours - fiber/polymer source assumption,ASD Textiles,6285.4,truck|ship,medium,intercontinental or very long lane; sea/truck baseline
11,Coussin ottoman,tissu,T4->T3,DuPont de Nemours - fiber/polymer source assumption,TELATEX,6628.3,truck|ship,medium,intercontinental or very long lane; sea/truck baseline
11,Coussin ottoman,tissu,T3->T2,"Zhejiang Yuxin Textile Co.,Ltd.",DuPont de Nemours,12231.1,truck|ship,medium,intercontinental or very long lane; sea/truck baseline
11,Coussin ottoman,tissu,T3->T2,"Zhejiang Yuxin Textile Co.,Ltd.",LATIM,9269.9,truck|ship,medium,intercontinental or very long lane; sea/truck baseline
11,Coussin ottoman,tissu,T3->T2,"Zhejiang Yuxin Textile Co.,Ltd.",FRANKLIN,8014.7,truck|ship,medium,intercontinental or very long lane; sea/truck baseline
11,Coussin ottoman,tissu,T3->T2,Toray Textiles - Tokai Plant,DuPont de Nemours,11198.1,truck|ship,medium,intercontinental or very long lane; sea/truck baseline
11,Coussin ottoman,tissu,T3->T2,Toray Textiles - Tokai Plant,LATIM,9643.9,truck|ship,medium,intercontinental or very long lane; sea/truck baseline
11,Coussin ottoman,tissu,T3->T2,Toray Textiles - Tokai Plant,FRANKLIN,8527.3,truck|ship,medium,intercontinental or very long lane; sea/truck baseline
11,Coussin ottoman,tissu,T3->T2,Huddersfield Textiles,DuPont de Nemours,5855.9,truck|ship,medium,intercontinental or very long lane; sea/truck baseline
11,Coussin ottoman,tissu,T3->T2,Huddersfield Textiles,LATIM,630.9,truck,medium_high,regional lane under 800 km
11,Coussin ottoman,tissu,T3->T2,Huddersfield Textiles,FRANKLIN,1510.6,truck|rail,medium,European long regional lane; rail/truck baseline
11,Coussin ottoman,tissu,T3->T2,DIATEX,DuPont de Nemours,6599.7,truck|ship,medium,intercontinental or very long lane; sea/truck baseline
11,Coussin ottoman,tissu,T3->T2,DIATEX,LATIM,366.6,truck,medium_high,regional lane under 800 km
11,Coussin ottoman,tissu,T3->T2,DIATEX,FRANKLIN,1324.6,truck|rail,medium,European long regional lane; rail/truck baseline
11,Coussin ottoman,tissu,T3->T2,Groupe SAGAERT,DuPont de Nemours,6237.7,truck|ship,medium,intercontinental or very long lane; sea/truck baseline
11,Coussin ottoman,tissu,T3->T2,Groupe SAGAERT,LATIM,204.6,truck,medium_high,regional lane under 800 km
11,Coussin ottoman,tissu,T3->T2,Groupe SAGAERT,FRANKLIN,1264.3,truck|rail,medium,European long regional lane; rail/truck baseline
11,Coussin ottoman,tissu,T3->T2,ASD Textiles,DuPont de Nemours,6285.4,truck|ship,medium,intercontinental or very long lane; sea/truck baseline
11,Coussin ottoman,tissu,T3->T2,ASD Textiles,LATIM,40.1,truck,medium_high,regional lane under 800 km
11,Coussin ottoman,tissu,T3->T2,ASD Textiles,FRANKLIN,1324.6,truck|rail,medium,European long regional lane; rail/truck baseline
11,Coussin ottoman,tissu,T3->T2,TELATEX,DuPont de Nemours,6628.3,truck|ship,medium,intercontinental or very long lane; sea/truck baseline
11,Coussin ottoman,tissu,T3->T2,TELATEX,LATIM,315.3,truck,medium_high,regional lane under 800 km
11,Coussin ottoman,tissu,T3->T2,TELATEX,FRANKLIN,1084.1,truck|rail,medium,European long regional lane; rail/truck baseline
11,Coussin ottoman,tissu,T2->T1,DuPont de Nemours,ETS Gattefin,6353.7,truck|ship,medium,intercontinental or very long lane; sea/truck baseline
11,Coussin ottoman,tissu,T2->T1,DuPont de Nemours,Celso SAS,6423.1,truck|ship,medium,intercontinental or very long lane; sea/truck baseline
11,Coussin ottoman,tissu,T2->T1,DuPont de Nemours,ACH,6242.0,truck|ship,medium,intercontinental or very long lane; sea/truck baseline
11,Coussin ottoman,tissu,T2->T1,DuPont de Nemours,MGA Villeneuve St Lot,6359.9,truck|ship,medium,intercontinental or very long lane; sea/truck baseline
11,Coussin ottoman,tissu,T2->T1,LATIM,ETS Gattefin,171.4,truck,medium_high,regional lane under 800 km
11,Coussin ottoman,tissu,T2->T1,LATIM,Celso SAS,534.7,truck,medium_high,regional lane under 800 km
11,Coussin ottoman,tissu,T2->T1,LATIM,ACH,285.7,truck,medium_high,regional lane under 800 km
11,Coussin ottoman,tissu,T2->T1,LATIM,MGA Villeneuve St Lot,495.1,truck,medium_high,regional lane under 800 km
11,Coussin ottoman,tissu,T2->T1,FRANKLIN,ETS Gattefin,1415.2,truck|rail,medium,European long regional lane; rail/truck baseline
11,Coussin ottoman,tissu,T2->T1,FRANKLIN,Celso SAS,1671.6,truck|rail,medium,European long regional lane; rail/truck baseline
11,Coussin ottoman,tissu,T2->T1,FRANKLIN,ACH,1571.8,truck|rail,medium,European long regional lane; rail/truck baseline
11,Coussin ottoman,tissu,T2->T1,FRANKLIN,MGA Villeneuve St Lot,1677.9,truck|rail,medium,European long regional lane; rail/truck baseline
11,Coussin ottoman,tissu,T1->OEM,ETS Gattefin,Safran Seats / Safran internal group,186.9,truck,medium_high,regional lane under 800 km
11,Coussin ottoman,tissu,T1->OEM,Celso SAS,Safran Seats / Safran internal group,544.3,truck,medium_high,regional lane under 800 km
11,Coussin ottoman,tissu,T1->OEM,ACH,Safran Seats / Safran internal group,275.9,truck,medium_high,regional lane under 800 km
11,Coussin ottoman,tissu,T1->OEM,MGA Villeneuve St Lot,Safran Seats / Safran internal group,499.6,truck,medium_high,regional lane under 800 km
12,Manchette acc. Mobile,FRMC55:EU28 polyuréthane flexible traité UL,T4->T3,BASF,"Zhejiang Yuxin Textile Co.,Ltd.",8876.9,truck|ship,medium,intercontinental or very long lane; sea/truck baseline
12,Manchette acc. Mobile,FRMC55:EU28 polyuréthane flexible traité UL,T4->T3,BASF,Toray Textiles - Tokai Plant,9309.3,truck|ship,medium,intercontinental or very long lane; sea/truck baseline
12,Manchette acc. Mobile,FRMC55:EU28 polyuréthane flexible traité UL,T4->T3,BASF,Huddersfield Textiles,844.1,truck|rail,medium,European long regional lane; rail/truck baseline
12,Manchette acc. Mobile,FRMC55:EU28 polyuréthane flexible traité UL,T4->T3,Bayer,"Zhejiang Yuxin Textile Co.,Ltd.",8479.9,truck|ship,medium,intercontinental or very long lane; sea/truck baseline
12,Manchette acc. Mobile,FRMC55:EU28 polyuréthane flexible traité UL,T4->T3,Bayer,Toray Textiles - Tokai Plant,8941.5,truck|ship,medium,intercontinental or very long lane; sea/truck baseline
12,Manchette acc. Mobile,FRMC55:EU28 polyuréthane flexible traité UL,T4->T3,Bayer,Huddersfield Textiles,1088.5,truck|rail,medium,European long regional lane; rail/truck baseline
12,Manchette acc. Mobile,FRMC55:EU28 polyuréthane flexible traité UL,T4->T3,Rio Tinto Alma Works,"Zhejiang Yuxin Textile Co.,Ltd.",11137.0,truck|ship,medium,intercontinental or very long lane; sea/truck baseline
12,Manchette acc. Mobile,FRMC55:EU28 polyuréthane flexible traité UL,T4->T3,Rio Tinto Alma Works,Toray Textiles - Tokai Plant,10281.5,truck|ship,medium,intercontinental or very long lane; sea/truck baseline
12,Manchette acc. Mobile,FRMC55:EU28 polyuréthane flexible traité UL,T4->T3,Rio Tinto Alma Works,Huddersfield Textiles,4708.3,truck|ship,medium,intercontinental or very long lane; sea/truck baseline
12,Manchette acc. Mobile,FRMC55:EU28 polyuréthane flexible traité UL,T4->T3,Rio Tinto Fer et Titane,"Zhejiang Yuxin Textile Co.,Ltd.",11392.1,truck|ship,medium,intercontinental or very long lane; sea/truck baseline
12,Manchette acc. Mobile,FRMC55:EU28 polyuréthane flexible traité UL,T4->T3,Rio Tinto Fer et Titane,Toray Textiles - Tokai Plant,10495.6,truck|ship,medium,intercontinental or very long lane; sea/truck baseline
12,Manchette acc. Mobile,FRMC55:EU28 polyuréthane flexible traité UL,T4->T3,Rio Tinto Fer et Titane,Huddersfield Textiles,4965.0,truck|ship,medium,intercontinental or very long lane; sea/truck baseline
12,Manchette acc. Mobile,FRMC55:EU28 polyuréthane flexible traité UL,T3->T2,"Zhejiang Yuxin Textile Co.,Ltd.",DuPont de Nemours,12231.1,truck|ship,medium,intercontinental or very long lane; sea/truck baseline
12,Manchette acc. Mobile,FRMC55:EU28 polyuréthane flexible traité UL,T3->T2,"Zhejiang Yuxin Textile Co.,Ltd.",LATIM,9269.9,truck|ship,medium,intercontinental or very long lane; sea/truck baseline
12,Manchette acc. Mobile,FRMC55:EU28 polyuréthane flexible traité UL,T3->T2,"Zhejiang Yuxin Textile Co.,Ltd.",Ensinger,8917.7,truck|ship,medium,intercontinental or very long lane; sea/truck baseline
12,Manchette acc. Mobile,FRMC55:EU28 polyuréthane flexible traité UL,T3->T2,"Zhejiang Yuxin Textile Co.,Ltd.",MGR Foamtex Ltd,9235.0,truck|ship,medium,intercontinental or very long lane; sea/truck baseline
12,Manchette acc. Mobile,FRMC55:EU28 polyuréthane flexible traité UL,T3->T2,Toray Textiles - Tokai Plant,DuPont de Nemours,11198.1,truck|ship,medium,intercontinental or very long lane; sea/truck baseline
12,Manchette acc. Mobile,FRMC55:EU28 polyuréthane flexible traité UL,T3->T2,Toray Textiles - Tokai Plant,LATIM,9643.9,truck|ship,medium,intercontinental or very long lane; sea/truck baseline
12,Manchette acc. Mobile,FRMC55:EU28 polyuréthane flexible traité UL,T3->T2,Toray Textiles - Tokai Plant,Ensinger,9374.3,truck|ship,medium,intercontinental or very long lane; sea/truck baseline
12,Manchette acc. Mobile,FRMC55:EU28 polyuréthane flexible traité UL,T3->T2,Toray Textiles - Tokai Plant,MGR Foamtex Ltd,9506.2,truck|ship,medium,intercontinental or very long lane; sea/truck baseline
12,Manchette acc. Mobile,FRMC55:EU28 polyuréthane flexible traité UL,T3->T2,Huddersfield Textiles,DuPont de Nemours,5855.9,truck|ship,medium,intercontinental or very long lane; sea/truck baseline
12,Manchette acc. Mobile,FRMC55:EU28 polyuréthane flexible traité UL,T3->T2,Huddersfield Textiles,LATIM,630.9,truck,medium_high,regional lane under 800 km
12,Manchette acc. Mobile,FRMC55:EU28 polyuréthane flexible traité UL,T3->T2,Huddersfield Textiles,Ensinger,935.0,truck|rail,medium,European long regional lane; rail/truck baseline
12,Manchette acc. Mobile,FRMC55:EU28 polyuréthane flexible traité UL,T3->T2,Huddersfield Textiles,MGR Foamtex Ltd,218.7,truck,medium_high,regional lane under 800 km
12,Manchette acc. Mobile,FRMC55:EU28 polyuréthane flexible traité UL,T2->T1,DuPont de Nemours,ACH,6242.0,truck|ship,medium,intercontinental or very long lane; sea/truck baseline
12,Manchette acc. Mobile,FRMC55:EU28 polyuréthane flexible traité UL,T2->T1,DuPont de Nemours,Celso SAS,6423.1,truck|ship,medium,intercontinental or very long lane; sea/truck baseline
12,Manchette acc. Mobile,FRMC55:EU28 polyuréthane flexible traité UL,T2->T1,LATIM,ACH,285.7,truck,medium_high,regional lane under 800 km
12,Manchette acc. Mobile,FRMC55:EU28 polyuréthane flexible traité UL,T2->T1,LATIM,Celso SAS,534.7,truck,medium_high,regional lane under 800 km
12,Manchette acc. Mobile,FRMC55:EU28 polyuréthane flexible traité UL,T2->T1,Ensinger,ACH,671.0,truck,medium_high,regional lane under 800 km
12,Manchette acc. Mobile,FRMC55:EU28 polyuréthane flexible traité UL,T2->T1,Ensinger,Celso SAS,767.7,truck,medium_high,regional lane under 800 km
12,Manchette acc. Mobile,FRMC55:EU28 polyuréthane flexible traité UL,T2->T1,MGR Foamtex Ltd,ACH,581.5,truck,medium_high,regional lane under 800 km
12,Manchette acc. Mobile,FRMC55:EU28 polyuréthane flexible traité UL,T2->T1,MGR Foamtex Ltd,Celso SAS,884.2,truck|rail,medium,European long regional lane; rail/truck baseline
12,Manchette acc. Mobile,FRMC55:EU28 polyuréthane flexible traité UL,T1->OEM,ACH,Safran Seats / Safran internal group,275.9,truck,medium_high,regional lane under 800 km
12,Manchette acc. Mobile,FRMC55:EU28 polyuréthane flexible traité UL,T1->OEM,Celso SAS,Safran Seats / Safran internal group,544.3,truck,medium_high,regional lane under 800 km
13,Accoudoir allée,30NCD6 (nickel-chrome- molibdene),T4->T3,Saarstahl,Krupp,221.5,truck,medium_high,regional lane under 800 km
13,Accoudoir allée,30NCD6 (nickel-chrome- molibdene),T4->T3,Saarstahl,thyssenkrupp Materials France,388.0,truck,medium_high,regional lane under 800 km
13,Accoudoir allée,30NCD6 (nickel-chrome- molibdene),T4->T3,Saarstahl,Altec Etirage,462.0,truck,medium_high,regional lane under 800 km
13,Accoudoir allée,30NCD6 (nickel-chrome- molibdene),T4->T3,Saarstahl,Aubert & Duval,501.0,truck,medium_high,regional lane under 800 km
13,Accoudoir allée,30NCD6 (nickel-chrome- molibdene),T4->T3,ArcelorMittal,Krupp,554.2,truck,medium_high,regional lane under 800 km
13,Accoudoir allée,30NCD6 (nickel-chrome- molibdene),T4->T3,ArcelorMittal,thyssenkrupp Materials France,288.9,truck,medium_high,regional lane under 800 km
13,Accoudoir allée,30NCD6 (nickel-chrome- molibdene),T4->T3,ArcelorMittal,Altec Etirage,170.5,truck,medium_high,regional lane under 800 km
13,Accoudoir allée,30NCD6 (nickel-chrome- molibdene),T4->T3,ArcelorMittal,Aubert & Duval,156.5,truck,medium_high,regional lane under 800 km
13,Accoudoir allée,30NCD6 (nickel-chrome- molibdene),T4->T3,China Baowu / Baosteel,Krupp,8782.6,truck|ship,medium,intercontinental or very long lane; sea/truck baseline
13,Accoudoir allée,30NCD6 (nickel-chrome- molibdene),T4->T3,China Baowu / Baosteel,thyssenkrupp Materials France,9275.9,truck|ship,medium,intercontinental or very long lane; sea/truck baseline
13,Accoudoir allée,30NCD6 (nickel-chrome- molibdene),T4->T3,China Baowu / Baosteel,Altec Etirage,9322.4,truck|ship,medium,intercontinental or very long lane; sea/truck baseline
13,Accoudoir allée,30NCD6 (nickel-chrome- molibdene),T4->T3,China Baowu / Baosteel,Aubert & Duval,9432.7,truck|ship,medium,intercontinental or very long lane; sea/truck baseline
13,Accoudoir allée,30NCD6 (nickel-chrome- molibdene),T4->T3,Tata Steel,Krupp,7274.1,truck|ship,medium,intercontinental or very long lane; sea/truck baseline
13,Accoudoir allée,30NCD6 (nickel-chrome- molibdene),T4->T3,Tata Steel,thyssenkrupp Materials France,7716.9,truck|ship,medium,intercontinental or very long lane; sea/truck baseline
13,Accoudoir allée,30NCD6 (nickel-chrome- molibdene),T4->T3,Tata Steel,Altec Etirage,7533.0,truck|ship,medium,intercontinental or very long lane; sea/truck baseline
13,Accoudoir allée,30NCD6 (nickel-chrome- molibdene),T4->T3,Tata Steel,Aubert & Duval,7713.1,truck|ship,medium,intercontinental or very long lane; sea/truck baseline
13,Accoudoir allée,30NCD6 (nickel-chrome- molibdene),T4->T3,Nucor Corp,Krupp,7043.7,truck|ship,medium,intercontinental or very long lane; sea/truck baseline
13,Accoudoir allée,30NCD6 (nickel-chrome- molibdene),T4->T3,Nucor Corp,thyssenkrupp Materials France,6756.6,truck|ship,medium,intercontinental or very long lane; sea/truck baseline
13,Accoudoir allée,30NCD6 (nickel-chrome- molibdene),T4->T3,Nucor Corp,Altec Etirage,7128.0,truck|ship,medium,intercontinental or very long lane; sea/truck baseline
