record_index,system,component,family,mass_kg,source_mass_kg,fallback_path_count,best_fallback_class,fallback_class_counts,scenario_type,scenario_id,disrupted_role,disrupted_supplier,disrupted_edge,from_name,to_name,disrupted_mode
115,Ensemble porte,nylon,textile_leather,0.0004,0.0004003,208,candidate_requires_allocation_and_qualification,candidate_requires_allocation_and_qualification=208,supplier_disruption,supplier::T1::AmSafe,T1,AmSafe,,,,
117,Ens. Tablette cocktail,nylon,textile_leather,0.002,0.002,208,candidate_requires_allocation_and_qualification,candidate_requires_allocation_and_qualification=208,supplier_disruption,supplier::T1::AmSafe,T1,AmSafe,,,,
118,Ens. Tablette repas,nylon,textile_leather,0.0002,0.0002,208,candidate_requires_allocation_and_qualification,candidate_requires_allocation_and_qualification=208,supplier_disruption,supplier::T1::AmSafe,T1,AmSafe,,,,
119,Ens. Têtière,nylon,textile_leather,0.003,0.003,208,candidate_requires_allocation_and_qualification,candidate_requires_allocation_and_qualification=208,supplier_disruption,supplier::T1::AmSafe,T1,AmSafe,,,,
120,Stowage assemblé avec porte,nylon,textile_leather,0.000375,0.000375,208,candidate_requires_allocation_and_qualification,candidate_requires_allocation_and_qualification=208,supplier_disruption,supplier::T1::AmSafe,T1,AmSafe,,,,
139,Ens. Structure fixe,nylon,textile_leather,0.014542,0.0145416,208,candidate_requires_allocation_and_qualification,candidate_requires_allocation_and_qualification=208,supplier_disruption,supplier::T1::AmSafe,T1,AmSafe,,,,
124,Ens. Structure fixe,caoutchouc,polymer_plastic,0.01,0.01,300,candidate_requires_allocation_and_qualification,candidate_requires_allocation_and_qualification=300,supplier_disruption,supplier::T4::Halcyon Hevecam,T4,Halcyon Hevecam,,,,
124,Ens. Structure fixe,caoutchouc,polymer_plastic,0.01,0.01,165,candidate_requires_allocation_and_qualification,candidate_requires_allocation_and_qualification=165,supplier_disruption,supplier::T3::Ensinger - material intermediate sourcing,T3,Ensinger - material intermediate sourcing,,,,
125,Ens. Palette optimisée,Polychloroprene,polymer_plastic,0.004993,0.0049932,27,candidate_requires_allocation_and_qualification,candidate_requires_allocation_and_qualification=27,supplier_disruption,supplier::T3::Ensinger - material intermediate sourcing,T3,Ensinger - material intermediate sourcing,,,,
128,Ens. Coque,Résine BR623 - composite,adhesive_composite,0.488,0.488,5,candidate_requires_allocation_and_qualification,candidate_requires_allocation_and_qualification=5,supplier_disruption,supplier::T3::Henkel,T3,Henkel,,,,
137,Padding (rembourrage),ULTRA LEATHER SMOKE,textile_leather,0.0,0.099,0,no_topology_fallback,,supplier_disruption,supplier::T3::Ultrafabrics,T3,Ultrafabrics,,,,
144,Coussin ottoman,velours,textile_leather,0.034,0.034,48,candidate_requires_allocation_and_qualification,candidate_requires_allocation_and_qualification=48,supplier_disruption,supplier::T3::SOMANI,T3,SOMANI,,,,
145,Coussin têtière,velours,textile_leather,0.003,0.003,48,candidate_requires_allocation_and_qualification,candidate_requires_allocation_and_qualification=48,supplier_disruption,supplier::T3::SOMANI,T3,SOMANI,,,,
146,Ens. Coussin assise,velours,textile_leather,0.025,0.025,48,candidate_requires_allocation_and_qualification,candidate_requires_allocation_and_qualification=48,supplier_disruption,supplier::T3::SOMANI,T3,SOMANI,,,,
147,Ens.coussin dossier version têtière,velours,textile_leather,0.008,0.008,48,candidate_requires_allocation_and_qualification,candidate_requires_allocation_and_qualification=48,supplier_disruption,supplier::T3::SOMANI,T3,SOMANI,,,,
148,Ens. Coussin dossier,velours,textile_leather,0.022,0.022,48,candidate_requires_allocation_and_qualification,candidate_requires_allocation_and_qualification=48,supplier_disruption,supplier::T3::SOMANI,T3,SOMANI,,,,
150,Habillage sous fauteuil,velours,textile_leather,0.007,0.007,48,candidate_requires_allocation_and_qualification,candidate_requires_allocation_and_qualification=48,supplier_disruption,supplier::T3::SOMANI,T3,SOMANI,,,,
144,Coussin ottoman,velours,textile_leather,0.034,0.034,40,candidate_requires_allocation_and_qualification,candidate_requires_allocation_and_qualification=40,supplier_disruption,supplier::T2::FRANKLIN,T2,FRANKLIN,,,,
145,Coussin têtière,velours,textile_leather,0.003,0.003,40,candidate_requires_allocation_and_qualification,candidate_requires_allocation_and_qualification=40,supplier_disruption,supplier::T2::FRANKLIN,T2,FRANKLIN,,,,
146,Ens. Coussin assise,velours,textile_leather,0.025,0.025,40,candidate_requires_allocation_and_qualification,candidate_requires_allocation_and_qualification=40,supplier_disruption,supplier::T2::FRANKLIN,T2,FRANKLIN,,,,
147,Ens.coussin dossier version têtière,velours,textile_leather,0.008,0.008,40,candidate_requires_allocation_and_qualification,candidate_requires_allocation_and_qualification=40,supplier_disruption,supplier::T2::FRANKLIN,T2,FRANKLIN,,,,
148,Ens. Coussin dossier,velours,textile_leather,0.022,0.022,40,candidate_requires_allocation_and_qualification,candidate_requires_allocation_and_qualification=40,supplier_disruption,supplier::T2::FRANKLIN,T2,FRANKLIN,,,,
150,Habillage sous fauteuil,velours,textile_leather,0.007,0.007,40,candidate_requires_allocation_and_qualification,candidate_requires_allocation_and_qualification=40,supplier_disruption,supplier::T2::FRANKLIN,T2,FRANKLIN,,,,
151,Ens. Structure porte,Z10CNT18,steel,0.047835,0.0478353,16,candidate_requires_t1_t2_pairing,candidate_requires_t1_t2_pairing=12;candidate_requires_material_certificate=4,supplier_disruption,supplier::T4::China Baowu / Baosteel,T4,China Baowu / Baosteel,,,,
151,Ens. Structure porte,Z10CNT18,steel,0.047835,0.0478353,24,candidate_requires_t1_t2_pairing,candidate_requires_t1_t2_pairing=18;candidate_requires_material_certificate=6,supplier_disruption,supplier::T3::Krupp,T3,Krupp,,,,
158,Siége,"Tissu, mousse, polyéthylène",textile_leather,0.0,6.478,336,candidate_scenario_only_mass_review,candidate_scenario_only_mass_review=336,supplier_disruption,supplier::T1::COLLINS,T1,COLLINS,,,,
160,Siége,"autre (silicium, cuirs synthétique)",textile_leather,0.0,0.099,192,candidate_scenario_only_mass_review,candidate_scenario_only_mass_review=192,supplier_disruption,supplier::T1::COLLINS,T1,COLLINS,,,,
168,Siége,"Tissu, mousse, polyéthylène",textile_leather,0.0,6.478,336,candidate_scenario_only_mass_review,candidate_scenario_only_mass_review=336,supplier_disruption,supplier::T1::COLLINS,T1,COLLINS,,,,
169,Siége,"Tissu, mousse, polyéthylène",textile_leather,0.0,6.478,336,candidate_scenario_only_mass_review,candidate_scenario_only_mass_review=336,supplier_disruption,supplier::T1::COLLINS,T1,COLLINS,,,,
170,Siége,"autre (silicium, cuirs synthétique)",textile_leather,0.0,0.099,192,candidate_scenario_only_mass_review,candidate_scenario_only_mass_review=192,supplier_disruption,supplier::T1::COLLINS,T1,COLLINS,,,,
171,Siége,"autre (silicium, cuirs synthétique)",textile_leather,0.0,0.099,192,candidate_scenario_only_mass_review,candidate_scenario_only_mass_review=192,supplier_disruption,supplier::T1::COLLINS,T1,COLLINS,,,,
161,Siége,65% aluminium,aluminium,0.0,75.378147576,0,no_topology_fallback,,supplier_disruption,supplier::T2::JAMCO Aircraft Interiors - Niigata - internal machining/forming process,T2,JAMCO Aircraft Interiors - Niigata - internal machining/forming process,,,,
166,siege,titane fibre de carbone,titanium_carbon,0.0,8.927,0,no_topology_fallback,,supplier_disruption,supplier::T4::Toray Industries - carbon fiber upstream source assumption,T4,Toray Industries - carbon fiber upstream source assumption,,,,
166,siege,titane fibre de carbone,titanium_carbon,0.0,8.927,0,no_topology_fallback,,supplier_disruption,supplier::T2::Toray Industries,T2,Toray Industries,,,,
1,Ens. Equipements latéraux,A5086 - Aluminium,aluminium,3.636005,3.6360048,140,candidate_requires_allocation_and_qualification,candidate_requires_t1_t2_pairing=126;candidate_requires_allocation_and_qualification=9;candidate_requires_material_certificate=5,lane_disruption,lane::T4->T3::Alcoa->AMAG Austria Metall,,,T4->T3,Alcoa,AMAG Austria Metall,
17,Accoudoir allée,A2017 - Aluminium,aluminium,2.43,2.43,140,candidate_requires_allocation_and_qualification,candidate_requires_t1_t2_pairing=126;candidate_requires_allocation_and_qualification=9;candidate_requires_material_certificate=5,lane_disruption,lane::T4->T3::Alcoa->AMAG Austria Metall,,,T4->T3,Alcoa,AMAG Austria Metall,
18,Ens. Stowage latéral,A2017 - Aluminium,aluminium,0.103381,0.1033805,140,candidate_requires_allocation_and_qualification,candidate_requires_t1_t2_pairing=126;candidate_requires_allocation_and_qualification=9;candidate_requires_material_certificate=5,lane_disruption,lane::T4->T3::Alcoa->AMAG Austria Metall,,,T4->T3,Alcoa,AMAG Austria Metall,
19,Ens. Palette optimisée,A2017 - Aluminium,aluminium,12.333,12.333,140,candidate_requires_allocation_and_qualification,candidate_requires_t1_t2_pairing=126;candidate_requires_allocation_and_qualification=9;candidate_requires_material_certificate=5,lane_disruption,lane::T4->T3::Alcoa->AMAG Austria Metall,,,T4->T3,Alcoa,AMAG Austria Metall,
20,Ens. Tablette cocktail,A2017 - Aluminium,aluminium,3.523,3.523,140,candidate_requires_allocation_and_qualification,candidate_requires_t1_t2_pairing=126;candidate_requires_allocation_and_qualification=9;candidate_requires_material_certificate=5,lane_disruption,lane::T4->T3::Alcoa->AMAG Austria Metall,,,T4->T3,Alcoa,AMAG Austria Metall,
21,Ens. Tablette repas,A2017 - Aluminium,aluminium,2.125,2.125,140,candidate_requires_allocation_and_qualification,candidate_requires_t1_t2_pairing=126;candidate_requires_allocation_and_qualification=9;candidate_requires_material_certificate=5,lane_disruption,lane::T4->T3::Alcoa->AMAG Austria Metall,,,T4->T3,Alcoa,AMAG Austria Metall,
22,Ens. Têtière,A2017 - Aluminium,aluminium,0.4425,0.4425,140,candidate_requires_allocation_and_qualification,candidate_requires_t1_t2_pairing=126;candidate_requires_allocation_and_qualification=9;candidate_requires_material_certificate=5,lane_disruption,lane::T4->T3::Alcoa->AMAG Austria Metall,,,T4->T3,Alcoa,AMAG Austria Metall,
23,Stowage assemblé avec porte,A2017 - Aluminium,aluminium,3.956,3.956,140,candidate_requires_allocation_and_qualification,candidate_requires_t1_t2_pairing=126;candidate_requires_allocation_and_qualification=9;candidate_requires_material_certificate=5,lane_disruption,lane::T4->T3::Alcoa->AMAG Austria Metall,,,T4->T3,Alcoa,AMAG Austria Metall,
24,Support écran,A2017 - Aluminium,aluminium,1.45,1.45,140,candidate_requires_allocation_and_qualification,candidate_requires_t1_t2_pairing=126;candidate_requires_allocation_and_qualification=9;candidate_requires_material_certificate=5,lane_disruption,lane::T4->T3::Alcoa->AMAG Austria Metall,,,T4->T3,Alcoa,AMAG Austria Metall,
25,Accoudoir allée,A2024 - Aluminium,aluminium,0.18,0.18,126,candidate_requires_allocation_and_qualification,candidate_requires_t1_t2_pairing=112;candidate_requires_allocation_and_qualification=9;candidate_requires_material_certificate=5,lane_disruption,lane::T4->T3::Alcoa->AMAG Austria Metall,,,T4->T3,Alcoa,AMAG Austria Metall,
26,Ens. Tablette cocktail,A2024 - Aluminium,aluminium,0.084,0.084,126,candidate_requires_allocation_and_qualification,candidate_requires_t1_t2_pairing=112;candidate_requires_allocation_and_qualification=9;candidate_requires_material_certificate=5,lane_disruption,lane::T4->T3::Alcoa->AMAG Austria Metall,,,T4->T3,Alcoa,AMAG Austria Metall,
27,Ens. Tablette repas,A2024 - Aluminium,aluminium,1.259,1.259,126,candidate_requires_allocation_and_qualification,candidate_requires_t1_t2_pairing=112;candidate_requires_allocation_and_qualification=9;candidate_requires_material_certificate=5,lane_disruption,lane::T4->T3::Alcoa->AMAG Austria Metall,,,T4->T3,Alcoa,AMAG Austria Metall,
28,Ens. Têtière,A2024 - Aluminium,aluminium,0.029,0.029,126,candidate_requires_allocation_and_qualification,candidate_requires_t1_t2_pairing=112;candidate_requires_allocation_and_qualification=9;candidate_requires_material_certificate=5,lane_disruption,lane::T4->T3::Alcoa->AMAG Austria Metall,,,T4->T3,Alcoa,AMAG Austria Metall,
29,Accoudoir allée,A5086 - Aluminium,aluminium,0.316,0.316,140,candidate_requires_allocation_and_qualification,candidate_requires_t1_t2_pairing=126;candidate_requires_allocation_and_qualification=9;candidate_requires_material_certificate=5,lane_disruption,lane::T4->T3::Alcoa->AMAG Austria Metall,,,T4->T3,Alcoa,AMAG Austria Metall,
30,Bumper version porte,A5086 - Aluminium,aluminium,0.024,0.024,140,candidate_requires_allocation_and_qualification,candidate_requires_t1_t2_pairing=126;candidate_requires_allocation_and_qualification=9;candidate_requires_material_certificate=5,lane_disruption,lane::T4->T3::Alcoa->AMAG Austria Metall,,,T4->T3,Alcoa,AMAG Austria Metall,
31,Ens. Stowage latéral,A5086 - Aluminium,aluminium,0.216,0.216,140,candidate_requires_allocation_and_qualification,candidate_requires_t1_t2_pairing=126;candidate_requires_allocation_and_qualification=9;candidate_requires_material_certificate=5,lane_disruption,lane::T4->T3::Alcoa->AMAG Austria Metall,,,T4->T3,Alcoa,AMAG Austria Metall,
34,Habillage sous fauteuil,A5086 - Aluminium,aluminium,1.03,1.03,140,candidate_requires_allocation_and_qualification,candidate_requires_t1_t2_pairing=126;candidate_requires_allocation_and_qualification=9;candidate_requires_material_certificate=5,lane_disruption,lane::T4->T3::Alcoa->AMAG Austria Metall,,,T4->T3,Alcoa,AMAG Austria Metall,
35,Manchette acc. Mobile,A5086 - Aluminium,aluminium,0.105,0.105,140,candidate_requires_allocation_and_qualification,candidate_requires_t1_t2_pairing=126;candidate_requires_allocation_and_qualification=9;candidate_requires_material_certificate=5,lane_disruption,lane::T4->T3::Alcoa->AMAG Austria Metall,,,T4->T3,Alcoa,AMAG Austria Metall,
36,Manchette équipée,A5086 - Aluminium,aluminium,0.17,0.17,140,candidate_requires_allocation_and_qualification,candidate_requires_t1_t2_pairing=126;candidate_requires_allocation_and_qualification=9;candidate_requires_material_certificate=5,lane_disruption,lane::T4->T3::Alcoa->AMAG Austria Metall,,,T4->T3,Alcoa,AMAG Austria Metall,
37,Renfort tubulaire,A5086 - Aluminium,aluminium,0.931,0.931,140,candidate_requires_allocation_and_qualification,candidate_requires_t1_t2_pairing=126;candidate_requires_allocation_and_qualification=9;candidate_requires_material_certificate=5,lane_disruption,lane::T4->T3::Alcoa->AMAG Austria Metall,,,T4->T3,Alcoa,AMAG Austria Metall,
38,Stowage assemblé avec porte,A5086 - Aluminium,aluminium,2.457,2.457,140,candidate_requires_allocation_and_qualification,candidate_requires_t1_t2_pairing=126;candidate_requires_allocation_and_qualification=9;candidate_requires_material_certificate=5,lane_disruption,lane::T4->T3::Alcoa->AMAG Austria Metall,,,T4->T3,Alcoa,AMAG Austria Metall,
39,Structure ottoman horizontale,A5086 - Aluminium,aluminium,1.928,1.928,140,candidate_requires_allocation_and_qualification,candidate_requires_t1_t2_pairing=126;candidate_requires_allocation_and_qualification=9;candidate_requires_material_certificate=5,lane_disruption,lane::T4->T3::Alcoa->AMAG Austria Metall,,,T4->T3,Alcoa,AMAG Austria Metall,
40,Support écran,A5086 - Aluminium,aluminium,0.506,0.506,140,candidate_requires_allocation_and_qualification,candidate_requires_t1_t2_pairing=126;candidate_requires_allocation_and_qualification=9;candidate_requires_material_certificate=5,lane_disruption,lane::T4->T3::Alcoa->AMAG Austria Metall,,,T4->T3,Alcoa,AMAG Austria Metall,
41,Support équipé,A5086 - Aluminium,aluminium,0.099,0.099,140,candidate_requires_allocation_and_qualification,candidate_requires_t1_t2_pairing=126;candidate_requires_allocation_and_qualification=9;candidate_requires_material_certificate=5,lane_disruption,lane::T4->T3::Alcoa->AMAG Austria Metall,,,T4->T3,Alcoa,AMAG Austria Metall,
42,Support manchette équipée,A5086 - Aluminium,aluminium,0.117,0.117,140,candidate_requires_allocation_and_qualification,candidate_requires_t1_t2_pairing=126;candidate_requires_allocation_and_qualification=9;candidate_requires_material_certificate=5,lane_disruption,lane::T4->T3::Alcoa->AMAG Austria Metall,,,T4->T3,Alcoa,AMAG Austria Metall,
43,Support NFC,A5086 - Aluminium,aluminium,0.01,0.01,140,candidate_requires_allocation_and_qualification,candidate_requires_t1_t2_pairing=126;candidate_requires_allocation_and_qualification=9;candidate_requires_material_certificate=5,lane_disruption,lane::T4->T3::Alcoa->AMAG Austria Metall,,,T4->T3,Alcoa,AMAG Austria Metall,
44,Renfort tubulaire,A6060 - Aluminium,aluminium,0.404,0.404,56,candidate_requires_allocation_and_qualification,candidate_requires_t1_t2_pairing=42;candidate_requires_allocation_and_qualification=9;candidate_requires_material_certificate=5,lane_disruption,lane::T4->T3::Alcoa->AMAG Austria Metall,,,T4->T3,Alcoa,AMAG Austria Metall,
54,Ens. Structure fauteuil,A2017 - Aluminium,aluminium,12.7611,12.7611,140,candidate_requires_allocation_and_qualification,candidate_requires_t1_t2_pairing=126;candidate_requires_allocation_and_qualification=9;candidate_requires_material_certificate=5,lane_disruption,lane::T4->T3::Alcoa->AMAG Austria Metall,,,T4->T3,Alcoa,AMAG Austria Metall,
