case_id,case_input,case_output_dir,kpi::avg_inventory,kpi::cost_share_holding,kpi::cost_share_inventory_risk,kpi::cost_share_purchase,kpi::cost_share_transport,kpi::cost_share_warehouse_operating,kpi::ending_backlog,kpi::ending_inventory,kpi::fill_rate,kpi::measured_required_total,kpi::measurement_starting_backlog,kpi::total_arrived,kpi::total_cost,kpi::total_demand,kpi::total_estimated_source_ordered_qty,kpi::total_estimated_source_rejected_qty,kpi::total_estimated_source_replenished_qty,kpi::total_explicit_initialization_pipeline_qty,kpi::total_explicit_initialization_stock_qty,kpi::total_external_procured_arrived_qty,kpi::total_external_procured_ordered_qty,kpi::total_external_procured_qty,kpi::total_external_procured_rejected_qty,kpi::total_external_procurement_cost,kpi::total_holding_cost,kpi::total_inventory_cost_legacy_raw_holding,kpi::total_inventory_risk_cost,kpi::total_logistics_cost,kpi::total_opening_stock_bootstrap_qty,kpi::total_produced,kpi::total_purchase_cost,kpi::total_served,kpi::total_shipped,kpi::total_supplier_capacity_binding_qty,kpi::total_transport_cost,kpi::total_unreliable_loss_qty,kpi::total_warehouse_operating_cost,level,parameter_group,parameter_key,parameter_label,realism_focus,status
supplier_stock_node_SDC-VD0525412A_0_8,C:\dev\lca-simu\etudecas\simulation\sensibility\reference_baseline_service96_no_prod_stop_365d_warmup260_fill96_threshold_all_suppliers\cases\supplier_stock_node_SDC-VD0525412A_0_8\input_case.json,C:\dev\lca-simu\etudecas\simulation\sensibility\reference_baseline_service96_no_prod_stop_365d_warmup260_fill96_threshold_all_suppliers\cases\supplier_stock_node_SDC-VD0525412A_0_8\simulation_output,4656606.0037,0.274267,0.156724,0.001912,0.214468,0.352629,728.5,4811471.3855,0.959867,18152.25,752.25,1391548.2649,13564426.5346,17400.0,769341.5861,33770742.3662,770134.1804,782660.9135,168276.5218,0.0,0.0,0.0,0.0,0.0,3720274.5703,10629355.9153,2125871.1831,13538485.6974,0.0,105499.3017,25940.8371,17423.75,788141.9764,687516.2492,2909129.7822,0.0,4783210.1619,0.8,supplier_stock_node,supplier_stock_node::SDC-VD0525412A,Stock fournisseur SDC-VD0525412A,supplier_buffer,ok
supplier_stock_node_SDC-VD0525412A_1_0,C:\dev\lca-simu\etudecas\simulation\sensibility\reference_baseline_service96_no_prod_stop_365d_warmup260_fill96_threshold_all_suppliers\cases\supplier_stock_node_SDC-VD0525412A_1_0\input_case.json,C:\dev\lca-simu\etudecas\simulation\sensibility\reference_baseline_service96_no_prod_stop_365d_warmup260_fill96_threshold_all_suppliers\cases\supplier_stock_node_SDC-VD0525412A_1_0\simulation_output,4656606.0037,0.274267,0.156724,0.001912,0.214468,0.352629,728.5,4811471.3855,0.959867,18152.25,752.25,1391548.2649,13564426.5346,17400.0,769341.5861,33770742.3662,770134.1804,782660.9135,168240.5218,0.0,0.0,0.0,0.0,0.0,3720274.5703,10629355.9153,2125871.1831,13538485.6974,0.0,105499.3017,25940.8371,17423.75,788141.9764,687516.2492,2909129.7822,0.0,4783210.1619,1.0,supplier_stock_node,supplier_stock_node::SDC-VD0525412A,Stock fournisseur SDC-VD0525412A,supplier_buffer,ok
supplier_stock_node_SDC-VD0525412A_1_2,C:\dev\lca-simu\etudecas\simulation\sensibility\reference_baseline_service96_no_prod_stop_365d_warmup260_fill96_threshold_all_suppliers\cases\supplier_stock_node_SDC-VD0525412A_1_2\input_case.json,C:\dev\lca-simu\etudecas\simulation\sensibility\reference_baseline_service96_no_prod_stop_365d_warmup260_fill96_threshold_all_suppliers\cases\supplier_stock_node_SDC-VD0525412A_1_2\simulation_output,4656606.0037,0.274267,0.156724,0.001912,0.214468,0.352629,728.5,4811471.3855,0.959867,18152.25,752.25,1391548.2649,13564426.5346,17400.0,769341.5861,33770742.3662,770134.1804,782660.9135,168204.5218,0.0,0.0,0.0,0.0,0.0,3720274.5703,10629355.9153,2125871.1831,13538485.6974,0.0,105499.3017,25940.8371,17423.75,788141.9764,687516.2492,2909129.7822,0.0,4783210.1619,1.2,supplier_stock_node,supplier_stock_node::SDC-VD0525412A,Stock fournisseur SDC-VD0525412A,supplier_buffer,ok
supplier_stock_node_SDC-VD0525412A_1_4,C:\dev\lca-simu\etudecas\simulation\sensibility\reference_baseline_service96_no_prod_stop_365d_warmup260_fill96_threshold_all_suppliers\cases\supplier_stock_node_SDC-VD0525412A_1_4\input_case.json,C:\dev\lca-simu\etudecas\simulation\sensibility\reference_baseline_service96_no_prod_stop_365d_warmup260_fill96_threshold_all_suppliers\cases\supplier_stock_node_SDC-VD0525412A_1_4\simulation_output,4656606.0037,0.274267,0.156724,0.001912,0.214468,0.352629,728.5,4811471.3855,0.959867,18152.25,752.25,1391548.2649,13564426.5346,17400.0,769341.5861,33770742.3662,770134.1804,782660.9135,168168.5218,0.0,0.0,0.0,0.0,0.0,3720274.5703,10629355.9153,2125871.1831,13538485.6974,0.0,105499.3017,25940.8371,17423.75,788141.9764,687516.2492,2909129.7822,0.0,4783210.1619,1.4,supplier_stock_node,supplier_stock_node::SDC-VD0525412A,Stock fournisseur SDC-VD0525412A,supplier_buffer,ok
supplier_capacity_node_SDC-VD0525412A_0_6,C:\dev\lca-simu\etudecas\simulation\sensibility\reference_baseline_service96_no_prod_stop_365d_warmup260_fill96_threshold_all_suppliers\cases\supplier_capacity_node_SDC-VD0525412A_0_6\input_case.json,C:\dev\lca-simu\etudecas\simulation\sensibility\reference_baseline_service96_no_prod_stop_365d_warmup260_fill96_threshold_all_suppliers\cases\supplier_capacity_node_SDC-VD0525412A_0_6\simulation_output,4649716.5545,0.274395,0.156797,0.001871,0.214144,0.352793,728.5,4802492.6355,0.959867,18152.25,752.25,1388282.3785,13557626.4137,17400.0,765413.768,34161044.8207,765750.5667,782643.7316,168240.5218,0.0,0.0,0.0,0.0,0.0,3720142.8117,10628979.462,2125795.8924,13532260.9878,0.0,105499.3017,25365.4258,17423.75,786035.8628,743377.8402,2903281.5258,0.0,4783040.7579,0.6,supplier_capacity_node,supplier_capacity_node::SDC-VD0525412A,Debit fournisseur SDC-VD0525412A,supplier_capacity,ok
supplier_capacity_node_SDC-VD0525412A_0_8,C:\dev\lca-simu\etudecas\simulation\sensibility\reference_baseline_service96_no_prod_stop_365d_warmup260_fill96_threshold_all_suppliers\cases\supplier_capacity_node_SDC-VD0525412A_0_8\input_case.json,C:\dev\lca-simu\etudecas\simulation\sensibility\reference_baseline_service96_no_prod_stop_365d_warmup260_fill96_threshold_all_suppliers\cases\supplier_capacity_node_SDC-VD0525412A_0_8\simulation_output,4653009.4542,0.274191,0.156681,0.001936,0.21466,0.352532,728.5,4807392.1355,0.959867,18152.25,752.25,1391464.1967,13567926.832,17400.0,768731.9498,34143906.4116,769068.7486,782652.3226,168240.5218,0.0,0.0,0.0,0.0,0.0,3720205.7874,10629159.3926,2125831.8785,13541654.8457,0.0,105499.3017,26271.9863,17423.75,789354.0446,687516.2492,2912495.4531,0.0,4783121.7267,0.8,supplier_capacity_node,supplier_capacity_node::SDC-VD0525412A,Debit fournisseur SDC-VD0525412A,supplier_capacity,ok
supplier_capacity_node_SDC-VD0525412A_1_0,C:\dev\lca-simu\etudecas\simulation\sensibility\reference_baseline_service96_no_prod_stop_365d_warmup260_fill96_threshold_all_suppliers\cases\supplier_capacity_node_SDC-VD0525412A_1_0\input_case.json,C:\dev\lca-simu\etudecas\simulation\sensibility\reference_baseline_service96_no_prod_stop_365d_warmup260_fill96_threshold_all_suppliers\cases\supplier_capacity_node_SDC-VD0525412A_1_0\simulation_output,4656606.0037,0.274267,0.156724,0.001912,0.214468,0.352629,728.5,4811471.3855,0.959867,18152.25,752.25,1391548.2649,13564426.5346,17400.0,769341.5861,33770742.3662,770134.1804,782660.9135,168240.5218,0.0,0.0,0.0,0.0,0.0,3720274.5703,10629355.9153,2125871.1831,13538485.6974,0.0,105499.3017,25940.8371,17423.75,788141.9764,687516.2492,2909129.7822,0.0,4783210.1619,1.0,supplier_capacity_node,supplier_capacity_node::SDC-VD0525412A,Debit fournisseur SDC-VD0525412A,supplier_capacity,ok
supplier_capacity_node_SDC-VD0525412A_1_2,C:\dev\lca-simu\etudecas\simulation\sensibility\reference_baseline_service96_no_prod_stop_365d_warmup260_fill96_threshold_all_suppliers\cases\supplier_capacity_node_SDC-VD0525412A_1_2\input_case.json,C:\dev\lca-simu\etudecas\simulation\sensibility\reference_baseline_service96_no_prod_stop_365d_warmup260_fill96_threshold_all_suppliers\cases\supplier_capacity_node_SDC-VD0525412A_1_2\simulation_output,4658405.2206,0.274402,0.156801,0.001869,0.214125,0.352803,728.5,4811471.3855,0.959867,18152.25,752.25,1389830.5831,13557871.8051,17400.0,766969.3589,33519167.8207,767952.8622,782669.5044,168240.5218,0.0,0.0,0.0,0.0,0.0,3720308.9798,10629454.2281,2125890.8456,13532526.9259,0.0,105499.3017,25344.8792,17423.75,785960.6583,687516.2492,2903072.6978,0.0,4783254.4026,1.2,supplier_capacity_node,supplier_capacity_node::SDC-VD0525412A,Debit fournisseur SDC-VD0525412A,supplier_capacity,ok
supplier_capacity_node_SDC-VD0525412A_1_4,C:\dev\lca-simu\etudecas\simulation\sensibility\reference_baseline_service96_no_prod_stop_365d_warmup260_fill96_threshold_all_suppliers\cases\supplier_capacity_node_SDC-VD0525412A_1_4\input_case.json,C:\dev\lca-simu\etudecas\simulation\sensibility\reference_baseline_service96_no_prod_stop_365d_warmup260_fill96_threshold_all_suppliers\cases\supplier_capacity_node_SDC-VD0525412A_1_4\simulation_output,4659171.5101,0.274475,0.156843,0.001846,0.213939,0.352897,728.5,4811471.3855,0.959867,18152.25,752.25,1388112.9012,13554316.6752,17400.0,764597.1316,33416130.4038,765771.544,782678.0953,168240.5218,0.0,0.0,0.0,0.0,0.0,3720323.6349,10629496.0997,2125899.2199,13529294.0037,0.0,105499.3017,25022.6715,17423.75,784781.3173,687516.2492,2899797.904,0.0,4783273.2449,1.4,supplier_capacity_node,supplier_capacity_node::SDC-VD0525412A,Debit fournisseur SDC-VD0525412A,supplier_capacity,ok
supplier_lead_time_node_SDC-VD0525412A_0_7,C:\dev\lca-simu\etudecas\simulation\sensibility\reference_baseline_service96_no_prod_stop_365d_warmup260_fill96_threshold_all_suppliers\cases\supplier_lead_time_node_SDC-VD0525412A_0_7\input_case.json,C:\dev\lca-simu\etudecas\simulation\sensibility\reference_baseline_service96_no_prod_stop_365d_warmup260_fill96_threshold_all_suppliers\cases\supplier_lead_time_node_SDC-VD0525412A_0_7\simulation_output,4656421.4182,0.274474,0.156842,0.001846,0.213941,0.352896,728.5,4808646.3855,0.959867,18152.25,752.25,1387294.424,13554166.4046,17400.0,764159.2225,33413906.4116,764496.0213,782085.3226,168240.5218,0.0,0.0,0.0,0.0,0.0,3720271.0402,10629345.8292,2125869.1658,13529143.7332,0.0,105499.3017,25022.6715,17423.75,784781.3173,687516.2492,2899797.904,0.0,4783205.6231,0.7,supplier_lead_time_node,supplier_lead_time_node::SDC-VD0525412A,Lead time fournisseur SDC-VD0525412A,supplier_lead_time,ok
supplier_lead_time_node_SDC-VD0525412A_0_85,C:\dev\lca-simu\etudecas\simulation\sensibility\reference_baseline_service96_no_prod_stop_365d_warmup260_fill96_threshold_all_suppliers\cases\supplier_lead_time_node_SDC-VD0525412A_0_85\input_case.json,C:\dev\lca-simu\etudecas\simulation\sensibility\reference_baseline_service96_no_prod_stop_365d_warmup260_fill96_threshold_all_suppliers\cases\supplier_lead_time_node_SDC-VD0525412A_0_85\simulation_output,4657479.4371,0.274463,0.156836,0.00185,0.213971,0.352881,728.5,4810061.3855,0.959867,18152.25,752.25,1388804.8335,13554810.484,17400.0,766010.6693,33471970.8367,766965.7394,782380.2249,168240.5218,0.0,0.0,0.0,0.0,0.0,3720291.2745,10629403.6414,2125880.7283,13529735.2966,0.0,105499.3017,25075.1874,17423.75,784973.5354,687516.2492,2900331.6552,0.0,4783231.6386,0.85,supplier_lead_time_node,supplier_lead_time_node::SDC-VD0525412A,Lead time fournisseur SDC-VD0525412A,supplier_lead_time,ok
supplier_lead_time_node_SDC-VD0525412A_1_0,C:\dev\lca-simu\etudecas\simulation\sensibility\reference_baseline_service96_no_prod_stop_365d_warmup260_fill96_threshold_all_suppliers\cases\supplier_lead_time_node_SDC-VD0525412A_1_0\input_case.json,C:\dev\lca-simu\etudecas\simulation\sensibility\reference_baseline_service96_no_prod_stop_365d_warmup260_fill96_threshold_all_suppliers\cases\supplier_lead_time_node_SDC-VD0525412A_1_0\simulation_output,4656606.0037,0.274267,0.156724,0.001912,0.214468,0.352629,728.5,4811471.3855,0.959867,18152.25,752.25,1391548.2649,13564426.5346,17400.0,769341.5861,33770742.3662,770134.1804,782660.9135,168240.5218,0.0,0.0,0.0,0.0,0.0,3720274.5703,10629355.9153,2125871.1831,13538485.6974,0.0,105499.3017,25940.8371,17423.75,788141.9764,687516.2492,2909129.7822,0.0,4783210.1619,1.0,supplier_lead_time_node,supplier_lead_time_node::SDC-VD0525412A,Lead time fournisseur SDC-VD0525412A,supplier_lead_time,ok
supplier_lead_time_node_SDC-VD0525412A_1_2,C:\dev\lca-simu\etudecas\simulation\sensibility\reference_baseline_service96_no_prod_stop_365d_warmup260_fill96_threshold_all_suppliers\cases\supplier_lead_time_node_SDC-VD0525412A_1_2\input_case.json,C:\dev\lca-simu\etudecas\simulation\sensibility\reference_baseline_service96_no_prod_stop_365d_warmup260_fill96_threshold_all_suppliers\cases\supplier_lead_time_node_SDC-VD0525412A_1_2\simulation_output,4656451.8575,0.274216,0.156695,0.001929,0.214596,0.352564,728.5,4812281.3855,0.959867,18152.25,752.25,1392769.1741,13566919.1203,17400.0,770161.5863,33838746.5003,770954.1805,782840.9135,168240.5218,0.0,0.0,0.0,0.0,0.0,3720271.6223,10629347.4924,2125869.4985,13540754.2509,0.0,105499.3017,26164.8694,17423.75,788961.9765,687516.2492,2911406.7585,0.0,4783206.3716,1.2,supplier_lead_time_node,supplier_lead_time_node::SDC-VD0525412A,Lead time fournisseur SDC-VD0525412A,supplier_lead_time,ok
supplier_lead_time_node_SDC-VD0525412A_1_5,C:\dev\lca-simu\etudecas\simulation\sensibility\reference_baseline_service96_no_prod_stop_365d_warmup260_fill96_threshold_all_suppliers\cases\supplier_lead_time_node_SDC-VD0525412A_1_5\input_case.json,C:\dev\lca-simu\etudecas\simulation\sensibility\reference_baseline_service96_no_prod_stop_365d_warmup260_fill96_threshold_all_suppliers\cases\supplier_lead_time_node_SDC-VD0525412A_1_5\simulation_output,4655943.3308,0.274216,0.156695,0.001929,0.214596,0.352564,728.5,4812115.1355,0.959867,18152.25,752.25,1393512.015,13566891.3333,17400.0,770161.5863,33838746.5003,770954.1805,782840.9135,168240.5218,0.0,0.0,0.0,0.0,0.0,3720261.8969,10629319.7055,2125863.9411,13540726.464,0.0,105499.3017,26164.8694,17423.75,788961.9765,687516.2492,2911406.7585,0.0,4783193.8675,1.5,supplier_lead_time_node,supplier_lead_time_node::SDC-VD0525412A,Lead time fournisseur SDC-VD0525412A,supplier_lead_time,ok
supplier_reliability_node_SDC-VD0525412A_0_85,C:\dev\lca-simu\etudecas\simulation\sensibility\reference_baseline_service96_no_prod_stop_365d_warmup260_fill96_threshold_all_suppliers\cases\supplier_reliability_node_SDC-VD0525412A_0_85\input_case.json,C:\dev\lca-simu\etudecas\simulation\sensibility\reference_baseline_service96_no_prod_stop_365d_warmup260_fill96_threshold_all_suppliers\cases\supplier_reliability_node_SDC-VD0525412A_0_85\simulation_output,4653737.9515,0.274159,0.156662,0.001947,0.214742,0.35249,728.5,4808865.687,0.959867,18152.25,752.25,1392259.6512,13569579.8512,17400.0,772050.1316,34067510.6897,772386.9304,782660.9135,168240.5218,0.0,0.0,0.0,0.0,0.0,3720219.7197,10629199.1992,2125839.8398,13543163.3586,0.0,105499.3017,26416.4926,17423.75,789882.9651,687516.2492,2913964.1594,2435.5849,4783139.6396,0.85,supplier_reliability_node,supplier_reliability_node::SDC-VD0525412A,Fiabilite fournisseur SDC-VD0525412A,supplier_reliability,ok
supplier_reliability_node_SDC-VD0525412A_0_9,C:\dev\lca-simu\etudecas\simulation\sensibility\reference_baseline_service96_no_prod_stop_365d_warmup260_fill96_threshold_all_suppliers\cases\supplier_reliability_node_SDC-VD0525412A_0_9\input_case.json,C:\dev\lca-simu\etudecas\simulation\sensibility\reference_baseline_service96_no_prod_stop_365d_warmup260_fill96_threshold_all_suppliers\cases\supplier_reliability_node_SDC-VD0525412A_0_9\simulation_output,4654790.8878,0.274195,0.156683,0.001935,0.214651,0.352536,728.5,4811077.282,0.959867,18152.25,752.25,1392459.9467,13567867.3749,17400.0,771968.6417,33977343.2045,772386.9304,782660.9135,168240.5218,0.0,0.0,0.0,0.0,0.0,3720239.8568,10629256.7337,2125851.3467,13541609.434,0.0,105499.3017,26257.9408,17423.75,789302.6355,687516.2492,2912352.7003,1469.0354,4783165.5302,0.9,supplier_reliability_node,supplier_reliability_node::SDC-VD0525412A,Fiabilite fournisseur SDC-VD0525412A,supplier_reliability,ok
supplier_reliability_node_SDC-VD0525412A_0_95,C:\dev\lca-simu\etudecas\simulation\sensibility\reference_baseline_service96_no_prod_stop_365d_warmup260_fill96_threshold_all_suppliers\cases\supplier_reliability_node_SDC-VD0525412A_0_95\input_case.json,C:\dev\lca-simu\etudecas\simulation\sensibility\reference_baseline_service96_no_prod_stop_365d_warmup260_fill96_threshold_all_suppliers\cases\supplier_reliability_node_SDC-VD0525412A_0_95\simulation_output,4655814.6039,0.274231,0.156703,0.001924,0.214559,0.352583,728.5,4811443.8855,0.959867,18152.25,752.25,1392012.6853,13566153.3018,17400.0,770585.9809,33861961.1485,771352.3251,782660.9135,168240.5218,0.0,0.0,0.0,0.0,0.0,3720259.4351,10629312.6716,2125862.5343,13540053.9129,0.0,105499.3017,26099.389,17423.75,788722.306,687516.2492,2910741.2413,665.3152,4783190.7022,0.95,supplier_reliability_node,supplier_reliability_node::SDC-VD0525412A,Fiabilite fournisseur SDC-VD0525412A,supplier_reliability,ok
supplier_reliability_node_SDC-VD0525412A_1_0,C:\dev\lca-simu\etudecas\simulation\sensibility\reference_baseline_service96_no_prod_stop_365d_warmup260_fill96_threshold_all_suppliers\cases\supplier_reliability_node_SDC-VD0525412A_1_0\input_case.json,C:\dev\lca-simu\etudecas\simulation\sensibility\reference_baseline_service96_no_prod_stop_365d_warmup260_fill96_threshold_all_suppliers\cases\supplier_reliability_node_SDC-VD0525412A_1_0\simulation_output,4656606.0037,0.274267,0.156724,0.001912,0.214468,0.352629,728.5,4811471.3855,0.959867,18152.25,752.25,1391548.2649,13564426.5346,17400.0,769341.5861,33770742.3662,770134.1804,782660.9135,168240.5218,0.0,0.0,0.0,0.0,0.0,3720274.5703,10629355.9153,2125871.1831,13538485.6974,0.0,105499.3017,25940.8371,17423.75,788141.9764,687516.2492,2909129.7822,0.0,4783210.1619,1.0,supplier_reliability_node,supplier_reliability_node::SDC-VD0525412A,Fiabilite fournisseur SDC-VD0525412A,supplier_reliability,ok
supplier_stock_node_SDC-VD0901566A_0_6,C:\dev\lca-simu\etudecas\simulation\sensibility\reference_baseline_service96_no_prod_stop_365d_warmup260_fill96_threshold_all_suppliers\cases\supplier_stock_node_SDC-VD0901566A_0_6\input_case.json,C:\dev\lca-simu\etudecas\simulation\sensibility\reference_baseline_service96_no_prod_stop_365d_warmup260_fill96_threshold_all_suppliers\cases\supplier_stock_node_SDC-VD0901566A_0_6\simulation_output,4656606.0037,0.274267,0.156724,0.001912,0.214468,0.352629,728.5,4811471.3855,0.959867,18152.25,752.25,1391548.2649,13564426.5346,17400.0,769341.5861,33770742.3662,770134.1804,782660.9135,168312.5218,0.0,0.0,0.0,0.0,0.0,3720274.5703,10629355.9153,2125871.1831,13538485.6974,0.0,105499.3017,25940.8371,17423.75,788141.9764,687516.2492,2909129.7822,0.0,4783210.1619,0.6,supplier_stock_node,supplier_stock_node::SDC-VD0901566A,Stock fournisseur SDC-VD0901566A,supplier_buffer,ok
supplier_stock_node_SDC-VD0901566A_0_8,C:\dev\lca-simu\etudecas\simulation\sensibility\reference_baseline_service96_no_prod_stop_365d_warmup260_fill96_threshold_all_suppliers\cases\supplier_stock_node_SDC-VD0901566A_0_8\input_case.json,C:\dev\lca-simu\etudecas\simulation\sensibility\reference_baseline_service96_no_prod_stop_365d_warmup260_fill96_threshold_all_suppliers\cases\supplier_stock_node_SDC-VD0901566A_0_8\simulation_output,4656606.0037,0.274267,0.156724,0.001912,0.214468,0.352629,728.5,4811471.3855,0.959867,18152.25,752.25,1391548.2649,13564426.5346,17400.0,769341.5861,33770742.3662,770134.1804,782660.9135,168276.5218,0.0,0.0,0.0,0.0,0.0,3720274.5703,10629355.9153,2125871.1831,13538485.6974,0.0,105499.3017,25940.8371,17423.75,788141.9764,687516.2492,2909129.7822,0.0,4783210.1619,0.8,supplier_stock_node,supplier_stock_node::SDC-VD0901566A,Stock fournisseur SDC-VD0901566A,supplier_buffer,ok
supplier_stock_node_SDC-VD0901566A_1_0,C:\dev\lca-simu\etudecas\simulation\sensibility\reference_baseline_service96_no_prod_stop_365d_warmup260_fill96_threshold_all_suppliers\cases\supplier_stock_node_SDC-VD0901566A_1_0\input_case.json,C:\dev\lca-simu\etudecas\simulation\sensibility\reference_baseline_service96_no_prod_stop_365d_warmup260_fill96_threshold_all_suppliers\cases\supplier_stock_node_SDC-VD0901566A_1_0\simulation_output,4656606.0037,0.274267,0.156724,0.001912,0.214468,0.352629,728.5,4811471.3855,0.959867,18152.25,752.25,1391548.2649,13564426.5346,17400.0,769341.5861,33770742.3662,770134.1804,782660.9135,168240.5218,0.0,0.0,0.0,0.0,0.0,3720274.5703,10629355.9153,2125871.1831,13538485.6974,0.0,105499.3017,25940.8371,17423.75,788141.9764,687516.2492,2909129.7822,0.0,4783210.1619,1.0,supplier_stock_node,supplier_stock_node::SDC-VD0901566A,Stock fournisseur SDC-VD0901566A,supplier_buffer,ok
supplier_stock_node_SDC-VD0901566A_1_2,C:\dev\lca-simu\etudecas\simulation\sensibility\reference_baseline_service96_no_prod_stop_365d_warmup260_fill96_threshold_all_suppliers\cases\supplier_stock_node_SDC-VD0901566A_1_2\input_case.json,C:\dev\lca-simu\etudecas\simulation\sensibility\reference_baseline_service96_no_prod_stop_365d_warmup260_fill96_threshold_all_suppliers\cases\supplier_stock_node_SDC-VD0901566A_1_2\simulation_output,4656606.0037,0.274267,0.156724,0.001912,0.214468,0.352629,728.5,4811471.3855,0.959867,18152.25,752.25,1391548.2649,13564426.5346,17400.0,769341.5861,33770742.3662,770134.1804,782660.9135,168204.5218,0.0,0.0,0.0,0.0,0.0,3720274.5703,10629355.9153,2125871.1831,13538485.6974,0.0,105499.3017,25940.8371,17423.75,788141.9764,687516.2492,2909129.7822,0.0,4783210.1619,1.2,supplier_stock_node,supplier_stock_node::SDC-VD0901566A,Stock fournisseur SDC-VD0901566A,supplier_buffer,ok
supplier_stock_node_SDC-VD0901566A_1_4,C:\dev\lca-simu\etudecas\simulation\sensibility\reference_baseline_service96_no_prod_stop_365d_warmup260_fill96_threshold_all_suppliers\cases\supplier_stock_node_SDC-VD0901566A_1_4\input_case.json,C:\dev\lca-simu\etudecas\simulation\sensibility\reference_baseline_service96_no_prod_stop_365d_warmup260_fill96_threshold_all_suppliers\cases\supplier_stock_node_SDC-VD0901566A_1_4\simulation_output,4656606.0037,0.274267,0.156724,0.001912,0.214468,0.352629,728.5,4811471.3855,0.959867,18152.25,752.25,1391548.2649,13564426.5346,17400.0,769341.5861,33770742.3662,770134.1804,782660.9135,168168.5218,0.0,0.0,0.0,0.0,0.0,3720274.5703,10629355.9153,2125871.1831,13538485.6974,0.0,105499.3017,25940.8371,17423.75,788141.9764,687516.2492,2909129.7822,0.0,4783210.1619,1.4,supplier_stock_node,supplier_stock_node::SDC-VD0901566A,Stock fournisseur SDC-VD0901566A,supplier_buffer,ok
supplier_capacity_node_SDC-VD0901566A_0_6,C:\dev\lca-simu\etudecas\simulation\sensibility\reference_baseline_service96_no_prod_stop_365d_warmup260_fill96_threshold_all_suppliers\cases\supplier_capacity_node_SDC-VD0901566A_0_6\input_case.json,C:\dev\lca-simu\etudecas\simulation\sensibility\reference_baseline_service96_no_prod_stop_365d_warmup260_fill96_threshold_all_suppliers\cases\supplier_capacity_node_SDC-VD0901566A_0_6\simulation_output,4653893.9195,0.275229,0.157273,0.001822,0.211811,0.353865,2460.25,4814043.673,0.864466,18152.25,752.25,1382635.3591,13517301.3692,17400.0,756679.2391,33778098.0304,757695.6334,782649.101,168240.5218,0.0,0.0,0.0,0.0,0.0,3720347.303,10629563.7228,2125912.7446,13492674.061,0.0,103767.5517,24627.3082,15692.0,772008.325,779017.1867,2863110.3382,0.0,4783303.6753,0.6,supplier_capacity_node,supplier_capacity_node::SDC-VD0901566A,Debit fournisseur SDC-VD0901566A,supplier_capacity,ok
supplier_capacity_node_SDC-VD0901566A_0_8,C:\dev\lca-simu\etudecas\simulation\sensibility\reference_baseline_service96_no_prod_stop_365d_warmup260_fill96_threshold_all_suppliers\cases\supplier_capacity_node_SDC-VD0901566A_0_8\input_case.json,C:\dev\lca-simu\etudecas\simulation\sensibility\reference_baseline_service96_no_prod_stop_365d_warmup260_fill96_threshold_all_suppliers\cases\supplier_capacity_node_SDC-VD0901566A_0_8\simulation_output,4654408.5221,0.274532,0.156875,0.00189,0.213733,0.352969,728.5,4808102.9793,0.959867,18152.25,752.25,1389204.5149,13551272.5409,17400.0,767060.3361,33775179.3974,767852.9304,782655.0072,168240.5218,0.0,0.0,0.0,0.0,0.0,3720252.8335,10629293.81,2125858.762,13525654.0672,0.0,105499.3017,25618.4737,17423.75,785860.7264,733266.718,2896360.2572,0.0,4783182.2145,0.8,supplier_capacity_node,supplier_capacity_node::SDC-VD0901566A,Debit fournisseur SDC-VD0901566A,supplier_capacity,ok
supplier_capacity_node_SDC-VD0901566A_1_0,C:\dev\lca-simu\etudecas\simulation\sensibility\reference_baseline_service96_no_prod_stop_365d_warmup260_fill96_threshold_all_suppliers\cases\supplier_capacity_node_SDC-VD0901566A_1_0\input_case.json,C:\dev\lca-simu\etudecas\simulation\sensibility\reference_baseline_service96_no_prod_stop_365d_warmup260_fill96_threshold_all_suppliers\cases\supplier_capacity_node_SDC-VD0901566A_1_0\simulation_output,4656606.0037,0.274267,0.156724,0.001912,0.214468,0.352629,728.5,4811471.3855,0.959867,18152.25,752.25,1391548.2649,13564426.5346,17400.0,769341.5861,33770742.3662,770134.1804,782660.9135,168240.5218,0.0,0.0,0.0,0.0,0.0,3720274.5703,10629355.9153,2125871.1831,13538485.6974,0.0,105499.3017,25940.8371,17423.75,788141.9764,687516.2492,2909129.7822,0.0,4783210.1619,1.0,supplier_capacity_node,supplier_capacity_node::SDC-VD0901566A,Debit fournisseur SDC-VD0901566A,supplier_capacity,ok
