division,dst_node_id,estimated_value_eur,fallback_lane_count,flags,graph_physical_delivery_day,graph_resolved,graph_usable_day,item_id,item_kind,lead_days_fia,order_type,physical_delivery_date,planning_element,product_scope,qty_item_uom,qty_standard_uom,quantity,receipt_release_days,selected_edge_id,selected_lane_src,source_row,src_node_id,standard_order_qty,standard_order_ratio,standard_order_uom,uom,usable_date,valid_exact_lane,valuation_source
1810,M-1810,,0,,118,True,134,item:268091,PF,,production_open_order,2025-04-29T00:00:00,O.Proc,268091,120600.0,120600.0,120600.0,10,,,83,,0.0,,UN,UN,2025-05-15T00:00:00,False,unpriced
1810,M-1810,,0,duplicate_same_key,92,True,106,item:268091,PF,,production_open_order,2025-04-03T00:00:00,O.Proc,268091,141800.0,141800.0,141800.0,10,,,84,,0.0,,UN,UN,2025-04-17T00:00:00,False,unpriced
1810,M-1810,,0,,82,True,96,item:268091,PF,,production_open_order,2025-03-24T00:00:00,O.Proc,268091,9800.0,9800.0,9800.0,10,,,85,,0.0,,UN,UN,2025-04-07T00:00:00,False,unpriced
1810,M-1810,,0,,96,True,111,item:268091,PF,,production_open_order,2025-04-07T00:00:00,O.Proc,268091,48800.0,48800.0,48800.0,10,,,86,,0.0,,UN,UN,2025-04-22T00:00:00,False,unpriced
1810,M-1810,,0,,104,True,119,item:268091,PF,,production_open_order,2025-04-15T00:00:00,O.Proc,268091,36795.0,36795.0,36795.0,10,,,87,,0.0,,UN,UN,2025-04-30T00:00:00,False,unpriced
1810,M-1810,,0,,47,True,61,item:268091,PF,,production_open_order,2025-02-17T00:00:00,O.Proc,268091,11300.0,11300.0,11300.0,10,,,88,,0.0,,UN,UN,2025-03-03T00:00:00,False,unpriced
1810,M-1810,,0,,41,True,55,item:268091,PF,,production_open_order,2025-02-11T00:00:00,O.Proc,268091,126795.0,126795.0,126795.0,10,,,89,,0.0,,UN,UN,2025-02-25T00:00:00,False,unpriced
1810,M-1810,,0,duplicate_same_key,49,True,63,item:268091,PF,,production_open_order,2025-02-19T00:00:00,O.Proc,268091,141800.0,141800.0,141800.0,10,,,90,,0.0,,UN,UN,2025-03-05T00:00:00,False,unpriced
1810,M-1810,,0,,131,True,145,item:268091,PF,,production_open_order,2025-05-12T00:00:00,O.Proc,268091,141780.0,141780.0,141780.0,10,,,91,,0.0,,UN,UN,2025-05-26T00:00:00,False,unpriced
1430,M-1430,33878.03999999999,1,not_multiple_of_standard_order_qty,64,True,70,item:333362,Pack,60.0,purchase_open_order,2025-03-06T00:00:00,AVICDE,268967,124000.0,124000.0,124000.0,4,edge:SDC-VD0525412A_TO_M-1430_333362,SDC-VD0525412A,92,SDC-VD0525412A,5000.0,24.8,UN,UN,2025-03-12T00:00:00,True,exact_lane
1430,M-1430,10928.399999999998,1,,85,True,91,item:333362,Pack,60.0,purchase_open_order,2025-03-27T00:00:00,ECHCDE,268967,40000.0,40000.0,40000.0,4,edge:SDC-VD0525412A_TO_M-1430_333362,SDC-VD0525412A,93,SDC-VD0525412A,5000.0,8.0,UN,UN,2025-04-02T00:00:00,True,exact_lane
1430,M-1430,40981.49999999999,1,,57,True,63,item:333362,Pack,60.0,purchase_open_order,2025-02-27T00:00:00,AVICDE,268967,150000.0,150000.0,150000.0,4,edge:SDC-VD0525412A_TO_M-1430_333362,SDC-VD0525412A,94,SDC-VD0525412A,5000.0,30.0,UN,UN,2025-03-05T00:00:00,True,exact_lane
1430,M-1430,45079.649999999994,1,,78,True,84,item:333362,Pack,60.0,purchase_open_order,2025-03-20T00:00:00,AVICDE,268967,165000.0,165000.0,165000.0,4,edge:SDC-VD0525412A_TO_M-1430_333362,SDC-VD0525412A,95,SDC-VD0525412A,5000.0,33.0,UN,UN,2025-03-26T00:00:00,True,exact_lane
1430,M-1430,12294.449999999997,1,,71,True,77,item:333362,Pack,60.0,purchase_open_order,2025-03-13T00:00:00,AVICDE,268967,45000.0,45000.0,45000.0,4,edge:SDC-VD0525412A_TO_M-1430_333362,SDC-VD0525412A,96,SDC-VD0525412A,5000.0,9.0,UN,UN,2025-03-19T00:00:00,True,exact_lane
1430,M-1430,28687.049999999996,1,,54,True,58,item:333362,Pack,60.0,purchase_open_order,2025-02-24T00:00:00,AVICDE,268967,105000.0,105000.0,105000.0,4,edge:SDC-VD0525412A_TO_M-1430_333362,SDC-VD0525412A,97,SDC-VD0525412A,5000.0,21.0,UN,UN,2025-02-28T00:00:00,True,exact_lane
1810,M-1810,21707.61827,1,not_multiple_of_standard_order_qty,8,True,16,item:338928,Pack,70.0,purchase_open_order,2025-01-09T00:00:00,AVICDE,268091,153617.0,153617.0,153617.0,6,edge:SDC-VD0901566A_TO_M-1810_338928,SDC-VD0901566A,98,SDC-VD0901566A,25000.0,6.14468,UN,UN,2025-01-17T00:00:00,True,exact_lane
1810,M-1810,3896.7645599999996,1,not_multiple_of_standard_order_qty,8,True,16,item:338928,Pack,70.0,purchase_open_order,2025-01-09T00:00:00,AVICDE,268091,27576.0,27576.0,27576.0,6,edge:SDC-VD0901566A_TO_M-1810_338928,SDC-VD0901566A,99,SDC-VD0901566A,25000.0,1.10304,UN,UN,2025-01-17T00:00:00,True,exact_lane
1810,M-1810,25978.430399999997,1,not_multiple_of_standard_order_qty,8,True,16,item:338928,Pack,70.0,purchase_open_order,2025-01-09T00:00:00,AVICDE,268091,183840.0,183840.0,183840.0,6,edge:SDC-VD0901566A_TO_M-1810_338928,SDC-VD0901566A,100,SDC-VD0901566A,25000.0,7.3536,UN,UN,2025-01-17T00:00:00,True,exact_lane
1810,M-1810,12432.96,1,not_multiple_of_standard_order_qty,8,True,14,item:338929,Pack,42.0,purchase_open_order,2025-01-09T00:00:00,AVICDE,268091,57600.0,57600.0,57600.0,4,edge:SDC-VD0914360C_TO_M-1810_338929,SDC-VD0914360C,101,SDC-VD0914360C,5000.0,11.52,UN,UN,2025-01-15T00:00:00,True,exact_lane
1810,M-1810,9675.456,1,,28,True,29,item:426331,Pack,28.0,purchase_open_order,2025-01-29T00:00:00,AVICDE,268091,19200.0,19200.0,19200.0,1,edge:SDC-VD0989480A_TO_M-1810_426331,SDC-VD0989480A,102,SDC-VD0989480A,19200.0,1.0,UN,UN,2025-01-30T00:00:00,True,exact_lane
1450,SDC-1450,,0,,26,True,55,item:693055,MP,,production_open_order,2025-01-27T00:00:00,O.Proc,268091,600000.0,600000.0,600000.0,21,,,103,,0.0,,G,G,2025-02-25T00:00:00,False,unpriced
1430,M-1430,2729.216,1,supplier_item_lane_absent|not_multiple_of_standard_order_qty,5,True,5,item:734545,Pack,21.0,purchase_open_order,2025-01-06T00:00:00,AVICDE,268967,6400.0,6400.0,6400.0,0,edge:SDC-VD1095770A_TO_M-1430_734545,SDC-VD1095770A,104,SDC-VD0525906A,6300.0,1.0158730158730158,UN,UN,2025-01-06T00:00:00,False,fallback_dest_item
1450,SDC-1450,,0,,23,True,61,item:773474,PFI,,production_open_order,2025-01-24T00:00:00,O.Proc,"268967,773474",3200000.0,3200000.0,3200000.0,26,,,105,,0.0,,G,G,2025-03-03T00:00:00,False,unpriced
